Date,Season,Mandi,Solan,Kangra,Hamirpur,Una,Kullu,Sirmaur,Mandi_Trend,Mandi_SMA,Mandi_EWMA,Mandi_DES,Mandi_TES,Mandi_ARIMA,Solan_Trend,Solan_SMA,Solan_EWMA,Solan_DES,Solan_TES,Solan_ARIMA,Kangra_Trend,Kangra_SMA,Kangra_EWMA,Kangra_DES,Kangra_TES,Kangra_ARIMA,Hamirpur_Trend,Hamirpur_SMA,Hamirpur_EWMA,Hamirpur_DES,Hamirpur_TES,Hamirpur_ARIMA,Una_Trend,Una_SMA,Una_EWMA,Una_DES,Una_TES,Una_ARIMA,Kullu_Trend,Kullu_SMA,Kullu_EWMA,Kullu_DES,Kullu_TES,Kullu_ARIMA,Sirmaur_Trend,Sirmaur_SMA,Sirmaur_EWMA,Sirmaur_DES,Sirmaur_TES,Sirmaur_ARIMA
1996-02-29,POMRB,6.745,9.781363636363636,5.49643137254902,4.66,57.77,3.105,14.106363636363636,,,6.745,6.391527719412557,6.645627438870868,0.0,,,9.781363636363636,12.478947640069565,9.781363636363636,0.0,,,5.49643137254902,4.504482101618981,5.49643137254902,0.0,,,4.66,4.338050889262164,4.401308188281712,0.0,,,57.77,26.701251932293445,57.77,0.0,,,3.105,2.636647244802674,3.1095312500000003,0.0,,,14.106363636363636,12.709699839954368,12.95483256319143,0.0
1996-05-31,PREMON,6.39,11.30181818181818,4.23375,4.52,9.965,4.08,15.903636363636364,,,6.603,6.417586844711855,6.78387084026735,6.744996521289179,,,10.389545454545456,13.838807168958263,11.30181818181818,9.78115398045581,,,4.991358823529412,3.9755729156722954,4.23375,5.49642292426253,,,4.603999999999999,4.37258262159701,5.023352792455515,4.659996504003894,,,38.647999999999996,14.17861918558056,9.965,57.77,,,3.495,2.9348777808849076,4.088811461218837,3.104997686160444,,,14.825272727272727,13.325281826827457,14.613634327331903,14.106281982813533
1996-08-31,MONSOON,6.057,3.55,3.1125555555555553,2.915,8.2015625,2.7025,10.114999999999998,6.075006944444445,,6.384600000000001,6.3719143823535465,5.572496511259923,6.554949194555056,12.171534090909091,,7.653727272727273,12.006700411870986,3.5500000000000007,10.151689324740886,5.062296977124183,,4.239837516339869,3.358686881203802,3.1125555555555553,4.785113412749615,4.13625,,3.9284,4.0349288992351395,3.1384655734016746,4.584478778162515,14.670140625000002,,26.469424999999998,7.77094613314618,8.2015625,9.965000000000003,3.17625,,3.178,2.9135591050622516,2.7153419896831683,3.595023896650842,11.409583333333334,,12.941163636363635,12.31857646765845,9.194168685293494,15.029762847959736
1996-11-30,POMKH,4.764000000000001,23.98,7.52,4.45,6.6590000000000025,2.79,5.473333333333334,6.22907638888889,5.989000000000001,5.736360000000001,6.070650977319622,6.32823928318763,6.352078791656431,12.181704545454545,12.153295454545454,14.184236363636364,17.47881779176068,23.98,9.999507700353726,5.1485581597222225,5.090684232026144,5.551902509803922,3.9549155793466872,7.52,4.25072743455836,4.178125,4.1362499999999995,4.137040000000001,4.1228461144211055,3.765981679627089,3.8909423867036885,8.488786458333333,20.648890625,18.545255,4.535168644574016,6.659000000000001,8.20156250000586,3.1540624999999998,3.1693750000000005,3.0228,2.910728989802204,2.8066248116918047,3.2924014160790476,11.45435606060606,11.399583333333334,9.954031515151515,10.207860264702441,11.792967738055697,13.244229811208996
1997-02-28,POMRB,7.433055555555558,9.92727272727273,5.269333333333334,4.66,9.94,3.16,14.186363636363632,6.29713888888889,6.16101388888889,6.415038222222224,6.328541092945173,6.1786765868524665,5.952866239947323,12.969772727272728,12.189772727272727,12.48145090909091,17.329483664974166,9.781363636363636,8.409242628817644,5.200053819444445,5.033909722222223,5.4388748392156865,4.010196815880301,5.49643137254902,5.545360741290546,4.175625,4.1362499999999995,4.346224,4.238335862172675,4.487259471326395,4.340744893504282,8.210127604166667,8.691390624999999,15.103152999999999,3.7515198591179595,57.769999999999996,6.6590000000000025,3.1534375,3.1831250000000004,3.07768,2.9827385947920364,3.124447025168984,3.1454521698887934,11.572253787878786,11.419583333333332,11.64696436363636,10.782048094369983,12.453884066780413,12.452214772422938
1997-05-31,PREMON,6.9345,11.237272727272728,5.1509375,4.855,8.344166666666666,3.8475,16.18181818181818,6.440930555555557,6.29713888888889,6.6228229333333335,6.464608789853322,6.70277383656232,6.328576611586367,12.048295454545455,12.173636363636366,11.983779636363638,17.163739573723667,11.318793754721732,16.25439565421849,4.600401041666667,5.263206597222223,5.323699903529412,4.078720791810475,4.192230690891315,4.39813136670403,4.0175,4.22,4.5497344,4.371692266191105,5.075084968051372,4.391657759080145,8.386854166666668,8.286182291666666,12.399558466666667,3.337406581667839,1.2204570637119092,9.94,3.1846875,3.1250000000000004,3.385608,3.1871865640370762,4.105153560333951,3.385080091654546,12.50671212121212,11.489128787878785,13.460905890909089,11.963244019511148,14.220925915254242,14.04070963783279
1997-08-31,MONSOON,6.057,9.91909090909091,2.607333333333333,2.56,7.593125,2.93,10.78,6.4987152777777775,6.29713888888889,6.39649376,6.411119212992068,5.7029093860821725,6.426517587496831,10.294204545454548,13.765909090909094,11.157904145454546,16.165107433984463,3.559107853265818,8.846248456864311,4.120675551470589,5.136901041666667,4.23715327545098,3.558906221359043,3.240650559599868,3.6690391671714098,3.9283333333333332,4.13125,3.75384064,3.953666137674662,3.302972929512026,3.631710932496582,8.496510416666666,8.134072916666666,10.47698508,3.212298060933363,-0.4330224479362528,8.344166666666666,3.180625,3.1818750000000002,3.2033648,3.1760490327469038,2.7172538744145367,3.113559242734834,13.338045454545453,11.655378787878785,12.388543534545452,11.573099387623381,8.904917824715096,10.817992453932245
1997-11-30,POMKH,5.914333333333333,10.23909090909091,3.228,3.54,8.68125,2.8125,12.284,6.344645833333334,6.584722222222222,6.2036295893333335,6.331238044226187,6.41628874437324,5.928872834206236,10.265795454545456,10.33068181818182,10.790378850909093,15.081848492377224,24.72976392140569,14.395025830202602,4.062801623774511,4.063901041666668,3.8334919652705883,3.281212219932731,7.550548028962444,6.8703433737422825,3.9110416666666663,3.9037499999999996,3.668304384,3.8536080291728543,3.723661682140669,4.146142407982755,8.555989583333334,8.639635416666664,9.758691048,3.652646139306998,-1.5230389147218846,7.593125,3.2028125000000003,3.1875,3.04701888,3.1386709243824087,2.819740502694648,3.1111067225752556,13.283272727272728,13.35804545454545,12.346726120727272,11.65528185276095,11.311461375820029,7.823015651610778
1998-02-28,POMRB,6.745,9.635454545454547,5.723529411764708,4.8566666666666665,8.795,3.105,14.026363636363639,6.244036458333333,6.412708333333332,6.420177753600001,6.422747890880134,6.628982731490994,6.7463925604361235,10.224532828282829,10.257727272727275,10.328409128727275,13.741141940930511,8.993210508552286,9.125564655308409,4.074458741830066,4.177450061274511,4.589506943868236,3.6868841837753523,4.631585188977488,4.975872230843407,3.9579166666666663,3.952916666666666,4.143649297066666,4.07526611963106,4.099496892137671,4.068031106738113,8.910703125,8.353385416666665,9.3732146288,4.259647663443922,10.360930010014023,8.68125,3.1750000000000003,3.17375,3.070211328,3.1631274351676666,3.1462492556181845,3.1694798355194584,13.082250000000002,13.318045454545453,13.018581126981818,12.245703968841784,13.86775372297915,14.799627738342487
1998-05-31,PREMON,6.39,11.30181818181818,4.23375,4.52,9.965,4.08,15.903636363636364,6.2625729166666675,6.276583333333331,6.408106652160001,6.433909526359651,6.772709064782057,6.552612258627478,10.593071338383838,10.27386363636364,10.717772749963636,13.025915526826749,10.379308598299733,13.018301942456631,4.297750408496732,3.948153186274511,4.447204166320941,3.7175884817690505,4.024922208116557,4.624011819716544,4.024166666666667,3.8691666666666658,4.294189578239999,4.169853110145374,4.919996582951699,4.433954064340959,9.109843750000001,8.75859375,9.60992877728,5.277572415113854,7.986106332251795,8.795,3.1153125,3.2318749999999996,3.4741267968000002,3.38446258864012,4.076359081431353,3.2778830997851593,12.801439393939395,13.248499999999998,14.172603221643637,13.342116149536615,15.364492016842535,16.051588880950305
