Date,Season,Kupwara,Pulwama,Bandipore,Leh (ladakh),Jammu,Srinagar,Kathua,Baramula,Rajouri,Badgam,Reasi,Anantnag,Udhampur,Samba,Data Not Available,Kupwara_SMA,Kupwara_EWMA,Kupwara_TES,Kupwara_ARIMA,Pulwama_SMA,Pulwama_EWMA,Pulwama_TES,Pulwama_ARIMA,Bandipore_SMA,Bandipore_EWMA,Bandipore_TES,Bandipore_ARIMA,Leh (ladakh)_Trend,Leh (ladakh)_SMA,Leh (ladakh)_EWMA,Leh (ladakh)_TES,Leh (ladakh)_ARIMA,Jammu_Trend,Jammu_SMA,Jammu_EWMA,Jammu_DES,Jammu_TES,Jammu_ARIMA,Srinagar_SMA,Srinagar_EWMA,Srinagar_TES,Srinagar_ARIMA,Kathua_Trend,Kathua_SMA,Kathua_EWMA,Kathua_DES,Kathua_TES,Kathua_ARIMA,Baramula_SMA,Baramula_EWMA,Baramula_TES,Baramula_ARIMA,Rajouri_Trend,Rajouri_SMA,Rajouri_EWMA,Rajouri_DES,Rajouri_TES,Rajouri_ARIMA,Badgam_SMA,Badgam_EWMA,Badgam_TES,Badgam_ARIMA,Reasi_Trend,Reasi_SMA,Reasi_EWMA,Reasi_DES,Reasi_TES,Reasi_ARIMA,Anantnag_SMA,Anantnag_EWMA,Anantnag_TES,Anantnag_ARIMA,Udhampur_Trend,Udhampur_SMA,Udhampur_EWMA,Udhampur_DES,Udhampur_TES,Udhampur_ARIMA,Samba_Trend,Samba_SMA,Samba_EWMA,Samba_DES,Samba_TES,Samba_ARIMA,Data Not Available_Trend,Data Not Available_SMA,Data Not Available_EWMA,Data Not Available_DES,Data Not Available_TES,Data Not Available_ARIMA
1996-02-29,POMRB,,,,,5.7478124999999975,,4.429230769230768,,3.1316514041514045,,13.835,,3.695,6.510714285714287,1.72,,,,,,,,,,,,,,,,,,,,5.7478124999999975,5.244180967663488,5.476044497208915,0.0,,,,,,,4.429230769230768,3.674090043368612,4.51859829131916,0.0,,,,,,,3.1316514041514045,3.724419515424195,3.1316514041514045,0.0,,,,,,,13.835,13.142059332369353,13.475663427331291,0.0,,,,,,,3.695,5.525250451734049,3.687954046548504,0.0,,,6.510714285714287,9.027323464164184,6.4283645876351825,0.0,,,1.72,1.6883403428773074,1.672170766057341,0.0
1996-05-31,PREMON,2.808713131313131,8.185,1.0759999999999998,,6.5503125,6.611833333333334,6.033846153846151,1.5719285714285711,3.4567282949579328,4.11125,13.565,16.3875,4.798333333333334,8.163571428571428,1.96,,2.808713131313131,2.883120265151515,0.0,,8.185,8.185,0.0,,1.0759999999999998,1.11484375,0.0,,,,,,,,6.068812499999998,5.548166481083512,6.61010243005389,2.080151291775442e-06,,6.611833333333334,6.454537346448094,0.0,,,5.071076923076921,4.552182627658509,5.430187519421951,8.179007032958223e-07,,1.5719285714285711,1.6374528769841266,0.0,,,3.261682160474016,4.0191020966945095,3.4567282949579328,1.371516062177036,,4.11125,4.1546875000000005,0.0,,,13.727,13.11140414746383,13.637227428796209,13.834971147091553,,16.3875,16.3875,0.0,,,4.136333333333333,6.496118926840009,4.609431383031809,2.5689294123089383,,,7.171857142857144,10.295472883904575,7.7302190397772925,6.510708927731618,,,1.816,1.7007731072692327,2.2884580899652005,1.7199992915699165
1996-08-31,MONSOON,3.9992272727272726,5.261666666666666,1.6974999999999998,20.74,3.2815625,6.808541666666668,2.165,2.62031746031746,1.5525758361328217,4.80625,12.6,11.7175,0.852,4.264285714285714,1.18,,3.2849187878787873,4.139384754749713,2.6643851910270118,,7.015666666666666,5.261666666666666,-3.599836598136662,,1.3245999999999998,1.770668282548476,0.9801936854114619,20.74,,20.74,20.74,0.0,5.057382812499999,,4.9539124999999995,4.9725142980604575,4.067782767948443,2.904104554273078e-06,,6.690516666666667,6.614429165053412,6.528056336212305,3.878598717948717,,3.9086461538461528,3.8645817142730614,2.655393802685799,1.3339070622888548e-06,,1.9912841269841266,2.743742745020446,1.424349351295325,2.6374482066646587,,2.578039630737538,3.7304662507343593,1.5525758361328217,1.7089749245727646,,4.3892500000000005,4.8880713296398905,-0.06423134417138865,13.365625000000001,,13.2762,12.863335578535922,11.835169519625094,13.647562663255059,,14.5195,11.7175,8.941155094196283,3.1594583333333333,,2.8225999999999996,4.813715734147091,1.3265958862598586,3.529396177446066,6.228509615384615,,6.008828571428571,8.259681254825782,5.790382970481873,7.501635224881246,1.5925,,1.5615999999999999,1.7132974192046277,0.6075470535338914,1.8835274403707285
1996-11-30,POMKH,4.355,8.665,2.1,,4.8075,5.799166666666667,3.0933333333333324,3.1872619047619053,2.408837291416477,5.6075,13.31,13.605,3.123333333333333,5.889285714285713,1.53,,3.712951272727272,4.552433749433412,3.8196800500894534,,7.6754,8.665,4.936409852387799,,1.63476,2.2030689775151355,1.3462312787624602,,,,,,4.994502268145161,5.096796875,4.8953475,4.849556754843509,4.566372783440569,1.286711554398493e-06,,6.333976666666667,6.670120286940349,6.728668975533304,3.806989102564102,3.9303525641025625,3.5825210256410247,3.582585228663441,3.483872926318799,4.684221981738875e-07,,2.4696752380952383,3.3611257355197606,2.4062467130187306,2.6374482066646587,2.637448206664659,2.5103586950091135,3.621944745477575,2.408837291416477,1.5198974464483768,,4.87655,5.722758148629155,-3.125931003845255,13.036041666666668,13.3275,13.289719999999999,12.840948612811973,13.441610098990767,13.061322691875516,,14.1537,13.605,3.2130002810554514,3.0519583333333333,3.117166666666667,2.942893333333333,4.349944531930653,2.927754094868332,3.2025537991363704,6.254087683150183,6.206964285714285,5.961011428571428,7.339721708237245,5.567446757516033,5.808425743911021,1.57125,1.5975,1.5489600000000001,1.7259139614391115,1.5227381594993952,1.4315906405647736
1997-02-28,POMRB,,,,,5.4325,,4.015199999999999,,3.1316514041514045,,14.14,,4.033333333333333,6.683076923076923,1.68,,,,,,,,,,,,,,,,,,5.058809223790322,5.0179687500000005,5.1102085,4.9170279341222765,5.427843692851821,5.7478119322116665,,,,,3.845546794871795,3.82684487179487,3.7555926153846144,3.682928850834802,4.423071246985484,4.429230297381628,,,,,2.637448206664659,2.6374482066646587,2.75887577866603,3.6695612999822362,3.1316514041514045,2.9796814456007974,,,,,12.240833333333335,13.40375,13.629832,13.01739924526451,13.79588970516766,13.48424834013177,,,,,2.948583333333333,3.2017500000000005,3.379069333333333,4.350497234589805,3.6578053269612387,3.4572190112373615,6.362584706959708,6.250054945054945,6.249837626373626,7.0259745861996015,6.082023411454152,5.815045002889287,1.515,1.5875000000000001,1.6013760000000001,1.738623411622442,1.9156713985857916,1.6419915709404864
1997-05-31,PREMON,2.808713131313131,8.185,1.0759999999999998,,6.36258064516129,6.611833333333334,5.875000000000001,1.5719285714285711,3.4567282949579328,4.11125,10.623333333333333,16.3875,3.6,8.195833333333335,1.83,3.492913383838384,3.3512560161616154,3.0552064358047426,4.160952357398666,7.574166666666667,7.879239999999999,8.185,3.1820647012084193,1.487375,1.4112559999999998,1.204680192374333,1.7638603231250327,,,,,,5.130645161290323,4.971035786290323,5.611157358064516,5.241932791328457,6.470060548073865,6.433028776717942,6.45784375,6.445119333333333,6.535649172648838,5.656864353429279,3.9554666666666667,3.7871333333333324,4.60335556923077,4.497415611336205,5.247667659502426,5.861643381432655,2.237859126984127,2.110576571428571,1.7889951585650732,2.9312121913570675,2.6374482066646587,2.6374482066646587,3.0380167851827915,3.770418397072971,3.4567282949579328,3.291594824701577,4.6590625,4.57043,4.255148203861887,0.7059421496830991,11.335,12.668333333333333,12.427232533333335,12.331569651026976,13.952155762642992,13.763935106789994,14.524375,15.04722,16.3875,15.050232293656741,2.9404166666666667,2.9021666666666674,3.4674416,4.088752236398913,4.764046781144025,4.527679651997355,6.452811355311356,6.258120421245421,7.02823590915751,7.699647434776486,7.644783924195049,7.497919622654636,1.4875000000000003,1.555,1.6928256000000002,1.7514264539183637,2.3921418615299657,1.8309356994397674
1997-08-31,MONSOON,3.9992272727272726,5.261666666666666,1.6974999999999998,20.74,3.98375,6.808541666666668,2.6323076923076933,2.62031746031746,1.5525758361328217,4.80625,9.18,11.7175,1.2233333333333334,5.1000000000000005,0.86,3.790541919191919,3.610444518787878,3.084622104605418,2.652340288050557,6.843333333333332,6.832210666666665,8.185,5.656340446349363,1.64275,1.5257535999999998,1.2200364468896336,1.606848035830562,20.74,,20.74,20.74,0.0,5.196159867172676,5.146582661290323,4.96019441483871,4.919674036359881,3.9113436311558343,3.22397000764194,6.507020833333335,6.590488266666667,6.331225628381822,6.62011657756034,4.091573076923077,3.9039602564102562,3.8149364184615386,3.9859162383980506,2.479339933821514,2.1247099882788203,2.4999563492063492,2.3144729269841267,1.81489914345452,1.404809501296136,2.6374482066646587,2.6374482066646587,2.4438404055628036,3.346672565766655,1.5525758361328217,1.5520626510878741,4.832812500000001,4.664758000000001,4.272320523874974,1.058126636647371,10.447916666666668,11.813333333333333,11.12833952,11.475974334444695,11.01697404638372,11.639245791391177,13.356874999999999,13.715332,16.3875,12.112238040200243,2.6876041666666666,2.9950000000000006,2.569798293333333,2.754495685958663,0.8038266228268025,0.9556803405840477,6.331939102564103,6.467048992673993,6.256941545494506,6.3592729724790775,5.7641490118175955,5.26623008453066,1.5,1.475,1.3596953600000001,1.764323768995171,0.5959826486091737,1.3457909451200394
1997-11-30,POMKH,4.355,8.665,2.1,,4.68,5.799166666666667,3.5053846153846147,3.1872619047619053,2.408837291416477,5.6075,9.483333333333334,13.605,2.686666666666667,5.775384615384616,1.63,3.879485101010101,3.908266711272727,4.438273796853743,3.3383343173638083,7.694166666666665,7.565326399999998,4.921555863342566,6.762416402685163,1.743375,1.75545216,1.9267013217251472,1.1476177676591595,,,,,,5.358425856046231,5.114707661290323,4.8481166489032255,4.809400982385249,4.705155446677393,5.117478168984443,6.254677083333335,6.273959626666667,6.624219109608354,6.661399086897863,4.060409188034188,4.006973076923076,3.691115697230769,3.834133923420555,3.483540184253908,3.3650083134045357,2.6416924603174605,2.663588518095238,3.006949992924528,2.007376013205982,2.6374482066646587,2.6374482066646587,2.429839159904273,3.150761021075414,2.408837291416477,2.3081961974671255,5.033125000000002,5.0418548,5.062557190022492,5.545416789329712,9.959166666666667,10.856666666666666,10.470337045333334,10.89883658302555,11.71812347035674,11.300306154869617,13.82875,13.6711992,11.174175900277008,7.051300751345808,2.5302083333333334,2.885833333333334,2.616545642666667,2.4705262131091326,2.9081169709852603,2.84663172887754,6.026606570512822,6.438573717948719,6.06431877345055,5.790123825424299,5.974769512819122,6.2681064007479375,1.50625,1.5,1.467817216,1.7773160643245662,1.3590594668900944,1.3250400044420045
1998-02-28,POMRB,,,,,6.084117647058824,,4.692,,3.1316514041514045,,10.87,,2.4475,5.83,1.68,,,,,,,,,,,,,,,,,,5.577556603323147,5.277612073055029,5.342517048165465,5.090279745528633,5.475070324894302,5.49371146311449,,,,,3.958756837606838,4.176173076923076,4.091469418338462,4.142574053540565,4.535372814913942,4.326167466306628,,,,,2.637448206664659,2.6374482066646587,2.7105640576031256,3.14741790137125,3.1316514041514045,3.0512677397646195,,,,,9.86875,10.039166666666665,10.6302022272,10.784965504836435,11.34060702227663,11.799107933260576,,,,,2.581625,2.489375000000001,2.5489273856,2.2256211838678563,3.5214307492594608,3.553521865458036,5.845741987179487,6.225304487179487,5.970591264070331,5.506536894856662,6.227172535254936,6.53926695257028,1.5150000000000001,1.5,1.5526903296,1.7904040338446499,1.8820337804717688,1.6982011097641616
1998-05-31,PREMON,2.808713131313131,8.185,1.0759999999999998,,7.009090909090909,6.611833333333334,4.948888888888889,1.5719285714285711,3.4567282949579328,4.11125,9.983333333333334,16.3875,3.9266666666666654,6.60625,1.88,3.492913383838384,3.468445279288889,4.852559495314056,4.074067335130339,7.574166666666665,7.813195839999999,8.728023048216837,4.35023982828848,1.4873750000000001,1.4836712959999998,2.384967548947125,1.5244254956729124,,,,,,5.838790234275528,5.439239639037433,6.009146592535643,5.610765875499929,6.725095085877855,6.641789585782116,6.457843750000001,6.409109109333333,6.256022575551275,5.674194845449776,3.9987818376068374,3.9446452991452983,4.434437206558632,4.512042078932874,5.514150494780128,6.169082555842147,2.237859126984127,2.2269245394285715,3.6549319185668625,2.74827705165269,2.6374482066646587,2.6374482066646587,3.0090297525450485,3.2272257569062606,3.4567282949579328,3.369789776650846,4.659062500000001,4.66961288,5.967022408894082,4.129434681331322,9.973333333333333,9.879166666666665,10.371454669653334,10.492142297246312,11.213394296569051,11.088710615015257,14.524375,14.75771952,13.292741308001016,15.197901566090543,2.5584583333333333,2.5710416666666673,3.100023098026666,2.8459133921101314,3.703528133029394,3.509531203226886,5.855152243589744,5.827908653846153,6.2248547584421985,5.861207282403808,7.287829113802701,7.401103044899042,1.53625,1.5125,1.6836141977599999,1.8035883832323487,2.375093645665504,1.8225705564802248
