Date,Season,Adilabad,Nalgonda,Nizamabad,Khammam,Medak,Mahbubnagar,Rangareddy,Warangal,Hyderabad,Karimnagar,Adilabad_Trend,Adilabad_SMA,Adilabad_EWMA,Adilabad_DES,Adilabad_TES,Adilabad_ARIMA,Nalgonda_Trend,Nalgonda_SMA,Nalgonda_EWMA,Nalgonda_DES,Nalgonda_TES,Nalgonda_ARIMA,Nizamabad_Trend,Nizamabad_SMA,Nizamabad_EWMA,Nizamabad_DES,Nizamabad_TES,Nizamabad_ARIMA,Khammam_Trend,Khammam_SMA,Khammam_EWMA,Khammam_DES,Khammam_TES,Khammam_ARIMA,Medak_Trend,Medak_SMA,Medak_EWMA,Medak_DES,Medak_TES,Medak_ARIMA,Mahbubnagar_Trend,Mahbubnagar_SMA,Mahbubnagar_EWMA,Mahbubnagar_DES,Mahbubnagar_TES,Mahbubnagar_ARIMA,Rangareddy_Trend,Rangareddy_SMA,Rangareddy_EWMA,Rangareddy_DES,Rangareddy_TES,Rangareddy_ARIMA,Warangal_Trend,Warangal_SMA,Warangal_EWMA,Warangal_DES,Warangal_TES,Warangal_ARIMA,Hyderabad_Trend,Hyderabad_SMA,Hyderabad_EWMA,Hyderabad_DES,Hyderabad_TES,Hyderabad_ARIMA,Karimnagar_Trend,Karimnagar_SMA,Karimnagar_EWMA,Karimnagar_DES,Karimnagar_TES,Karimnagar_ARIMA
1996-02-29,POMRB,4.892115384615384,5.206874999999998,5.1082926829268285,4.93375,6.755416666666667,6.833035714285716,6.250000000000003,5.6771875000000005,4.8475,4.634166666666667,,,4.892115384615384,5.785971522497147,5.317033631407218,0.0,,,5.206874999999998,6.091523727742404,5.604642740842624,0.0,,,5.1082926829268285,6.03368169641788,5.216721161293851,0.0,,,4.93375,4.738850778748507,5.186358206695146,0.0,,,6.755416666666667,6.975517578799696,6.632299608051939,0.0,,,6.833035714285716,6.771749728852232,6.429597298338572,0.0,,,6.250000000000003,7.482599342172734,6.2529630183410685,0.0,,,5.6771875000000005,4.304596165401492,5.569997853532838,0.0,,,4.8475,5.720638356995447,4.955037021089872,0.0,,,4.634166666666667,4.146012629569791,5.284962817226185,0.0
1996-05-31,PREMON,7.09382978723404,8.379821428571429,7.866216216216217,7.623488372093027,9.462631578947368,8.911428571428573,8.822380952380954,7.8130000000000015,7.2399999999999975,7.171081081081081,,,5.7728011456628465,5.934321661607807,7.216545640744847,3.8675166693517617,,,6.4760535714285705,6.6588314813238245,7.13880285681284,4.284119818392622,,,6.211462096242585,6.364462402396414,8.052289203288543,5.108281944730887,,,6.009645348837211,5.642445643824405,6.813455687218972,3.589612854186098e-06,,,7.838302631578948,7.847148967691776,9.405857526254174,6.7553991738492725,,,7.664392857142859,7.043221162448933,9.460487739491155,-8.500693769268078e-21,,,7.278952380952383,7.522830443900471,8.990877704685376,6.249981111762802,,,6.531512500000002,5.036339573801169,7.60070210454918,5.6771775454194895,,,5.804499999999999,7.807508331289697,6.452007055540112,4.847481508764406,,,5.648932432432433,5.547097100021698,6.6323343243488,4.048922383160116
1996-08-31,MONSOON,4.6532653061224485,5.935483870967742,6.19,2.904418604651162,5.460454545454545,7.00372549019608,5.87153846153846,3.1486666666666654,3.97,3.4259459459459465,5.377934218286332,,5.3249868098466875,5.783128473359039,3.6756789929960747,5.255673935697913,6.106763304326886,,6.25982569124424,6.489662533420816,6.3825827024907476,6.5222058989274805,6.007569302293308,,6.202877257745551,6.355607356600088,4.793173377842507,7.072831472893782,4.9542352669133205,,4.767554651162791,4.575085456139609,3.766477070806134,6.513785907503858e-06,6.632195367680565,,6.887163397129187,7.0130463862166685,6.268911077664999,8.82698189760653,6.890233836005376,,7.400125910364148,7.115600011314129,5.925569199677425,9.617281334858805e-21,6.4714709249084255,,6.715986813186813,7.563277847140897,5.41686847555032,8.022267374340027,5.379576192876344,,5.178374166666667,4.6375391209862284,4.787503309240202,7.130558758136768,5.1904861111111105,,5.0706999999999995,7.319367580368352,4.921263838200284,6.502779560084728,4.868777214714714,,4.7597378378378385,4.496197625790191,4.95226405328911,6.041744599955001
1996-11-30,POMKH,4.3713725490196085,4.615245901639344,4.456756756756758,4.1822727272727285,5.115714285714286,5.028301886792455,4.880714285714285,4.600625,4.58375,4.046944444444444,5.555624391203147,5.25264575674787,4.943541105515855,5.616893514107155,4.215725908893509,5.307016302491705,6.10050593910975,6.034356550294628,5.601993775402281,6.0385508468610185,4.758858542419107,5.147138790328579,6.063786542894982,5.905316413974951,5.504429057350034,6.053985238800694,4.943547234880726,5.897742878083611,4.998956823215545,4.91098242600423,4.533441881606766,4.215931703706065,3.7974570110241084,2.4745229164808914e-06,6.403796992481203,6.698554269195717,6.178583752563226,6.350090748117693,5.280664649244526,5.925456910762009,6.808367271862997,6.944122915675706,6.451396300935471,6.998915855816979,5.35140658627312,7.325616659528968e-21,6.550976546601547,6.456158424908425,5.981877802197801,7.603942718707939,5.02083505402897,6.173095478655069,5.406503747932175,5.309869791666667,4.947274500000001,4.626597552287862,3.5564370639110856,4.397807825096283,5.201215277777777,5.1603125,4.87592,7.09825127798515,4.758899925167401,4.425436139478403,4.966468093093093,4.819534534534535,4.474620480480481,4.246720655674297,3.5454289273895707,3.025567307426595
1997-02-28,POMRB,5.894423076923075,5.7861290322580645,5.926315789473685,5.279772727272729,6.224545454545455,6.401923076923077,6.3725000000000005,6.234838709677418,5.088888888888889,5.028108108108109,5.8875381520821515,5.503222679824793,5.3238938940787435,5.646147949712529,5.622375702330548,4.676134350410443,6.327472125463072,6.179170058359144,5.675647878144595,5.983914283824794,5.913223475035843,4.812207858848348,6.002500895178299,6.1098221906116645,5.673183750199494,6.0520610826277625,5.788834837454427,4.906243915504452,5.385076701399377,4.997488107822412,4.8319742198731515,4.4086284345389775,5.230927385337312,4.9337480162690115,6.546108595352016,6.565836466165413,6.196968433356117,6.307168915209248,6.506090293496692,5.787159780576775,6.935520692025528,6.836344756335047,6.431607011330513,7.019132815472267,6.942286095815659,6.8330142047192535,7.005810693935694,6.486783424908425,6.138126681318681,7.644826232713719,6.773408017594852,5.823489096418822,5.815055361548444,5.4492825940860214,5.462300183870967,4.960189174307663,5.547152350621574,5.3136192616496585,5.411770833333334,5.220659722222222,4.9611075555555555,7.051629683000331,4.912567888991397,4.784482074627526,5.459387333762334,4.918019894894895,4.696015531531533,4.582905537532837,5.575500943724502,4.4607525407868325
1997-05-31,PREMON,7.513043478260869,7.75050847457627,7.497931034482755,7.635238095238098,8.166315789473682,8.687608695652173,9.33592592592593,7.47076923076923,7.084444444444445,7.558666666666667,6.278026592139025,5.6080261025815,6.199553727751594,5.859234635170071,7.801512396677057,7.050469586415925,6.820531370780225,6.021841819860355,6.505592116717265,6.423399409676193,7.61696339884834,7.732071125193231,6.191974482401886,6.017750895178299,6.403082663912799,6.3172602138636496,8.774354105625749,7.373586032748223,6.015881273280984,5.000425538608679,5.95327977001913,5.616514923089058,7.025588435078002,7.775896982889996,7.102057886192755,6.241757518796991,6.9847073758031435,6.9588991587134705,9.037036604293558,7.6622583414612215,7.336679078202355,6.780389787390947,7.334007685059177,7.24959152038167,9.834139078818694,8.911400519333846,7.73395171957672,6.615169668294669,7.417246379161581,7.685929567600832,9.279536033206288,8.12376514692098,6.460100799766835,5.363724901778328,6.265687802630273,5.482516088750432,7.889294644490031,7.369831068641721,5.935746527777778,5.181770833333334,5.810442311111111,7.97708785343493,6.810965706865106,6.903431729645115,6.180422753110253,5.014916291291292,5.8410759855855865,5.957067185475139,7.095070233404396,6.813653345478542
1997-08-31,MONSOON,6.8893617021276565,8.380526315789472,6.067999999999998,5.981627906976745,7.895263157894738,8.24477272727273,8.996666666666664,6.759310344827585,5.81,6.981714285714284,6.4205929552227206,6.167050201582802,6.475476917502019,5.975421559930828,4.19414512516805,4.999531733566295,7.122640610033833,6.633102431065787,7.255565796346148,6.910040664665295,6.16689888034691,5.553919347308591,6.490378292910959,5.987250895178298,6.269049598347678,6.295553245284509,4.850362062173007,6.237925590435593,6.453045234319945,5.769727864190075,5.964619024802175,5.9856146268762025,3.8672265061169466,2.877732099661248,7.394824029771399,6.850459671907039,7.348929688639782,7.28775231918995,5.344018477136034,6.25664193114788,7.621557084220127,7.090651596660109,7.698313701944598,7.42011957876411,6.211203212479422,7.003703443318936,8.264780523924546,7.39645171957672,8.049014494163615,7.727253898786564,5.836514068229301,6.742616933042371,6.622516495060988,6.266385821318558,6.463136819509199,5.7461040193881665,4.737657451701997,4.062005183040949,6.459736111111113,5.641770833333334,5.810265386666666,7.815716758209466,4.523359585819966,4.362643051600455,6.660259330759331,5.9038583762333765,6.297331305637066,6.394767724104711,5.081537646464076,4.124286428147464
1997-11-30,POMKH,5.259183673469389,6.114677419354839,6.094545454545455,6.151500000000001,7.1285000000000025,6.996521739130433,7.580714285714286,6.150344827586207,6.935555555555558,6.259459459459461,6.505203655758283,6.389002982695247,5.988959619888966,5.88954190312519,5.423310423303379,5.283835551806108,7.377809675832364,7.007960310494661,6.799210445549624,6.7235420926355705,6.210149083110112,6.198786259239485,6.764971898790863,6.396698069625472,6.199247940826789,6.281966964195274,4.891469825100989,4.878249279961973,6.61309697030918,6.262034682371893,6.039371414881305,6.323428190593649,5.552677727915475,5.541438555472124,7.4826063315339635,7.353656100478468,7.26075781318387,7.233183369202515,6.370052404948085,7.231447302074856,7.817827733860342,7.582706559744603,7.4175969168189315,7.460958780813785,5.777788664591845,5.028286058308872,8.45000747642052,8.07145171957672,7.861694410783883,7.768800412372626,7.01631350970929,6.978542027524602,6.670666512606166,6.653815778215109,6.338020022740002,5.826780783203079,5.4704536583437475,6.300829362811987,6.687944444444445,6.2297222222222235,6.260381454222223,8.17351754165053,5.942077615148616,5.635573561914004,6.91777428515472,6.45698712998713,6.282182567166024,6.278805039017082,7.056101353085019,6.6674268358791995
1998-02-28,POMRB,6.147142857142861,6.703571428571429,6.675757575757575,6.807857142857142,6.553888888888888,6.712727272727273,7.919130434782609,5.984444444444442,6.9289999999999985,6.654285714285713,6.160702130184089,6.452182927750193,6.052232914790524,5.916352873435433,6.701666179420113,6.11469580666718,7.275842301740848,7.237320909573003,6.760954838758346,6.726612464388722,7.394674870230591,6.206534593463616,6.765583810797046,6.584058516196444,6.389851794799103,6.369311423319686,6.767207925336669,6.283430074508185,6.317087105002662,6.644055786267996,6.34676570607164,6.830884540180289,7.105104082461427,5.8876624046947414,7.277901044560875,7.435991959064326,6.978010243465878,6.996586517727126,8.14909346078474,7.325023542031056,7.832181030020704,7.660407608695651,7.135649059182269,7.472143269317802,7.595806210870883,6.513089376044207,8.106805049856023,8.458109328272371,7.884668820383373,7.810570306389004,9.17924143087997,7.491507878670302,6.516228805916304,6.591217211906866,6.196589791421777,5.855763919764941,7.265722752910284,6.490547309930651,6.720138888888889,6.689750000000001,6.527828872533333,8.305506904721247,6.907820375990465,6.285033495307787,6.739017038777908,6.863531531531532,6.4310238260139,6.406027349105624,7.859184610438588,5.994480664636854
1998-05-31,PREMON,7.9372093023255825,8.874418604651163,8.945238095238096,7.387567567567568,8.53923076923077,9.946969696969695,9.271111111111107,8.106363636363636,7.07,7.992608695652173,5.762031917418131,6.558224383766371,6.806223469804547,6.147111692732673,8.54918024611052,7.541948846155808,6.842872238687598,7.5182984420917265,7.606340345115473,7.260284409044771,8.745056934558384,8.332035632458567,6.508842946269417,6.94588528138528,7.4120063149747,6.82738788625055,9.613128930220162,7.8795743190097385,5.815004805654958,6.582138154350363,6.763086450670011,7.44802577269716,8.70738903249584,8.423214649447141,6.83143993774973,7.529220704003598,7.602498453771835,7.537648925946984,9.892446224869435,8.081043781749772,7.406758285950651,7.975247859025032,8.26017731429724,7.782246655300193,10.437171508094822,8.745315131416858,7.436278650967555,8.441905624568667,8.439245736674467,7.85256478385449,11.184918886338577,9.542633101375644,6.055279464309635,6.750115813305468,6.9604993293985205,6.323026089990855,8.551510222920243,7.323475402396961,6.453444444444445,6.686138888888891,6.7446973235200005,8.362925744976295,8.734655902633834,8.125736243496636,6.304800822561692,6.972017038777908,7.055657773869209,7.106593613110901,8.912839676018068,8.23124392469269
