,STATE,DISTRICT,BLOCK,CATEGORY
691,TN,Theni,KANDAMANUR,Critical
692,TN,Theni,RAJATHANI,Critical
693,TN,Theni,THEVARAM,Over-exploited
694,TN,Theni,ERASAKKANAICKANUR,Over-exploited
695,TN,Theni,CHINNAMANUR,Safe
696,TN,Theni,BODINAYAKANUR,Safe
697,TN,Theni,CUMBAM,Safe
698,TN,Theni,MARKAYANKOTTAI,Safe
699,TN,Theni,MAYLADUMPARAI,Safe
700,TN,Theni,RASINGAPURAM,Safe
701,TN,Theni,THENKARAI,Semi-critical
702,TN,Theni,KODANGIPATTI,Semi-critical
703,TN,Theni,DEVATHANAPATTI,Semi-critical
704,TN,Theni,THENI,Semi-critical
705,TN,Theni,ANDIPATTI,Semi-critical
706,TN,Theni,KODIVILARPATTI,Semi-critical
707,TN,Theni,UTHAMAPALAYAM,Semi-critical
