,STATE,DISTRICT,BLOCK,CATEGORY
520,TN,RAMANATHAPURAM,Sholandhur,Safe
521,TN,RAMANATHAPURAM,Aanandhur,Safe
522,TN,RAMANATHAPURAM,R.S.Mangalam,Safe
523,TN,RAMANATHAPURAM,Thiruvadani,Safe
524,TN,RAMANATHAPURAM,pullur,Safe
525,TN,RAMANATHAPURAM,Mudukulathur north,Safe
526,TN,RAMANATHAPURAM,Melakodumalur,Safe
527,TN,RAMANATHAPURAM,DEVIPATTINAM,Safe
528,TN,RAMANATHAPURAM,Kakkur,Safe
529,TN,RAMANATHAPURAM,Nainarkoil,Safe
530,TN,RAMANATHAPURAM,Theriruveli,Safe
531,TN,RAMANATHAPURAM,Kiliyur,Safe
532,TN,RAMANATHAPURAM,Aappanur,Safe
533,TN,RAMANATHAPURAM,Manjur,Safe
534,TN,RAMANATHAPURAM,Kamuthi east,Safe
535,TN,RAMANATHAPURAM,Parthipanoor,Safe
536,TN,RAMANATHAPURAM,T.U.Mangai,Safe
537,TN,RAMANATHAPURAM,Bogalur,Safe
538,TN,RAMANATHAPURAM,Paramakudi,Safe
539,TN,RAMANATHAPURAM,Keelathuval,Safe
540,TN,RAMANATHAPURAM,Perunaazhi,Safe
541,TN,RAMANATHAPURAM,Ramanathapuram,Safe
542,TN,RAMANATHAPURAM,Abiramam,Safe
543,TN,RAMANATHAPURAM,Kamuthi West,Safe
544,TN,RAMANATHAPURAM,Keelakkarai,Safe
545,TN,RAMANATHAPURAM,Kovilankulam,Safe
546,TN,RAMANATHAPURAM,Rameswaram,Safe
547,TN,RAMANATHAPURAM,Mandapam,Safe
548,TN,RAMANATHAPURAM,PERUNKULAM,Safe
549,TN,RAMANATHAPURAM,Kadaladi,Saline
550,TN,RAMANATHAPURAM,Mangalakudi,Saline
551,TN,RAMANATHAPURAM,Melachelvanur,Saline
552,TN,RAMANATHAPURAM,Mudukulathur south,Saline
553,TN,RAMANATHAPURAM,S.Tharaikudi,Saline
554,TN,RAMANATHAPURAM,Sayalkudi,Saline
555,TN,RAMANATHAPURAM,Sikkal,Saline
556,TN,RAMANATHAPURAM,Thirupullani,Saline
557,TN,RAMANATHAPURAM,Thondi,Saline
