,STATE,DISTRICT,BLOCK,CATEGORY
34,KL,Kannur,IRIKKUR,Safe
35,KL,Kannur,EDAKKAD,Safe
36,KL,Kannur,PAYYANNUR,Safe
37,KL,Kannur,TALIPARAMBA,Safe
38,KL,Kannur,IRITTY,Safe
39,KL,Kannur,PERAVOOR,Safe
40,KL,Kannur,KALLYASSERI,Safe
41,KL,Kannur,KUTHUPARAMBA,Safe
42,KL,Kannur,THALASSERY,Semi-critical
43,KL,Kannur,KANNUR,Semi-critical
44,KL,Kannur,PANUR,Semi-critical
