,STATE,DISTRICT,BLOCK,CATEGORY
45,KL,Kasargod,KASARAGOD,Critical
46,KL,Kasargod,PARAPPA,Safe
47,KL,Kasargod,NILESWARAM,Safe
48,KL,Kasargod,KANHANGAD,Semi-critical
49,KL,Kasargod,KARADKA,Semi-critical
50,KL,Kasargod,MANJESWAR,Semi-critical
