,STATE,DISTRICT,BLOCK,CATEGORY
388,TN,Nagapattinam,VAITHEESWARAN KOIL,Over-exploited
389,TN,Nagapattinam,THIRUVILAIYATTAM,Over-exploited
390,TN,Nagapattinam,SEMBANARKOIL,Over-exploited
391,TN,Nagapattinam,MADHANAM,Over-exploited
392,TN,Nagapattinam,THIRUVENKADU,Over-exploited
393,TN,Nagapattinam,PALAIYUR,Over-exploited
394,TN,Nagapattinam,MELAIYUR,Over-exploited
395,TN,Nagapattinam,KUTTALAM,Over-exploited
396,TN,Nagapattinam,MANGANALLUR,Over-exploited
397,TN,Nagapattinam,PATTAVARTHI,Over-exploited
398,TN,Nagapattinam,PUTHUR,Over-exploited
399,TN,Nagapattinam,MAYILADUTHURAI,Over-exploited
400,TN,Nagapattinam,SIRKALI,Over-exploited
401,TN,Nagapattinam,MANALMEDU,Safe
402,TN,Nagapattinam,KANGALANCHERI,Saline
403,TN,Nagapattinam,KARIYAPATTINAM,Saline
404,TN,Nagapattinam,KEELAIYUR,Saline
405,TN,Nagapattinam,KILVELUR,Saline
406,TN,Nagapattinam,NAGAPPATTINAM,Saline
407,TN,Nagapattinam,NIRMULAI,Saline
408,TN,Nagapattinam,THAGATUR,Saline
409,TN,Nagapattinam,THALAINAYAR,Saline
410,TN,Nagapattinam,THERKUPOIGAINALLUR,Saline
411,TN,Nagapattinam,THEVOOR,Saline
412,TN,Nagapattinam,THILLAYADI,Saline
413,TN,Nagapattinam,THIRUKANNAPURAM,Saline
414,TN,Nagapattinam,THIRUKKUVALAI,Saline
415,TN,Nagapattinam,THIRUMARUGAL,Saline
416,TN,Nagapattinam,VALIVALAM,Saline
417,TN,Nagapattinam,VEDARANYAM,Saline
418,TN,Nagapattinam,VELANGANNI,Saline
