,STATE,DISTRICT,BLOCK,CATEGORY
12,KL,Ernakulam,PALLURUTHY,Safe
13,KL,Ernakulam,KOOVAPPADY,Safe
14,KL,Ernakulam,VADAVUKODU,Safe
15,KL,Ernakulam,ANGAMALY,Safe
16,KL,Ernakulam,PAMPAKKUDA,Safe
17,KL,Ernakulam,KOTHAMANGALAM,Safe
18,KL,Ernakulam,VAZHAKKULAM,Safe
19,KL,Ernakulam,PARAVOOR,Safe
20,KL,Ernakulam,EDAPPALLY,Safe
21,KL,Ernakulam,MOOVATTUPUZHA,Safe
22,KL,Ernakulam,VYPEEN,Safe
23,KL,Ernakulam,MULAMTHURUTHY,Safe
24,KL,Ernakulam,ALANGAD,Safe
25,KL,Ernakulam,PARAKKADAVU,Semi-critical
