,STATE,DISTRICT,BLOCK_NAME,LAT,LON,YEAR_OBS,Season,Depth,Depth_Trend,Depth_SMA,Depth_EWMA,Depth_DES,Depth_TES,Depth_ARIMA
0,DD,Diu,Diu,,,1996,POMRB,5.018035714285714,,,5.018035714285714,4.998237780254387,5.0048469256114805,0.0
1,DD,Diu,Diu,,,1996,PREMON,5.270384615384616,,,5.118975274725275,5.097478705397005,5.2561271787391055,5.018033172256141
2,DD,Diu,Diu,,,1996,MONSOON,4.556153846153847,4.925117902930404,,4.893846703296704,4.796633430087426,4.682750718716926,5.168692267973874
3,DD,Diu,Diu,,,1996,POMKH,4.855897435897437,4.9251179029304035,4.925117902930404,4.878666996336997,4.792738467511349,4.779264124000774,4.850849836704407
0,DD,Diu,Diu,,,1997,POMRB,5.018035714285714,4.925117902930404,4.9251179029304035,4.934414483516483,4.87039036935698,4.993258426670453,4.856613027996647
1,DD,Diu,Diu,,,1997,PREMON,5.270384615384616,4.925117902930404,4.9251179029304035,5.068802536263737,5.03328201810176,5.250502677349623,4.986658306717045
2,DD,Diu,Diu,,,1997,MONSOON,4.556153846153847,4.925117902930404,4.9251179029304035,4.8637430602197815,4.764398012641307,4.680020855596428,4.9877039201431135
3,DD,Diu,Diu,,,1997,POMKH,4.855897435897437,4.9251179029304035,4.9251179029304035,4.860604810490843,4.776551929206863,4.777939179416371,4.83299775801279
0,DD,Diu,Diu,,,1998,POMRB,5.018035714285714,4.925117902930404,4.9251179029304035,4.923577172008791,4.862262538447995,4.99261536213775,4.875977686284061
1,DD,Diu,Diu,,,1998,PREMON,5.270384615384616,4.925117902930404,4.9251179029304035,5.062300149359121,5.0292007479720775,5.250190564678591,4.9954130475983325
2,DD,Diu,Diu,,,1998,MONSOON,4.556153846153847,4.925117902930404,4.9251179029304035,4.859841628077012,4.762348663182888,4.679869371080478,4.991665355404957
3,DD,Diu,Diu,,,1998,POMKH,4.855897435897437,4.9251179029304035,4.9251179029304035,4.858263951205181,4.775522878673753,4.777865656100389,4.835186626711005
0,DD,Diu,Diu,,,1999,POMRB,5.018035714285714,4.925117902930404,4.9251179029304035,4.922172656437395,4.861745815936203,4.992579677447673,4.877083336886988
1,DD,Diu,Diu,,,1999,PREMON,5.270384615384616,4.925117902930404,4.9251179029304035,5.061457440016284,5.02894128340197,5.250173245042116,4.995968834549209
2,DD,Diu,Diu,,,1999,MONSOON,4.556153846153847,4.925117902930404,4.9251179029304035,4.859336002471308,4.762218376884916,4.6798609649598335,4.991944763763214
3,DD,Diu,Diu,,,1999,POMKH,4.855897435897437,4.9251179029304035,4.9251179029304035,4.85796057584176,4.775457457335369,4.7778615761728345,4.835328879231458
0,DD,Diu,Diu,,,2000,POMRB,5.018035714285714,4.925117902930404,4.9251179029304035,4.921990631219342,4.8617129655783184,4.992577697246562,4.877155344438234
1,DD,Diu,Diu,,,2000,PREMON,5.270384615384616,4.925117902930404,4.9251179029304035,5.061348224885451,5.028924788080415,5.2501722839475,4.996005272384225
2,DD,Diu,Diu,,,2000,MONSOON,4.556153846153847,4.925117902930404,4.9251179029304035,4.85927047339281,4.762210094003062,4.6798604984905525,4.991963202446404
3,DD,Diu,Diu,,,2000,POMKH,4.855897435897437,4.9251179029304035,4.9251179029304035,4.8579212583946605,4.775453298208699,4.7778613497711175,4.835338217555666
0,DD,Diu,Diu,,,2001,POMRB,5.018035714285714,4.925117902930404,4.9251179029304035,4.921967040751082,4.861710877134349,4.992577587362006,4.877160072053236
1,DD,Diu,Diu,,,2001,PREMON,5.270384615384616,4.925117902930404,4.9251179029304035,5.061334070604496,5.028923739399152,5.250172230614806,4.996007665749197
2,DD,Diu,Diu,,,2001,MONSOON,4.556153846153847,4.925117902930404,4.9251179029304035,4.859261980824236,4.762209567423269,4.679860472605356,4.991964414136824
3,DD,Diu,Diu,,,2001,POMKH,4.855897435897437,4.9251179029304035,4.9251179029304035,4.857916162853516,4.775453033794442,4.7778613372077805,4.835338830888134
0,DD,Diu,Diu,,,2002,POMRB,5.018035714285714,4.925117902930404,4.9251179029304035,4.921963983426396,4.861710744362638,4.99257758126434,4.877160382561173
1,DD,Diu,Diu,,,2002,PREMON,5.270384615384616,4.925117902930404,4.9251179029304035,5.061332236209685,5.0289236727298,5.250172227655289,4.996007822948078
2,DD,Diu,Diu,,,2002,MONSOON,4.556153846153847,4.714113438644689,4.9251179029304035,4.85926088018735,4.76220953394624,4.679860471168881,4.991964493704177
3,DD,Diu,Diu,,,2002,POMKH,4.855897435897437,4.1955608974358976,4.9251179029304035,4.857915502471385,4.7754530169844465,4.777861336510677,4.83533887118692
0,DD,Diu,Diu,,,2003,POMRB,5.018035714285714,3.6922435897435903,4.503108974358973,4.246749301482831,4.032908052213089,4.9925775809259765,4.877160402962983
1,DD,Diu,Diu,,,2003,PREMON,5.270384615384616,3.17073717948718,3.888012820512819,3.6720495808896985,3.404737115452701,4.3814280594247,4.162563246705986
2,DD,Diu,Diu,,,2003,MONSOON,4.556153846153847,2.835,3.4964743589743565,3.3992297485338185,3.177687929618535,2.9919817640317192,3.3552404863320566
3,DD,Diu,Diu,,,2003,POMKH,4.855897435897437,2.86375,2.8449999999999984,2.939537849120291,2.7003485554780533,3.1526280826079303,3.2334579173965694
