,STATE,DISTRICT,BLOCK_NAME,LAT,LON,YEAR_OBS,Season,Depth,Depth_Trend,Depth_SMA,Depth_EWMA,Depth_DES,Depth_TES,Depth_ARIMA
0,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1996,POMRB,7.067142857142858,,,7.067142857142858,5.467583632123634,6.6058949093986525,0.0
1,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1996,PREMON,8.937142857142858,,,7.815142857142857,6.071694345815456,8.769153544462952,1.5084224935949741e-06
2,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1996,MONSOON,4.135000000000002,6.31732142857143,,6.343085714285714,5.6901919716669385,4.569538510102934,1.3132090450263518e-05
3,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1996,POMKH,5.57,6.101428571428572,6.427321428571429,6.033851428571429,5.637471409255436,6.010667042382676,1.5822719790694586e-05
0,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1997,POMRB,7.067142857142858,5.939702380952381,6.207321428571428,6.095168000000001,5.708122193963902,6.698403851881545,7.067146834833702
1,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1997,PREMON,8.937142857142858,5.924077380952381,5.9955357142857135,6.893100800000001,6.119675014999888,8.574578925114835,8.893611415773522
2,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1997,MONSOON,4.135000000000002,5.962142857142857,5.883869047619046,5.611193813333334,5.651148134467308,4.1823264703044405,3.785856173383937
3,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1997,POMKH,5.57,5.996041666666668,5.9642857142857135,5.723382954666668,5.667537441790486,5.60590406263492,5.249616204988766
0,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1998,POMRB,7.067142857142858,6.334255952380952,5.959999999999999,5.902029772800001,5.733273557002,6.5080820985336825,6.269865012497354
1,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1998,PREMON,8.937142857142858,6.5776488095238115,6.0320833333333335,6.8925511970133355,6.1974907082561295,8.435379389963622,8.52279566628266
2,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1998,MONSOON,4.135000000000002,6.514226190476191,6.6364285714285725,6.577816432493715,6.165672538109214,4.169334164024848,3.8307297103841065
3,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1998,POMKH,5.57,6.453005952380952,6.518869047619049,6.115261288067657,6.0128904181105165,6.310355248333052,6.005423353993081
0,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1999,POMRB,7.067142857142858,6.5353571428571415,6.5095833333333335,6.122299629983453,6.017150054792904,6.865766310599687,7.565728221738745
1,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1999,PREMON,8.937142857142858,7.028928571428572,6.3964285714285705,6.843665492275786,6.353160901409,8.67651108885105,8.33685328934352
2,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1999,MONSOON,4.135000000000002,7.729714285714285,6.6742857142857135,6.993056438222616,6.503584919386902,4.205671411542679,4.971664526831414
3,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,1999,POMKH,5.57,8.311928571428572,7.383571428571429,7.499262434362142,6.823089026296307,6.6640582629673775,5.3020512991663225
0,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2000,POMRB,7.067142857142858,8.671482142857144,8.075857142857144,8.060357460617286,7.210882791473285,7.9525780139414275,7.567601845441325
1,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2000,PREMON,8.937142857142858,8.942642857142857,8.548000000000002,8.761928762084658,7.706493438246338,10.259945083994474,9.807213829608099
2,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2000,MONSOON,4.135000000000002,9.287154761904764,8.794964285714286,8.539157257250794,7.82340622740075,5.8791816388065365,7.160994824269254
3,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2000,POMKH,5.57,9.422827380952384,9.090321428571428,8.899494354350477,8.15123262013954,8.1351644597371,8.046751303498922
0,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2001,POMRB,7.067142857142858,9.221458333333333,9.483988095238095,9.530363279276958,8.62008292241679,9.338171696809283,9.100809944511967
1,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2001,PREMON,8.937142857142858,9.014821428571429,9.361666666666668,9.448217967566173,8.79951253584957,11.701352902100314,10.605476814072388
2,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2001,MONSOON,4.135000000000002,8.794702380952383,9.08125,8.502264113873036,8.531652477395843,6.7506508662579865,8.1215609624378
3,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2001,POMKH,5.57,8.721386904761905,8.948392857142858,8.664787039752394,8.645130046374389,8.418262180563005,7.327655333645388
0,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2002,POMRB,7.067142857142858,8.912595238095241,8.641011904761907,8.89772936670858,8.802850047450832,9.380822159034134,8.389580480886178
1,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2002,PREMON,8.937142857142858,8.905065476190476,8.801761904761909,9.325837620025148,9.069223132263373,11.368458929459848,9.661218522048124
2,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2002,MONSOON,4.135000000000002,8.639309523809526,9.023428571428576,8.783502572015088,8.919878023793556,6.705839712599998,6.897124581041098
3,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2002,POMKH,5.57,8.467916666666666,8.786702380952383,8.45476820987572,8.791276616321795,8.648422246955748,8.57996508207819
0,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2003,POMRB,7.067142857142858,7.981059523809522,8.491916666666668,8.300060925925433,8.701676018072256,9.263513992846015,9.13968673609235
1,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2003,PREMON,8.937142857142858,7.218886904761903,8.443916666666668,8.89043655555526,8.943589504721988,10.93769833950485,9.591118288203935
2,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2003,MONSOON,4.135000000000002,6.809464285714285,7.518202380952381,7.041119076190299,8.121148923645723,6.34556098414371,7.0055105437330125
3,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2003,POMKH,5.57,6.587148809523809,6.9195714285714285,6.451528588571321,7.67131830714357,7.301418075690624,7.4777312197639425
0,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2004,POMRB,7.067142857142858,6.343511904761903,6.699357142857144,6.7457742959999365,7.594182527610961,7.607283185500563,6.2585391101649765
1,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2004,PREMON,8.937142857142858,6.244404761904762,6.4749404761904765,7.598797910933294,7.843431654893746,9.51035697843981,7.91187362778801
2,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2004,MONSOON,4.135000000000002,6.2441666666666675,6.212083333333332,5.845564460845691,7.002149041439332,5.074579005736356,4.860545997715315
3,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2004,POMKH,5.57,6.2094940476190486,6.276726190476191,5.837624390793129,6.781130094433826,6.095248019654162,6.7085079576437545
0,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2005,POMRB,7.067142857142858,6.54577380952381,6.211607142857144,6.273241301142543,6.800167665176088,6.8335031921069875,6.489146465869357
1,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2005,PREMON,8.937142857142858,6.932023809523812,6.207380952380955,7.308516209256957,7.175232507889483,8.888103698687132,8.566167884235634
2,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2005,MONSOON,4.135000000000002,7.015833333333334,6.88416666666667,6.75425258269703,6.944787719097286,4.631023937443252,5.243546849860167
3,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571428,2005,POMKH,5.57,7.077321428571428,6.979880952380955,6.53598012104679,6.8047702790518265,6.581775486517452,6.746701098933016
0,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571429,2006,POMRB,7.067142857142858,6.698392857142856,7.051785714285716,6.8073023583423575,6.874005307371178,7.289427294239336,7.681627795193349
1,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571429,2006,PREMON,8.937142857142858,6.147499999999997,7.102857142857144,7.710667129291128,7.275821455534532,9.294344335287544,8.531353281518102
2,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571429,2006,MONSOON,4.135000000000002,6.013392857142856,6.293928571428572,5.701257420431817,6.431316685401182,4.97764770483761,5.4997621750316
3,GJ,Vadodara,Chhota Udaipur,22.397619048571425,74.03869047571429,2006,POMKH,5.57,5.9746428571428565,6.0010714285714295,5.435611595116234,6.160169575827338,5.8708970315227536,6.641970752224933
0,GJ,Vadodara,Chhota Udaipur,22.397619048571432,74.03869047571429,2007,POMRB,7.067142857142858,6.121428571428571,6.025714285714287,6.186509814212598,6.354913461863803,6.442594955374826,5.778403758575107
1,GJ,Vadodara,Chhota Udaipur,22.397619048571432,74.03869047571429,2007,PREMON,8.937142857142858,6.271785714285714,5.923571428571432,7.1747630313847015,6.767611639717942,8.726594140622831,8.190331110615602
2,GJ,Vadodara,Chhota Udaipur,22.397619048571432,74.03869047571429,2007,MONSOON,4.135000000000002,6.139285714285713,6.319285714285718,6.012857818830821,6.301105791263628,4.456886905476579,4.382306394180817
3,GJ,Vadodara,Chhota Udaipur,22.397619048571432,74.03869047571429,2007,POMKH,5.57,6.069107142857144,6.224285714285719,5.470571834155637,5.983129765836946,5.9711219169215575,5.9729821762027955
0,GJ,Vadodara,Chhota Udaipur,22.397619048571432,74.03869047571429,2008,POMRB,7.067142857142858,6.204642857142857,6.054285714285718,5.935485957636239,6.0831414403647015,6.401057986916938,7.284525842133866
1,GJ,Vadodara,Chhota Udaipur,22.397619048571432,74.03869047571429,2008,PREMON,8.937142857142858,6.5757142857142865,6.083928571428574,7.0715772888674575,6.564398666062224,8.49658359296522,7.870391168433199
2,GJ,Vadodara,Chhota Udaipur,22.397619048571432,74.03869047571429,2008,MONSOON,4.135000000000002,6.925357142857143,6.325357142857146,6.337232087606188,6.311988123337381,4.3297773708106515,4.8908203332955615
3,GJ,Vadodara,Chhota Udaipur,22.397619048571432,74.03869047571429,2008,POMKH,5.57,7.0562202380952375,6.8260714285714315,6.466339252563713,6.3647002840220175,6.166612762675338,6.03325210050635
0,GJ,Vadodara,Chhota Udaipur,22.397619048571432,74.03869047571429,2009,POMRB,7.067142857142858,7.272619047619048,7.024642857142861,6.850660694395372,6.551265434564228,7.1300813601781226,7.188815614358085
