,STATE,DISTRICT,BLOCK_NAME,LAT,LON,YEAR_OBS,Season,Depth,Depth_Trend,Depth_SMA,Depth_EWMA,Depth_DES,Depth_TES,Depth_ARIMA
0,JH,Simdega,Jaldega,22.57222222,84.81888889,1996,POMRB,5.92,,,5.92,4.9624321440822445,5.714413050384464,0.0
1,JH,Simdega,Jaldega,22.57222222,84.81888889,1996,PREMON,8.5,,,6.952000000000001,5.649398856798156,8.656044145376683,3.40708975448313
2,JH,Simdega,Jaldega,22.57222222,84.81888889,1996,MONSOON,0.75,5.18,,4.4712,3.942895916671533,1.4960322356328508,5.068953234991946
3,JH,Simdega,Jaldega,22.57222222,84.81888889,1996,POMKH,5.54,5.1825,5.1775,4.89872,4.0451510406627085,4.655923406424454,2.450191444369501
0,JH,Simdega,Jaldega,22.57222222,84.81888889,1997,POMRB,5.92,5.20875,5.182500000000001,5.315232,4.347065063432589,5.82172301995869,5.713139226582428
1,JH,Simdega,Jaldega,22.57222222,84.81888889,1997,PREMON,8.5,5.0575,5.182500000000001,6.589139200000001,5.541024574645546,8.644523026981185,8.048782905394553
2,JH,Simdega,Jaldega,22.57222222,84.81888889,1997,MONSOON,0.75,4.8118750000000015,5.235000000000001,4.33748352,4.178875094233934,1.3350115606582025,1.0595144266762149
3,JH,Simdega,Jaldega,22.57222222,84.81888889,1997,POMKH,5.54,4.705,4.880000000000002,4.250490112,4.002369962905426,5.024056175883223,5.242793408480623
0,JH,Simdega,Jaldega,22.57222222,84.81888889,1998,POMRB,5.92,4.65875,4.743750000000001,4.708294067200001,4.2974283724002085,5.476196731531184,5.053998695219415
1,JH,Simdega,Jaldega,22.57222222,84.81888889,1998,PREMON,8.5,4.76875,4.666250000000002,6.100976440319999,5.555055004975319,8.173441926731607,7.861387497134513
2,JH,Simdega,Jaldega,22.57222222,84.81888889,1998,MONSOON,0.75,4.711875,4.651250000000001,4.020585864192,4.2735102059722205,0.8506489545728604,1.0180221095451198
3,JH,Simdega,Jaldega,22.57222222,84.81888889,1998,POMKH,5.54,4.475,4.88625,4.436351518515202,4.468549861744654,4.524951491541012,4.169971936850028
0,JH,Simdega,Jaldega,22.57222222,84.81888889,1999,POMRB,5.92,4.58625,4.5375000000000005,4.26181091110912,4.304600581969338,5.604948649152294,5.678544006630827
1,JH,Simdega,Jaldega,22.57222222,84.81888889,1999,PREMON,8.5,4.73,4.412500000000001,5.6330865466654725,5.416809356848904,7.888402800285117,7.248337406312129
2,JH,Simdega,Jaldega,22.57222222,84.81888889,1999,MONSOON,0.75,4.915,4.760000000000002,4.295851927999284,4.610671192052815,0.51215693973018,0.7488245014144725
3,JH,Simdega,Jaldega,22.57222222,84.81888889,1999,POMKH,5.54,5.2162500000000005,4.700000000000002,4.50551115679957,4.691744948990005,4.81037886407516,5.7418377446591355
0,JH,Simdega,Jaldega,22.57222222,84.81888889,2000,POMRB,5.92,5.503749999999998,5.130000000000002,4.991306694079743,5.0633707679139235,5.184653861157539,4.324736827932857
1,JH,Simdega,Jaldega,22.57222222,84.81888889,2000,PREMON,8.5,5.792499999999999,5.302500000000001,6.346784016447844,6.3245148450964646,8.449219535160733,8.262724539309131
2,JH,Simdega,Jaldega,22.57222222,84.81888889,2000,MONSOON,0.75,5.9675,5.705000000000001,5.368070409868707,5.909215177155336,1.6220919049410711,2.161953515389871
3,JH,Simdega,Jaldega,22.57222222,84.81888889,2000,POMKH,5.54,6.1075,5.880000000000001,5.428842245921223,6.003587015261672,5.606413772113862,5.6658591211752025
0,JH,Simdega,Jaldega,22.57222222,84.81888889,2001,POMRB,5.92,5.9387500000000015,6.0550000000000015,5.825305347552733,6.348915010626872,6.089187790075622,6.005714567063855
1,JH,Simdega,Jaldega,22.57222222,84.81888889,2001,PREMON,8.5,5.555833333333332,6.160000000000003,7.0151832085316395,7.451847612060906,9.138215706796998,8.514371060610488
2,JH,Simdega,Jaldega,22.57222222,84.81888889,2001,MONSOON,0.75,5.34625,5.717500000000002,5.061109925118983,6.145147970152804,2.84152619404634,3.07019157411912
3,JH,Simdega,Jaldega,22.57222222,84.81888889,2001,POMKH,5.54,5.607083333333334,5.394166666666669,4.727332621738056,5.600637496003992,5.351948562495691,4.914356357603376
0,JH,Simdega,Jaldega,22.57222222,84.81888889,2002,POMRB,5.92,5.905833333333333,5.2983333333333364,5.251066239709501,5.701555164491882,5.64341428866296,5.2071451923939405
1,JH,Simdega,Jaldega,22.57222222,84.81888889,2002,PREMON,8.5,5.94125,5.9158333333333335,7.6586397438257015,7.6180564966839945,8.537143366112332,8.424841004994223
2,JH,Simdega,Jaldega,22.57222222,84.81888889,2002,MONSOON,0.75,5.978333333333333,5.895833333333335,5.41518384629542,6.230377300628147,3.0287735868084935,3.2214849819398634
3,JH,Simdega,Jaldega,22.57222222,84.81888889,2002,POMKH,5.54,5.65875,5.986666666666667,5.085110307777252,5.760406407584235,5.355009474837017,4.448228675823576
0,JH,Simdega,Jaldega,22.57222222,84.81888889,2003,POMRB,5.92,5.116250000000001,5.9700000000000015,5.439066184666351,5.788534621344536,6.143631011564138,5.761155021098812
1,JH,Simdega,Jaldega,22.57222222,84.81888889,2003,PREMON,8.5,4.6325,5.347500000000001,6.7754397107998106,6.771725514068935,9.480004970134932,10.03782798821978
2,JH,Simdega,Jaldega,22.57222222,84.81888889,2003,MONSOON,0.75,4.17375,4.885000000000002,4.145263826479886,4.862074018144757,2.020967697339973,1.5464805002429167
3,JH,Simdega,Jaldega,22.57222222,84.81888889,2003,POMKH,5.54,3.8584375,4.380000000000001,3.5151582958879315,3.9694656588712585,4.159871369950329,3.7872726801970935
0,JH,Simdega,Jaldega,22.57222222,84.81888889,2004,POMRB,5.92,3.878958333333333,3.967500000000001,3.8370949775327587,3.8046791233062986,4.863965744408948,4.622269692958699
1,JH,Simdega,Jaldega,22.57222222,84.81888889,2004,PREMON,8.5,4.112291666666667,3.749375000000001,5.465256986519655,4.906398862608323,7.957275154610777,7.556662523251512
2,JH,Simdega,Jaldega,22.57222222,84.81888889,2004,MONSOON,0.75,4.146041666666666,4.008541666666668,3.77382085857846,3.766933585642332,0.3952661360660925,0.6418546340742197
3,JH,Simdega,Jaldega,22.57222222,84.81888889,2004,POMKH,5.54,3.9476041666666655,4.2160416666666665,3.624292515147076,3.4805126962062363,3.3612644896648693,3.4739513899839696
0,JH,Simdega,Jaldega,22.57222222,84.81888889,2005,POMRB,5.92,3.828333333333333,4.076041666666667,3.678575509088245,3.387731439043688,4.805599603811205,4.758013924285987
1,JH,Simdega,Jaldega,22.57222222,84.81888889,2005,PREMON,8.5,3.7275,3.819166666666667,4.959145305452949,4.389137885988137,7.8823552750017205,7.815173543205246
2,JH,Simdega,Jaldega,22.57222222,84.81888889,2005,MONSOON,0.75,3.55125,3.8375,3.4994871832717687,3.4818729273015347,0.27666749660501866,0.9199846067590678
3,JH,Simdega,Jaldega,22.57222222,84.81888889,2005,POMKH,5.54,3.2125,3.6175,3.107692309963061,3.0791753251564704,3.0900687873330277,3.7942647257254647
0,JH,Simdega,Jaldega,22.57222222,84.81888889,2006,POMRB,5.92,3.05125,3.485,3.1566153859778368,2.9826670817183523,4.078093674904046,3.7674722678643473
1,JH,Simdega,Jaldega,22.57222222,84.81888889,2006,PREMON,8.5,3.17,2.9400000000000004,3.773969231586702,3.4113344267310204,7.222967409157714,6.822056185641196
2,JH,Simdega,Jaldega,22.57222222,84.81888889,2006,MONSOON,0.75,3.2728125,3.1625,3.1443815389520218,3.0014186436313093,-0.2936400027978503,-0.07135364176549519
3,JH,Simdega,Jaldega,22.57222222,84.81888889,2006,POMKH,5.54,3.3356250000000003,3.1775,2.9186289233712124,2.777312493216806,2.525274011909929,3.443674111988411
0,JH,Simdega,Jaldega,22.57222222,84.81888889,2007,POMRB,5.92,3.1368750000000003,3.368125,3.3481773540227278,3.0620981694340528,3.6213364904432046,3.7352136705888164
1,JH,Simdega,Jaldega,22.57222222,84.81888889,2007,PREMON,8.5,2.941875,3.3031250000000005,3.784906412413637,3.490051298193121,6.683744662803547,6.1191193757891815
2,JH,Simdega,Jaldega,22.57222222,84.81888889,2007,MONSOON,0.75,2.8090625,2.970625,2.6189438474481816,2.713471521566779,0.5470130101827686,1.1075908293063756
3,JH,Simdega,Jaldega,22.57222222,84.81888889,2007,POMKH,5.54,3.0525,2.913125,2.5113663084689093,2.50996313938041,2.1086612269770013,2.6032674295360083
0,JH,Simdega,Jaldega,22.57222222,84.81888889,2008,POMRB,5.92,3.52875,2.705,2.7708197850813456,2.614437508648268,3.3404655566448658,3.915696839567848
1,JH,Simdega,Jaldega,22.57222222,84.81888889,2008,PREMON,8.5,3.8496875,3.3999999999999995,4.5504918710488065,4.17401400637352,5.566588582287227,5.255234388052587
2,JH,Simdega,Jaldega,22.57222222,84.81888889,2008,MONSOON,0.75,4.3743750000000015,3.6575,3.4902951226292838,3.766395584466733,1.2177703215052782,1.6856720331892208
3,JH,Simdega,Jaldega,22.57222222,84.81888889,2008,POMKH,5.54,4.844375,4.041874999999999,3.6491770735775706,4.005416770677794,2.8617956948863785,3.1911788797477283
0,JH,Simdega,Jaldega,22.57222222,84.81888889,2009,POMRB,5.92,5.353125,4.706874999999998,4.517506244146542,4.870825654583067,4.210380399929576,4.113359840560447
1,JH,Simdega,Jaldega,22.57222222,84.81888889,2009,PREMON,8.5,5.647187500000001,4.981875,6.038503746487926,6.5802222548745695,7.42738028273226,8.242977965365256
2,JH,Simdega,Jaldega,22.57222222,84.81888889,2009,MONSOON,0.75,5.72125,5.724375,5.571102247892755,6.866431636988582,2.6077615625382062,2.4485192156317077
3,JH,Simdega,Jaldega,22.57222222,84.81888889,2009,POMKH,5.54,5.928750000000001,5.57,4.650661348735653,6.397116199181925,4.796077940015988,5.146936165936825
0,JH,Simdega,Jaldega,22.57222222,84.81888889,2010,POMRB,5.92,6.41,5.8725000000000005,5.602396809241394,7.1324752425237525,5.560542059536688,5.06067964728086
