Date,Season,Dhamtari,Janjgir-champa,Narayanpur,Kabeerdham,Rajnandgaon,Surguja,Uttar Bastar Kanker,Korba,Raigarh,Koriya,Mahasamund,Dakshin Bastar Dantewada,Bilaspur,Bijapur,Jashpur,Bastar,Raipur,Durg,Dhamtari_Trend,Dhamtari_SMA,Dhamtari_EWMA,Dhamtari_DES,Dhamtari_TES,Dhamtari_ARIMA,Janjgir-champa_Trend,Janjgir-champa_SMA,Janjgir-champa_EWMA,Janjgir-champa_DES,Janjgir-champa_TES,Janjgir-champa_ARIMA,Narayanpur_Trend,Narayanpur_SMA,Narayanpur_EWMA,Narayanpur_DES,Narayanpur_TES,Narayanpur_ARIMA,Kabeerdham_Trend,Kabeerdham_SMA,Kabeerdham_EWMA,Kabeerdham_DES,Kabeerdham_TES,Kabeerdham_ARIMA,Rajnandgaon_Trend,Rajnandgaon_SMA,Rajnandgaon_EWMA,Rajnandgaon_DES,Rajnandgaon_TES,Rajnandgaon_ARIMA,Surguja_Trend,Surguja_SMA,Surguja_EWMA,Surguja_DES,Surguja_TES,Surguja_ARIMA,Uttar Bastar Kanker_Trend,Uttar Bastar Kanker_SMA,Uttar Bastar Kanker_EWMA,Uttar Bastar Kanker_DES,Uttar Bastar Kanker_TES,Uttar Bastar Kanker_ARIMA,Korba_Trend,Korba_SMA,Korba_EWMA,Korba_DES,Korba_TES,Korba_ARIMA,Raigarh_Trend,Raigarh_SMA,Raigarh_EWMA,Raigarh_DES,Raigarh_TES,Raigarh_ARIMA,Koriya_Trend,Koriya_SMA,Koriya_EWMA,Koriya_DES,Koriya_TES,Koriya_ARIMA,Mahasamund_Trend,Mahasamund_SMA,Mahasamund_EWMA,Mahasamund_DES,Mahasamund_TES,Mahasamund_ARIMA,Dakshin Bastar Dantewada_Trend,Dakshin Bastar Dantewada_SMA,Dakshin Bastar Dantewada_EWMA,Dakshin Bastar Dantewada_DES,Dakshin Bastar Dantewada_TES,Dakshin Bastar Dantewada_ARIMA,Bilaspur_Trend,Bilaspur_SMA,Bilaspur_EWMA,Bilaspur_DES,Bilaspur_TES,Bilaspur_ARIMA,Bijapur_Trend,Bijapur_SMA,Bijapur_EWMA,Bijapur_DES,Bijapur_TES,Bijapur_ARIMA,Jashpur_Trend,Jashpur_SMA,Jashpur_EWMA,Jashpur_DES,Jashpur_TES,Jashpur_ARIMA,Bastar_Trend,Bastar_SMA,Bastar_EWMA,Bastar_DES,Bastar_TES,Bastar_ARIMA,Raipur_Trend,Raipur_SMA,Raipur_EWMA,Raipur_DES,Raipur_TES,Raipur_ARIMA,Durg_Trend,Durg_SMA,Durg_EWMA,Durg_DES,Durg_TES,Durg_ARIMA
1996-02-29,POMRB,3.748333333333333,4.8235,3.186666666666666,5.564444444444443,5.0661904761904735,5.862702702702702,4.867999999999999,5.527692307692308,6.464761904761906,6.0120000000000005,5.500555555555557,4.937916666666667,5.7844444444444445,4.525999999999999,4.740952380952381,4.598888888888889,4.404166666666667,4.857272727272728,,,3.748333333333333,8.203607556823354,4.2405815508878835,0.0,,,4.8235,9.516470976384893,4.857565625216765,0.0,,,3.186666666666666,6.100560625128232,2.976380546176016,0.0,,,5.564444444444443,10.006108523490276,5.587319679478256,0.0,,,5.0661904761904735,9.52590577411395,5.088540078580837,0.0,,,5.862702702702702,4.320906468995775,5.652126930908482,0.0,,,4.867999999999999,8.47669409877429,5.233108118462958,0.0,,,5.527692307692308,10.046276367654432,5.613513965361068,0.0,,,6.464761904761906,4.384106931190593,6.30706685012538,0.0,,,6.0120000000000005,4.613260248479775,6.022587822882354,0.0,,,5.500555555555557,6.97728633851798,5.506215245528038,0.0,,,4.937916666666667,8.29133801719629,4.8475541008525,0.0,,,5.7844444444444445,9.27535706744155,5.515230437761479,0.0,,,4.525999999999999,8.586673578398853,4.930299602579435,0.0,,,4.740952380952381,3.5831189631644604,4.5774776245558515,0.0,,,4.598888888888889,8.072287255721978,4.976778166677918,0.0,,,4.404166666666667,3.364977061539949,4.564279090322863,0.0,,,4.857272727272728,3.4352185035839566,4.990617476355546,0.0
1996-05-31,PREMON,6.325,7.620500000000002,4.826666666666667,8.282222222222222,7.760869565217392,8.19921052631579,7.544000000000001,8.284285714285714,9.112380952380953,7.1218749999999975,8.314499999999999,7.47409090909091,7.84923076923077,6.817333333333332,6.769523809523809,7.114333333333333,6.975945945945947,7.165652173913043,,,4.779,11.133671565948488,6.139358194697766,3.7483231514931252,,,5.942300000000001,12.422482827797277,7.341506449394645,1.756752606061002e-06,,,3.8426666666666662,7.905343684980224,4.931017597190371,-9.31987078852735e-22,,,6.6515555555555546,12.611992405487587,7.935443548444905,5.564431145182863,,,6.14406211180124,12.211283421880694,7.80433056487954,1.7275708779842215e-06,,,6.797305832147937,4.487097713121239,7.759726367091306,5.862686643748838,,,5.9384,11.186354635469508,7.332814013538466,3.071465310823149e-06,,,6.630329670329671,12.713765856319297,7.807710272863592,3.7579493960329873,,,7.523809523809524,5.449156497812988,8.533585941028807,3.309857627649638,,,6.45595,4.77253858943765,7.150253124011807,6.011991133903193,,,6.626133333333334,9.445526345289991,8.325505823713797,1.4280426612840822,,,5.952386363636364,10.790164555902322,7.29675532599238,7.51784537433624e-07,,,6.6103589743589755,11.21039040011076,8.023365726477355,4.393841118351847e-06,,,5.442533333333333,11.087604588755463,7.0163073053378735,0.0,,,5.552380952380952,3.8322159246394696,6.597676314134697,1.209999342537972e-06,,,5.6050666666666675,10.637483659857587,6.975177608085595,1.7146124257864618e-06,,,5.432878378378379,2.6964630968226038,7.405568248340968,1.118018564723714e-21,,,5.780624505928854,4.024480531662772,6.817941103048295,3.951194668481525e-06
1996-08-31,MONSOON,1.695,1.8742105263157889,0.85,3.4455555555555564,2.892380952380953,3.1097058823529418,2.4715,2.341666666666667,2.9423809523809514,3.2393333333333336,3.4205882352941166,2.113809523809524,2.377083333333333,1.1935714285714287,1.6321052631578947,1.8003846153846157,1.9187096774193555,2.3681818181818177,3.8691666666666666,,3.5454,9.13728875228213,1.4220274541096054,5.400010454610697,4.584946579542748,,4.315064210526316,9.660292145661826,2.326428753849235,2.9532473096872448e-06,2.734583333333333,,2.6455999999999995,6.54643780979349,0.945055555885737,-5.866694996916753e-22,5.458055555555556,,5.3691555555555555,10.36202881469811,4.206922198059759,7.536262000828809,4.7434641445511,,4.843389648033125,9.963819680276126,2.9557218325619043,3.1361514650865568e-06,5.500404777842858,,5.322265852229939,3.8818028593362626,3.424242561378797,7.335590774854051,4.788618421052632,,4.551639999999999,9.305367466058437,2.190189574504619,4.759885963631864e-06,5.282628205128205,,4.914864468864469,9.755447820951106,3.3382889051006135,5.609542354055933,5.902029761904762,,5.691238095238095,4.907553140631053,4.018013972646142,4.942445213512494,5.082973958333333,,5.169303333333334,4.507341751761743,3.283112123642774,6.853817160761796,5.666736240110079,,5.343915294117647,8.7011035257895,3.4366283302428644,1.917060480139836,4.563105384199134,,4.416955627705628,8.643111156022822,2.881010136969333,1.6454595303208545e-06,5.23720453208225,,4.917048717948719,9.10302211241791,3.4268867151461517,7.274021300811865e-06,3.9285833333333335,,3.7429485714285713,9.13996497642196,1.7054253384409788,0.0,4.241062030075188,,3.9842706766917293,2.8103226678734723,2.4929837829629875,2.0056700054888986e-06,4.357530346967847,,4.083193846153847,8.59694198524741,2.0450896021215605,2.9777174224119564e-06,4.224881578255118,,4.027210897994769,1.7365129632454017,1.452290222080387,-7.992392117447388e-21,4.523769762845849,,4.415647430830039,3.4320439093263557,2.3597923460498094,7.231863852975394e-06
1996-11-30,POMKH,3.055,3.6953846153846164,2.013333333333333,4.367777777777778,3.3152380952380955,4.692702702702702,3.9855,4.257857142857144,4.980476190476192,4.078125,4.95315789473684,3.7723809523809515,4.5196296296296286,2.906428571428571,3.752857142857143,3.5618518518518525,3.3886206896551725,3.605000000000001,4.096666666666666,3.7058333333333335,3.34924,7.402551910518091,2.823180405085579,2.9621368695876917,4.69774139746992,4.503398785425102,4.067192372469636,7.705611724026042,3.3079976841030128,-1.6483898041031996e-07,2.727916666666667,2.7191666666666667,2.392693333333333,5.450860256182928,2.153765144809734,1.494073221804238e-21,5.534583333333334,5.415,4.968604444444445,8.327899284004033,4.216150616997123,4.086670138695819,4.755763457556936,4.758669772256729,4.232129026915113,7.594572959581911,3.3972370869349744,1.092071139326024e-06,5.571719678269601,5.4660804535185346,5.070440592419044,3.65164930000691,4.301696467406606,4.795750455014282,4.844408717105264,4.71725,4.325183999999999,7.8800437651568815,3.698138575402734,2.3662209824603628e-08,5.5459523809523805,5.1028754578754585,4.652061538461538,7.827782182793098,3.8111935275642725,3.276171889849105,5.879833333333333,5.875000000000001,5.406933333333334,4.904212909223168,4.938006273559076,3.411443042638343,5.1361614583333335,5.112833333333333,4.732832,4.354512858533083,4.132753802034255,4.085383547840162,5.822617453560371,5.547200421396628,5.187612334365324,8.358023639449852,4.9739228668806135,1.3348728931445657,4.500865800865801,4.574549512987013,4.159125757575757,7.192581202129248,3.6231592520575875,1.3618846284534669e-06,5.3633433590362944,5.132597044159544,4.758081082621082,7.903557420344276,3.913905829547935,2.3754526846954656e-06,4.023083333333333,3.860833333333333,3.408340571428571,7.6262954626530925,2.9326109132116387,0.0,4.266359649122807,4.223859649122807,3.891705263157895,2.636155229153115,3.460892501605506,3.9125735254894273e-07,4.461779354904355,4.268864672364672,3.874657048433049,7.222450441283671,3.435322457266935,7.054237659115241e-07,4.355098357534398,4.171860744921785,3.7717748146589307,1.3920524463573514,2.7591861629226027,-1.5954390000804453e-21,4.513374505928854,4.499026679841897,4.091388458498024,3.2486407399887387,3.524796779998405,3.2481275500462875e-06
1997-02-28,POMRB,5.054999999999999,5.475882352941177,3.31,5.908888888888887,4.944545454545455,6.137297297297298,5.438947368421052,6.965714285714285,6.680999999999999,5.773125,6.456842105263157,4.846363636363637,6.621304347826087,5.0680000000000005,4.878571428571429,5.3082142857142856,4.828333333333333,5.055217391304348,4.1709375,4.032500000000001,4.031544,6.81403502419232,4.378096290566975,3.67632967004596,4.80908710548997,4.666494373660396,4.630668364658252,6.919707031486095,4.92724930164067,4.823495466760893,2.8404166666666666,2.7500000000000004,2.759616,4.933574912810769,2.967863033013143,3.186665821877994,5.59263888888889,5.50111111111111,5.344718222222221,7.366170140142659,5.4726839017487015,5.439163805653921,4.794732142857143,4.728258516845474,4.51709559796725,6.442912019095108,5.163285839787398,5.066189200286672,5.690854161935044,5.534729102167184,5.497183274370346,3.7314052037555046,5.806109957527513,5.747998795717994,4.906998355263157,4.859986842105263,4.77068934736842,7.203720034297888,5.392611112858487,4.867996211060045,5.804892399267399,5.462380952380952,5.577522637362637,7.699843494899702,5.560082472819318,5.3432108924496,6.078821428571429,5.929059523809524,5.9165600000000005,5.334838976946161,6.239976224899239,6.294275972307075,5.231958333333333,5.053114583333333,5.148949200000001,4.405245194998778,6.07475520443476,5.750239001368313,5.7823615411076705,5.786272058823528,5.695304242724458,8.486523346195247,5.525441328029186,5.338072470675956,4.737031655844156,4.551661255411256,4.434020909090909,6.368332339766001,4.842059071642669,4.937916503844674,5.584267059178744,5.341812020004955,5.503370388703084,7.746968188735276,5.516120175319628,5.784442525551664,4.453761904761905,3.9963333333333333,4.072204342857143,7.109252013303209,4.932257115009711,4.5259992715075095,4.466231203007519,4.25826441102757,4.286451729323309,2.893545726031503,4.570771619478818,4.740951357080924,4.76932353988604,4.446196021571021,4.448079943345544,6.775612639931377,4.934028209479995,4.598886772783768,4.436155593802924,4.277902411588451,4.194398222128692,1.4465496680830734,4.600115165782564,4.404161113315534,4.4559634387351785,4.548512845849801,4.476920031620553,3.4868619394597338,5.236765001785567,4.8572721298286545
1997-05-31,PREMON,6.838333333333334,7.870476190476192,4.65,8.550000000000002,7.98090909090909,8.495135135135135,7.419375,8.952857142857141,8.71857142857143,7.786249999999999,8.605263157894736,7.067727272727272,8.021481481481484,7.0313333333333325,6.834285714285714,7.238999999999999,7.5935135135135114,6.884545454545455,4.198205128205128,4.1608333333333345,5.154259733333333,7.254348797263913,6.60916242945554,6.566177258245663,4.833929379444085,4.728988421279444,5.926591494985428,7.667801772298804,7.511915556129722,7.8105300521548084,2.9891666666666667,2.7058333333333335,3.5157696000000005,5.070405530675323,4.9311687250580665,4.8266653871122775,5.616250000000001,5.568055555555555,6.626830933333334,8.151560155838215,8.051555189672118,8.05461581119605,4.827132034632035,4.783268398268399,5.902620995143986,7.349652935873223,7.865388793600534,7.714725092810698,5.739017374517374,5.608710254372021,6.696364018676261,4.247191138745395,7.927910368022476,8.030921960290355,4.989347039473683,4.8288305921052626,5.830163608421052,7.643216186074642,7.629533974807053,7.767463362098738,5.9794574175824176,5.629523809523809,6.9276564395604385,8.731312768549877,8.714077776456412,8.736094888994277,6.326318295739348,5.8306071428571435,7.037364571428572,6.2743953722342996,8.530568212944589,8.941752276802807,5.1672641369047625,5.219208333333333,6.20386952,4.689362940687575,7.185915721660599,6.550553378848267,5.637799707602339,5.858962848297212,6.859287808792569,9.416221964940949,8.396217120127037,8.203622156552914,5.0382976190476185,4.450070346320347,5.487503454545454,6.887891872100852,7.311056759335636,7.457044061134695,5.763242753623189,5.384874698067634,6.510614825814444,8.220996360093077,8.326732444376393,8.242408673247928,4.8981369047619046,4.049833333333334,5.255855939047619,7.520086381244823,7.018276505909938,6.817332236034142,4.654953007518797,4.274454887218045,5.305585323308271,3.778456429861721,6.627687282182508,6.822350828764992,5.081742565225324,4.477362688237687,5.564447966007326,7.369940029130716,7.1121767700736624,7.308245393113335,4.387582155061465,4.432294303480342,5.55404433868262,2.0239087091173116,7.436735357802364,6.975937149758096,4.456598320158102,4.478236166007904,5.439970200790514,4.217147707558669,7.034318647625933,7.2683004342144235
1997-08-31,MONSOON,1.7758333333333336,2.515,1.9266666666666667,3.6422222222222222,2.984090909090909,3.766857142857142,3.0968421052631583,3.744615384615385,4.9280952380952385,3.341333333333333,2.8077777777777784,4.4095,3.972222222222221,4.425,3.1663157894736838,4.136071428571428,1.9496,2.1900000000000004,4.038108974358974,4.181041666666668,3.802889173333333,4.555250785479848,1.90420327369772,2.191705252595738,4.530973389355744,4.889185789700497,4.5619548969912564,5.073260067105245,2.5105918453557834,1.911959190413236,2.866666666666667,2.975,2.880128426666667,3.7619827550948943,0.9335816541888375,0.8499997746641097,5.4061111111111115,5.617222222222221,5.432987448888889,5.845417264477207,4.226942016002493,4.073363665906892,4.675568181818182,4.806195887445888,4.735208960722755,5.111371645549094,3.022366347218958,2.9845544044208956,5.628588803088803,5.772998069498071,5.524561268348614,3.969214824064131,3.607466919729119,3.564992880095353,4.870370065789475,4.985166118421052,4.736835007157895,5.525968461352327,2.346390716646412,2.3106039954339104,5.594903846153846,5.980260989010988,5.6544400175824165,6.32520680948723,4.091626871443911,2.732763019222408,6.231904448621554,6.327035714285715,6.193656838095238,6.173669481447516,3.926621290909676,2.8209572285756384,4.891750744047619,5.244708333333332,5.058855045333333,4.47777069563057,3.3524116081218835,4.309954043789093,5.382273391812865,5.705760233918128,5.238683796386653,7.277604167927346,3.5217135212893274,3.3664486469563304,5.0172830086580085,5.023992965367966,5.056302072727273,5.758231927592602,2.4027656105014588,2.03665364294538,5.501076505016722,5.783659420289856,5.4952577843775545,6.48281408579731,3.682812058316895,2.37994381654263,4.822924242424242,4.857690476190477,4.923513563428571,6.397300750714095,1.7073991279247926,1.1935712364574602,4.603524436090225,4.6580075187969925,4.449877509774436,3.535205597960252,2.5318355529321814,1.64913773591888,4.975010160098522,5.0612843915343895,4.993097351032967,6.009659466865127,2.179141246825912,1.8177703846607633,4.193632786357786,4.440016884125503,4.112266603209572,1.65633868336569,1.4990153292269421,1.918707258058471,4.379560276679842,4.43369071146245,4.139982120474309,3.7128322208108795,2.26892470657129,2.1825213818743125
1997-11-30,POMKH,3.1923076923076925,3.253333333333333,2.1266666666666665,4.36,3.482727272727273,4.420857142857144,4.0189473684210535,4.251428571428572,4.974736842105262,3.4585714285714286,4.409473684210525,3.8868181818181817,4.356296296296296,3.2299999999999995,3.728421052631578,3.725517241379312,2.9691428571428573,3.788260869565217,3.7092719780219783,4.2153685897435915,3.558656580923077,3.471207345095561,3.1912890201106614,2.891532611212445,4.173630952380953,4.778672969187677,4.038506271528087,3.7213581812826177,3.571093319494805,3.7579683026342896,2.77625,3.0033333333333334,2.5787437226666667,2.858930763411112,2.213831928884729,2.013332799596557,4.933038194444444,5.615277777777776,5.003792469333334,4.659973492685522,4.432918410287711,4.355446927975722,4.312329545454546,4.848068181818183,4.234216285524562,3.8724679189905507,3.4626177252586254,3.382383616700617,5.367601975925505,5.705036679536681,5.083079618152025,3.8495656307661377,4.540721640523571,4.891930743925759,4.770727796052632,4.993527960526315,4.449679951663159,4.466851438834834,4.010798534442624,4.18399427483048,4.849635989010988,5.978653846153845,5.093235439120878,4.897848113427342,4.982577219187596,4.628912161197412,5.915659318751424,6.325600877192983,5.706088839699248,6.0504625924583095,5.316337454782044,5.684343733318013,4.409596726190476,5.089819940476189,4.418741598628571,4.292464686294721,4.2044175298991755,4.0762669325094185,5.139247076023391,5.569839181286549,4.906999751516201,6.1529336865651,5.023151980669314,4.453025220839524,4.957247835497836,5.052602272727273,4.588508516363636,4.637932260559059,4.107307507955207,4.114015335687429,5.097382478632478,5.742826086956523,5.039673189145051,5.304181951002795,4.654395439613608,5.146925824101453,4.719143939393939,4.938583333333335,4.246108138057142,4.8922979100118145,2.9346546008121543,2.906428103617836,4.44110275689223,4.651898496240602,4.161294926917293,3.4985875292339346,3.8801705818342915,4.341413992573603,4.853461822660099,5.102200738916254,4.486065307171505,4.7389317266316935,4.095574010572623,4.147729890459317,3.8608681467181465,4.335147425997424,3.6550171047828863,1.5741212671416964,2.8087394187110606,3.3886164168376403,4.225513833992095,4.479505928853754,3.999293620110672,3.6592997014511184,3.3800040963499267,3.4663385150623247
1998-02-28,POMRB,3.6369230769230767,3.494285714285714,2.216666666666667,4.235555555555555,3.5645454545454545,5.525714285714287,4.453684210526316,3.8957142857142855,5.931428571428572,4.1885714285714295,4.956315789473685,4.563809523809524,4.687307692307692,4.1427272727272735,4.491578947368421,4.290689655172414,3.6962162162162167,4.2556521739130435,3.7187511446886448,3.8608493589743604,3.5899631793230764,3.1133713572501898,4.680608022809264,4.480621562931002,3.9496130952380955,4.283273809523811,3.820818048631138,3.0988684417009806,5.068453075018472,4.971531086251459,2.7679166666666664,2.73,2.433912900266667,2.3004887694016563,3.031431869647739,3.231481169723306,4.763385416666667,5.196944444444442,4.696497703822223,3.935920569703443,5.641774664878927,5.684759480654694,4.168796936758894,4.503068181818183,3.966347953132919,3.2288343693090504,5.2193105316036785,5.0227400267118245,5.060741596638656,5.552140926640928,5.2601334851769295,3.9521018670409975,5.984984497687827,5.871434673493872,4.797467105263159,4.747212171052631,4.451281655208422,4.04610425766086,5.61215349097934,5.092912093232763,4.397957875457875,5.211153846153845,4.614226977758241,3.8750763562223387,5.973505524472344,6.283190659874252,5.506027284119389,6.138208020050126,5.796224732390979,6.148185508161578,6.531452421952789,6.496678089993818,3.965095238095239,4.693681547619046,4.3266735306057145,4.2016098285247505,6.108735879423573,5.553845199414658,5.174967105263158,5.194707602339181,4.926726166699194,5.504772458460527,5.593059995422383,5.758907587165239,4.751031926406928,4.981963744588745,4.578628919341991,4.255203304961784,5.188139687348121,5.147210284111024,4.8221047008547,5.259326923076924,4.898726990410108,4.650306806127869,5.929581805474683,6.218081873967862,4.428314393939393,4.707265151515153,4.204755791925194,4.227951008478929,4.934307763084538,4.796999823459019,4.211265664160401,4.555150375939849,4.293408535097744,3.7115367638447574,4.877166725012004,4.812225338749275,4.668293052134647,4.8478195812807865,4.407915046371869,4.170520384994577,5.475593616964152,5.036519896471447,3.6798370656370656,4.052118146718145,3.6714967493562187,1.6754542307204308,4.64269823760697,4.529908179101836,4.3383448616600795,4.279614624505928,4.1018370416316206,3.7425573945099946,5.294577468959824,5.072337385726417
1998-05-31,PREMON,5.625714285714286,6.993333333333334,5.02,6.4387500000000015,6.455000000000003,7.0188235294117645,7.607500000000003,6.060714285714284,6.938181818181818,5.51357142857143,8.16157894736842,6.870000000000003,6.725925925925924,7.126363636363636,5.921904761904763,7.284137931034483,6.063513513513513,6.451739130434783,3.838001373626374,3.557694597069598,4.40426362187956,4.19215676001195,6.422658558029018,6.0947743664146845,3.8817745535714283,4.063988095238096,5.089824162512016,4.952395018125022,7.286171550917977,7.225814371796408,2.7012500000000004,2.8225,3.46834774016,3.361996475278764,4.918676088555079,4.762472364689445,4.743388888888889,4.669131944444443,5.3933986222933346,4.876575559910559,7.511104786003319,7.379489361672495,4.169650150574064,4.12159090909091,4.9618087718797526,4.658268078740262,7.876704416502688,7.373948871814887,4.71452731092437,5.183063025210085,5.963609502870863,4.330365400098341,8.013715333053668,8.034883145205441,4.772572368421055,4.794243421052632,5.713768993125054,5.659643997148466,7.447272921594857,7.189530725831246,4.192619047619047,4.488118131868131,5.192821900940658,4.5667796367585085,6.885804379643519,7.138059021174132,5.203895323783767,5.693110617452723,6.253007566707314,6.475872952435092,8.586618445000163,8.497934172679514,3.68752380952381,4.125511904761903,4.8014326897920006,4.2688411291641275,7.129120233729419,6.511572744479652,5.112880116959063,5.083786549707603,6.220667278966885,6.482775593610409,8.338420809851312,8.042851564746769,4.479077380952382,4.932531926406928,5.495177351605196,5.375452626581905,7.421848039855292,7.337035490066269,4.71604683048433,4.935438034188034,5.629606564616434,5.26048731923716,7.89081915176293,7.141992153136978,3.9946969696969696,4.7310227272727285,5.373398929700571,5.301780441010105,7.020307084483935,6.924332858796428,3.9261497493734336,4.327055137844612,4.944807025820552,4.360542003261956,6.757681320041932,6.671599239106657,4.490584051724139,4.859104064039407,5.5584042002369145,5.513613335020181,7.281113212472716,7.0583269806579985,3.6472464607464605,3.669618146718146,4.628303455019136,2.2353558086134164,7.478056960150212,7.159019926245013,4.495380434782609,4.17141304347826,5.041797877152886,4.407418135030495,6.562616548036354,6.610407023671027
