Date,Season,Kohima,Mokokchung,Dimapur,Wokha,Mon,Kohima_Trend,Kohima_SMA,Kohima_EWMA,Kohima_DES,Kohima_TES,Kohima_ARIMA,Mokokchung_Trend,Mokokchung_SMA,Mokokchung_EWMA,Mokokchung_DES,Mokokchung_TES,Mokokchung_ARIMA,Dimapur_Trend,Dimapur_SMA,Dimapur_EWMA,Dimapur_DES,Dimapur_TES,Dimapur_ARIMA,Wokha_Trend,Wokha_SMA,Wokha_EWMA,Wokha_DES,Wokha_TES,Wokha_ARIMA,Mon_Trend,Mon_SMA,Mon_EWMA,Mon_DES,Mon_TES,Mon_ARIMA
1996-02-29,POMRB,6.185,2.5466666666666664,6.101714285714285,4.72375,3.312,,,6.185,4.259412452311053,6.185,0.0,,,2.5466666666666664,3.3327380828796036,2.5466666666666664,0.0,,,6.101714285714285,5.611170933521196,6.101714285714285,0.0,,,4.72375,3.774854220378875,4.72375,0.0,,,3.312,1.313066664236769,3.312,0.0
1996-05-31,PREMON,4.924666666666666,3.01,6.920114087301588,4.1724999999999985,1.91,,,5.680866666666666,3.6322989559237295,4.924666666666666,-9.570861422589093e-12,,,2.7319999999999998,3.723698795611999,3.01,4.107972000688678e-11,,,6.429074206349206,5.806711764697479,6.920114087301588,2.324781907988693e-11,,,4.5032499999999995,3.4098939551567504,4.1724999999999985,4.723743009782372,,,2.7512,0.8739609416470021,1.91,3.311996217385487
1996-08-31,MONSOON,4.29875,1.79,5.163409391534391,2.4516666666666667,0.96,5.0149375,,5.128019999999999,3.1585154125755035,4.29875,-2.1009544232274845e-11,2.5891666666666664,,2.3552,3.402164219968769,1.7900000000000005,1.1086730209047508e-10,5.865059441137567,,5.92280828042328,5.516341353541073,5.163409391534391,6.998011178061675e-11,3.7132291666666664,,3.682616666666666,2.8751045745440678,2.4516666666666667,4.446365053974244,2.52525,,2.03472,0.5442552040950164,0.96,2.5482407091612096
1996-11-30,POMKH,4.6513333333333335,3.01,5.275,3.5050000000000003,4.21,5.0149375,5.0149375,4.937345333333333,3.04231772429015,4.6513333333333335,-2.8218738863652575e-11,2.5891666666666664,2.5891666666666664,2.61712,3.5415942007942167,3.0100000000000002,1.2779191927059834e-10,5.865059441137566,5.865059441137566,5.663684968253968,5.312165913871497,5.275,9.042045033232751e-11,3.7132291666666664,3.7132291666666664,3.61157,2.6388330370725086,3.5050000000000003,3.7783355057211017,2.4775,2.598,2.904832,1.0425642119158907,4.21,2.0721767057807265
1997-02-28,POMRB,6.185,2.5466666666666664,6.101714285714285,4.72375,2.73,5.014937499999999,5.0149375,5.4364072,3.5518405102517874,6.185,6.077909228392595,2.5891666666666664,2.5891666666666664,2.5889386666666665,3.388912761621906,2.546666666666667,2.5276182340647315,5.865059441137567,5.865059441137566,5.838896695238095,5.391939138527505,6.101714285714285,6.0050475793179015,3.7132291666666664,3.7132291666666664,4.056442,2.684903316571806,4.72375,4.559425735746187,2.5349999999999997,2.4525,2.8348991999999997,1.186826058339133,3.3119999999999994,3.2889167273238678
1997-05-31,PREMON,4.924666666666666,3.01,6.920114087301588,4.1724999999999985,2.11,5.014937499999999,5.0149375,5.231710986666666,3.688166576563066,4.924666666666666,4.839398056603188,2.544791666666667,2.5891666666666664,2.7573632,3.394580255692761,3.0100000000000007,2.9874859494246775,5.749746941137566,5.865059441137566,6.271383652063492,5.727450745602607,6.920114087301588,6.81048184210219,3.7132291666666664,3.7132291666666664,4.102865199999999,2.6777459933623926,4.1724999999999985,4.102599336640771,2.411666666666667,2.5025,2.54493952,1.2131309916142898,1.8035955678670348,1.8917035721511848
1997-08-31,MONSOON,4.29875,1.79,5.163409391534391,2.4516666666666667,1.22,5.0149375,5.0149375,4.858526592,3.669186401097503,4.29875,4.224318883678684,2.5004166666666667,2.5891666666666664,2.37041792,2.857228113529844,1.79,1.776611245671408,5.634434441137566,5.865059441137566,5.828193947851852,5.543589065374041,5.163409391534391,5.081607826222994,3.7132291666666664,3.713229166666667,3.442385786666666,2.41793163427479,2.4516666666666667,2.661863149166889,2.2558333333333334,2.5675,2.014963712,1.067067671101721,0.8951044114148896,1.0668435833679193
1997-11-30,POMKH,4.6513333333333335,2.655,4.3525,3.5050000000000003,2.9633333333333334,5.0149375,5.0149375,4.775649288533334,3.81371605234895,4.6513333333333335,4.570797379304246,2.5004166666666663,2.5004166666666663,2.484250752,2.7442199348547387,3.01,2.9874859494247055,5.634434441137566,5.634434441137566,5.237916368711112,5.154532857368791,5.275,5.191430555027341,3.7132291666666664,3.713229166666667,3.4674314719999995,2.3964708631429263,3.505,3.5383935907004425,2.2320833333333336,2.2558333333333334,2.3943115605333336,1.3896649563038737,4.197632801264789,4.147055237290584
1998-02-28,POMRB,6.185,2.5466666666666664,6.101714285714285,4.72375,2.73,5.014937499999999,5.0149375,5.33938957312,4.4945552044919035,6.185,6.077909228392594,2.5004166666666663,2.5004166666666663,2.5092171178666662,2.6157363139116336,2.5269990766389663,2.532052984250085,5.634434441137567,5.634434441137566,5.583435535512381,5.316830799752316,5.994387415908191,6.051089096667578,3.7132291666666664,3.7132291666666672,3.9699588831999995,2.619758250108264,4.72375,4.596155395802978,2.1758333333333333,2.2558333333333334,2.52858693632,1.652216807982285,2.7076215417162754,2.7228127419155803
1998-05-31,PREMON,4.924666666666666,3.01,6.920114087301588,4.1724999999999985,1.92,5.014937499999999,5.0149375,5.173500410538667,4.697663265364894,4.924666666666666,4.839398056603189,2.5004166666666667,2.5004166666666663,2.7095302707199997,2.712876160807275,2.990438647646964,2.9927275455207165,5.749746941137566,5.634434441137566,6.118106956228064,5.722311452858299,6.815052393484014,6.8626987336009755,3.7132291666666664,3.7132291666666672,4.050975329919999,2.7556076035116965,4.1724999999999985,4.1170464658918,2.0141666666666667,2.2083333333333335,2.285152161792,1.7006662919702416,1.8412675077775527,2.073613985738788
1998-08-31,MONSOON,4.29875,1.79,5.163409391534391,2.4516666666666667,0.96,5.0149375,5.0149375,4.8236002463232,4.654777794755463,4.29875,4.224318883678684,2.5004166666666667,2.5004166666666663,2.341718162432,2.31593569590344,1.7705934804366827,1.7797283410239477,5.865059441137567,5.634434441137566,5.736227930350594,5.590898588942441,5.061538552618652,5.120569205263257,3.7132291666666664,3.7132291666666677,3.411251864618666,2.5971378332018262,2.4516666666666667,2.6134109104641605,1.885,2.143333333333333,1.7550912970751997,1.5078915822439922,0.8883554281581723,1.202869262213199
1998-11-30,POMKH,4.6513333333333335,2.655,5.275,3.5050000000000003,1.93,4.975604166666667,5.0149375,4.754693481127253,4.716548554069662,4.6513333333333335,4.570797379304245,2.5138541666666665,2.5004166666666663,2.4670308974592,2.3512688562139856,2.6918465533830735,2.722413788750704,5.695357680224868,5.865059441137566,5.551736758210357,5.499304655488977,4.69158658349134,4.755766613758736,3.7132291666666664,3.7132291666666677,3.4487511187711997,2.6515727288942728,3.505,3.530552791687776,1.87,1.8849999999999998,1.8250547782451199,1.5780091946912387,3.139676958311686,3.140115399568338
1999-02-28,POMRB,6.185,2.5466666666666664,6.101714285714285,4.72375,2.73,4.936270833333333,5.0149375,5.3268160886763525,5.2832158755429806,6.185,6.077909228392594,2.5272916666666663,2.5004166666666663,2.4988852051421864,2.3609357216029814,2.541160454849473,2.532052984250085,5.525655919312169,5.865059441137566,5.771727769211928,5.6560959213833994,6.1214518563709435,6.036323889095836,3.7132291666666664,3.713229166666668,3.95875067126272,2.938268970420083,4.72375,4.596192042202256,1.9200000000000002,1.8849999999999998,2.1870328669470718,1.8573721612467937,2.4213935583247097,2.387674703368759
1999-05-31,PREMON,4.61,3.1175,5.5625,4.1724999999999985,1.7999999999999998,4.9362708333333325,4.936270833333333,5.040089653205811,5.239745334312275,4.924666666666666,4.839398056603189,2.4829166666666667,2.5272916666666663,2.746331123085312,2.6250728698274783,3.0037863557501394,2.9927275455207165,5.295030919312169,5.525655919312169,5.688036661527157,5.64477848985703,6.9360880287914695,6.84595312472196,3.7132291666666664,3.713229166666668,4.044250402757632,3.122924460287271,4.1724999999999985,4.116967523717997,2.0875,1.855,2.032219720168243,1.8800560285484142,1.6171100887023278,2.058085545302339
1999-08-31,MONSOON,4.29875,1.79,5.163409391534391,2.4516666666666667,1.48,4.936270833333333,4.936270833333333,4.743553791923487,5.059111519898972,4.2813169436749785,4.224318883678684,2.4385416666666666,2.5272916666666667,2.363798673851187,2.308637093541567,1.789048125382552,1.7797283410239477,5.064405919312169,5.525655919312169,5.478185753530051,5.516563935728375,5.0174021179355615,5.108074550831158,3.7132291666666664,3.7132291666666686,3.4072169083212454,2.9909782326213032,2.4516666666666667,2.61329961870904,2.22125,1.985,1.8113318321009455,1.8124084149536472,0.6600487091910763,1.1376821223591902
1999-11-30,POMKH,4.6513333333333335,2.3,3.43,3.5050000000000003,2.75,4.936270833333333,4.936270833333333,4.706665608487426,4.990245540785361,4.633994444487075,4.570797379304245,2.4385416666666666,2.438541666666667,2.3382792043107123,2.253578263444681,2.6621897100952223,2.639764662245017,5.064405919312169,5.064405919312168,4.658911452118031,4.9099526683658254,4.898183264108111,4.6404169533266515,3.7132291666666664,3.7132291666666686,3.4463301449927473,3.0587558651748545,3.505,3.530537587415921,2.19875,2.1900000000000004,2.1867990992605675,2.0748519603848417,2.22280544786358,1.6682540196501814
2000-02-29,POMRB,6.185,2.5466666666666664,6.101714285714285,4.72375,2.98,4.936270833333333,4.936270833333333,5.297999365092456,5.434473129895699,6.167798352612421,6.077909228392594,2.4385416666666666,2.438541666666667,2.421634189253094,2.322625814907606,2.529375364093311,2.532052984250085,5.064405919312169,5.064405919312168,5.236032585556533,5.134588094261901,5.764554443401351,6.0330369236628405,3.7132291666666664,3.713229166666669,3.9572980869956482,3.352059824417654,4.72375,4.596191631541354,2.06875,2.2525000000000004,2.5040794595563405,2.383958969080657,2.7835194746240752,2.9060618151189868
2000-05-31,PREMON,4.61,3.1175,5.5625,4.1724999999999985,1.37,4.9362708333333325,4.936270833333333,5.022799619055474,5.289033838556875,4.659221634864287,4.530179715907819,2.438541666666667,2.438541666666667,2.6999805135518566,2.6348064083003875,3.0831058170583634,3.0745831197538895,5.179718419312169,5.064405919312168,5.36661955133392,5.203556465285963,5.8780717735484105,5.97380714754858,3.7132291666666664,3.713229166666669,4.043378852197389,3.5349167069929335,4.1724999999999985,4.116895872001867,1.9112500000000001,2.1450000000000005,2.050447675733804,2.2410193680484674,1.9251753411828831,1.7720147256095933
2000-08-31,MONSOON,4.29875,1.79,5.163409391534391,2.4516666666666667,0.87,4.936270833333333,4.936270833333333,4.733179771433284,5.031274102492882,4.292034318007143,4.224318883678684,2.4385416666666666,2.4385416666666675,2.335988308131114,2.346790330705612,1.7683781127764475,1.7797283410239477,5.295030919312169,5.064405919312168,5.285335487414109,5.160989730494685,4.856132049580077,5.105293045930986,3.7132291666666664,3.7132291666666695,3.4066939779850998,3.389295138265463,2.4516666666666667,2.6131984893208875,1.86125,1.9925000000000002,1.5782686054402826,1.961162980802665,1.2785747217309642,1.332863859850317
2000-11-30,POMKH,4.6513333333333335,2.3,4.3525,3.5050000000000003,2.1,4.936270833333333,4.936270833333333,4.700441196193304,4.9082726955520055,4.6440513388735445,4.570797379304245,2.4385416666666666,2.4385416666666675,2.3215929848786683,2.3065071424913146,2.3360039250500804,2.369450905475005,5.295030919312169,5.295030919312168,4.912201292448465,4.897517666389138,3.891691004671276,4.274157907368207,3.3847916666666666,3.7132291666666695,3.44601638679106,3.4362344154420237,3.505,3.5305237526601863,1.9849999999999999,1.83,1.7869611632641695,2.0056152406236305,2.4564694271604814,2.459593047232106
2001-02-28,POMRB,6.185,2.5466666666666664,6.101714285714285,4.72375,3.23,4.936270833333333,4.936270833333333,5.294264717715983,5.313803132900259,6.177167664948778,6.077909228392594,2.4385416666666666,2.4385416666666675,2.4116224575938676,2.380755500231052,2.5400235436320853,2.532052984250085,5.295030919312169,5.295030919312168,5.388006489754794,5.170978062549928,5.920044437988861,6.039019082274978,3.056354166666667,3.71322916666667,3.957109832074636,3.7044318606735342,4.72375,4.596191253912389,2.115625,1.8925,2.3641766979585017,2.34240097284668,2.640769892692163,2.9077655279068346
2001-05-31,PREMON,4.61,3.1175,5.5625,1.545,2.1100000000000003,4.9362708333333325,4.936270833333333,5.020558830629589,5.148942562870657,4.615582515068974,4.530179715907819,2.438541666666667,2.4385416666666675,2.6939734745563206,2.692262088707943,3.10766982897628,3.0996106721464565,5.179718419312169,5.295030919312168,5.457803893852876,5.275825744880286,5.680678418656307,5.050583492717985,3.0563541666666665,3.0563541666666705,2.9922658992447815,3.373698593432538,4.1724999999999985,4.1168305453912115,2.194375,2.0774999999999997,2.262506018775101,2.3631083584298747,1.3514847181147172,1.4613535702046632
2001-08-31,MONSOON,4.29875,1.79,5.163409391534391,2.4516666666666667,1.175,4.936270833333333,4.936270833333333,4.731835298377753,4.888208711998822,4.294898040529924,4.224318883678684,2.4385416666666666,2.4385416666666675,2.332384084733792,2.397088676782785,1.780899457468586,1.7797283410239477,5.064405919312169,5.295030919312168,5.3400460929254825,5.25649870946903,5.016546424596079,5.11035528459259,3.0563541666666665,3.0563541666666705,2.7760262062135355,3.21587070246132,2.306098799630656,2.5675752279993134,2.235,2.15375,1.8275036112650607,2.1286197026087663,1.0194259765371418,1.2687067229609614
2001-11-30,POMKH,4.6513333333333335,2.3,3.43,3.5050000000000003,2.425,4.940854166666667,4.936270833333333,4.699634512359985,4.773547073875073,4.647248502113929,4.570797379304245,2.4385416666666666,2.4385416666666675,2.319430450840275,2.346837260777808,2.299310359579351,2.286801778969318,4.98598578042328,5.064405919312168,4.57602765575529,4.743164244682543,4.123462502833745,3.468635886264333,3.056354166666667,3.0563541666666705,3.0676157237281214,3.2564348890024726,3.360218441387037,3.502307514012923,2.235,2.235,2.0665021667590366,2.220853657913337,2.347897234619228,2.6346939314601214
2002-02-28,POMRB,6.185,2.5466666666666664,6.101714285714285,4.72375,3.23,4.9454375,4.936270833333333,5.293780707415991,5.193405471845897,6.180659253612052,6.077909228392594,2.4385416666666666,2.4385416666666675,2.4103249371708317,2.410283209581017,2.54124727411341,2.532052984250085,4.907565641534391,5.064405919312168,5.186302307738888,5.049528598067125,5.878045333929429,6.038630806923898,3.056354166666667,3.0563541666666705,3.7300694342368725,3.521797678100372,4.580114422105306,4.568288755670981,2.196875,2.235,2.531901300055422,2.5161159611382713,3.2373414908322355,3.1972711608679125
2002-05-31,PREMON,4.6466666666666665,3.1175,4.935138888888888,1.545,2.1100000000000003,4.9454375,4.945437500000001,5.034935091116261,5.059891526257654,4.608318210527679,4.530179715907819,2.4657291666666667,2.4385416666666675,2.693194962302499,2.7110599615597057,3.1115823446545083,3.0996106721464565,5.01538384589947,4.90756564153439,5.085836940198888,5.004877693919059,5.480397761496215,5.482089875561972,3.0563541666666665,3.0563541666666705,2.8560416605421235,3.19531556204952,2.2325848126414356,2.378709401825045,2.118125,2.2350000000000003,2.363140780033253,2.4953571209800027,1.9853058839244397,1.960031673449765
2002-08-31,MONSOON,4.29875,1.79,5.163409391534391,2.4516666666666667,0.87,4.945437500000001,4.945437500000001,4.7404610546697565,4.818838003894533,4.297534399949284,4.224318883678684,2.492916666666667,2.4385416666666675,2.3319169773814994,2.4069605728043584,1.7840501514606737,1.7797283410239477,5.12320205026455,4.90756564153439,5.1168659207330895,5.032785349563329,4.901185568505149,5.110026717160455,3.0563541666666665,3.0563541666666705,2.6942916629919407,3.0463519798853045,2.3649441438748884,2.570230676893251,2.0775,2.15875,1.765884468019952,2.146711051318987,1.1810916059349963,0.9590887076322077
