Date,Season,West,South,North,North East,North West,New Delhi,South West,Central,East,West_Trend,West_SMA,West_EWMA,West_DES,West_TES,West_ARIMA,South_Trend,South_SMA,South_EWMA,South_DES,South_TES,South_ARIMA,North_Trend,North_SMA,North_EWMA,North_DES,North_TES,North_ARIMA,North East_Trend,North East_SMA,North East_EWMA,North East_DES,North East_TES,North East_ARIMA,North West_Trend,North West_SMA,North West_EWMA,North West_DES,North West_TES,North West_ARIMA,New Delhi_Trend,New Delhi_SMA,New Delhi_EWMA,New Delhi_DES,New Delhi_TES,New Delhi_ARIMA,South West_Trend,South West_SMA,South West_EWMA,South West_DES,South West_TES,South West_ARIMA,Central_Trend,Central_SMA,Central_EWMA,Central_DES,Central_TES,Central_ARIMA,East_Trend,East_SMA,East_EWMA,East_DES,East_TES,East_ARIMA
1996-02-29,POMRB,5.726666666666668,18.298333333333336,2.075,3.2,4.385555555555556,8.9925,10.315333333333337,1.3442307692307691,3.55,,,5.726666666666668,5.533654639240056,5.201606095178384,0.0,,,18.298333333333336,17.439559091890303,19.6166804583399,0.0,,,2.075,2.042296904796889,2.0881635555622133,0.0,,,3.2,5.005954583104714,4.84213367406516,0.0,,,4.385555555555556,3.893258572551591,3.6278819174799817,0.0,,,8.9925,9.06717069946273,8.928863625818071,0.0,,,10.315333333333337,9.593269591226257,9.348522193398823,0.0,,,1.3442307692307691,0.34346248690778425,1.3442307692307691,0.0,,,3.55,3.7980226248060927,3.0265644283092246,0.0
1996-05-31,PREMON,6.26,22.684,2.565,3.71,4.9335,13.3375,10.216470588235293,4.139615384615384,4.25,,,5.940000000000001,5.77026915989432,6.70185566591811,5.726660629900244,,,20.0526,20.344361039893883,18.413461455270525,18.298227458737575,,,2.271,2.152329352482328,2.4677197535657616,2.0749994233409983,,,3.404,4.891288314614661,4.619380674743424,3.1999605341067308,,,4.604733333333334,4.029436936682634,4.641406207940464,4.38554899352773,,,10.7305,10.43478381562422,10.446490260986094,8.992486850727795,,,10.275788235294119,9.81227013994101,10.230600312964496,10.315274931416623,,,2.4623846153846154,0.69285113348051,4.139615384615384,1.344211614223784,,,3.83,3.9737543470071954,3.544551226958461,2.8067794536331015e-06
1996-08-31,MONSOON,5.003333333333334,16.196666666666665,1.15,7.05,3.2615000000000003,6.376666666666666,7.959411764705881,1.1118181818181818,3.75,5.4558333333333335,,5.565333333333334,5.623348319897469,5.322644433826019,6.022320752882098,18.807666666666666,,18.510226666666668,17.084689711736583,18.683765914359256,21.92461351968128,2.0043749999999996,,1.8225999999999998,2.0741834838860513,1.5743058671655876,2.362691303464668,5.703125,,4.8624,5.190653578744926,5.761433077299852,3.455597527780603,3.949858134920635,,4.06744,3.7425388969048647,3.8001424402870714,4.663811976811073,8.62428273809524,,8.988966666666666,9.173448236311266,10.334445842194176,11.44856468745804,9.093520526960782,,9.349237647058825,9.494123723339934,8.965066661441618,10.2485071499614,1.9738119172494168,,1.922158041958042,0.5857698124090776,1.1118181818181818,2.7429222507875464,3.96625,,3.798,3.9432474831078674,3.2318789610149476,5.562491528951771e-06
1996-11-30,POMKH,5.093333333333333,17.07,2.055,6.685,3.3819047619047624,8.015714285714287,8.686470588235293,1.299583333333333,4.0,5.360833333333334,5.520833333333334,5.376533333333334,5.536309058391982,5.323758985047206,5.569970105765064,18.738833333333332,18.56225,17.934136000000002,16.57519995294171,18.466051722968615,16.29252395599165,2.0914583333333336,1.9612500000000002,1.91556,2.110629936548995,2.024025739971177,1.7651271176361836,6.77625,5.16125,5.59144,5.412668031696482,6.009067402775382,4.6633670878317375,3.846821585213033,3.99061507936508,3.793225904761905,3.534339097113452,3.6669066561729227,4.17231244556407,7.503751488095238,9.180595238095238,8.599665714285715,8.82606572516705,8.834371692546405,9.095437500922893,8.877045036764704,9.29442156862745,9.084130823529412,9.400759749880214,9.130653308721131,9.004184645851995,1.973811917249417,1.9738119172494168,1.6731281585081583,0.5355696175410383,1.299583333333333,2.197891330491543,4.06625,3.8875,3.8788,3.998763060742255,3.3671266420958545,6.96149000715922e-06
1997-02-28,POMRB,5.206666666666666,20.261666666666667,2.42,7.535,4.0595,4.542,8.708124999999999,1.3442307692307691,4.18,5.403333333333332,5.390833333333333,5.308586666666667,5.500243651130044,5.319156976206115,5.395969525528509,18.729999999999997,19.053083333333333,18.865148266666665,18.5038313296737,19.374046945040504,18.486436786747873,2.2016666666666667,2.0475000000000003,2.117336,2.1897734303800083,2.1816618537894032,2.0172871935863936,7.281874999999999,6.245,6.368864,5.711933879884278,4.1547935275541175,4.13776842301995,3.8383676378446117,3.909101190476191,3.899735542857143,3.5448250382617887,3.9103466219588796,4.146694229095588,7.217761904761905,8.067970238095238,6.976599428571428,7.490097509398993,8.291784827167113,8.523850524954996,9.019717194570134,8.892619485294118,8.933728494117647,9.331624836080815,10.1785481501055,9.593493121592273,1.973811917249417,1.9738119172494168,1.5415692027972026,0.5071704292159763,1.3442307692307691,1.7292723076421255,4.14375,4.045,3.9992799999999997,4.093120373359057,4.263774227324702,3.550008045992636
1997-05-31,PREMON,6.0200000000000005,20.17,2.9166666666666665,7.96,4.435263157894736,8.82375,10.091875,4.139615384615384,4.42,5.411666666666666,5.330833333333333,5.593152,5.683211523155793,6.572220890001101,5.449301065654342,19.199916666666667,18.424583333333334,19.38708896,19.098763335336507,19.41793495610003,19.504864877760664,2.2660416666666663,2.135416666666667,2.4370682666666665,2.327566450836357,2.6020323389677404,2.3466980951881853,7.384375,7.307499999999999,7.0053184,6.028753979915286,4.641841407172983,4.704441477745792,3.9214946741854635,3.7845419799498754,4.11394658887218,3.6758677469843275,4.816973793130502,4.424983684099073,7.5695625,6.93953273809524,7.7154596571428575,7.926580784829656,8.163402446171498,7.651496620425211,9.311262120232708,8.861470588235296,9.396987096470589,9.578188961408205,10.303632893975047,9.249677744267848,1.973811917249417,1.9738119172494168,2.5807876755244754,0.8017938288560189,4.139615384615384,2.7669055862351795,4.2250000000000005,4.0875,4.167568,4.233205004079292,4.722710224246856,4.542262426979388
1997-08-31,MONSOON,5.583333333333332,18.64,1.6800000000000002,6.8450000000000015,3.6921052631578952,8.6025,9.225384615384613,1.1118181818181818,4.2,5.309166666666666,5.475833333333332,5.589224533333333,5.707783406526143,5.1502198171453,5.370949193678426,19.163208333333337,19.03541666666667,19.088253376,18.303646451551625,17.699128387246965,19.400826343499144,2.3029166666666665,2.267916666666667,2.13424096,2.2989742498556107,1.7438911826612942,1.8467109008752403,7.758125000000001,7.256249999999999,6.941191040000001,6.17618040132741,7.22228166366466,6.763100954207327,3.9337960526315787,3.8921932957393497,3.945210058586466,3.6179490363456455,3.857344611911616,3.533858830228726,8.170741071428571,7.495991071428573,8.070275794285713,8.156105269391986,7.088524425913164,6.860925466341861,9.603640968406593,9.177963800904978,9.328346104036198,9.584577792094114,8.732703988070915,8.894941129003145,1.9738119172494168,1.9738119172494168,1.993199878041958,0.6582678886071011,1.1118181818181818,1.7300621151842828,4.2525,4.2,4.1805408,4.263837145407242,3.9670214255506853,3.93334999134359
1997-11-30,POMKH,4.58,18.386000000000006,2.04,7.710000000000001,3.616315789473684,8.604285714285714,9.752857142857145,1.299583333333333,4.2,5.363333333333332,5.347499999999998,5.18553472,5.467121767333697,5.443057859773784,5.474688804188576,19.223666666666666,19.36441666666667,18.807352025600004,17.878934495484064,19.419361047059837,18.65516375816131,2.3170833333333336,2.264166666666667,2.0965445760000003,2.3132453399924606,2.252099997997233,2.1121193831808074,7.5600000000000005,7.5125,7.2487146240000015,6.4110085045302645,7.037922935554479,6.57458122661567,3.9250964912280706,3.95079605263158,3.813652350941353,3.5570874897846374,3.7897035457386727,3.6240322009210244,8.875066964285715,7.64313392857143,8.283879762285714,8.314128363619387,7.9502553790509936,7.891035363370931,9.83738295558608,9.44456043956044,9.498150519564577,9.704464367176277,9.352541357892335,9.152313244699503,1.973811917249417,1.9738119172494168,1.715753260158508,0.5838148994692841,1.299583333333333,1.74815035502921,4.25375,4.25,4.18832448,4.285338841687851,4.092946666630937,4.201409815715321
1998-02-28,POMRB,4.9,18.652,2.7300000000000004,9.5,3.9235,8.762857142857143,9.98076923076923,1.3442307692307691,4.2,5.286666666666667,5.270833333333331,5.071320832,5.369115381094522,5.193177222994283,5.180023317977199,19.160083333333336,18.962000000000003,18.74521121536,17.91906896005988,20.53239746754113,18.719957410356457,2.244375,2.3416666666666672,2.3499267456000004,2.412048841143422,2.370289450565334,2.2254054760077433,6.565625,8.00375,8.149228774400001,6.834565565802663,6.621633523305237,6.821803681753594,3.8691337719298247,3.9167960526315797,3.8575914105648117,3.593735913466719,4.05275046729597,4.118087730347785,9.115691964285714,8.698348214285716,8.475470714514286,8.472642529129221,8.043333228730585,7.560217984497877,9.921030427905428,9.762721497252748,9.691198004046438,9.848909911364345,10.297206452688965,9.412948175854405,1.973811917249417,1.9738119172494168,1.5671442637874125,0.5392762084366306,1.3442307692307691,1.7964456042039727,4.2525,4.255,4.192994688000001,4.300431581630314,4.3329940569017005,4.340503768332973
1998-05-31,PREMON,6.76,22.263333333333332,2.72,4.41,4.501666666666667,10.2375,10.689166666666667,4.139615384615384,4.41,4.999375,5.455833333333332,5.7467924992,5.775885620523835,6.376186783419492,5.3265129795396655,18.605125,19.485333333333337,20.152460062549334,20.315467408817643,19.011432562923716,18.762289321283575,2.14875,2.292500000000001,2.49795604736,2.5032218247786635,2.810356534658646,2.6947343565412196,5.385000000000001,7.116249999999999,6.653537264640001,6.599309423623678,7.043697573916852,7.266844774974903,3.7328311403508776,3.933396929824563,4.115221513005554,3.7917475314694484,4.910471182889921,4.426670521196636,9.14,9.051785714285714,9.180282428708573,9.04735793816282,9.84406439069334,9.416170071587887,9.798721799034299,9.912044413919414,10.09038546909453,10.117384954928143,10.993214173287425,9.998968202133163,1.973811917249417,1.9738119172494168,2.5961327121186013,0.8231592560681236,4.139615384615384,2.52747721134766,4.27125,4.2524999999999995,4.279796812800001,4.375646310268742,4.626148001511653,4.465435739167992
