Date,Season,West Tripura,North Tripura,South Tripura,Dhalai,West Tripura_Trend,West Tripura_SMA,West Tripura_EWMA,West Tripura_DES,West Tripura_TES,West Tripura_ARIMA,North Tripura_Trend,North Tripura_SMA,North Tripura_EWMA,North Tripura_DES,North Tripura_TES,North Tripura_ARIMA,South Tripura_Trend,South Tripura_SMA,South Tripura_EWMA,South Tripura_DES,South Tripura_TES,South Tripura_ARIMA,Dhalai_Trend,Dhalai_SMA,Dhalai_EWMA,Dhalai_DES,Dhalai_TES,Dhalai_ARIMA
1996-02-29,POMRB,3.740769230769232,4.13,3.228333333333333,3.4025000000000003,,,3.740769230769232,3.534211738707622,3.4496972754540227,0.0,,,4.13,4.063891138790587,4.3853124999999995,0.0,,,3.228333333333333,2.0981452588937195,2.8146637800947145,0.0,,,3.4025000000000003,3.2483955421162345,3.53984375,0.0
1996-05-31,PREMON,3.335384615384615,3.9,2.512,2.4375,,,3.5786153846153854,3.504517247528297,4.677968654730887,3.7407310106499385,,,4.038,3.9991842789561596,4.345559210526316,4.12999647810708,,,2.9417999999999997,1.7369275436240605,3.0501412462326645,3.2283310619398384,,,3.0165,2.9804079732163737,2.687077562326869,8.486469237364898e-13
1996-08-31,MONSOON,2.87625,4.975,1.1825,2.0125,3.300268793706294,,3.2976692307692312,3.395648212240913,1.9667799619832405,3.6076444565652275,4.49125,,4.4128,4.081810490870008,5.5510062053506335,3.987655854458765,2.394166666666667,,2.23808,1.269574843534886,1.5099445519042456,2.8650430279776424,3.2153125000000005,,2.6149000000000004,2.6586944009224647,2.3503680910981335,-4.2442204591969494e-13
1996-11-30,POMKH,3.1563636363636363,4.35,2.7880000000000003,3.715,3.49204763986014,3.277191870629371,3.2411469930069936,3.3582282736933284,2.8541943697749828,3.4045126032345148,4.699375,4.338749999999999,4.38768,4.076525768008114,5.003461314046813,4.483335696585845,2.4293750000000003,2.4277083333333334,2.4580480000000002,1.3113253826597158,2.1652856327377545,2.2777825633592537,3.5728125000000004,2.8918749999999998,3.05494,2.771464901204672,4.1187947058532055,5.70391944141702e-13
1997-02-28,POMRB,3.9253846153846164,5.35,2.9600000000000004,5.99,3.6005933129370633,3.3233457167832174,3.514842041958043,3.469306480941569,3.640394404931283,3.2027480994005946,4.63375,4.64375,4.772608,4.2027781369073125,4.721585309763329,4.156659271953282,2.5109375000000003,2.360625,2.6588288,1.4446524131119027,2.9255564681111768,2.986885761724813,3.5640625000000004,3.5387499999999994,4.228964,3.4366227542834804,3.7939160037281736,3.263727979492178
1997-05-31,PREMON,4.685,4.345,3.0620000000000003,2.71,3.5584957750582755,3.660749562937063,3.982905225174826,3.7000834563285236,4.867443713787407,3.220147911178925,4.93625,4.755,4.6015648,4.187215042042039,4.751401719245306,4.489023692569715,2.399,2.498125,2.82009728,1.6322099286150433,2.914796431633776,2.455037482736928,3.48125,3.6068749999999996,3.6213784,3.3010679050998566,3.2923670869601738,2.338085804559026
1997-08-31,MONSOON,2.3950000000000005,4.005,1.285,1.67,3.5852564102564104,3.540437062937063,3.3477431351048956,3.4669075433657874,2.389374492655956,3.557752986135896,5.63875,4.512499999999999,4.36293888,4.130385600608867,5.872381252161661,5.05845357334538,2.2430000000000003,2.5237499999999997,2.206058368,1.4121007968588726,1.5419524170665335,1.587478319012125,3.253125,3.5212499999999993,2.84082704,2.931125276499456,2.887677903082996,1.9304195617129558
1997-11-30,POMKH,3.3008333333333333,7.74,1.79,3.395,3.513888888888889,3.5765544871794877,3.328979214396271,3.443115080529124,3.0951696990891535,3.867793990711846,5.954375000000001,5.359999999999999,5.713763328,4.566203207929157,4.922544652997164,4.813672197343386,2.153375,2.2742499999999994,2.0396350208,1.3670310187459036,2.3852972104853483,2.7153837461997465,3.1468749999999996,3.4412499999999993,3.062496224,2.9888071263434486,4.489235249077599,3.5634825698203705
1998-02-28,POMRB,3.994999999999999,7.58,2.71,4.484999999999999,3.470239898989899,3.593958333333333,3.5953875286377626,3.551546400330212,3.8619778197322603,3.4629256950699294,6.23375,5.917499999999999,6.460257996799999,4.940226635279447,5.895606509829462,5.65735127892483,2.069375,2.2117499999999994,2.30778101248,1.5777553982512273,2.808814520381322,2.8201051359556275,3.314375,3.064999999999999,3.6314977344,3.308126478470069,5.132618833859975,4.928757827132194
1998-05-31,PREMON,4.044444444444443,4.64,2.595,3.365,3.5305145202020203,3.4338194444444445,3.775010294960435,3.6493232868101075,5.0584905580362864,3.329642453523784,6.185416666666667,5.991249999999999,5.73215479808,4.895216067218289,5.865236936447543,5.156734050911298,2.1225,2.0949999999999998,2.422668607488,1.7626722839489415,2.79379194727989,2.5610783108283033,3.3741666666666665,3.228749999999999,3.52489864064,3.3480742842843183,2.9238878738077547,2.543001520160125
1998-08-31,MONSOON,2.6863636363636365,5.945,1.08,2.355,3.5720770202020202,3.506660353535354,3.3395516315217155,3.47907764039791,2.413318523792175,3.2832182682127593,5.571666666666667,6.476249999999999,5.817292878848,5.025096734324439,6.338033466571049,6.1308203378208,2.098125,2.0437499999999997,1.8856011644928001,1.5651977856408763,1.2816839493493397,1.2528999913257428,3.1405208333333334,3.399999999999999,3.056939184384,3.1447742344460363,2.3505152892673187,1.7450452193172343
1998-11-30,POMKH,3.4916666666666667,5.413333333333334,2.42,3.188333333333333,3.812840909090909,3.5543686868686875,3.4003976455796963,3.488224403499426,3.1728492272945066,3.5890218429633225,5.47125,5.894583333333333,5.655709060642133,5.073353161519215,7.552382336493093,7.780564380638705,2.083125,2.20125,2.09936069869568,1.7280511164527705,2.0731624002164644,2.069469838674588,2.996770833333333,3.3483333333333327,3.109496843963733,3.14616086554022,4.1647048712236945,3.4163747359679193
1999-02-28,POMRB,4.136666666666667,4.996666666666666,1.885,2.8225,4.1143867243867245,3.5897853535353543,3.6949052540144844,3.614533123067545,3.9623945588387643,3.662223920784949,5.455,5.248749999999999,5.392092103051946,5.062659057873474,6.972650918457862,6.917978688866781,2.3440624999999997,1.9949999999999999,2.013616419217408,1.7508514600704146,2.7647845649401974,2.6950210974867788,2.998020833333333,2.9327083333333324,2.99469810637824,3.0636546014046497,4.985369300430787,4.890559594464214
1999-05-31,PREMON,5.828888888888889,6.42,3.3000000000000003,3.8775,4.289168650793651,4.0358964646464655,4.548498707964246,4.029579843353725,5.1671960886656745,4.162709195203037,5.179791666666667,5.69375,5.803255261831168,5.239082232659144,4.845598758768991,5.34310907271568,2.501875,2.1712499999999997,2.5281698515304454,2.1458856282006242,2.5848327009001215,2.328516344689145,2.8682291666666666,3.060833333333332,3.3478188638269444,3.235683019472336,2.9286467429293577,3.0472450841856658
1999-08-31,MONSOON,3.3142857142857145,4.035,2.4625,1.8525000000000005,4.399448412698413,4.192876984126984,4.054813510492833,3.905708143431811,2.858748295028529,3.1204701901856975,5.375624999999999,5.21625,5.095953157098701,5.087157042325048,6.084370123553128,5.735207377681799,2.5694062499999997,2.5168749999999998,2.501901910918267,2.300884088407092,1.2436854093217646,1.1671802995721752,2.8934375,2.9352083333333323,2.7496913182961666,2.927630328816041,2.197104494886302,2.053617271773993
1999-11-30,POMKH,4.2620000000000005,5.121666666666667,2.3,2.6525,4.2338150530025525,4.385460317460318,4.1376881062957,3.979012927902909,3.6549491402098684,4.138297061094942,5.429166666666667,5.143333333333333,5.106238560925887,5.091512493705047,6.103312659698702,5.631433774615829,2.654,2.486875,2.4211411465509602,2.392519960288527,2.4025997813930777,2.415943650771311,2.8740625,2.801249999999999,2.7108147909777,2.8274931205386893,3.479983375468118,3.1756854981724785
2000-02-29,POMRB,4.248571428571428,6.855,2.54525,3.56,3.8915745504495503,4.413436507936508,4.182041435205991,4.036482577951802,4.502412312536354,4.264488122654854,5.286041666666667,5.607916666666666,5.805743136555533,5.32219240323964,5.675184163179816,6.096642387771732,2.48075,2.6519375,2.470784687930576,2.5285775440471494,2.7842600712712855,2.604454254401833,2.7829687499999998,2.9856249999999993,3.05048887458662,2.95217274128619,3.7650911014300354,3.327136478283101
2000-05-31,PREMON,4.391917249417248,4.99,3.3165000000000004,2.985,3.5774555028305026,4.054193598068597,4.265991760890494,4.109886078805789,5.621188495071626,4.366432437925688,5.200208333333333,5.250416666666666,5.479445881933319,5.287156458287016,5.508279628670653,5.319979076002351,2.2429375,2.6560625,2.809070812758346,2.8487281118323016,3.017924351197164,2.9200091725779735,2.7787499999999996,2.7624999999999993,3.024293324751972,2.9411582011024953,3.3170119086123613,3.5958116902262267
2000-08-31,MONSOON,2.0133333333333336,4.3199999999999985,1.06,2.0162500000000003,3.3429609973359975,3.728955502830502,3.36492838986763,3.731701038817324,2.9327689605620693,3.5319526409118875,4.972291666666667,5.321666666666666,5.015667529159991,5.167623050866596,4.866394438984467,4.704562547259886,2.17978125,2.3054375,2.1094424876550075,2.54095990276443,1.691252294470526,1.8311608276852105,2.64375,2.803437499999999,2.6210759948511835,2.710657820067082,1.7960025950154055,1.978479789887881
2000-11-30,POMKH,3.0500000000000003,4.15,1.7999999999999998,2.455,3.204499562937063,3.4259555028305018,3.238957033920578,3.613433665841549,3.4526816852681925,3.922130708464956,4.703333333333333,5.07875,4.669400517495994,5.037145602682707,5.556720337469796,5.856611663390351,2.1740625000000002,2.1804375,1.9856654925930044,2.419665740782361,2.2599581821778316,2.3077805218927936,2.4375,2.754062499999999,2.55464559691071,2.6035504304204857,2.9362219676179193,2.7688485647715053
2001-02-28,POMRB,3.5846153846153848,6.003333333333334,2.54,2.6775,3.2337121212121214,3.2599664918414915,3.377220374198501,3.615215576159172,4.097248438794164,3.6308132293464617,4.510833333333333,4.865833333333334,5.20297364383093,5.1611812754569275,5.778186068375287,5.859543441869635,2.32175,2.179125,2.2073992955558026,2.4860376357478335,2.549472812357832,2.431116741212323,2.31546875,2.533437499999999,2.603787358146426,2.5646969289619634,3.518165781522132,3.2083017289717666
2001-05-31,PREMON,3.9481818181818182,3.69,3.2760000000000007,2.2175,3.2478146853146854,3.1490326340326344,3.605604951791828,3.6836529811681005,5.16402272753933,4.46739601188856,4.396458333333333,4.5408333333333335,4.597784186298558,4.971442047075421,4.685127897814949,4.933839896168781,2.5505000000000004,2.1689999999999996,2.634839577333482,2.7348454577411254,2.9250928868917803,2.9040733801090477,2.2459375,2.341562499999999,2.4492724148878553,2.433138318117973,2.8805503290593792,3.216864660172807
2001-08-31,MONSOON,2.6907692307692304,4.079999999999999,2.282,1.8075,3.13493006993007,3.3183916083916087,3.239670663382789,3.5079617517065578,2.478301894929681,3.180032470491902,4.174791666666666,4.480833333333333,4.390670511779135,4.85091161982104,3.8118043015479244,3.9190734627653567,2.68975,2.4744999999999995,2.4937037464000893,2.7016366908665237,1.4372031600141464,1.5030835604515465,2.2015624999999996,2.289374999999999,2.192563448932713,2.2295799955044613,1.4958069701503007,1.9055964439577324
2001-11-30,POMKH,2.4853846153846155,3.475,2.408,2.1075,3.0673688811188806,3.1772377622377626,2.9379562441835194,3.326455291028824,3.2256600543166685,3.5028168289258854,4.10625,4.312083333333334,4.024402307067481,4.663582916717794,4.272073196145815,4.6528305197919915,2.855375,2.626499999999999,2.4594222478400534,2.6889369375941086,2.314379304710883,2.270874557967759,2.2109375,2.202499999999999,2.1585380693596274,2.123849755606832,2.313394349807056,2.4586378676941125
2002-02-28,POMRB,3.2461538461538457,4.905,3.0460000000000003,2.67,2.9490192307692307,3.092622377622378,3.0612352849716498,3.3181892191326945,3.8023904644838167,3.431241619931809,4.0675,4.0375000000000005,4.3766413842404885,4.6811720471978475,5.165532954128079,4.988729156866576,2.9671875000000005,2.7529999999999992,2.694053348704032,2.832109852222965,2.790630309495193,2.663985673235647,2.2515625,2.2006249999999987,2.363122841615777,2.169239565722977,2.7526150546445898,2.9140472199021756
2002-05-31,PREMON,3.7461538461538457,4.24,4.095,2.3,2.8909230769230767,3.0421153846153848,3.335202709444528,3.403545395260588,4.860403020164622,3.2211352422644923,3.963375,4.175,4.321984830544293,4.610927347312324,3.441558143973441,3.8643810068598548,3.0312499999999996,2.957749999999999,3.254432009222419,3.236930935705285,3.28223467277169,3.2545327067841088,2.29875,2.221249999999999,2.337873704969466,2.139205785177397,2.293524920390719,2.426173582890712
2002-08-31,MONSOON,1.946,3.22,2.3575,2.05,2.94506456043956,2.855923076923077,2.7795216256667166,3.1416992985908427,2.195096107457317,2.132849370710419,3.879125,3.96,3.8811908983265764,4.415488970873376,3.4116634730879807,3.5082745711695105,3.1642916666666667,2.976624999999999,2.8956592055334514,3.150268828349333,1.9718551249998546,2.0985974000151018,2.2865625,2.2818749999999985,2.2227242229816797,2.064639665374993,1.4256537697734957,1.8322614601567981
2002-11-30,POMKH,2.765384615384615,3.502,2.845,2.2425,2.8662252747252746,2.925923076923077,2.773866821553876,3.07853577976148,2.849707360584098,2.893402279267093,3.7327500000000002,3.9667499999999998,3.7295145389959456,4.276808232153466,3.362671136949227,3.581917658609311,3.2140833333333334,3.0858749999999993,2.875395523320071,3.171905437977902,2.624702391286919,2.614168869808355,2.189375,2.3156249999999985,2.230634533789008,2.049725195546778,2.083210007774041,2.1726658907832617
2003-02-28,POMRB,3.3992857142857145,4.204,3.6733333333333333,2.4375,2.883263736263736,2.964206043956044,3.0240343786466113,3.14366935931006,3.558245399515015,3.0713753477268186,3.68675,3.791499999999999,3.919308723397567,4.243944262128259,4.6724621895494405,4.746411258431285,3.2845208333333336,3.242708333333333,3.194570647325376,3.392305548074858,3.1544755700108014,3.0951741589720925,2.110625,2.2574999999999985,2.313380720273405,2.0903580685852767,2.6496368804435173,2.601684106731093
2003-05-31,PREMON,2.962307692307692,3.7700000000000014,3.866000000000001,1.755,2.992193223443223,2.768244505494506,2.999343704111044,3.1164261352291147,4.696087081607082,3.325395037145269,3.71675,3.674,3.8595852340385406,4.158862691457242,3.3071670158534783,3.50376513212111,3.4485833333333336,3.185458333333333,3.4631423883952257,3.636754071709137,3.798050092119679,3.85479047317987,2.1040625000000004,2.121249999999998,2.0900284321640425,1.9787981430327057,2.22201690167611,2.2101356141293516
2003-08-31,MONSOON,2.8661538461538463,3.322,3.15,1.9650000000000003,2.958351856476856,2.9982829670329676,2.946067760928165,3.076433961252534,1.906291300420441,2.8042212845537016,3.7077500000000008,3.6995,3.6445511404231246,4.02513311056615,2.8392731646850313,3.1277292498762423,3.5546250000000006,3.383583333333333,3.337885433037135,3.658919263874813,2.269348952269942,2.46268725134514,2.1884375,2.099999999999998,2.0400170592984255,1.9307973773079004,1.5421449586033353,1.9109942357531617
2003-11-30,POMKH,2.7166666666666663,3.64,3.365,2.2750000000000004,2.967901057276057,2.9861034798534805,2.8543073232235656,3.016190908597855,2.8038316166853874,2.538149870743016,3.7135000000000002,3.734,3.642730684253875,3.947156665713413,3.081523122265068,3.209694893421769,3.5945,3.5135833333333326,3.348731259822281,3.7106363940835347,2.9846629823141546,3.0394879193528626,2.2728125000000006,2.108124999999998,2.1340102355790553,1.9657501745581025,1.9696551448702053,2.135859406816031
2004-02-29,POMRB,3.177272727272727,3.9939999999999998,4.001666666666667,3.08,2.980325507825508,2.9306002331002334,2.98349348484323,3.0517862912456963,3.5117985408347776,3.079449435376069,3.7127499999999998,3.6814999999999998,3.783238410552325,3.924016799133982,4.301530881908271,4.242689879788704,3.5640476190476194,3.595666666666666,3.6099054225600353,3.9045489329011183,3.5993840757774125,3.637315633113393,2.2515625,2.268749999999998,2.5124061413474337,2.195201049566938,2.4039758058206226,2.4538052636440866
2004-05-31,PREMON,3.2607142857142866,4.026,3.856666666666667,1.7875,2.9385581085581083,3.0052018814518817,3.0943818051916527,3.096266286106148,4.614361832725723,3.3827211904304026,3.65075,3.7454999999999994,3.8803430463313946,3.9084091056193695,3.366255460364393,3.445491566807166,3.5008035714285715,3.5933333333333324,3.708609920202688,4.029230339171542,4.1381426239957575,4.210492910865343,2.211875,2.2768749999999978,2.2224436848084603,2.1110928866800545,2.032639158708114,1.8983872708616132
2004-08-31,MONSOON,2.6671428571428573,3.06,2.915714285714286,1.7625000000000002,2.9666233766233767,2.9554491341991342,2.923486225972135,3.0232845891002746,1.9009500305261304,2.4799411137886813,3.6615,3.6799999999999997,3.552205827798837,3.77025056561336,3.0089040977139776,3.2246549935158906,3.4491369047619047,3.5347619047619037,3.391451666407327,3.8780295843496493,2.6933683547044796,2.9858669677317913,2.1471875000000002,2.2262499999999976,2.038466210885076,2.025795322306009,1.7913803211317858,1.9424328117248626
2004-11-30,POMKH,2.5815384615384613,3.406,3.0933333333333333,2.16,2.965907051282051,2.9216670829170828,2.786707120198665,2.9478341751486346,2.7595742074185083,2.8634298903980966,3.6870000000000003,3.6214999999999993,3.4937234966793023,3.692126731321906,3.2308199492985232,3.2606055600199677,3.425386904761905,3.4668452380952366,3.2722043331777297,3.7602287614995324,3.1931297595875328,3.35909004825408,2.1690625,2.1974999999999976,2.0870797265310457,2.04014276912325,2.1157206518544385,2.2032318940578866
2005-02-28,POMRB,3.5369230769230766,4.314,3.8600000000000008,2.6775,2.9026451465201464,3.01157967032967,3.0867935028884297,3.0621476716399365,3.449281485340003,3.300537659592857,3.8175,3.7014999999999993,3.821834098007581,3.7407729171047683,4.076717578427457,4.137804565781632,3.400714285714286,3.43142857142857,3.5073225999066384,3.834008320830868,3.7217967731007446,3.8767576947235947,2.2496875000000003,2.0968749999999976,2.3232478359186275,2.17816131846462,2.676022149923416,2.774174373785647
2005-05-31,PREMON,2.8953333333333338,3.91,3.8083333333333336,2.365,2.876738553113553,2.920234432234432,3.0102094350663915,3.0374245382205887,4.636675413852989,2.9346729136281056,3.9884999999999997,3.6724999999999994,3.8571004588045485,3.733199348550757,3.6622906021938504,3.584505991823426,3.3779166666666667,3.4193452380952363,3.6277268932773166,3.8808870888889526,4.085230417119209,4.188790874065438,2.2525000000000004,2.2412499999999977,2.339948701551177,2.23558410623818,1.8046291820704152,1.7286827265734042
2005-08-31,MONSOON,2.526428571428571,4.22,2.766666666666667,1.83,2.8755022893772897,2.8850558608058607,2.8166970896112633,2.9492438918702226,1.8453599798586606,3.045957972574321,4.07575,3.962499999999999,4.002260275282729,3.767644049242617,3.0254803609044467,3.0881189052559375,3.3914583333333335,3.3820833333333318,3.283302802633057,3.649076576452149,2.733990719979352,3.051401983730103,2.2690625,2.258124999999998,2.135969220930706,2.1612909281906934,1.7960036997160542,1.786277904785853
2005-11-30,POMKH,2.515,3.614,3.06,2.115,3.02539880952381,2.8684212454212457,2.696018253766758,2.8750303235980277,2.6868792287750143,2.880800036473863,4.25725,4.014499999999999,3.8469561651696376,3.7209978818050504,3.616034605518332,3.5703754888776857,3.4011250000000004,3.3737499999999985,3.1939816815798343,3.5024903648153747,3.1389065919096373,3.323252564860741,2.4175,2.246874999999998,2.1275815325584233,2.1555805542694735,2.177034767277418,2.142711759521452
2006-02-28,POMRB,3.593571428571429,4.803999999999999,4.001666666666666,2.855,3.3403054511278194,2.8825833333333337,3.0550395236886265,3.0130500821730624,3.3778236018868313,2.970702260320372,4.1987499999999995,4.136999999999999,4.2297736991017825,3.834514564100352,4.52185171137979,4.306271929672309,3.4105833333333333,3.4091666666666645,3.517055675614567,3.607123740683725,3.7152721070218373,3.8880317425378736,2.5459375,2.291249999999998,2.418548919535054,2.3247040695749446,2.7158364302314926,2.746698727057425
2006-05-31,PREMON,4.037857142857144,4.872,3.7439999999999998,3.375,3.5800216165413534,3.1682142857142863,3.448166571356033,3.2077644412066353,4.5909592938250565,2.9764730488792273,3.89025,4.377499999999999,4.486664219461069,3.9465119820843797,4.197048217846321,4.216662143064245,3.4789761904761902,3.3930833333333306,3.6078334053687398,3.6415940634805897,4.030156410372248,4.108933166406734,2.575,2.543749999999998,2.8011293517210323,2.6103406730037264,2.1182475632716704,2.1008307032144664
