Date,Season,Tarn Taran,Firozpur,Faridkot,Gurdaspur,Shahid Bhagat Singh Nagar,Amritsar,Sangrur,Rupnagar,Kapurthala,Jalandhar,Bathinda,Patiala,Mansa,Fatehgarh Sahib,Sahibzada Ajit Singh Nagar,Ludhiana,Muktsar,Hoshiarpur,Moga,Barnala,Tarn Taran_Trend,Tarn Taran_SMA,Tarn Taran_EWMA,Tarn Taran_DES,Tarn Taran_TES,Tarn Taran_ARIMA,Firozpur_Trend,Firozpur_SMA,Firozpur_EWMA,Firozpur_DES,Firozpur_TES,Firozpur_ARIMA,Faridkot_Trend,Faridkot_SMA,Faridkot_EWMA,Faridkot_DES,Faridkot_TES,Faridkot_ARIMA,Gurdaspur_Trend,Gurdaspur_SMA,Gurdaspur_EWMA,Gurdaspur_DES,Gurdaspur_TES,Gurdaspur_ARIMA,Shahid Bhagat Singh Nagar_Trend,Shahid Bhagat Singh Nagar_SMA,Shahid Bhagat Singh Nagar_EWMA,Shahid Bhagat Singh Nagar_DES,Shahid Bhagat Singh Nagar_TES,Shahid Bhagat Singh Nagar_ARIMA,Amritsar_Trend,Amritsar_SMA,Amritsar_EWMA,Amritsar_DES,Amritsar_TES,Amritsar_ARIMA,Sangrur_Trend,Sangrur_SMA,Sangrur_EWMA,Sangrur_DES,Sangrur_TES,Sangrur_ARIMA,Rupnagar_Trend,Rupnagar_SMA,Rupnagar_EWMA,Rupnagar_DES,Rupnagar_TES,Rupnagar_ARIMA,Kapurthala_Trend,Kapurthala_SMA,Kapurthala_EWMA,Kapurthala_DES,Kapurthala_TES,Kapurthala_ARIMA,Jalandhar_Trend,Jalandhar_SMA,Jalandhar_EWMA,Jalandhar_DES,Jalandhar_TES,Jalandhar_ARIMA,Bathinda_Trend,Bathinda_SMA,Bathinda_EWMA,Bathinda_DES,Bathinda_TES,Bathinda_ARIMA,Patiala_Trend,Patiala_SMA,Patiala_EWMA,Patiala_DES,Patiala_TES,Patiala_ARIMA,Mansa_Trend,Mansa_SMA,Mansa_EWMA,Mansa_DES,Mansa_TES,Mansa_ARIMA,Fatehgarh Sahib_Trend,Fatehgarh Sahib_SMA,Fatehgarh Sahib_EWMA,Fatehgarh Sahib_DES,Fatehgarh Sahib_TES,Fatehgarh Sahib_ARIMA,Sahibzada Ajit Singh Nagar_Trend,Sahibzada Ajit Singh Nagar_SMA,Sahibzada Ajit Singh Nagar_EWMA,Sahibzada Ajit Singh Nagar_DES,Sahibzada Ajit Singh Nagar_TES,Sahibzada Ajit Singh Nagar_ARIMA,Ludhiana_Trend,Ludhiana_SMA,Ludhiana_EWMA,Ludhiana_DES,Ludhiana_TES,Ludhiana_ARIMA,Muktsar_Trend,Muktsar_SMA,Muktsar_EWMA,Muktsar_DES,Muktsar_TES,Muktsar_ARIMA,Hoshiarpur_Trend,Hoshiarpur_SMA,Hoshiarpur_EWMA,Hoshiarpur_DES,Hoshiarpur_TES,Hoshiarpur_ARIMA,Moga_Trend,Moga_SMA,Moga_EWMA,Moga_DES,Moga_TES,Moga_ARIMA,Barnala_Trend,Barnala_SMA,Barnala_EWMA,Barnala_DES,Barnala_TES,Barnala_ARIMA
1996-02-29,POMRB,9.46,5.4252,4.392222222222223,5.477826086956521,11.877272727272727,6.672857142857143,24.93933333333333,6.0061904761904765,5.445833333333333,11.155,7.823600000000002,8.258124999999998,2.98,8.90857142857143,6.558333333333334,8.356785714285715,2.8514285714285714,9.353235294117649,9.111176470588235,9.959285714285716,,,9.46,9.42551024220429,8.9869142701798,0.0,,,5.4252,5.3952776889569645,5.5161222581791165,0.0,,,4.392222222222223,4.464221600500654,4.392222222222223,0.0,,,5.477826086956521,5.173586450717357,5.2354014840713585,0.0,,,11.877272727272727,11.792721331147266,11.187459484667444,0.0,,,6.672857142857143,6.5463495384921195,6.603261734396416,0.0,,,24.93933333333333,21.297733586953786,24.939333534336214,0.0,,,6.0061904761904765,6.142294000465142,6.462673212431262,0.0,,,5.445833333333333,6.413505002567237,5.44924350358076,0.0,,,11.155,10.573088445674694,10.276545153016645,0.0,,,7.823600000000002,7.8582988812778485,7.8630463322546795,0.0,,,8.258124999999998,8.341398133737147,8.118639077518758,0.0,,,2.98,3.3436518111460867,2.9812000524596467,0.0,,,8.90857142857143,8.93622455554772,8.399337657119187,0.0,,,6.558333333333334,6.136040517020685,6.365135552158034,0.0,,,8.356785714285715,8.269745214326319,8.356785714285715,0.0,,,2.8514285714285714,2.7886266963523103,2.683925225916758,0.0,,,9.353235294117649,9.01893511425923,9.353203356287967,0.0,,,9.111176470588235,9.257632000995706,8.862014367810454,0.0,,,9.959285714285716,10.209662507083959,9.208484481024664,0.0
1996-05-31,PREMON,9.392222222222225,5.985714285714287,4.765,6.758275862068966,12.862222222222226,7.2087499999999975,24.521249999999995,7.44,7.181111111111113,11.489473684210527,7.607407407407409,7.997647058823531,3.191875,9.77,7.049166666666667,9.328214285714287,2.8114285714285714,10.079696969696972,9.348125,9.102857142857145,,,9.43288888888889,9.48133856742191,9.741726565484853,9.459993180981852,,,5.649405714285715,5.652578861210664,5.753091085233331,5.425178020284966,,,4.541333333333334,4.594026999138543,4.764999999999999,4.39222015717719,,,5.990005997001499,5.600799643848158,6.186679024116455,5.47782271774849,,,12.271252525252526,12.18391474459538,12.448120037459134,11.877238745427476,,,6.887214285714284,6.820613875853311,7.014190392254617,6.67285335101306,,,24.772099999999995,20.274157272745036,24.521251253021262,24.938879871292947,,,6.579714285714286,6.43211479741181,6.315606309571315,6.006167531206066,,,6.1399444444444455,6.688726022467545,7.063323146143989,5.4458207708807445,,,11.288789473684211,11.001678826366469,11.372609445797124,11.154947092111781,,,7.737122962962965,7.795468729965001,7.860842668193599,7.823479319290849,,,8.15393382352941,8.254683427409233,8.32085993333893,8.258113092789591,,,3.06475,3.5112618312479307,3.2491854440979955,2.97998615687174,,,9.253142857142857,9.229044261501283,8.82879894404918,8.908552058946308,,,6.754666666666667,6.363461204742335,7.264121645238211,6.5583237232094245,,,8.745357142857145,8.471552882926396,9.328214285714287,8.35676638396284,,,2.8354285714285714,2.7932255018456145,3.0980950069690287,2.8514284201042828,,,9.643819964349378,9.341169958049745,10.079624641070428,9.353222783271763,,,9.205955882352942,9.369495252585153,9.531960972105235,9.111151240383546,,,9.616714285714288,10.195124438708863,10.002980751698988,9.959268340705588
1996-08-31,MONSOON,9.60888888888889,5.2737500000000015,4.055,3.3984375,11.0,5.7666666666666675,7.874545454545452,5.8675,6.89,9.420588235294117,9.823461538461537,8.626000000000001,3.223125,9.0225,7.645384615384615,9.367272727272725,2.7116666666666664,7.263125,9.910588235294117,9.477142857142855,9.300833333333333,,9.50328888888889,9.602090566573557,9.910306856418352,9.42064565884854,5.553254166666667,,5.499143428571429,5.615071809756163,5.462517030452171,5.559066550226497,4.423277777777778,,4.3468,4.531424642655148,4.054999999999999,4.638578260127099,4.831990337296629,,4.953378598200899,5.056567890849107,5.003772894818663,6.210242300722045,11.85510101010101,,11.762751515151516,11.880380936945283,12.83951219986382,12.408942240363496,6.358534838935573,,6.438995238095238,6.52019969320067,6.08556117556064,6.964173400401694,18.348636363636366,,18.013078181818177,16.39491318048449,7.874546848455177,24.85760229646138,6.300627705627706,,6.294828571428571,6.351934185689915,5.760787576160288,6.745864986967351,7.219631944444444,,6.439966666666667,6.818303319889684,7.837696332543851,6.40299850949257,10.609795241780922,,10.541508978328174,10.749924499408474,11.379107141576846,11.357182091410603,8.211315384615386,,8.571658393162394,8.299671022288425,8.87210607846787,7.810866378947545,8.558829127673796,,8.342760294117646,8.512683771501159,8.600120957058923,8.096562606070934,3.191328125,,3.1281,3.6305134520025195,3.3162599984603762,3.0207060960804375,9.182790178571429,,9.160885714285714,9.309249752150503,10.326925658946848,9.358731569218671,6.759143772893772,,7.110953846153847,6.65144477862156,6.809635250735878,6.957925509641714,8.851913419913421,,8.994123376623378,8.679741518084592,9.367272727272725,8.888799923354055,2.6456845238095235,,2.7859238095238092,2.752483855127488,2.97317803162191,2.8216461768295313,8.830946134135473,,8.691541978609626,8.726438717755109,7.263276575016196,9.819310513239113,9.49552849264706,,9.487808823529413,9.630683315350598,10.222080186962613,9.24411200830287,9.648644480519481,,9.560885714285714,10.232548916088668,11.08047193389213,9.463502910412304
1996-11-30,POMKH,8.904444444444444,5.526666666666667,4.459,4.3240740740740735,11.6,5.6752941176470575,24.30375,5.4871428571428575,8.735,10.489285714285714,7.71,9.306470588235292,3.3875,8.71625,5.935,8.429666666666668,2.498571428571428,8.572727272727272,9.451250000000002,10.478571428571428,9.349464285714287,9.34138888888889,9.26375111111111,9.392734083010772,9.504554573665448,9.513087398496761,5.49233630952381,5.55283273809524,5.510152723809524,5.666453127735388,5.693463205097962,5.81798880022514,4.435511363636364,4.417805555555556,4.391679999999999,4.56962187113786,4.458999999999999,4.194741662462009,4.532251144393081,4.98965338077489,4.701656788550169,4.887918658724083,4.62366328980996,4.871779656572915,11.710675505050506,11.834873737373739,11.697650909090909,11.854653589519966,11.084598471107865,11.82258348794429,6.291646446078431,6.330891981792716,6.133514789915965,6.287671886167807,5.953469321313563,6.456976800690427,16.37380303030303,20.409719696969695,20.529346909090904,16.46376217208014,24.303750775725508,21.26698867327204,6.345451839826841,6.200208333333333,5.971754285714286,6.211475258828777,5.813195939830324,6.422888926855234,7.446972222222222,7.062986111111111,7.3579799999999995,7.400080624092527,7.0819918323907896,6.616663368297771,10.555780903049477,10.63858690844759,10.52061967271119,10.85745883949124,10.202876937974853,10.328401224291046,8.217393162393163,8.241117236467236,8.226995035897437,8.185668266740892,8.239526524721493,7.977506491246826,8.63625935828877,8.547060661764705,8.728244411764704,8.97728910132658,8.840870158884874,8.391055164167526,3.2583802083333335,3.1956249999999997,3.23186,3.7516139539024422,3.4167471720783418,3.2255029197177665,9.168750000000001,9.104330357142858,8.98303142857143,9.301840575348077,9.395493389304725,9.230406942868433,6.712134844322343,6.796971153846154,6.640572307692308,6.6323952394265815,6.682978952603453,7.278841727589339,8.820933626680336,8.87048484848485,8.768340692640695,8.631977635860904,8.429666666666668,9.09517380593714,2.555801282051282,2.7182738095238097,2.6709828571428567,2.636953602935394,2.6733322577984273,2.7502704962688425,8.59787795231729,8.817196134135473,8.644016096256685,8.685885477691828,8.57272047939705,8.3428339915732,9.605785845588237,9.45528492647059,9.473185294117648,9.656996777410223,9.64123476176066,9.548242795603713,10.788035714285714,9.754464285714285,9.927959999999999,10.399766911102265,9.897195912018772,9.470160720931379
1997-02-28,POMRB,9.135555555555557,5.428571428571428,4.436,4.216521739130435,12.039090909090907,6.894000000000001,8.450666666666667,6.809545454545456,6.699,10.924666666666667,7.585185185185188,8.352272727272727,2.945625,9.53625,6.255714285714285,8.208214285714286,2.2707142857142864,9.463235294117645,9.433125,9.112727272727273,9.410178571428572,9.260277777777778,9.21247288888889,9.358517059211191,9.103811298195103,9.22898296898488,5.366465773809524,5.553675595238096,5.477520205714286,5.6725339975683795,5.420664166596969,5.259358798801744,4.403147727272727,4.42875,4.409407999999999,4.592555214086083,4.392222222222222,4.7146410040117015,4.4176071495730564,4.674327293818369,4.5076027687822755,4.734315878677597,4.957272747402866,4.7037467061979745,11.575795454545455,11.875328282828285,11.834226909090908,11.972511593566132,11.495313508530097,11.74006134223001,6.160615196078432,6.3861776960784296,6.43770887394958,6.541050488382729,6.916210728175019,6.253294144407301,16.537788419913422,16.28755303030303,15.69787481212121,13.652041838375146,24.939332632625437,11.086287744752903,6.3411918290043285,6.401047077922079,6.306870753246754,6.362093890239118,6.763612413469934,6.13998390561899,7.4315952380952375,7.376277777777778,7.094388,7.3007276372086665,6.346476783280331,7.034489559031206,10.642984701572935,10.581003575114256,10.682238470293381,11.057034538939766,10.367393540620949,10.411184294840274,7.9697900997151,8.181513532763534,7.970271095612537,8.058206374507987,7.903819007241815,9.435537481236649,8.64768428088939,8.570597593582887,8.577855737967912,8.760711793516938,8.993110841210136,8.88836854573941,3.350052827380953,3.1870312499999995,3.117366,3.667766402752877,3.033716699464919,3.2387198575215423,9.120044642857144,9.261250000000002,9.204318857142859,9.467547214119307,8.853708084723973,9.034730227826248,6.57978021978022,6.721316391941392,6.486629098901099,6.665963493181249,6.8838962766024965,6.165943609809051,8.637199504442926,8.833341991341992,8.54429012987013,8.527982367844045,8.356785714285715,8.834945024830573,2.4926739926739927,2.573095238095238,2.5108754285714285,2.4728511502793484,2.347522838533582,2.6024486052788673,8.410825395499108,8.844696134135472,8.97170377540107,8.923297271277233,9.353198652224748,8.723578479651165,9.677054227941177,9.535772058823532,9.457161176470589,9.66891481761195,9.40728557094325,9.411168144883726,12.281520562770563,9.542824675324674,9.601866909090909,10.363547448773476,9.988926406509485,9.937222285004818
1997-05-31,PREMON,10.105714285714283,5.494999999999999,4.819090909090908,5.621666666666666,11.545000000000002,6.4525000000000015,25.21125,6.995238095238094,7.746666666666666,11.287692307692303,7.894444444444442,8.522941176470589,3.762666666666667,9.03,6.975714285714285,9.228947368421053,2.673076923076924,8.105151515151515,9.908235294117649,19.064545454545453,9.35267857142857,9.438650793650794,9.569769447619048,9.726914320868827,9.677496035537288,9.186026363269823,5.240930735930736,5.430997023809525,5.484512123428571,5.69727936552459,5.759145481612227,5.648998353095826,4.256647727272727,4.4422727272727265,4.573281163636363,4.698894348620332,4.773003693444136,4.2187971643539806,4.463316809624943,4.3901749949677935,4.953228327936031,4.980645199191859,5.548743593669237,5.1133365526824734,11.41473484848485,11.546022727272728,11.718536145454546,11.90176561604115,12.70868977523714,11.845389202220808,6.129409313725491,6.19711519607843,6.443625324369749,6.56288822267234,7.354916656843784,6.7597648386541955,16.788388392857144,16.460053030303033,19.503224887272726,14.689906016006685,21.506705859855394,21.20463354364726,6.476148088023088,6.289856601731603,6.58221769004329,6.520468078194083,6.717423513280782,6.320090561010835,7.47630505952381,7.517666666666665,7.355299466666667,7.501606130396443,8.079332715392086,7.514808034849189,10.497519688644687,10.530558230984699,10.92442000525295,11.304932331714054,11.241275446305423,10.673361319817513,7.6272313204508855,8.253272792022791,7.939940435145299,8.029100914990448,7.719583698192075,7.639112180079329,9.183471948588048,8.701921122994651,8.555889913368983,8.729200890603733,8.821493383730598,8.598585616458845,3.34625716991342,3.3297291666666666,3.375486266666667,3.8334037742885916,3.246587861692454,3.285449298654752,9.338526785714285,9.076250000000002,9.134591314285714,9.490710325706488,9.318392561315662,9.29409583997699,6.524523809523809,6.7029532967032965,6.682263173626373,6.806838168651077,7.456171662720575,6.7803066315849305,8.389227913533835,8.808525262018684,8.8181530252905,8.696244162460435,9.290351206964782,8.599479781486597,2.4095192307692312,2.538507326007326,2.575756026373627,2.5551193016804072,2.6137237952426084,2.4404096984604178,8.277632923908198,8.35105977049911,8.625082871301249,8.684482298440077,10.107654656398324,9.116881147246486,9.694402573529413,9.675799632352945,9.637590823529411,9.833416852905838,9.920051013107727,9.511853821160216,12.671639610389608,12.03324675324675,13.386938327272727,11.666556236480687,10.39291883258818,9.56135193931692
1997-08-31,MONSOON,9.381111111111107,4.7575,3.742000000000001,3.617894736842105,11.23818181818182,5.474666666666666,8.49642857142857,6.278181818181817,6.201428571428571,10.32,7.555599999999999,8.192105263157895,3.3857142857142852,9.372857142857145,6.660000000000001,7.996666666666667,2.345,7.741250000000001,9.920625,11.463333333333333,9.150992063492062,9.381706349206349,9.49430611301587,9.65960181227595,10.165255472026036,9.607000669044155,5.127449269480519,5.301934523809525,5.193707274057143,5.4876969627399745,5.198513590667761,5.274288605857084,4.065328282828283,4.364022727272727,4.240768698181817,4.530377838872267,4.072521023728586,4.498538958044341,4.591006370407535,4.445039304178319,4.419094891498461,4.649755170580192,3.8899653353316324,3.615239911613116,11.151628787878789,11.605568181818184,11.526394414545456,11.757665334586639,12.589215801122375,11.741944430485896,6.081192067736186,6.12411519607843,6.056041861288516,6.248921837887138,5.921460574691191,5.9620755593266335,16.881022584033612,16.61552380952381,15.100506360935062,12.48267506362603,5.1262008735668285,11.727190137491473,6.334052128427128,6.392527056277057,6.460603341298701,6.505025491739033,5.992623633932126,6.489371266128917,7.551188582251081,7.345523809523808,6.893751108571428,7.246009095460482,8.703387729001461,7.501225970735665,10.223677224736047,10.75541117216117,10.68265200315177,11.222342940134007,10.903237169327273,10.986445902901337,7.53929279963193,7.686307407407407,7.786204261087179,7.919627554610756,9.373850993063307,8.54595466164465,9.786636280526356,8.593447438784125,8.410376053284548,8.552747954574812,9.112568861217914,8.557740053800208,3.320419101731602,3.3703764880952383,3.379577474285714,3.825929516506231,3.456863134934051,3.241031846934604,9.636308035714285,9.163839285714287,9.229897645714287,9.577676504507252,10.566616367831685,9.116676004900077,6.496226190476191,6.456607142857143,6.673357904175824,6.878605271678584,7.1710978771107445,7.2419074918401565,8.331879368560289,8.46587374686717,8.489558481840966,8.533937618963755,9.307176141589244,8.832178667116061,2.275233516483517,2.4468406593406598,2.4834536158241765,2.4589872104280652,2.6983754419733046,2.666173128557627,8.081050718582889,8.470591020499109,8.271549722780751,8.408173685520325,6.785817914072658,8.559965743633008,9.672311580882353,9.678308823529417,9.750804494117647,9.949303403410832,10.652944499668774,9.893294391739097,12.94155303030303,12.529794372294369,12.61749632969697,11.792326248919023,13.767769831203942,13.873079814382086
1997-11-30,POMKH,8.672222222222222,5.038636363636363,3.6000000000000005,4.470294117647058,10.073333333333336,5.71764705882353,25.68666666666667,6.156111111111112,9.781249999999998,8.426153846153845,7.2373913043478275,14.026666666666667,3.194545454545455,10.11375,6.4783333333333335,7.8165,2.2,7.0290625,9.58,11.613333333333335,8.89456349206349,9.323650793650794,9.165472556698411,9.334452375323462,9.561391164369812,9.503739185840988,5.011284090909091,5.179926948051949,5.131678909888831,5.426259523935344,5.333153830967226,5.217966856979342,3.8908030303030303,4.149272727272727,3.984461218909091,4.351221611304748,4.418333758838652,4.184896902867532,4.718139779910169,4.481594315071566,4.4395745819579,4.621635647313853,4.217089617690975,4.09349998814069,10.978592171717173,11.223901515151518,10.945169982060609,11.29722000116214,10.992464229217283,11.570175660832593,6.036665079099822,6.134703431372548,5.9206839403025215,6.119661296398638,5.772451647544133,5.743731282864732,14.696969275210085,16.96125297619048,19.334970483227707,14.121261395841024,21.852842565763382,21.943672515841655,6.066617875180374,6.559769119769121,6.338806449223666,6.468236719159057,6.0809417040859906,6.438614477662735,7.58133252164502,7.607086309523808,8.048750665142856,7.995208332609058,7.429019967459107,7.658156154496185,10.024745475113123,10.239628205128202,9.7800527403526,10.63978256413431,10.460325780737453,10.646954238309695,7.523347032436162,7.568155233494364,7.566679078391438,7.749714991861517,7.16476968373393,7.723712772328528,9.889686233379699,9.77349645839197,10.656892298637395,11.27930351017547,8.89994341327844,8.360353568386572,3.224033685064935,3.3221378517316023,3.3055646663896106,3.7253892583624597,3.6029421086303364,3.7143653905672562,9.911901785714285,9.513214285714287,9.58343858742857,9.808233449700289,9.657675971375586,9.141271793530043,6.338336080586081,6.592440476190476,6.595348075838828,6.911924264456845,6.29606562365376,6.009048891983162,8.358664005098214,8.312582080200501,8.22033508910458,8.336037636408552,8.026283443956263,8.52531891908765,2.1347596153846156,2.372197802197803,2.370072169494506,2.3418110176281908,2.3428916924678034,2.4670025425194817,8.02981838474026,8.084674827317292,7.774554833668451,8.001554249215856,8.254913710812948,8.29669297202031,9.588644301470588,9.710496323529416,9.682482696470588,9.915938236567332,9.935065229379243,9.727866665960471,11.929428030303031,12.813484848484846,12.215831131151514,11.922995954923172,12.416217791125042,12.781304552261059
1998-02-28,POMRB,7.754285714285714,5.00875,3.764444444444444,5.091818181818182,11.46090909090909,6.465909090909091,7.8088235294117645,5.003809523809523,6.251818181818181,10.797058823529413,7.354285714285713,8.457391304347825,2.931875,10.520999999999999,5.4860000000000015,8.362592592592593,1.495,9.434242424242422,9.127647058823527,10.137272727272727,8.701039377289376,8.978333333333333,8.600997819733333,8.76914345523655,9.042017485602244,9.123773585747568,4.912093873517787,5.074971590909092,5.082507345933299,5.373675793163498,5.036586420219924,4.79609218710356,3.907597222222222,3.981383838383838,3.896454509123232,4.236717975971951,4.2028562607762385,4.601768527676318,5.030186791971573,4.700418425743502,4.700472021902012,4.760335848791311,4.72094859166773,4.307081810413331,10.912698412698411,11.079356060606063,11.1514656256,11.405802399332357,10.938698488353307,11.062008547021872,6.2366286207664885,6.02768070409982,6.138774000545149,6.284304967529914,6.901124654706845,6.312792471742402,12.646426120448181,16.800792191876756,14.72451170170133,12.137182340472105,12.540715543121975,11.856945175650639,5.944601570213412,6.108335137085137,5.804807679058009,6.208759503105803,7.11191799534316,6.372426227699707,7.78052895021645,7.495290854978354,7.329977671812987,7.628820292991557,6.926837844451437,7.5068170196743615,9.785425420168067,10.207726244343888,10.186855173623325,10.860521554047265,9.959716944439524,9.515787109989846,7.5534483144874445,7.510430365769496,7.481721732749148,7.639496638870979,7.038854041478436,6.689031231069826,10.153626684464784,9.799776102660744,9.777091900921567,10.023036600115784,11.285238843751841,11.419143990002699,3.1809604249916745,3.318700351731602,3.156088799833766,3.5268134885518982,3.106190128696608,3.224606177607048,10.219461309523808,9.759401785714287,9.958463152457142,10.08959039954084,9.34663285729804,9.41858205624393,6.122017399267399,6.4000119047619055,6.151608845503297,6.786068587295154,6.787359937152206,6.654142381584773,8.420578436609688,8.351176656920078,8.277238090499786,8.298336978563466,7.816910671624355,8.265673220261371,2.088214285714286,2.178269230769232,2.0200433016967034,1.969521697198101,2.036383988420203,2.3648958289306656,8.030976323425138,8.077426609848485,8.43842986989804,8.434213619683584,8.687246105857497,7.860007090122004,9.615666973039215,9.634126838235296,9.460548441411763,9.744350614418469,9.67591073519172,9.614199372829077,10.944599431818181,13.06962121212121,11.3844077696,11.839867636853217,12.175705679633314,12.252362165124868
1998-05-31,PREMON,9.435555555555556,4.985499999999999,4.094444444444443,5.7634375,10.738888888888884,6.524375000000001,8.380666666666666,6.6614999999999975,8.434999999999999,9.823846153846157,7.997777777777778,9.242222222222221,3.0053333333333327,10.249999999999998,6.4823076923076925,9.288846153846157,2.325,7.724285714285713,9.544375,9.943,8.642711871461872,8.810793650793652,8.934820914062222,9.100811143145126,9.074186218421927,8.49805149097051,4.8321782773386035,4.947596590909091,5.043704407559979,5.329387044417494,5.283749364474124,5.162006843468725,4.0682222222222215,3.8002222222222213,3.9756504832517168,4.216527711354405,4.469444426305676,3.988351462069887,5.32118864812339,4.735861134076836,5.125658213141207,5.036508513488461,5.867660568294523,5.6000359056331765,10.891874098124097,10.877828282828283,10.986434930915554,11.2581275844402,12.145091738886254,11.19717476576101,6.509698780080214,6.04564945409982,6.29301440032709,6.414562454669955,6.863342716008835,6.157362361427666,10.669064856711916,12.593146358543423,12.186973687687464,10.62560675132023,23.872052512240135,22.191730274420586,5.6694910192147026,6.024900613275613,6.147484607434805,6.3303766218914745,6.633227937203701,6.0566443398737695,7.418706033549783,7.667374188311688,7.771986603087791,7.928111248028098,8.316798911870965,7.697681469597798,9.530296070351218,9.841764705882351,10.041651565712458,10.756276939744042,10.80936516802401,10.168387279548265,7.647160939905505,7.53626369910283,7.6881441507606,7.71047852202294,7.213943079550133,7.312624688234142,9.588351449275361,9.979596364098652,9.563144029441828,9.74112705677829,10.065867021895151,9.8203461593828,3.2724856497668995,3.129367018398268,3.0957866132335927,3.3646462486049895,3.4932168925245604,3.276564410090454,10.171730654761905,10.064401785714287,10.075077891474285,10.26417802488138,9.911276013752136,9.930624265655855,5.743386446886447,6.276660256410257,6.283888384225055,6.833122707331657,7.204015301292817,6.140120784395599,8.526232493627232,8.366151353276354,8.681881315838336,8.511507251437314,8.85989274492059,8.301137974181422,2.05875,2.0912500000000014,2.142025981018022,2.120185350924939,2.021212317005105,1.9272817407742433,8.02809243333893,7.982210159632035,8.15277220765311,8.227410251696162,9.396969432862862,8.768553340321336,9.67092218137255,9.543161764705886,9.494079064847057,9.764909474864188,9.967195465516724,9.596907440659344,10.86517234848485,10.789234848484845,10.807844661759999,11.740741050246712,12.300745019043006,11.294618327065354
