Date,Season,Laharighat,Laharighat_Trend,Laharighat_SMA,Laharighat_EWMA,Laharighat_DES,Laharighat_TES,Laharighat_ARIMA
2015-08-31,MONSOON,2.083333333333333,2.885708333333333,2.888333333333332,2.853020687710223,2.991194864282166,1.7512477709382916,1.896857561854362
2015-11-30,POMKH,2.042,2.8165416666666667,2.985083333333332,2.5286124126261336,2.8861495860737345,1.9036101352644774,1.8921099785673512
2016-02-29,POMRB,2.54,2.9915119047619045,2.7863333333333316,2.5331674475756802,2.8819698923271946,3.3883882683615116,3.2551981880666228
2016-05-31,PREMON,4.721666666666667,3.2872738095238097,2.8467499999999983,3.408567135212075,3.3689533217532235,4.3623107049963,4.316171837480129
2016-08-31,MONSOON,3.2414285714285715,3.63552380952381,3.136273809523808,3.3417117096986737,3.4885860330737155,1.984304555310217,2.0904460829288523
2016-11-30,POMKH,3.25,3.875315476190476,3.438273809523808,3.3050270258192045,3.5830913607872446,2.1725387004203682,2.400328427069326
2017-02-28,POMRB,4.118,3.9494285714285713,3.8327738095238084,3.6302162154915227,3.8519631197167805,3.301347679755362,3.257653353467486
2017-05-31,PREMON,5.061999999999999,3.9864166666666665,3.917857142857142,4.2029297292949135,4.312106399415073,5.112740911296423,4.912009027868924
2017-08-31,MONSOON,3.4939999999999998,3.921583333333333,3.980999999999999,3.919357837576948,4.368304580628943,3.1220193795854265,3.178266391993013
2017-11-30,POMKH,3.293333333333333,3.8300625,3.9918333333333322,3.6689480358795024,4.3391864537613385,3.0946676768566226,3.1944029930001347
2018-02-28,POMRB,3.556,3.7930059523809527,3.8513333333333324,3.6237688215277015,4.338137798164049,3.968499839043642,3.811552717070798
2018-05-31,PREMON,4.8918333333333335,3.7602410714285712,3.8087916666666657,4.130994626249954,4.6163284629253365,5.173668999929799,4.957693954385449
2018-08-31,MONSOON,3.367714285714286,,3.7772202380952375,3.825682490035687,4.511959357709219,3.359879053591226,3.6111486716818737
2018-11-30,POMKH,3.1575,,3.743261904761904,3.5584094940214124,,3.1944728618591633,3.4556869273333573
