Date,Season,Joya,Gajraula,Dhanaura,Hasanpur,Amroha,Gangeshwari,Joya_Trend,Joya_SMA,Joya_EWMA,Joya_DES,Joya_TES,Joya_ARIMA,Gajraula_Trend,Gajraula_SMA,Gajraula_EWMA,Gajraula_DES,Gajraula_TES,Gajraula_ARIMA,Dhanaura_Trend,Dhanaura_SMA,Dhanaura_EWMA,Dhanaura_DES,Dhanaura_TES,Dhanaura_ARIMA,Hasanpur_Trend,Hasanpur_SMA,Hasanpur_EWMA,Hasanpur_DES,Hasanpur_TES,Hasanpur_ARIMA,Amroha_Trend,Amroha_SMA,Amroha_EWMA,Amroha_DES,Amroha_TES,Amroha_ARIMA,Gangeshwari_Trend,Gangeshwari_SMA,Gangeshwari_EWMA,Gangeshwari_DES,Gangeshwari_TES,Gangeshwari_ARIMA
1998-08-31,MONSOON,15.62,0.85,3.49,15.097777777777779,4.18,0.42,14.699166666666667,14.699166666666672,14.915748255743999,14.474244228167526,15.637325204637825,15.61999949673519,2.0015625,2.2156250000000006,1.90921267456,2.0920187500969036,1.3450461493996624,1.6241092284621863,4.445833333333334,4.575833333333334,4.469122660352,4.343888001616168,3.6452284860725963,3.5832087599331026,14.192534722222224,14.192534722222224,14.544817949383113,14.647677801144466,15.07871272274265,15.079295509496696,5.708749999999999,6.030833333333334,5.944242755584,6.553255139206965,5.195338307008516,5.283004968939044,2.065,2.397499999999999,2.071838665728,2.3565357149970025,2.8872873904027374,2.756736774669977
1998-11-30,POMKH,14.55,1.7,3.65,13.305555555555555,3.88,1.61,14.699166666666667,14.699166666666674,14.7694489534464,14.537499983535081,14.56715597210347,14.5499995312098,1.9875000000000003,2.028125,1.825527604736,1.983837059445967,2.221258940349829,2.0942391791227806,4.65375,4.295833333333333,4.1414735962112,4.034299329101965,4.682284307241896,4.781647447396065,14.192534722222224,14.192534722222224,14.04911299185209,14.20442360442523,13.335809520808274,13.291328888590755,5.15625,5.865,5.1185456533504,4.955332145211567,4.465980705541651,4.117068252336896,1.71875,2.192499999999999,1.8871031994368,1.9859087944147682,1.8384902107344063,2.317707722822945
1999-02-28,POMRB,14.5,2.65,5.266666666666667,13.922222222222222,4.65,1.41,14.699166666666667,14.699166666666674,14.66166937206784,14.57537452479416,14.51698986359396,14.499999849028654,2.0145833333333334,1.975,2.1553165628416,2.2384193381269384,2.7468604381602932,2.239506255426,4.8029166666666665,4.595833333333333,4.591550824393387,4.353522132480732,4.902730942851958,4.766919986920196,14.192534722222224,14.192534722222222,13.998356684000143,14.021812949024314,13.861256111794106,13.904090509517934,4.732500000000001,5.5525,4.931127392010239,4.446595148121913,5.542516380258706,5.388345820120616,1.625625,1.9374999999999991,1.69626191966208,1.6404546951378804,1.947385130237263,2.182303581011552
1999-05-31,PREMON,14.126666666666667,2.8,6.44,14.444583333333336,6.33,2.56,14.699166666666665,14.699166666666674,14.44766828990737,14.506704915732241,14.143492293021259,14.1266665195824,2.1479166666666667,1.9999999999999998,2.41318993770496,2.4602641226981747,2.964706177091392,2.5368067718723957,4.90625,4.711666666666666,5.330930494636032,5.088391501317987,6.31836320018622,5.892785278479785,14.192534722222224,14.192534722222222,14.17684734373342,14.053982633146008,14.29068668500323,14.427041387982293,4.895,4.76,5.490676435206144,5.403640110924023,8.715296959177195,8.789321357036362,1.76375,1.4999999999999993,2.041757151797248,1.8538964976824959,3.00276209837905,2.8556573395901452
1999-08-31,MONSOON,15.62,0.9666666666666668,4.22,15.097777777777779,3.96,1.425,14.699166666666667,14.699166666666676,14.916600973944423,14.817570724875646,15.636662732506093,15.61999983736742,2.2979166666666666,2.0291666666666663,1.8345806292896427,1.9777063037058904,1.1677334181741674,1.5092684450775151,4.8999999999999995,4.894166666666665,4.886558296781619,4.934133540182191,3.5963464259551317,3.888521881979537,14.192534722222224,14.192534722222224,14.545219517351164,14.321770748554007,15.078712723812677,15.079295509496696,5.19875,4.705,4.878405861123686,4.490824790039127,3.635804842465525,3.6050084217989915,1.8325,1.7512499999999993,1.795054291078349,1.611911393723141,2.016416924200943,1.2720808980623985
1999-11-30,POMKH,14.55,2.65,3.7466666666666666,13.305555555555555,5.4,1.71,14.699166666666667,14.699166666666677,14.769960584366654,14.825957226895735,14.566501340145408,14.549999848508065,2.3166666666666664,2.2666666666666666,2.1607483775737855,2.2343200146721416,2.172014745031481,1.7530592716838358,4.842499999999999,4.918333333333332,4.4306016447356384,4.599916357692286,4.513460958264839,4.54855274006087,14.192534722222224,14.192534722222224,14.04935393263292,13.97855518479317,13.335809521878302,13.291328888590755,5.2475000000000005,5.085,5.087043516674212,4.895430967286183,3.2782831307453018,4.186257538791402,1.9981250000000002,1.776249999999999,1.7610325746470092,1.550379436557933,1.5093271186376962,1.7097592081443893
2000-02-29,POMRB,14.5,2.9,5.12,13.922222222222222,5.56,1.86,14.699166666666667,14.699166666666677,14.661976350619993,14.807591675992128,14.51634151295129,14.499999777716889,2.2583333333333337,2.3291666666666666,2.456449026544271,2.4919355199843967,3.1991738126077247,2.898601180347989,4.72875,4.881666666666666,4.706360986841383,4.781109743658706,5.080470838158703,5.050114968134036,14.192534722222224,14.192534722222222,13.99850124846864,13.88455284308493,13.861256112864133,13.904090509517934,5.1375,5.3125,5.276226110004528,5.340504616067085,4.584142057356281,5.4086086648226805,1.9818749999999998,1.888749999999999,1.8006195447882054,1.586325725387866,1.742154268336824,1.5949298632698277
2000-05-31,PREMON,14.126666666666667,2.7,6.126666666666666,14.444583333333336,5.81,3.435,14.699166666666665,14.699166666666677,14.447852477038662,14.684189906196169,14.14284991630135,14.126666450106708,2.0875,2.3041666666666663,2.5538694159265622,2.595365048600111,3.317803687371237,2.779694931945212,4.8462499999999995,4.803333333333332,5.274483258771497,5.307481518816856,6.407187895682728,6.049539411212395,14.192534722222224,14.192534722222222,14.176934082414519,13.991337398570861,14.290686686073258,14.427041387982293,5.011666666666667,5.182499999999999,5.489735666002716,5.814467577063302,7.213527767864175,7.379980453939701,1.85,2.107499999999999,2.4543717268729233,2.331447974225361,2.9867465341156216,2.4461257901630016
2000-08-31,MONSOON,15.62,0.6,3.6233333333333335,15.097777777777779,3.6,0.42,14.699166666666667,14.69916666666668,14.916711486223196,14.943538610055757,15.636026522042767,15.619999760547435,1.9468750000000001,2.2124999999999995,1.7723216495559373,1.9418625766864703,1.3135411413780362,1.3846974063630098,5.089166666666666,4.654166666666666,4.614023288596231,4.861173371852632,3.7583380641160398,3.948360231676118,14.192534722222224,14.192534722222224,14.545271560559822,14.319180759617995,15.078712724882704,15.079295509496696,4.911250000000001,5.092499999999999,4.733841399601629,4.555366723186834,3.9080214575561047,3.527846807831936,1.815625,1.856249999999999,1.640623036123754,1.7045163568440076,2.2577057466030235,1.3102449128389435
2000-11-30,POMKH,14.55,1.65,5.283333333333333,13.305555555555555,4.753333333333334,1.66,14.699166666666667,14.699166666666681,14.770026891733918,14.905520386853704,14.565871311292565,14.549999776950397,1.9375,1.9624999999999995,1.7233929897335623,1.866229087303403,2.1762821597698654,1.806699573668357,5.257083333333333,5.038333333333333,4.8817473064910715,5.033926763941345,4.279227095820206,4.107371622186786,14.192534722222224,14.192534722222224,14.049385158558115,14.019456441191856,13.33580952294833,13.291328888590755,4.877916666666667,4.930833333333332,4.7416381730943105,4.487463750505723,4.5259011889596135,4.897969659239465,1.678125,1.843749999999999,1.6483738216742525,1.663303165310505,1.3907169746261745,1.541515013007562
2001-02-28,POMRB,14.5,2.775,5.526666666666666,13.922222222222222,5.403333333333332,1.635,14.699166666666667,14.699166666666681,14.662016135040352,14.846933209410944,14.515717602803907,14.499999830692968,1.9437499999999999,1.9312499999999995,2.1440357938401373,2.202796396834777,2.654125969582717,2.2245244922152647,5.21875,5.14,5.139715050561309,5.267896001083117,5.213596906504723,5.055284727783827,14.192534722222224,14.192534722222222,13.998519984023758,13.954319498603414,13.86125611393416,13.904090509517934,4.926666666666667,4.891666666666666,5.006316237189919,4.967685272713821,4.856599236829496,5.189654373141374,2.0212499999999998,1.787499999999999,1.6430242930045513,1.6250275147344873,1.643357123872434,1.579263006547102
2001-05-31,PREMON,14.126666666666667,2.75,7.063333333333333,14.444583333333336,5.7,2.56,14.699166666666665,14.699166666666681,14.447876347690876,14.690203793525148,14.142232049537085,14.126666501718805,2.0062499999999996,1.9437499999999994,2.3864214763040827,2.4192386771937096,2.9194684653553695,2.6338053609831817,5.08625,5.3741666666666665,5.909162363670118,6.0292595476189055,6.495441104901286,6.527583176342533,14.192534722222224,14.192534722222222,14.176945323747589,14.077703311187776,14.290686687143285,14.427041387982293,5.0175,4.864166666666666,5.283789742313951,5.542112000420689,6.017319796126841,6.016005550638874,2.4800000000000004,1.5687499999999988,2.009814575802731,1.994453553089124,2.851504966657768,2.073676734270575
2001-08-31,MONSOON,15.62,0.6,2.38,15.097777777777779,4.1,4.04,14.699166666666667,14.699166666666683,14.916725808614526,14.922534363803738,15.635414637234033,15.619999817615458,2.0843749999999996,1.9437499999999996,1.6718528857824495,1.8240958614681835,1.1033235898735212,1.2739320074524165,5.140416666666667,5.063333333333333,4.497497418202071,4.999532453565457,3.9675555106007785,4.07449891800913,14.192534722222224,14.192534722222224,14.545278305359664,14.412366381891623,15.078712725952732,15.079295509496696,5.120416666666667,4.989166666666666,4.81027384538837,4.771202909779939,3.521270821353859,3.6018251394379677,2.5143750000000002,2.4737499999999986,2.8218887454816386,3.0228890481528956,1.9088393008192195,1.6071792584306797
2001-11-30,POMKH,14.55,2.15,5.466666666666666,13.305555555555555,4.98,1.71,14.699166666666667,14.699166666666684,14.770035485168716,14.864122434412215,14.56526535156343,14.54999983010915,2.09375,2.0687499999999996,1.8631117314694698,1.9595465238227654,2.084220923049359,1.7095097252989704,5.310625,5.109166666666665,4.88516511758791,5.1494711925547625,4.598639922103978,4.611026961503546,14.192534722222224,14.192534722222224,14.049389205438022,14.11083740512871,13.335809524018357,13.291328888590755,5.1825,5.0458333333333325,4.878164307233022,4.829059036471372,4.614980939675464,5.093795592432711,2.8107812500000002,2.4862499999999983,2.3771332472889832,2.8567804267175485,2.1879660284394564,2.4325519223374186
2002-02-28,POMRB,14.5,2.9,5.776666666666667,13.922222222222222,6.0,1.86,14.699166666666667,14.699166666666684,14.66202129110123,14.791328249830386,14.51511751167173,14.499999834986863,2.0875000000000004,2.0999999999999996,2.2778670388816815,2.3082085108602146,2.9102931025794945,2.62315942134364,5.702083333333333,5.171666666666665,5.2417657372194135,5.394831683726472,5.361000124339078,4.874652374664147,14.192534722222224,14.192534722222222,13.998522412151702,14.037975806839274,13.861256115004188,13.904090509517934,5.420000000000001,5.194999999999999,5.326898584339814,5.628778560155523,5.181510081890277,5.3918025117877,3.0790625,2.542499999999998,2.17027994837339,2.687304914250805,2.224818185335211,2.3791609053322498
2002-05-31,PREMON,14.126666666666667,2.7,8.175,14.444583333333336,5.6,4.706250000000002,14.699166666666665,14.699166666666684,14.447879441327405,14.626039495309225,14.14163777022049,14.126666505902143,2.025,2.0874999999999995,2.4467202233290086,2.472516174870071,3.079526631249657,2.6970550484070652,5.935833333333333,5.449583333333332,6.415059442331648,6.497761581692587,6.711692182089222,6.740420039601226,14.192534722222224,14.192534722222222,14.176946780624355,14.149939566569879,14.290686688213313,14.427041387982293,5.696249999999999,5.169999999999999,5.436139150603887,5.8640096760430005,5.920920623238332,5.894175129740052,3.305491071428572,3.0790624999999987,3.1846679690240345,3.7782509868068215,3.3300284378991227,2.817801346444513
2002-08-31,MONSOON,15.62,0.6,4.4,15.097777777777779,6.1,4.04,14.699166666666667,14.699166666666686,14.916727664796444,14.854222619964935,15.634826113348563,15.61999982224102,2.4628977272727273,2.0874999999999995,1.7080321339974052,1.8597198049259034,1.1263835269434415,1.1528103328405568,5.9275,5.954583333333333,5.609035665398989,6.077321836208217,3.7837245685144874,3.716181702815015,14.192534722222224,14.192534722222224,14.545279179485725,14.471241965300244,15.07871272702276,15.079295509496696,5.7225,5.669999999999998,5.701683490362332,6.296993175875438,3.979001416849773,3.825006817862656,3.7289508928571435,3.079062499999999,3.526800781414421,4.417699322352592,2.8689630613998522,3.388367514949759
2002-11-30,POMKH,14.55,1.65,5.316666666666666,13.305555555555555,5.19,3.521428571428572,14.699166666666667,14.699166666666688,14.770036598877866,14.795603924082561,14.564682527326251,14.549999834417854,3.6032329545454544,1.9624999999999995,1.6848192803984432,1.811304408324774,2.170392897600597,1.7038485543258075,5.862916666666667,5.917083333333333,5.49208806590606,5.968696358628238,5.20387557826436,5.431000296305841,14.192534722222224,14.192534722222224,14.049389729913658,14.15577191356107,13.335809525088385,13.291328888590755,5.8225,5.722499999999998,5.4970100942174,5.8429675002573545,5.266883900192522,5.581460223805655,3.9259821428571433,3.531919642857142,3.5246518974200813,4.635220269427087,2.87082857469523,2.707233729169123
2003-02-28,POMRB,14.5,6.903181818181817,5.859999999999999,13.922222222222222,6.0,3.43625,14.699166666666667,14.699166666666688,14.66202195932672,14.725727602503781,14.514540331887648,14.499999852427946,5.022170454545454,2.9632954545454537,3.772164295511793,3.586677740736505,2.7245487577942624,2.385349339335476,5.560833333333333,5.937916666666666,5.639252839543635,6.033911568767077,5.784772085646338,5.722420762665035,14.192534722222224,14.192534722222222,13.998522726837084,14.069550473708825,13.861256116074216,13.904090509517934,5.82875,5.722499999999998,5.69820605653044,6.02557207168849,6.089540733066873,5.653722108875809,3.9259821428571433,3.9259821428571424,3.4892911384520486,4.648822384439789,3.2335841173292312,2.883644282886145
2003-05-31,PREMON,14.126666666666667,7.8195,7.575,14.444583333333336,6.4,4.706250000000002,14.699166666666665,14.699166666666688,14.447879842262697,14.56572486901152,14.141066180231714,14.126666522894169,6.437477272727272,4.243170454545454,5.391098577307076,5.089106404378145,4.7191882146463975,5.156955956297848,5.225416666666667,5.787916666666666,6.413551703726181,6.695036115530317,7.3397185251581,7.168620757073178,14.192534722222224,14.192534722222222,14.176946969435583,14.169460492741324,14.29068668928334,14.427041387982293,5.7612499999999995,5.922499999999998,5.978923633918264,6.40444386084898,6.066647478517594,5.710712960716999,3.9259821428571433,3.9259821428571424,3.97607468307123,5.103273248760299,4.502670453816482,4.230955825324871
2003-08-31,MONSOON,15.62,6.831999999999999,2.583333333333333,15.097777777777779,5.35,4.04,14.699166666666667,14.69916666666669,14.916727905357618,14.80068519204588,15.634260059021445,15.619999841029276,7.073784090909092,5.801170454545453,5.967459146384245,5.753881263228247,4.303078512354404,4.46868345704455,5.030416666666666,5.333749999999998,4.881464355569042,5.480987805675205,4.091206512535763,3.852685111887268,14.192534722222224,14.192534722222224,14.545279292772461,14.480394666554517,15.078712728092787,15.079295509496696,5.7875,5.734999999999998,5.727354180350958,5.871574141021286,5.698816974695932,5.627718414523052,3.9259821428571433,3.9259821428571424,4.0016448098427375,5.104901433544811,3.702973579652407,4.880671225174933
2003-11-30,POMKH,14.55,6.740454545454545,4.45,13.305555555555555,5.4,3.521428571428572,14.699166666666667,14.699166666666692,14.77003674321457,14.749801223528682,14.56412195504912,14.549999851919077,7.07378409090909,7.07378409090909,6.276657306012366,6.166879288617851,6.714014483685535,5.811049077484846,4.9906250000000005,5.117083333333332,4.708878613341426,5.052784671798598,5.176696861241392,5.154959272539626,14.192534722222224,14.192534722222224,14.049389797885699,14.156754260895955,13.335809526158412,13.291328888590755,5.737500000000001,5.787499999999997,5.596412508210575,5.515043641179623,5.319735669689313,5.00925031595136,3.9259821428571433,3.9259821428571424,3.809558314477071,4.778224026570888,3.4639964253769815,3.6453931515980234
2004-02-29,POMRB,14.5,6.903181818181817,5.166666666666667,13.922222222222222,6.0,3.43625,14.699166666666667,14.699166666666692,14.662022045928742,14.688063387561064,14.513985188568258,14.499999862302575,7.073784090909091,7.073784090909091,6.527267110880146,6.499028358326952,8.118929474941087,7.763665603849142,5.0600000000000005,4.943749999999999,4.891993834671522,4.954139039505718,5.662225469343844,5.245807953618436,14.192534722222224,14.192534722222222,13.998522767620308,14.064486387033709,13.861256117144244,13.904090509517934,5.734375,5.787499999999997,5.757847504926345,5.720003330259264,6.159260932935454,6.08969632614365,3.9259821428571433,3.925982142857143,3.660234988686242,4.391833484796328,3.6554590113856955,3.6003489901049823
2004-05-31,PREMON,14.126666666666667,7.8195,7.95,14.444583333333336,6.0,4.706250000000002,14.699166666666665,14.699166666666692,14.447879894223913,14.536139486484338,14.140516413292362,14.126666532514555,7.073784090909091,7.073784090909092,7.044160266528088,7.036446618446223,7.5623971504778185,6.84138743403503,5.13625,5.037499999999999,6.115196300802913,5.900825344506334,7.194748143391664,7.050425069957717,14.192534722222224,14.192534722222222,14.17694699390552,14.160264653467685,14.290686690353368,14.427041387982293,5.781249999999999,5.6874999999999964,5.854708502955807,5.8914164236181055,6.367837177848074,6.078224365610428,3.9259821428571433,3.9259821428571433,4.078640993211746,4.562026018857246,4.802717777998877,4.6254298460029215
2004-08-31,MONSOON,15.62,6.831999999999999,2.763333333333333,15.097777777777779,5.725,4.04,14.699166666666667,14.699166666666693,14.916727936534347,14.778814553281075,15.63371561639371,15.619999851666636,7.073784090909092,7.073784090909092,6.959296159916853,7.0559682737765,5.801252462209421,6.250494449026483,5.267083333333333,5.082499999999999,4.774451113815081,4.918849125376582,3.6015753869272906,3.3831555406819422,14.192534722222224,14.192534722222224,14.545279307454424,14.468694790689222,15.078712729162815,15.079295509496696,5.724166666666667,5.7812499999999964,5.802825101773484,5.8140208357970256,5.474516107933257,5.543561505950382,3.9259821428571433,3.9259821428571433,4.063184595927048,4.415626598938212,3.9163742774955614,3.7164288886599675
2004-11-30,POMKH,14.55,6.740454545454545,4.88,13.305555555555555,5.4,3.521428571428572,14.699166666666667,14.699166666666695,14.770036761920608,14.73498568100024,14.563582785168826,14.549999861827757,7.07378409090909,7.073784090909092,6.87175951413193,7.037518415150682,7.219433648610389,6.567518973622592,5.24125,5.189999999999999,4.816670668289048,4.797165926675513,4.934833762266069,5.051738855494159,14.192534722222224,14.192534722222224,14.049389806694876,14.144091325834024,13.33580952722844,13.291328888590755,5.717083333333333,5.7812499999999964,5.641695061064091,5.5295057032505,5.433581598373179,5.359658017650296,3.9259821428571433,3.9259821428571433,3.8464821861276572,4.066771904024641,3.615772009022602,4.162895084385286
2005-02-28,POMRB,14.5,6.903181818181817,5.783333333333334,13.922222222222222,5.543333333333334,3.43625,14.699166666666667,14.699166666666695,14.662022057152365,14.679461348794375,14.513451240370577,14.499999872521604,7.073784090909091,7.073784090909091,6.884328435751885,7.081180305554107,8.238093218325616,7.94421818743088,5.010833333333334,5.344166666666665,5.203335734306763,5.035046190436912,5.542645162951562,5.293296830906748,14.192534722222224,14.192534722222222,13.998522772905813,14.052009589107646,13.861256118214271,13.904090509517934,5.720208333333333,5.66708333333333,5.602350369971788,5.452000972305897,6.108725254120058,5.981723335596876,3.9259821428571433,3.9259821428571438,3.6823893116765944,3.746617666828941,3.763405367748746,3.9571159938235345
2005-05-31,PREMON,14.126666666666667,7.8195,7.126666666666668,14.444583333333336,6.4,4.706250000000002,14.699166666666665,14.699166666666695,14.447879900958085,14.532783990544932,14.139987636207017,14.126666542470474,7.073784090909091,7.073784090909092,7.258397061451131,7.425701913013539,7.8182984530435,7.753580846523971,4.98,5.138333333333333,5.972668107250724,5.754706149478608,7.437161272159317,7.472545620756555,14.192534722222224,14.192534722222222,14.176946997076822,14.148777719605434,14.290686691423396,14.427041387982293,5.673333333333333,5.76708333333333,5.9214102219830735,6.038189705560806,6.114562322471095,5.96490030566602,3.9259821428571433,3.925982142857144,4.091933587005958,4.023122168066178,4.87949175976393,3.959631446913729
2005-08-31,MONSOON,15.62,6.831999999999999,1.7433333333333334,15.097777777777779,5.35,4.04,14.699166666666667,14.699166666666697,14.916727940574852,14.779802818986399,15.633191960340184,15.619999862674998,7.073784090909092,7.073784090909092,7.087838236870677,7.316243421992342,6.04254186225517,7.224608073668534,5.05375,4.883333333333333,4.280934197683768,4.499717224461555,3.369609697105631,3.2559167200816956,14.192534722222224,14.192534722222224,14.545279309357204,14.45871078883614,15.078712730232843,15.079295509496696,5.673333333333334,5.67333333333333,5.692846133189844,5.695480825972368,5.68079333793746,5.707246551158614,3.9259821428571433,3.925982142857144,4.071160152203575,4.003727986974683,3.970977735048007,3.682366106529258
2005-11-30,POMKH,14.55,6.740454545454545,5.653333333333332,13.305555555555555,5.4,3.521428571428572,14.699166666666667,14.699166666666699,14.77003676434491,14.739353076761759,14.56306420055161,14.549999872082026,7.07378409090909,7.073784090909092,6.9488847603042245,7.211551122538976,7.158054329658933,6.964394664944974,4.9733333333333345,5.076666666666666,4.829893851943593,4.766092948170593,4.800459295808091,4.666539008773916,14.192534722222224,14.192534722222224,14.049389807836544,14.135918897904673,13.335809528298467,13.291328888590755,5.721726190476191,5.67333333333333,5.575707679913906,5.474770294341838,5.367555636609239,5.262283009592717,3.9259821428571433,3.925982142857144,3.8512675198935735,3.781802613792429,3.6546072691574554,3.5994328864580165
