Date,Season,Komarada,Parvathipuram,Lakkavarapukota,Jami,Saluru,Jiyammavalasa,Gantyada,Bondapalle,Dattirajera,Therlam,Srungavarapukota,Kurupam,Gajapatinagaram,Bobbili,Balijipeta,Ramabhadrapuram,Vizianagaram,Seethanagaram,Makkuva,Pusapatirega,Bhogapuram,Kothavalasa,Nellimarla,Badangi,Komarada_Trend,Komarada_SMA,Komarada_EWMA,Komarada_DES,Komarada_TES,Komarada_ARIMA,Parvathipuram_Trend,Parvathipuram_SMA,Parvathipuram_EWMA,Parvathipuram_DES,Parvathipuram_TES,Parvathipuram_ARIMA,Lakkavarapukota_Trend,Lakkavarapukota_SMA,Lakkavarapukota_EWMA,Lakkavarapukota_DES,Lakkavarapukota_TES,Lakkavarapukota_ARIMA,Jami_Trend,Jami_SMA,Jami_EWMA,Jami_DES,Jami_TES,Jami_ARIMA,Saluru_Trend,Saluru_SMA,Saluru_EWMA,Saluru_DES,Saluru_TES,Saluru_ARIMA,Jiyammavalasa_Trend,Jiyammavalasa_SMA,Jiyammavalasa_EWMA,Jiyammavalasa_DES,Jiyammavalasa_TES,Jiyammavalasa_ARIMA,Gantyada_Trend,Gantyada_SMA,Gantyada_EWMA,Gantyada_DES,Gantyada_TES,Gantyada_ARIMA,Bondapalle_Trend,Bondapalle_SMA,Bondapalle_EWMA,Bondapalle_DES,Bondapalle_TES,Bondapalle_ARIMA,Dattirajera_Trend,Dattirajera_SMA,Dattirajera_EWMA,Dattirajera_DES,Dattirajera_TES,Dattirajera_ARIMA,Therlam_Trend,Therlam_SMA,Therlam_EWMA,Therlam_DES,Therlam_TES,Therlam_ARIMA,Srungavarapukota_Trend,Srungavarapukota_SMA,Srungavarapukota_EWMA,Srungavarapukota_DES,Srungavarapukota_TES,Srungavarapukota_ARIMA,Kurupam_Trend,Kurupam_SMA,Kurupam_EWMA,Kurupam_DES,Kurupam_TES,Kurupam_ARIMA,Gajapatinagaram_Trend,Gajapatinagaram_SMA,Gajapatinagaram_EWMA,Gajapatinagaram_DES,Gajapatinagaram_TES,Gajapatinagaram_ARIMA,Bobbili_Trend,Bobbili_SMA,Bobbili_EWMA,Bobbili_DES,Bobbili_TES,Bobbili_ARIMA,Balijipeta_Trend,Balijipeta_SMA,Balijipeta_EWMA,Balijipeta_DES,Balijipeta_TES,Balijipeta_ARIMA,Ramabhadrapuram_Trend,Ramabhadrapuram_SMA,Ramabhadrapuram_EWMA,Ramabhadrapuram_DES,Ramabhadrapuram_TES,Ramabhadrapuram_ARIMA,Vizianagaram_Trend,Vizianagaram_SMA,Vizianagaram_EWMA,Vizianagaram_DES,Vizianagaram_TES,Vizianagaram_ARIMA,Seethanagaram_Trend,Seethanagaram_SMA,Seethanagaram_EWMA,Seethanagaram_DES,Seethanagaram_TES,Seethanagaram_ARIMA,Makkuva_Trend,Makkuva_SMA,Makkuva_EWMA,Makkuva_DES,Makkuva_TES,Makkuva_ARIMA,Pusapatirega_Trend,Pusapatirega_SMA,Pusapatirega_EWMA,Pusapatirega_DES,Pusapatirega_TES,Pusapatirega_ARIMA,Bhogapuram_Trend,Bhogapuram_SMA,Bhogapuram_EWMA,Bhogapuram_DES,Bhogapuram_TES,Bhogapuram_ARIMA,Kothavalasa_Trend,Kothavalasa_SMA,Kothavalasa_EWMA,Kothavalasa_DES,Kothavalasa_TES,Kothavalasa_ARIMA,Nellimarla_Trend,Nellimarla_SMA,Nellimarla_EWMA,Nellimarla_DES,Nellimarla_TES,Nellimarla_ARIMA,Badangi_Trend,Badangi_SMA,Badangi_EWMA,Badangi_DES,Badangi_TES,Badangi_ARIMA
1996-02-29,POMRB,7.06,3.2438888888888884,3.19,3.82,4.86,2.576,1.3,3.088,3.1839999999999997,5.04,1.55,2.89,4.54,1.3,1.86,2.966666666666667,2.24,2.29,1.96,3.615,5.41,1.29,4.106,1.735,,,7.06,6.752449245619818,7.902011319433448,0.0,,,3.2438888888888884,2.9262556124656833,3.252306987021994,0.0,,,3.19,2.960480782120256,3.196875,0.0,,,3.82,4.2593175832919155,3.861575981021614,0.0,,,4.86,5.408171430545757,5.177714090850061,0.0,,,2.576,1.6339472812581224,2.5691763224855046,0.0,,,1.3,4.454055916048088,2.111873021851394,0.0,,,3.088,1.5440226112031494,3.0973987546464024,0.0,,,3.1839999999999997,7.127902073422956,3.201144235716778,0.0,,,5.04,3.9833842481449855,6.582742575518549,0.0,,,1.55,2.10802604812513,1.8422246509187508,0.0,,,2.89,4.814988266308746,4.148051690836174,0.0,,,4.54,2.935139780428289,4.223325406271867,0.0,,,1.3,2.609737008255642,1.5146095033065474,0.0,,,1.86,2.377564942481473,2.505507377263082,0.0,,,2.966666666666667,6.338938151192042,2.9766666666666666,0.0,,,2.24,1.8831465729011194,2.172775304712543,0.0,,,2.29,4.10059245186375,2.5012184450478765,0.0,,,1.96,1.011250824621722,2.686474150433163,0.0,,,3.615,5.545607264519079,4.315663435542302,0.0,,,5.41,5.825008641633065,5.8557507114248555,0.0,,,1.29,6.187617534626825,1.3,0.0,,,4.106,4.6955796815647615,4.11693879499721,0.0,,,1.735,9.624124556263611,2.213245187787397,0.0
1996-05-31,PREMON,8.37,3.698,4.06,5.94,9.62,5.082999999999998,2.34,4.6739999999999995,5.626,9.99,3.44,6.84,6.27,2.46,3.86,5.083333333333333,5.72,5.346666666666667,3.46,5.83,8.51,3.788,6.3425,7.39,,,7.584,7.051830758934422,8.81689693781994,7.059986358561541,,,3.425533333333333,3.020994753426953,3.8267236315152013,7.769201148484804e-07,,,3.538,3.088592915051778,4.073369113573406,-1.982784918160302e-10,,,4.668,6.00134850842244,5.695347337902668,3.819994910584099,,,6.763999999999999,6.22452048552936,7.7690040212387705,4.1243463872888,,,3.5787999999999993,3.1726121087309553,5.125821148206002,8.777465591869956e-07,,,1.716,5.249258164164004,3.2814062533284525,0.362786737609915,,,3.7224,1.3232861086809673,4.714800565548,2.2397185866583452e-07,,,4.1608,9.749639354921536,5.6289869958726815,1.0028087022874129e-06,,,7.0200000000000005,4.931922093324841,8.381739563236714,5.039978544399469,,,2.306,3.92277528577144,3.080318402394804,1.5499990533575159,,,4.470000000000001,5.081254067291775,6.087593942808178,1.5874672518023925,,,5.231999999999999,3.5237109782114855,5.618237636400358,-3.3861562468820085e-08,,,1.764,2.5969476410012544,2.519426573876933,1.2999984029986649,,,2.66,4.059860843880153,3.308193199699511,1.859998216647916,,,3.8133333333333335,8.526398725164752,5.102779316712835,-1.4961151763637773e-07,,,3.6319999999999997,1.901195369091426,5.239869690246169,0.5748019490930337,,,3.512666666666667,7.926932492434308,4.3628972944805104,1.2143027437337435,,,2.56,1.2755351344890937,3.32508078475039,1.9599970006627168,,,4.501,5.517203211053991,5.538545601364906,3.6149979172038185,,,6.65,8.003061441312667,7.595994520330663,5.409981038739084,,,2.2892,8.10540218143559,3.807445983379501,1.8699574146894737e-22,,,5.0006,6.507025478233319,6.353157720064097,6.449658474017798e-07,,,3.997,19.724324045893344,6.377689710111609,1.7349959436452824
1996-08-31,MONSOON,7.27,1.9493333333333327,2.91,3.055,6.91,1.945,1.3,1.4599999999999995,2.2975,5.21,1.14,3.595,3.79,0.04,0.34,2.6166666666666667,0.96,1.27,0.75,3.72,5.22,2.59,3.025,2.045,7.632499999999999,,7.458399999999999,7.052930837831891,7.377880807739296,7.716883316648578,2.731034722222222,,2.8350533333333328,2.8717654602773997,1.7330070529644772,1.1923766503434274e-06,3.2024999999999997,,3.2868,3.0206306400796583,2.929484398139978,4.910249624611376e-10,3.6725000000000003,,4.0228,5.837531103013078,3.396854750957603,5.293844389987638,7.32125,,6.8224,6.037488445504438,7.711207823505725,7.373274535291727,2.886833333333333,,2.9252799999999994,2.072377412346104,1.8732164642746174,1.7319817507410693e-06,1.5450000000000002,,1.5495999999999999,4.879131439721623,1.0801521342883087,0.5983747951834545,2.7038333333333333,,2.8174399999999995,0.8632459768598479,1.4325424351320863,3.390040211271765e-07,3.366041666666667,,3.41548,7.829810510944146,2.3253757755557527,1.8951307184724145e-06,6.635,,6.295999999999999,4.960194186818424,4.660073558867058,7.9823750669063465,1.855,,1.8396,4.23755552255638,1.134882241354868,2.7824446928444875,4.695,,4.120000000000001,4.899885642607228,2.8727835278691547,3.6164312848740243,4.401249999999999,,4.655199999999999,3.4838874308632386,3.3834630417310336,-1.5906981324496312e-08,1.3525,,1.0744,2.2537165419397325,0.7012426602970412,2.0153162023737394,1.8925,,1.7320000000000002,3.688176001514646,1.36583433195736,3.203767362115891,3.2510416666666666,,3.3346666666666662,7.178924710231295,2.645007609415725,-2.7593300822081796e-07,2.31875,,2.5631999999999997,1.9056414405066011,1.60176034478173,1.413365903145336,2.7245833333333334,,2.6156,6.70544847135931,2.843779715894332,2.7595392963952254,1.7475,,1.836,1.1072507795412805,1.9002489557957851,2.710182535050407,4.235625000000001,,4.1886,5.488944531837369,3.6744116024115994,5.4243495689049945,6.02875,,6.078,7.889446620519951,5.869792390899593,7.013007348769177,2.2905714285714285,,2.40952,6.25259121974567,2.6183409427490583,-5.78237310072075e-22,3.8058750000000003,,4.21036,6.3492285987400985,2.947974112327331,1.3477695430501318e-06,3.34125,,3.2161999999999997,10.786665699330904,3.3942800999775375,5.4856254426120135
1996-11-30,POMKH,7.05,2.032916666666667,2.66,2.21,6.38,1.9433333333333331,1.02,1.593333333333333,2.356666666666667,5.56,1.25,4.3900000000000015,3.18,0.78,1.36,2.3374999999999995,0.51,1.64,1.03,3.255,4.55,1.4942857142857144,1.75,1.64,7.7875,7.4375,7.295039999999999,7.005386803352268,7.2147767935093094,7.564929258273792,2.731034722222222,2.731034722222222,2.5141986666666662,2.744774273606465,1.8370260621052978,8.199128603379166e-07,3.13,3.205,3.03608,2.9209693867200985,2.6852238522220473,3.96393044232469e-10,3.5462499999999997,3.7562499999999996,3.2976799999999997,5.066994839661546,2.11793873630072,3.4584218277502323,7.79625,6.9425,6.645440000000001,5.780150656187099,5.189677155523939,5.649397407854954,2.886833333333333,2.886833333333333,2.532501333333333,1.6994780571240033,1.9427291146649621,2.2386635695478853e-07,2.065,1.4899999999999998,1.3377599999999998,3.975812681528372,0.8369946586876273,0.3996734413130169,2.703833333333333,2.7038333333333333,2.327797333333333,0.6472404866728892,1.540069105772625,-4.2393115542697855e-08,3.366041666666667,3.366041666666667,2.9919546666666665,5.559003301170189,2.2608590764770726,-1.0649358364700048e-07,6.47125,6.45,6.0016,5.056161181899555,4.234251395867762,6.135073227500261,1.8849999999999998,1.845,1.6037599999999999,4.25359335927932,1.3224026508598827,1.505376116983172,5.093125000000001,4.428750000000001,4.2280000000000015,4.8428145652143915,2.6231043560358733,2.4678114590296647,4.2162500000000005,4.444999999999999,4.065119999999999,3.3164476928358906,2.9080975060167695,-8.669311813764846e-09,1.54625,1.145,0.95664,2.0556120543830643,0.19757117159545556,0.892978683405489,2.285,1.855,1.5832000000000002,3.538699985263114,1.104779165604239,1.2291205983321085,3.251041666666666,3.2510416666666666,2.9357999999999995,5.197477495364005,2.374189239595704,-6.63858228364501e-08,2.39625,2.3575,1.7419199999999997,1.9087934431940912,1.3449911589408237,0.054312559697681895,2.7983333333333333,2.6366666666666667,2.2253600000000002,5.42148477961954,1.500106764523741,1.2219077258693298,1.7999999999999998,1.8,1.5135999999999998,1.0117368543899345,1.3745415999826633,2.0562514905363414,4.484375,4.105,3.81516,5.460830568081307,2.621621615802881,3.126660222268298,6.258749999999999,5.9225,5.4668,7.215624449305097,4.3650504306242555,6.480133639162841,2.2905714285714285,2.2905714285714285,2.0434262857142858,3.247836046439569,1.530974953881419,-9.426030970811564e-22,3.8058750000000003,3.805875,3.226216,5.346737219009492,1.7052555678662231,9.566167783774385e-07,3.549375,3.2025,2.58572,3.8615983308046338,1.4693978899289488,2.259266603377781
1997-02-28,POMRB,8.62,3.2438888888888884,3.17,3.15,7.89,2.576,1.74,3.088,3.1839999999999997,6.52,1.63,5.02,4.19,2.96,2.16,2.966666666666667,1.93,2.9933333333333336,1.54,4.66,6.26,1.29,4.106,2.845,7.57625,7.8275,7.825023999999999,7.395106376150061,7.834469135457197,7.2903496329505195,2.7310347222222218,2.731034722222222,2.8060747555555547,2.792347509239521,3.425860423251277,3.2438892659553367,3.1125,3.2,3.089648,2.917843134038799,3.219867673396135,2.880463968808934,3.7449999999999997,3.588749999999999,3.2386079999999997,4.733925051967363,3.8491214472674455,3.302445314409625,8.23875,7.699999999999999,7.143264,6.125518744569993,6.9468014068538855,5.213674588984234,2.8868333333333327,2.886833333333333,2.5499007999999996,1.9031594579350306,2.6097774301911927,2.5759987128676007,3.1449999999999996,1.5999999999999999,1.498656,3.348444809172737,1.8861290001819744,1.1801107569349618,2.7038333333333333,2.703833333333333,2.6318783999999997,0.7678774903533022,3.1047558631601504,3.087999497628544,3.366041666666667,3.3660416666666673,3.0687727999999996,4.255227703949942,3.213624802281783,3.1839973373905726,6.3575,6.82,6.208959999999999,5.331874075958517,7.0766785826779675,5.540786201543205,2.0475,1.865,1.614256,4.155235005310955,1.8890558500106458,1.5184163706652973,5.63,4.961250000000001,4.5448,4.873326734989159,5.0546930531973775,2.9431574969863377,4.03875,4.3575,4.115072,3.4317405274740658,4.274630082344803,4.341019456395166,1.80375,1.56,1.757984,2.181630141156818,1.5750551062268714,1.101086383141171,3.4050000000000002,1.93,1.8139200000000002,3.5761593507485334,2.2216555859837026,1.662323002298488,3.2510416666666666,3.2510416666666666,2.9481466666666662,3.980860595772777,3.0111621868218097,2.966666042061913,2.67125,2.28,1.8171519999999999,1.9160089051399642,2.1228695776901314,2.0073009638280572,3.1725,2.8125,2.5325493333333338,5.128172281332117,2.2244632415269847,1.9923629904453115,2.33625,1.695,1.52416,1.0135065267726702,2.5595914935142665,1.8608646982500592,4.88875,4.366250000000001,4.153096,5.432860676109472,4.40756219733289,3.855578344816389,6.37,6.135000000000001,5.784079999999999,7.353251065874561,5.857039789572099,5.117131849935337,2.2905714285714285,2.290571428571429,1.7420557714285714,1.5564722093934202,1.3297596780498802,1.2899998973841416,3.805875,3.805875,3.5781296,5.3305386182256305,4.191338043964324,4.105999403857663,4.295625,3.4800000000000004,2.689432,2.3670901808932374,1.9496445562063183,1.8084742295936782
1997-05-31,PREMON,8.05,3.698,3.5,5.6,10.39,5.082999999999998,6.06,4.6739999999999995,5.626,7.2,3.6,7.895,5.14,2.35,6.7,5.083333333333333,6.65,5.233333333333333,4.3,6.775,9.5,3.788,6.3425,7.945,7.505,7.7475000000000005,7.9150144,7.6064221232463884,8.867781414899227,7.935896283419866,2.7310347222222218,2.731034722222222,3.1628448533333327,2.900173077212145,3.9359043528944637,3.6979995152217953,3.19875,3.0600000000000005,3.2537887999999997,2.9736742945210914,4.093116407059162,3.666045051217896,4.144375,3.5037499999999993,4.183164799999999,5.543247605995633,5.31620396794152,5.010722160841618,8.92375,7.8925,8.4419584,7.276815432633528,10.5699704117285,10.47225712457249,2.8868333333333327,2.8868333333333336,3.5631404799999995,3.2875450419481793,5.1389093739269125,5.082997613590805,4.06875,2.53,3.3231935999999997,5.101862612804068,3.217829748453881,2.1929672501676016,2.703833333333333,2.703833333333333,3.4487270399999996,1.1826675064713696,4.720396176507713,4.673999375337723,3.3660416666666664,3.366041666666667,4.09166368,5.047004119596285,5.6396745234510535,5.625996802946303,6.0925,6.1225000000000005,6.605376,5.727340453522407,9.126579285297918,8.624653110899354,2.22125,1.9050000000000002,2.4085536000000003,4.829973409927977,3.136535593974841,3.061185879153225,5.979375,5.2250000000000005,5.88488,5.26687057940626,7.4692157731746605,7.30077407055323,3.8925,4.075,4.5250432,3.7966672375852824,5.65896447233447,5.995196474141636,2.02375,1.5325,1.9947903999999999,2.2079636897113866,2.9053870272757774,2.328173284706967,4.4975,2.64,3.768352,5.76934230156896,3.2319834734116992,2.9082443051815936,3.2510416666666666,3.2510416666666666,3.802221333333333,4.598188551629355,5.135101076289509,5.0833322846161915,2.95,2.5125,3.7502912,1.936766169646133,5.296049642134042,5.029451300285782,3.8099999999999996,2.7841666666666667,3.6128629333333335,6.355124669367856,4.802890169530537,4.810773974459181,2.94375,1.905,2.634496,1.458471664238333,3.1803719780183153,2.4083689435294104,5.3125,4.602500000000001,5.2018576,5.405034155030162,5.951478414872343,5.410255686411899,6.51125,6.382500000000002,7.270448,8.989490289830668,7.917937697842888,7.382281437842228,2.2905714285714285,2.290571428571429,2.5604334628571426,3.2343342457379776,3.8308208057933246,3.7879996986752937,3.805875,3.8058749999999995,4.68387776,6.212405652156935,6.40501598492852,6.342498444791231,5.03375,3.6187500000000004,4.791659200000001,9.723193853240193,6.838227711851239,6.923017195410797
1997-08-31,MONSOON,5.9,1.9493333333333327,3.33,4.985,9.68,1.945,6.22,1.4599999999999995,2.2975,7.09,2.28,6.835,3.5,2.21,6.46,2.6166666666666667,2.23,4.376666666666666,4.2,6.01,5.12,2.59,3.025,7.46,7.516249999999999,7.405,7.10900864,7.213849173614432,7.418902744586997,7.520049602688208,2.731034722222222,2.7310347222222227,2.6774402453333326,2.7636431907123287,1.8016915469597412,1.94933301631144,3.1487499999999997,3.1650000000000005,3.28427328,3.0004041407145503,2.9161699971089003,2.6276332756357004,4.4425,3.986249999999999,4.5038988799999995,5.818154887554954,3.039540193524999,3.423286378593847,9.3275,8.585,8.93717504,7.977129639272765,8.850114863749724,7.190955873235493,2.886833333333333,2.8868333333333336,2.9158842879999995,2.12643755469845,1.877435601682388,1.9449991415811756,4.51,3.76,4.48191616,6.667560967339692,1.9382109531537728,2.30209769147785,2.7038333333333333,2.703833333333333,2.6532362239999996,1.0277367437740799,1.4367982457206374,1.4599997873696782,3.366041666666667,3.366041666666667,3.3739982079999997,3.382356980798554,2.3343937690620127,2.297498458934331,5.8275,6.5925,6.7992256,6.083626280833434,4.505474274870268,5.430124902714136,2.2275,2.19,2.35713216,4.5675386918666865,1.2204675317580405,1.539442272841936,5.935,6.035000000000001,6.264927999999999,5.475571452580252,4.127591375790744,3.9083558383280126,3.71625,4.0025,4.11502592,3.7296275139406228,3.3903478408323218,3.6238906915167455,1.7675,2.075,2.08087424,2.2117232817380392,0.9862734465797889,1.042169342917141,5.16125,4.17,4.8450112,7.639939201173632,2.3267504984841265,3.1325946856037117,3.2510416666666666,3.2510416666666666,3.3279994666666664,3.3755380377924578,2.675180538007784,2.6166661869730325,3.055,2.83,3.14217472,1.9449054393512515,1.382584264758166,1.293184798452347,4.105416666666667,3.560833333333333,3.9183844266666665,6.269364634510348,2.2635483840511754,1.4568500401524873,3.32,2.7675,3.2606976000000003,1.8629369916364062,1.815425949495511,1.5347199765466133,5.528124999999999,5.175000000000001,5.5251145600000005,5.377350120266634,4.266561145941485,4.67974453181835,5.916250000000001,6.357500000000003,6.4102688,7.971248727999336,6.444136183538038,6.47233982823272,2.2905714285714285,2.290571428571429,2.5722600777142857,2.9775359349061823,2.63586321573284,2.589999793972812,3.8058750000000003,3.805874999999999,4.020326656,5.407806072104365,2.9841207088596247,3.0249992412676723,5.05625,4.9725,5.858995520000001,11.453449055088964,3.407714684471001,2.8467951306873776
1997-11-30,POMKH,7.85,2.032916666666667,2.93,3.475,9.09,1.9433333333333331,3.49,1.593333333333333,2.356666666666667,1.56,1.5,3.945,2.3,0.37,3.98,2.3374999999999995,1.47,3.6333333333333333,2.44,4.355,5.78,1.4942857142857144,1.75,2.13,7.481249999999999,7.6049999999999995,7.405405183999999,7.369788630788965,7.1588425347890645,7.289397459825991,2.731034722222222,2.7310347222222227,2.4196308138666662,2.64880775706005,1.8802347865558122,2.032916371782789,3.1574999999999998,3.2325000000000004,3.142563968,2.961570222127808,2.6934066712316502,2.401891585295953,4.615625,4.302499999999999,4.0923393279999996,5.229488551953485,3.0361750816460025,3.7345886812724403,9.4475,9.262500000000001,8.998305024,8.343282836367617,7.663403580509905,7.5980801335837205,2.886833333333333,2.8868333333333336,2.526863906133333,1.7299597027286193,1.9440892012631625,1.9433325485189223,4.4075,4.3775,4.085149696,6.235171968403427,2.6844952061264307,2.1313417421552865,2.703833333333333,2.703833333333333,2.229275067733333,0.9532524650281967,1.5433058603968683,1.59333318698351,3.366041666666667,3.366041666666667,2.9670655914666666,2.438280973747999,2.2683448312276564,2.3566662650880215,6.1206249999999995,5.5925,4.70353536,5.367297888072917,4.597355346424712,6.256361499595638,2.12875,2.2525,2.0142792959999998,3.7829037651822017,1.7063625568188086,1.7999946569773875,6.1206249999999995,5.923750000000001,5.336956799999999,5.289191120754592,4.648681672098535,5.299155570954852,3.5675000000000003,3.7825000000000006,3.3890155519999996,3.368855932262336,2.906198258312237,3.0406259634736865,1.5275,1.9725,1.3965245439999998,1.9628332419386494,0.8661997104023187,1.6516078766033768,5.229166666666667,4.825,4.499006720000001,7.833774519086907,3.9004808695750577,4.467056687947794,3.251041666666666,3.2510416666666666,2.9317996799999992,2.4764689493510295,2.4022429067173663,2.337499574441362,3.1325,3.0700000000000003,2.4733048319999997,1.950875012978888,1.1815997545002292,0.7620981738194696,3.9224999999999994,4.059166666666666,3.804363989333333,5.425135399157465,2.706745950183126,2.833035487825459,3.7125,3.12,2.9324185600000003,1.9573078133031998,1.5046914909192242,1.8684687270758569,5.5525,5.450000000000001,5.057068736000001,5.349807795582717,3.7856598449418852,4.335184112696143,5.1075,6.665000000000003,6.15816128,7.354548794300982,4.684618308493202,5.466024885897413,2.2905714285714285,2.290571428571429,2.1410703323428573,1.8056455619275906,1.5431631136058106,1.4942855954195045,3.8058750000000003,3.8058749999999986,3.1121959936,4.12969830142498,1.7304507116733632,1.749999760697818,5.055625,5.095,4.3673973120000005,4.400162551683336,3.4549310986998583,4.202093924319945
1998-02-28,POMRB,7.91,3.2438888888888884,2.5,4.27,8.41,2.576,2.8,3.088,3.1839999999999997,8.4,1.43,5.109999999999999,3.66,1.32,4.85,2.966666666666667,1.81,3.3633333333333333,3.14,5.285,0.27,1.29,4.106,2.535,7.6325,7.4275,7.607243110399999,7.531647345111573,7.868926996062843,7.706608599236294,2.7310347222222218,2.7310347222222227,2.749334043875555,2.707849530829277,3.453042597136689,3.243888650518527,3.04625,3.0650000000000004,2.8855383808,2.857430222696425,3.2392568649414892,3.0159440602961016,4.35375,4.5825,4.163403596799999,5.052830398857489,4.960735083740808,3.9342468229894,9.2225,9.392500000000002,8.7629830144,8.402053939796755,9.613884407741423,8.343597812167495,2.8868333333333327,2.8868333333333336,2.54651834368,1.9268793426199544,2.610215869463047,2.575999329186134,3.4799999999999995,4.642500000000001,3.5710898176,5.222722144337316,3.885263190272405,1.711828268017131,2.7038333333333333,2.703833333333333,2.57276504064,1.1841235482006716,3.107217521178155,3.088000039086198,3.366041666666667,3.3660416666666673,3.05383935488,2.5111596563672305,3.2197232106058915,3.184000048204086,5.6275,6.062500000000001,6.1821212160000005,5.962336474060335,6.329591919450135,4.6973730238555795,1.8924999999999998,2.2024999999999997,1.7805675775999998,2.9960993802300986,2.2351082465697263,1.686430183662016,5.716875,5.946250000000001,5.246174079999999,5.27495480587312,6.1210455701807485,3.8507231448300585,3.2625,3.6500000000000004,3.4974093312,3.380500870652856,4.246378427121895,4.265542288595929,1.22625,1.5624999999999998,1.3659147263999998,1.875930343681142,2.024179007884466,1.6773805606847254,4.602083333333333,5.4975,4.639404032,8.004188697994397,4.954870433340022,3.540574172226368,3.2510416666666666,3.2510416666666666,2.945746474666666,2.429353090255913,3.0371304757628366,2.9666664988571756,3.07,3.0400000000000005,2.2079828991999997,1.9578211157549563,2.242253423763484,2.0771227822038125,3.929375,4.151666666666666,3.627951726933333,4.549461055941612,3.898463913666096,3.328378833046897,3.56875,3.5200000000000005,3.0154511360000003,2.160501395740587,2.7675764232872586,2.0716259069903598,5.2612499999999995,5.606250000000001,5.148241241600001,5.3224065899940065,5.550030374060112,4.3532916583684935,5.12875,5.167500000000002,3.8028967679999996,4.390296995416391,6.520580844454141,6.039427776444419,2.2905714285714285,2.290571428571429,1.8006421994057142,1.1612536723601081,1.3393607432886108,1.2899999275167942,3.805875,3.805874999999999,3.50971759616,4.0355163420856375,4.20889973254214,4.106000661726127,4.481875,5.0175,3.6344383872000003,2.171422957455208,3.620173128879622,2.5009778958702924
1998-05-31,PREMON,8.48,3.698,4.24,5.865,10.83,5.082999999999998,4.18,4.6739999999999995,5.626,7.665000000000001,3.01,9.29,4.48,2.07,4.553333333333334,5.083333333333333,7.39,3.4,5.84,6.345,9.02,3.788,6.3425,8.25,7.6075,7.534999999999999,7.9563458662399995,7.832845296078011,8.781456377809269,7.909692179272576,2.7310347222222218,2.7310347222222227,3.1288004263253333,2.8264858334618985,3.953004385109747,3.6979996208095627,2.7575,3.25,3.42732302848,3.053772803813697,4.017148821710061,3.582021424467063,3.9187499999999997,4.64875,4.84404215808,5.606491539567877,6.432494370056964,5.947359330219562,8.44375,9.502500000000001,9.589789808639999,9.27798925824907,11.479969004740253,10.73446256670446,2.8868333333333327,2.8868333333333336,3.5611110062079994,3.318260238592659,5.1390507097715314,5.08299886838645,2.61625,4.172500000000001,3.81465389056,4.943193709981018,4.98820175047732,4.078946200251422,2.703833333333333,2.703833333333333,3.4132590243839998,1.730815208943211,4.722268294290045,4.673999983621941,3.3660416666666664,3.366041666666667,4.082703612928,4.584335701982131,5.644533008309049,5.626000093133335,5.425,6.178750000000002,6.775272729600001,6.396020595569284,9.047954109105836,8.502917140600672,1.69375,2.0549999999999997,2.2723405465599997,3.0112718990964233,3.328067978574142,3.2198612722106414,5.0024999999999995,6.295000000000001,6.863704447999999,5.795917036759344,8.156490279505496,7.6802083458852195,3.1237500000000002,3.4850000000000003,3.8904455987200004,3.6090381604866666,5.614839144895582,5.572964680402029,1.1,1.4924999999999997,1.64754883584,1.902888644498949,2.92936699152137,2.0653432935854004,4.178333333333334,4.960833333333333,4.604975752533333,7.670098002968249,5.949829319928833,6.019882074983889,3.2510416666666666,3.2510416666666666,3.800781218133333,4.116818569120571,5.159021862883629,5.083333074689317,2.9499999999999997,3.225,4.280789739519999,1.9807741011652438,5.869516273298833,5.739999346261366,3.8781250000000007,3.6933333333333325,3.53677103616,3.9675741665327746,5.932411379008536,5.066664465952294,3.1062499999999997,3.9050000000000002,4.1452706816,2.8067611598316424,3.4730133423885263,3.306611875250053,4.885625,5.498750000000001,5.626944744960001,5.29514578747622,6.919647272609598,6.3112160783708084,4.93875,5.047500000000002,5.889738060799999,6.283543256827787,6.067683820190563,6.1054218894539645,2.2905714285714285,2.290571428571429,2.595585319643429,3.7836155354088365,3.837948754002139,3.7879997871578417,3.805875,3.8058749999999986,4.642830557696,4.935739097823013,6.417256951205803,6.342500220788173,3.8449999999999998,5.09375,5.480663032320001,10.166561204300367,7.940682631114887,7.350418404224395
