Date,Season,Morni,Barwala,Pinjore,Morni_Trend,Morni_SMA,Morni_EWMA,Morni_DES,Morni_TES,Morni_ARIMA,Barwala_Trend,Barwala_SMA,Barwala_EWMA,Barwala_DES,Barwala_TES,Barwala_ARIMA,Pinjore_Trend,Pinjore_SMA,Pinjore_EWMA,Pinjore_DES,Pinjore_TES,Pinjore_ARIMA
1996-02-29,POMRB,7.29,14.183333333333332,17.464000000000002,,,7.29,12.435889093480256,9.697013684740632,0.0,,,14.183333333333332,13.2635675529662,13.669209771046809,0.0,,,17.464000000000002,16.886308930217364,17.228087305941397,0.0
1996-05-31,PREMON,13.54,13.456666666666667,19.712,,,9.79,19.330301748574716,10.162509203606273,7.231520171219637,,,13.892666666666665,13.230021331779286,14.2683242571736,14.183315061656863,,,18.3632,17.527866670468097,19.063795287516683,17.463059445559367
1996-08-31,MONSOON,13.33,12.306363636363635,17.278,12.1675,,11.206,18.085711736630415,11.3304261164263,9.854616624778785,13.177528409090908,,13.258145454545453,13.098062244542223,12.057698330854022,13.715283195750626,17.088333333333335,,17.929119999999998,17.418762275771385,17.737703782670835,17.94235491022053
1996-11-30,POMKH,11.665,13.633333333333333,14.053333333333333,12.795000000000002,11.456249999999999,11.389599999999998,13.077560608115498,11.278546127380771,13.789154849646298,13.068049242424241,13.394924242424242,13.408220606060604,13.095339931125432,13.192807905409037,13.068384645582457,17.263958333333335,17.126833333333334,16.378805333333332,16.382302522933692,16.672808469742154,19.159172447104694
1997-02-28,POMRB,12.98,12.444166666666662,17.156,12.71125,12.878749999999998,12.025759999999998,12.68422973015702,10.635321156491774,11.71476629292698,13.262170454545453,12.960132575757575,13.022599030303027,12.987938078938152,13.776404370804267,13.727676464047677,17.529083333333332,17.049833333333332,16.689683199999997,16.38205056053338,16.886350802970874,17.1323763862265
1997-05-31,PREMON,12.87,14.32,21.425,12.825624999999999,12.711249999999998,12.363456,12.60366063573267,14.063658864447827,13.705944206536651,13.336916666666667,13.175965909090909,13.541559418181816,13.05594328809641,13.870178454667814,12.927499000531034,17.951916666666666,17.47808333333333,18.58380992,17.699948161051104,18.79280651961597,15.279153962971842
1997-08-31,MONSOON,13.33,12.996,17.686,12.907499999999999,12.71125,12.7500736,13.32014580057064,13.181300178530849,13.590122777709418,13.465875,13.348374999999999,13.32333565090909,13.000860860043252,12.004813439928267,13.362187992905657,18.48575,17.580083333333334,18.224685952,17.806579265972076,17.63470348290308,17.73944312446153
1997-11-30,POMKH,12.58,13.54166666666667,17.028,12.9225,12.94,12.68204416,12.560322857189764,12.0976352321114,12.894717419634333,13.523479166666668,13.325458333333332,13.41066805721212,12.998997630550427,13.343147592626611,13.543579351433777,18.0074375,18.32375,17.7460115712,17.685139339552617,16.317907210070864,20.20101758006429
1998-02-28,POMRB,12.72,13.5675,18.452,12.7925,12.875,12.697226496,12.551189892521625,11.866071734285192,12.291942774121612,13.34207575757576,13.606291666666667,13.473400834327272,12.999585406779499,13.860508056191122,13.331511565319769,17.436875,18.647750000000002,18.02840694272,17.979358794475377,17.561117894525125,17.72299387300181
1998-05-31,PREMON,13.25,13.6575,16.302500000000002,12.38625,12.97,12.9183358976,13.326455842298833,14.035546490806098,14.158930062494193,13.210401515151517,13.440666666666667,13.547040500596363,13.00806053061991,14.238714411185931,13.734206705581775,17.470625000000002,17.367125000000005,17.338044165632,17.591887741280626,19.946838702660195,17.411519110581786
1998-08-31,MONSOON,11.91,12.20727272727273,18.244,11.9575,12.615000000000002,12.51500153856,11.804557074670189,13.56922113387881,14.176771105535813,13.019562500000003,13.243484848484849,13.01113339126691,12.88778980338702,12.091159700156345,13.045059240499949,17.318125000000002,17.506625000000007,17.700426499379198,17.8001110202922,17.2989335859158,18.143859522539522
1998-11-30,POMKH,10.75,13.277000000000001,16.740000000000002,11.57875,12.157500000000002,11.809000923136,10.084144891921698,11.842544121909967,11.61533149558343,12.787573863636364,13.177318181818183,13.117480034760145,12.872981257308485,13.18999033900006,13.22846262833308,17.408395833333334,17.43462500000001,17.31625589962752,17.537547829499115,16.240151656029653,16.90964733462822
1999-02-28,POMRB,11.12,12.305454545454545,17.52,11.18625,11.757500000000002,11.533400553881599,10.472661945008895,11.066300961501888,11.930754885675103,12.762659090909093,12.861806818181817,12.792669839037906,12.77380827882538,13.67683120021652,13.247294617185238,17.34241666666667,17.20162500000001,17.397753539776513,17.52367968443988,17.475541660288243,18.026809448408837
1999-05-31,PREMON,11.82,13.063636363636364,17.956666666666667,10.9025,11.400000000000002,11.64804033232896,11.84253867006244,12.60968155842696,10.226318432534352,12.496796717171717,12.71334090909091,12.90105644887729,12.750665122740367,13.759893137215053,13.170413330240565,17.104166666666664,17.615166666666674,17.621318790532573,17.642632273315655,19.000991387692142,17.118536998063043
1999-08-31,MONSOON,10.2,12.601818181818182,16.062,10.798749999999998,10.972500000000004,11.068824199397376,10.154957057780157,11.974802582370245,10.63272365569916,12.018309343434343,12.811977272727272,12.781361142053647,12.688902259465758,11.580851872201855,12.539696479377923,16.751166666666666,17.069666666666674,16.997591274319547,17.19021152008656,17.524574384700145,17.63840998430301
1999-11-30,POMKH,10.19,10.755555555555556,17.016,10.75,10.832500000000003,10.717294519638425,9.741973200359906,10.311219171969325,10.608097841827949,11.559825757575757,12.181616161616162,11.97103890745441,12.469913590720257,12.92733660241027,13.26852288444123,16.164916666666667,17.138666666666673,17.00495476459173,17.065198007257745,15.980103811502396,17.778816089646277
2000-02-29,POMRB,10.85,10.999,14.42,10.853750000000002,10.765000000000004,10.770376711783054,10.727235097868125,10.133712215348872,10.11400685514006,11.087671717171718,11.855002525252527,11.582223344472647,12.292564453459054,12.795957061318134,11.985934625382496,16.523104166666666,16.363666666666674,15.970972858755038,16.206477786352217,17.236308946431947,16.63271877624158
2000-05-31,PREMON,11.7,10.702222222222224,16.366666666666667,11.04875,10.735000000000005,11.142226027069832,12.199438642155663,11.774968649850473,10.386565271315629,11.00825,11.264648989898992,11.230222895572478,12.105353506295351,12.76253964091519,12.400221412492265,16.660124999999997,15.966166666666677,16.12925038191969,16.03129373499578,18.09651297246537,17.044756435381842
