Date,Season,Phagwara,Sultanpur Lodhi,Dhilwan,Kapurthala,Nadala,Phagwara_Trend,Phagwara_SMA,Phagwara_EWMA,Phagwara_DES,Phagwara_TES,Phagwara_ARIMA,Sultanpur Lodhi_Trend,Sultanpur Lodhi_SMA,Sultanpur Lodhi_EWMA,Sultanpur Lodhi_DES,Sultanpur Lodhi_TES,Sultanpur Lodhi_ARIMA,Dhilwan_Trend,Dhilwan_SMA,Dhilwan_EWMA,Dhilwan_DES,Dhilwan_TES,Dhilwan_ARIMA,Kapurthala_Trend,Kapurthala_SMA,Kapurthala_EWMA,Kapurthala_DES,Kapurthala_TES,Kapurthala_ARIMA,Nadala_Trend,Nadala_SMA,Nadala_EWMA,Nadala_DES,Nadala_TES,Nadala_ARIMA
1996-02-29,POMRB,6.735,5.755,4.53,4.4366666666666665,9.220231910946195,,,6.735,8.939288181292646,6.7633213313899105,0.0,,,5.755,9.113011757830042,6.3784374999999995,0.0,,,4.53,4.8071031668120705,4.617357857785578,0.0,,,4.4366666666666665,5.111441348709422,3.8682574881384983,0.0,,,9.220231910946195,10.130383875213989,9.47807102548527,0.0
1996-05-31,PREMON,8.106666666666667,8.23,5.9,6.7600000000000025,9.565694444444443,,,7.283666666666667,10.02367151616808,7.881883947078325,6.734982552924275,,,6.745,9.16574680813255,9.404342105263158,5.754889367102272,,,5.078,5.312747616596538,5.679326302828375,4.529997092402813,,,5.366000000000001,5.623830715636796,5.849681842042918,4.436635320171602,,,9.358416924345494,9.958596330734812,9.534320885303783,13.830338403307493
1996-08-31,MONSOON,8.05,7.34,4.19,4.5,11.813727153188694,8.168041666666667,,7.5902,10.506171143307201,7.922506483868327,7.4844643157091335,8.436874999999999,,6.983,8.90801100896948,8.99424465118822,6.983818662678049,5.2325,,4.7228,4.8159403764986015,4.611384560294358,5.31353975515408,6.118333333333334,,5.0196000000000005,5.358003614855502,7.272791126701708,5.666130371749288,10.546343604903186,,10.340541015882774,10.382470111284368,11.503093459420667,9.911241065901837
1996-11-30,POMKH,9.655,12.15,5.98,7.15,11.58572091103341,8.230770833333333,8.136666666666667,8.41612,11.392147049232412,9.025022434656858,7.727002295213152,9.01625,8.36875,9.049800000000001,9.998805457694855,14.215301559024901,7.121651532771004,5.461875000000001,5.15,5.2256800000000005,5.353837300933443,4.898431771857477,4.778861851535201,6.293749999999999,5.711666666666668,5.87176,5.91315881620204,5.292622784076352,5.2053786786791045,10.546343604903187,10.546343604903186,10.838612973943029,10.678557663243689,11.049022274491524,12.856850875789192
1997-02-28,POMRB,6.9860000000000015,6.3,5.19,7.689999999999999,9.220231910946195,8.0311875,8.199416666666668,7.844072000000001,10.345323572293289,8.014470510560724,7.825017315386609,9.619375,8.504999999999999,7.94988,9.31750002871624,7.673017590867417,6.6552741294755,5.713333333333333,5.315,5.2114080000000005,5.29145609570009,5.032082662732627,5.186404878296974,5.80625,6.525,6.599055999999999,6.469121847769605,4.736952272743436,5.654415606812483,10.546343604903186,10.546343604903186,10.191260548744296,10.330579713626637,9.737402394353891,12.798233996601635
1997-05-31,PREMON,8.3575,12.32,7.075,4.91,9.565694444444443,7.7364999999999995,8.262125000000001,8.049443199999999,9.914752917171601,8.894794858447622,8.26770119915017,10.286874999999998,9.5275,9.697928000000001,10.33842288316928,10.11565493968089,8.295218734797157,5.680416666666667,5.608750000000001,5.956844800000001,6.1109969432714575,6.29684644089571,5.5586375439512254,5.066249999999999,6.0625,5.923433599999999,6.088116686413667,7.411251345930191,6.702923668110162,10.546343604903186,10.546343604903186,9.941034107024354,10.129219115437841,9.699451946353145,10.443235857384021
1997-08-31,MONSOON,6.2025,8.075,5.026666666666667,2.45,11.813727153188694,7.586375,7.800250000000001,7.310665919999999,8.367395162848513,8.677995536671506,8.269318017596138,10.713333333333333,9.71125,9.0487568,10.045191413354273,9.65033591147974,7.963698100948716,5.532916666666667,5.817916666666667,5.584773546666668,5.6333543011260785,5.251748711861251,5.762091714954997,4.58625,5.55,4.534060159999999,5.1165196962458435,7.843103375447079,5.739605306814746,10.546343604903186,10.546343604903186,10.69011132549009,10.527642365839624,11.607189756964823,11.142974278617071
1997-11-30,POMKH,9.145,16.755,4.88,3.28,11.58572091103341,7.27,7.672750000000001,8.044399552,8.578816603426327,9.119603668730315,8.461395938125834,12.524166666666666,10.862499999999999,12.13125408,12.231464817407085,14.524052302339292,11.200227562105775,5.297291666666666,5.542916666666667,5.302864128,5.30457086480879,6.111195575098485,5.92516690204146,4.485,4.5825,4.032436096,4.644782810656179,5.10158354215256,5.273404524734529,10.546343604903187,10.546343604903186,11.048355159707418,10.801659350180874,11.113662738618594,11.151433539750192
1998-02-28,POMRB,6.295000000000001,5.1066666666666665,5.11,7.72,9.220231910946195,7.127604166666668,7.500000000000001,7.3446397312,7.393132763988323,7.491221241613415,6.927426263613973,14.746666666666664,10.564166666666667,9.321419114666666,10.890254328276363,8.99702085413047,7.67633298876126,5.139583333333333,5.522916666666666,5.2257184768,5.22816014802417,4.979186313212811,5.255849046111228,4.795833333333334,4.59,5.5074616576,5.555778498186276,3.476963229659188,4.787283424581299,10.546343604903186,10.546343604903186,10.317105860202929,10.43411394815259,9.77661923823445,10.088249451648606
1998-05-31,PREMON,6.5175,28.0,5.27,4.07,9.565694444444443,6.767916666666666,7.040000000000001,7.01378383872,6.647317063182997,8.448958882278959,7.647189515730899,14.311041666666666,14.484166666666665,16.792851468800002,16.37458872416517,13.987491930239354,11.557393637459374,5.225,5.071666666666666,5.24343108608,5.258662067142956,6.435095034336106,5.702256286979359,5.362916666666667,4.38,4.93247699456,5.187115078380991,6.5260783505781665,5.122389231964944,10.546343604903186,10.546343604903186,10.016541293899536,10.21565211858308,9.722362684874684,10.036927231663466
1998-08-31,MONSOON,6.903333333333332,10.175,5.57,5.776666666666667,11.813727153188694,6.319583333333334,7.215208333333333,6.969603636565333,6.371244589048074,7.300808012628654,6.258353400782151,13.683333333333335,15.009166666666665,14.145710881280001,16.272737775003947,11.9005999936449,9.769520950231612,5.213125,5.2075,5.374058651648,5.4112996388367,4.252410157553156,4.959843375672223,4.975416666666666,5.211666666666667,5.270152863402667,5.401138398030735,6.97105573466519,4.340683737650431,10.546343604903186,10.546343604903186,10.735415637615198,10.599466355093424,11.61971192016447,11.053324738087206
1998-11-30,POMKH,5.566666666666667,11.17,5.02,4.49,11.58572091103341,6.313854166666665,6.320625000000001,6.408428848605867,5.642655927656495,9.029113915488786,8.22753822432014,13.75375,13.612916666666667,12.955426528768001,16.16748136766129,19.881216107019693,15.70618263467875,5.15625,5.2425,5.2324351909888005,5.246017073207161,5.426596307823494,5.185918000494191,4.670833333333333,5.514166666666666,4.958091718041601,5.193333977899162,5.449504017155544,4.923901625969156,10.546343604903187,10.546343604903186,11.075537746982484,10.860955869167281,11.11963091936185,11.141320405161569
1999-02-28,POMRB,6.286666666666666,5.67,4.875,3.41,9.220231910946195,6.390833333333333,6.3185416666666665,6.359723975830187,5.546232650772448,6.019505938642839,5.166838500115223,13.366875,13.75375,10.0412559172608,14.25446285364768,8.366284629138267,7.687078420689123,5.0975,5.18375,5.089461114593281,5.089556265923143,5.0829172126271915,5.175875864465681,4.6691666666666665,4.4366666666666665,4.338855030824961,4.737320483744144,4.075367413901828,5.6451035598283665,10.546343604903186,10.546343604903186,10.333415412567968,10.482566124159664,9.778512738823174,10.074428194311832
1999-05-31,PREMON,6.48,28.0,5.05,5.9433333333333325,9.565694444444443,6.695833333333334,6.309166666666666,6.407834385498113,5.6829423148187335,7.230377500712214,6.1606832686691435,12.493749999999999,13.75375,17.224753550356482,18.849642365781072,27.626029987477537,22.714674157983623,5.1049999999999995,5.12875,5.073676668755969,5.082883861976208,5.974627409310366,5.088118047739641,4.335833333333333,4.904999999999999,4.98064635182831,5.121308058740557,5.698308671660328,4.286212054023091,10.546343604903186,10.546343604903186,10.026327025318558,10.254826568300384,9.721779459324853,10.031405917391623
1999-08-31,MONSOON,7.5566666666666675,7.08,5.32,3.89,11.813727153188694,7.0325,6.472499999999999,6.867367297965535,6.4241357393578165,6.842986167053773,5.958183843930024,12.165,12.98,13.16685213021389,16.99496611615192,11.537304900980725,11.199707836814706,5.331875000000001,5.06625,5.172206001253581,5.201514566394893,4.702537787772124,5.152674967615494,4.401458333333332,4.433333333333333,4.5443878110969855,4.8205245060555155,6.9281119122127635,5.1024854668329,10.546343604903186,10.546343604903186,10.741287076466612,10.630799806606046,11.617677226174866,11.05175527848823
1999-11-30,POMKH,7.353333333333333,7.28,5.33,3.71,11.58572091103341,7.327499999999999,6.9191666666666665,7.061753712112655,6.954389586972861,8.107823880844034,6.8609607564636805,11.667291666666667,12.0075,10.812111278128334,15.079753799445879,13.543769431837397,11.647252830683666,5.6762500000000005,5.14375,5.235323600752149,5.271203446296721,5.022071388082549,5.076760021773199,4.384166666666666,4.238333333333333,4.210632686658191,4.5510933000151,4.870852613862164,4.497977814984876,10.546343604903187,10.546343604903186,11.079060610293332,10.885664822358562,11.116798286275365,11.134521377507898
