Date,Season,Indapur,Mulshi,Purandhar,Bhor,Daund,Khed,Ambegaon,Junnar,Pune City,Mawal,Haveli,Velhe,Baramati,Shirur,Indapur_Trend,Indapur_SMA,Indapur_EWMA,Indapur_DES,Indapur_TES,Indapur_ARIMA,Mulshi_Trend,Mulshi_SMA,Mulshi_EWMA,Mulshi_DES,Mulshi_TES,Mulshi_ARIMA,Purandhar_Trend,Purandhar_SMA,Purandhar_EWMA,Purandhar_DES,Purandhar_TES,Purandhar_ARIMA,Bhor_Trend,Bhor_SMA,Bhor_EWMA,Bhor_DES,Bhor_TES,Bhor_ARIMA,Daund_Trend,Daund_SMA,Daund_EWMA,Daund_DES,Daund_TES,Daund_ARIMA,Khed_Trend,Khed_SMA,Khed_EWMA,Khed_DES,Khed_TES,Khed_ARIMA,Ambegaon_Trend,Ambegaon_SMA,Ambegaon_EWMA,Ambegaon_DES,Ambegaon_TES,Ambegaon_ARIMA,Junnar_Trend,Junnar_SMA,Junnar_EWMA,Junnar_DES,Junnar_TES,Junnar_ARIMA,Pune City_Trend,Pune City_SMA,Pune City_EWMA,Pune City_DES,Pune City_TES,Pune City_ARIMA,Mawal_Trend,Mawal_SMA,Mawal_EWMA,Mawal_DES,Mawal_TES,Mawal_ARIMA,Haveli_Trend,Haveli_SMA,Haveli_EWMA,Haveli_DES,Haveli_TES,Haveli_ARIMA,Velhe_Trend,Velhe_SMA,Velhe_EWMA,Velhe_DES,Velhe_TES,Velhe_ARIMA,Baramati_Trend,Baramati_SMA,Baramati_EWMA,Baramati_DES,Baramati_TES,Baramati_ARIMA,Shirur_Trend,Shirur_SMA,Shirur_EWMA,Shirur_DES,Shirur_TES,Shirur_ARIMA
1996-02-29,POMRB,5.055999999999999,1.1966666666666663,4.255,2.26,3.4625,4.699,4.2375,10.701666666666666,2.82,2.37,4.042727272727273,1.205,6.207999999999998,6.74,,,5.055999999999999,5.894841016423031,5.375509125158017,0.0,,,1.1966666666666663,1.0655463193018362,1.253223563716978,0.0,,,4.255,3.7093772722557654,4.89157479069728,0.0,,,2.26,3.615119647829858,2.306875,0.0,,,3.4625,3.524960363593065,3.4205134994447723,0.0,,,4.699,3.7542299336526708,4.305523839435143,0.0,,,4.2375,4.401422149577774,4.7181754020237,0.0,,,10.701666666666666,9.347037336264075,9.505748937721732,0.0,,,2.82,2.862510470712396,3.291420578260656,0.0,,,2.37,2.5418995012645773,2.3799818705304516,0.0,,,4.042727272727273,2.6258519697817997,4.602281798072425,0.0,,,1.205,1.300370916000421,1.7141496559389733,0.0,,,6.207999999999998,5.513356905637822,6.11535437866198,0.0,,,6.74,6.846549840424235,6.3146661005832865,0.0
1996-05-31,PREMON,5.5,2.3666666666666667,8.62125,4.0,5.285,7.387777777777778,8.445,13.975,3.6,2.645,7.17375,3.75,8.344999999999999,5.88,,,5.233599999999999,6.321344164184331,6.774651108524498,5.055967135297744,,,1.6646666666666665,1.7762484618038008,2.269022064404716,1.1966650969633927,,,6.0015,3.79325383638114,6.603821598192785,2.51126238164439,,,2.956,2.8066068111603943,4.091153047091413,2.2599960714529352,,,4.1915,3.8746173359949596,4.814145335888121,3.4624932262541814,,,5.774511111111112,3.979093369672708,6.186519373713633,4.698963547979712,,,5.9205000000000005,5.080942595977175,6.294067955219025,4.237489276156998,,,12.011,9.783285954439117,11.646120829951787,3.93556480891841,,,3.132,2.8751364668403814,3.968766560348213,2.7046638027242666e-10,,,2.48,2.7251506729862087,2.6644284316078344,-3.36870280030362e-12,,,5.295136363636364,3.6509546522936605,5.471833689359879,4.042722028579627,,,2.223,1.331498567350535,2.641604047955041,-3.602992305734554e-11,,,7.062799999999998,6.630831494612056,8.152478499871947,4.678027209148254,,,6.395999999999999,6.769107066882241,8.592100261800956,6.739956957415943
1996-08-31,MONSOON,4.723333333333334,0.9966666666666668,4.247777777777778,1.42,2.8175,1.6769999999999998,3.3875,8.463333333333333,1.74,0.505,3.824285714285714,0.245,6.3679999999999986,8.203333333333333,4.348145833333334,,5.029493333333333,6.536242384619159,3.0306634238535954,5.273578331997855,1.3737500000000002,,1.3974666666666666,1.9068384119937347,0.7921091349626505,1.8069536639404877,4.772048611111112,,5.300011111111111,3.815734949931885,4.254725896889726,4.945903685030176,2.3449999999999998,,2.3415999999999997,1.9298847264623173,1.55284816913621,3.3832400313721345,3.4567708333333336,,3.6418999999999997,3.6686691838999463,2.7974344489754763,4.62711665338967,4.114251262626262,,4.135506666666667,2.9316801476065035,1.8338544998476278,5.985434523214293,4.6771875000000005,,4.9073,4.853614612146194,4.601468095516445,6.366315524018758,9.639791666666666,,10.591933333333333,9.644681219144319,9.681562537264009,4.269434133481559,2.70125,,2.5752,2.8865802112763013,1.4456646892106,5.658854575745902e-10,1.658125,,1.69,2.361950169226861,0.5333325722623228,4.6858030974234935e-14,4.480385551948052,,4.706796103896104,3.570274045220901,3.6995750080805054,6.032961579101957,1.639375,,1.4318,1.3282014520287466,0.39837524598016194,-2.1729368319253292e-10,6.159416666666665,,6.784879999999999,6.688637390304298,6.3877143381020405,6.2715426674173544,5.615520833333333,,7.118933333333333,6.84629772148033,5.327563523369543,6.280243718515894
1996-11-30,POMKH,2.7875000000000005,0.5133333333333333,2.546666666666667,1.38,2.513333333333333,3.0263636363636364,2.9975,6.956666666666666,1.93,1.34,2.93,1.35,4.461666666666666,2.9775,4.437083333333334,4.516708333333334,4.132695999999999,6.310413454491888,3.639412757433623,5.103486170192708,1.5066666666666666,1.2683333333333333,1.0438133333333333,1.7919765367345426,0.8778291300024055,1.4743029118846978,4.238975694444445,4.917673611111111,4.198673333333334,3.814432868249507,4.18905491441533,3.3104650052884113,2.425,2.2649999999999997,1.9569599999999996,1.367496563453436,1.551980810604865,1.9470354132356764,3.243333333333333,3.5195833333333337,3.1904733333333333,3.443202258087072,3.2101387010780327,3.390257517207262,3.9734671717171715,4.197535353535353,3.691849454545455,2.502723232923913,3.59339141623185,4.747788138407343,4.30375,4.766875,4.1433800000000005,4.576558109307117,4.100291432369365,5.334328125262439,8.918791666666666,10.024166666666666,9.137826666666665,9.374128398428955,9.180198045831649,4.359742281199112,3.1849999999999996,2.5225,2.31712,2.898189857850966,2.985506285150066,6.186445742871271e-10,1.628125,1.715,1.55,2.19196659199603,1.37668052617871,-1.5729347214963438e-12,4.250290178571428,4.492690746753246,3.9960776623376626,3.252290941522861,3.73306338731094,4.384127835769169,1.5975000000000001,1.6375000000000002,1.39908,1.335729356435865,0.850437109384997,-3.958114294782286e-11,5.975458333333332,6.3456666666666655,5.855594666666666,5.85283181937396,5.682587497309509,5.506681340267015,5.917083333333333,5.950208333333333,5.462359999999999,6.582131024333455,4.418843417895515,7.04751230380255
1997-02-28,POMRB,3.7075,2.04,3.0900000000000003,2.9,2.96,4.032727272727272,3.52,7.626666666666666,4.25,1.915,3.9442857142857135,1.22,4.718,4.0625,4.763541666666667,4.179583333333333,3.9626175999999997,6.198336893258432,5.498246481289434,4.785485599180032,1.5116666666666667,1.4791666666666667,1.442288,2.202380154094608,1.366609031361223,1.1991757295332426,3.707698412698413,4.626423611111111,3.7552040000000004,3.8206707571157223,4.8432113251230815,3.8274335338307566,2.395,2.425,2.3341759999999994,1.2548609268024953,2.438972175069339,2.3240916486402696,3.1859374999999996,3.3939583333333334,3.0982839999999996,3.3501984881852085,3.445675388298473,3.2237748726851043,3.9207171717171714,4.030967171717171,3.828200581818182,2.4847131220166583,4.665612695103418,4.4848100195832306,4.127395833333334,4.5874999999999995,3.8940280000000005,4.409008611737502,4.675656606779594,4.514468863769149,8.725083333333332,9.255416666666665,8.533362666666665,9.194707617806822,9.522530395755352,10.348497605605115,3.4587499999999998,2.88,3.090272,2.9113720844043907,3.3540501508655853,2.4849556528193704,1.64625,1.60125,1.696,2.1566565416311696,2.4118544674112656,2.092083613839755,4.021339285714286,4.468080357142856,3.975360883116883,3.3201664183587143,4.708925508539915,3.876389212503371,1.580625,1.64125,1.327448,1.3419531951161703,1.8578453733427431,0.9310034223307521,5.925249999999999,5.973166666666666,5.4005567999999995,5.2725170844713425,5.643500154260742,5.451037453025512,5.929791666666667,5.280833333333334,4.902416,6.40535553157439,6.199969575411619,6.089749672828255
1997-05-31,PREMON,7.56,2.5866666666666664,5.521666666666667,4.0,4.08,6.927777777777778,6.175,11.282,6.04,2.86,5.431428571428572,3.4,8.363333333333333,10.97,4.9184375000000005,4.694583333333333,5.40157056,6.77518913315807,6.878320625469844,4.880308069220056,1.57625,1.5341666666666667,1.9000394666666667,2.7566092134515934,2.45638554996079,2.161970234371967,3.7214285714285715,3.851527777777778,4.461789066666667,3.860537804461622,6.087559397021926,7.253612487177596,2.40875,2.425,3.0005055999999994,1.413933329876643,4.222197049681357,3.5416511720555865,3.3899999999999997,3.0927083333333334,3.4909703999999997,3.496464685743064,4.689405757026934,4.1805776746886725,4.125782828282828,3.9159671717171705,5.06803146020202,3.3090914692809044,6.696881791898935,6.056669498889941,4.381354166666667,4.02,4.806416800000001,4.700183048515804,6.147022703970975,5.753696861351889,8.937791666666667,8.582166666666664,9.6328176,9.385791653939451,11.038060060274512,12.32323004155887,3.525,3.4899999999999998,4.270163200000001,2.925783673651352,4.031602395119754,3.1722838121061248,1.66875,1.6550000000000002,2.1616,2.3428593912874343,2.6665799851310226,2.334835931902096,4.131428571428572,4.032499999999999,4.557787958441558,3.893679877676872,5.539632747810578,5.732642705023451,1.5325,1.55375,2.1564688,1.369478748100766,2.7689264780855605,2.89731355519878,5.944541666666666,5.97775,6.585667413333333,6.467199212291183,7.177816892207993,6.683848940864941,5.6665625,6.553333333333334,7.3294496,6.68476125902765,8.13253588636059,5.569338259935362
1997-08-31,MONSOON,5.275,0.8166666666666668,3.0971428571428565,1.18,3.563333333333333,1.715,4.246666666666667,9.606666666666667,1.49,0.435,3.735,0.46,5.947999999999999,3.215,5.0784375,4.8325000000000005,5.350942336,6.86909193495677,3.181477331754476,4.6831193183304665,1.5608333333333333,1.4891666666666665,1.4666903466666665,2.5619293665475777,1.0027457157704194,1.1249716768876499,3.953809523809524,3.5638690476190478,3.9159305828571433,3.8664326100885362,2.655987259981464,2.7962537071403175,2.49625,2.3649999999999998,2.2723033599999996,1.1199239922918582,1.6504785371557542,1.6773716423858214,3.495,3.279166666666667,3.519915573333333,3.5120293777970857,2.36580777808875,3.0334890191952892,4.432146464646465,3.9254671717171705,3.7268188761212118,2.7419028555957206,1.948283006365258,2.619188276909422,4.643541666666667,4.234791666666666,4.582516746666668,4.643552116014298,4.125665636541025,4.139518946265728,9.057791666666667,8.867999999999999,9.622357226666667,9.3964286919545,8.652140133300467,7.636524301712252,3.5999999999999996,3.4274999999999998,3.1580979200000003,2.9372447819233947,1.5088614066399897,1.5332705092510293,1.674375,1.6375000000000002,1.4709599999999998,1.9499373399676336,0.5433226544633651,0.4457815295310392,4.238392857142857,4.01017857142857,4.228672775064935,3.875381228048328,3.4245239884765137,3.965169862923617,1.466875,1.6075,1.4778812799999999,1.3681226939977857,0.4649704240442334,0.18929115220087822,6.121583333333334,5.872750000000001,6.330600447999998,6.399656274737812,5.903439467265342,6.439990237315513,6.4296875,5.30625,5.683669760000001,6.446627694645001,5.614785374373599,7.510359662583738
1997-11-30,POMKH,3.475,1.21,3.8071428571428574,1.73,3.4,4.6288888888888895,4.17,7.5150000000000015,2.71,1.59,3.9,0.75,5.0360000000000005,5.86,5.309374999999999,5.0043750000000005,4.6005654016,6.571617206085982,3.759292056643561,3.8882446353671836,1.4254166666666666,1.663333333333333,1.364014208,2.456738649338258,0.9650275167697442,0.7051764777441478,4.180505952380952,3.8789880952380953,3.872415492571429,3.882107429299379,2.778082979254548,2.121297874789944,2.524583333333333,2.4524999999999997,2.055382016,1.0143464966374447,1.6060077220600435,1.5870488519558177,3.5520833333333335,3.500833333333333,3.4719493439999995,3.4923069541065295,3.113012183673235,3.1444650042278073,4.345833333333334,4.326098484848484,4.087646881228283,3.0387499587840665,3.5997546268819054,3.4150918134270927,4.781041666666667,4.527916666666667,4.4175100480000005,4.577571849034112,3.831220050637221,4.02626486098772,8.979416666666667,9.007583333333333,8.779414336,9.204046079693217,8.58988479394726,7.840914070594941,3.2474999999999996,3.6224999999999996,2.9788587520000003,2.949551628660601,3.0486496693869816,1.700696599326853,1.533125,1.7000000000000002,1.518576,1.8470730025810143,1.3790214546187531,1.1828658407367645,4.1223214285714285,4.25267857142857,4.097203665038961,3.905820395944029,3.493197677123095,3.4952924682143984,1.42625,1.4575,1.186728768,1.3696096939644815,0.9359130616610383,1.0430328798617987,6.0696666666666665,6.016333333333335,5.812760268799999,5.901276610750602,5.230054517099039,4.552600710549953,6.87625,6.026875,5.754201856000001,6.394519503108304,3.9961515383830744,4.407442101038897
1998-02-28,POMRB,4.3,1.22,3.6885714285714286,3.25,2.9133333333333336,4.881111111111112,4.445,8.028333333333334,4.07,1.71,3.83,1.295,5.56,7.285,5.2875,5.152500000000001,4.48033924096,6.391290529642236,5.608643418021068,4.536083694718661,1.4741666666666668,1.458333333333333,1.3064085248,2.3141222923358593,1.67758201083212,1.62967514764715,4.2489880952380945,4.0286309523809525,3.798877866971429,3.8959892418150672,4.551643238538159,3.8373211763556903,2.530416666666667,2.5399999999999996,2.5332292096,1.2331515706360825,2.9080733305701827,2.7702262558781436,3.497916666666667,3.489166666666666,3.248502939733333,3.380440210573184,3.628030950868352,3.3750176391060442,4.236458333333333,4.538194444444445,4.405032573181415,3.414686691505919,4.740107333968255,4.2717637291058805,4.925833333333333,4.759166666666667,4.4285060288,4.562350314525528,4.629824548672421,4.186843918446572,8.764375000000001,9.108,8.478981934933334,9.080029597946318,9.16435609141746,8.548190402900893,3.0650000000000004,3.5774999999999997,3.4153152512,2.962800179438214,3.4173104994631487,3.316190158566192,1.3843750000000001,1.6487500000000004,1.5951456,1.783689315237483,2.3055762419402335,1.985549701617124,3.993035714285714,4.224107142857141,3.990322199023377,3.905585953443526,4.6982172252396905,4.196778703338314,1.338125,1.47625,1.2300372608,1.3764224174109845,1.8561117827361597,1.0106956812083105,5.565666666666667,6.226833333333334,5.711656161279999,5.708161640366174,5.698081161992208,5.34007808600374,7.403125,6.8325000000000005,6.366521113600001,6.43756144504006,6.222046258689069,5.631273100462039
1998-05-31,PREMON,8.815,2.3233333333333333,6.7366666666666655,3.8766666666666665,4.583333333333333,5.3888888888888875,6.35,10.253333333333332,3.4,1.935,4.6171428571428565,3.0,7.106,11.32,4.966875,5.466250000000001,6.214203544576,7.034317927199569,7.022784128996343,5.867263746436825,1.5162499999999999,1.3925,1.7131784482133332,2.532881219916094,2.6014845674218314,2.3122263725932495,3.940744047619047,4.3323809523809516,4.973993386849523,3.95196709249392,6.168982125947577,6.332018082611447,2.5004166666666667,2.5091666666666663,3.0706041924266665,1.5818403421614788,4.252891141454989,3.5367287477002436,3.2699999999999996,3.614999999999999,3.782435097173333,3.6200707747238248,4.806699261814952,3.6695636757300214,4.164027777777777,4.153472222222222,4.798575099464404,3.9260998137405676,7.031525973846897,6.467406688423289,5.0825,4.802916666666667,5.19710361728,4.867854244128346,6.251532068253113,5.920343319079124,8.437708333333333,8.850833333333334,9.188722494293334,9.182985572270171,10.833447946446025,11.849450791072726,3.1987500000000004,2.9174999999999995,3.4091891507199996,2.9756543935242394,4.094831325180194,4.523868867458551,1.2525,1.4175000000000004,1.73108736,1.7824924444313524,2.735925991282453,2.576899360373546,3.8844940476190475,4.020535714285712,4.241050462271168,4.157093979929373,5.509306140457021,5.557199948353094,1.30875,1.3762500000000002,1.9380223564800003,1.3998871088779015,2.776955303415599,2.918378232148665,4.947333333333333,5.9125000000000005,6.269393696767999,6.255796888659377,7.621261758509632,7.949484864551639,7.62375,6.920000000000002,8.347912668160001,6.737341602972944,8.585282779050806,7.753875634883246
