Date,Season,Mawshynrut,Mawshynrut_Trend,Mawshynrut_SMA,Mawshynrut_EWMA,Mawshynrut_DES,Mawshynrut_TES,Mawshynrut_ARIMA
2012-05-31,PREMON,1.045,0.86125,0.8362499999999998,0.9484736742557358,0.8774529193660757,0.9428934276381626,0.9441758430345665
2012-08-31,MONSOON,0.5900000000000001,0.8612500000000001,0.8487499999999999,0.8050842045534414,0.8240491968985992,0.6321337918700698,0.6887060468744777
2012-11-30,POMKH,0.7000000000000001,0.834375,0.8737499999999999,0.7630505227320649,0.7974323447308495,0.8510748051608431,0.8240730115237085
2013-02-28,POMRB,1.06,0.810625,0.8487499999999999,0.8818303136392389,0.8377559628744671,1.1141203215504425,1.1336553675048786
2013-05-31,PREMON,0.93,0.8050000000000002,0.8199999999999998,0.9010981881835434,0.8500272091221848,0.9271235639174477,0.9372849505379472
2013-08-31,MONSOON,0.515,0.80375,0.8012499999999998,0.746658912910126,0.7881888621713675,0.605588412074526,0.6437802406064673
2013-11-30,POMKH,0.73,0.8275,0.8087499999999997,0.7399953477460756,0.7726740118457681,0.8192676817207742,0.7727568590934895
2014-02-28,POMRB,1.02,0.8537500000000001,0.7987499999999997,0.8519972086476453,0.8103204041428839,1.0890249056333072,1.1072929150685136
2014-05-31,PREMON,1.16,0.84,0.8562499999999996,0.9751983251885871,0.867746216798247,0.9004096418549473,0.9189255866854739
2014-08-31,MONSOON,0.495,0.8408333333333333,0.8512499999999996,0.7831189951131523,0.8009562396477637,0.606751353811048,0.6775707896766878
2014-11-30,POMKH,0.64,0.7691666666666667,0.8287499999999995,0.7258713970678914,0.7688457661110975,0.8181325149650265,0.7558838410130481
2015-02-28,POMRB,1.1166666666666667,0.6847916666666667,0.8529166666666662,0.8821895049074016,0.8249159030689382,1.0782398031320812,1.0521120597850544
2015-05-31,PREMON,0.49,0.6941666666666667,0.6854166666666661,0.725313702944441,0.7637847044339019,0.9012928521199046,0.9887717356573035
2015-08-31,MONSOON,0.49,0.7233333333333334,0.6841666666666661,0.6311882217666646,0.7113445477161354,0.534782574875917,0.4778449864537371
2015-11-30,POMKH,0.72,0.7875,0.704166666666666,0.6667129330599987,0.7066046815674512,0.7534359537349672,0.7191208427239317
2016-02-29,POMRB,1.27,0.83375,0.7424999999999994,0.9080277598359991,0.799329625918374,1.0292560100183388,1.0644822736573616
2016-05-31,PREMON,0.85,0.80375,0.8324999999999994,0.8848166559015995,0.8060230365547248,0.8742789114117522,0.90930438402759
2016-08-31,MONSOON,0.5,0.7725,0.8349999999999993,0.7308899935409596,0.7505863243962083,0.5497949287557903,0.5739648256881751
2016-11-30,POMKH,0.47,0.7775,0.7724999999999993,0.6265339961245757,0.6977334359114565,0.7679040102689891,0.7201800286760718
2017-02-28,POMRB,1.27,0.7787499999999999,0.7724999999999994,0.8839203976747454,0.7927263810063264,1.0150051722596103,1.032063782077055
2017-05-31,PREMON,0.89,0.7983333333333333,0.7824999999999994,0.8863522386048472,0.8083971001635317,0.8615755887236094,0.8921293729159314
2017-08-31,MONSOON,0.47,0.8216666666666665,0.7749999999999995,0.7198113431629083,0.7483451595824204,0.5428147212634628,0.573058894036135
2017-11-30,POMKH,0.6566666666666666,0.8191666666666667,0.8216666666666661,0.6945534725644116,0.7292697923293119,0.7584240566964202,0.656094528340949
2018-02-28,POMRB,1.27,0.8185416666666667,0.8216666666666662,0.924732083538647,0.8208734223827254,1.0268250086365673,1.1121768997196946
2018-05-31,PREMON,0.87,0.8358333333333333,0.8166666666666661,0.9028392501231881,0.8300166033654057,0.8721118953014781,0.8904909194390517
2018-08-31,MONSOON,0.485,,0.8204166666666661,0.7357035500739129,0.7702715162184396,0.5500350547435044,0.5541701383257667
2018-11-30,POMKH,0.78,,0.8512499999999995,0.7534221300443478,,0.7664891932250703,0.660262367041591
