Date,Season,Shirala,Atpadi,Kavathe-mahankal,Walwa,Jat,Khanapur,Kadegaon,Palus,Miraj,Tasgaon,Shirala_Trend,Shirala_SMA,Shirala_EWMA,Shirala_DES,Shirala_TES,Shirala_ARIMA,Atpadi_Trend,Atpadi_SMA,Atpadi_EWMA,Atpadi_DES,Atpadi_TES,Atpadi_ARIMA,Kavathe-mahankal_Trend,Kavathe-mahankal_SMA,Kavathe-mahankal_EWMA,Kavathe-mahankal_DES,Kavathe-mahankal_TES,Kavathe-mahankal_ARIMA,Walwa_Trend,Walwa_SMA,Walwa_EWMA,Walwa_DES,Walwa_TES,Walwa_ARIMA,Jat_Trend,Jat_SMA,Jat_EWMA,Jat_DES,Jat_TES,Jat_ARIMA,Khanapur_Trend,Khanapur_SMA,Khanapur_EWMA,Khanapur_DES,Khanapur_TES,Khanapur_ARIMA,Kadegaon_Trend,Kadegaon_SMA,Kadegaon_EWMA,Kadegaon_DES,Kadegaon_TES,Kadegaon_ARIMA,Palus_Trend,Palus_SMA,Palus_EWMA,Palus_DES,Palus_TES,Palus_ARIMA,Miraj_Trend,Miraj_SMA,Miraj_EWMA,Miraj_DES,Miraj_TES,Miraj_ARIMA,Tasgaon_Trend,Tasgaon_SMA,Tasgaon_EWMA,Tasgaon_DES,Tasgaon_TES,Tasgaon_ARIMA
1996-02-29,POMRB,2.35,5.823333333333332,9.105,4.3420000000000005,7.1155555555555585,6.605,7.13,4.653333333333333,2.13,9.55,,,2.35,3.6529191512799004,2.3599850224554126,0.0,,,5.823333333333332,4.772986215954574,4.8896139232598586,0.0,,,9.105,7.587516355590355,7.4134895770225215,0.0,,,4.3420000000000005,3.101289300221344,3.14527646980703,0.0,,,7.1155555555555585,5.642149228346598,5.884528770052757,0.0,,,6.605,5.926407868822688,6.660291927786981,0.0,,,7.13,7.103464719261238,7.098449301229975,0.0,,,4.653333333333333,6.289231149902878,4.402221763170519,0.0,,,2.13,2.8052014686076627,2.78136764168018,0.0,,,9.55,8.3292466910039,9.15238229555389,0.0
1996-05-31,PREMON,3.083333333333333,7.133333333333333,8.45,6.65,8.716666666666667,7.9142857142857155,11.78,7.666666666666668,3.95,8.5,,,2.6433333333333335,4.379584265594955,3.1027777384186512,6.292243639701209e-08,,,6.347333333333333,5.369652930460182,6.798032761861846,5.823327244874637,,,8.843,7.764335974937735,9.111307360182396,4.075529394375246,,,5.2652,2.467843551970497,6.374851843011877,4.341989120524592,,,7.756000000000002,6.231971757023441,9.065661862007953,5.228312959778736,,,7.1287142857142864,6.433692062691557,8.304250166407673,3.210431411076823,,,8.989999999999998,7.925889673369939,9.795251910301129,7.129982946524827,,,5.858666666666667,9.107332949519662,7.7106513378819885,2.0999306033357223,,,2.8579999999999997,3.061956470732976,3.5399239719356244,2.1299970902998777,,,9.13,7.507507778129066,8.875042396091986,8.190778332561425
1996-08-31,MONSOON,1.2466666666666668,3.2566666666666664,7.415,3.588,5.643333333333333,5.78,6.09,4.823333333333333,4.9,9.0,2.11375,,2.0846666666666667,3.970186870233787,1.2750050436192444,3.0929292658186204e-07,4.692604166666666,,5.111066666666666,4.411243673293829,5.036682088147309,6.924234848389401,6.316875,,8.271799999999999,7.624349660349529,7.560431302428963,4.3694191644514335,3.9522500000000007,,4.59432,1.78529780919363,3.225493342666353,5.827101536331533,5.8975,,6.910933333333334,6.039627632820285,6.596411762823916,6.751849239379958,6.054248511904762,,6.589228571428572,6.354865014493876,4.296150349442268,5.1810121270162455,6.93375,,7.829999999999999,7.49815976590222,7.192255282660626,9.667350867092903,4.504166666666666,,5.444533333333333,9.561956869684625,3.856426419106011,3.601147362097059,3.269375,,3.6748,3.51222203966504,2.911142488231749,3.1612729541881768,7.806249999999999,,9.078000000000001,7.050568258783739,8.885459707582188,8.42439912477913
1996-11-30,POMKH,1.775,3.3,2.325,2.08,3.4944444444444445,4.263333333333333,3.5333333333333337,1.2666666666666668,1.2,6.9499999999999975,2.1137499999999996,2.11375,1.9607999999999999,3.6259417891534125,1.8116971923188316,4.457391274927871e-07,4.452708333333333,4.878333333333333,4.38664,3.829320388649297,4.009254348887421,3.4778939472966384,5.70375,6.8237499999999995,5.893079999999999,6.195721050904926,5.032635734358757,5.248187401858337,3.3745000000000003,4.165000000000001,3.5885920000000002,1.2352658791390752,2.6227426760610255,4.216964155960337,5.412135416666666,6.242500000000001,5.544337777777778,5.435027594375813,4.803407655667533,6.569770380534844,6.063087797619048,6.140654761904762,5.658870476190477,5.882251793486469,5.435624662946449,5.5280765217140235,6.2908333333333335,7.133333333333334,6.111333333333333,6.668567121779047,6.114755152902188,8.138043697290161,4.17875,4.6025,3.7733866666666667,7.524893395351826,2.91826366447098,3.1342216395434317,3.375,3.045,2.6848799999999997,2.7815578245430834,2.5753212824256195,3.88113489898839,6.599999999999999,8.5,8.2268,6.344034746797137,7.929368723389216,8.351883025311544
1997-02-28,POMRB,2.35,4.3375,5.05,2.64,4.355555555555555,5.913749999999999,5.533333333333334,3.866666666666666,3.925,4.0,2.11375,2.11375,2.11648,3.441092968337072,2.3944810604203544,2.171513345458645,4.510624999999999,4.506875000000001,4.366984,3.8253026994985073,4.885457883182134,5.342621622313919,5.3325,5.81,5.555847999999999,5.858164431709274,6.8298214485179995,7.22805119471942,2.848,3.739500000000001,3.2091552,1.0404882047971298,3.4788774999860177,3.832927508306012,5.329010416666667,5.552499999999999,5.068824888888889,5.1473934257495575,5.546753512292912,6.09139050433275,5.96375,5.967842261904762,5.760822285714285,5.858526546631276,6.660960995667287,6.093673040914484,5.740833333333333,6.734166666666668,5.880133333333333,6.386778140863954,6.575190001046288,6.122415304777043,3.9154166666666663,4.405833333333334,3.8106986666666662,6.860071632651569,4.3421055052737385,3.9710189719344964,2.9775,3.4937500000000004,3.1809279999999998,3.040900112781022,3.0182454289897005,2.40142931053206,5.39375,7.1125,6.53608,5.239703003572526,8.833964923603151,8.733159754037635
1997-05-31,PREMON,3.083333333333333,6.6999999999999975,7.6,3.73,7.59375,8.67625,8.233333333333333,5.85,3.0,4.4,2.11375,2.1137500000000005,2.5032213333333333,3.5164677734428333,3.135099993258335,2.8491487004157525,4.625624999999999,4.398541666666667,5.3001904,4.644098865347105,6.3194518088682585,5.612104915742546,5.152500000000001,5.597499999999999,6.3735088,6.274973090177108,7.354791649841367,5.880998815190301,2.76475,3.0095000000000005,3.41749312,1.161133742547252,6.358482540282758,5.237391769030988,5.573055555555555,5.271770833333333,6.0787949333333335,5.609561502195769,7.917897906396836,6.666436401817872,5.909531249999999,6.158333333333334,6.926993371428571,6.55608305223274,8.125734086167643,7.052349833479139,5.761875,5.8475,6.821413333333332,6.676459478594718,9.223006365416413,8.35493395125792,4.3183333333333325,3.951666666666667,4.626419199999999,7.13500134738757,7.456428567911863,6.56835547311875,2.85625,3.2562500000000005,3.1085567999999997,2.9615408644719285,4.376082446591137,3.719980745002599,4.3175,6.0875,5.681648,4.504962044654405,5.975100403837194,5.665179653711775
1997-08-31,MONSOON,1.2466666666666668,4.153333333333333,5.295,2.2960000000000003,6.10125,4.223333333333334,5.236666666666667,4.533333333333333,2.67,3.45,2.11375,2.1137500000000005,2.0005994666666664,2.767722143562542,1.305178437161435,1.1519801474337676,4.5821875,4.622708333333333,4.841447573333333,4.281953179670011,4.1987379650522385,4.465464820116011,5.3375,5.067499999999999,5.94210528,5.9800954245718065,6.11019709962683,6.291373097852278,2.8579999999999997,2.6865000000000006,2.968895872,1.0708617791716184,2.7099178660854943,2.958271967377801,5.982222222222221,5.38625,6.08777696,5.652762391950769,5.456956707091316,4.9737425907155135,6.071458333333333,5.769166666666667,5.845529356190476,6.064753693090725,4.535506540963593,5.667821959187391,5.91875,5.634166666666667,6.187514666666666,6.33650514465802,5.218430457425649,5.270654317620879,4.953333333333333,3.8791666666666673,4.589184853333332,6.538789441175066,3.1847783316307505,3.932330002937194,2.7543750000000005,2.6987500000000004,2.93313408,2.812891003327796,3.0603135946426594,3.7490550082509486,3.9850000000000003,4.7,4.7889888,3.78748667943879,5.5171747617030995,5.910330016994543
1997-11-30,POMKH,1.775,3.3233333333333333,3.005,2.7060000000000004,4.988888888888888,5.38625,4.555,4.78,2.46,3.89,2.1137499999999996,2.1137500000000005,1.9103596799999998,2.3394271642641336,1.839751284780035,1.6401856275616888,4.5858333333333325,4.628541666666666,4.234201877333334,3.7707718258355514,3.79158792890319,3.8521486051948832,5.224999999999999,5.237499999999999,4.7672631679999995,5.167329740211028,3.3561099452944543,1.5992420762298145,3.07675,2.8430000000000004,2.8637375232,1.126672920121271,1.973680556020635,2.3304866924301346,6.327686011904761,5.759861111111111,5.648221731555555,5.450776283031208,4.1981115563923375,4.209805477010287,6.0082812500000005,6.049895833333334,5.661817613714286,5.892579950381082,4.990277479515193,4.141404213626502,6.268750000000001,5.889583333333333,5.534508799999999,5.934703750055468,4.275424518044151,3.8932657982926755,5.399166666666667,4.757500000000001,4.665510911999999,6.083702480453076,2.348577365397429,1.4520310340997955,2.4450000000000003,3.013750000000001,2.7438804479999996,2.649601403016876,1.8094221302844762,1.8581948811138231,3.9975000000000005,3.935000000000001,4.42939328,3.3638609095131105,3.340550476710759,4.25041911166193
1998-02-28,POMRB,2.35,3.966666666666667,5.85,2.76,6.1344444444444415,6.08625,5.766666666666668,5.433333333333333,1.85,4.4,2.11375,2.1137500000000005,2.086215808,2.2341827453586522,2.420449731393977,2.297022677202111,4.855104166666667,4.535833333333333,4.127187793066668,3.674679062770008,4.756165721117946,4.584862580432711,5.113125,5.437499999999999,5.200357900799999,5.31257391772993,5.949487344821775,4.523172980908238,3.45925,2.873,2.82224251392,1.2291790343269773,3.0490302005369907,3.6910861261360965,6.2553546626984105,6.204583333333333,5.84271081671111,5.536358019534391,5.64360782807469,5.832854141497416,6.116339285714286,6.093020833333334,5.831590568228571,5.912747200343414,6.580776954407733,5.858637320863387,6.385000000000001,5.947916666666667,5.627371946666667,5.844569378731558,5.871058225424482,5.156515347538372,5.479583333333333,5.149166666666668,4.9726398805333325,5.985025059952154,4.863246064181318,5.072461069137475,2.4034375,2.495000000000001,2.3863282688,2.3629510664415134,3.0315420462987337,2.7781209413749046,4.085,4.035000000000001,4.417635968000001,3.184865113654747,4.239612634484068,3.398882167746658
1998-05-31,PREMON,3.083333333333333,7.1000000000000005,5.9,5.36,8.578571428571427,7.998333333333334,10.8,7.85,2.6,4.1,2.11375,2.1137500000000005,2.4850628181333336,2.476804092864467,3.1590211088753497,3.013824075277924,4.991770833333335,4.635833333333334,5.316312675840001,4.706181445553766,6.292607318036812,5.838972351638437,5.244375,5.012499999999999,5.480214740479999,5.432089819174241,7.042186551366713,6.839118245663736,3.5684999999999993,3.2805,3.837345508352,1.9043024588049517,6.0231676367105464,5.001640997211998,5.886309523809523,6.450788690476189,6.937055061455236,6.120488406431433,8.577222322381498,8.092364132578648,6.2272445436507935,5.923541666666668,6.698287674270476,6.429256829500726,8.255401402345182,8.083632145368654,6.050625000000001,6.589583333333334,7.696423168000001,6.73250886603544,8.823485225527556,7.919641328504713,4.925,5.649166666666668,6.1235839283199995,7.063583171989002,8.256893759463203,6.859232244470002,2.154375,2.395000000000001,2.47179696128,2.3745412493516334,3.5861841527183462,2.971854866482862,3.98625,3.9600000000000004,4.2905815808000005,3.0284376195633995,4.314050698553413,4.414957916590554
