Date,Season,Pahar Ganj,Darya Ganj,Pahar Ganj_Trend,Pahar Ganj_SMA,Pahar Ganj_EWMA,Pahar Ganj_DES,Pahar Ganj_TES,Pahar Ganj_ARIMA,Darya Ganj_Trend,Darya Ganj_SMA,Darya Ganj_EWMA,Darya Ganj_DES,Darya Ganj_TES,Darya Ganj_ARIMA
2001-05-31,PREMON,1.327142857142857,5.45,1.063452380952381,1.063452380952381,1.1426205875909519,1.1821470355579171,1.3209291571234616,0.8164437763775931,5.5015624999999995,5.603124999999999,5.541019382415823,4.82067800016915,5.686154205769305,4.109139376198827
2001-08-31,MONSOON,0.95,5.3,1.0634523809523808,1.063452380952381,1.065572352554571,1.0875517228748295,0.9673800613765645,0.5844296138763181,5.478750000000001,5.493124999999999,5.4446116294494935,4.804566240038511,5.7401569765166105,4.367862966552086
2001-11-30,POMKH,0.9666666666666668,5.44,1.0634523809523808,1.063452380952381,1.0260100781994095,1.0191773305477363,0.965128145334464,0.5946827649969552,5.516249999999999,5.51,5.442766977669696,4.788509607378562,5.5424181411798195,4.088213203449666
2002-02-28,POMRB,1.01,5.6,1.063452380952381,1.063452380952381,1.0196060469196457,0.996603988744636,1.0004265096415688,0.6084599997645401,5.672499999999999,5.4475,5.505660186601817,4.772508079578272,5.798401686073275,4.451567657548728
2002-05-31,PREMON,1.327142857142857,6.0,1.063452380952381,1.063452380952381,1.1426207710089302,1.1804016684578273,1.3209175520820535,0.7995181609353009,5.83625,5.585,5.703396111961091,4.756563417403524,5.696783344969676,4.147186963015482
2002-08-31,MONSOON,0.95,6.0,1.0634523809523808,1.063452380952381,1.065572462605358,1.0869928306177803,0.9673709343077309,0.5723138611646665,5.9750000000000005,5.76,5.822037667176655,4.7406721879539395,5.68132853236148,4.033044202565515
2002-11-30,POMKH,0.9666666666666668,6.05,1.0988095238095237,1.063452380952381,1.0260101442298815,1.0193696682119284,0.9651209671278069,0.5823544552201871,6.1049999999999995,5.9125,5.913222600305993,4.724834617465683,5.684398975631211,4.139577445652151
2003-02-28,POMRB,1.01,6.1,1.166666666666667,1.063452380952381,1.0196060865379288,0.9971795373486302,1.000420864165266,0.688893318911621,6.11625,6.0375,5.9879335601835955,4.709050526124626,5.921735056340754,4.261329723465449
2003-05-31,PREMON,1.61,6.54,1.2008333333333334,1.1341666666666668,1.2557636519227575,1.3669553097999223,1.3209131120590496,0.9052077698287069,5.9825,6.172499999999999,6.208760136110158,4.693322896023516,6.0807791982962405,4.565710417998696
2003-08-31,MONSOON,1.21,5.55,1.20875,1.1991666666666667,1.2374581911536544,1.3878417890014325,1.0277646626557468,0.6479689633327126,5.84875,6.06,5.945256081666095,4.677639946533874,6.084517211117872,4.565710417998696
2003-11-30,POMKH,0.98,5.43,1.17875,1.2025000000000001,1.1344749146921926,1.229831856350187,1.068135729697081,0.6593368398824095,5.72875,5.904999999999999,5.7391536489996575,4.662008580001117,6.06621075373142,4.603758004815352
2004-02-29,POMRB,1.06,5.65,1.14,1.2150000000000003,1.1046849488153156,1.1427071351818536,1.0842863523563884,0.632810894042492,5.71375,5.792499999999999,5.703492189399794,4.646431379565871,6.160604629995748,4.641805591632007
2004-05-31,PREMON,1.32,6.03,1.1531250000000002,1.1425000000000003,1.1908109692891893,1.23397760479559,1.3975474540620514,1.1144581303822947,5.82125,5.664999999999999,5.834095313639876,4.630909460671152,6.413091481183994,4.976624355618578
2004-08-31,MONSOON,1.19,5.94,1.1624999999999999,1.1375000000000004,1.1904865815735135,1.2242712333513135,1.0261132138045224,0.855296926438857,5.726875,5.762499999999999,5.876457188183926,4.615438828310089,5.896060636267688,4.223282136648794
2004-11-30,POMKH,1.105,5.9,1.1925,1.1687500000000002,1.1562919489441081,1.162137461875595,1.062566396803838,0.6189979639027088,5.298125000000001,5.879999999999999,5.885874312910356,4.600019715905047,5.855912382853696,4.1319679282888195
2005-02-28,POMRB,1.01,4.425,1.2312500000000002,1.15625,1.0977751693664648,1.0617098324566292,1.1065969049952076,0.6879054434619231,4.7625,5.573749999999999,5.301524587746213,4.5846403188253575,6.043377303647598,4.299377310282106
2005-05-31,PREMON,1.61,3.825,1.2181250000000001,1.22875,1.302665101619879,1.3641776795192326,1.404417857888278,0.7758795923400007,4.26375,5.022499999999998,4.710914752647728,4.569307596553544,6.292660902324685,4.588538970088689
2005-08-31,MONSOON,1.21,3.86,1.2149999999999999,1.2337500000000001,1.2655990609719274,1.3437653753201928,1.0934390136816297,0.7899587697023077,3.97875,4.502499999999998,4.370548851588637,4.554026539889762,5.8571188226547,4.52005331381871
2005-11-30,POMKH,0.98,3.99,1.155,1.2025000000000001,1.1513594365831565,1.1722867991162707,1.1197869303544836,0.7465128119214435,3.9906249999999996,4.024999999999999,4.218329310953182,4.538797745760603,5.6928879553375475,4.4896152443653845
2006-02-28,POMRB,1.11,4.055,1.0775000000000001,1.2275000000000003,1.134815661949894,1.1178022676775452,1.1249087032083953,0.6786068521508697,3.99125,3.9324999999999983,4.152997586571908,4.5236205121531485,4.979355418189856,3.367211433274038
2006-05-31,PREMON,1.03,4.29,1.10375,1.0825000000000002,1.0928893971699365,1.0395025968886675,1.4401721723859704,1.0062389350172714,3.9075,4.048749999999998,4.207798551943146,4.508496044291206,4.843228760222646,2.9106403914741685
2006-08-31,MONSOON,1.17,3.4,1.14625,1.0725000000000002,1.1237336383019618,1.0760246356999026,0.9977140640702132,0.6995128420935237,3.87125,3.933749999999998,3.8846791311658873,4.493415046219376,4.716992263287013,2.9372737022458275
2006-11-30,POMKH,1.23,3.78,1.1925000000000001,1.1350000000000002,1.166240182981177,1.1501059560019231,1.0359606799364023,0.6389679523045034,3.881875,3.8812499999999983,3.842807478699532,4.478387666711077,4.715471696640724,3.036197427969133
2007-02-28,POMRB,1.2,3.975,1.2165624999999998,1.1575000000000002,1.179744109788706,1.1896889584571693,1.1123628786197788,0.7087575094858329,3.58125,3.8612499999999983,3.895684487219719,4.46341222651664,4.400775515806481,3.085659290830785
2007-05-31,PREMON,1.31,4.455,1.18125,1.2275000000000003,1.2318464658732236,1.2826096143594452,1.4495224989679931,0.7199406208991262,2.9175,3.902499999999998,4.119410692331831,4.448490861778523,4.457735307760934,3.2644829488690674
2007-08-31,MONSOON,1.0825,0.83,1.1446874999999999,1.2056250000000004,1.1721078795239341,1.204910035815839,1.0648550046278709,0.8303343882834343,2.220625,3.2599999999999976,2.8036464153990983,4.433590116561112,3.991262915504721,2.5872359035325943
2007-11-30,POMKH,1.035,1.04,1.13125,1.1568750000000003,1.1172647277143604,1.1110814156622368,1.0700818322675636,0.7977205552609697,1.865625,2.574999999999998,2.098187849239459,4.418741007687589,4.060860434921219,2.8763975633391783
2008-02-29,POMRB,1.1025,1.14,1.1121874999999999,1.1325000000000003,1.1113588366286162,1.084203379496879,1.0975608163009427,0.8700903484950759,2.2956250000000002,1.8662499999999982,1.7149127095436754,4.403942470483468,3.8595299790768176,3.024783151924136
2008-05-31,PREMON,1.3,4.45,1.105,1.1300000000000003,1.1868153019771697,1.190972997167726,1.417062315976465,0.6253862499471248,3.1287500000000006,1.864999999999998,2.8089476257262054,4.3892203554510125,3.9714874223786065,3.3900399853640315
2008-08-31,MONSOON,0.94,4.275,1.1203125,1.0943750000000003,1.0880891811863018,1.058897933750926,1.037190644030447,0.6580619142516825,3.879583333333334,2.726249999999998,3.3953685754357235,4.374546157617618,2.010866410028753,0.6315899411564861
2008-11-30,POMKH,1.12,4.260000000000002,1.14625,1.1156250000000003,1.100853508711781,1.0690650803967314,1.0178971313209364,0.7451299155127428,4.199166666666667,3.5312499999999982,3.741221145261435,4.359921013341312,2.4242135514325556,0.7913898057864405
2009-02-28,POMRB,1.14,3.9266666666666663,1.17625,1.1250000000000002,1.1165121052270686,1.0959087294708405,1.0746685508302134,0.6637485281456985,4.1606250000000005,4.2279166666666645,3.815399353823527,4.345342177856354,2.626380883324332,0.867484979419752
2009-05-31,PREMON,1.47,4.22,1.14625,1.1675000000000002,1.2579072631362411,1.3256163983142673,1.40706534077745,1.201566551888543,4.090833333333333,4.170416666666664,3.977239612294116,4.330814575657676,4.481054379481691,3.3862352266823663
2009-08-31,MONSOON,1.01,4.196666666666666,1.085,1.185,1.1587443578817447,1.208180212016862,1.0656276177033104,0.5069923632752609,4.0874999999999995,4.150833333333331,4.0650104340431366,4.316335468205148,3.341565146548084,3.253068672824071
2009-11-30,POMKH,0.81,3.78,1.08,1.1075000000000002,1.0192466147290469,0.9924246129821961,1.0552088720684532,0.5890900920501416,4.154999999999999,4.030833333333331,3.9510062604258818,4.301901504661988,3.488184168465172,3.2416543967790754
2010-02-28,POMRB,0.96,4.38,1.0225,1.0625000000000002,0.9955479688374281,0.9281188120681823,1.03782036932566,0.6940229650109517,4.10375,4.144166666666664,4.122603756255529,4.287520774725625,3.361487492817891,2.988003818001369
2010-05-31,PREMON,1.61,4.306666666666667,0.9400000000000001,1.0975000000000004,1.241328781302457,1.302428246116478,1.3396505918780748,0.8634134029272742,4.1241666666666665,4.165833333333332,4.196228920419984,4.273187642065395,4.467023912491596,3.211216327325749
2010-08-31,MONSOON,0.41,3.7,0.9075,0.9475000000000005,0.9087972687814742,0.8725182517788724,1.0425012122345172,0.7646960714463098,4.243541666666666,4.041666666666665,3.997737352251991,4.258897624021525,3.8670941725888377,3.19346078681131
2010-11-30,POMKH,0.75,4.44,0.80125,0.9325000000000004,0.8452783612688846,0.7537174914104245,0.9089052286842887,0.5539212675360004,4.465833333333333,4.206666666666665,4.174642411351195,4.2446614920291506,3.6958165352567307,2.8763975633391783
2011-02-28,POMRB,0.76,4.675,0.78875,0.8825000000000005,0.8111670167613307,0.6954614262486764,0.9099447568160338,0.6935208036987488,5.55125,4.280416666666666,4.3747854468107175,4.2304749720749655,3.9411291701916014,3.332968605139048
2011-05-31,PREMON,0.96,5.79,0.8775,0.7200000000000004,0.8707002100567984,0.7919089655051188,1.1963745815613134,1.0112628879124883,6.78375,4.651249999999999,4.940871268086431,4.216345031118351,4.47645972626928,3.277165477807953
2011-08-31,MONSOON,0.96,10.9,0.91375,0.8575000000000004,0.9064201260340791,0.8785756824367348,0.7910266952966892,0.0716244359538008,7.175624999999999,6.451249999999999,7.324522760851859,4.202303862734189,3.9581824483904056,2.815521424432529
2011-11-30,POMKH,0.91,7.1,0.9706250000000001,0.8975000000000004,0.9078520756204476,0.9139941322335049,0.8285659798285576,0.3972829236632882,6.77125,7.116249999999998,7.234713656511115,4.188278946125673,4.61967824835318,3.378625709319035
2012-02-29,POMRB,0.89,5.15,0.976875,0.9300000000000004,0.9007112453722685,0.9220676950973005,0.8809240725736452,0.3054346321699477,5.516562500000001,7.2349999999999985,6.400828193906669,4.174285222511495,4.983253258036251,3.557449367357317
2012-05-31,PREMON,1.285,2.08,0.9325,1.0112500000000004,1.0544267472233613,1.1730104028363664,1.2013088726225039,0.6107246128399534,4.073125,6.307499999999999,4.672496916344001,4.160313508614533,5.793516067744454,4.4059105533687415
2012-08-31,MONSOON,0.6849999999999999,4.572500000000002,0.914375,0.9425000000000003,0.9066560483340167,0.9779846653125224,0.8643031853284677,0.6056570153484396,3.0168750000000006,4.725624999999999,4.632498149806402,4.1464088195923345,7.692958219247117,8.294373926030964
2012-11-30,POMKH,0.8300000000000001,1.88,0.865625,0.9225000000000003,0.8759936290004101,0.9007380848933995,0.8274765490109418,0.7059341880301114,2.6143750000000003,3.420624999999999,3.5314988898838413,4.132528901865424,5.69992236482404,5.402757327965123
2013-02-28,POMRB,0.825,1.92,0.859375,0.9062500000000003,0.8555961774002461,0.8419344064908851,0.8629852209360866,0.6688426234831475,2.2403125,2.613124999999999,2.8868993339303044,4.11869582164084,4.606951350189651,3.9189014421155477
2013-05-31,PREMON,0.96,2.09,0.90375,0.8250000000000002,0.8973577064401477,0.8855065930860188,1.1733212645091304,0.6574153902049866,1.8512499999999998,2.6156249999999988,2.5681396003581827,4.104910475732144,3.392045040194189,1.5827796115728812
2013-08-31,MONSOON,0.96,1.57,0.921875,0.8937500000000002,0.9224146238640886,0.9241391176518311,0.7728958499014792,0.8747829161066647,1.8325,1.8649999999999984,2.16888376021491,4.091167111111122,5.669053575746838,3.479451814383174
2013-11-30,POMKH,0.91,1.77,0.9758928571428571,0.9137500000000001,0.9174487743184532,0.9229528463111996,0.8143065327389736,0.5864944273238739,1.815,1.8374999999999984,2.009330256128946,4.077471423314301,3.2602015080326137,1.4305892643062577
2014-02-28,POMRB,0.89,1.88,1.0205357142857143,0.9299999999999999,0.9064692645910719,0.9080136126389982,0.8697093814288869,0.6866880125024954,1.8712500000000003,1.8274999999999983,1.9575981536773674,4.063822523053253,2.7999853086540543,1.4610273337595827
2014-05-31,PREMON,1.327142857142857,1.99,1.0263690476190477,1.0217857142857143,1.074738701611786,1.1718624316623354,1.1924888043069382,0.9205371573544507,1.9537499999999999,1.8024999999999984,1.9705588922064206,4.050220253545474,2.3124475536884352,1.5903891289362122
2014-08-31,MONSOON,0.95,2.12,1.048452380952381,1.0192857142857144,1.0248432209670715,1.126219401609672,0.866365002495826,0.16036491305962317,1.9575,1.9399999999999986,2.0303353353238522,4.036664620651993,3.297190728349075,1.194694226042992
2014-11-30,POMKH,0.9666666666666668,1.88,1.0634523809523808,1.033452380952381,1.0015725992469096,1.0781750055888755,0.8856823800674106,0.45033969438434995,1.94875,1.9674999999999985,1.9702012011943113,4.023152468911172,2.2670624073965286,1.3468845733096153
2015-02-28,POMRB,1.01,1.8,1.063452380952381,1.063452380952381,1.0049435595481457,1.0564553175893414,0.9379444432170025,0.3541231843861003,1.8125,1.9474999999999987,1.9021207207165869,4.009684949542893,2.1272338174576664,1.4305892643062579
2015-05-31,PREMON,1.327142857142857,2.0,1.063452380952381,1.063452380952381,1.1338232785860303,1.2317397475999088,1.2717770017763101,0.6994265445617669,1.6675,1.9499999999999988,1.9412724324299522,3.996264182628722,1.9478049265501087,1.5142939553029007
2015-08-31,MONSOON,0.95,1.02,1.0634523809523808,1.063452380952381,1.060293967151618,1.1239184705053522,0.9287231458696414,0.9038823328854431,1.6296875000000002,1.6749999999999987,1.5727634594579714,3.9828804465375742,2.5422927969694884,1.613217681026206
2015-11-30,POMKH,0.9666666666666668,1.82,1.0634523809523808,1.063452380952381,1.0228430469576375,1.0414845167914202,0.9347254680570376,0.8332352350677079,1.579375,1.6599999999999986,1.6716580756747828,3.969548045628361,1.8622215664067587,1.4305892643062579
2016-02-29,POMRB,1.01,1.5575,1.063452380952381,1.063452380952381,1.0177058281745825,1.007031177351454,0.9765155800313207,0.8732051796698475,1.625625,1.5993749999999987,1.6259948454048696,3.9562581953964986,1.7637866378279177,1.3697131253996089
2016-05-31,PREMON,1.327142857142857,1.84,1.063452380952381,1.063452380952381,1.1414806397618924,1.1812970970344285,1.3021122163016174,1.0281630580266816,1.660625,1.5593749999999988,1.7115969072429218,3.943015170953326,1.76569218135361,1.521903472666232
2016-08-31,MONSOON,0.95,1.55,1.0634523809523808,1.063452380952381,1.0648883838571355,1.0824625849294023,0.9525810177474234,0.7651605903777782,1.6221875000000001,1.6918749999999987,1.646958144345753,3.9298141747668525,1.6108344094861806,0.7761707710597783
2016-11-30,POMKH,0.9666666666666668,1.57,1.0634523809523808,1.063452380952381,1.025599696980948,1.0127490364627214,0.9534890752852576,0.6087620862315907,5.66,1.6293749999999987,1.616174886607452,3.9166575788087985,1.7081173478800578,1.3849321601262712
2017-02-28,POMRB,1.01,1.5,1.063452380952381,1.063452380952381,1.0193598181885688,0.9906055946907978,0.9912726781504864,0.7403758069929438,9.671875,1.6149999999999987,1.5697049319644711,3.903544504759127,1.5260035338786162,1.1851823293388282
2017-05-31,PREMON,1.327142857142857,34.2,1.063452380952381,1.063452380952381,1.1424730337702842,1.1755980314130212,1.3137182972779426,0.8859912922099147,9.654374999999998,9.704999999999998,14.621822959178685,3.890740437388047,1.6698935193975082,1.4001511948529335
2017-08-31,MONSOON,0.95,1.285,1.0634523809523808,1.063452380952381,1.0654838202621706,1.0837561633963324,0.9617089041747745,0.23702387152757454,9.61375,9.638749999999998,9.28709377550721,3.8777124741381632,3.2487088908980946,1.1794751913163297
2017-11-30,POMKH,0.9666666666666668,1.695,1.0634523809523808,1.063452380952381,1.025956958823969,1.0175960568565532,0.9606679249590258,0.49905229478051083,7.535000000000001,9.669999999999998,6.250256265304325,3.864731492545899,3.29344966612235,1.194694226042992
2018-02-28,POMRB,1.01,1.05,1.063452380952381,1.063452380952381,1.0195741752943814,0.9965447865358391,0.9969186601692959,0.4096593947859311,5.545625,9.557499999999997,4.170153759182595,3.8517887834644964,3.167754391005526,1.141427604499674
2018-05-31,PREMON,1.327142857142857,18.020000000000003,1.063452380952381,1.063452380952381,1.1426016480337715,1.181376771314929,1.3181587180145964,0.7391079410360996,5.563125000000001,5.5124999999999975,9.710092255509558,3.839027004174703,18.697244763569945,26.024549382592575
2018-08-31,MONSOON,0.95,1.55,,1.063452380952381,1.0655609888202628,1.0883577121444623,0.9652011817365552,0.9212708772518514,,5.578749999999998,6.446055353305734,3.8261744878937067,2.1715192489833495,0.977822981188054
2018-11-30,POMKH,0.9666666666666668,1.57,,1.063452380952381,1.0260032599588245,,0.9634145121163741,0.8209845165040627,,5.547499999999998,4.49563321198344,,2.4460272335243674,1.2898131930846317
