Date,Season,Asmauli,Chhajlet,Dilari,Thakurdwara,Sambhal,Dingarpur,Munda Pandey,Moradabad,Bhagatpur Tanda,Baniyakhera,Bilari,Bahjoi,Asmauli_Trend,Asmauli_SMA,Asmauli_EWMA,Asmauli_DES,Asmauli_TES,Asmauli_ARIMA,Chhajlet_Trend,Chhajlet_SMA,Chhajlet_EWMA,Chhajlet_DES,Chhajlet_TES,Chhajlet_ARIMA,Dilari_Trend,Dilari_SMA,Dilari_EWMA,Dilari_DES,Dilari_TES,Dilari_ARIMA,Thakurdwara_Trend,Thakurdwara_SMA,Thakurdwara_EWMA,Thakurdwara_DES,Thakurdwara_TES,Thakurdwara_ARIMA,Sambhal_Trend,Sambhal_SMA,Sambhal_EWMA,Sambhal_DES,Sambhal_TES,Sambhal_ARIMA,Dingarpur_Trend,Dingarpur_SMA,Dingarpur_EWMA,Dingarpur_DES,Dingarpur_TES,Dingarpur_ARIMA,Munda Pandey_Trend,Munda Pandey_SMA,Munda Pandey_EWMA,Munda Pandey_DES,Munda Pandey_TES,Munda Pandey_ARIMA,Moradabad_Trend,Moradabad_SMA,Moradabad_EWMA,Moradabad_DES,Moradabad_TES,Moradabad_ARIMA,Bhagatpur Tanda_Trend,Bhagatpur Tanda_SMA,Bhagatpur Tanda_EWMA,Bhagatpur Tanda_DES,Bhagatpur Tanda_TES,Bhagatpur Tanda_ARIMA,Baniyakhera_Trend,Baniyakhera_SMA,Baniyakhera_EWMA,Baniyakhera_DES,Baniyakhera_TES,Baniyakhera_ARIMA,Bilari_Trend,Bilari_SMA,Bilari_EWMA,Bilari_DES,Bilari_TES,Bilari_ARIMA,Bahjoi_Trend,Bahjoi_SMA,Bahjoi_EWMA,Bahjoi_DES,Bahjoi_TES,Bahjoi_ARIMA
1996-02-29,POMRB,14.938055555555556,6.79,2.8,3.1566666666666667,9.85,12.653333333333334,3.6510000000000007,10.38,4.6850000000000005,7.69,10.73,7.5,,,14.938055555555556,14.86766216281431,14.920750195760236,0.0,,,6.79,7.414415133701979,6.685912288620164,0.0,,,2.8,2.0846236928774453,2.056336801294952,0.0,,,3.1566666666666667,2.7274694126414594,2.776412049460321,0.0,,,9.85,9.528572567138927,9.82512498845161,0.0,,,12.653333333333334,12.803823461730689,12.649556461694113,0.0,,,3.6510000000000007,2.930147370875515,3.6510000000000007,0.0,,,10.38,10.344690069949404,10.6156172634766,0.0,,,4.6850000000000005,5.604889393505374,4.6850000000000005,0.0,,,7.69,7.717276472322116,7.237721688323933,0.0,,,10.73,9.405553018618813,10.73,0.0,,,7.5,8.03012920194932,7.967650683578136,0.0
1996-05-31,PREMON,15.609523809523811,7.1400000000000015,2.88,3.3466666666666667,15.3775,12.709791666666668,5.228888888888887,10.7,5.24,8.34,9.91,10.2,,,15.206642857142857,15.136018928752998,15.571580620229462,14.911962832727736,,,6.930000000000001,7.706382782393338,7.0947253807458805,6.789994813627876,,,2.832,2.096829326282139,2.6818576855698693,2.7999988316573807,,,3.232666666666667,2.725916759010492,3.86651716605484,1.961524856877551,,,12.061,11.644746649987063,15.327237914100602,9.849969761439676,,,12.675916666666668,12.791682099499221,12.707964984241968,1.3011547147768221e-09,,,4.282155555555555,3.341330894967926,5.228888888888887,6.219677661246878e-08,,,10.508000000000001,10.428781445188688,10.163577809638495,5.149609649944446,,,4.907,6.035691004744711,5.24,4.684997682045432,,,7.95,7.995644437071683,8.239069666035459,7.689997810468594,,,10.402000000000001,8.892760270771513,9.910000000000002,-7.7127015860402e-11,,,8.58,8.739051565003358,8.680141963874092,7.499996626333755
1996-08-31,MONSOON,14.405277777777776,6.69,1.75,2.103333333333333,8.4,13.321666666666665,2.9114285714285715,10.12,3.773333333333333,7.18,11.12,6.95,14.899464285714286,,14.886096825396825,14.890556583180356,14.485302927794635,15.282012496349207,6.756875000000001,,6.8340000000000005,7.802722245692904,7.001857731404884,7.076803329325506,2.74875,,2.3992,2.1086986690285783,1.657503060428846,2.85107305003698,2.6604166666666664,,2.7809333333333335,2.724364979318101,2.0972020652492067,2.5534032887076408,10.806875,,10.596599999999999,10.218527980937111,8.433191774644659,13.132729952182878,12.878333333333334,,12.934216666666668,12.88666894435111,13.321603714948631,2.4622573011306078e-08,3.833766865079365,,3.7338647619047616,3.077100462621198,2.9114285714285724,-2.599935236757187e-07,10.35,,10.3528,10.312520318547946,10.247696791622879,6.048739255918408,4.5495833333333335,,4.453533333333333,5.631853918221737,3.773333333333333,4.9854168491908455,7.48625,,7.6419999999999995,7.650066126357586,8.463366073110345,8.144044271700722,10.950000000000001,,10.6892,8.990635953628273,11.120000000000003,2.1832759015049382e-11,8.035,,7.928,8.236500366207178,8.34967397832498,9.355238618582424
1996-11-30,POMKH,14.645,6.44,3.44,2.59,9.6,12.828541666666665,3.54375,9.99,4.5,7.01,12.04,7.22,14.899464285714286,14.899464285714284,14.789658095238096,14.770009836503036,14.698716433443884,14.926480987683778,6.731250000000001,6.765000000000001,6.676400000000001,7.766531871159401,6.151445398028338,6.598928691474563,2.855,2.7175,2.8155200000000002,2.121232540219305,1.9191825127484172,2.2740194023936438,2.6037500000000002,2.799166666666667,2.70456,2.722814086909279,2.8239071912942904,2.389331883334227,10.806875,10.806875,10.197959999999998,9.651946179250858,9.735329657823705,10.142808827935438,12.878333333333334,12.878333333333334,12.891946666666666,12.880717615279401,12.830073956464753,3.2063939726712134e-08,3.8337668650793653,3.8337668650793653,3.657818857142857,3.0599490274444032,3.543750000000001,-4.0962871552784504e-07,10.372500000000002,10.2975,10.20768,10.192376652546333,10.060402533236125,7.355157911383454,4.5495833333333335,4.5495833333333335,4.472119999999999,5.470405897126837,4.5,4.487434009250314,7.40125,7.555,7.3892,7.373877549309433,7.428759519374285,7.4423570352895405,10.95,10.95,11.229519999999999,9.50685023987372,12.040000000000004,1.4958160168422577e-11,8.1025,7.967499999999999,7.6448,7.968415029821009,7.650263940640272,7.4194142855693235
1997-02-28,POMRB,14.938055555555556,6.725,3.05,2.046666666666667,9.85,12.653333333333334,3.6510000000000007,10.8,4.6850000000000005,7.14,10.73,8.04,14.899464285714284,14.899464285714282,14.84901707936508,14.790422067003966,14.896026702955412,14.821957102428,6.9975,6.748750000000001,6.6958400000000005,7.7526537470910375,7.002222780462728,6.774580596676638,2.9862499999999996,2.7799999999999994,2.909312,2.1336949810140933,2.1147075591767517,2.9615416763458358,2.7954166666666667,2.521666666666667,2.441402666666667,2.7212640730374273,2.64103000279816,2.816389247073241,10.806875,10.806875,10.058775999999998,9.403910645077277,9.983060212819279,9.88842449772219,12.878333333333334,12.878333333333334,12.796501333333332,12.845706146666126,12.67020959162356,12.64484149958731,3.833766865079365,3.8337668650793653,3.6550913142857144,3.10744231996019,3.6510000000000016,3.5343750833239174,10.33,10.402499999999998,10.444607999999999,10.352857170540608,10.647307393383997,10.132327501675888,4.5495833333333335,4.549583333333333,4.557272,5.338878557989048,4.6850000000000005,4.637339475286378,7.42625,7.4174999999999995,7.2895199999999996,7.269613756198741,7.089612311118999,7.3525413164677484,10.95,10.95,11.029712,9.626454175098857,10.730000000000008,10.698277021603507,8.50875,8.1025,7.80288,8.032904925204459,7.867153389513586,7.466208721882198
1997-05-31,PREMON,15.609523809523811,7.0,3.48,4.003333333333333,15.3775,12.709791666666668,5.228888888888887,10.46,5.24,8.21,9.91,10.2,14.899464285714284,14.899464285714284,15.153219771428573,15.084452850224455,15.551860189156736,15.264177591537338,7.24125,6.713750000000001,6.817504,7.767303372717773,7.328997482653999,6.969972768167137,2.9625,2.9299999999999997,3.1375872,2.146377151105386,2.740228444849688,2.820113731407292,2.9770833333333333,2.685833333333333,3.0661749333333335,2.719714957206036,3.371973700187344,2.6954618624277304,10.806874999999998,10.806875,12.186265599999999,11.97665776883515,15.474193932099393,14.935879455918295,12.878333333333334,12.878333333333336,12.761817466666667,12.826387397941286,12.725324504926055,12.701261942917151,3.833766865079365,3.8337668650793657,4.284610344126984,3.6553200318215144,5.228888888888888,5.061861025889708,10.346250000000001,10.342499999999998,10.450764799999998,10.362129693695133,10.315082078876996,10.543072905481427,4.5495833333333335,4.549583333333333,4.830363200000001,5.416029992255183,5.24,5.01663439876028,7.523750000000001,7.384999999999999,7.657712,7.677377452511129,7.920792294980065,7.634648400171931,10.95,10.95,10.5818272,9.520802288521123,9.910000000000009,9.880701331229437,9.00875,8.1025,8.761728,8.740990044513186,8.854526514569157,9.304736322045988
1997-08-31,MONSOON,14.405277777777776,8.96,2.2,2.98,8.4,13.321666666666665,2.9114285714285715,10.02,3.773333333333333,7.51,11.12,10.2,14.899464285714286,14.899464285714286,14.854042973968253,14.861519712126924,14.469961063296665,14.663814283308595,7.263750000000001,7.281250000000001,7.6745024,8.25698430281158,7.029997711731905,6.729260924801619,2.85125,3.0424999999999995,2.76255232,2.158672255618846,1.7158738236600852,2.717638250613409,3.1891666666666665,2.905,3.03170496,2.7181667150595583,2.026896899119111,2.2130956236073205,10.806875,10.806875,10.67175936,10.774194989499195,8.506684978545373,8.725245243018742,12.878333333333334,12.878333333333336,12.985757146666668,12.91542683658771,13.336110899093528,13.312726304788566,3.833766865079365,3.8337668650793657,3.735337635047619,3.4641308989003767,2.9114285714285724,2.818427989052929,10.321250000000001,10.317499999999997,10.278458879999999,10.235965198459901,10.278401280430101,9.719628273360058,4.5495833333333335,4.549583333333333,4.407551253333334,4.846131606436816,3.773333333333333,4.064028711803877,7.645,7.467499999999999,7.598627199999999,7.608961774926276,8.224808856495144,7.480868537321328,10.950000000000001,10.95,10.797096319999998,9.870398317068203,11.120000000000008,11.087123996293657,9.3725,8.915,9.3370368,9.235494852386934,8.449218014505483,7.986277105383302
1997-11-30,POMKH,14.645,6.12,2.8,3.1666666666666665,9.6,12.828541666666665,3.54375,10.22,4.5,7.46,12.04,7.97,14.899464285714286,14.899464285714288,14.770425784380953,14.759238367731724,14.687122462984034,14.718789205949363,7.35875,7.201250000000001,7.05270144,7.947174382335888,6.768741766382613,7.4041241166836365,2.76,2.8825,2.777531392,2.171246633664153,1.9775532788367625,2.87270219175116,3.268333333333333,3.0491666666666664,3.0856896426666665,2.716619355782379,3.102575429582273,2.955229184095418,10.806875,10.806875,10.243055616,10.270865994875956,9.73640589844361,9.654046507627818,12.878333333333334,12.878333333333334,12.922870954666667,12.90454730132208,12.842115683342927,12.819932248193822,3.8337668650793653,3.833766865079366,3.658702581028572,3.477559740003825,3.543750000000001,3.430550992006328,10.28125,10.374999999999996,10.255075328,10.208391343892988,10.050777772040947,9.651201707243676,4.5495833333333335,4.549583333333333,4.444530752,4.653964445742148,4.5,4.494426494045495,7.72875,7.58,7.54317632,7.547046205995872,7.430940044445979,7.348060054505456,10.95,10.95,11.294257791999998,10.52432109710139,12.040000000000008,12.004404039152375,9.6425,9.1025,8.79022208,8.89630674667151,9.101887298692404,9.082821005383003
1998-02-28,POMRB,14.938055555555556,7.225,2.8,3.1666666666666665,9.85,12.653333333333334,3.6510000000000007,10.37,4.6850000000000005,7.66,10.73,10.2,14.899464285714284,14.899464285714286,14.837477692850793,14.793351664233924,14.887573293477857,14.858066528099673,6.8725000000000005,7.32625,7.1216208640000005,7.903045956964059,7.241153060237324,6.256563882135312,2.5524999999999998,2.8199999999999994,2.7865188352,2.183888459205037,2.1730783201701778,2.839571336931251,2.9274999999999998,3.329166666666666,3.1180804522666663,2.715072877378299,3.0295151566700653,2.795348126905323,10.806875,10.806875,10.0858333696,9.9826607658847,9.98529994830658,9.897597106356294,12.878333333333334,12.878333333333334,12.815055906133335,12.8654521674183,12.670752601330115,12.648022336907747,3.833766865079365,3.833766865079366,3.6556215486171433,3.5240337260530654,3.6510000000000016,3.5740194523154343,10.2575,10.267499999999995,10.3010451968,10.234401802474162,10.711619548897904,10.561696305861211,4.5495833333333335,4.549583333333333,4.5407184512,4.585228011768566,4.6850000000000005,4.646709153649824,7.7375,7.710000000000001,7.589905792,7.598406649783818,7.281407963617901,7.4458536479125454,10.95,10.95,11.0685546752,10.67694232225213,10.73000000000001,10.697393002992023,9.28875,9.6425,9.354133248,9.343963246745183,9.01766146616194,8.298554293465997
1998-05-31,PREMON,15.609523809523811,7.26,3.0,3.516666666666667,15.3775,12.709791666666668,5.228888888888887,10.57,5.24,8.36,9.91,10.2,14.899464285714284,14.899464285714288,15.14629613952,15.09684183257111,15.545983049454096,15.39797443782386,6.125,7.391249999999999,7.1769725184,7.846795665726729,7.585482571615048,7.777187266376464,2.2049999999999996,2.6999999999999993,2.87191130112,2.19666920203095,2.7985992035934144,2.9520328091253227,2.425416666666667,3.2074999999999996,3.2775149380266666,2.7135272821463663,4.030033112032437,3.7537356510190305,10.806874999999998,10.806875,12.202500021759999,12.472773818001958,15.4975458550664,14.986083744278398,12.878333333333334,12.878333333333336,12.772950210346668,12.842749566324322,12.726721230780509,12.704456972907455,3.833766865079365,3.8337668650793657,4.284928484725841,4.0552521126778505,5.228888888888888,5.118638894807831,9.857500000000002,10.294999999999995,10.408627118080002,10.312797061482923,10.226872781742516,10.141867008493712,4.5495833333333335,4.549583333333333,4.82043107072,4.7783927218266085,5.24,5.056227402342914,7.62125,7.7475000000000005,7.8979434752,7.935128576896562,8.25155579648527,8.06682741216879,10.95,10.95,10.60513280512,10.520054938309364,9.910000000000009,9.87988487042424,8.741249999999999,9.642499999999998,9.692479948799999,9.656592739338503,10.438277642670174,10.746422854681857
