Date,Season,Kotkapura,Faridkot,Kotkapura_Trend,Kotkapura_SMA,Kotkapura_EWMA,Kotkapura_DES,Kotkapura_TES,Kotkapura_ARIMA,Faridkot_Trend,Faridkot_SMA,Faridkot_EWMA,Faridkot_DES,Faridkot_TES,Faridkot_ARIMA
2000-05-31,PREMON,5.575,3.845,4.674354166666666,4.494166666666666,4.739414811908105,4.709980448971507,4.643911431132336,4.19014011679715,5.079750000000001,4.6987499999999995,4.4742136625701985,4.504572387724873,5.232116945059035,4.880572744712436
2000-08-31,MONSOON,4.7375,6.202000000000001,4.826520833333334,4.617916666666666,4.738648887144863,4.762560807452872,5.155421276320382,4.684384493105955,5.194,4.98825,5.165328197542119,5.135591456648118,4.665396271607586,4.490135581584114
2000-11-30,POMKH,4.534000000000002,5.67,4.825875,4.730791666666667,4.656789332286919,4.78685158620062,4.712268638744625,4.703340949252875,5.515625000000001,5.17125,5.367196918525272,5.337091505615482,4.997998046232681,5.1355517998947136
2001-02-28,POMRB,4.842499999999999,5.15,4.7468125,4.92225,4.73107359937215,4.843407630799974,4.648030765797533,4.642904662061197,5.827375000000001,5.21675,5.2803181511151625,5.271986813449312,5.127432869956784,5.3370522948929375
2001-05-31,PREMON,4.8039999999999985,6.2360000000000015,4.795625,4.7295,4.76024415962329,4.889851800601022,5.024716301774417,4.7141384707258185,5.870500000000001,5.814500000000001,5.662590890669097,5.6324274342579965,5.6184823532545805,5.266528847264158
2001-08-31,MONSOON,4.876,6.305,4.811562499999999,4.764125,4.806546495773974,4.939662207928477,5.322669657910989,4.746209254360639,6.005250000000001,5.84025,5.919554534401458,5.885389217173908,5.831812083607422,5.632043998267933
2001-11-30,POMKH,4.7860000000000005,5.912000000000001,4.8308125,4.827125,4.798327897464384,4.974249254041273,4.874186774219025,4.792530421293171,6.07875,5.90075,5.916532720640875,5.899714051612876,5.750613788732161,5.8857654355102325
2002-02-28,POMRB,4.717999999999999,5.9860000000000015,4.976624999999999,4.795999999999999,4.76619673847863,4.997645423311944,4.826651006989374,4.790199771810553,6.1396250000000006,6.10975,5.944319632384525,5.936113348539655,5.681356033937261,5.895656530001781
2002-05-31,PREMON,5.0825,5.988,5.099374999999999,4.865625,4.892718043087178,5.059705418592385,5.147134927467544,4.764432313171186,6.368125000000001,6.04775,5.961791779430715,5.959822028165665,6.282168239475472,5.929718303720134
2002-08-31,MONSOON,5.7639999999999985,7.039999999999999,5.060124999999999,5.087624999999999,5.241230825852306,5.192184029389504,5.474027378369946,4.877947851674107,6.6111875,6.2315,6.39307506765843,6.363736250213556,6.140739578195285,5.951691977640847
2002-11-30,POMKH,4.88,7.005,5.062562499999999,5.111124999999999,5.096738495511383,5.211569866598754,5.162125562283559,5.1941720106312435,6.8363125,6.50475,6.6378450405950575,6.605679741494735,6.225336102623617,6.362011634326555
2003-02-28,POMRB,4.3100000000000005,6.8375,5.094250000000001,5.009124999999998,4.78204309730683,5.164777678356414,5.078631545765688,5.082046804437176,6.954999999999999,6.717624999999999,6.7177070243570345,6.696425177389474,6.396664717395016,6.60443451464689
2003-05-31,PREMON,5.51,6.9375,5.2856250000000005,5.115999999999999,5.073225858384098,5.257918334425694,5.2767482751547075,4.806510142323136,6.9483749999999995,6.954999999999998,6.8056242146142205,6.790661449266663,7.050472163049516,6.692306098767048
2003-08-31,MONSOON,5.59,7.039999999999999,5.779375,5.072499999999999,5.279935515030459,5.350557469739718,5.658871980260579,5.057579437735442,6.8993125,6.954999999999998,6.899374528768532,6.888024878786824,6.97955115101459,6.784750402501246
2003-11-30,POMKH,6.585,6.952000000000001,6.2075,5.498749999999999,5.801961309018276,5.545801442740708,5.280436678122744,5.247595617744376,6.875624999999999,6.941749999999998,6.92042471726112,6.916928585111331,6.7377463908095745,6.880985958118873
2004-02-29,POMRB,6.555,6.497999999999998,6.60125,6.059999999999999,6.103176785410966,5.717727651798822,5.49113112699069,5.724903388808911,7.105,6.856874999999999,6.751454830356672,6.767311593975949,6.6890605823273015,6.9077600484369475
2004-05-31,PREMON,6.69,7.087500000000001,6.852708333333333,6.354999999999999,6.33790607124658,5.887301091770568,6.02901231266357,6.021157512477628,7.504437499999999,6.894374999999998,6.885872898214004,6.890852357618391,7.096982505214655,6.753270143976165
2004-08-31,MONSOON,7.56,8.725,6.853854166666666,6.847499999999999,6.826743642747948,6.137544033579926,6.490442671803335,6.2598614685497145,7.776,7.315624999999999,7.621523738928402,7.57423949318311,7.066331749769311,6.879283255117743
2004-11-30,POMKH,6.626666666666666,8.4625,6.836041666666667,6.857916666666666,6.746712852315435,6.2571114082626424,6.323083891691235,6.72386938773645,7.881979166666667,7.693249999999998,7.957914243357042,7.908427149981474,7.446431696975152,7.575165161287524
2005-02-28,POMRB,6.5225,7.16,6.739479166666667,6.8497916666666665,6.657027711389261,6.352736057191076,6.348186234939851,6.689178598061469,7.709999999999999,7.858749999999999,7.6387485460142255,7.637741276204412,7.709750818628218,7.909712843474524
2005-05-31,PREMON,6.580000000000001,7.273333333333331,6.645833333333334,6.822291666666666,6.626216626833557,6.445071369650957,6.721134739293671,6.629692483629346,7.264895833333332,7.905208333333332,7.492582460941867,7.5088314947799475,7.978097945844105,7.627052135083812
2005-08-31,MONSOON,6.8975,7.163333333333334,6.6196874999999995,6.656666666666665,6.734729976100134,6.563736690881655,7.033843336973161,6.6119576766297,6.942083333333334,7.514791666666666,7.360882809898454,7.38681491694249,7.676896591969827,7.493691198367643
2005-11-30,POMKH,6.539999999999999,6.463333333333334,6.588749999999999,6.634999999999998,6.65683798566008,6.63001883570679,6.642898150202731,6.713865201175568,6.812083333333332,7.014999999999999,7.001863019272406,7.05100902805213,7.211730238539719,7.369137925783599
2006-02-28,POMRB,6.4,6.576666666666665,6.5521875000000005,6.604374999999997,6.554102791396049,6.673764047009291,6.5926347423072205,6.6518142517844545,6.722083333333333,6.869166666666666,6.83178447823011,6.881006247728817,6.788454504548356,7.02762667918555
2006-05-31,PREMON,6.455,6.816666666666666,6.46875,6.5731249999999966,6.514461674837629,6.7192364359766605,6.897547213046808,6.561943977067089,6.69375,6.755,6.825737353604732,6.86246314360379,7.18831096546444,6.857603345980103
2006-08-31,MONSOON,6.73,6.9,6.4478125,6.5312499999999964,6.600677004902577,6.791037903403094,7.154370832904394,6.5237766194601265,6.68375,6.689166666666667,6.855442412162839,6.881572414899495,7.0167345498125595,6.842169182253798
2006-11-30,POMKH,6.039999999999999,6.5,6.523125,6.4062499999999964,6.376406202941546,6.777793073795899,6.710022381093914,6.597375916286766,6.5025,6.698333333333333,6.713265447297703,6.745740073236787,6.705983567509275,6.863972863560894
2007-02-28,POMRB,6.732500000000001,6.46,6.6909374999999995,6.489374999999997,6.518843721764927,6.843896131148343,6.554608298208157,6.398453391598164,6.306666666666667,6.6691666666666665,6.611959268378621,6.6452360362580984,6.4937736031861215,6.726745886132683
2007-05-31,PREMON,6.725,5.4833333333333325,6.953125,6.556874999999998,6.601306233058956,6.90240382946948,6.928220188892316,6.5176716655947216,6.2675,6.3358333333333325,6.160508894360506,6.2207140645352546,6.962899583933897,6.62617593886442
2007-08-31,MONSOON,7.8025,6.666666666666668,7.133020833333334,6.824999999999998,7.081783739835374,7.076293828400319,7.229417504604343,6.591665310663092,6.2675,6.2775,6.362972003282971,6.39033665636715,6.360204714358978,6.195295364694982
2007-11-30,POMKH,7.065,6.420000000000001,7.213541666666667,7.081249999999999,7.075070243901225,7.149362082672465,6.970007175746542,7.023801480069297,6.47125,6.2575,6.385783201969783,6.4061749990084715,6.214129430871279,6.373014270393437
2008-02-29,POMRB,7.146666666666667,6.539999999999999,7.0722916666666675,7.184791666666666,7.103708813007402,7.224166385038606,6.956434793212249,7.038504866704024,6.667083333333334,6.2775,6.447469921181869,6.460536832500662,6.162181584558952,6.390729079110459
2008-05-31,PREMON,6.955,7.033333333333334,6.878854166666666,7.242291666666665,7.044225287804441,7.269744302512738,7.332334678852563,7.077106854509258,6.697500000000001,6.664999999999999,6.681815286042456,6.677239891823852,6.791467687052412,6.447007992574485
2008-08-31,MONSOON,6.4425,6.683333333333334,6.815833333333334,6.902291666666665,6.803535172682664,7.252945522618382,7.601249374377325,7.033528000326638,6.7125,6.6691666666666665,6.682422504958807,6.684582486060555,6.858622400894658,6.668067479028318
2008-11-30,POMKH,6.8775,6.646666666666667,6.760937499999999,6.855416666666664,6.8331211036095985,7.286855713073675,7.020739575320364,6.82259534509124,6.7700000000000005,6.725833333333332,6.668120169641951,6.675659247774863,6.525086480412459,6.673823092300257
2009-02-28,POMRB,6.83,6.433333333333334,6.906875,6.776249999999997,6.831872662165759,7.311953034926583,6.962996451605852,6.842190329826798,6.91375,6.699166666666665,6.574205435118504,6.591153195964521,6.440339266357246,6.66358443282715
2009-05-31,PREMON,6.8325,7.6,7.116562500000001,6.745624999999997,6.832123597299455,7.334768913558545,7.278966475842296,6.837839709150383,7.03375,6.8408333333333315,6.984523261071102,6.969175559208463,6.919881176264319,6.576773943374898
2009-08-31,MONSOON,7.7325,7.2666666666666675,7.234687499999999,7.0681249999999975,7.192274158379673,7.4566204785174275,7.535063424000874,6.835934014278647,7.115,6.9866666666666655,7.097380623309328,7.08447837926423,7.157570494986462,6.962556052520951
2009-11-30,POMKH,7.2650000000000015,7.0233333333333325,7.404999999999999,7.164999999999998,7.221364495027804,7.513374335486456,7.20600447173692,7.155910468621641,7.102916666666666,7.080833333333331,7.06776170731893,7.067271477577532,6.9346955506423225,7.077213447511256
2010-02-28,POMRB,7.3874999999999975,6.706666666666666,7.542812499999999,7.3043749999999985,7.287818697016681,7.578129316240411,7.185757819677489,7.194843555546974,7.055833333333334,7.149166666666663,6.923323691058025,6.939332981389227,6.837129673642342,7.056899281395171
2010-05-31,PREMON,7.6375,7.229999999999999,7.6709375,7.505624999999999,7.427691218210009,7.664428464430042,7.563791834791642,7.263600933123381,7.072916666666666,7.056666666666663,7.045994214634814,7.052090001548063,7.268631536380688,6.924852725380615
2010-08-31,MONSOON,8.030000000000001,7.2600000000000025,7.7212499999999995,7.579999999999998,7.668614730926006,7.7861211955537035,7.916334520303689,7.397042196350734,7.119166666666667,7.054999999999998,7.131596528780889,7.134335432563025,7.226638208256688,7.039900967595157
2010-11-30,POMKH,7.9925,7.166666666666668,7.665625,7.761874999999998,7.798168838555603,7.891162724414094,7.571743543765127,7.62293922678232,7.187500000000002,7.090833333333331,7.1456245839352,7.151727275547621,6.974293237858726,7.122883870925635
2011-02-28,POMRB,7.0625,6.933333333333333,7.631562499999999,7.680624999999999,7.503901303133362,7.880732523507137,7.618571094656893,7.7548321914516265,7.272916666666667,7.147499999999996,7.060708083694453,7.076432409181665,6.917093337266155,7.139391092546824
2011-05-31,PREMON,7.5175,7.5500000000000025,7.515625,7.650624999999999,7.509340781880017,7.922613485744638,7.856098721505045,7.507744968228487,7.295416666666668,7.227499999999997,7.256424850216673,7.2569172844826655,7.405680784195502,7.061702104428712
2011-08-31,MONSOON,7.877499999999999,7.623333333333334,7.414062499999999,7.612499999999999,7.65660446912801,8.000763722290895,8.132195462584585,7.511226452612195,7.280416666666667,7.318333333333331,7.403188243463337,7.397922872762114,7.434877890830823,7.245802764126915
2011-11-30,POMKH,7.2174999999999985,6.9833333333333325,7.404374999999999,7.418749999999999,7.4809626814768055,7.996598163342885,7.7193065724478105,7.6419462355163885,7.246666666666667,7.272499999999996,7.235246279411335,7.250276780398756,7.242883502734237,7.388141339569315
2012-02-29,POMRB,7.025,6.996666666666667,7.4581004464285705,7.409374999999999,7.298577608886084,7.971177004171848,7.595081433464836,7.490465135783953,7.081519097222223,7.2883333333333296,7.139814434313468,7.162036649403185,7.009829515477075,7.235518480296153
2012-05-31,PREMON,7.4775,7.216666666666668,7.678544642857142,7.399374999999999,7.37014656533165,7.999316358856535,7.830011399161796,7.324344754082658,6.926059027777779,7.204999999999995,7.170555327254748,7.187694078454795,7.486975624863481,7.145465304031991
2012-08-31,MONSOON,8.347303571428572,6.6354861111111125,7.998544642857142,7.516825892857142,7.761009367770419,8.122546769772187,8.103528586473681,7.379004503987436,6.829496527777778,6.958038194444439,6.956527640797294,6.989006437798209,7.354831170363468,7.172310019013035
2012-11-30,POMKH,8.511249999999999,6.7275,8.312450892857141,7.840263392857142,8.06110562066225,8.25165756909659,7.783061252614061,7.72458185945019,6.675954861111112,6.894079861111106,6.864916584478376,6.8976476678876235,6.809590284944427,6.969913825044425
2013-02-28,POMRB,8.29125,6.48,8.475412946428571,8.156825892857142,8.15316337239735,8.342804896489433,7.886889917490096,8.005336746838875,6.4159982638888895,6.76491319444444,6.710949950687026,6.74848957018815,6.645590106812425,6.878517680364282
2013-05-31,PREMON,8.7225,6.505000000000001,8.40584375,8.468075892857142,8.38089802343841,8.47321505313852,8.30249137906417,8.107376652939664,6.1521875,6.586996527777773,6.628569970412216,6.663608797402544,7.063423189930569,6.728266433078802
2013-08-31,MONSOON,8.406,5.2675,8.334262019230769,8.48275,8.390938814063047,8.55466038653164,8.719241736697706,8.326908723875414,5.957968750000001,6.244999999999994,6.0841419822473295,6.152508421115321,6.819166720714475,6.644089339564642
2013-11-30,POMKH,7.896000000000001,5.985,8.312488324175826,8.3289375,8.192963288437827,8.570347704655731,8.295497764189527,8.35513569936506,5.754375,6.059374999999994,6.044485189348398,6.095265677912601,5.950049927523169,6.125080333288139
2014-02-28,POMRB,8.333846153846155,5.668750000000001,8.369104395604397,8.339586538461539,8.249316434601159,8.633746972483658,8.190241732255423,8.191274237426015,5.79263888888889,5.856562499999995,5.89419111360904,5.94221722360278,5.83159290141047,6.072266503855353
2014-05-31,PREMON,8.505714285714287,5.6875,8.573895604395606,8.285390109890113,8.35187557504641,8.710028976678936,8.557496407958453,8.24215689082971,5.876770833333334,5.652187499999995,5.811514668165424,5.852570704005874,6.250494986624709,5.920130573652401
2014-08-31,MONSOON,9.075714285714287,6.391111111111113,8.71529532967033,8.452818681318684,8.641411059313562,8.842719116131082,8.88677190136055,8.336218189244006,5.800607638888889,5.933090277777772,6.0433532453437,6.056144928886539,6.004459523883173,5.832422962245901
2014-11-30,POMKH,8.864615384615384,5.5344444444444445,8.819903846153846,8.69497252747253,8.73069278943429,8.938082768620422,8.556138038457377,8.600137792170573,5.770659722222223,5.820451388888884,5.839789724983998,5.867874224533049,5.889587910762698,6.04306252818406
2015-02-28,POMRB,8.496428571428572,5.51,9.088266941391941,8.735618131868135,8.636987102232002,8.982239241319139,8.582147885627716,8.694527500938715,5.35625,5.780763888888883,5.707873834990399,5.740031068301125,5.619336326325507,5.851300643481799
2015-05-31,PREMON,9.18,5.6066666666666665,9.363910256410255,8.904189560439562,8.8541922613392,9.09887599361307,8.906883578194183,8.623827748680325,4.823576388888888,5.760555555555549,5.667390967660905,5.695097896321267,6.05905907663205,5.722621666590229
2015-08-31,MONSOON,10.548333333333334,3.1566666666666667,9.78967261904762,9.272344322344324,9.531848690136854,9.357714873641394,9.296398608807605,8.822320696009847,4.412708333333333,4.951944444444438,4.66310124726321,4.760911382479012,5.856061674246336,5.678903698163891
2015-11-30,POMKH,9.597142857142858,4.5075,9.898982683982684,9.455476190476192,9.557966356939255,9.482989118788717,9.162854476849102,9.438319309204632,4.0762019230769235,4.695208333333326,4.600860748357926,4.670847225547111,4.540336847156101,4.727956529180893
2016-02-29,POMRB,11.17,3.25,9.676804653679653,10.12386904761905,10.202779814163552,9.772618628909953,9.21219098586879,9.495002025864421,4.353445512820513,4.130208333333327,4.060516449014756,4.149081405338834,4.395502338370706,4.644838840521813
2016-05-31,PREMON,7.380909090909093,5.174615384615384,9.644106240981241,9.674096320346322,9.07403152486177,9.605910403813763,9.91581788318588,10.09279395789314,4.799773637820513,4.022195512820507,4.5061560232550075,4.531412021320627,4.432028556232224,4.118949310704558
2016-08-31,MONSOON,10.57,5.8066666666666675,9.286060606060607,9.67951298701299,9.672418914917063,9.815409677351434,9.78469611049017,9.12494628338448,5.16683705693816,4.6846955128205074,5.026360280619672,5.006362637499062,4.694025642618302,4.516962127042038
2016-11-30,POMKH,9.31388888888889,5.428125,9.212853535353535,9.608699494949498,9.529006904505794,9.862040251207684,9.564633814431845,9.640673147822437,5.420745427978884,4.914851762820508,5.187066168371803,5.166115803710016,4.861653571051659,5.003213365710331
2017-02-28,POMRB,8.588888888888889,5.265882352941175,9.434785353535354,8.96342171717172,9.152959698259032,9.822253056090688,9.48695809125288,9.524046741987366,5.440710171568628,5.418822351055802,5.218592642199552,5.206940067645929,4.9500239888445,5.1634158013457485
2017-05-31,PREMON,9.376363636363637,5.19,9.544846117424242,9.462285353535355,9.242321273500874,9.875221204823172,9.661075745625503,9.190297192204138,5.4494549632352935,5.4226685049019565,5.2071555853197315,5.204645816231938,5.555199979963468,5.202048283518639
2017-08-31,MONSOON,10.35,5.9510000000000005,9.702962436868686,9.407285353535356,9.685392764100524,10.03243935692813,9.947163619761843,9.256702657080728,5.378719669117647,5.4587518382352895,5.50469335119184,5.48456061082883,5.386131199998609,5.19750577583198
2017-11-30,POMKH,10.414375,5.35375,10.051472537878787,9.682406881313133,9.976985658460315,10.180852378581317,9.6561879072575,9.646890789244209,5.86853125,5.44015808823529,5.444316010715104,5.440376914601509,5.340608090221623,5.4815921604063425
2018-02-28,POMRB,8.753333333333334,4.774375,10.569427083333334,9.723517992424245,9.487524728409522,10.127028264461732,9.765578574409329,9.920799102110086,6.45003125,5.317281249999995,5.176339606429062,5.198284653357085,5.213664995731575,5.4333924317539894
2018-05-31,PREMON,12.0,9.6,10.690646701388888,10.379427083333336,10.492514837045714,10.44436825634996,9.918526814949331,9.504140916087733,6.3423125,6.419781249999995,6.9458037638574375,6.829681757794426,5.5249950234087954,5.184926188014441
2018-08-31,MONSOON,11.87,6.193,,10.759427083333335,11.04350890222743,10.714658811432294,10.64332981938085,10.394890903181492,,6.4802812499999956,6.644682258314462,6.599488950167858,7.083714281921642,6.849520708643761
2018-11-30,POMKH,9.864131944444443,4.25,,10.621866319444447,10.571758119114236,,10.505101380703499,10.92134426644323,,6.204343749999996,5.686809354988677,,6.471789606868938,6.60199579267942
