Date,Season,Narayanpur,Narayanpur_Trend,Narayanpur_SMA,Narayanpur_EWMA,Narayanpur_DES,Narayanpur_TES,Narayanpur_ARIMA
1996-02-29,POMRB,3.186666666666666,,,3.186666666666666,6.632833831818156,3.227552083333333,0.0
1996-05-31,PREMON,5.08,,,3.9439999999999995,8.881418259270646,5.159505713296399,0.0
1996-08-31,MONSOON,1.435,2.9441666666666664,,2.9403999999999995,7.971023127809925,1.550873125302139,0.0
1996-11-30,POMKH,2.013333333333333,2.9058333333333337,2.92875,2.569573333333333,6.740045821213273,2.1633388181386883,0.0
1997-02-28,POMRB,3.31,2.9580208333333333,2.9595833333333337,2.865744,5.948868741830244,3.340618310886503,3.1866658248302286
1997-05-31,PREMON,4.65,3.078125,2.852083333333334,3.5794464,5.7662365177701265,5.2456463428107565,5.07999865799296
1997-08-31,MONSOON,2.2825,3.056979166666667,3.0639583333333342,3.0606678400000003,4.337739218917386,1.582494181437009,1.4349996209094287
1997-11-30,POMKH,2.1266666666666665,3.0679166666666666,3.0922916666666675,2.687067370666667,3.173289706418612,2.214335893155008,2.0133328014617766
1998-02-28,POMRB,3.0275,3.0151041666666663,3.0216666666666674,2.8232404224000005,2.7922846369766803,3.47654362081794,3.2745478870642866
1998-05-31,PREMON,5.02,2.903958333333333,3.114166666666667,3.70194425344,3.584164522424541,4.971753486134045,4.773605263276817
1998-08-31,MONSOON,1.49,3.1696874999999998,2.916041666666667,2.817166552064,2.5688858554187575,2.2295752516890937,2.038884028881945
1998-11-30,POMKH,2.03,3.3829166666666666,2.891875,2.5022999312384,2.103289755577816,2.243312204272471,2.094088939140317
1999-02-28,POMRB,5.25,3.1845833333333338,3.4475000000000007,3.60137995874304,3.4829097097492068,3.2479011603558385,3.1147259518635657
1999-05-31,PREMON,4.503333333333334,3.0275000000000003,3.3183333333333342,3.962161308579158,4.283241172164072,5.215409717952417,4.867392892764976
1999-08-31,MONSOON,0.42,2.593541666666667,3.050833333333334,2.5452967851474946,2.7858372926343917,1.8951124359610683,1.8063635598007786
1999-11-30,POMKH,1.843333333333333,2.275625,3.0041666666666678,2.26451140442183,2.26632944186252,2.2291080146539475,2.070012230354316
2000-02-29,POMRB,1.965,2.425520833333333,2.1829166666666677,2.1447068426530977,1.966906536145091,4.7388462120703805,4.634538328145088
2000-05-31,PREMON,5.244999999999999,2.5472916666666663,2.368333333333334,3.3848241055918584,3.552493794363695,4.583110874682003,4.655859109282851
2000-08-31,MONSOON,0.8775,2.7187499999999996,2.482708333333334,2.381894463355115,2.578921380776474,0.8020451600128151,0.6543527435702758
2000-11-30,POMKH,2.36,2.87375,2.6118750000000004,2.373136678013069,2.480978090965684,1.9562759927531252,1.8876288961756318
2001-02-28,POMRB,2.8200000000000003,2.8484375,2.8256250000000005,2.5518820068078414,2.6358471941406707,2.869100142380284,3.1684416501416006
2001-05-31,PREMON,5.63,2.6843749999999997,2.9218750000000004,3.7831292040847053,4.365073151560479,5.210563617981416,5.0049018949888815
2001-08-31,MONSOON,0.29000000000000004,2.7558333333333334,2.775000000000001,2.3858775224508233,2.919635279530882,1.0178459489838998,0.48963109879859934
2001-11-30,POMKH,1.635,2.8591666666666664,2.593750000000001,2.085526513470494,2.3451505177121166,2.354531029980703,2.183002326191761
2002-02-28,POMRB,4.116666666666666,2.8404166666666666,2.9179166666666676,2.897982574748963,3.168463261805808,2.8954259513403864,2.268968468569274
2002-05-31,PREMON,5.16,3.0747916666666666,2.800416666666668,3.802789544849378,4.476185798963261,5.624862551432724,5.608662242405339
2002-08-31,MONSOON,0.61,3.1314583333333337,2.880416666666668,2.525673726909627,3.090299440248634,0.598706061636705,0.39571005728347375
2002-11-30,POMKH,3.19,3.08875,3.269166666666668,2.7914042361457763,3.180344473862056,1.980115751845871,1.8914746738789878
2003-02-28,POMRB,3.015,3.18625,2.9937500000000012,2.880842541687466,3.1502233995361495,3.9559332984847724,3.550820604530668
2003-05-31,PREMON,5.92,3.0514583333333336,3.1837500000000007,4.096505525012479,4.714488941495288,5.417410256429509,5.427366209247256
2003-08-31,MONSOON,0.63,2.793541666666667,3.188750000000001,2.7099033150074874,3.2015328885436363,0.7701321079528283,0.506088921174876
2003-11-30,POMKH,2.091666666666667,2.4904166666666665,2.914166666666668,2.462608655671159,2.654475970080343,2.9654091672024823,2.7194452353881693
2004-02-29,POMRB,2.05,2.319166666666667,2.6729166666666675,2.2975651934026953,2.240022304326796,3.3559273775302474,3.599398753242432
2004-05-31,PREMON,4.46,2.3589583333333333,2.3079166666666677,3.162539116041617,3.195696774492542,5.780833952215531,5.683523108474794
2004-08-31,MONSOON,0.72,2.6599999999999997,2.3304166666666677,2.18552346962497,2.135549152086369,0.5877442151393231,0.6492407529295868
2004-11-30,POMKH,2.32,2.875,2.387500000000001,2.2393140817749817,2.084806633114531,2.286083199458335,2.5679048111808536
2005-02-28,POMRB,4.23,2.8025,2.932500000000001,3.0355884490649894,3.1001906130637638,2.4218514744910964,2.3252720344297693
2005-05-31,PREMON,4.0,2.67875,2.817500000000001,3.4213530694389935,3.8460902709973004,5.0022677593403,4.8977447800899006
2005-08-31,MONSOON,0.6,2.36875,2.7875000000000005,2.2928118416633962,2.6299181787294694,0.8228566263472592,0.73135817212406
2005-11-30,POMKH,1.45,2.19625,2.5700000000000003,1.9556871049980376,2.045781240208129,2.436929893216455,2.2336049897345447
2006-02-28,POMRB,2.62,2.2325000000000004,2.1675000000000004,2.2214122629988227,2.183823199968363,3.7317985647370517,3.36023230445489
2006-05-31,PREMON,4.23,2.24,2.2250000000000005,3.0248473577992936,3.2034527032439746,4.2264096697633535,3.9397680960408166
2006-08-31,MONSOON,0.6599999999999999,2.440416666666667,2.2400000000000007,2.0789084146795758,2.205089839853979,0.6267986996433859,0.6512969972741192
2006-11-30,POMKH,1.45,2.6120833333333335,2.2400000000000007,1.8273450488077452,1.7876412976513636,1.7258499910647194,1.5947708586426508
2007-02-28,POMRB,4.223333333333334,2.5758333333333336,2.640833333333334,2.7857403626179806,2.951633033064839,2.968965475189436,3.2714841227055214
2007-05-31,PREMON,4.0,2.5683333333333334,2.583333333333334,3.2714442175707887,3.846237716066679,4.354084969664252,3.9382423815626804
2007-08-31,MONSOON,0.6,2.5679166666666666,2.568333333333334,2.2028665305424733,2.704039962859793,0.7577308225894006,0.6261183514930473
2007-11-30,POMKH,1.45,2.727306547619048,2.568333333333334,1.901719918325484,2.143528276246491,1.6365697116777191,1.2991945636238977
2008-02-29,POMRB,4.2200000000000015,2.929050595238096,2.567500000000001,2.829031950995291,3.1464025494468135,3.932915435184967,3.796876471674617
2008-05-31,PREMON,5.2784523809523805,3.0803422619047622,2.887113095238096,3.808800122978127,4.644653969408935,4.165465588992255,4.053732502014465
2008-08-31,MONSOON,0.9355000000000002,3.389696428571429,2.9709880952380963,2.659480073786876,3.452623125405501,0.7835978923906977,0.6089081882689351
2008-11-30,POMKH,2.3248333333333333,3.5896964285714286,3.1896964285714295,2.525621377605459,3.056966922100806,1.6627836618714475,1.3758185581138411
2009-02-28,POMRB,5.82,3.5896964285714286,3.589696428571429,3.8433728265632756,4.604743690036123,4.334005833326643,4.338676070797171
2009-05-31,PREMON,5.2784523809523805,3.5896964285714286,3.589696428571429,4.417404648318918,5.592832223854866,5.204201597321882,4.973806342437304
2009-08-31,MONSOON,0.9355000000000002,3.589696428571429,3.589696428571429,3.024642788991351,3.9630304901356768,1.116656049020765,0.8440125651729334
2009-11-30,POMKH,2.3248333333333333,4.029889880952381,3.589696428571429,2.7447190067281437,3.24137571574944,2.3330148984692762,2.1135431941101492
2010-02-28,POMRB,5.82,4.470083333333333,3.589696428571429,3.9748314040368866,4.480719124938376,5.536510765653063,5.53537280140655
2010-05-31,PREMON,8.8,4.470083333333333,4.470083333333334,5.904898842422132,7.340502673562004,5.377953601886621,5.49370321031521
2010-08-31,MONSOON,0.9355000000000002,4.470083333333334,4.470083333333334,3.9171393054532793,5.308132235860184,1.3015959400913673,0.9902265318016672
2010-11-30,POMKH,2.3248333333333333,4.470083333333333,4.470083333333334,3.280216916605301,4.1434729271157575,2.6357999355688047,2.498090917175099
2011-02-28,POMRB,5.82,4.470083333333333,4.470083333333334,4.296130149963181,4.944405474351038,6.031313101526868,6.1022249186171855
2011-05-31,PREMON,8.8,4.470083333333333,4.470083333333334,6.09767808997791,7.309499734781618,8.001166036993025,8.010757867084621
2011-08-31,MONSOON,0.9355000000000002,4.173946180555556,4.470083333333334,4.032806853986745,5.023106891942416,1.1946096619444724,0.9717935558887307
2011-11-30,POMKH,2.3248333333333333,3.877809027777778,4.470083333333334,3.3496174457253804,3.7818621790775895,2.572212910420519,2.420879968784279
2012-02-29,POMRB,3.450902777777777,3.877809027777778,3.8778090277777784,3.390131578546339,3.394618059410249,6.039481200409859,5.962122796677998
2012-05-31,PREMON,8.8,3.877809027777778,3.8778090277777784,5.554078947127804,6.075362284427081,8.569007404962452,9.389757675947187
2012-08-31,MONSOON,0.9355000000000002,3.8778090277777784,3.8778090277777784,3.7066473682766827,4.175232922469077,1.0007747517392387,0.9317984659998385
2012-11-30,POMKH,2.3248333333333333,3.877809027777778,3.8778090277777784,3.153921754299343,3.2782535545701155,2.38920889799154,2.3081959480421026
2013-02-28,POMRB,3.450902777777777,3.877809027777778,3.8778090277777784,3.2727141636907167,3.1583687831332257,4.257346232974147,4.0381189324955695
2013-05-31,PREMON,8.8,3.877809027777778,3.8778090277777784,5.48362849821443,6.149309608301144,8.807895995889957,9.143787800832845
2013-08-31,MONSOON,0.9355000000000002,3.8778090277777784,3.8778090277777784,3.664377098928658,4.393757714146006,1.0217660915615543,0.9258003255349623
2013-11-30,POMKH,2.3248333333333333,3.6396840277777778,3.8778090277777784,3.1285595926905283,3.5323286089635633,2.4070375858611834,2.2973794011372806
2014-02-28,POMRB,3.450902777777777,3.4015590277777776,3.8778090277777784,3.257496866725428,3.3960055978450345,3.7637834420969054,2.999774517986642
2014-05-31,PREMON,6.8950000000000005,3.4015590277777776,3.401559027777778,4.712498120035257,5.1782011764115286,8.88532951656688,8.747763600431062
2014-08-31,MONSOON,0.9355000000000002,3.401559027777778,3.401559027777778,3.2016988720211543,3.5512212517458313,0.9343926010231813,0.9338602954377394
2014-11-30,POMKH,2.3248333333333333,3.1821840277777778,3.401559027777778,2.850952656546026,2.90191110598307,2.3204371244837985,2.3216748540633714
2015-02-28,POMRB,3.450902777777777,2.962809027777778,3.401559027777778,3.0909327050387265,2.9810155260393807,3.5175448324665153,3.1918983189648804
2015-05-31,PREMON,5.1400000000000015,3.1872048611111112,2.9628090277777783,3.9105596230232362,3.983115886605606,7.498639934954091,7.295621362766159
2015-08-31,MONSOON,0.9355000000000002,3.411600694444445,2.9628090277777783,2.7205357738139417,2.703540901218145,0.8841773734495071,0.9374064470779078
2015-11-30,POMKH,4.12,3.3928506944444443,3.411600694444445,3.280321464288365,3.265417090070817,2.2685511551046336,2.3306161036365918
2016-02-29,POMRB,3.450902777777777,3.3741006944444445,3.411600694444445,3.34855398968413,3.4011439176403364,3.512819634479927,3.4918966311178163
2016-05-31,PREMON,4.99,3.271600694444445,3.3741006944444454,4.005132393810478,4.3249861761939,5.924520047261112,5.256498081464713
2016-08-31,MONSOON,0.9355000000000002,3.1691006944444444,3.3741006944444454,2.7772794362862867,2.9823985871048255,1.0364435387351456,0.9363919519589169
2016-11-30,POMKH,3.3,3.206600694444444,3.1691006944444453,2.986367661771772,3.048307230850009,3.646557451118675,3.653941175117219
2017-02-28,POMRB,3.450902777777777,3.244100694444444,3.1691006944444453,3.172181708174174,3.2002865893192083,3.461996606913165,3.5239265282568204
2017-05-31,PREMON,5.29,3.346600694444444,3.244100694444445,4.019309024904505,4.327004376506369,5.2754685836540585,4.540776486061176
