Date,Season,Dharmapuri,Palakkodu,Pappireddipatti,Pennagaram,Morappur,Karimangalam,Harur,Nallampalli,Dharmapuri_Trend,Dharmapuri_SMA,Dharmapuri_EWMA,Dharmapuri_DES,Dharmapuri_TES,Dharmapuri_ARIMA,Palakkodu_Trend,Palakkodu_SMA,Palakkodu_EWMA,Palakkodu_DES,Palakkodu_TES,Palakkodu_ARIMA,Pappireddipatti_Trend,Pappireddipatti_SMA,Pappireddipatti_EWMA,Pappireddipatti_DES,Pappireddipatti_TES,Pappireddipatti_ARIMA,Pennagaram_Trend,Pennagaram_SMA,Pennagaram_EWMA,Pennagaram_DES,Pennagaram_TES,Pennagaram_ARIMA,Morappur_Trend,Morappur_SMA,Morappur_EWMA,Morappur_DES,Morappur_TES,Morappur_ARIMA,Karimangalam_Trend,Karimangalam_SMA,Karimangalam_EWMA,Karimangalam_DES,Karimangalam_TES,Karimangalam_ARIMA,Harur_Trend,Harur_SMA,Harur_EWMA,Harur_DES,Harur_TES,Harur_ARIMA,Nallampalli_Trend,Nallampalli_SMA,Nallampalli_EWMA,Nallampalli_DES,Nallampalli_TES,Nallampalli_ARIMA
1996-02-29,POMRB,3.1050000000000004,6.2200000000000015,3.56,3.07,6.373333333333334,7.58,11.435,7.918571428571428,,,3.1050000000000004,3.5002063245056094,2.768185818987554,0.0,,,6.2200000000000015,6.233538590056604,5.81287062664725,0.0,,,3.56,14.32116236090202,3.56,0.0,,,3.07,3.6009610418862046,3.3195767585590668,0.0,,,6.373333333333334,6.815242650863574,6.489304076499899,0.0,,,7.58,6.443146027014244,6.758594662058231,0.0,,,11.435,9.489174785728204,6.786215995704511,0.0,,,7.918571428571428,8.423022344804977,7.9837253017958085,0.0
1996-05-31,PREMON,5.3825,6.883333333333334,11.055,6.101999999999999,11.786666666666667,11.79,13.8575,10.091875,,,4.016,4.341640292676547,5.651435885086876,3.104992280069056,,,6.485333333333335,6.48558423301147,7.299358231088819,6.219984671192232,,,6.558,25.245175647322675,11.055,1.95990943694465e-21,,,4.2828,5.301440892329359,5.309033407413883,3.0699921364558196,,,8.538666666666668,8.051148803621038,9.51439750505356,4.896256644801113,,,9.264,9.089297928630407,9.336905115434023,6.321302231248974,,,12.404,9.966977238224299,12.231104900947837,6.402542055614032,,,8.787892857142857,8.990031626392918,9.890517757031754,3.8929029518609304
1996-08-31,MONSOON,3.895,7.98,15.1,6.281999999999999,9.74,11.48,12.035,9.6896875,3.805,,3.9676,4.116766370255982,5.226308850137081,4.770711700986847,6.117916666666667,,7.0832000000000015,7.063954837194568,8.451717235566228,6.709202749391204,10.0725,,9.9748,32.57607223799801,15.1,5.8862529492958705e-21,4.077,,5.08248,5.756284166331442,5.722379844805275,5.252103671371413,6.930833333333334,,9.019200000000001,8.452924481213387,11.277232777840327,7.9381284690343685,7.35875,,10.150400000000001,10.210687162281832,10.437449031805011,9.723943552752164,8.974499999999999,,12.2564,10.200380494602946,15.45149740439944,9.45933057657988,8.945212053571428,,9.148610714285715,9.161191209260263,9.866799808263966,4.018814630303148
1996-11-30,POMKH,2.82,4.845,10.575,1.4820000000000002,1.745,1.88,3.064,8.080714285714286,3.6884375,3.800625,3.50856,3.5052538007672323,2.768478356802942,3.786651302851025,5.632083333333332,6.482083333333334,6.18792,6.207917275707088,5.287128515550318,7.421122743541515,10.072499999999998,10.0725,10.214879999999999,23.60161536276507,10.575,3.63512660266234e-21,3.7909999999999995,4.233999999999999,3.642288,2.1854102837912124,3.375948659275463,5.3694921299464236,5.596145833333334,7.41125,6.109520000000001,6.729702748657797,7.505165212642471,8.663180902638434,5.691249999999999,8.1825,6.84224,5.703355979407076,8.794971392999594,9.539051015912715,6.922937500000001,10.097875,8.579439999999998,9.453638623565437,9.911090726817278,10.190563611716247,8.945212053571428,8.945212053571428,8.721452142857144,8.615900710719918,7.865987596420595,5.596920553398742
1997-02-28,POMRB,3.14,3.306666666666666,3.56,1.814,2.53,0.99,2.448,7.918571428571428,3.9925000000000006,3.809375,3.361136,3.321576871801953,2.3592543578024934,3.083996988278627,5.296250000000001,5.753749999999999,5.035418666666667,5.088162914622941,5.557196322744563,5.536438806525796,10.072499999999998,10.0725,7.552928,9.143204579908405,3.5600000000000005,3.559998980225149,3.8357499999999995,3.919999999999999,2.9109728,1.7774182014682687,3.1931327300079815,2.5269216551989246,4.4765625,6.450416666666666,4.677712,5.646296608214533,3.706844906433813,5.270672549433944,4.5375,6.535,4.501344,3.1150032725912995,6.068150911995339,2.0585803013707533,5.7486250000000005,7.851125,6.126863999999999,8.719840572224289,5.840826852343104,8.465372574684958,8.94521205357143,8.945212053571428,8.400299857142858,8.231014924751822,8.06529944048061,5.764313767201873
1997-05-31,PREMON,4.415000000000001,5.91,11.055,5.069999999999999,4.9525000000000015,5.04,6.432,10.091875,4.5315625,3.567500000000001,3.7826816000000005,3.8040848525954143,5.493915705197043,4.097428679289499,4.858958333333334,5.510416666666666,5.385251200000001,5.406481483724631,5.56194255523658,4.734214812949321,10.0725,10.0725,8.953756799999999,9.36895752172001,11.055,11.054996833255341,4.43025,3.661999999999999,3.77458368,4.1971484973527975,4.723097030681542,3.648187701755751,4.63875,4.7418749999999985,4.787627200000001,5.453026317697096,6.153971006076485,7.959590166145125,4.373749999999999,4.8475,4.716806399999999,4.006551503696668,6.5578865644625255,2.0139981820209156,5.91075,5.99475,6.2489184,8.487616239985417,9.068496636826904,6.899202241090758,8.945212053571428,8.945212053571428,9.076929914285715,8.877417390480675,9.933808463371173,6.505524390824511
1997-08-31,MONSOON,7.295,6.266666666666668,15.1,7.6720000000000015,7.6175,9.0,10.066,9.6896875,4.650625000000001,4.417500000000001,5.18760896,5.377715285972921,4.610073570723644,3.8186161755287373,4.477916666666667,5.082083333333333,5.737817386666668,5.739666556196757,7.140305198985831,6.695001068241084,10.0725,10.0725,11.41225408,14.62535763891008,15.1,15.09999567455049,4.92225,4.009499999999999,5.333550208000001,6.650598360244294,4.9549891383412055,4.942536697961122,5.08625,4.211249999999998,5.919576320000001,5.983285203172235,6.0243025347147,5.845181415195308,4.733750000000001,4.2275,6.43008384,6.557179493038676,6.252614273995089,4.406539134536689,6.66425,5.5025,7.77575104,8.666916187177637,11.113531959349446,6.380984320431885,8.805390625,8.945212053571428,9.32203294857143,9.095141854883295,9.889773820439656,7.508559774434065
1997-11-30,POMKH,3.7325,3.06,10.575,4.848000000000001,5.165,3.05,6.33,8.080714285714286,4.9225,4.645625000000001,4.605565376,4.601131220600962,4.4267537752600505,5.5264367109478405,3.9908333333333337,4.635833333333333,4.666690432000001,4.705434801959004,3.75163076779512,5.2555673376030185,10.321874999999999,10.072499999999998,11.077352448,12.086876759716532,10.575,10.574996970753075,5.26075,4.850999999999999,5.139330124800001,4.941898917091757,3.4861634426799957,4.6931452341306095,5.4190625,5.0662499999999975,5.617745792000001,5.7574669955016535,3.9577024684991198,1.7986552584088686,5.34125,4.5200000000000005,5.078050304,4.637348457968888,5.213686252148199,5.445246481747863,7.360500000000001,6.319000000000001,7.197450624,8.429394669999356,6.226292361684714,4.021214148820421,8.351584821428572,8.945212053571428,8.825505483428572,8.577162116276016,7.878179710619667,5.211719736741184
1998-02-28,POMRB,3.18,2.043333333333333,3.56,2.384,2.69,2.7,5.21,6.8,4.71375,4.655625000000001,4.0353392256000005,3.930535701086452,3.59517549433391,3.7921873024424655,3.4675000000000007,4.32,3.617347592533334,3.6778185128398206,3.8825920133665197,3.588253933355846,10.57125,10.072499999999998,8.0704114688,4.8234909981373475,3.5600000000000005,3.560000367732634,5.218375,4.993499999999999,4.03719807488,2.735864465643751,4.627769173040047,4.091418327633849,5.7715625,5.1062499999999975,4.446647475200001,4.963492347879682,3.955276124985429,4.809757391422907,5.204999999999999,4.947500000000001,4.126830182399999,3.5360176049350396,4.168926929086019,2.1904523946389256,7.738041666666668,7.009500000000001,6.4024703744,8.097559009821822,4.072490663053518,6.469045961474408,7.750139508928571,8.66556919642857,8.015303290057142,7.759414201346644,8.071769692498693,4.843533458933107
1998-05-31,PREMON,6.549999999999999,3.276666666666667,13.05,7.207999999999998,7.455,8.19,9.24,7.58,4.1378125,5.189375,5.041203535359999,5.106088759320548,6.0525519643198145,4.048518480995528,3.2504166666666663,3.661666666666667,3.481075222186667,3.5234552617680586,4.116636742593512,4.232509429008575,10.571250000000001,10.571249999999997,10.06224688128,12.117508854755993,11.055,11.055001141933783,4.603999999999999,5.527999999999999,5.305518844927999,6.041830960541116,5.806007804890012,4.647791384659664,5.770312499999999,5.731874999999997,5.649988485120001,5.5780081095769685,6.354224639624732,7.374529058716782,4.63125,5.735000000000001,5.7520981094399986,5.946728916857148,5.936408558061133,2.87366105894866,7.899333333333334,7.711500000000001,7.53748222464,8.229909009363707,8.54925695337058,8.430025058684176,7.140089285714286,8.03760044642857,7.841181974034285,7.592809242390675,9.412287151408366,4.810755256763559
