Date,Season,Dera Bis,Rajnagar,Kendrapara,Aali,Mahakala Pada,Pattamundai,Garadpur,Marsa Ghai,Dera Bis_Trend,Dera Bis_SMA,Dera Bis_EWMA,Dera Bis_DES,Dera Bis_TES,Dera Bis_ARIMA,Rajnagar_Trend,Rajnagar_SMA,Rajnagar_EWMA,Rajnagar_DES,Rajnagar_TES,Rajnagar_ARIMA,Kendrapara_Trend,Kendrapara_SMA,Kendrapara_EWMA,Kendrapara_DES,Kendrapara_TES,Kendrapara_ARIMA,Aali_Trend,Aali_SMA,Aali_EWMA,Aali_DES,Aali_TES,Aali_ARIMA,Mahakala Pada_Trend,Mahakala Pada_SMA,Mahakala Pada_EWMA,Mahakala Pada_DES,Mahakala Pada_TES,Mahakala Pada_ARIMA,Pattamundai_Trend,Pattamundai_SMA,Pattamundai_EWMA,Pattamundai_DES,Pattamundai_TES,Pattamundai_ARIMA,Garadpur_Trend,Garadpur_SMA,Garadpur_EWMA,Garadpur_DES,Garadpur_TES,Garadpur_ARIMA,Marsa Ghai_Trend,Marsa Ghai_SMA,Marsa Ghai_EWMA,Marsa Ghai_DES,Marsa Ghai_TES,Marsa Ghai_ARIMA
1996-02-29,POMRB,1.9595833333333332,5.378181818181819,4.015,3.17,1.5763636363636364,2.033333333333333,1.24,1.595,,,1.9595833333333332,3.263879618405039,1.9695833333333332,0.0,,,5.378181818181819,4.637455996139788,4.786095441427387,0.0,,,4.015,3.7501061974210104,4.1790541332981945,0.0,,,3.17,4.079890003064583,3.1522476288399504,0.0,,,1.5763636363636364,2.7572318880266558,1.56711381758559,0.0,,,2.033333333333333,1.7390411048018384,2.26280173988769,0.0,,,1.24,7.389293840445098,1.2500421148401628,0.0,,,1.595,1.31636105869185,1.7353307361686046,0.0
1996-05-31,PREMON,2.7230000000000003,5.874545454545455,4.41,3.681666666666666,2.2581818181818183,2.733333333333333,5.54,1.44,,,2.26495,4.00432340037835,2.742445983379502,3.3624826666327364e-08,,,5.576727272727274,4.6421769480022625,6.402948306476239,3.3012003469747775,,,4.173,3.8224678914129364,4.720321882590983,4.014995990536568,,,3.3746666666666663,4.541371257645175,3.7115755390319674,3.7952471279579115e-08,,,1.8490909090909091,3.4484881549877544,2.275424101354497,6.86451276640184e-08,,,2.3133333333333335,1.9519998457948273,2.9442813867387407,-6.481601552963831e-12,,,2.96,15.377908472291189,5.559438128954946,1.2399976119879668,,,1.533,1.2028706876909667,1.7010495760047362,1.5949960489064268
1996-08-31,MONSOON,1.0516666666666667,2.195555555555555,3.115,1.4033333333333335,0.8518181818181819,1.6,3.05,0.61,1.7965625,,1.7796366666666665,3.429395871863321,1.0800076094157254,3.581273906335376e-08,4.086843434343434,,4.2242585858585855,4.646902698192567,3.0394686085979203,3.9372011810709866,3.8581250000000002,,3.7498000000000005,3.5974100076400948,3.044334724332971,4.216092889262458,2.48625,,2.5861333333333327,4.0417503437512075,1.3976136121491756,6.472083175554323e-08,1.4258216783216784,,1.4501818181818182,2.997917208783348,0.7883061442205146,1.2705653940924563e-07,2.1470833333333332,,2.0280000000000005,1.8910315086261562,1.3050131034968002,-8.112206659854833e-12,3.9425,,2.996,10.891489924392836,3.0783197077274376,3.3912254015681422,1.22375,,1.1638,1.0262997061911008,0.931218110743699,1.5082948706888937
1996-11-30,POMKH,1.4520000000000002,3.4581818181818176,3.57,1.69,1.016923076923077,2.0033333333333334,3.95,0.835,1.7965625,1.7965625,1.6485819999999998,2.9272992633645476,1.488689239595705,-4.167633571744652e-09,3.9553661616161615,4.226616161616161,3.9178278787878784,4.6516332618182865,3.250987268370908,2.9566049491019735,4.055,3.7775000000000003,3.67788,3.5093985248872523,3.470222580864256,3.8271360398829475,2.4862499999999996,2.48625,2.2276799999999994,3.5733180885349514,1.6864807250599987,4.45978873660054e-08,1.4258216783216784,1.4258216783216784,1.2768783216783217,2.483986614846353,0.9811746535938742,6.992251229819031e-08,2.1987500000000004,2.0925,2.018133333333334,1.9243241804530113,1.642383187198667,-1.6765973222375406e-11,4.4712499999999995,3.4450000000000003,3.3776,6.760276531425255,3.986670325722494,3.2772632817940437,1.5431249999999999,1.12,1.0322799999999999,0.9035731390265568,1.2378017261940764,1.1705176959010786
1997-02-28,POMRB,1.9595833333333332,4.259999999999999,4.66,3.17,1.5763636363636364,2.47,5.22,2.425,1.7965624999999998,1.7965625000000003,1.7729825333333333,2.6612583920531816,2.0040788534884766,1.9595832637163413,4.111092171717171,3.947070707070706,4.054696727272727,4.65636864282622,4.568268792092994,5.04838458579508,3.9975,3.9387500000000006,4.070728,3.7017245781552797,4.11753455405579,3.8300662413878683,2.4862499999999996,2.48625,2.604608,3.591286698550286,3.1517666228287733,3.169999883359512,1.4258216783216784,1.4258216783216784,1.3966724475524477,2.237470066935866,1.6054391998302056,1.5763634796588724,2.1750000000000003,2.2016666666666667,2.1988800000000004,2.0627971889967784,2.329988194070537,1.9274742102808462,4.1587499999999995,4.44,4.11456,5.61085349674316,1.2808387476198955,2.108971682135355,1.7449999999999999,1.3275000000000001,1.589368,0.9730869579708942,2.024481439960819,1.5129755491816734
1997-05-31,PREMON,2.7230000000000003,5.9409090909090905,5.34,3.681666666666666,2.2581818181818183,2.7100000000000004,5.79,3.165,1.7965625,1.7965625000000003,2.15298952,2.787226491493672,2.7747677429561763,2.7229998769042183,4.279166666666666,3.963661616161615,4.809181672727273,4.661108847939077,5.832729140475944,5.108422016087199,3.8125,4.171250000000001,4.5784368,4.059405539342329,4.796774608569834,4.117657397517295,2.48625,2.48625,3.035431466666666,3.75099539354256,3.7112003425333846,3.681666506925723,1.4258216783216784,1.4258216783216784,1.741276195804196,2.3398116572419014,2.3064519090914013,2.258181543767589,2.1333333333333333,2.1958333333333337,2.4033280000000006,2.248012326546512,3.058626730860046,2.591030905624341,3.595,4.5025,4.7847360000000005,5.721688840768095,5.805303676458509,4.912994830769024,1.73875,1.7587500000000005,2.2196208,1.1287272638997816,1.985206178271122,1.5362292859258366
1997-08-31,MONSOON,1.0516666666666667,3.375,1.725,1.4033333333333335,0.8518181818181819,1.4333333333333331,0.3,0.5,1.7965625,1.7965625,1.7124603786666668,2.041897128053684,1.1101805380077843,1.0516666288204088,4.328873106060605,4.258522727272727,4.235509003636364,4.665853873282275,2.7184033555572467,2.438916896808388,3.7391666666666667,3.823750000000001,3.43706208,3.5354527083623597,3.288893610203537,3.8817736225298343,2.48625,2.48625,2.382592213333333,3.1100867921041355,1.3973209496682966,1.4033332710852904,1.4258216783216784,1.4258216783216784,1.3854929902097903,1.7060090518619913,0.8134259159215842,0.8518180869914913,2.0825,2.1541666666666672,2.0153301333333333,2.1194073319345015,1.4017857241607665,1.516701017925831,3.24125,3.8150000000000004,2.9908416000000004,1.1172505770137546,3.3318211773545645,3.453930134633774,1.6981249999999997,1.7312500000000004,1.5317724799999999,0.990120686559264,1.3552605760620051,0.9841570343325143
1997-11-30,POMKH,1.4520000000000002,3.623333333333333,3.48,1.69,1.016923076923077,1.836666666666667,2.19,0.895,1.7965625,1.7965625000000003,1.6082762272000002,1.6665749364060614,1.516742906717367,1.451999937627495,4.33360321969697,4.299810606060606,3.9906387355151516,4.670603729584735,3.517210682132431,4.120483915770967,3.6133333333333333,3.8012500000000005,3.454237248,3.4664813857403813,3.396598736871582,3.659115340857886,2.4862499999999996,2.48625,2.105555328,2.6303138825892223,1.6862524411393376,1.6899999137359711,1.4258216783216784,1.4258216783216784,1.238065024895105,1.3069488363936959,1.0015113443186774,1.0169229763971472,2.0429166666666667,2.1125000000000007,1.9438647466666668,2.083910092923434,1.705531532632381,1.8990360661949264,2.97875,3.375000000000001,2.67050496,1.4899711308348693,4.081386857306016,3.819347576970408,1.575625,1.7462500000000005,1.277063488,0.9123300923671616,1.5683803325461334,0.8795081686674096
1998-02-28,POMRB,1.9595833333333332,4.4925,4.163333333333333,3.17,1.5763636363636364,2.23,4.15,2.04,1.7965624999999998,1.7965625000000003,1.7487990696533333,1.6595473062941908,2.0300471424295026,1.9595832946617466,4.225208333333333,4.3579356060606065,4.191383241309091,4.67535842304872,4.794933393198215,4.638770106459652,3.7964583333333333,3.677083333333334,3.737875682133333,3.5752838000652587,4.040000804835738,3.9796639893193384,2.4862499999999996,2.48625,2.5313331968,2.702742445574618,3.1515885557657333,3.169999945440041,1.4258216783216784,1.4258216783216784,1.3733844694825177,1.3010246290175347,1.621903560818569,1.576363733848607,2.1116666666666664,2.0525000000000007,2.058318848,2.1373658239214297,2.363803924398836,2.2145742141857703,3.0949999999999998,3.1075000000000017,3.262302976,4.890592168946863,2.7399420008707143,3.267675940071757,1.4875,1.6500000000000006,1.5822380928,0.9728768782004513,2.707371300308382,2.09112733243513
1998-05-31,PREMON,2.7230000000000003,5.74625,4.83,3.681666666666666,2.2581818181818183,2.6333333333333333,4.76,2.57,1.7965625,1.7965625000000003,2.138479441792,2.0852957581791154,2.798688529550296,2.722999933767368,4.134618055555555,4.309270833333334,4.813329944785455,4.680117959394069,6.061677675583776,5.635799249468935,3.9939583333333335,3.5495833333333335,4.17472540928,3.847179889344396,4.636328587377852,4.292650506414962,2.48625,2.48625,2.991466584746666,2.958430338781668,3.711061445852233,3.681666586497695,1.4258216783216784,1.4258216783216784,1.7273034089622379,1.6827510066565978,2.3197812745272905,2.2581818645908647,2.1508333333333334,2.0333333333333337,2.2883246421333334,2.2786070385099944,3.057493780707781,2.6366039200956854,3.3687499999999995,2.8500000000000014,3.8613817856,7.00526902825929,5.664622437700945,5.135570393922363,1.4393749999999996,1.5012500000000004,1.97734285568,1.0962214007112991,2.908620859248275,2.472044848102274
