Date,Season,Dera Bis,Rajnagar,Kendrapara,Aali,Mahakala Pada,Pattamundai,Garadpur,Marsa Ghai,Dera Bis_Trend,Dera Bis_SMA,Dera Bis_EWMA,Dera Bis_DES,Dera Bis_TES,Dera Bis_ARIMA,Rajnagar_Trend,Rajnagar_SMA,Rajnagar_EWMA,Rajnagar_DES,Rajnagar_TES,Rajnagar_ARIMA,Kendrapara_Trend,Kendrapara_SMA,Kendrapara_EWMA,Kendrapara_DES,Kendrapara_TES,Kendrapara_ARIMA,Aali_Trend,Aali_SMA,Aali_EWMA,Aali_DES,Aali_TES,Aali_ARIMA,Mahakala Pada_Trend,Mahakala Pada_SMA,Mahakala Pada_EWMA,Mahakala Pada_DES,Mahakala Pada_TES,Mahakala Pada_ARIMA,Pattamundai_Trend,Pattamundai_SMA,Pattamundai_EWMA,Pattamundai_DES,Pattamundai_TES,Pattamundai_ARIMA,Garadpur_Trend,Garadpur_SMA,Garadpur_EWMA,Garadpur_DES,Garadpur_TES,Garadpur_ARIMA,Marsa Ghai_Trend,Marsa Ghai_SMA,Marsa Ghai_EWMA,Marsa Ghai_DES,Marsa Ghai_TES,Marsa Ghai_ARIMA
1998-08-31,MONSOON,1.0516666666666667,2.7025,3.7,1.4033333333333335,0.8518181818181819,2.06,2.26,0.39,1.7965625,1.7965625,1.7037543317418669,1.616118856391288,1.1320953755791119,1.0516666466793678,4.203333333333333,4.141145833333334,3.9689979668712727,4.684882334660471,2.7815549248560245,2.812641697428006,3.9591666666666674,4.043333333333333,3.984835245568,3.832585674054269,3.0584042167220225,3.1166387819321715,2.48625,2.48625,2.356213284181333,2.454801468936714,1.3972126068467472,1.4033333001742543,1.4258216783216784,1.4258216783216784,1.3771093181046155,1.3069434267778204,0.8242172234484213,0.8518182046557409,2.1033333333333335,2.1900000000000004,2.1969947852800003,2.273482036666906,1.391011970243165,1.458049070073793,3.3975,3.340000000000001,3.22082907136,3.7448535995780183,2.0207531748435255,2.1079370188930424,1.3424999999999998,1.4737500000000003,1.342405713408,0.9747744321027608,1.1153275027597052,0.664486742917038
1998-11-30,POMKH,1.4520000000000002,3.571111111111111,3.085,1.69,1.016923076923077,1.5233333333333334,2.42,0.62,1.7965625,1.7965625000000003,1.60305259904512,1.4546723318679409,1.5366967173183106,1.451999965731812,4.404184027777778,4.128090277777778,3.8098432245672083,4.689651561867583,3.292433536111605,3.5293074072362147,3.979375,3.944583333333333,3.6249011473408,3.6684240363757485,3.5964106270540928,3.7949949164366528,2.4862499999999996,2.48625,2.0897279705088,2.123271518715176,1.6861679310784492,1.689999952194158,1.3810489510489512,1.4258216783216784,1.2330348216320002,1.1050359823206801,1.0102478680852571,1.0169230882506262,2.1158333333333337,2.1116666666666672,1.9275302045013336,2.138287958209543,1.7761179750689389,1.8490290422902567,3.3637500000000005,3.3975000000000013,2.9004974428159995,2.359680873516035,3.359460040208403,3.167147553435532,1.2193749999999999,1.4050000000000002,1.0534434280448002,0.8906089263032907,1.4000914110465608,0.9046840400873815
1999-02-28,POMRB,1.9595833333333332,5.094444444444445,4.28,3.17,1.5763636363636364,2.1633333333333336,4.15,1.54,1.7965624999999998,1.7965625000000003,1.7456648927604053,1.6064703798149902,2.0480879151055964,1.959583306763739,4.388115530303031,4.278576388888889,4.323683712518102,4.694425647309137,4.637692997821234,4.541107900538989,3.9975,3.97375,3.88694068840448,3.801056423368333,4.125106998662167,4.104923368760327,2.4862499999999996,2.48625,2.5218367823052796,2.337225622829707,3.151522635843312,3.169999961536842,1.338548951048951,1.4258216783216784,1.3703663475246546,1.245564920186371,1.628976554258925,1.5763636419930847,2.106041666666667,2.0950000000000006,2.021851456034134,2.1545558025624265,2.385388472176336,2.2040545889582464,3.3275000000000006,3.3975000000000013,3.4002984656896,4.038571014880617,3.2838912665075335,3.504696601977754,1.1793749999999998,1.2800000000000002,1.2480660568268802,0.918430184904065,2.499971798325492,1.9949660488456686
1999-05-31,PREMON,2.7230000000000003,6.751111111111111,4.875,3.681666666666666,1.9,2.8000000000000003,4.49,2.085,1.7965625,1.7965625000000003,2.1365989356562434,2.1621221548115575,2.8148670256867567,2.7229999548368182,4.170744949494949,4.529791666666667,5.294654671955306,4.699204596206654,6.201576746436688,5.974815566498444,4.098281249999999,3.985,4.282164413042688,4.072396000760495,4.728449005995315,4.498419674580904,2.48625,2.48625,2.9857687360498346,2.7264816849364957,3.711010026694248,3.681666610513019,1.3499562937062937,1.336276223776224,1.5822198085147927,1.5514455415236517,2.3255074921171714,2.258181820980825,2.149375,2.1366666666666676,2.3331108736204804,2.316109095165999,3.0678143171301384,2.61393141833896,3.3346875000000002,3.3300000000000014,3.83617907941376,5.154280823659928,5.325124479282641,5.025916130393641,1.2142187500000001,1.1587500000000004,1.5828396340961282,1.011248901246168,2.7914095265944487,2.4039295359874
1999-08-31,MONSOON,1.0516666666666667,1.569090909090909,3.8,1.4033333333333335,0.87,1.815,2.24,0.5549999999999999,1.7965625,1.7965625,1.7026260280604126,1.747422674176309,1.146464842405995,1.0516666533486347,4.047994949494949,4.2464393939393945,3.804429166809547,4.703988399363734,3.259993895297194,3.2914162330121743,3.9390625000000004,4.01,4.089298647825613,4.06340424160913,3.1421694802583615,3.3269066627460093,2.48625,2.48625,2.352794574963234,2.3286382158871275,1.3971724986410528,1.4033333083894741,1.3370454545454546,1.3408216783216786,1.2973318851088755,1.2761379679701008,0.7606513458950772,0.7687632586636381,2.2158333333333333,2.0754166666666674,2.125866524172288,2.2369682381441374,1.4212878647589076,1.7286981001615878,3.219375,3.3250000000000015,3.1977074476482557,2.7550589915517625,2.1044819929484357,2.1359191555646393,1.3015625,1.2000000000000004,1.1717037804576769,0.9308137660826034,0.7359503651481041,0.4713603582260988
1999-11-30,POMKH,1.4520000000000002,2.9655555555555555,3.79125,1.69,1.09,2.115,2.4975,0.73375,1.7965625,1.7965625000000003,1.6023756168362477,1.5958814047444756,1.549312609504388,1.4519999763626146,3.98034595959596,4.095050505050506,3.46887972230795,4.708777075331144,3.1400068110322317,2.9346548242105155,3.4584374999999996,4.186562499999999,3.970079188695368,4.043484251478547,3.684156324575518,3.742666066303586,2.4862499999999996,2.48625,2.0876767449779403,2.0752951962100616,1.686136645693252,1.6899999647246946,1.3662500000000002,1.3590909090909093,1.2143991310653255,1.1615813350432982,0.962247651151035,0.9798371251423668,2.1479166666666667,2.223333333333334,2.1215199145033727,2.227118822580266,1.7712588199295398,1.6814407088522383,3.069375,3.3443750000000017,2.9176244685889534,2.1497644049549045,3.001330258214739,2.9470603798998196,1.3628125,1.2284375000000003,0.9965222682746062,0.8773866238484435,1.0228125183174464,0.7733521996651247
2000-02-29,POMRB,1.9595833333333332,4.718,2.3,3.17,1.4,2.103333333333333,3.15,2.125,1.7965624999999998,1.7965625000000003,1.745258703435082,1.7369136241199077,2.0590076249976423,1.9595833131236096,4.24395707070707,4.000939393939395,3.96852783338477,4.713570629805843,4.307914919668627,4.40453712257591,3.1215624999999996,3.691562499999999,3.3020475132172207,3.6620477416212696,4.33495549694226,4.3518574312480185,2.4862499999999996,2.48625,2.520606046986764,2.353016791549328,3.151498232474725,3.1699999689405773,1.3949999999999998,1.3150000000000004,1.2886394786391953,1.2353297864163428,1.6040307570457797,1.5748650394713823,2.0660416666666666,2.208333333333334,2.1142452820353568,2.2125263023128965,2.456667347235867,2.1683191588066504,3.0743750000000003,3.0943750000000017,3.010574681153372,2.8771996551639942,3.612960312702574,3.632325933793468,1.3528125,1.3746875000000003,1.4479133609647636,0.9878105030976976,2.0654502710034386,1.7175671538852122
2000-05-31,PREMON,2.7230000000000003,6.586363636363635,3.01,3.681666666666666,2.31,2.3166666666666664,4.29,1.99,1.7965625,1.7965625000000003,2.1363552220610496,2.271250953642032,2.8241496220752875,2.7229999658041897,4.653404671717171,3.959752525252526,5.015662154576316,4.718369067993965,5.85353378949748,6.010373746445396,3.10890625,3.2253124999999994,3.185228507930332,3.4755136183245585,4.510883706785552,4.340464197709038,2.48625,2.48625,2.985030294858725,2.7960367665155057,3.710990991467586,3.6816666223857273,1.346875,1.4175000000000004,1.697183687183517,1.8033139950225625,2.2717300716817315,2.0780293956329614,2.030208333333333,2.0875000000000004,2.1952138358878805,2.246017805443777,3.1223373124131593,2.6755188342933387,3.3446875,3.044375000000002,3.522344808692023,4.799286905398237,4.9528600015641695,4.859462476329151,1.37796875,1.3509375000000003,1.6647480165788582,1.0826831270025221,2.5757118015481515,2.2674492864525093
2000-08-31,MONSOON,1.0516666666666667,3.842727272727272,2.97,1.4033333333333335,0.69,1.643333333333333,2.48,0.5700000000000001,1.7965625,1.7965625,1.7024797999032963,1.8267044579496117,1.1541708187255997,1.0516666567450246,4.90003409090909,4.528161616161617,4.5464882018366986,4.7231723853261505,2.9836914618478825,2.6592211268086725,3.1637500000000003,3.0178125,3.0991371047581993,3.301455893976304,2.5995020423816078,2.871766926594727,2.48625,2.48625,2.3523515102485684,2.4267740119840737,1.3971576506968941,1.403333312577995,1.38625,1.3725000000000003,1.2943102123101102,1.4110277319346882,0.795182250214326,0.8822747087350065,2.0704166666666666,2.0445833333333336,1.9744616348660615,2.1214859387311096,1.4071611555465695,1.753124012728951,3.8075,3.104375000000002,3.105406885215214,3.1034896276797292,2.0947477291174876,2.1010426989535538,1.375625,1.3546875000000005,1.226848809947315,1.0133778091636207,0.7709678750739162,0.5523731261919145
2000-11-30,POMKH,1.4520000000000002,3.9675,4.52,1.69,0.885,2.0,4.42,0.92,1.7965625,1.7965625000000003,1.602287879941978,1.6459405362515924,1.5555036412355323,1.4519999819704557,4.9978977272727265,4.778647727272729,4.314892921102019,4.727980592703347,3.8617320199629015,4.119809120879383,3.355625,3.1999999999999997,3.6674822628549193,3.520015818348114,3.0800316219758663,3.160100015821385,2.4862499999999996,2.48625,2.087410906149141,2.183454557443609,1.6861250639322538,1.6899999713636114,1.4000000000000001,1.3212500000000003,1.1305861273860662,1.1704681003362585,0.9559295102751751,1.017682926914854,2.3060416666666668,2.0158333333333336,1.984676980919637,2.0862833895710637,1.737024377573509,1.860296507843481,4.05,3.5850000000000013,3.6312441311291286,4.6367329017538,2.765744427205006,2.8042428984329133,1.3093749999999997,1.4012500000000006,1.104109285968389,0.9875758154019781,0.9920648448740574,0.7778979294381888
2001-02-28,POMRB,1.9595833333333332,5.6890909090909085,2.01,3.17,1.92,2.5400000000000005,4.93,1.92,1.7965624999999998,1.7965625000000003,1.74520606129852,1.7613440851879585,2.0637463366688102,1.9595833170222847,4.734707167832168,5.0214204545454555,4.864572116297575,4.732793698407019,5.139315916175921,5.0055363933638475,3.6575,3.1274999999999995,3.0044893577129512,3.1399572707314616,3.9865314154289155,3.6662795681923406,2.4862499999999996,2.48625,2.5204465436894843,2.4637385781040533,3.151489198416785,3.1699999735914357,1.3712499999999999,1.4512500000000004,1.4463516764316398,1.5119487916662633,1.5598814034451853,1.4573449658077227,2.4525,2.1250000000000004,2.2068061885517825,2.1788432600093004,2.4121243310642844,2.122609640566839,3.845,4.030000000000001,4.150746478677477,5.767311359450564,3.508545777299178,3.579570144484069,1.25125,1.3500000000000005,1.4304655715810335,1.0796226117697927,2.2143996667498214,1.948975432335666
2001-05-31,PREMON,2.7230000000000003,6.3981818181818175,4.835,3.681666666666666,1.9,3.765,4.450000000000001,1.665,1.7965625,1.7965625000000003,2.136323636779112,2.272231544193427,2.827499363594419,2.722999972522327,4.500351835664335,4.974375000000001,5.478015997051273,4.737611705329083,6.739608410399492,6.67067559178091,3.6762500000000005,3.5837499999999998,3.7366936146277707,3.4684035627373513,4.170728894475979,3.785216272393769,2.48625,2.48625,2.9849345928803572,2.9039215506692306,3.7109839446805815,3.681666629796795,1.4193749999999998,1.3487500000000003,1.6278110058589839,1.789916782193616,2.3350009636149878,2.1287736643273707,2.555416666666667,2.487083333333334,2.83008371313107,2.5556032509893414,3.1392138627123125,2.4976551361805943,3.1875,4.070000000000002,4.270447887206487,5.181075763321473,4.881729530249394,4.872569687553243,1.18125,1.2687500000000005,1.52427934294862,1.1416439290757718,2.365578366329891,2.052571740774409
2001-08-31,MONSOON,1.0516666666666667,1.925384615384616,3.56,1.4033333333333335,0.87,1.3666666666666665,0.68,0.4300000000000001,1.7965625,1.7965625,1.702460848734134,1.8147284435328859,1.1561954518025699,1.0516666587739714,4.458951048951048,4.495039335664337,4.05696344438461,4.74243460773905,3.4493098672721927,2.906774497263562,4.055,3.7312499999999997,3.666016168776663,3.479604298019034,2.6808099477324334,2.943017168963749,2.48625,2.48625,2.352294089061548,2.5232291287505775,1.3971521540300142,1.4033333153877279,1.3800000000000001,1.3937500000000003,1.3246866035153904,1.4598886325698976,0.7683371558063503,0.798547267706003,2.6425,2.4179166666666676,2.2447168945453084,2.350077897002891,1.6067427888297248,1.6912141077048721,2.5774999999999997,3.620000000000002,2.834268732323892,1.327482424326729,2.430318355262524,2.2843921886021827,1.0525,1.2337500000000003,1.0865676057691722,1.0597399458918983,0.7156151361829179,0.5529177444972915
2001-11-30,POMKH,1.4520000000000002,4.01,4.08,1.69,1.09,3.1,0.96,0.5,1.7965625,1.7965625000000003,1.6022765092404803,1.6284641590046445,1.556267335522134,1.4519999854413916,4.400305944055944,4.505664335664337,4.038178066630765,4.747262424186066,3.394676664699705,3.0599100861778057,4.6468750000000005,3.62125,3.8316097012659975,3.6172249298908437,3.2620034388566723,3.5143760710572844,2.4862499999999996,2.48625,2.087376453436929,2.2640103723889693,1.686120776397129,1.6899999757071287,1.4175000000000002,1.4450000000000003,1.2308119621092342,1.285923326323713,0.9684699981291639,1.0259456290519502,2.5977083333333333,2.6929166666666675,2.586830136727185,2.5511030246907107,1.875819694291219,1.9062746308425602,2.41,2.755000000000002,2.0845612393943354,0.5916630203015265,3.4589177922032914,3.1216388304745433,1.011875,1.1287500000000004,0.8519405634615034,0.9884391515901145,0.9723263850388912,0.8473782454194554
2002-02-28,POMRB,1.9595833333333332,5.315384615384616,5.48,3.17,1.4,2.1366666666666667,3.51,1.31,1.7965624999999998,1.7965625000000003,1.7451992388776216,1.742455074756725,2.0633133758806053,1.9595833196492065,4.704431818181819,4.412237762237764,4.5490606861323055,4.752095158060612,4.871696849742459,5.206201487342184,4.8549999999999995,4.48875,4.490965820759598,4.092069840234567,4.048407217163017,3.4984785164566468,2.4862499999999996,2.48625,2.520425872062157,2.5271859518091007,3.1514858540341164,3.169999976948044,1.4749999999999999,1.3150000000000004,1.2984871772655404,1.3056723448598513,1.6090683005337918,1.6270449059992755,2.6662500000000002,2.592083333333334,2.4067647487029777,2.511109899908844,2.6736037438057236,2.2865155082244355,2.73125,2.400000000000002,2.654736743636601,4.709623833139926,3.8883339294077013,3.650436263842362,1.054375,0.9762500000000003,1.035164338076902,1.0132807201771217,2.024060178325642,1.823977556970788
2002-05-31,PREMON,2.7230000000000003,6.302727272727273,6.1,3.681666666666666,2.72,3.81,4.53,1.95,1.7965625,1.7965625000000003,2.1363195433265734,2.254046026705072,2.8259339612149974,2.72299997705734,4.987572843822845,4.388374125874128,5.250527320770292,4.756932813710696,6.430467566893077,6.38310409367846,4.98,4.805,5.134579492455758,4.699423590341343,4.901577001901362,4.6286972474872075,2.48625,2.48625,2.984922189903961,2.949452159700054,3.710981335979985,3.6816666349881717,1.37875,1.5200000000000005,1.8670923063593243,2.060171733550798,2.275808411298979,2.1177251928810468,2.5704166666666666,2.603333333333334,2.9680588492217863,2.859557296617784,3.315839391368748,3.026978399820034,3.33,2.420000000000002,3.404842046181961,8.196523547445086,4.470028599849399,4.608167447007598,1.095,1.0475000000000003,1.4010986028461412,1.113375232560338,1.9101716467382537,1.6948400260154837
2002-08-31,MONSOON,1.0516666666666667,4.453846153846154,3.96,1.4033333333333335,0.51,1.87,3.17,0.485,1.7965625,1.7965625,1.7024583926626107,1.7999876826127723,1.153561577009495,1.0516666601114073,4.935617715617716,5.020489510489512,4.931854854000637,4.7617753902793085,3.223804295620596,2.584594478925487,5.07,4.905,4.664747695473455,4.729586336717984,3.5233991013322807,3.832950902174132,2.48625,2.48625,2.35228664727571,2.5528025968943258,1.3971501191794982,1.4033333174917697,1.4574999999999998,1.4300000000000004,1.3242553838155946,1.5078205877489241,0.8765525412768487,0.8746656609520874,2.5064583333333332,2.729166666666667,2.528835309533072,2.726830056354077,1.7665681923121954,1.536975653219579,3.54,3.042500000000002,3.310905227709177,6.060727087180628,1.5460493628305203,1.8535891697730396,1.068125,1.0612500000000005,1.0346591617076848,1.0420784171744195,0.5212274990851573,0.5384108218384358
2002-11-30,POMKH,1.4520000000000002,3.7466666666666666,4.68,1.69,0.68,1.83,3.26,0.77,1.7965625,1.7965625000000003,1.6022750355975663,1.6179558679028452,1.5526285488447715,1.4519999878042709,4.967905011655013,4.9546561771561795,4.457779579067049,4.766622895137829,4.247053945837405,4.637818043269046,4.73625,5.055,4.670848617284072,4.902331414201501,4.0258017655687075,4.321360717444696,2.4862499999999996,2.48625,2.087371988365426,2.2804458582911074,1.6861191891637644,1.6899999788472129,1.5362500000000001,1.3275000000000003,1.0665532302893568,1.1272266098096322,0.9875320215099462,0.9636188247995292,2.4683333333333333,2.411666666666667,2.249301185719843,2.579414385478276,2.0794889955239277,2.408427811054941,3.4575000000000005,3.6175000000000024,3.290543136625506,4.137697408279576,2.4731367389226895,2.7358443824668095,1.3975,1.1287500000000006,0.928795497024611,1.005535334729158,0.7024190449610619,0.6590525392178213
