Date,Season,Nagamangala,Pandavapura,Krishnarajpet,Maddur,Mandya,Shrirangapattana,Malavalli,Nagamangala_Trend,Nagamangala_SMA,Nagamangala_EWMA,Nagamangala_DES,Nagamangala_TES,Nagamangala_ARIMA,Pandavapura_Trend,Pandavapura_SMA,Pandavapura_EWMA,Pandavapura_DES,Pandavapura_TES,Pandavapura_ARIMA,Krishnarajpet_Trend,Krishnarajpet_SMA,Krishnarajpet_EWMA,Krishnarajpet_DES,Krishnarajpet_TES,Krishnarajpet_ARIMA,Maddur_Trend,Maddur_SMA,Maddur_EWMA,Maddur_DES,Maddur_TES,Maddur_ARIMA,Mandya_Trend,Mandya_SMA,Mandya_EWMA,Mandya_DES,Mandya_TES,Mandya_ARIMA,Shrirangapattana_Trend,Shrirangapattana_SMA,Shrirangapattana_EWMA,Shrirangapattana_DES,Shrirangapattana_TES,Shrirangapattana_ARIMA,Malavalli_Trend,Malavalli_SMA,Malavalli_EWMA,Malavalli_DES,Malavalli_TES,Malavalli_ARIMA
1996-02-29,POMRB,7.633333333333333,5.565,10.433333333333334,5.52,5.9433333333333325,7.977499999999999,11.855,,,7.633333333333333,5.7149040187519295,6.480310349667994,0.0,,,5.565,5.712654747242201,5.85385415031464,0.0,,,10.433333333333334,10.493403696416763,10.370181761946954,0.0,,,5.52,5.22751585408287,4.814024547119745,0.0,,,5.9433333333333325,5.508617374918793,5.416372596868623,0.0,,,7.977499999999999,5.8629495708344725,6.198076603074946,0.0,,,11.855,9.6308023520954,10.66683419049833,0.0
1996-05-31,PREMON,6.471666666666668,8.676666666666668,12.75,6.614,5.725,10.1825,13.706666666666667,,,7.168666666666667,5.877292051361027,8.24695519780519,7.633322742547441,,,6.809666666666667,6.5945620563116005,6.656692263249568,4.6110527967781945,,,11.36,11.151431696628489,12.093262316894496,7.828272234492516,,,5.957599999999999,5.678377670069016,6.132366512019335,2.7497675563910158,,,5.856,5.530853129995932,6.750451896296793,4.581376070525639,,,8.859499999999999,5.850621701034429,6.856020197688474,7.977491428412204,,,12.595666666666666,9.700634196387435,11.003867007086962,0.0
1996-08-31,MONSOON,6.357142857142858,5.4475,10.62,4.54,4.4475,4.3275,11.5225,5.243690476190476,,6.844057142857142,5.984736282094382,7.08324696692619,6.820338339402354,5.568229166666667,,6.264799999999999,6.212756364068233,6.6169540463540395,6.386466807355989,9.974583333333333,,11.064,10.89642898625106,11.381090484302687,9.74815731608873,4.905895833333332,,5.39056,5.239088927564627,5.34667372364788,3.5905239315590713,4.520791666666666,,5.2926,5.036688527571836,5.571904094414923,4.726495021487031,5.938020833333333,,7.046699999999999,5.811662167997285,6.122617157569948,9.625600296364833,10.766666666666666,,12.1664,9.71245308831705,12.985862215155553,0.0
1996-11-30,POMKH,2.3542857142857136,3.315,6.413333333333334,3.603333333333333,2.958,3.48,7.552,4.676994047619048,5.704107142857143,5.0481485714285705,5.272055319630152,4.059480514165654,6.7931914590197655,5.227083333333333,5.751041666666667,5.08488,5.296284907335845,4.999137884451199,6.4702221799437805,9.77625,10.054166666666667,9.203733333333334,9.356046527888815,8.38295998925565,9.198690348432866,4.910395833333333,5.069333333333333,4.6756693333333335,4.628107920354862,3.5146431573780745,3.4739691973333207,4.3625,4.768458333333333,4.35876,4.152976035134412,3.5043089512470953,4.407680508513832,5.083541666666667,6.491874999999999,5.620019999999999,5.769176699026546,4.989953699198636,5.474943812383481,10.098145833333334,11.159041666666667,10.32064,9.622176870162978,9.190540914151063,0.0
1997-02-28,POMRB,3.95,4.1025,9.796666666666667,4.2125,3.9619999999999997,3.546666666666667,8.716000000000001,4.562321428571428,4.783273809523809,4.608889142857143,5.018670790093659,4.867268306485115,5.292674291659766,4.9465625,5.385416666666666,4.691928,4.906136058179422,5.391071818215289,4.5378172172234486,9.71125,9.895,9.440906666666667,9.430873344845692,9.364265026494948,8.888923729461261,5.433583333333333,4.7424583333333326,4.4904016,4.450019716627612,4.863799150850671,4.880531524488489,4.489187500000001,4.273125,4.200056,4.029118426589442,4.018951957844232,4.651229340025375,5.031041666666667,5.384166666666666,4.7906786666666665,5.72737573324984,6.369746177823027,6.542881799172164,9.8896875,10.374291666666668,9.678784,9.564367775858118,10.69998025045202,0.0
1997-05-31,PREMON,5.621428571428571,7.41,11.8,7.9575,6.44,7.7775,11.4975,4.53922619047619,4.570714285714285,5.013904914285714,5.148939310113491,5.503985787824661,4.68192178575471,4.6759375,5.06875,5.779156800000001,5.650762052145444,5.78173768413988,6.115214884313776,10.080416666666668,9.657499999999999,10.384544000000002,10.133360601863906,11.27206294415341,11.306853080682377,5.648666666666667,5.078333333333332,5.87724096,5.651411389595264,6.182141115750239,5.42923660094733,4.432,4.451875000000001,5.0960336,4.93992697959389,4.976869506435065,4.208673213041985,4.987083333333333,4.782916666666667,5.9854072,5.705347917980822,6.8574350634547,5.564919827151423,10.038875,9.822000000000003,10.4062704,9.579527840272398,10.934576040186993,0.0
1997-08-31,MONSOON,6.29,4.47,11.050000000000002,7.3820000000000014,4.746,6.3125,12.064,4.337232142857143,4.55392857142857,5.524342948571428,5.386901711923412,5.37329588970306,5.994062530682407,4.3565625,4.824375,5.25549408,5.262972635003978,5.580501019472234,4.927164360328239,10.321666666666667,9.765,10.650726400000002,10.357542319038984,10.49545859212124,9.706513193126401,5.3169375,5.788833333333333,6.479144576000001,6.2202246721704775,5.396448327378804,5.031701481298384,4.171,4.526500000000002,4.9560201600000005,4.805798471502509,5.401488610041929,5.072161621667672,4.874166666666667,5.279166666666667,6.11624432,5.67686760401309,5.825487254017132,6.862043335098233,10.1280625,9.957375000000003,11.06936224,9.608762287416818,12.844567936392213,0.0
1997-11-30,POMKH,2.236666666666667,2.1275,8.936666666666667,2.482,2.2020000000000004,1.143333333333333,8.204,3.9313690476190475,4.524523809523809,4.209272435809524,4.768875130136276,3.2461442699854364,4.3332430175183,3.7490625000000004,4.5275,4.004296448,4.278033277119493,3.9869905213717356,3.794694263074364,9.654583333333335,10.395833333333334,9.965102506666668,9.818633562991597,8.155473007221305,6.985922844530524,4.729687500000001,5.5085,4.8802867456,4.863811204413529,3.5644177611090404,4.916865274885318,3.6332500000000003,4.337500000000002,3.8544120960000003,3.7162271132966804,3.6359729919897092,3.644206833845421,4.6928125,4.695,4.127079925333333,5.624985804493415,4.803398037897709,5.090873443229052,10.125750000000002,10.120375000000003,9.923217344000001,9.538224446342081,9.06696416299487,0.0
1998-02-28,POMRB,2.4516666666666667,2.7350000000000003,9.203333333333333,2.68,2.63,4.98,8.7775,3.259047619047619,4.149940476190476,3.5062301281523807,4.315877251104306,4.433641861454782,4.7361395784658615,3.251875,4.185625,3.4965778688,3.785557480181031,4.306628553302742,3.6282967277822196,8.610000000000001,10.2475,9.660394837333333,9.546097959738955,10.512876024972925,10.644833825215775,3.7302500000000003,5.125375,4.0001720473599995,4.062890354024424,4.913573754581618,4.29540369550593,3.0555000000000003,4.004500000000002,3.3646472576,3.241902635898858,3.578774930017439,3.8565656863451725,3.818645833333333,5.053333333333334,4.4682479552,5.591123186255196,6.026231276165813,4.845222147002151,9.7368125,10.135750000000003,9.4649304064,9.484444546634117,10.597819622771913,0.0
1998-05-31,PREMON,3.872857142857143,3.9175,7.0566666666666675,4.792,3.47,4.8933333333333335,11.4175,2.7796031746031744,3.7127976190476195,3.6528809340342856,4.236032151432331,4.489261698496278,4.192521514604337,3.3103125,3.3125,3.66494672128,3.8085691857209345,4.5805933403818395,5.691934476842399,7.69,9.061666666666667,8.618903569066667,8.665066539408285,11.549266216251898,10.835646995157624,3.309,4.3340000000000005,4.316903228416,4.290877919292006,6.231915719481165,5.846545129484774,2.9316666666666666,3.2620000000000013,3.4067883545599997,3.29499913050389,3.9621721897196065,4.337171995802871,4.232708333333333,4.332291666666667,4.6382821064533335,5.5571910922537295,6.717235219570416,7.261466008172059,9.3720625,10.115750000000002,10.24595824384,9.499889928556984,10.834691437670593,0.0
