Date,Season,Tral,Pulwama,Tral_SMA,Tral_EWMA,Tral_TES,Tral_ARIMA,Pulwama_SMA,Pulwama_EWMA,Pulwama_TES,Pulwama_ARIMA
1996-02-29,POMRB,,,,,,,,,,
1996-05-31,PREMON,14.949999999999998,3.0380000000000003,,14.949999999999998,14.959999999999997,0.0,,3.0380000000000003,3.4462879306281233,0.0
1996-08-31,MONSOON,14.085,3.469375,,14.604,14.103836565096953,14.791729411727193,,3.21055,3.455079270733955,2.9601597699250473
1996-11-30,POMKH,15.506666666666666,4.062291666666667,,14.965066666666665,15.533200916710788,14.828840244430348,,3.5512466666666667,3.4691137358532242,3.222915655073421
1997-02-28,POMRB,,,,,,,,,,
1997-05-31,PREMON,14.949999999999998,3.0380000000000003,14.872916666666665,14.959039999999998,14.983127644054532,14.212045975250527,3.4019166666666667,3.3459480000000004,3.427177409000911,3.6421569379681253
1997-08-31,MONSOON,14.085,3.469375,14.656666666666665,14.609423999999999,14.98708098391366,15.391976835964995,3.5097604166666665,3.3953188,3.4557366989594542,3.6105451470315333
1997-11-30,POMKH,15.506666666666666,4.062291666666667,15.012083333333331,14.968321066666665,14.024753894241412,14.932938678483236,3.6579895833333333,3.6621079466666666,3.4650540301264345,3.0621033829528663
1998-02-28,POMRB,,,,,,,,,,
1998-05-31,PREMON,14.949999999999998,3.0380000000000003,14.872916666666663,14.960992639999997,15.616640091731995,14.10993153708791,3.4019166666666667,3.412464768,3.4798105786926508,3.231010596470245
1998-08-31,MONSOON,14.085,3.469375,14.656666666666665,14.610595583999999,14.996817264416924,15.515609652502729,3.5097604166666665,3.4352288608,3.4366351447277825,3.948369556008396
1998-11-30,POMKH,15.506666666666666,4.062291666666667,15.012083333333331,14.969024017066666,14.760008697859734,14.77155847059685,3.6579895833333333,3.6860539831466665,3.465701790946555,3.445507835711169
1999-02-28,POMRB,,,,,,,,,,
1999-05-31,PREMON,14.949999999999998,3.0380000000000003,14.872916666666663,14.96141441024,14.354856616096168,14.301092149149646,3.4019166666666667,3.426832389888,3.4757456511560827,2.9796373367925426
1999-08-31,MONSOON,14.085,3.469375,14.656666666666665,14.610848646144,15.51153125116423,15.138600714069055,3.5097604166666665,3.4438494339328,3.48920966403843,3.8904617462743922
1999-11-30,POMKH,15.506666666666666,4.062291666666667,15.012083333333331,14.969175854353065,14.761965621763432,14.547182079270064,3.6579895833333333,3.691226327026347,3.4466092041717102,3.6244375899409715
2000-02-29,POMRB,,,,,,,,,,
