Date,Season,Lakhandur,Bhandara,Tumsar,Lakhani,Pauni,Mohadi,Sakoli,Lakhandur_Trend,Lakhandur_SMA,Lakhandur_EWMA,Lakhandur_DES,Lakhandur_TES,Lakhandur_ARIMA,Bhandara_Trend,Bhandara_SMA,Bhandara_EWMA,Bhandara_DES,Bhandara_TES,Bhandara_ARIMA,Tumsar_Trend,Tumsar_SMA,Tumsar_EWMA,Tumsar_DES,Tumsar_TES,Tumsar_ARIMA,Lakhani_Trend,Lakhani_SMA,Lakhani_EWMA,Lakhani_DES,Lakhani_TES,Lakhani_ARIMA,Pauni_Trend,Pauni_SMA,Pauni_EWMA,Pauni_DES,Pauni_TES,Pauni_ARIMA,Mohadi_Trend,Mohadi_SMA,Mohadi_EWMA,Mohadi_DES,Mohadi_TES,Mohadi_ARIMA,Sakoli_Trend,Sakoli_SMA,Sakoli_EWMA,Sakoli_DES,Sakoli_TES,Sakoli_ARIMA
1998-08-31,MONSOON,5.415,2.6540000000000004,2.44,3.6366666666666654,2.763333333333333,1.87,2.6775,6.1425,6.25375,6.0212761344,5.5462449364393285,5.79130320337254,5.7107307591480705,3.9202500000000002,3.9535000000000005,4.057801478144,3.672409493945329,0.5850986579278676,1.1824484445758965,2.8770833333333337,2.689166666666668,3.2427842406400003,3.719115113723286,0.24416785520140882,1.7398706769848782,5.044583333333334,5.088333333333331,5.220993686186667,2.6792241434555493,2.7867289968806452,3.3781911513762415,5.111354166666666,5.099166666666665,4.509610949973333,4.032087384043429,3.5233218988799715,3.7252401807787665,2.7984374999999995,2.955,3.18761131648,4.843189630235158,2.349083797518179,2.6800445683606062,3.3215624999999998,3.350625,3.602049090048,1.6655486174505443,0.27472685983750056,-0.2982008767908344
1998-11-30,POMKH,5.525,2.32,1.5,3.5,5.562499999999999,1.4625,1.3525,5.909375,6.153749999999999,5.82276568064,5.5047494938740575,6.242552116436936,6.306620827434615,4.51825,3.666,3.3626808868864,2.7188312491894076,2.993963157148439,4.095172795186416,3.2087499999999998,2.660000000000001,2.5456705443840004,3.249366569225381,1.9193971485754433,2.328935419607952,5.259166666666666,4.9466666666666645,4.532596211712,2.615601389524866,4.28600263205731,4.319866349554013,5.602187499999999,4.992916666666664,4.930766569984,4.3411886393420716,3.8661881076086155,5.476206038409157,3.0496875,2.6675000000000004,2.497566789888,4.816292549411326,1.6196960068520472,1.7778158890518332,3.6434374999999997,3.13875,2.7022294540288,1.4987225542310942,2.334040504460229,3.7657614115363813
1999-02-28,POMRB,6.035,5.074,2.786666666666666,5.233333333333333,6.76,3.1225,3.9125,5.685625,6.131249999999999,5.907659408384,5.573805394298913,5.924410914286993,5.440721456981144,4.820250000000001,4.1745,4.04720853213184,4.106966417247099,4.431104675378044,3.7732246901101214,3.1558333333333333,3.094166666666667,2.642068993297067,3.133458757769665,3.343366418355642,2.2026270437368853,5.269166666666666,5.142499999999998,4.812891060360533,2.9207337349270244,5.851566824829836,5.40687218041607,6.366666666666666,5.229791666666664,5.6624599419904005,5.033143711845629,4.843256116477081,6.443359030728143,3.2737499999999997,2.9293750000000003,2.7475400739328,4.800147553739938,3.0384346833291804,3.0669685949543997,3.6025,3.5043750000000005,3.18633767241728,1.8283503505479939,3.9066181332415835,2.6482867542629354
1999-05-31,PREMON,5.775,9.4,6.566666666666666,9.133333333333333,8.8125,6.225,7.1875,5.124375,5.687499999999999,5.8545956450304,5.576602113167157,6.645617479859781,6.122279437492414,4.831,4.862,6.188325119279105,9.132892481797656,8.530003100072067,8.666586680402666,3.050833333333333,3.3233333333333333,4.211908062644907,3.795682051145716,6.970568491921514,7.602983785034567,5.1499999999999995,5.375833333333331,6.541067969549653,4.025332691033687,9.327653483592655,9.35838177114681,6.455104166666666,5.974583333333331,6.9224759651942405,6.369239069615055,7.876863930575155,7.545091962767984,3.3884374999999998,3.170000000000001,4.138524044359681,4.803842932225555,5.870406064318775,6.156375491448678,3.4534375000000006,3.782500000000001,4.786802603450368,2.810028486522509,8.047109752511785,7.762358494271707
1999-08-31,MONSOON,5.4,2.32,1.1,2.783333333333333,5.9,2.7,1.2375,4.060625,5.68375,5.67275738701824,5.503838805255591,5.021259478082543,4.787545952973849,4.868,4.7785,4.640995071567462,6.789732179835226,1.792796969023288,3.5489541630957167,3.119166666666666,2.9883333333333333,2.967144837586944,3.2302956347318093,0.60120174632767,2.055703338623557,5.1375,5.162499999999997,5.037974115063125,3.830448078600065,2.667402560786446,3.762162348061558,6.125208333333333,6.758749999999998,6.513485579116544,6.628922332249455,3.523652234321058,3.9258627000171664,3.4621874999999998,3.3775000000000004,3.5631144266158086,4.785105529914079,2.21588242376028,2.610967239170506,3.4015625000000003,3.4225000000000008,3.367081562070221,2.62302221052522,0.6208780982390318,1.8044845196665018
1999-11-30,POMKH,1.05,2.74,2.0,3.4,3.1333333333333333,1.5499999999999998,1.6,3.1031250000000004,4.5649999999999995,3.8236544322109443,4.576321733382956,5.711109220987661,5.656358234886102,4.818333333333333,4.8835,3.8805970429404772,4.851091536873017,3.581796115137802,3.0177626494388887,3.135416666666666,3.1133333333333333,2.5802869025521664,2.9613799226600466,1.641902521547978,1.3555698491767587,5.244166666666667,5.137499999999997,4.382784469037875,3.760672325337826,4.049678796947365,3.7917215986911335,6.027395833333333,6.1514583333333315,5.161424680803259,5.899925561445781,4.922212774023353,6.047844471902049,3.766875,3.3993750000000005,2.757868655969485,4.75919866438228,1.8213793163757153,1.9777071159269042,3.3819791666666665,3.484375000000001,2.6602489372421325,2.496637152694533,2.1238724382344394,1.9392604599365624
2000-02-29,POMRB,2.0,4.95,2.833333333333333,5.233333333333333,6.55,3.625,3.25,2.084375,3.5562499999999995,3.0941926593265663,4.030447148590889,3.9767246016538462,3.6030868780556995,4.647291666666667,4.852499999999999,4.3083582257642865,4.899799264814766,4.95145761476875,4.888959595119645,3.1466666666666665,3.125,2.6815054748646334,2.9143312239264203,3.3565804880036527,3.289003587424449,5.259166666666665,5.137499999999997,4.723004014756058,4.058717621724207,5.63697239584359,5.301247804688012,5.849583333333334,6.098958333333332,5.716854808481956,6.2593364033943555,5.46955045605051,6.138423100127817,3.8696875,3.525000000000001,3.104721193581691,4.746674255442881,3.2657246340879627,2.2504423951669374,3.362395833333333,3.318750000000001,2.8961493623452794,2.6818857177103386,3.838996551814624,3.479401634203142
2000-05-31,PREMON,2.15,9.126666666666667,6.65,9.986666666666666,8.24,8.16,7.6933333333333325,1.640625,2.649999999999999,2.7165155955959395,3.627380127991078,3.695345336550521,3.281387107408982,4.685625,4.784166666666666,6.235681602125238,8.241080707058279,8.791283265502926,9.184194094045802,3.412083333333334,3.145833333333333,4.26890328491878,3.6384908124361486,6.996290636458376,7.137913120690624,5.550833333333334,5.35083333333333,6.828469075520301,5.339345509411707,9.147264441529032,9.272354302054376,5.891250000000001,5.955833333333333,6.726112885089174,7.112222705351773,8.28110858229815,7.802021124751511,4.0009375,4.008750000000001,5.126832716149015,4.76306824213559,6.2351130177584695,6.026836030097808,3.521458333333333,3.4452083333333343,4.8150229507405005,3.7541499830379075,7.794205793514164,7.341438116699871
2000-08-31,MONSOON,0.875,1.225,1.106666666666667,2.05,5.050000000000002,1.5875,0.575,1.8375000000000001,1.518749999999999,1.9799093573575637,3.0526752010088827,2.0260674970327823,2.5555750195804245,5.093333333333334,4.510416666666666,4.231408961275143,4.750119613963338,1.8391269195134967,2.766341244270593,3.904166666666667,3.1475,3.0040086376179347,3.106937712259931,0.6484649715104771,1.7891211608423956,6.146666666666666,5.167499999999997,4.9170814453121805,4.953572321377445,2.651784215484077,3.842143642540489,6.127916666666667,5.743333333333332,6.055667731053505,6.818810681017242,4.041712412686811,4.299102393597034,4.4946875,3.7306250000000007,3.711099629689409,4.737564412645619,3.034170536238903,3.4690037661928272,3.9670833333333326,3.279583333333334,3.1190137704443,3.4023287986474613,0.6042924272935619,1.5499173839006655
2000-11-30,POMKH,2.025,4.141666666666667,4.116666666666667,6.466666666666666,4.316666666666666,3.7125,3.535,2.2725,1.762499999999999,1.9979456144145382,2.8266882370510724,1.211131678624245,1.3746376792092212,5.3222499999999995,4.860833333333332,4.195512043431752,4.18600973814716,3.1692354475375666,2.5747616501169133,4.632916666666667,3.6766666666666667,3.449071849237428,3.285834723077623,1.673986512880556,1.6056626626655626,6.293749999999999,5.9341666666666635,5.536915533853975,5.444260815669341,3.919659910446716,3.4494285516272636,6.144583333333334,6.039166666666666,5.36006730529877,6.2548277676521575,4.573046805698226,5.200020125278194,4.702500000000001,4.27125,3.7116597778136455,4.725757831651522,1.9426044682425125,1.1580135687255617,4.2569791666666665,3.763333333333334,3.2854082622665803,3.600364872308048,1.9061086124592515,1.7033045956044863
2001-02-28,POMRB,2.6,6.81,4.653333333333333,6.933333333333333,7.26,5.4125,4.88,2.9981250000000004,1.9124999999999992,2.238767368648723,2.7623779761143066,2.1262352884008076,2.6487082041244157,5.440541666666666,5.325833333333332,5.241307226059051,5.809628517334242,5.268337105389794,5.484484992677395,5.075,4.131666666666667,3.93077644287579,3.5348130064059484,4.168099206447647,4.1284724232295575,6.244999999999999,6.359166666666663,6.095482653645718,5.999511576635084,6.016490806806308,6.256629896323782,5.9459375,6.216666666666666,6.120040383179262,6.637982896488115,5.860067169189041,6.411134925130973,4.749375,4.718125000000001,4.3919958666881875,4.7248448084990295,4.084618991500015,4.311567945830728,4.355625,4.170833333333334,3.923244957359948,4.0415076265178085,4.291738139391448,4.268028837319898
2001-05-31,PREMON,5.03,9.097999999999999,10.66,9.463333333333333,7.663333333333332,8.035,8.3825,3.2981249999999998,2.632499999999999,3.3552604211892336,3.1972421667037056,2.8934765584255135,3.3652824216152,5.585458333333333,5.318666666666665,6.783984335635431,8.88513539899992,9.728599922969781,10.009820502531682,4.7675,5.134166666666667,6.622465865725474,4.930725033274153,8.184884989246083,7.469269562999733,5.9925,6.22833333333333,7.442622925520764,7.0516955360248765,9.737261678980541,9.934793356883002,5.731041666666666,6.072499999999998,6.73735756324089,7.101945067314439,8.59760401960881,8.008152719338733,4.7421875,4.686875000000001,5.849197520012913,4.740607415814363,7.68103105898123,7.887227450669421,4.272812500000001,4.3431250000000015,5.706946974415969,5.178554469682688,8.613619344371948,8.420485881698156
2001-08-31,MONSOON,3.8,2.2,0.6333333333333333,2.1833333333333336,4.0375,2.0875,0.675,3.3162499999999997,3.3637499999999987,3.5331562527135403,3.296292817193339,2.7545130972435548,3.474732064468239,5.56775,5.562416666666665,4.950390601381258,5.7323617962341915,2.3880539759823463,2.242022913845319,4.4875,5.015833333333334,4.226812852768617,4.037533389278114,2.8919954382315334,3.4876814677719703,5.644166666666666,6.261666666666663,5.338907088645792,6.534439768110806,3.0643215671563704,3.345400187300501,5.340625,5.819374999999998,5.6574145379445335,6.349323606126309,4.4132313072730724,4.363278588931476,4.6125,4.811875000000001,4.344518512007747,4.718449472273901,3.2686133288833137,2.6626236995466845,4.19375,4.368125000000002,3.6941681846495813,4.74391427857591,1.3831389452685974,1.513511938913667
