Date,Season,Sonai,Sonai_Trend,Sonai_SMA,Sonai_EWMA,Sonai_DES,Sonai_TES,Sonai_ARIMA
1996-02-29,POMRB,2.4935714285714288,,,2.4935714285714288,0.8322382709717457,2.5506093906093907,0.0
1996-05-31,PREMON,1.2907692307692311,,,2.01245054945055,0.5128489263627295,1.3944171617855832,2.4935701724712107
1996-08-31,MONSOON,1.3127272727272723,1.887124125874126,,1.7325612387612388,0.40217303541482785,1.4530416834951019,1.6902720221370364
1996-11-30,POMKH,2.277857142857143,2.037239010989011,1.8437312687312688,1.9506796003996005,0.5678064114396665,2.445550446000426,1.8691238852187473
1997-02-28,POMRB,2.8407142857142857,2.1529951298701295,1.9305169830169833,2.3066934745254746,0.8776159853415726,2.6561239375985846,2.329274418725022
1997-05-31,PREMON,2.1445454545454545,2.1169561688311687,2.1439610389610393,2.2418342665334663,1.021248735421362,1.5127973894471798,1.563476118042124
1997-08-31,MONSOON,1.3849999999999998,1.948043831168831,2.162029220779221,1.8991005599200799,0.9952081829703957,1.6847716151734158,1.6547728605287755
1997-11-30,POMKH,1.9172727272727272,1.7206818181818182,2.071883116883117,1.9063694268611389,1.1224275866478188,2.649272646825244,2.2236359778994474
1998-02-28,POMRB,1.8500000000000003,1.5451055194805194,1.8242045454545455,1.8838216561166834,1.2384345677265955,2.9137041433054844,2.64576267144406
1998-05-31,PREMON,1.3163636363636366,1.4368928571428574,1.617159090909091,1.6568384482154646,1.2216771058962377,1.7250635742508806,1.8336327564003272
1998-08-31,MONSOON,0.8085714285714286,1.4587893217893217,1.4730519480519482,1.31753164035785,1.0881623224105406,1.278106752567866,1.3955908564518444
1998-11-30,POMKH,1.6279999999999997,1.682768172799423,1.4007337662337662,1.44171898421471,1.1778558723443968,1.9671488158229886,1.739078001683397
1999-02-28,POMRB,2.3144444444444447,1.8747033730158733,1.5168448773448773,1.7908091683066039,1.4482896573145188,2.0970752622007987,1.8275831512168956
1999-05-31,PREMON,2.6437500000000003,1.8582152777777778,1.8486914682539681,2.131985500983962,1.8008935614316415,1.3615695538683714,1.4382830457427027
1999-08-31,MONSOON,1.0166666666666668,1.9376597222222225,1.9007152777777778,1.685857967257044,1.6994653586438828,1.1732027393805948,1.202151525971695
1999-11-30,POMKH,1.288,1.813510416666667,1.8157152777777776,1.5267147803542263,1.657639063699137,1.9915924182146991,1.5484106548725132
2000-02-29,POMRB,3.2900000000000005,1.5334583333333334,2.0596041666666665,2.232028868212536,2.1466551169981165,2.3142397527000464,2.060014240074191
2000-05-31,PREMON,0.675,1.4437500000000003,1.5674166666666665,1.6092173209275218,1.9103830805060171,2.1816700904665374,2.4595826076722305
2000-08-31,MONSOON,0.7449999999999999,1.287875,1.4994999999999998,1.2635303925565131,1.6848899111626843,0.91250345199683,0.7418387593728112
2000-11-30,POMKH,0.8420000000000001,1.3404903846153848,1.388,1.094918235533908,1.4915891521192375,1.4638688744441042,1.5691398118604494
2001-02-28,POMRB,2.4890000000000003,1.5069113247863248,1.1877499999999999,1.652550941320345,1.7335784893215662,2.473600163574004,2.40717167081984
2001-05-31,PREMON,1.8969230769230767,1.5268696581196581,1.4932307692307691,1.7502997955614377,1.8087460531971085,1.0873026952888176,1.1633400999572832
2001-08-31,MONSOON,0.8544444444444445,1.4334510073260074,1.5205918803418803,1.3919576551146402,1.6064611325072145,0.7486144972116717,0.9534900909584638
2001-11-30,POMKH,0.8922222222222221,1.272548285048285,1.533147435897436,1.192063481957673,1.4261775312695015,1.1595292026554602,0.9143465416740391
2002-02-28,POMRB,1.6914285714285715,1.268968253968254,1.3337545787545788,1.3918095177460323,1.4635352706415206,2.510110244346614,2.3057795179026908
