Date,Season,Sonai,Sonai_Trend,Sonai_SMA,Sonai_EWMA,Sonai_DES,Sonai_TES,Sonai_ARIMA
2002-05-31,PREMON,1.4072727272727272,1.4263167388167388,1.2113419913419914,1.3979948015567103,1.4311416253395708,1.3222726982738577,1.3692537388211796
2002-08-31,MONSOON,1.3154545454545457,1.6326785714285716,1.3265945165945165,1.3649786991158446,1.3819043723159603,0.5505209704922247,0.8926756504089433
2002-11-30,POMKH,1.69,1.7189772727272727,1.5260389610389609,1.4949872194695066,1.4352206773103309,0.9025093555228274,0.9573306912059095
2003-02-28,POMRB,2.5445454545454544,1.6890909090909094,1.7393181818181815,1.9148105134998858,1.7121562012150209,2.207891490127793,1.8391677121284586
2003-05-31,PREMON,1.2445454545454548,1.640568181818182,1.6986363636363635,1.6467044899181134,1.6356323620692654,1.632188165482212,1.5780139554991117
2003-08-31,MONSOON,1.2390909090909092,1.4686616161616164,1.6795454545454545,1.4836590575872317,1.5563294657430804,1.1095283547820118,1.2083325734302444
2003-11-30,POMKH,1.3781818181818184,1.3021953914141415,1.601590909090909,1.4414681618250662,1.5151882608393747,1.3922843477334315,1.5976613767289467
2004-02-29,POMRB,1.4811111111111108,1.238615845959596,1.3357323232323233,1.457325341539484,1.50290397583876,2.3828804857053143,2.173768705071061
2004-05-31,PREMON,0.97625,1.249175505050505,1.2686584595959596,1.2648952049236903,1.365765619309307,1.2774021097452974,1.2591967413935248
2004-08-31,MONSOON,0.99875,1.465513888888889,1.2085732323232323,1.1584371229542143,1.2491318618915985,0.9590581202334982,1.2532572831500133
2004-11-30,POMKH,1.703,1.6768750000000001,1.2897777777777777,1.3762622737725287,1.3245923421599965,1.1377816743958995,1.3068534934839002
2005-02-28,POMRB,2.8870000000000005,1.659322916666667,1.64125,1.9805573642635175,1.7139676416361436,1.8311861968184244,1.6523210346180477
2005-05-31,PREMON,1.26125,1.571465277777778,1.7125,1.6928344185581103,1.6581895969080065,1.3215865257878119,1.3072770973247487
2005-08-31,MONSOON,0.5733333333333334,1.5506319444444445,1.6061458333333332,1.2450339844681995,1.4222452076246492,1.2246781651852912,1.097410800458119
2005-11-30,POMKH,1.425555555555556,1.6107118055555558,1.5367847222222222,1.317242612903142,1.4155707651534992,1.538235747451227,1.563068530054388
2006-02-28,POMRB,2.9977777777777783,1.7233333333333334,1.5644791666666666,1.9894566788529966,1.825786157584071,2.336940456513931,2.342524880628542
2006-05-31,PREMON,1.6311111111111107,1.8619444444444446,1.656944444444444,1.8461184517562423,1.8547081757921655,1.2909412632475785,1.440893459438712
2006-08-31,MONSOON,1.1044444444444443,1.9486111111111108,1.789722222222222,1.5494488488315232,1.7316033545031388,1.014333290691579,0.9531283292850514
2006-11-30,POMKH,2.003333333333333,1.9324999999999999,1.9341666666666661,1.7310026426322471,1.8382423317856469,1.69616222927799,1.6306599414661909
2007-02-28,POMRB,3.1133333333333333,1.879861111111111,1.9630555555555549,2.2839349189126814,2.231455694369515,2.9217112339414553,2.805446941674067
2007-05-31,PREMON,1.3866666666666665,1.7993055555555557,1.9019444444444438,1.9250276180142754,2.1387360763809453,1.6897700579660235,1.7625835553618112
2007-08-31,MONSOON,0.9277777777777779,1.7122348484848486,1.8577777777777769,1.5261276819196763,1.9126556019758223,1.2134299872271994,1.244861862800058
2007-11-30,POMKH,1.5355555555555556,1.6989141414141413,1.7408333333333326,1.529898831374028,1.8450848902250605,1.9250787019015112,1.9548986809628777
2008-02-29,POMRB,2.8845454545454547,1.691094696969697,1.6836363636363627,2.0717574806425985,2.1290910558434293,2.9723592001631856,2.8023628493446093
2008-05-31,PREMON,1.5088888888888885,1.6450530303030304,1.7141919191919182,1.8466100439411144,2.035012310492272,1.4614126220131625,1.6205475105706355
2008-08-31,MONSOON,0.7430000000000001,1.6352904040404042,1.6679974747474737,1.4051660263646688,1.744684173546979,1.029936830073046,1.1540088636583063
2008-11-30,POMKH,1.3520000000000003,1.6331944444444446,1.622108585858585,1.3838996158188013,1.6283308127871536,1.6797772819211279,1.6069035697356988
2009-02-28,POMRB,2.99,1.628947916666667,1.6484722222222215,2.026339769491281,1.945725269331227,2.8475117382611397,2.6060719976860582
2009-05-31,PREMON,1.3866666666666665,1.6883541666666668,1.617916666666666,1.7704705283614353,1.833707585507005,1.4193035259502156,1.58532651772778
2009-08-31,MONSOON,0.83125,1.6257291666666667,1.6399791666666659,1.3947823170168612,1.5882659120767062,0.8217861735858834,0.9023014732729253
2009-11-30,POMKH,1.739,1.5995297998683415,1.7367291666666658,1.5324693902101167,1.5923276810621942,1.496033634468299,1.4435984751926494
2010-02-28,POMRB,2.1020000000000003,1.6908408497366831,1.5147291666666658,1.7602816341260703,1.6942949349948069,2.9609240046330734,2.6896546854724974
2010-05-31,PREMON,2.0650717322800656,1.6669762664033498,1.6843304330700155,1.8821976733876684,1.783929358644813,1.2849271673184268,1.2957444014846198
2010-08-31,MONSOON,0.8833333333333333,1.7341637664033498,1.6973512664033488,1.4826519373659344,1.5688372739121632,0.8377995716812148,1.1754430922741976
2010-11-30,POMKH,1.4960000000000002,2.0732797998683417,1.6366012664033487,1.4879911624195608,1.5255174268491807,1.621287637666263,1.5089672733262192
2011-02-28,POMRB,2.8825000000000003,2.325354166666667,1.831726266403349,2.0457946974517367,1.8486898521002144,2.560126444704999,2.1946068670415713
2011-05-31,PREMON,3.9975,2.2844305555555553,2.3148333333333326,2.8264768184710425,2.4697002990983563,1.7862826868709036,1.9750406221492884
2011-08-31,MONSOON,0.9675,2.3126736111111112,2.3358749999999993,2.0828860910826252,2.248950528238613,1.3169801257882279,1.5443140926745418
2011-11-30,POMKH,1.0844444444444443,2.3992481303418804,2.2329861111111104,1.683509432427353,2.04463160133936,2.0175007781007905,1.6013649938370045
2012-02-29,POMRB,3.5200000000000005,2.4315385950854704,2.3923611111111107,2.418105659456412,2.4800977418274095,3.0484758049165155,2.7350850942912976
2012-05-31,PREMON,4.052596153846154,2.570136485042735,2.406135149572649,3.0719018572123087,3.0433689805271653,3.1283929420897274,3.5315844126416986
2012-08-31,MONSOON,1.170727564102564,2.6778100961538462,2.4569420405982902,2.3114321399684106,2.7897492763974068,1.3805111678017408,1.532835693957181
2012-11-30,POMKH,1.99,2.6654022435897433,2.6833309294871794,2.1828592839810463,2.7254540234062197,1.8636775414120363,1.6316725268056484
2013-02-28,POMRB,3.4758333333333327,2.675058894230769,2.672289262820512,2.700048903721961,3.034487781052929,3.6860410111140167,3.470044310732136
2013-05-31,PREMON,3.9975,2.712540064102564,2.6585152243589736,3.219029342233177,3.45474050948523,3.8646376587603877,3.845610227642025
2013-08-31,MONSOON,1.3030769230769232,2.6603733974358974,2.6916025641025634,2.4526483745706753,3.11502260624214,1.5103301672879663,1.7573984042414943
2013-11-30,POMKH,2.1575,2.6010432692307695,2.7334775641025635,2.3345890247424053,2.9821802605708148,2.1314684712555785,2.112910422511254
2014-02-28,POMRB,2.891,2.6430576923076923,2.5872692307692304,2.557153414845443,3.0287848277343024,3.7898533614639693,3.5323241603831397
2014-05-31,PREMON,4.107692307692306,2.6881730769230767,2.614817307692307,3.1773689719841887,3.380775344474828,3.980552292489617,3.7257768031850893
2014-08-31,MONSOON,1.529,2.7836730769230766,2.671298076923076,2.518021383190513,3.0302251347403133,1.4583773297480676,1.8594211338559297
2014-11-30,POMKH,2.2925,2.9340638111888113,2.705048076923076,2.427812829914308,2.8812588383477227,2.2047862162315686,2.245575892905359
2015-02-28,POMRB,3.52,2.9705974025974027,2.862298076923076,2.8646876979485847,3.052082169655716,3.4681932482530473,3.110600936655608
2015-05-31,PREMON,4.681818181818182,2.7855215097402595,3.005829545454545,3.5915398914964234,3.517430573690863,4.249402341868957,3.9422849058592595
2015-08-31,MONSOON,1.2471428571428569,2.8172402597402595,2.935365259740259,2.6537810777549966,3.0588336698525542,1.767651525912688,2.0440000082970564
2015-11-30,POMKH,1.09375,2.807200487012987,2.635677759740259,2.0297686466529976,2.5861833323169323,2.4292022746967996,2.3511846695071332
2016-02-29,POMRB,4.9725,2.632483134920635,2.998802759740259,3.2068611879917985,3.1432303458952306,3.4185816630459325,3.169250903748101
2016-05-31,PREMON,3.1489999999999996,2.640899305555555,2.6155982142857135,3.183716712795079,3.2003589193234867,4.60047303052467,4.639304331983441
2016-08-31,MONSOON,1.3822222222222222,2.536493055555556,2.6493680555555548,2.463118916565936,2.7954891402282156,1.3763182487078915,1.3105244133092475
2016-11-30,POMKH,1.026,2.4182847222222223,2.6324305555555547,1.8882713499395618,2.3365149700156977,1.7472600378147742,1.9205431715835282
2017-02-28,POMRB,4.205,2.3189861111111107,2.4405555555555547,2.8149628099637374,2.7257832197743226,4.034913923815894,3.9033850546659563
2017-05-31,PREMON,2.970833333333333,2.222799242424242,2.396013888888888,2.8773110193115756,2.784254318417557,3.6830972195815432,3.4011105861902986
2017-08-31,MONSOON,0.7659999999999999,1.8977651515151515,2.241958333333333,2.0327866115869453,2.2892159389527995,1.1579408337991284,1.4441343648506126
2017-11-30,POMKH,0.8727272727272727,1.2692859848484848,2.203640151515151,1.5687628760430763,1.878836843787509,1.11862087256254,1.2016249175608786
2018-02-28,POMRB,1.7579999999999998,0.893431818181818,1.591890151515151,1.6444577256258457,1.7439938604803462,3.827217656345863,3.6921431595560437
2018-05-31,PREMON,0.39,0.8690075757575757,0.9466818181818175,1.1426746353755073,1.3255842145960073,2.6650648002279205,2.2405740500410887
2018-08-31,MONSOON,0.34,,0.8401818181818175,0.8216047812253043,0.98241374572923,-0.09618466072473497,0.5016057056425182
2018-11-30,POMKH,1.1033333333333333,,0.8978333333333327,0.9342962020685159,,-0.04681650509371016,0.5856967918509173
