Date,Season,Khanna,Ludhiana - I,Machhiwara,Jagraon,Doraha,Dehlon,Pakhowal,Ludhiana - Ii,Sudhar,Samrala,Sidhwan Bet,Khanna_Trend,Khanna_SMA,Khanna_EWMA,Khanna_DES,Khanna_TES,Khanna_ARIMA,Ludhiana - I_Trend,Ludhiana - I_SMA,Ludhiana - I_EWMA,Ludhiana - I_DES,Ludhiana - I_TES,Ludhiana - I_ARIMA,Machhiwara_Trend,Machhiwara_SMA,Machhiwara_EWMA,Machhiwara_DES,Machhiwara_TES,Machhiwara_ARIMA,Jagraon_Trend,Jagraon_SMA,Jagraon_EWMA,Jagraon_DES,Jagraon_TES,Jagraon_ARIMA,Doraha_Trend,Doraha_SMA,Doraha_EWMA,Doraha_DES,Doraha_TES,Doraha_ARIMA,Dehlon_Trend,Dehlon_SMA,Dehlon_EWMA,Dehlon_DES,Dehlon_TES,Dehlon_ARIMA,Pakhowal_Trend,Pakhowal_SMA,Pakhowal_EWMA,Pakhowal_DES,Pakhowal_TES,Pakhowal_ARIMA,Ludhiana - Ii_Trend,Ludhiana - Ii_SMA,Ludhiana - Ii_EWMA,Ludhiana - Ii_DES,Ludhiana - Ii_TES,Ludhiana - Ii_ARIMA,Sudhar_Trend,Sudhar_SMA,Sudhar_EWMA,Sudhar_DES,Sudhar_TES,Sudhar_ARIMA,Samrala_Trend,Samrala_SMA,Samrala_EWMA,Samrala_DES,Samrala_TES,Samrala_ARIMA,Sidhwan Bet_Trend,Sidhwan Bet_SMA,Sidhwan Bet_EWMA,Sidhwan Bet_DES,Sidhwan Bet_TES,Sidhwan Bet_ARIMA
1996-02-29,POMRB,17.840654761904762,10.434000000000001,6.245,9.393333333333333,8.805,6.89,8.466666666666667,7.16,12.85,11.015,4.955,,,17.840654761904762,14.53174040583631,16.804829977078555,0.0,,,10.434000000000001,10.495665822139564,10.444000000000003,0.0,,,6.245,6.415912056290998,6.178423380091548,0.0,,,9.393333333333333,11.994174124662388,9.403333333333332,0.0,,,8.805,8.557913107698626,8.815,0.0,,,6.89,8.739137809511446,6.908306870434923,0.0,,,8.466666666666667,8.945857140612059,8.445282605753548,0.0,,,7.16,7.336845591683633,7.658500823791604,0.0,,,12.85,16.033575670694248,12.860000000000001,0.0,,,11.015,11.371315468803573,11.038756636608587,0.0,,,4.955,5.0872742286093455,4.252735485912539,0.0
1996-05-31,PREMON,11.575,11.14,7.704285714285714,13.313333333333333,8.934999999999997,8.4,8.886666666666667,7.526666666666666,14.75,12.92,6.526666666666666,,,15.334392857142856,13.919696825423095,12.370015598636915,17.84059692136788,,,10.7164,10.673234203119526,11.15745152354571,10.433967860558317,,,6.828714285714286,6.994732950273774,7.103627578432884,6.244996908195904,,,10.961333333333332,18.61964246336263,13.321809787626963,9.393577368599125,,,8.857,8.637626690337969,8.95383656509695,8.80499545072521,,,7.494,8.166597232521287,7.918426945522384,6.889983967247975,,,8.634666666666668,9.014291959706544,8.969467396015844,8.466637487760906,,,7.306666666666667,7.429276304191709,6.642177085720935,7.15999523579575,,,13.61,17.567212629888488,14.768171745152355,12.849886562500624,,,11.777000000000001,11.678984029490126,12.390414595455708,11.014986982454316,,,5.583666666666667,5.155262410742891,5.70043906223948,4.954992108015581
1996-08-31,MONSOON,11.12,12.58,6.055999999999999,11.840000000000002,8.12,14.365,11.825,8.49,15.05,11.735,4.213333333333334,13.26141369047619,,13.648635714285714,13.340781710815127,11.750410799802925,13.84748131325094,11.168,,11.461839999999999,11.24960252212695,12.602560830564533,10.937861586057425,6.400904761904762,,6.519628571428571,6.6214282562877695,7.4131175911470955,7.31048848486879,11.043333333333335,,11.3128,11.334550896842877,11.844027133002358,15.496466971561054,8.659999999999998,,8.562199999999999,8.549756470748973,8.146534250044123,8.896604445264655,9.2575,,10.2424,9.444286523813435,14.562487058632854,7.872691230385199,9.403333333333332,,9.9108,9.686787356348676,10.054836550305211,8.73103010565242,7.561249999999999,,7.779999999999999,7.8884387575501345,7.6569474092168255,7.3751965719123165,13.875,,14.186,18.58382288091592,15.074600179556633,13.807101238633095,11.638125,,11.760200000000001,11.70614583713856,11.609031038441366,12.215421727777397,5.153125,,5.035533333333333,5.197266310955373,3.755498836521176,6.0297498849088536
1996-11-30,POMKH,12.51,10.451999999999998,6.155,9.49,8.76,7.345,8.366666666666665,7.06,12.75,10.86,4.88,13.24828869047619,13.26141369047619,13.193181428571428,13.204761544789683,12.519796131298886,13.336954492200622,11.215749999999998,11.1515,11.057903999999999,11.158749207230438,10.477594567992043,11.646212336975683,6.183702380952381,6.540071428571428,6.373777142857143,6.449001835694511,6.038159327336672,6.235346131142449,10.874583333333334,11.009166666666667,10.58368,7.8037791389780296,9.49073680584279,9.680951814273648,8.589374999999999,8.654999999999998,8.641319999999999,8.598195215436471,8.793127644054538,8.409657853189453,9.155,9.25,9.08344,8.686855347624931,8.272728155899102,10.802435244333283,9.593958333333333,9.386249999999999,9.293146666666667,9.496790362315709,9.799744342107449,10.261001271192244,7.683750000000001,7.559166666666667,7.491999999999999,7.553213335176371,8.344051893939238,7.93472367154069,13.899999999999999,13.850000000000001,13.6116,17.969062358318844,12.77940029712697,14.231664064651405,11.56,11.6325,11.400120000000001,11.563544738351803,11.330111919787441,11.710544063218768,5.05875,5.14375,4.973319999999999,5.246647545474706,4.198987766450511,4.687111717412209
1997-02-28,POMRB,17.840654761904762,10.565999999999999,5.131666666666667,9.666666666666666,8.844999999999997,6.95,8.603333333333332,7.176666666666668,13.05,11.06,5.03,13.235163690476192,13.26141369047619,15.052170761904762,14.304148942911132,17.39624226249443,14.761689228002236,10.932249999999998,11.1845,10.861142399999999,11.08335479393941,10.459276291202483,10.563209795244282,6.07825,6.261738095238095,5.876932952380952,5.911164816810291,6.117016305259076,6.254500647128633,10.3425,11.0775,10.216874666666666,9.593323424930361,9.38952826249019,8.323123436524465,8.556249999999999,8.664999999999997,8.722791999999998,8.653536701343384,8.83681782601893,8.809163985318506,9.045,9.265,8.230063999999999,7.946415702231199,7.005926402690392,7.121324793406883,9.270624999999999,9.420416666666664,9.017221333333332,9.394788409829188,8.990396885334718,8.784962158644682,7.592083333333335,7.5633333333333335,7.365866666666667,7.407622344752821,7.727921222958461,7.485625049643013,13.537500000000001,13.9,13.38696,17.138284494462567,12.875867424737049,13.217686298036577,11.304375,11.64375,11.264072,11.485223835209426,11.120145958017076,11.20500392073878,5.0058333333333325,5.1625,4.995991999999999,5.2976367382825496,4.891438494749076,4.964830643057325
1997-05-31,PREMON,11.47,11.39,7.08,11.69,8.33,7.52,10.275,8.49,14.75,12.25,5.696666666666666,13.23516369047619,13.235163690476188,13.619302457142858,13.718937684029855,12.197212064805829,13.72511109544579,10.872875,11.247,11.072685439999999,11.232863304809328,11.197947021434143,11.314343122880633,6.042958333333333,6.105666666666667,6.358159771428571,6.436657064519763,6.5053802634945255,6.1151892665324095,9.909583333333334,10.671666666666667,10.8061248,13.798379690320596,13.628491237303171,11.121479598180674,8.45375,8.513749999999998,8.5656752,8.602055496921471,8.970743105496698,8.83058315154199,8.883125,9.045,7.946038399999999,7.5078214626657696,8.242138861810357,8.383130769913013,8.965416666666668,9.767499999999998,9.520332799999998,9.664806308799651,9.408743282938527,9.014106519807624,7.55875,7.804166666666666,7.815520000000001,7.8758622328248675,6.686067706469273,7.37731103081325,12.19375,13.899999999999999,13.932176,16.86760066402582,14.810063488222365,14.394029360254363,11.235625,11.47625,11.6584432,11.645510151112664,12.664068879997373,11.921042243764154,4.951250000000001,4.954999999999999,5.276261866666666,5.356055763690831,6.390747051868091,5.698911755323457
1997-08-31,MONSOON,11.12,10.062,5.836666666666666,9.206666666666667,8.46,14.365,7.85,6.793333333333334,12.15,10.36,4.62,13.23516369047619,13.23516369047619,12.619581474285713,13.18463166794593,11.648748119658345,12.143766906046558,11.110249999999999,10.6175,10.668411264,10.97860598385909,12.697463675492617,11.647129520668065,6.229375,6.050833333333333,6.149562529523809,6.206219597347815,6.801581834677565,6.414927354727494,9.773333333333333,10.013333333333332,10.166341546666667,7.733597086279541,10.05159455708468,12.21545219529556,8.274375,8.598749999999999,8.52340512,8.584529188274308,8.085040048007308,8.162269576593346,8.6703125,9.045,10.513623039999999,9.152726995945118,13.963064160603675,13.04352738000355,9.100416666666668,8.77375,8.852199679999998,9.370595054892606,11.156397115295794,10.712489201067006,7.654166666666667,7.379999999999999,7.4066453333333335,7.433665595071328,8.145795552065067,8.00042909209808,11.1625,13.175,13.219305599999998,15.390088073447977,15.106976589774472,14.62414318054592,11.298125,11.1325,11.13906592,11.420127245290052,11.606111722044911,11.690471746866733,4.916666666666666,5.056666666666666,5.01375712,5.402328913195898,4.292447077712551,4.723495230363643
1997-11-30,POMKH,12.51,12.495,6.0920000000000005,8.66,7.6,6.05,9.9,8.49,4.9,11.685,4.036666666666666,13.261413690476193,13.23516369047619,12.575748884571428,13.083308366026122,12.660756572910078,12.541032603089198,11.1456875,11.12825,11.3990467584,11.428756872001438,9.917234132737738,10.288820113486885,6.4961666666666655,6.035083333333333,6.126537517714286,6.183024896727166,5.626780227592818,6.044739355289177,9.622916666666667,9.80583333333333,9.563804928,8.029473741242764,5.950344805404432,6.9383975425433455,8.21125,8.30875,8.154043072,8.409105951564285,8.76616335022414,8.786714543587651,8.498125,8.72125,8.728173823999999,8.308907609026969,7.61030578060937,7.95516398107381,9.021458333333333,9.157083333333333,9.271319808,9.566631537042989,9.092604717558636,8.02852819621215,7.150208333333334,7.7375,7.8399871999999995,7.890988038453227,7.775236255161252,7.285189351381325,11.12,11.2125,9.891583359999998,11.265466860106821,12.273876833048302,12.88960149232936,11.228125,11.338750000000001,11.357439552,11.486230961871719,10.921763840734874,10.82952522108749,5.006666666666667,4.845833333333332,4.622920938666667,5.441923494728292,4.828843427451773,4.946218807393849
1998-02-28,POMRB,17.840654761904762,10.422,6.686,9.406666666666666,8.57,6.5425,8.15,6.5100000000000025,12.65,10.735,5.596666666666668,13.280163690476192,13.235163690476192,14.681711235504762,14.209682912926562,17.678963310420063,14.941850816847326,11.419291666666668,11.09225,11.00822805504,11.24223602838272,10.478569033018703,11.260972725666502,6.460958333333333,6.423666666666666,6.350322510628572,6.424260838140901,5.88342905929893,5.83525922728069,9.949791666666668,9.740833333333331,9.500949623466667,10.018024641450474,7.886573612905201,9.15734385198373,8.191875,8.24,8.3204258432,8.4481479666306,8.703075446042718,8.28339180666334,7.793749999999999,8.619374999999998,7.8539042943999995,7.694564062222626,6.459484374923365,6.401005711067759,9.25625,9.04375,8.822791884799999,9.355255257884853,8.98646611255657,9.137883801948956,6.770416666666667,7.570833333333333,7.30799232,7.323192037652225,8.126417677066163,7.8420271313525145,11.45875,11.1125,10.994950016,11.049705471199433,11.095237029663242,12.216236924045083,11.44875,11.2575,11.1084637312,11.361181460272249,11.031344253245637,11.373175778909395,5.013645833333333,4.987499999999999,5.012419229866667,5.498913922762629,5.295475363835315,4.5690587377163006
1998-05-31,PREMON,11.68,11.8175,7.6599999999999975,10.746666666666668,8.1,6.55,10.096666666666666,5.125,14.81,12.015,5.8500000000000005,13.16391369047619,13.287663690476194,13.481026741302855,13.692940151491554,12.006801609358357,13.618460666799695,11.415916666666666,11.199125,11.331936833023999,11.452808287939723,11.199782971549066,10.840710569281674,6.271749999999999,6.568666666666665,6.874193506377142,6.980557472523615,7.184240734612819,7.188661251828101,10.863333333333333,9.504999999999999,9.999236440746667,12.166433615143248,12.95339708828957,10.57097571878859,8.14,8.182500000000001,8.232255505920001,8.39183749400767,8.360789031916621,8.453702892387257,7.329375,8.376874999999998,7.332342576639999,7.178744402121139,7.437968408093954,7.595891557684838,9.455833333333333,8.999166666666666,9.332341797546666,9.595730785147953,9.641933249117907,9.142577154471825,6.503750000000001,6.729583333333332,6.434795392,6.4104547118760635,6.569086323757704,7.365024231367335,12.912500000000001,11.127500000000001,12.520970009600001,11.946475918516512,12.86689602769692,13.238501201488335,11.54125,11.19875,11.47107823872,11.500407235710107,12.415831361644074,11.813621197561295,4.8187500000000005,5.025833333333333,5.3474515379200005,5.558706240746728,6.44816056997638,5.856562756006505
