Date,Season,Vidisha,Neteran,Sironj,Lateri,Gyaraspur,Basoda,Kurwai,Vidisha_Trend,Vidisha_SMA,Vidisha_EWMA,Vidisha_DES,Vidisha_TES,Vidisha_ARIMA,Neteran_Trend,Neteran_SMA,Neteran_EWMA,Neteran_DES,Neteran_TES,Neteran_ARIMA,Sironj_Trend,Sironj_SMA,Sironj_EWMA,Sironj_DES,Sironj_TES,Sironj_ARIMA,Lateri_Trend,Lateri_SMA,Lateri_EWMA,Lateri_DES,Lateri_TES,Lateri_ARIMA,Gyaraspur_Trend,Gyaraspur_SMA,Gyaraspur_EWMA,Gyaraspur_DES,Gyaraspur_TES,Gyaraspur_ARIMA,Basoda_Trend,Basoda_SMA,Basoda_EWMA,Basoda_DES,Basoda_TES,Basoda_ARIMA,Kurwai_Trend,Kurwai_SMA,Kurwai_EWMA,Kurwai_DES,Kurwai_TES,Kurwai_ARIMA
1998-08-31,MONSOON,3.9775,4.505,9.89,5.416,8.89,5.292000000000002,4.096666666666667,5.995104166666668,5.097708333333335,5.445713280512,5.5646902493166,2.200902210765405,2.654878686441505,6.2021875,6.192499999999999,5.953101553664,5.732673622607611,3.2366595666491067,3.3062538996704554,6.765208333333334,6.039166666666666,7.025080675327999,5.95428306715831,3.177754436051624,2.692210920677939,5.785625,5.4815000000000005,5.7646384622080005,5.043691599886214,2.805823444541385,1.6709017296624484,9.128124999999999,8.449999999999998,8.90354934784,8.278369144749727,5.353564296546694,5.155652030546363,7.115250000000001,5.7105,5.851416426240002,4.787305575084491,2.926179456239029,1.856069599822604,5.180624999999999,4.191666666666666,4.865369871018666,4.477153344943087,2.743659925995579,2.710559065204964
1998-11-30,POMKH,4.71,5.5175,3.58,4.927999999999999,8.315,8.492,5.243333333333333,6.563333333333334,5.4735416666666685,5.1514279683072,5.6681528919386945,3.6832465957519727,3.8663622112843057,6.376875,5.944374999999998,5.7788609321984,5.346513707592172,5.760948318131445,6.466695205998673,8.0046875,5.8966666666666665,5.6470484051967995,5.469580540160761,5.07471284175686,6.184826623727869,6.385187500000001,5.410375,5.4299830773248,4.72179923564966,5.318178368939199,5.673626448852728,9.63875,8.748749999999998,8.668129608704,8.283893229873978,7.637650584198189,8.95922688201555,8.0163125,6.550375,6.907649855744001,5.166136292483344,5.668608504450914,7.172243365020011,5.83625,4.7775,5.016555255944533,4.501555791359746,4.2241305014889745,4.017192126793335
1999-02-28,POMRB,6.8625000000000025,7.5725,9.825,7.202000000000001,9.875,9.334,5.895,6.4109375,6.516666666666668,5.8358567809843205,6.234769356419689,4.558857595088814,3.9468694448420516,5.9331249999999995,6.459999999999999,6.496316559319039,5.9466928422438965,7.260566037201311,6.323483837484539,7.881875,7.633749999999999,7.318229043118079,6.593992682576713,5.617806811121549,3.9439277085135878,6.317500000000001,6.160875000000001,6.1387898463948805,5.958324864761596,6.904025405153247,5.733929073046614,9.37875,9.507499999999997,9.1508777652224,8.706846193475887,9.762231734668319,9.10776031900123,7.994750000000001,7.680124999999999,7.8781899134464,5.654046467189055,7.50141622646123,6.879108209488122,5.869583333333333,5.58375,5.36793315356672,4.697982224558547,6.2940387125075485,6.27560633451776
1999-05-31,PREMON,10.89,7.58,10.2075,8.892000000000003,12.0,10.292,9.12,6.07875,6.610000000000003,7.857514068590593,7.737651522583819,10.82616373159587,11.588825892208904,5.443125000000001,6.293749999999999,6.929789935591423,6.526692636724837,8.920192083016367,9.304217178120776,7.7178125,8.375625,8.473937425870847,7.603537908634869,8.52784834055587,8.25213544033825,5.987937500000001,6.6095000000000015,7.24007390783693,8.082229523052273,9.205250206843282,9.111182165773986,8.793125,9.769999999999996,10.290526659133441,9.678603450974892,12.423434643335508,12.05786928933694,7.2425,8.3525,8.84371394806784,6.26410894613617,11.64672880598338,9.747977005849654,5.463333333333333,6.088749999999999,6.868759892140032,5.6642483569074455,9.194740438348465,8.96597826030235
1999-08-31,MONSOON,2.385,1.62,5.94,3.0800000000000005,5.76,2.43,2.3433333333333333,5.915000000000001,6.211875000000003,5.668508441154355,7.11068265177005,3.3309916801663286,3.1901042496168053,5.074270833333333,5.5725,4.805873961354854,4.649817576703291,3.236234922758152,3.4273937947590394,7.5559375,7.388124999999999,7.4603624555225085,7.378570754819788,5.703200829907022,5.935269000134717,5.962625000000001,6.025500000000002,5.576044344702158,5.977565471337135,3.4493478563864333,5.2270574902556,8.438125,8.987499999999995,8.478315995480065,8.888049231093754,6.361749954556124,7.366312799751946,6.57,7.636999999999999,6.278228368840704,5.847319681813749,2.981429776837108,3.3401457965924175,5.209375,5.650416666666666,5.058589268617352,5.003828354535025,3.15764194276111,3.573203495172026
1999-11-30,POMKH,3.645,4.4825,6.2175,4.6275,6.76,5.336,3.7466666666666666,5.8359375,5.945625000000002,4.8591050646926135,6.706981656423049,4.301013812597995,3.996449830464193,4.802291666666667,5.313750000000001,4.676524376812912,4.2791874900419895,5.39661533078364,5.038373543449467,6.558020833333333,8.0475,6.963217473313505,7.256406135788117,6.141264004128164,3.920722328854988,5.8343125,5.950375000000003,5.196626606821295,5.193867459277417,5.33254016990028,4.830900290300367,8.4296875,8.598749999999995,7.790989597288039,8.388370052180662,7.576932192097399,7.644217606469793,6.1495625,6.847999999999998,5.901337021304423,5.8059030234802815,5.723858798677043,5.764272026565578,4.95125,5.276249999999999,4.533820227837078,4.699946676825593,4.3363166434602505,3.723387223155375
2000-02-29,POMRB,6.6175,5.656666666666666,5.892499999999999,7.3,8.59,7.109999999999999,5.359999999999999,5.984062499999999,5.884375000000002,5.562463038815569,6.954132375232761,5.451439351637165,5.79443866101505,5.526041666666667,4.834791666666668,5.068581292754414,4.529154307373543,6.8116239509549334,6.256886861991112,5.5562499999999995,7.064374999999999,6.534930483988102,7.07190564061156,7.038287208108692,6.251799257142768,5.76,5.974875000000003,6.037975964092777,6.258429841559478,6.851900329224607,5.0208190473481125,8.449375,8.277499999999996,8.110593758372822,8.406010548903003,9.315536541454978,8.503308996946993,6.093374999999999,6.291999999999999,6.384802212782653,5.991584660857892,7.556666491648291,6.853547781572939,4.883958333333333,5.142499999999999,4.864292136702247,4.792646043841103,6.060825966904867,5.898377570986451
2000-05-31,PREMON,10.502499999999998,7.32,6.156666666666666,7.7675,13.2175,9.1525,7.59,6.561562499999999,5.787500000000001,7.538477823289341,8.080584438122708,10.84994921260079,11.08966390068436,6.792812500000001,4.769791666666668,5.9691487756526485,5.517537220234807,8.286191921366193,8.12250220624326,4.783229166666667,6.051666666666665,6.383624957059528,6.980888550737513,8.742321138403604,7.420122856497825,5.993125,5.693750000000001,6.729785578455666,7.398684328517685,9.184825856156191,8.987557462361508,8.593125,8.581874999999997,10.153356255023693,9.681482582992706,11.760203152030567,11.366040014313691,6.421374999999999,6.0071249999999985,7.491881327669592,6.4378899300637995,11.701979050543809,9.57476744389378,5.294999999999999,4.76,5.954575282021348,5.41306608005951,8.957951578308833,8.903677300661775
2000-08-31,MONSOON,3.9575,7.67,1.9766666666666663,3.61,4.7,3.12,3.335,7.207499999999999,6.180625000000001,6.106086693973604,7.578838241066211,2.9726844645442774,2.4100728608422344,7.698750000000001,6.282291666666668,6.649489265391589,6.565758929813635,2.6494173659896516,2.8753114019556865,4.324895833333333,5.060833333333331,4.620841640902383,5.89163314208342,4.956715203740879,4.588049678618104,6.256875000000001,5.826250000000001,5.481871347073399,5.663012979072921,3.1957845807844985,4.068411867719556,9.218124999999999,8.316874999999998,7.972013753014216,8.586777714486413,6.184316267980782,7.163694931698929,6.952500000000001,6.179624999999999,5.743128796601756,6.0931669650478,3.0366800106008514,3.0302376081472415,5.867083333333333,5.007916666666667,4.906745169212808,5.0087172414001815,2.6847399780230443,2.7598864166223183
2000-11-30,POMKH,6.692499999999999,8.566666666666668,3.9966666666666666,5.9625,8.97,7.27,6.043333333333332,7.682499999999998,6.942500000000001,6.340652016384162,7.666790562661375,4.223859280981044,4.241788081439444,8.33625,7.303333333333335,7.41636022590162,7.85734957798402,5.647076397294641,7.211903746183357,4.2264583333333325,4.5056249999999975,4.371171651208097,5.497867489903533,4.670033938457051,3.1616205302837823,6.4603125,6.160000000000001,5.674122808244039,5.701987342271782,5.24443575555506,4.634209011067618,9.758437500000001,8.869374999999998,8.37120825180853,8.679625219669326,7.171529345877357,7.059848715147023,7.507312499999999,6.663124999999999,6.353877277961053,6.282568904065139,5.779109038180573,6.162878398650642,6.373333333333333,5.582083333333333,5.361380434861018,5.249174261616446,4.067259597797319,4.207732005489903
2001-02-28,POMRB,8.737499999999999,8.82,4.446666666666666,8.075,11.38,9.425,7.6400000000000015,7.888124999999999,7.4725,7.299391209830496,8.185873147691579,6.2890355162452805,6.728792289899606,8.063645833333334,8.094166666666668,7.977816135540972,9.01825483144459,7.545732446297797,7.666648157298942,4.745104166666667,4.144166666666664,4.401369657391525,5.287507892513208,5.398174169740855,5.442166193629182,6.739125,6.353750000000001,6.634473684946423,7.087278029333794,7.0643016215386165,6.595681889330291,10.443750000000001,9.566875,9.57472495108512,9.41527562134956,9.5856990096094,9.237443397535746,7.73775,7.241875,7.582326366776632,6.746046653292683,7.611916748137201,7.611365964993984,6.5477083333333335,6.152083333333334,6.2728282609166115,5.855573873720289,6.096538268653794,6.345307947777177
2001-05-31,PREMON,12.1825,9.256666666666668,6.815,8.62,14.75,11.276,9.36,7.855625,7.8925,9.252634725898297,9.472298937197401,11.294450276747558,11.284993593075509,7.3425,8.578333333333335,8.48935634799125,10.074821237392236,9.326763267403924,9.17747729947719,5.52875,4.308749999999998,5.366821794434916,5.688086053716117,7.145978630841558,6.689797086031924,7.091812499999999,6.566875000000001,7.4286842109678535,8.49175271676654,9.516026669091811,9.700753979571147,10.967500000000001,9.95,11.644834970651072,11.035118213284704,12.681246166879815,13.204549504632697,7.66825,7.772749999999999,9.059795820065979,7.444268329007173,11.757229327449913,10.066875567236249,6.419583333333334,6.5945833333333335,7.5076969565499665,6.849741174378355,9.201158794001786,9.138911004221415
2001-08-31,MONSOON,3.9225,3.5525,5.4675,4.988,8.649999999999999,2.84,2.9600000000000004,7.6578125,7.88375,7.120580835538978,8.71454040905907,3.9868085665656725,3.7356849356366766,7.344374999999999,7.548958333333335,6.514613808794751,8.306758099820645,3.8030370895013483,4.640362995279424,6.101145833333334,5.181458333333332,5.407093076660949,5.684218225933902,3.8683432078891853,4.293176732409382,7.373374999999999,6.911375000000001,6.452410526580713,7.141666152042221,3.6370640211283307,4.81717012855172,11.006874999999999,10.937499999999998,10.446900982390643,10.857036320104864,7.263300202331349,7.22668611396881,7.5726249999999995,7.702749999999999,6.5718774920395875,7.025157743138066,3.091930306222457,3.504643293504663,6.267083333333334,6.5008333333333335,5.68861817392998,6.250521891737376,3.325442920083498,3.293869943197643
2001-11-30,POMKH,6.4675,6.915000000000001,6.775,7.4060000000000015,9.21,6.994,5.3933333333333335,7.5181249999999995,7.8275,6.859348501323387,8.502124527746064,5.643051888758981,5.432241696892192,7.681458333333334,7.136041666666667,6.674768285276851,8.017262742549452,6.135709351546374,5.924630661945105,6.789375,5.876041666666665,5.95425584599657,5.995229177118302,4.6133407488126625,4.4921745995180205,7.524187499999999,7.272250000000001,6.833846315948428,7.430803121818515,5.883515069811317,6.117382395824768,11.06875,10.997499999999999,9.952140589434386,10.761151809418054,8.992104149783412,9.333961027212458,7.6899999999999995,7.633749999999998,6.740726495223752,7.13341384552786,5.834359330780001,5.871487223883878,6.26546875,6.338333333333334,5.5705042376913205,6.207519854323507,4.720226967786896,4.364224369669662
