Date,Season,Yevla,Kalwan,Surgana,Sinnar,Niphad,Nandgaon,Chandvad,Peint,Igatpuri,Nashik,Deola,Dindori,Malegaon,Trimbakeshwar,Baglan,Yevla_Trend,Yevla_SMA,Yevla_EWMA,Yevla_DES,Yevla_TES,Yevla_ARIMA,Kalwan_Trend,Kalwan_SMA,Kalwan_EWMA,Kalwan_DES,Kalwan_TES,Kalwan_ARIMA,Surgana_Trend,Surgana_SMA,Surgana_EWMA,Surgana_DES,Surgana_TES,Surgana_ARIMA,Sinnar_Trend,Sinnar_SMA,Sinnar_EWMA,Sinnar_DES,Sinnar_TES,Sinnar_ARIMA,Niphad_Trend,Niphad_SMA,Niphad_EWMA,Niphad_DES,Niphad_TES,Niphad_ARIMA,Nandgaon_Trend,Nandgaon_SMA,Nandgaon_EWMA,Nandgaon_DES,Nandgaon_TES,Nandgaon_ARIMA,Chandvad_Trend,Chandvad_SMA,Chandvad_EWMA,Chandvad_DES,Chandvad_TES,Chandvad_ARIMA,Peint_Trend,Peint_SMA,Peint_EWMA,Peint_DES,Peint_TES,Peint_ARIMA,Igatpuri_Trend,Igatpuri_SMA,Igatpuri_EWMA,Igatpuri_DES,Igatpuri_TES,Igatpuri_ARIMA,Nashik_Trend,Nashik_SMA,Nashik_EWMA,Nashik_DES,Nashik_TES,Nashik_ARIMA,Deola_Trend,Deola_SMA,Deola_EWMA,Deola_DES,Deola_TES,Deola_ARIMA,Dindori_Trend,Dindori_SMA,Dindori_EWMA,Dindori_DES,Dindori_TES,Dindori_ARIMA,Malegaon_Trend,Malegaon_SMA,Malegaon_EWMA,Malegaon_DES,Malegaon_TES,Malegaon_ARIMA,Trimbakeshwar_Trend,Trimbakeshwar_SMA,Trimbakeshwar_EWMA,Trimbakeshwar_DES,Trimbakeshwar_TES,Trimbakeshwar_ARIMA,Baglan_Trend,Baglan_SMA,Baglan_EWMA,Baglan_DES,Baglan_TES,Baglan_ARIMA
1996-02-29,POMRB,7.216666666666666,0.01,4.885000000000002,7.34,6.365,4.154,6.166666666666668,1.275,3.8166666666666655,5.11,9.8,3.956666666666667,5.1110000000000015,1.3775,10.0225,,,7.216666666666666,7.911093414407373,6.516281729521192,0.0,,,0.01,9.636601545414802,1.0725415525660882,0.0,,,4.885000000000002,3.9195213674011122,4.463661434133313,0.0,,,7.34,7.869704273645762,7.33215153663795,0.0,,,6.365,9.758040465981416,6.357847129186654,0.0,,,4.154,4.682057112619322,4.001518627914901,0.0,,,6.166666666666668,4.854298263726531,5.34941572163308,0.0,,,1.275,8.951215582626876,1.9452976432694609,0.0,,,3.8166666666666655,4.127411108388584,3.8266666666666653,0.0,,,5.11,6.548529987268558,5.116577380952381,0.0,,,9.8,9.856875990757201,10.29852721288553,0.0,,,3.956666666666667,5.794300460429347,4.344662868048841,0.0,,,5.1110000000000015,4.372544617744582,5.314817727447433,0.0,,,1.3775,5.257666347869412,1.8111882435620064,0.0,,,10.0225,11.849922099104498,15.707244875098258,0.0
1996-05-31,PREMON,12.79,2.08,7.130000000000001,9.845,8.396666666666668,6.6880000000000015,8.26,5.315,8.41,7.926666666666666,11.45,5.319999999999999,7.7974999999999985,3.8275,10.56,,,9.445999999999998,7.015517829530637,10.435679799893855,3.7099673702730147,,,0.8380000000000001,45.26018726155535,2.5369098817865057,0.009999932102524419,,,5.783000000000001,5.068265473178709,9.187990087113588,3.247484324389349,,,8.342,8.322310578663721,9.920269199613902,5.891808443810826,,,7.177666666666667,11.58640642543504,8.161500297127661,3.1308731240620034e-09,,,5.1676,4.186358666869635,5.836360367784044,1.6089886868229337,,,7.004000000000001,5.59501999704499,9.145257553232321,2.26153534309641,,,2.891,15.007113221872755,3.5544304236775925,1.2749957711480484,,,5.654,4.47427978915724,8.429445983379502,-6.442424797069432e-10,,,6.236666666666666,9.004326700974762,7.939457030734731,-3.98520451564642e-08,,,10.46,9.895804973362345,12.255765931071057,9.799978941808916,,,4.502,7.0939864155763095,5.567626154561992,3.95664608379691,,,6.185600000000001,4.408555866626451,7.2584749249344345,2.630279398625879,,,2.3575,8.786067935141103,3.3089597808221023,0.4162229708256293,,,10.2375,11.437520210453178,18.67902144344207,4.827907016852344
1996-08-31,MONSOON,4.26,0.18,1.415,7.183333333333333,6.463333333333334,3.472,5.78,0.485,0.7833333333333332,2.6,10.33,2.5940000000000003,3.972,0.8175,12.86,6.729166666666666,,7.371599999999998,4.792093025479547,8.030837723302769,6.666554859989026,0.69125,,0.5748,15.70897172999437,1.7110348198815766,1.3262698379173323,3.365625,,4.035800000000001,1.7325807673214038,-0.12614562422309294,4.752371668966669,8.089375,,7.878533333333333,7.9416732182106715,7.539866776728262,7.551291502617059,8.660625,,6.891933333333334,11.411642037346402,6.3394389932517115,5.989499312224814e-09,4.2932500000000005,,4.4893600000000005,3.2785828341693355,4.09483902968523,2.750962426396589,6.291666666666667,,6.514400000000001,5.39902394718495,5.198123823862637,3.2985530013748754,1.8843750000000001,,1.9285999999999999,7.857269670849656,0.9494652234963943,2.772425993562567,3.1379166666666665,,3.7057333333333333,4.186183881320888,0.8116742760823912,-9.747312424997666e-10,4.445059523809524,,4.782,8.187657897440506,2.6186409177010175,-3.993624498036802e-07,10.749375,,10.408000000000001,9.925325000601584,9.80076034981887,10.862695871080737,3.840940476190476,,3.7387999999999995,6.850722529657723,1.7194144375915372,4.646377015142285,5.257187500000001,,5.30016,4.421031210168079,4.341178661314613,4.172800652567949,1.7115625,,1.7414999999999998,5.76039007157062,1.0275230264797344,1.1343072511784484,18.9378125,,11.2865,11.741528480777426,12.42470709767137,5.698618683160869
1996-11-30,POMKH,3.5499999999999994,0.3,1.6,7.52,12.01,3.4520000000000004,5.16,0.6499999999999999,0.8833333333333333,3.012857142857144,10.64,3.5185714285714282,4.0175,0.8875,28.070000000000004,6.172083333333333,6.954166666666667,5.842959999999999,3.3386947155924402,5.144994469845552,4.014749069028232,1.22375,0.6425,0.46487999999999996,1.3163489460569957,0.8283065613275991,0.4034497122374889,3.17,3.7575000000000007,3.0614800000000004,1.2818314774599127,2.2091023937433834,1.5321498002414566,8.119791666666668,7.972083333333334,7.73512,7.755526873235583,6.721257508451242,8.300393901013848,8.837916666666667,8.30875,8.939160000000001,13.783539195268013,6.716112453595315,7.962307712391221e-09,3.9967500000000005,4.4415000000000004,4.074416,2.701392181942494,3.7832024443394947,2.3281672420069133,6.271666666666667,6.341666666666667,5.97264,5.0887722283641414,4.381426467799365,3.3896781653554813,1.598125,1.93125,1.41716,2.792444430767867,1.219277472977231,3.3171087045544243,2.77,3.473333333333333,2.5767733333333336,3.9226481022193065,0.9200225729290374,-2.85437558538079e-10,4.177529761904761,4.6623809523809525,4.074342857142858,7.283169613548058,3.0369890534245565,-5.856733305141711e-07,10.7625,10.555,10.500800000000002,9.957224294063906,9.556164221067972,10.300521131527582,3.9364464285714287,3.8473095238095243,3.650708571428571,6.677179210733879,4.67230956514917,3.935564245021217,5.253381944444445,5.224500000000001,4.787096,4.433736654593295,4.220799626693788,3.247987848265862,1.796875,1.7275,1.3999,2.907128158361041,1.6163479602397854,-0.051694295661315365,23.152500000000003,15.378125,17.9999,15.966750657899775,12.085757220757746,7.902582986446914
1997-02-28,POMRB,5.416666666666668,0.4,1.75,8.278333333333334,9.18,2.968,5.766666666666668,0.9,1.1333333333333335,3.3714285714285714,11.355,3.9057142857142857,5.3725000000000005,1.25,38.5,6.27625,6.504166666666667,5.672442666666667,2.9561713966194194,5.821157854135134,6.371893484640794,1.9225,0.74,0.438928,0.15052925955410681,0.7536210791283358,0.43798012403100833,3.85875,2.97375,2.5368880000000003,1.298137598282857,3.965645160020949,2.0567227555804672,8.269375,8.206666666666667,7.952405333333334,7.822536948827082,7.5069734342126155,7.067190427220902,9.364583333333334,9.0125,9.035496,13.673858526959334,6.358493360257892,5.86241114946717,3.9707500000000007,4.1450000000000005,3.6318496,2.2574668641719406,4.050506922127874,4.012594987432713,6.341666666666668,6.241666666666667,5.890250666666668,5.061107929892686,5.679062197371087,5.576781711379359,1.4168749999999999,1.8375,1.210296,0.9835672211374732,1.84498437986304,1.2509961631281385,2.8193055555555557,2.8025,1.9993973333333335,3.6947860158517343,3.8595842394533872,3.508446237360335,4.329404761904762,4.227738095238095,3.7931771428571435,6.4285219863927345,5.138574700521843,4.566483596216353,10.521249999999998,10.943750000000001,10.842480000000002,9.99481331117156,10.378910860049887,10.22301456115462,4.01175,3.8345714285714285,3.7527108571428567,6.429207055618869,4.154032606391814,3.8738885831401317,5.483781746031747,5.289875000000001,5.0212576,4.454739260684965,5.322370035930008,4.772056600715066,1.8571875,1.6956250000000002,1.33994,1.558387548328156,1.7642742585392304,1.2854349873287516,24.02847222222222,22.497500000000002,26.199939999999998,21.799001859008357,16.174362111108316,12.177515548294465
1997-05-31,PREMON,10.133333333333333,5.95,8.7,9.15,6.999999999999999,5.5020000000000024,8.5,3.4,8.15,7.524999999999999,10.0,6.1350000000000025,7.505555555555558,4.6375,15.8,6.9125,5.840000000000002,7.456798933333333,4.116059987944787,9.40823937367129,10.781185364825014,2.959375,1.7075,2.6433568000000003,51.553360155332065,2.398159597586373,0.9423807288983501,4.65125,3.3662499999999995,5.0021328,5.5940527411865,6.692714645024634,2.5961966106467176,8.30125,8.032916666666667,8.4314432,8.103126409228835,10.451234855619798,9.289916559706949,9.5625,8.663333333333332,8.2212976,11.84644343735868,8.182746462675336,7.73365471856272,4.09875,3.8485000000000005,4.37990976,2.573099834854097,5.770835099841992,6.003217222497039,6.234583333333333,6.301666666666668,6.934150400000001,5.8755793746668,9.337451240299776,7.190323608551406,1.53125,1.35875,2.0861776,3.141116381645863,3.806612421460947,3.860979391605905,3.1573611111111117,2.7375,4.4596384,4.0457727606292275,8.310125563532548,7.730838303084116,4.6100892857142854,4.127321428571428,5.285906285714286,7.470471651010004,7.863089782729393,7.083560354565554,10.415625,10.58125,10.505488,10.02107226353051,12.336149578174982,11.447310375023955,4.039464285714287,4.038321428571429,4.705626514285715,6.925548316922798,5.420337569511081,4.672453783252972,5.808487103174604,5.2168888888888905,6.014976782222224,4.488859714761295,7.365995505644217,7.3065171033622915,1.8803125000000003,1.8981250000000003,2.658964,4.443491169037185,3.2545134229581087,3.324763641355577,22.440694444444446,23.8075,22.039963999999998,20.08601074836965,23.98867753546763,21.026205463921187
1997-08-31,MONSOON,7.75,1.9,5.355,9.075,12.073333333333332,4.45,6.1,0.95,1.4377777777777778,4.216666666666666,9.85,2.3814285714285712,6.1071428571428585,0.49,14.627777777777776,7.0625,6.712500000000002,7.574079360000001,4.609785971488869,6.513370547647999,3.462466633481908,4.565625,2.1375,2.3460140800000002,15.753681110166745,2.070451200457758,2.276904971145777,5.210625,4.35125,5.143279680000001,4.255459488264815,0.4576304148756618,4.6044887360919455,7.824375,8.505833333333333,8.68886592,8.286445680070267,7.49897457181839,7.271414243101832,9.061666666666667,10.065833333333332,9.762111893333334,12.634419785870273,6.350632260464062,5.952979952275436,4.184750000000001,4.093,4.407945856,2.679912937962821,3.5437624011032414,3.064478500489117,5.870833333333334,6.381666666666668,6.600490240000001,5.750827539538989,5.399323394287512,5.458156326341095,1.7125000000000001,1.4749999999999999,1.63170656,1.5493183110644475,0.48692672273388604,0.7765791268622153,3.5781944444444442,2.901111111111111,3.2508941511111114,3.835925500506856,0.6753695588421689,0.7200741185135641,4.773511904761904,4.531488095238094,4.858210438095238,6.710616487630326,2.5185866371951025,2.3234554230463402,10.36625,10.461250000000001,10.243292799999999,10.045953576043589,9.881143997185674,10.03287441126373,4.179285714285715,3.9851785714285715,3.775947337142857,5.764320984514317,1.8979442888773992,3.29523305355717,5.802653769841271,5.7506746031746045,6.0518432121904775,4.514387175466384,4.291447060912645,3.8142069761406034,2.0975,1.8162500000000004,1.7913784,2.011027032147589,1.0538764486633228,1.1502158315309274,17.42152777777778,24.249444444444446,19.07508951111111,18.52588331222112,17.72232078616985,12.141212423330181
1997-11-30,POMKH,5.15,6.875,4.0,5.883333333333333,7.9833333333333325,3.498,3.983333333333334,1.1,2.9333333333333336,3.641666666666667,10.275,3.9528571428571433,4.48,1.4,13.6,6.717083333333333,7.112500000000002,6.604447616,4.407148445502526,5.1336366167725345,5.277363302868818,4.8025,3.78125,4.157608448,9.474321430647448,1.5150387165439723,1.1931426096069648,5.028125,4.95125,4.685967808000001,3.1917064308620113,5.334892253362146,3.9089939063281625,7.5380208333333325,8.096666666666668,7.566652885333333,7.569624066628711,7.581817132131453,7.928907677897774,9.076354166666665,9.059166666666666,9.050600469333332,10.987754615015929,7.194389968819719,11.061674454023736,4.299,4.1045,4.0439675136,2.608189948875367,3.583356283707702,3.864341292103626,5.626666666666667,6.087500000000001,5.553627477333334,5.037472884082355,4.605005986434957,4.942141410140727,1.76875,1.5875,1.4190239359999999,0.9901483876511993,0.8899805140746988,0.9503112316533531,3.3434027777777775,3.4136111111111114,3.1238698240000002,3.7587822638042945,0.8180328796817165,0.8119984741550651,4.68485119047619,4.688690476190475,4.37159292952381,5.73466289460585,3.0255158047037867,2.6923997031798197,10.481250000000001,10.370000000000001,10.255975679999999,10.074183835102522,9.636547868543987,10.261225657206271,4.132113095238096,4.093750000000001,3.8467112594285715,5.247241081204095,4.442560887517588,3.7024165716611086,5.707063492063493,5.866299603174605,5.423105927314287,4.5298826737468225,5.031159028607107,4.746535964576393,2.1812500000000004,1.9443750000000002,1.6348270399999998,1.3892920330692018,1.6096267116385778,0.6122120592789404,14.094861111111113,20.631944444444443,16.885053706666664,17.11546317831786,16.77311978569789,21.29245973651643
1998-02-28,POMRB,5.016666666666667,6.675,3.825,6.099999999999999,9.2,3.61,4.033333333333332,1.9,2.45,4.05,11.325,4.590000000000002,4.863333333333333,2.4750000000000005,12.816666666666668,6.57375,7.012500000000002,5.969335236266667,4.268258725588683,6.2944524217054525,6.450321505467782,4.9675,5.3500000000000005,5.1645650688,6.455360988388436,2.3748943110070506,2.9581529603237717,4.523125,5.47,4.3415806848,2.9034176528338778,6.541719662310368,3.3199094461737446,7.509895833333332,7.552083333333334,6.979991731199999,7.10797071334382,7.202689265064132,7.777451893131342,8.47625,9.064166666666667,9.110360281599998,10.162865958103872,6.61340304191147,7.4686868132764666,4.258208333333333,4.265,3.87038050816,2.6237052514410677,3.7626732237769875,3.4628720349459376,5.378333333333333,5.654166666666667,4.945509819733333,4.552601648301177,5.63885952922159,5.311066734702673,1.928125,1.8375,1.6114143616,1.6941658554104053,1.5806538937744017,1.233659428236457,3.0393055555555555,3.7427777777777784,2.8543218944,3.6474359628592365,3.446165519565473,2.357420436662906,4.446785714285714,4.8583333333333325,4.242955757714286,5.091116407572655,4.977904297656211,4.00160902140249,10.765937499999998,10.3625,10.683585407999999,10.110873573519058,10.45929450750465,10.548136750992631,3.9600595238095244,4.264821428571429,4.144026755657144,5.013352593932442,4.172107267040147,3.9818056088711056,5.404851190476191,5.739007936507939,5.199196889721906,4.5476967829736745,5.995792168705687,5.238083582967272,2.2428125000000003,2.2506250000000003,1.970896224,2.1346560849474012,1.8060846074327122,1.4341951772317239,14.350138888888889,14.211111111111109,15.257698890666667,15.878762957159788,17.549728785768636,20.12322865869363
1998-05-31,PREMON,7.77,1.57,5.165,9.0375,7.0975,5.773999999999999,8.28,2.85,4.955,6.137142857142857,10.95,5.073333333333333,7.25,4.0825000000000005,14.87,6.4383333333333335,6.421666666666669,6.68960114176,5.019386958081898,9.618870795519477,10.30742015016091,5.543749999999999,4.255000000000001,3.72673904128,0.7608816190591784,5.1940377621414004,4.581127125670063,4.350625,4.58625,4.67094841088,3.6823293974677767,8.889273857283225,5.330393980665935,7.2333333333333325,7.523958333333335,7.80299503872,7.555481535957624,9.27279100586777,7.939288751115296,7.444166666666666,9.088541666666668,8.30521616896,8.524244205502226,8.075890961621054,7.367296504882468,4.0709583333333335,4.332999999999998,4.631828304896,3.232686190977978,5.811748842276426,5.974506128277762,4.986666666666666,5.599166666666667,6.27930589184,5.495744920465004,8.978292010035137,7.210680921642543,2.13125,1.6999999999999997,2.1068486169600003,3.352140437212466,3.835168375193187,3.108772836386578,2.8874999999999997,2.944027777777778,3.69459313664,3.744414985010305,8.397710124701458,7.927153965285495,4.251994047619048,4.511369047619047,5.000630597485715,5.4766003347751555,7.899920689476449,7.291361329581585,10.51625,10.600000000000001,10.790151244799999,10.144280905223264,12.416533224977288,10.792410954911993,4.752440476190476,3.9994047619047626,4.51574938672762,4.994882344367134,5.696626604531761,5.411025668076357,4.939208333333333,5.675119047619049,6.019518133833143,4.58017841360217,7.57388334545178,7.1708208841310075,2.3618750000000004,2.1118750000000004,2.8155377344000003,4.506719293124097,3.406916479832422,4.284462675550793,15.454479166666665,13.97861111111111,15.1026193344,15.515570541800741,20.686035798531677,7.599912471462551
