Date,Season,Nawabganj,Chitaura,Tajwapur,Phakharpur,Mahasi,Jarwal,Kaisarganj,Mihinpurwa,Risia,Huzoorpur,Nawabganj_Trend,Nawabganj_SMA,Nawabganj_EWMA,Nawabganj_DES,Nawabganj_TES,Nawabganj_ARIMA,Chitaura_Trend,Chitaura_SMA,Chitaura_EWMA,Chitaura_DES,Chitaura_TES,Chitaura_ARIMA,Tajwapur_Trend,Tajwapur_SMA,Tajwapur_EWMA,Tajwapur_TES,Tajwapur_ARIMA,Phakharpur_Trend,Phakharpur_SMA,Phakharpur_EWMA,Phakharpur_TES,Phakharpur_ARIMA,Mahasi_Trend,Mahasi_SMA,Mahasi_EWMA,Mahasi_DES,Mahasi_TES,Mahasi_ARIMA,Jarwal_Trend,Jarwal_SMA,Jarwal_EWMA,Jarwal_DES,Jarwal_TES,Jarwal_ARIMA,Kaisarganj_Trend,Kaisarganj_SMA,Kaisarganj_EWMA,Kaisarganj_DES,Kaisarganj_TES,Kaisarganj_ARIMA,Mihinpurwa_Trend,Mihinpurwa_SMA,Mihinpurwa_EWMA,Mihinpurwa_DES,Mihinpurwa_TES,Mihinpurwa_ARIMA,Risia_Trend,Risia_SMA,Risia_EWMA,Risia_DES,Risia_TES,Risia_ARIMA,Huzoorpur_Trend,Huzoorpur_SMA,Huzoorpur_EWMA,Huzoorpur_DES,Huzoorpur_TES,Huzoorpur_ARIMA
1996-02-29,POMRB,8.646666666666668,7.36,1.36,1.725,1.86,3.2,3.45,7.219999999999999,8.107999999999999,3.125,,,8.646666666666668,6.458122061336906,7.3503083541601955,0.0,,,7.36,7.2444358827590465,7.312664465360655,0.0,,,1.36,1.36,0.0,,,1.725,1.725,0.0,,,1.86,4.0555884035887235,1.8725000000000003,0.0,,,3.2,7.213413033969969,2.8977584068087032,0.0,,,3.45,4.695608017393838,3.329878238555918,0.0,,,7.219999999999999,6.866300014423886,7.118963239854629,0.0,,,8.107999999999999,7.961188033319847,7.995466787098624,0.0,,,3.125,3.529881906983525,3.125,0.0
1996-05-31,PREMON,7.08,7.14,2.215,2.425,3.23,5.68,4.22,7.9766666666666675,8.9525,3.35,,,8.020000000000001,5.7137712951938955,8.533003552029633,8.13172174198675,,,7.272,7.184324311218014,7.5702558932791115,7.2893318713732285,,,1.702,2.215,1.3599992761462907,,,2.005,2.425,5.7347762095907716e-08,,,2.4080000000000004,5.495029206090189,3.254307479224377,1.8599988315065783,,,4.192,9.891073160157907,5.8471209910648625,3.665597565298191e-08,,,3.758,5.3182045472872375,4.299262180431086,2.7416905272283936,,,7.522666666666666,7.102604705249632,7.784985382383535,7.219997286173976,,,8.445799999999998,8.24669123330712,8.565706184036983,8.10799794760764,,,3.215,3.72386364101341,3.3499999999999996,2.74007910586286
1996-08-31,MONSOON,4.51,7.01,0.525,0.52,1.15,1.41,2.42,4.618,7.2319999999999975,2.2,5.74,,6.6160000000000005,4.374308681211672,6.20345522453655,7.528079243955002,7.31875,,7.1672,7.101244229821322,6.542931783560427,7.080665990389498,1.4300000000000002,,1.2311999999999999,0.5250000000000001,1.7046668939614342,1.6312499999999999,,1.4109999999999998,0.52,1.5188762102613837e-07,1.9362500000000002,,1.9048,4.239288736681692,1.1854261784363227,2.5456759547679306,3.30125,,3.0792,7.232859259818631,1.8374919825789617,-8.27991003642993e-08,3.32875,,3.2228,4.63072916203985,2.673514945856336,3.4016982743020314,7.066479166666667,,6.360799999999999,6.124504741529428,6.436553654127277,7.752264710085836,7.895999999999999,,7.960279999999998,7.956013361494635,7.902137660963589,8.581932691339054,2.9206250000000002,,2.809,3.5631762115721566,2.1999999999999997,3.0239164687376783
1996-11-30,POMKH,4.653333333333333,8.07,1.65,2.045,1.48,3.04,3.42,7.005,7.5425,3.34,5.185,6.2225,5.830933333333334,3.748154544773439,6.480371115761156,5.426311957885095,7.25375,7.395,7.528320000000001,7.39758137136199,6.8958478122118985,6.95868207229864,1.4393749999999998,1.4375,1.39872,1.65,1.5700330375229505,1.629375,1.67875,1.6646,2.045,1.7561188903121988e-07,1.91125,1.9300000000000002,1.73488,3.0886545261368905,1.5258615494946306,2.0789188304041124,3.27,3.3324999999999996,3.0635200000000005,5.620469609746326,2.448957598034239,-2.2760824671106e-07,3.2649999999999997,3.3775,3.30168,4.397276342436019,2.9437061160230935,3.1884370217358233,7.258208333333334,6.704916666666667,6.61848,6.19309366992885,6.177971941552008,5.735799133728931,7.696375,7.958749999999999,7.793167999999999,7.837991342891795,7.661353808092318,7.965600797395958,2.79875,3.00375,3.0214,3.6714211075748224,3.3399999999999994,2.748080926293198
1997-02-28,POMRB,4.786666666666666,6.75,1.3,1.345,1.91,2.95,3.06,10.1125,7.606,2.46,5.10625,5.257499999999999,5.413226666666667,3.5882592659281194,5.4285355421303585,4.764654717776941,7.205,7.2425,7.216992,7.156786368312837,7.854072228375388,7.975302547153737,1.4975,1.4224999999999999,1.359232,1.36,1.3172034773277885,1.715625,1.5837500000000002,1.5367600000000001,1.725,1.592975651354446,1.8925,1.9425000000000001,1.8049279999999999,2.437091218595482,1.913646965983403,1.8663686059152726,3.36875,3.2699999999999996,3.0181120000000004,4.168324123224512,3.018877218357754,3.200000035150116,3.26375,3.2800000000000002,3.2050080000000003,3.933606005313958,3.43573678949243,3.296649329031977,7.195875,7.428041666666667,8.016088,7.488940478626624,6.885904475107383,7.428384020673666,7.588,7.83325,7.7183008,7.772098837715364,7.8870303630941025,7.789822213466767,2.6781249999999996,2.8375000000000004,2.7968399999999995,3.515040521187225,3.1249999999999996,2.969024980277604
1997-05-31,PREMON,6.5,7.23,2.35,2.79,2.98,5.68,4.1,6.6179999999999986,7.8575,3.04,5.059166666666667,5.112499999999999,5.847936,4.494817483967758,5.5982603076851305,4.258035296144252,6.8812500000000005,7.265000000000001,7.222195200000001,7.155903966662277,7.61624834477767,6.559102165127973,1.44125,1.4562499999999998,1.7555392,2.2080193905817174,2.0206354622222187,1.5943749999999999,1.675,2.038056,2.38078947368421,2.23940054609599,1.9425,1.88,2.2749568,2.7246716462621743,3.2937534456437554,3.055052762557982,3.325,3.2699999999999996,4.0828672,5.054836356422491,5.8087142308403035,5.6625258524452065,3.1337499999999996,3.25,3.5630048,4.047698223196956,4.206019068061208,3.8822237069398855,7.122999999999999,7.088375000000001,7.456852799999999,7.325875329273683,8.565819542436666,7.992686181506502,7.4974375,7.5595,7.7739804800000005,7.79736850139898,8.294919405875754,8.024853822798512,2.361875,2.7600000000000002,2.8941039999999996,3.4926022644597228,3.2284210526315786,2.9631744378658245
1997-08-31,MONSOON,4.46,6.53,0.855,0.845,1.25,2.2,2.53,5.4780000000000015,7.46,1.545,4.952083333333333,5.1,5.2927615999999995,4.317640030211524,4.49936507065755,4.603480890721416,6.515000000000001,7.145000000000001,6.94531712,6.923148504651074,6.607859340814709,7.069198102836509,1.3199999999999998,1.5387499999999998,1.39532352,0.5338730902924316,0.7771584163837637,1.41125,1.75625,1.5608336,0.519187928269427,0.4802013691130041,1.9887500000000002,1.9049999999999998,1.8649740799999999,1.8001836108114981,1.2067781632584509,1.249949849214067,3.0787500000000003,3.4674999999999994,3.32972032,3.3461891499469614,1.7532783453000234,1.4820606094814295,2.9325,3.2775,3.1498028799999997,3.354752262583716,2.569528163084198,2.434899342638107,6.408312500000001,7.303375000000001,6.66531168,6.7299445028652105,6.533000037464442,5.722138105538625,7.302625,7.6165,7.6483882880000005,7.701203396840126,7.291351660827281,7.314010758923893,2.7456249999999995,2.5962500000000004,2.3544623999999996,3.0746824989396075,2.027393934975944,2.604001377332028
1997-11-30,POMKH,4.326666666666667,5.96,0.87,0.75,1.78,1.9,2.27,5.562,6.59,1.465,4.889895833333333,5.0183333333333335,4.9063236266666665,4.1637014744690255,5.640753623485107,4.827910226906125,6.3533333333333335,6.6175000000000015,6.5511902719999995,6.579357658691991,6.726309831792249,6.989435385609042,1.28609375,1.34375,1.185194112,1.6971424882021016,1.682109040203073,1.358125,1.4325,1.23650016,2.082417704219419,1.8884841765426037,2.0096875,1.9799999999999995,1.8309844480000002,1.5869269274405067,1.5488186756288806,1.5358104659160794,2.9749999999999996,3.182499999999999,2.7578321919999995,2.171802675091798,2.7229556663350856,3.1091509345582056,2.8499999999999996,2.9899999999999998,2.7978817279999997,2.7170479223217376,2.9256412646477394,3.4025719601655577,5.887958333333333,6.9426250000000005,6.223987008,6.242345539151424,6.524371605658651,7.5718441932218425,7.221265625,7.378374999999999,7.2250329728,7.3827513278606505,7.396578499197082,7.489590999565382,3.3482812499999994,2.1275000000000004,1.9986774399999998,2.665474839894632,3.057923604831631,2.827759250680584
1998-02-28,POMRB,4.256666666666667,5.93,1.11,1.1749999999999998,1.98,2.12,2.6,5.837999999999999,7.0,7.4049999999999985,4.993333333333333,4.885833333333334,4.6464608426666665,4.057424118388671,4.8570001524914215,4.265708963934675,6.144166666666667,6.412500000000001,6.302714163199999,6.340850605297555,6.849613161821602,5.241416947626544,1.2340624999999998,1.2962500000000001,1.1551164672,1.309060619980537,1.2809300362178286,1.2706250000000001,1.3900000000000001,1.211900096,1.53133334636615,1.4916020455171581,2.038125,1.9974999999999996,1.8905906688,1.658748880894811,1.9577316506026243,1.8942090186389204,2.83875,2.9749999999999996,2.5026993151999997,1.7430331957500207,2.9126719907235064,2.5810211287001095,2.67375,2.8749999999999996,2.7187290368,2.4441421022841148,2.9631669781169347,2.7995220519647446,5.818916666666667,5.874,6.069592204799999,5.949396045613725,6.655064442853201,7.7264547576581455,7.116489583333333,7.226874999999998,7.135019783680001,7.27351095663541,7.3385592184191255,7.147584026426013,3.2690624999999995,3.3637499999999996,4.161206463999999,3.8503762452457044,2.4483937078583478,2.5083914520038517
1998-05-31,PREMON,6.5325,6.756666666666668,2.26875,2.535,3.0775,5.68,3.9,6.729666666666668,7.8126250000000015,2.91625,5.168750000000001,4.893958333333334,5.400876505599999,5.200626402590667,5.048432447047066,4.649174154458615,5.894166666666667,6.294166666666668,6.484295164586667,6.456468113240003,6.691156344658741,6.1075657402343575,1.2209375,1.2759375,1.6005698803200001,2.1574638810398366,2.00612525642516,1.1887500000000002,1.3262500000000002,1.7411400576,2.3451960029532124,2.4982007243619924,2.038125,2.0218749999999996,2.3653544012800003,2.5989024948008006,3.2901905948515116,3.031924088411846,2.7224999999999997,2.9749999999999996,3.7736195891199995,4.412967889052895,5.563957716265024,6.008901712369095,2.58375,2.8249999999999997,3.1912374220800004,2.944648498608772,3.738496402400055,3.5465510644020446,5.730666666666667,5.901916666666667,6.333621989546667,6.063272967533258,7.015138437450705,6.339036956607135,6.966697916666668,7.2156562499999986,7.406061870208001,7.4290585808649,7.722716821709458,7.377587807277586,3.2378125,3.3328124999999993,3.6632238783999993,3.7990430983755954,3.5567382174134625,3.261713887130795
