Date,Season,Limbdi,Muli,Chuda,Wadhwan,Chotila,Dasada,Lakhtar,Sayla,Dhrangadhra,Halvad,Limbdi_Trend,Limbdi_SMA,Limbdi_EWMA,Limbdi_DES,Limbdi_TES,Limbdi_ARIMA,Muli_Trend,Muli_SMA,Muli_EWMA,Muli_DES,Muli_TES,Muli_ARIMA,Chuda_Trend,Chuda_SMA,Chuda_EWMA,Chuda_DES,Chuda_TES,Chuda_ARIMA,Wadhwan_Trend,Wadhwan_SMA,Wadhwan_EWMA,Wadhwan_DES,Wadhwan_TES,Wadhwan_ARIMA,Chotila_Trend,Chotila_SMA,Chotila_EWMA,Chotila_DES,Chotila_TES,Chotila_ARIMA,Dasada_Trend,Dasada_SMA,Dasada_EWMA,Dasada_DES,Dasada_TES,Dasada_ARIMA,Lakhtar_Trend,Lakhtar_SMA,Lakhtar_EWMA,Lakhtar_DES,Lakhtar_TES,Lakhtar_ARIMA,Sayla_Trend,Sayla_SMA,Sayla_EWMA,Sayla_DES,Sayla_TES,Sayla_ARIMA,Dhrangadhra_Trend,Dhrangadhra_SMA,Dhrangadhra_EWMA,Dhrangadhra_DES,Dhrangadhra_TES,Dhrangadhra_ARIMA,Halvad_Trend,Halvad_SMA,Halvad_EWMA,Halvad_DES,Halvad_TES,Halvad_ARIMA
1996-02-29,POMRB,6.4,10.228,5.62,11.58,11.74,5.758571428571429,9.475,6.595,9.912,12.2925,,,6.4,5.473777122677035,5.979570621696203,0.0,,,10.228,10.111770957547984,10.08242620822709,0.0,,,5.62,4.091154105791785,5.664005707101268,0.0,,,11.58,10.694350271433775,11.4930848725485,0.0,,,11.74,11.389845564925146,11.715534399803284,0.0,,,5.758571428571429,4.904444448626599,5.288826823176025,0.0,,,9.475,9.352814675333686,9.7446875,0.0,,,6.595,7.226431067410089,7.546446201327022,0.0,,,9.912,14.906964035602817,14.575467257339522,0.0,,,12.2925,15.541176201252746,14.297159537543507,0.0
1996-05-31,PREMON,8.4,11.084,7.28,12.896666666666668,11.9,5.20625,5.65,12.4325,13.733333333333333,19.166666666666668,,,7.2,5.423199640206629,7.702492841508079,6.399984433976271,,,10.5704,10.092315101503086,11.587888928811376,6.269560700114666,,,6.284000000000001,4.582152947231239,6.665045670227542,5.619989796537751,,,12.106666666666667,10.974116846432644,12.292350769447378,11.579974020261773,,,11.804,11.462613825806116,12.477610913600438,6.518406062596991,,,5.537642857142857,4.92535366682177,6.33428967973414,5.758566491559639,,,7.945,8.988036820965966,6.157998614958449,9.47496342084973,,,8.93,10.089932756202497,9.678542349942488,6.594936158795969,,,11.440533333333335,14.79388782923762,18.51781058983731,9.91170303817759,,,15.042166666666667,16.039337504529687,17.76522354341703,12.292173214200973
1996-08-31,MONSOON,5.6850000000000005,8.935999999999998,4.18,7.447999999999999,10.076666666666666,4.545,7.61,7.0825,10.21,12.245,6.542500000000001,,6.594000000000001,5.373089471582975,4.889996032727416,7.623890826932464,10.028,,9.91664,10.072823560477229,8.156827332344848,7.347701667179291,5.32375,,5.4424,4.341237921164357,3.836575792451969,6.6315305825320765,10.547666666666666,,10.2432,10.057043618773774,8.981614414009632,12.507770912919495,11.4475,,11.113066666666667,11.225817380072264,9.40251785690592,7.448541798234461,4.790186011904762,,5.140585714285715,4.826502732747209,3.619720120248011,5.365756866263071,8.035625,,7.811000000000001,8.800201898215484,8.32559555587741,7.092119249964476,9.035625,,8.190999999999999,8.252069891032978,5.839241893636027,10.914523816209387,11.826083333333335,,10.94832,14.681669339942315,12.378592400100363,12.09379801048885,14.563854166666665,,13.9233,15.301863125049337,13.099722889334808,15.790854353058013
1996-11-30,POMKH,5.585,9.746,4.65,10.11,11.546666666666667,3.993333333333333,8.375,7.7600000000000025,12.678333333333335,13.4425,6.467500000000001,6.5175,6.1904,5.323442318744545,5.7630755323187515,6.42021162383954,10.378499999999999,9.9985,9.848384,10.053398106871372,9.370293713729037,7.349326634837954,5.4875,5.432499999999999,5.12544,4.259342062729149,4.632021484375969,5.237092438213211,10.53908333333333,10.508666666666667,10.189919999999999,9.900139097887402,9.93364580529696,9.143237237160633,11.712916666666667,11.315833333333334,11.286506666666668,11.267836929827972,11.040687357594841,8.239817771335085,4.7673958333333335,4.875788690476191,4.681684761904762,4.648891170675096,4.920643191454559,4.9690947200098385,9.116875,7.7775,8.0366,8.685888121504712,9.268411150595735,7.896058041182961,9.359270833333333,8.467500000000001,8.0186,7.866360881946846,9.333821833587567,7.468171332488621,11.719083333333334,11.633416666666667,11.640325333333335,14.570302093381926,12.734105975497636,11.031611508784053,14.334895833333334,14.286666666666667,13.73098,14.89068761695602,14.315075825126087,14.539445274795309
1997-02-28,POMRB,6.6000000000000005,10.464,4.75,11.892,12.793333333333335,5.07375,11.54,11.14,11.453333333333333,14.509999999999998,6.046458333333333,6.567500000000001,6.354240000000001,5.274253911925856,6.367219763374056,6.260768950953955,10.5275,10.0575,10.0946304,10.034035447879672,10.177641953599883,9.368168312679487,5.680416666666668,5.214999999999999,4.975264,4.235279145412234,5.80655636456758,5.357565912678824,9.930499999999999,10.586666666666666,10.870752,10.149368074662465,11.14775338364338,10.687955472376617,11.66,11.579166666666667,11.889237333333334,11.506450333981201,11.87582731694642,11.350490552439101,4.481333333333333,4.704583333333334,4.8385108571428574,4.693047265921756,4.954898250806837,4.846200249618015,9.719999999999999,8.29375,9.43796,8.83932563903659,10.446639627026858,8.628473219664592,8.935729166666668,9.603750000000002,9.26716,9.624185028583272,8.55812322401534,8.031014133245552,11.062541666666668,12.01875,11.565528533333335,14.459779612850747,14.054570676471483,11.762904562978855,14.6240625,14.841041666666666,14.042587999999999,14.72784484899069,13.757698610375211,13.862729247236377
1997-05-31,PREMON,7.6,13.652000000000001,9.46,12.515999999999998,12.97,5.70875,12.235,10.476666666666663,11.336000000000002,15.1175,5.361875,6.3675000000000015,6.852544,5.225520012212427,8.048212478646683,7.383686975606099,10.08775,10.6995,11.51757824,10.014820384220508,11.69551025947184,10.003867134193417,5.1433333333333335,5.759999999999999,6.7691584,5.39627306515727,6.652783699832815,6.089057741451507,8.668249999999999,10.491499999999998,11.528851199999998,10.472430781651335,12.287841069734235,12.056085771608258,11.17875,11.846666666666668,12.321542400000002,11.734732229031055,12.86595777044365,11.834800660180928,4.027319444444444,4.830208333333334,5.186606514285714,4.840525693792309,5.822913409320614,4.952060132620208,9.178125,9.94,10.556776,9.049138076989411,6.929373687852602,7.983732198916655,8.739791666666665,9.114791666666667,9.750962666666666,9.984385704747355,13.118689861480364,12.543810605384277,9.595875,11.419416666666667,11.473717120000002,14.350095496292102,18.063510327824716,11.532665095781677,15.179375,13.828749999999996,14.472552799999999,14.694031879250554,17.863935988129672,15.263325986779432
1997-08-31,MONSOON,3.1166666666666667,7.56,3.543333333333333,2.96,8.583333333333334,1.754,5.85,5.65,7.354999999999999,18.6075,4.6275,5.725416666666668,5.358193066666667,5.177236378232542,4.979708867508222,6.236520940352506,9.5866875,10.355500000000001,9.934546944000001,9.995433560007859,8.48125158250284,9.7996241853035,4.723333333333333,5.600833333333332,5.478828373333333,5.053780899739431,4.159496890769949,5.795042027894911,7.348833333333332,9.369499999999999,8.101310719999999,8.734125714944613,8.782069952290852,9.8598351257655,10.750416666666666,11.473333333333334,10.826258773333334,11.209513006392697,9.964937109590938,10.191702106188583,3.7347118055555555,4.132458333333334,3.813563908571428,4.2676733072491775,3.6210644705666803,5.174087671760893,8.217500000000001,9.5,8.674065599999999,8.732044774252026,9.707374943888766,9.802096765422945,8.428541666666666,8.756666666666668,8.1105776,7.394298199502738,5.570704882333915,8.613686644122518,8.950416666666667,10.705666666666666,9.826230272,14.241243363786289,11.82922632440582,11.483803783750103,15.488625,15.419374999999997,16.12653168,15.245688522980407,12.238296228491727,13.955588620411572
1997-11-30,POMKH,2.6766666666666667,7.604000000000001,0.99,4.5,9.19,3.1522222222222216,5.8000000000000025,7.625,3.8,11.5225,3.981666666666667,4.998333333333334,4.285582506666667,5.129398880321166,5.2588578120487455,5.152270504290197,8.941375,9.82,9.002328166400002,9.976086281059365,9.544880483009498,8.313674820291311,4.457083333333333,4.685833333333331,3.683297024,4.121869504351495,4.808227648023614,4.812265261787826,6.127416666666666,7.966999999999999,6.660786431999999,7.707107577958434,7.510567078007531,6.94372415658535,10.377604166666668,10.884166666666667,10.171755264000002,10.869534033522413,11.078133196089158,10.246708155882528,3.4545243055555552,3.9221805555555562,3.5490272340317457,4.044208695235986,3.50988969242803,2.908355874186728,7.111875000000001,8.856250000000001,7.524439360000001,8.425316394040443,10.290945951681529,7.832186656386546,8.216583333333332,8.722916666666666,7.916346559999999,7.430100449836142,8.265287260127586,7.403499998879206,10.3586875,8.486083333333331,7.4157381632,14.13321690661042,12.071698617249433,10.330250275598598,16.5444375,14.939374999999997,14.284919008,14.52534017310955,15.125822893674933,15.039884287282778
1998-02-28,POMRB,3.6333333333333333,8.5975,5.05,6.946666666666666,11.723333333333334,3.5740000000000003,6.4300000000000015,8.785,15.168,18.904,3.615416666666667,4.256666666666667,4.024682837333334,5.082003406824953,5.325811328510036,5.465103959126262,8.905875,9.353375,8.840396899840002,9.956811115646412,10.14809641548062,9.08417964074161,4.027916666666667,4.7608333333333315,4.2299782144,4.232544323041252,5.39623073068808,4.180469488009548,6.163166666666667,6.730666666666665,6.775138525866666,7.420161100739593,7.072278219383826,7.870409669814729,10.060624999999998,10.616666666666667,10.792386491733335,10.998874708756562,11.30189344742558,11.161760018608927,3.5505555555555555,3.5472430555555565,3.5590163404190474,3.9353527407528133,3.8322148105896234,4.480169953200502,6.845625,7.578750000000001,7.086663616000001,8.185119461270194,11.591721894749728,8.963419156417084,8.496812499999999,8.134166666666665,8.263807936,8.10387965472298,8.131211614694568,8.805664002271467,12.32025,9.414749999999998,10.51664289792,14.02600994095646,13.032179990698829,8.984527927576345,16.5669375,16.037875,16.132551404799997,15.155385515139253,13.93634021550723,14.67728770336439
1998-05-31,PREMON,5.400000000000001,10.356000000000002,7.03,7.69,11.0575,4.9670000000000005,8.5,11.136,18.8875,19.17,3.4462500000000005,3.7066666666666674,4.5748097024000005,5.035045879616439,6.576612234495111,6.35047736391191,9.494875,8.529375,9.446638139904003,9.937634224642595,11.504096511681151,10.506995972186441,4.28625,4.1533333333333315,5.34998692864,4.83762633007356,6.35106238832185,7.1664662727244846,7.330291666666667,5.524166666666666,7.14108311552,7.352421741876901,7.761350515930625,8.95376199852503,10.031770833333333,10.138541666666667,10.898431895040002,10.998301139882138,12.165344488237388,11.86078778532703,3.6857465277777774,3.361805555555556,4.122209804251429,4.090573325396104,4.509546151529088,4.315216738297135,7.126250000000001,6.645000000000001,7.651998169600001,8.127291756454442,8.43360961800039,7.668939006632226,8.5,8.299,9.412684761599998,9.721485515960676,11.366593493584242,9.166064755516496,14.720375,11.302624999999999,13.864985738752,13.919616209942392,17.201524497145982,11.299953923767426,17.1763125,17.051000000000002,17.347530842879998,15.720754381701783,19.018336608933552,15.319602591637963
