Date,Season,Raisinghnagar,Padampur,Sadulshahar,Suratgarh,Gharsana,Karanpur,Anupgarh,Ganganagar,Raisinghnagar_Trend,Raisinghnagar_SMA,Raisinghnagar_EWMA,Raisinghnagar_DES,Raisinghnagar_TES,Raisinghnagar_ARIMA,Padampur_Trend,Padampur_SMA,Padampur_EWMA,Padampur_DES,Padampur_TES,Padampur_ARIMA,Sadulshahar_Trend,Sadulshahar_SMA,Sadulshahar_EWMA,Sadulshahar_DES,Sadulshahar_TES,Sadulshahar_ARIMA,Suratgarh_Trend,Suratgarh_SMA,Suratgarh_EWMA,Suratgarh_DES,Suratgarh_TES,Suratgarh_ARIMA,Gharsana_Trend,Gharsana_SMA,Gharsana_EWMA,Gharsana_DES,Gharsana_TES,Gharsana_ARIMA,Karanpur_Trend,Karanpur_SMA,Karanpur_EWMA,Karanpur_DES,Karanpur_TES,Karanpur_ARIMA,Anupgarh_Trend,Anupgarh_SMA,Anupgarh_EWMA,Anupgarh_DES,Anupgarh_TES,Anupgarh_ARIMA,Ganganagar_Trend,Ganganagar_SMA,Ganganagar_EWMA,Ganganagar_DES,Ganganagar_TES,Ganganagar_ARIMA
1998-08-31,MONSOON,13.875,16.115000000000002,24.96333333333333,18.02451315351316,14.85,11.29,8.682040343915345,6.864285714285713,13.57,13.950000000000001,13.888250985984001,13.827391598483405,13.992637884224385,13.789483621375107,16.058125,15.78625,15.941281253120001,15.661622801281267,14.623578802053151,15.458232732516839,24.817083333333333,25.024166666666666,25.094350660437332,24.737373384918453,24.70661613051179,25.667497356731857,19.3756731948607,19.3756731948607,18.951509146268442,19.008441455333596,18.1931801447503,19.143887598653365,14.9940625,15.265625000000004,15.180904818115767,14.15286810985985,15.564956339739144,15.602640844695362,11.06625,11.192499999999995,11.203019173888,10.883190251884134,11.375109109199494,11.115409734121796,9.102031840513984,9.102031840513984,9.023906963794818,9.050277520071608,8.676544654710241,8.91118918447265,7.20078125,7.502366071428571,7.284375555803428,7.3046085239983025,7.230576802053613,7.574027634019714
1998-11-30,POMKH,13.585,15.88,24.62,20.124669913419922,14.15,10.68,9.023501984126986,6.9142857142857155,13.602500000000003,13.652500000000002,13.766950591590401,13.687106259482633,14.125971715485813,14.230050078794712,15.9375,16.12875,15.916768751872,15.651938024059897,15.82173972668022,16.125915789025456,24.678333333333338,24.89,24.9046103962624,24.540040251823562,25.0509537882966,24.914001984571122,19.3756731948607,19.3756731948607,19.420773453129037,19.226489261178223,20.29856181918548,19.364848728180927,14.813333333333334,15.140625000000005,14.76854289086946,13.854946260871703,12.76566219403992,14.969725048651936,11.14,10.996249999999996,10.9938115043328,10.792548237566196,11.348336003625157,11.317623201940023,9.102031840513984,9.102031840513984,9.023744971927686,9.039858917650163,9.038657806065391,9.024926189813705,7.184508928571428,7.2309375,7.1363396191963435,7.171013251915573,7.6705535225853385,7.344923569366754
1999-02-28,POMRB,13.575,15.775,24.320000000000004,19.78304137529138,15.49,11.985,9.243262471655328,8.0125,13.72125,13.4875,13.69017035495424,13.56035689395766,13.933717091132115,13.942539694187115,15.850625,15.9875,15.8600612511232,15.628474886023927,16.690333611702087,16.04796414845687,24.57375,24.74416666666667,24.67076623775744,24.29636037808685,24.99723282834717,24.819075114267882,19.3756731948607,19.3756731948607,19.565680621993973,19.31579268759046,19.498545632048756,19.511810114828243,14.895416666666666,14.847500000000005,15.057125734521676,14.01960018169908,17.45392670501723,15.68422621275011,11.070625,11.136249999999997,11.39028690259968,10.706334557303556,11.69607993476249,10.997712013927723,9.102031840513984,9.102031840513984,9.111551971818743,9.092755428141606,9.25947884288304,9.155663956290514,7.147321428571429,7.170625,7.486803771517806,7.4125041288482265,6.994882291413439,7.205949372251324
1999-05-31,PREMON,13.835,15.78,24.54666666666667,19.570468337218333,14.626666666666667,10.62,9.459322562358276,7.0025,13.763125,13.7175,13.748102212972544,13.478065184661018,13.432583611671328,13.374870453306723,15.849374999999998,15.887500000000001,15.82803675067392,15.609195775135756,16.162137174364076,15.951572214105775,24.473333333333336,24.612500000000004,24.621126409321132,24.27164494292591,24.630164676237374,24.715278899139747,19.3756731948607,19.3756731948607,19.567595708083715,19.335710749662315,19.524127069492526,19.515210943202344,15.074166666666668,14.779166666666674,14.884942107379672,13.90951648409453,14.755957052606357,14.867682029473523,11.0075,11.143749999999997,11.08217214155981,10.61746475079111,12.208843319118781,11.53974387849154,9.102031840513984,9.102031840513984,9.250660208034557,9.190512826608211,9.435495738859432,9.329957541718764,7.0685714285714285,7.198392857142857,7.2930822629106835,7.2727012049959505,7.749625236127407,7.4662066989509395
1999-08-31,MONSOON,13.905,15.82,24.653333333333336,18.02451315351316,15.78,10.705,8.682040343915345,6.4557142857142855,13.816875000000001,13.724999999999998,13.810861327783527,13.417053911485784,13.64500979382668,13.701792294970565,16.185208333333332,15.81375,15.824822050404354,15.598552539382748,14.686197436736808,15.115163628092018,24.405,24.535000000000004,24.634009178926014,24.30784225878711,24.163360249586646,24.985379704004956,19.3756731948607,19.3756731948607,18.95036268625549,18.996600601158733,18.189952799893685,19.021243524432766,15.011666666666665,15.011666666666672,15.242965264427802,14.159906399666795,15.074435407107437,14.795258703832177,10.859999999999998,10.997499999999997,10.931303284935886,10.5297889261602,11.246210652908575,10.984751446841528,9.102031840513984,9.102031840513984,9.02321226238687,9.04755440352216,8.676558492426226,8.86952671602523,6.867142857142857,7.0962499999999995,6.958135072032125,7.009345365603223,6.968366411033293,7.316586073096649
1999-11-30,POMKH,13.89,16.165,24.126666666666665,20.124669913419922,14.65,10.76,9.023501984126986,6.692857142857143,13.814374999999998,13.801249999999998,13.842516796670116,13.366544636133147,13.74874958674835,13.739697729110908,16.619166666666665,15.885,15.960893230242611,15.639442959169298,15.795569138879042,15.78485950541195,24.35125,24.41166666666667,24.431072174022276,24.083481626657406,24.629685272417596,24.724834689488425,19.3756731948607,19.3756731948607,19.420085577121263,19.21738659594167,20.296223047617353,19.44699790273489,14.815833333333334,15.136666666666672,15.005779158656683,14.037582871555639,13.211317244428319,14.69305866044701,10.685625,11.017499999999997,10.862781970961532,10.443214993882014,11.127088458057058,10.97128708178401,9.102031840513984,9.102031840513984,9.023328151082916,9.037885723107541,9.03866623542309,9.024624317165872,6.641651785714286,7.040892857142857,6.852023900362132,6.8988158428482,7.359970163504149,7.0388221020655495
2000-02-29,POMRB,13.7,18.176666666666666,24.266666666666666,19.78304137529138,14.49,10.725,9.243262471655328,6.6225000000000005,13.783125,13.832499999999996,13.78551007800207,13.305514551904801,13.756101372218007,13.697698208623342,17.00333333333333,16.485416666666666,16.84720260481223,15.965640698017927,16.74142016844382,16.286902815928933,24.17375,24.398333333333333,24.36530997108003,24.028950709852058,24.535598636674333,24.462508047655664,19.3756731948607,19.3756731948607,19.565267896389308,19.30879500708658,19.496850786071366,19.53842946700314,14.49375,14.886666666666672,14.799467495194008,13.911452167950612,16.659842211207625,15.27397019108172,10.666875,10.702499999999997,10.80766918257692,10.357493754353886,11.585334360434636,10.908294447282369,9.102031840513984,9.102031840513984,9.111301879311881,9.091325633774627,9.259483977695117,9.170737373983954,6.616227678571428,6.6933928571428565,6.76021434021728,6.800734337631869,6.713764982661148,6.927196282614643
2000-05-31,PREMON,13.69,16.849999999999998,24.17,19.570468337218333,14.06,10.485,9.459322562358276,6.588571428571428,13.87875,13.796249999999995,13.747306046801242,13.254497829960606,13.524357445269477,13.411808244208565,17.488958333333336,16.752916666666664,16.84832156288734,16.051604022162177,16.796823577721995,16.849630362961108,24.045416666666668,24.304166666666667,24.28718598264802,23.95524553159737,24.384394459201037,24.40892051524621,19.3756731948607,19.3756731948607,19.567348072720918,19.330331277698683,19.52289885938162,19.520670964924168,14.1175,14.745000000000005,14.503680497116406,13.706830681699874,14.620934816270218,14.729930536187897,10.64875,10.668749999999998,10.678601509546152,10.272075673770567,11.83065087641467,10.849650613712031,9.102031840513984,9.102031840513984,9.250510152530438,9.18947678485577,9.435498866772141,9.34956267611406,6.656875000000001,6.589910714285714,6.6915571755589385,6.722372383228082,7.102017310049014,6.8288863365098385
2000-08-31,MONSOON,13.8,17.823333333333334,23.61,18.02451315351316,13.77,10.69,8.682040343915345,6.66625,13.966875,13.769999999999996,13.768383628080745,13.226692691739668,13.65530518277255,13.595981417760395,17.686666666666667,17.253749999999997,17.238326271065738,16.265852837999557,15.428963095576247,16.034649858481842,24.007916666666667,24.043333333333333,24.01631158958881,23.657034420397256,23.846728218396834,24.413162324071166,19.3756731948607,19.3756731948607,18.950214105037816,18.9924651281843,18.18906274846916,18.922931654509473,13.8175,14.242500000000003,14.210208298269844,13.483321719300493,15.19829435596105,15.097554397322034,10.645625,10.664999999999997,10.68316090572769,10.188130130993645,10.982468108762774,10.702801446585903,9.102031840513984,9.102031840513984,9.0231222290844,9.046803678426585,8.676560397819793,8.843341636817481,6.722767857142857,6.642544642857143,6.681434305335363,6.691649502854122,6.397990541705224,6.751349159363062
2000-11-30,POMKH,14.759999999999998,18.046666666666667,24.14333333333333,20.124669913419922,13.65,10.63,9.023501984126986,6.807500000000001,13.9225,13.987499999999994,14.165030176848447,13.3194661268839,13.70850520335339,13.633489583174152,17.42604166666667,17.72416666666666,17.56166242930611,16.480852179161523,16.851307369203134,16.83838742523831,23.950833333333332,24.0475,24.067120287086617,23.745172534214056,23.923790490982054,24.021604099636555,19.3756731948607,19.3756731948607,19.41999642839066,19.214207448092612,20.295578050860474,19.51374936977753,13.750000000000002,13.992500000000005,13.986124978961907,13.293227628424853,13.35330391173334,14.322429839849022,10.706875,10.632499999999999,10.661896543436615,10.104942711607073,10.886828489920838,10.743258004891402,9.102031840513984,9.102031840513984,9.023274131101434,9.03734174100663,9.038667396109137,9.02493602634428,6.912321428571429,6.671205357142858,6.731860583201218,6.713316888551314,7.047689014738892,6.723892096984096
2001-02-28,POMRB,13.535,17.876666666666672,23.95,19.78304137529138,13.09,10.83,9.243262471655328,7.035,13.838124999999998,13.946249999999992,13.913018106109067,13.276142047113197,13.878027573202406,13.871203189719196,17.063333333333336,17.649166666666662,17.687664124250336,16.63952736973308,18.002219143870928,17.342216670742882,23.952916666666667,23.968333333333334,24.02027217225197,23.70260842349154,24.21210913454604,24.280721682033253,19.3756731948607,19.3756731948607,19.565214407150947,19.306351034871394,19.496383373959077,19.560562898925852,13.811250000000001,13.642500000000004,13.627674987377144,13.004653205753987,15.30314730650707,14.111354168464425,10.761875,10.658749999999998,10.72913792606197,10.023190306810815,11.291324567557995,10.692028997788645,9.102031840513984,9.102031840513984,9.111269467322991,9.090931459491848,9.259484684736497,9.181116353242324,7.1075,6.774330357142858,6.853116349920731,6.797571029994224,6.542584099694949,6.750867995219692
2001-05-31,PREMON,13.5,15.065,24.03,19.570468337218333,14.92,10.87,9.459322562358276,7.6925,13.504999999999999,13.898749999999993,13.74781086366544,13.236376731097032,13.653359597262472,13.435602264538383,16.621666666666666,17.202916666666663,16.6385984745502,16.3676080181223,17.670108833105292,17.31721720540229,23.765416666666667,23.933333333333334,24.024163303351184,23.71698157547919,24.06319420347978,24.045205472627202,19.3756731948607,19.3756731948607,19.567315979177902,19.328452472285345,19.522560138170412,19.525126811000042,13.685,13.857500000000002,14.144604992426286,13.311700338348189,13.826744323790184,13.70843784945947,10.6375,10.754999999999997,10.785482755637181,9.942435613345157,11.500028580531819,10.770843110517593,9.102031840513984,9.102031840513984,9.250490705337105,9.189191162654335,9.435499297472168,9.364008884257988,7.1990625,7.050312500000002,7.188869809952438,7.056081366533399,7.123745531704631,6.8425425141954745
2001-08-31,MONSOON,13.315,16.706666666666667,23.766666666666666,18.02451315351316,13.4,10.745,8.682040343915345,7.12375,13.140624999999998,13.777499999999993,13.574686518199265,13.182453266542264,13.71844007127957,13.570666774538893,16.057083333333335,16.923749999999995,16.66582575139679,16.373538587723687,15.642251756606878,16.038210102132414,23.345000000000002,23.9725,23.921164648677376,23.602820501727173,23.620920220024338,24.180062566313627,19.3756731948607,19.3756731948607,18.950194848912005,18.99102079515987,18.18881728615463,18.842331786080727,13.45625,13.765000000000004,13.846762995455773,13.120308037209673,14.243552450406433,13.834165034126707,10.356875,10.768749999999997,10.769289653382309,9.862232924707987,10.79582675206489,10.799552918103974,9.102031840513984,9.102031840513984,9.023110560768401,9.046596714031603,8.67656066018423,8.823245990244466,7.2096875,7.164687500000003,7.1628218859714625,7.062348204626599,6.777390749202979,7.1167792568536195
2001-11-30,POMKH,12.58,15.63,22.486666666666668,20.124669913419922,13.01,9.579999999999998,9.023501984126986,7.0825,13.073749999999999,13.232499999999993,13.17681191091956,13.050815380867403,13.887102498489485,13.775890686883486,15.839583333333332,16.319583333333327,16.25149545083807,16.2226677390905,16.734395956654758,16.757270940641792,23.130000000000003,23.558333333333334,23.347365455873092,22.950069250164525,23.90130700024287,23.982327239078458,19.3756731948607,19.3756731948607,19.419984874715173,19.21309711603233,20.295400170804957,19.56868457031448,13.024999999999999,13.605000000000006,13.512057797273464,12.87727246030404,13.090847799332364,13.690531891582076,10.194999999999999,10.506249999999996,10.293573792029385,9.779835552452756,10.71278126868882,10.76146662541472,9.102031840513984,9.102031840513984,9.023267130111835,9.03719177275985,9.038667555930573,9.024990805837502,7.163303571428572,7.233437500000002,7.130693131582878,7.054143899995824,7.452901547907798,7.119028350289661
2002-02-28,POMRB,12.8,15.776666666666667,22.243333333333336,19.78304137529138,11.9,9.635,9.243262471655328,6.845,13.033124999999998,13.048749999999995,13.026087146551736,12.953924997991193,13.162711953567197,13.01090363534129,15.760833333333334,15.794583333333327,16.06156393716951,16.1152853397533,17.314326632702983,16.975438741388054,22.886875000000003,23.131666666666668,22.905752606857188,22.49046578625987,23.317470006061715,23.03690365415823,19.3756731948607,19.3756731948607,19.565207474945655,19.30549746629459,19.496254468981498,19.57907432177626,12.52625,13.307500000000005,12.867234678364078,12.39490164833358,14.04895000734819,13.30166746444272,10.0475,10.207499999999996,10.03014427521763,9.698482459940792,11.043346834094265,10.217007412295674,9.102031840513984,9.102031840513984,9.111265266729232,9.090822791162477,9.259484782093029,9.188887578796223,7.043325892857142,7.185937500000002,7.016415878949726,6.976186165165874,6.904760816697663,7.107242566575639
2002-05-31,PREMON,13.7,15.425,24.016666666666666,19.570468337218333,12.66,10.77,9.459322562358276,7.511428571428572,12.96125,13.098749999999995,13.295652287931041,12.970198768110826,12.955341545411546,12.965436438193315,15.658333333333333,15.884583333333328,15.806938362301707,15.972808025189343,16.631619586089695,16.42430985138422,22.59625,23.128333333333334,23.35011823078098,23.06634862543293,22.730857972520628,22.671636789740386,19.3756731948607,19.3756731948607,19.567311819854726,19.32779629082273,19.52246672413815,19.528850487401623,12.12125,12.742500000000003,12.784340807018445,12.258992176483373,13.794059958625216,13.814145280776634,9.92625,10.182499999999996,10.326086565130577,9.621008322820403,11.175524090855973,10.09581456964316,9.102031840513984,9.102031840513984,9.25048818498085,9.189112420613524,9.435499356777694,9.375009605558292,6.9678571428571425,7.140669642857145,7.214420955941264,7.1248885127472175,7.303425409798956,7.022630638733153
2002-08-31,MONSOON,12.79,15.716666666666667,21.835,18.02451315351316,11.67,9.665,8.682040343915345,6.345,12.926875,12.967499999999994,13.093391372758624,12.887373875632631,13.134496692312522,13.262323575002386,15.685833333333333,15.63708333333333,15.77082968404769,15.893580878722352,14.950978121008562,16.15267629637308,22.502499999999998,22.645416666666666,22.74407093846859,22.363416990397617,22.986259311496376,23.924954160376476,19.361681911838165,19.3756731948607,18.950192353318098,18.99051635518448,18.188749591472956,18.775090052603204,11.873750000000001,12.310000000000004,12.338604484211068,11.88911284975424,13.21316402112794,12.903598335186274,9.956249999999999,9.912499999999996,10.061651939078345,9.541467836021425,10.53580363590672,10.484573082501791,9.247159745842783,9.102031840513984,9.023109048554648,9.046539656846432,8.67656069631067,8.807816691574358,7.059419642857144,6.9459821428571455,6.8666525735647586,6.873121024737137,6.837840730285359,7.180340105042622
2002-11-30,POMKH,12.53,15.8,22.09333333333333,20.124669913419922,11.5,9.69,9.023501984126986,7.2575,12.741875,12.954999999999995,12.868034823655176,12.78247050271019,13.069140845687842,13.023012878542461,15.721041666666668,15.679583333333328,15.782497810428614,15.838105327116722,15.968954816741629,16.381748868137333,22.218333333333334,22.547083333333333,22.483775896414485,22.109176145681197,22.571432653179045,22.503168451575608,19.66525708666334,19.3756731948607,19.419983377358825,19.212709327435316,20.295351114257286,19.61454680508743,11.645,11.932500000000005,12.00316269052664,11.576087388542469,12.228374622541283,12.473901650751694,9.834999999999999,9.939999999999996,9.912991163447007,9.462861389379386,10.285136855427465,10.016223187176722,9.465809830876795,9.102031840513984,9.023266222783583,9.037150428614511,9.038667577937286,9.02500426678392,7.105959821428572,6.989732142857146,7.022991544138855,6.976127869288479,7.235992236122614,6.910819648715512
2003-02-28,POMRB,12.575,15.826666666666668,21.88666666666667,19.67111111111111,11.43,9.765,10.404285714285713,7.4025,12.579458333333331,12.898749999999996,12.750820894193104,12.691530214149227,12.746549710806377,12.687243582984015,15.791909722222222,15.69208333333333,15.800165352923836,15.794672247329625,16.781135950226574,16.679742480832193,22.032777777777778,22.457916666666666,22.244932204515358,21.8784105288499,22.481168112768614,22.500709989705516,20.478759400321902,19.34769062881563,19.52043447085974,19.279538475457027,19.496218918997215,19.59473623582307,11.581041666666666,11.815000000000005,11.773897614315985,11.332866741093191,12.301340571180667,11.781549406365931,9.681319444444444,9.972499999999997,9.853794698068205,9.385310550814337,10.605907243409849,9.968327811169674,9.71267071759259,9.39228765117158,9.575674019384435,9.410136505638622,9.259484795498595,9.194871509921148,6.730687499999999,7.129107142857146,7.1747949264833135,7.091703292415336,6.817379259958992,7.022675222058919
2003-05-31,PREMON,12.445,15.656666666666665,22.1,22.111,11.3,9.67,10.0475,7.32625,12.560249999999998,12.584999999999997,12.628492536515864,12.594281811891717,12.86027883306246,12.88556789585013,15.806006944444444,15.749999999999996,15.742765878420967,15.733023837765542,16.24322294462646,15.694766176627827,22.06795138888889,21.97875,22.186959322709214,21.854394042566234,22.146758661632628,21.92277568336528,21.441725153318906,19.98282354451105,20.556660682515844,19.890276814976435,19.49162360366591,19.501938600930888,11.708333333333334,11.475000000000005,11.58433856858959,11.12421371983795,12.528961852378373,12.042603671657979,9.605277777777777,9.697499999999998,9.780276818840923,9.30835580563302,10.86599653518668,9.91497049404482,10.017714533730159,9.539332010582012,9.764404411630661,9.58227033359789,9.889275817590002,9.808094246028453,5.953875,7.082812500000004,7.235376955889988,7.148675473653464,7.429180050139825,7.145224764108588
