Date,Season,Kirimira,Lakhanpur,Kolabira,Jharsuguda,Laikera,Kirimira_Trend,Kirimira_SMA,Kirimira_EWMA,Kirimira_DES,Kirimira_TES,Kirimira_ARIMA,Lakhanpur_Trend,Lakhanpur_SMA,Lakhanpur_EWMA,Lakhanpur_DES,Lakhanpur_TES,Lakhanpur_ARIMA,Kolabira_Trend,Kolabira_SMA,Kolabira_EWMA,Kolabira_DES,Kolabira_TES,Kolabira_ARIMA,Jharsuguda_Trend,Jharsuguda_SMA,Jharsuguda_EWMA,Jharsuguda_DES,Jharsuguda_TES,Jharsuguda_ARIMA,Laikera_Trend,Laikera_SMA,Laikera_EWMA,Laikera_DES,Laikera_TES,Laikera_ARIMA
1996-02-29,POMRB,4.1875,3.6919999999999993,5.19,5.0950000000000015,4.059111111111111,,,4.1875,8.05640304208655,4.1975,0.0,,,3.6919999999999993,7.305839948683092,4.180266517280584,0.0,,,5.19,7.0439213639430704,5.057600563715328,0.0,,,5.0950000000000015,8.477696803452007,5.472386806254436,0.0,,,4.059111111111111,3.555164127922242,3.96497189178674,0.0
1996-05-31,PREMON,6.51,5.843999999999999,6.65,7.21,5.492222222222222,,,5.1165,10.417331703144649,6.529445983379501,2.3738596449465333e-07,,,4.5527999999999995,9.547506977362591,5.417746110202809,3.6919925609195587,,,5.774000000000001,8.344807756363894,7.195594043544389,3.4802917364298965e-21,,,5.941000000000001,10.374420425897583,6.326109986621416,1.0029761953157266e-06,,,4.632355555555556,3.5678448351671195,5.436549721807806,1.190840566530552e-06
1996-08-31,MONSOON,2.658333333333333,1.2440000000000002,2.75,2.805,1.2212745098039213,4.088958333333333,,4.133233333333333,8.730543862876466,2.6866742760823916,3.6904658447954673e-07,3.423,,3.2292799999999997,7.3040837820646125,1.8045832575525944,4.904624845292747,4.343125000000001,,4.564400000000001,7.625863589604596,1.9987931375192347,1.5026978486306342e-20,4.97125,,4.6866,8.17215935543252,3.1083852630469053,1.965386663837371e-06,3.2837401960784316,,3.267923137254902,3.544757055542696,1.195344883731575,1.611278781361518e-06
1996-11-30,POMKH,3.0,2.7960000000000003,3.1,4.725,2.362352941176471,4.088958333333333,4.088958333333333,3.6799399999999998,6.816194594473007,3.036689239595705,1.1297515445373357e-08,3.3815000000000004,3.3939999999999992,3.055968,5.8111443727373295,2.954366686611644,3.1983206160510687,4.296875,4.4225,3.978640000000001,6.802246839252555,3.257537975431039,2.4732683134559723e-20,4.836874999999999,4.95875,4.70196,7.070195100616905,4.40426836502028,1.4271012170043257e-06,3.283740196078431,3.283740196078431,2.9056950588235293,3.5312921294982718,2.3845828984844295,-2.3409436634212858e-07
1997-02-28,POMRB,4.1875,3.924,4.555,5.195,4.059111111111111,4.088958333333333,4.088958333333333,3.8829639999999994,5.738730553948034,4.231995520155143,4.187499538558444,3.43975,3.451999999999999,3.4031808000000003,5.082107396268854,4.120398920846229,3.5998294706083382,4.28375,4.26375,4.2091840000000005,6.444224905968027,5.086320022887265,5.189997332543077,4.626250000000001,4.98375,4.899176000000001,6.296551033469916,5.613743772497299,5.094999072310313,3.202330882352941,3.2837401960784307,3.3670614797385623,3.5320895536969354,4.000445028346425,4.0591094115207165
1997-05-31,PREMON,6.51,5.28,6.915,6.035,5.492222222222222,4.088958333333333,4.088958333333334,4.9337784,6.239866063734951,6.561767742956176,6.509999282335018,3.587,3.3109999999999995,4.15390848,5.269050620766087,5.380252712110293,5.407194674354709,4.2375,4.33,5.2915104,6.942082721728062,7.118693666290122,6.649996582160203,4.568125,4.6899999999999995,5.3535056,6.156423776015866,6.456307078996117,7.228517943413393,3.1209215686274514,3.2837401960784307,4.217125776732026,3.5449183185970923,5.463825789867825,5.492219931506318
1997-08-31,MONSOON,2.658333333333333,2.274,2.38,2.295,0.57,4.088958333333333,4.088958333333334,4.023600373333333,4.3739963157696,2.716847204674452,2.6583330253252093,3.5735,3.5684999999999993,3.401945088,3.676379378642532,1.7267285336970284,1.6616132092265539,4.316875,4.2375,4.12690624,5.589833138471625,1.9763004794353844,2.749998586607602,4.52875,4.5625,4.13010336,4.007250384081658,2.886384494073387,2.609262576539269,3.018532679738562,3.1209215686274505,2.7582754660392155,3.5165242318772645,1.2163180471157329,1.2212738748832461
1997-11-30,POMKH,3.0,2.944,3.1,4.77,2.362352941176471,4.088958333333333,4.088958333333334,3.614160224,3.3130455273068966,3.0647429067173686,2.999999848590377,3.7452499999999995,3.6054999999999993,3.2187670528,2.9802510201372012,2.9614386953852088,3.0107622094088637,4.363125,4.2375,3.7161437440000005,4.6613558789407215,3.1797453436666325,3.0999984067212982,4.43125,4.57375,4.3860620159999995,3.957638040096423,4.104553116189542,4.552132293795536,2.8296160130718957,3.1209215686274505,2.599906456094118,3.503217760761378,2.2502142795320283,2.096507278085918
1998-02-28,POMRB,4.1875,3.668,5.19,4.835,3.24,4.088958333333333,4.088958333333334,3.8434961343999996,3.3636927037492006,4.257963809096171,4.187500402071049,3.902249999999999,3.541499999999999,3.39846023168,3.0117483608592113,4.138274290000111,3.7771128827415748,4.376250000000001,4.39625,4.3056862464000005,4.6590299069762855,5.020906785636033,4.741890365516136,4.65375,4.483750000000001,4.5656372096,4.111894271899,5.407047404882494,5.026910262573654,2.8418382352941176,2.916143790849673,2.8559438736564706,3.4973131329301466,3.8971260678277764,4.149903087757596
1998-05-31,PREMON,6.51,6.9099999999999975,6.65,5.615,4.8,4.088958333333333,4.088958333333334,4.91009768064,4.994437939377273,6.585688529550297,6.510000353066936,3.762749999999999,3.948999999999998,4.803076139007999,5.269327087852869,5.377133144158262,5.31278549188848,4.4225,4.33,5.24341174784,5.253001061457972,7.164739465711008,6.837003185436953,4.8825,4.378750000000001,4.98538232576,4.801054425343316,6.208242850722344,6.497689973580431,3.032794117647059,2.7430882352941177,3.6335663241938825,3.504513766260312,5.195102867373614,5.10410598024969
