Date,Season,Purnahiya,Sheohar,Purnahiya_Trend,Purnahiya_SMA,Purnahiya_EWMA,Purnahiya_DES,Purnahiya_TES,Purnahiya_ARIMA,Sheohar_Trend,Sheohar_SMA,Sheohar_EWMA,Sheohar_DES,Sheohar_TES,Sheohar_ARIMA
2000-08-31,MONSOON,2.935,1.37,3.2208333333333337,3.220833333333334,3.2940723632663804,3.535938586477682,3.0375041520589323,2.934999939577343,2.5075000000000003,2.205000000000001,2.1668687879441797,2.4800986146168293,1.6688934937078144,2.6389025060051163
2000-11-30,POMKH,3.0,2.08,3.2208333333333337,3.220833333333334,3.1764434179598284,3.2060422274422025,3.1035036412355317,2.999999938239192,2.77625,2.317500000000001,2.1321212727665078,2.440896665677899,1.630293600674754,1.963733394057613
2001-02-28,POMRB,2.433333333333333,4.17,3.2208333333333337,3.220833333333334,2.87919938410923,2.5740621565090955,2.5374963366688092,2.433333336195829,2.86125,2.6975000000000007,2.947272763659905,2.5950589400367954,2.7985939186502207,2.592412105323139
2001-05-31,PREMON,4.5150000000000015,3.8,3.2208333333333337,3.220833333333334,3.5335196304655385,3.996822927734709,4.619499363594419,4.515000005311304,2.97375,2.855000000000001,3.288363658195943,2.7014516883873796,4.076661662425248,3.165536285415005
2001-08-31,MONSOON,2.935,1.42,3.2208333333333337,3.220833333333334,3.2941117782793228,3.5403548543163272,3.039528785135902,2.9350000034526404,2.755,2.8675000000000006,2.541018194917566,2.5819715299826167,1.9225377047499121,1.8646649682461442
2001-11-30,POMKH,3.0,2.93,3.2208333333333337,3.220833333333334,3.176467066967594,3.211164833604855,3.104267335522133,3.000000003529104,2.49625,3.0800000000000005,2.6966109169505397,2.610576925450126,1.8474917743886974,2.0238567735907536
2002-02-28,POMRB,2.433333333333333,1.57,3.2208333333333337,3.220833333333334,2.8792135735138893,2.5778251121092346,2.537063375880604,2.433333363237297,2.5593749999999997,2.4300000000000006,2.2459665501703237,2.5130721105391194,3.1290441159024365,3.238711320933306
2002-05-31,PREMON,4.5150000000000015,4.33,3.2208333333333337,3.220833333333334,3.533528144108334,3.998834227272693,4.617933961214996,4.515000055486191,2.4,2.562500000000001,3.079579930102194,2.675124648778271,3.8826515927654826,3.1600003814632505
2002-08-31,MONSOON,2.935,1.395,3.2208333333333337,3.220833333333334,3.294116886465001,3.540971365494303,3.0368949103428267,2.935000036069096,2.30125,2.556250000000001,2.4057479580613164,2.5557955008327764,1.8581031230940495,1.7027400239801076
2002-11-30,POMKH,3.0,1.68,3.2208333333333337,3.220833333333334,3.1764701318790003,3.2109852005192994,3.1006285488447705,3.0000000368679007,2.319583333333333,2.243750000000001,2.1154487748367896,2.4733153643170307,1.790114767450111,2.4948709462631937
2003-02-28,POMRB,2.433333333333333,2.03,3.2208333333333337,3.220833333333334,2.8792154124607334,2.577403899415443,2.532482674743952,2.433333319177155,2.2835416666666664,2.3587500000000006,2.081269264902074,2.4301974579856105,2.8582243506276637,2.6953454733754016
2003-05-31,PREMON,4.5150000000000015,4.016666666666667,3.2208333333333337,3.220833333333334,3.533529247476441,3.998342880152248,4.612473634865934,4.514999973733504,2.3016666666666667,2.280416666666667,2.855428225607911,2.5714218133004905,3.742626041131179,3.5247368916269464
2003-08-31,MONSOON,2.935,1.42,3.2208333333333337,3.220833333333334,3.2941175484858647,3.540588518688477,3.0306164046998703,2.9349999829253224,2.510416666666667,2.286666666666667,2.2812569353647465,2.463898342965991,1.6870608199947865,1.5963858129268598
2003-11-30,POMKH,3.0,1.8,3.2208333333333337,3.220833333333334,3.176470529091519,3.2107615972161536,3.0935923406894728,2.999999982547178,2.7177083333333334,2.3166666666666673,2.088754161218848,2.4007637424660557,1.6541579944534002,2.24126325955766
2004-02-29,POMRB,2.433333333333333,3.58,3.2208333333333337,3.220833333333334,2.8792156507882445,2.5773109073098435,2.524748155321821,2.4333333179009538,2.752638888888889,2.7041666666666675,2.6852524967313087,2.5050479121039593,2.7680759512415305,1.8319050465874565
2004-05-31,PREMON,4.5150000000000015,4.125,3.2208333333333337,3.220833333333334,3.5335293904729475,3.998358754882337,4.604099002313007,4.514999971365539,2.7665277777777777,2.731250000000001,3.2611514980387852,2.649225531516114,3.94601365478634,3.7154381883258907
2004-08-31,MONSOON,2.935,1.5911111111111111,3.2208333333333337,3.220833333333334,3.2941176342837686,3.540650589258366,3.0216585657614146,2.9349999813860133,2.7402777777777776,2.774027777777779,2.5931353432677153,2.5500836085174075,1.873436647107407,1.700529672323392
2004-11-30,POMKH,3.0,1.74,3.2208333333333337,3.220833333333334,3.1764705805702613,3.2108260622322993,3.0841068210800726,2.9999999809737785,2.6959027777777775,2.7590277777777787,2.251881205960629,2.473576340193842,1.8378019078704488,1.9334515375410444
2005-02-28,POMRB,2.433333333333333,3.43,3.2208333333333337,3.220833333333334,2.87921568167549,2.577355828318851,2.5147890187314257,2.4333333508177533,2.6702777777777778,2.7215277777777787,2.7231287235763775,2.557546043695126,2.908115113422337,2.701744735817221
2005-05-31,PREMON,4.5150000000000015,3.92,3.2208333333333337,3.220833333333334,3.5335294090052947,3.9983805263094543,4.593718777417225,4.515000032441984,2.6777777777777776,2.6702777777777786,3.201877234145827,2.6782835107450924,4.034144746133737,3.687640641001912
2005-08-31,MONSOON,2.935,1.5911111111111111,3.2208333333333337,3.220833333333334,3.294117645403177,3.540655310850234,3.0109081816499046,2.9350000210890848,2.694652777777778,2.6702777777777786,2.5575707849319405,2.5764696079928027,1.9091063075959194,1.8067202475971422
2005-11-30,POMKH,3.0,1.8,3.2208333333333337,3.220833333333334,3.1764705872419063,3.210821870706567,3.0730355504050073,3.000000021556134,2.704027777777778,2.6852777777777788,2.2545424709591644,2.502983697836519,1.8670877984939072,1.98080512004385
2006-02-28,POMRB,2.433333333333333,3.505,3.2208333333333337,3.220833333333334,2.879215685678477,2.5773496240097966,2.5034444285382276,2.4333333377756428,2.7040277777777777,2.704027777777779,2.7547254825754988,2.5910588454531,2.9428978829954167,3.243781950841198
2006-05-31,PREMON,4.5150000000000015,3.92,3.2208333333333337,3.220833333333334,3.5335294114070868,3.99837433380522,4.582146686978519,4.515000008242615,2.674893162393162,2.704027777777779,3.220835289545299,2.708714696707366,4.076125160431603,3.6417778093081252
2006-08-31,MONSOON,2.935,1.5911111111111111,3.2208333333333337,3.220833333333334,3.294117646844252,3.540650903403071,2.999152627683787,2.9350000053581558,2.636383547008547,2.704027777777779,2.568945618171624,2.6041025431845055,1.943573521598295,1.8634059700226016
2006-11-30,POMKH,3.0,1.5669230769230769,3.2208333333333337,3.220833333333334,3.176470588106551,3.210819533569041,3.061138758951555,3.0000000054768203,2.540758547008547,2.645758547008548,2.168136601672205,2.5069137035134434,1.8953864434920806,1.9701709622583472
2007-02-28,POMRB,2.433333333333333,3.43,3.2208333333333337,3.220833333333334,2.8792156861972638,2.5773488042229054,2.4914467934327793,2.4333333172307356,2.454508547008547,2.627008547008548,2.672881961003323,2.587817923378516,2.924418357074769,3.188485188658707
2007-05-31,PREMON,4.5150000000000015,3.23,3.2208333333333337,3.220833333333334,3.5335294117183587,3.9983747211382705,4.570086754223285,4.514999970121962,2.3836431623931627,2.454508547008548,2.8957291766019937,2.6431239247389295,4.047530211648581,3.5371279054585383
2007-08-31,MONSOON,2.935,1.5911111111111111,3.2208333333333337,3.220833333333334,3.2941176470310154,3.5406517422377606,2.987067086083489,2.9349999805776203,1.9465277777777779,2.454508547008548,2.3738819504056408,2.544543065179786,1.796607453584763,1.7895051437352372
2007-11-30,POMKH,3.0,1.0,3.2208333333333337,3.220833333333334,3.176470588218609,3.210820328336845,3.049062436275659,2.9999999801474826,1.4065277777777778,2.3127777777777787,1.8243291702433844,2.4013577046716623,1.7747227720623902,1.8383457947434545
2008-02-29,POMRB,2.433333333333333,0.5,3.2208333333333337,3.220833333333334,2.8792156862644984,2.5773493304482074,2.479412658035135,2.4333333367853167,1.1326388888888888,1.5802777777777788,1.2945975021460305,2.225941721080512,2.7238880060695614,3.0876413157104707
2008-05-31,PREMON,4.5150000000000015,1.84,3.2208333333333337,3.220833333333334,3.5335294117586997,3.998374949411687,4.5581259214166465,4.515000006405086,1.04875,1.2327777777777786,1.5127585012876184,2.1883197993149377,3.358508917517291,2.9643059343849765
2008-08-31,MONSOON,2.935,0.79,3.2208333333333337,3.220833333333334,3.29411764705522,3.5406517659939776,2.9752088296338277,2.9350000041636592,1.130625,1.0325000000000009,1.2236551007725711,2.058823635280382,0.9821325757265674,1.411103018161289
2008-11-30,POMKH,3.0,1.13,3.2208333333333337,3.220833333333334,3.176470588233132,3.2108202547330347,3.037334204281326,3.00000000425587,1.28375,1.0650000000000008,1.1861930604635424,1.9721050445837385,0.9626395965716726,1.1342875594102382
2009-02-28,POMRB,2.433333333333333,1.025,3.2208333333333337,3.220833333333334,2.8792156862732123,2.577349243679666,2.467840093127191,2.433333345244319,1.3712499999999999,1.196250000000001,1.1217158362781254,1.8838271518888334,2.0804086833699436,1.634632278662884
2009-05-31,PREMON,4.5150000000000015,2.54,3.2208333333333337,3.220833333333334,3.533529411763928,3.998374872938124,4.54673288458622,4.515000022100591,1.355,1.371250000000001,1.6890295017668753,1.9412196289239751,2.9241513802821872,2.0084398018638936
2009-08-31,MONSOON,2.935,0.79,3.2208333333333337,3.220833333333334,3.294117647058357,3.5406517162967384,2.964017428062393,2.935000014366607,1.273125,1.371250000000001,1.3294177010601251,1.834445163710552,0.7507900760138456,1.0559177228292969
2009-11-30,POMKH,3.0,1.0,3.2208333333333337,3.220833333333334,3.1764705882350146,3.2108202313206506,3.026364822452575,3.0000000146847774,1.0325,1.338750000000001,1.197650620636075,1.7565557138655967,0.7727002741801062,0.9421725964029175
2010-02-28,POMRB,2.433333333333333,0.5,3.2208333333333337,3.220833333333334,2.879215686274342,2.577349237546632,2.457111427172671,2.433333325054599,0.8575,1.207500000000001,0.9185903723816451,1.640431460471075,1.901196652316827,0.7224601061321727
2010-05-31,PREMON,4.5150000000000015,1.14,3.2208333333333337,3.220833333333334,3.533529411764606,3.9983748798431202,4.536261979188737,4.51499998463898,0.8899999999999999,0.8575000000000008,1.007154223428987,1.5930933894705246,2.6830539601997634,1.7586337796600247
2010-08-31,MONSOON,2.935,0.79,3.2208333333333337,3.220833333333334,3.294117647058764,3.5406517272963125,2.95381971631308,2.934999990014486,1.05375,0.8575000000000008,0.9202925340573922,1.5183303128048287,0.30228481226378723,0.6758517746269141
2010-11-30,POMKH,3.0,1.26,3.2208333333333337,3.220833333333334,3.1764705882352584,3.210820240934784,3.0164541679622805,2.9999999897933414,1.3175,0.9225000000000008,1.0561755204344352,1.4931151371328484,0.40446362941503544,0.8870376117782046
2011-02-28,POMRB,2.433333333333333,1.55,3.2208333333333337,3.220833333333334,2.879215686274488,2.577349243592674,2.4475001684134425,2.4333333268683903,1.46625,1.1850000000000007,1.2537053122606612,1.4965488439359245,1.6453950042987868,0.6914290432992102
2011-05-31,PREMON,4.5150000000000015,2.2,3.2208333333333337,3.220833333333334,3.5335294117646936,3.99837488213955,4.526960975414605,4.514999988004433,1.475,1.4500000000000008,1.6322231873563968,1.558682913210299,2.660950561513829,1.5518009284424497
2011-08-31,MONSOON,2.935,0.92,3.2208333333333337,3.220833333333334,3.2941176470588163,3.5406517271845854,2.944838395482518,2.9349999922022163,1.555,1.4825000000000008,1.3473339124138382,1.4988872172474275,0.47384457080699094,0.8258156890248312
2011-11-30,POMKH,3.0,1.2,3.2208333333333337,3.220833333333334,3.17647058823529,3.2108202397904133,3.0078005759908235,2.9999999920295224,2.18375,1.467500000000001,1.2884003474483028,1.4700122598428589,0.5685854720781428,1.082737289402756
2012-02-29,POMRB,2.433333333333333,2.25,3.2208333333333337,3.220833333333334,2.8792156862745073,2.577349242424,2.439181019761118,2.4333333434833153,2.7183333333333337,1.6425000000000012,1.6730402084689817,1.539126158301664,1.7694059447070316,1.0130887183036246
2012-05-31,PREMON,4.5150000000000015,6.53,3.2208333333333337,3.220833333333334,3.533529411764705,3.998374881212978,4.518981704387246,4.515000018833086,2.686666666666667,2.7250000000000014,3.615824125081389,1.9904831421407554,2.8880457912283495,1.5828669532926882
2012-08-31,MONSOON,2.935,0.8666666666666667,3.2208333333333337,3.220833333333334,3.2941176470588234,3.540651726637161,2.937203208699942,2.9350000122425475,2.6304166666666666,2.7116666666666682,2.5161611417155,1.8861396035285234,1.435233300187412,1.3585162026718915
2012-11-30,POMKH,3.0,1.0,3.1189583333333335,3.220833333333334,3.1764705882352944,3.210820239569764,3.000512505381784,3.000000012513677,2.202916666666667,2.6616666666666684,1.9096966850293002,1.8034966745968775,1.3483702266322448,1.592832011180016
2013-02-28,POMRB,2.433333333333333,2.0,3.0939583333333336,3.220833333333334,2.87921568627451,2.5773492423958397,2.4322419761215746,2.4333333343741477,1.8295833333333333,2.5991666666666684,1.9458180110175802,1.8192470486232184,2.37383942580453,2.0380887893516784
2013-05-31,PREMON,3.7,3.36,3.2333333333333334,3.017083333333334,3.207529411764706,3.2662814147416084,4.5123925309134805,4.515000001931211,1.8874999999999997,1.8066666666666682,2.5114908066105484,1.9570289695701577,3.3395620134106627,3.8536466532451383
2013-08-31,MONSOON,3.55,1.05,3.314166666666667,3.170833333333334,3.344517647058823,3.606056832120941,2.8858113804115293,2.9350000012553936,1.84875,1.8525000000000014,1.9268944839663291,1.872407223243214,1.238609736102436,1.245196496141356
2013-11-30,POMKH,3.5,1.28,3.434375,3.2958333333333343,3.4067105882352937,3.7176574946767946,2.983785166601334,3.000000001283196,1.7425,1.9225000000000012,1.6681366903797974,1.8164493547484346,1.2197472366644853,1.3789453777847958
2014-02-28,POMRB,2.58,1.41,3.459375,3.332500000000001,3.076026352941176,2.989117621797604,2.4437334174396117,2.433333323875052,1.6737499999999998,1.7750000000000012,1.5648820142278783,1.7774402227603208,2.3183473570124837,2.12460594540549
2014-05-31,PREMON,4.5150000000000015,3.1,3.3200000000000007,3.5362500000000017,3.651615811764706,4.148357816632273,4.532313999981924,4.01340765265279,1.55875,1.7100000000000013,2.178929208536727,1.895459981768865,3.1884094988174727,4.146861950981266
2014-08-31,MONSOON,2.935,0.76,3.2906250000000004,3.382500000000001,3.364969487058824,3.5282902028748344,2.951326070263348,3.313502176107711,1.3875000000000002,1.6375000000000013,1.6113575251220362,1.7901694511665696,1.0679768763722328,1.1210848228846193
2014-11-30,POMKH,3.0,0.65,3.2218750000000003,3.257500000000001,3.2189816922352943,3.1318929884355797,3.0151827384056396,3.307725344043132,1.04,1.4800000000000013,1.2268145150732217,1.6845734014089921,1.0277513377996117,1.2248766406189477
2015-02-28,POMRB,2.845,0.67,3.196875,3.3237500000000013,3.0693890153411765,2.799468568381868,2.4473669276865,2.523770397891578,1.065,1.2950000000000013,1.004088709043933,1.5905031467105366,2.0479622236177106,1.594931632540224
2015-05-31,PREMON,3.7,1.06,3.3362500000000006,3.120000000000001,3.321633409204706,3.3481349736606263,4.550654516627544,3.3289457041811863,1.3575,0.7850000000000014,1.0264532254263599,1.5404926330893656,2.8339777781387845,2.648054135335013
2015-08-31,MONSOON,3.55,3.0,3.3656249999999996,3.273750000000001,3.4129800455228234,3.5922209017049758,2.9244644694436297,3.829998035775848,1.6645833333333333,1.3450000000000015,1.815871935255816,1.6712211261525702,0.41188038401463967,0.8072585341749332
2015-11-30,POMKH,3.5,0.75,3.53625,3.3987500000000015,3.4477880273136945,3.6588819024453336,3.0225392623440697,3.727640680351018,2.7016666666666667,1.3700000000000014,1.3895231611534895,1.5856421788800177,0.8899668579809863,1.01904150185768
2016-02-29,POMRB,2.58,3.026666666666667,3.58625,3.332500000000001,3.1006728163882165,2.930847375270312,2.482493821485969,2.9017910160028326,3.256666666666667,1.9591666666666683,2.0443805633587604,1.7146401915375915,1.9527338370126803,1.05169889306949
2016-05-31,PREMON,5.33,7.0,3.3075,3.740000000000001,3.99240368983293,4.8778450752691755,4.570829537202492,5.006831367344142,3.0629166666666667,3.444166666666668,4.026628338015256,2.192531247185212,3.177563037055874,1.9689443807709703
2016-08-31,MONSOON,2.32,1.5,3.24875,3.432500000000001,3.323442213899758,3.5111814591009805,3.034943196332437,2.563863464709689,3.1577083333333333,3.069166666666668,3.0159770028091537,2.127111570012037,1.7570513964148797,2.2078217280309635
2016-11-30,POMKH,2.5,0.7,3.213125,3.182500000000001,2.994065328339855,2.725473692293855,3.0641668891545493,2.698262981179149,2.8875,3.056666666666668,2.089586201685492,1.995072249798781,1.7259399491969798,1.2754112123436085
2017-02-28,POMRB,3.11,3.835,3.188125,3.315000000000001,3.040439197003913,2.7833885596520305,2.4680907704206603,2.9460634914841948,2.6100000000000003,3.258750000000001,2.787751721011295,2.1598135996333374,2.630145051173078,2.0756821434678097
2017-05-31,PREMON,4.5150000000000015,4.03,3.3275,3.1112500000000014,3.6302635182023484,4.11776774909596,4.585483310674007,4.442338095824285,2.71,2.516250000000001,3.284651032606777,2.327111254592328,3.878405275443603,3.819673853585301
2017-08-31,MONSOON,2.935,2.25,3.2025,3.2650000000000015,3.352158110921409,3.585477098868138,3.0038232264088416,2.989830745756426,3.111875,2.703750000000001,2.8707906195640662,2.3174119932391437,1.8009260118947603,2.511404853165679
2017-11-30,POMKH,3.0,0.75,3.1168750000000003,3.3900000000000015,3.2112948665528456,3.2098547950321312,3.0668977731272964,3.044577840501719,3.87875,2.7162500000000014,2.02247437173844,2.1724136038849577,1.896189245258304,1.3604984962613096
2018-02-28,POMRB,1.61,7.0,3.141875,3.0150000000000015,2.570776919931707,1.9988888143228634,2.498321259578375,2.4483054942753535,4.15625,3.507500000000001,4.013484623043064,2.6082108415185243,2.7788734294023474,3.306995371408134
2018-05-31,PREMON,5.33,7.0,3.0025000000000004,3.2187500000000018,3.6744661519590247,4.62968120055106,4.532072186993805,5.527772517692871,4.164615384615384,4.250000000000001,5.208090773825839,3.0039350449452575,4.5669533105001605,5.122776988965199
2018-08-31,MONSOON,2.32,1.5,,3.0650000000000017,3.1326796911754147,3.6304122690263956,2.9954917615454186,2.1707606067499343,,4.062500000000001,3.7248544642955035,2.863904036319512,2.8977836328306683,2.574454759247714
2018-11-30,POMKH,2.5,1.5669230769230769,,2.9400000000000017,2.8796078147052486,,3.0243296998428857,2.378667159114027,,4.2667307692307705,2.8616819093465327,,2.6625162734090972,1.6344895283172791
