Date,Season,Nangal Choudhry,Ateli,Kanina,Narnaul,Mahendargarh,Nangal Choudhry_Trend,Nangal Choudhry_SMA,Nangal Choudhry_EWMA,Nangal Choudhry_DES,Nangal Choudhry_TES,Nangal Choudhry_ARIMA,Ateli_Trend,Ateli_SMA,Ateli_EWMA,Ateli_DES,Ateli_TES,Ateli_ARIMA,Kanina_Trend,Kanina_SMA,Kanina_EWMA,Kanina_DES,Kanina_TES,Kanina_ARIMA,Narnaul_Trend,Narnaul_SMA,Narnaul_EWMA,Narnaul_DES,Narnaul_TES,Narnaul_ARIMA,Mahendargarh_Trend,Mahendargarh_SMA,Mahendargarh_EWMA,Mahendargarh_DES,Mahendargarh_TES,Mahendargarh_ARIMA
1996-02-29,POMRB,14.98,27.1,20.64,18.55,19.6,,,14.98,12.563315824398131,14.99,0.0,,,27.1,26.10548994764923,27.11,0.0,,,20.64,20.799284079823913,20.761028209560127,0.0,,,18.55,18.52850807559484,17.77411745177806,0.0,,,19.6,28.071270917883847,19.92387118718942,0.0
1996-05-31,PREMON,16.47,26.26,24.316666666666666,20.69,24.475,,,15.576,13.368659606578387,16.486675900277007,14.978807275996505,,,26.764000000000003,26.017835848254215,26.277451523545704,27.095723838870985,,,22.110666666666667,21.897640141272355,23.075625832835957,20.639941687931536,,,19.406000000000002,18.869492046432367,19.697573637243952,18.54940923063134,,,21.55,32.5458746475846,23.103604143954772,19.598821793448835
1996-08-31,MONSOON,6.234999999999999,26.02,20.06,16.1,24.55,11.791875000000001,,11.839599999999999,11.998791911137653,6.255440143952242,15.090172952461572,25.8675,,26.466400000000004,25.892659518132092,26.042560830564522,26.870637802017903,20.945416666666667,,21.290399999999998,21.341867440885196,21.006135878277767,23.048899328973015,17.22041666666667,,18.083600000000004,18.04117216405819,17.38212026152838,19.224186266684978,21.97,,22.75,35.38503544364025,24.62453146776386,22.075311191995503
1996-11-30,POMKH,12.925,25.09,19.24333333333333,11.43,19.426666666666666,10.015625,12.6525,12.27376,12.214742065434006,12.946798274752261,15.502019608217214,25.411250000000003,26.1175,25.915840000000003,25.567625458019357,25.115594567992037,26.4740631480338,20.206666666666667,21.064999999999998,20.471573333333332,20.70517062039109,20.4773531179274,20.73703821571983,17.829166666666666,16.692500000000003,15.422160000000002,16.31190885332165,19.48872880826286,19.361031653028153,21.952708333333334,22.012916666666666,21.42066666666667,34.159112182905076,20.3519240438251,22.942538715286936
1997-02-28,POMRB,8.095,25.1,19.683333333333334,22.77333333333333,19.256666666666664,9.49625,10.931249999999999,10.602256,11.436097573957499,14.994447321633142,6.854954033547278,24.910625,25.6175,25.589504,25.32761099914143,27.125276291202482,26.16847969351983,19.47833333333333,20.825833333333332,20.156277333333332,20.400828651139744,20.545093716935487,20.308282129171335,18.836666666666666,17.748333333333335,18.36262933333333,17.690183544064165,15.717278502729446,15.613972288178473,22.47783333333333,21.92708333333333,20.55506666666667,31.712070903679006,20.51064931700825,21.17633676914315
1997-05-31,PREMON,9.145,24.61,19.363333333333333,21.336666666666673,24.68,9.310625,9.099999999999998,10.0193536,11.015950177618208,14.191662047564067,12.489801483225595,23.494583333333335,25.205,25.1977024,25.02649076983953,25.77461184137875,25.538033580116558,19.38416666666667,19.5875,19.83909973333333,20.0914805151181,23.43001862408093,22.61356815744255,21.202708333333334,17.910000000000004,19.55224426666667,18.390067065108774,19.34654313374118,15.123761061672663,23.4855625,21.97833333333333,22.20504,31.05117969497578,24.308160375870266,22.472818521377526
1997-08-31,MONSOON,9.405,23.665,19.186666666666667,23.513333333333332,28.546,8.068124999999998,9.892499999999998,9.77361216,10.72878042257072,1.8039522001656287,6.434576832543489,22.168541666666666,24.616249999999997,24.58462144,24.566450276681643,25.15389258564524,25.265462667377456,19.42375,19.369166666666665,19.578126506666663,19.822961248126337,18.9561886872183,18.522113126394068,21.27166666666667,19.763333333333335,21.136679893333334,19.43277869088845,17.30208236498746,21.99954167793763,24.494520833333333,22.97733333333333,24.741424000000002,31.6041508236093,25.091336715100287,22.872856306201275
1997-11-30,POMKH,8.27,16.116666666666664,19.363333333333333,22.945,23.4925,7.748124999999999,8.728749999999998,9.172167296000001,10.273599890033074,10.1976216889968,8.651740477723068,22.562916666666666,22.37291666666666,21.197439530666664,22.34310630861441,23.709241721967498,24.85060068635353,19.293541666666666,19.399166666666666,19.49220923733333,19.691859106743756,18.540560347137333,19.033929397407718,20.059791666666666,22.642083333333332,21.860007936000002,20.084901674357482,21.4440261469333,22.599804800640875,24.234625,23.993791666666663,24.2418544,29.556207400122695,20.868847111199837,22.115346995259404
1998-02-28,POMRB,2.81,23.465,19.88,11.81,23.2625,8.776875,7.407499999999999,6.627300377600001,8.83007543542662,6.6035820367314235,9.547756491948256,23.172916666666666,21.964166666666664,22.104463718399998,22.514584057679265,23.266252897712842,23.90155132266447,18.846041666666668,19.44833333333333,19.647325542399997,19.760849152822512,19.2817721613426,19.617099819111925,18.655416666666667,19.90125,17.8400047616,17.943394363731482,20.26916408824621,21.120640190073924,22.32616666666667,24.99525,23.85011264,27.460509165968638,21.30391209864543,22.288194573065486
1998-05-31,PREMON,11.87,29.4,18.125,22.605,18.595,9.877499999999998,8.088749999999997,8.724380226560001,9.454117682142863,7.666516195970595,7.081829748031383,24.11270833333333,23.161666666666665,25.022678231039997,24.120790519226095,22.07438715554717,19.606872732343312,18.230416666666667,19.138749999999998,19.03839532544,19.26625336229107,20.759904014427466,19.524888797751043,15.486875,20.218333333333334,19.746002856959997,18.881027044527006,19.684214478589205,19.44667928961872,19.901354166666668,23.473999999999997,21.748067583999998,23.773232738481585,26.17658072043308,24.260686181703424
1998-08-31,MONSOON,14.91,23.755,16.845,11.01,19.363333333333333,11.613124999999998,9.464999999999996,11.198628135936001,10.556380821140419,6.788034562317815,4.285024630921021,25.125625,23.184166666666663,24.515606938623996,23.913131688506283,23.120868316968004,22.061166203555985,17.777083333333334,18.55333333333333,18.161037195264,18.528690359764,18.948808737033193,18.685023394589226,13.712500000000002,17.0925,16.251601714175997,16.846094581822715,17.892538348301578,14.691773553815237,18.0396875,21.178333333333327,20.794173883733333,21.17596020526919,27.346784817293713,24.615617988743068
