Date,Season,Manu,Ambasa,Salema,Manu_Trend,Manu_SMA,Manu_EWMA,Manu_DES,Manu_TES,Manu_ARIMA,Ambasa_Trend,Ambasa_SMA,Ambasa_EWMA,Ambasa_DES,Ambasa_TES,Ambasa_ARIMA,Salema_Trend,Salema_SMA,Salema_EWMA,Salema_DES,Salema_TES,Salema_ARIMA
1996-02-29,POMRB,4.8260000000000005,3.24,3.4566666666666666,,,4.8260000000000005,5.892176092503749,4.8260000000000005,0.0,,,3.24,0.5192016976883576,3.25,0.0,,,3.4566666666666666,3.389001789107762,4.123522365571856,0.0
1996-05-31,PREMON,5.504,1.11,2.8800000000000003,,,5.097200000000001,6.38957451635143,5.504,2.874376681258081e-07,,,2.388,0.22610892740476857,1.1294459833795016,4.922681873858343e-12,,,3.226,3.2905745792301713,3.415766480991909,3.4566644123410617
1996-08-31,MONSOON,4.371666666666667,0.8699999999999999,2.7916666666666665,4.779166666666667,,4.806986666666667,6.006078451354213,4.371666666666667,3.2781948668546345e-07,2.0825000000000005,,1.7807999999999997,0.1295944671902212,0.8983409427490583,3.432917485303844e-12,4.0225,,3.0522666666666667,3.1931481811811264,2.9852614891016014,3.1001409780371185
1996-11-30,POMKH,4.415,2.35,5.08,4.779166666666667,4.779166666666667,4.6501920000000005,5.558102418430872,4.415,1.324283368249671e-07,2.205,1.8925,2.00848,0.27094906371092486,2.386689239595705,6.175772365478415e-12,4.739166666666667,3.5520833333333335,3.86336,3.366789243714218,5.265776025795727,3.0379065828798337
1997-02-28,POMRB,4.8260000000000005,4.76,7.22,4.779166666666667,4.779166666666667,4.7205152,5.32627757419677,4.8260000000000005,4.825999824547253,2.10125,2.2725,3.109088,0.7811786940394774,3.281864941207776,2.6352256403465693,4.890625,4.492916666666667,5.206016,3.7685839830104095,4.302046855858442,3.8330704965289066
1997-05-31,PREMON,5.504,0.57,4.85,4.779166666666667,4.779166666666667,5.033909120000001,5.454986673209204,5.504,5.503999499321853,1.99875,2.1375,2.0934527999999997,0.5922503901139878,1.241008588268905,0.902808784194112,4.782083333333333,4.985416666666667,5.0636095999999995,3.8616174274383104,4.259571493236873,4.450615579018218
1997-08-31,MONSOON,4.371666666666667,0.58,2.033333333333333,4.779166666666667,4.779166666666667,4.7690121386666675,4.977278859176883,4.371666666666667,4.371666409593926,1.765,2.0650000000000004,1.4880716799999998,0.46726190521827754,0.975325668566916,0.7076068849090092,4.559583333333332,4.795833333333333,3.851499093333333,3.625038697599964,4.230185954111038,3.8712984175109657
1997-11-30,POMKH,4.415,1.82,4.97,4.779166666666667,4.779166666666667,4.6274072832,4.623968324558328,4.415,4.414999835019839,1.79,1.9325000000000006,1.620843008,0.577822350685884,2.4432011498218458,1.9113519304989823,4.217499999999999,4.768333333333333,4.298899455999999,3.7474151909867164,6.22893879668637,4.191125419407361
1998-02-28,POMRB,4.8260000000000005,3.42,5.55,4.779166666666667,4.779166666666667,4.706844369920001,4.581453698528211,4.8260000000000005,4.826000115171388,2.0549999999999997,1.5975000000000006,2.3405058048000003,0.9780781271489096,3.705560180255776,3.5161198699688105,4.27375,4.350833333333333,4.7993396736,3.925046747702548,6.452544817587288,5.829375496723612
1998-05-31,PREMON,5.504,2.11,3.7833333333333337,4.779166666666667,4.779166666666667,5.025706621952001,4.930005376979084,5.504,5.503999987106398,2.1425,1.9825000000000004,2.24830348288,1.133939601479034,1.0008424655450687,0.8273691005703452,4.374305555555555,4.0841666666666665,4.392937137493334,3.884329084372661,4.70719805749557,4.431025475341274
1998-08-31,MONSOON,4.371666666666667,1.16,3.55,4.779166666666667,4.779166666666667,4.7640906398378675,4.659869538408225,4.371666666666667,4.371666720166471,1.8712499999999999,2.1275000000000004,1.8129820897279998,1.116201084639444,0.9008606656194014,0.6958633130408867,4.014861111111111,4.463333333333333,4.055762282496,3.821480252141144,3.097428464592513,2.7802675562699655
1998-11-30,POMKH,4.415,1.94,4.257777777777778,4.779166666666667,4.779166666666667,4.62445438390272,4.475182346959438,4.415,4.4149999352366995,1.6224999999999998,2.1575,1.8637892538368,1.2448341203049682,2.344487393066969,1.9697228358423786,3.8173611111111114,4.285277777777778,4.136568480608711,3.846178616620171,5.85450344347297,4.690325835688628
1999-02-28,POMRB,4.8260000000000005,1.13,3.3866666666666667,4.779166666666667,4.779166666666667,4.705072630341633,4.557220191055456,4.8260000000000005,4.825999829371108,1.6175000000000002,1.5850000000000004,1.5702735523020799,1.2224666219139897,3.7090893674971097,3.7923822465723456,3.721111111111111,3.7444444444444445,3.836607755031893,3.7695681303151547,6.108504125393098,4.745778022457877
1999-05-31,PREMON,5.504,2.41,4.366666666666666,4.779166666666667,4.779166666666667,5.02464357820498,4.992658659743797,5.504,5.5039998255644464,1.5233333333333334,1.6600000000000006,1.906164131381248,1.4391325178584715,1.246216108321592,0.9949986798530771,3.4419444444444443,3.890277777777778,4.048631319685802,3.8129355521321044,3.9533773440190365,3.434147939993998
1999-08-31,MONSOON,4.371666666666667,0.82,2.1966666666666668,4.779166666666667,4.779166666666667,4.763452813589655,4.766139555457925,4.371666666666667,4.371666518054738,1.8904166666666666,1.5750000000000006,1.4716984788287488,1.3544321908799166,0.9210972398244,0.741899572499542,3.3152777777777778,3.5519444444444446,3.307845458478148,3.6049263410166743,3.0684441719888715,3.876130219965228
1999-11-30,POMKH,4.415,1.5266666666666666,3.3777777777777778,4.779166666666667,4.779166666666667,4.624071688153792,4.592589282284621,4.415,4.414999935394277,2.0754166666666665,1.4716666666666671,1.493685753963916,1.3994991663679226,2.165804509858882,1.880223104460225,3.4315277777777777,3.331944444444444,3.3358183861979995,3.5525861574485864,4.608898435626747,3.6054728326023047
2000-02-29,POMRB,4.8260000000000005,4.48,3.2533333333333334,4.779166666666667,4.779166666666667,4.704843012892276,4.665968697627983,4.8260000000000005,4.826000028061226,1.8429166666666668,2.309166666666667,2.68821145237835,2.0151184405076745,2.939821756637836,3.1699623510526616,3.6472569444444445,3.2986111111111107,3.302824365052133,3.4917939433937626,4.321898914966534,3.36023509537648
2000-05-31,PREMON,5.504,0.54,5.43,4.779166666666667,4.779166666666667,5.024505807735366,5.082253906265259,5.504,5.503999972921202,1.8595833333333336,1.8416666666666668,1.8289268714270097,1.8695706518085764,1.6841583902047683,1.535478757715418,3.6482638888888888,3.564444444444444,4.15369461903128,3.6862922593197074,3.724789875914099,3.9556469109580665
2000-08-31,MONSOON,4.371666666666667,0.83,2.859166666666667,4.779166666666667,4.779166666666667,4.763370151307886,4.831200783897189,4.371666666666667,4.371666672657118,1.605,1.8441666666666667,1.429356122856206,1.7642291072683887,0.9037519148421844,0.8629264231696036,3.509375,3.7300694444444438,3.635883438085435,3.5689336122144804,2.4453402725894025,3.344814253329667
