Date,Season,Dod Ballapur,Hoskote,Nelamangala,Devanhalli,Dod Ballapur_Trend,Dod Ballapur_SMA,Dod Ballapur_EWMA,Dod Ballapur_DES,Dod Ballapur_TES,Dod Ballapur_ARIMA,Hoskote_Trend,Hoskote_SMA,Hoskote_EWMA,Hoskote_DES,Hoskote_TES,Hoskote_ARIMA,Nelamangala_Trend,Nelamangala_SMA,Nelamangala_EWMA,Nelamangala_DES,Nelamangala_TES,Nelamangala_ARIMA,Devanhalli_Trend,Devanhalli_SMA,Devanhalli_EWMA,Devanhalli_DES,Devanhalli_TES,Devanhalli_ARIMA
1998-08-31,MONSOON,9.935,5.32,7.8900000000000015,6.369999999999999,8.297708333333334,9.005,9.312529576704001,9.39794871713128,10.051703216156682,9.006612401042501,5.822604166666667,6.737500000000001,6.685900266496,6.8806936304954815,8.494403564090957,7.503548144224843,8.904375000000002,9.35125,9.341571689472,9.366800713113006,10.128072341328767,10.548794204192479,6.578437500000001,6.819999999999999,7.081822978048001,7.031087893359124,7.5185570756259015,7.522571912464037
1998-11-30,POMKH,6.172500000000001,3.3266666666666667,7.4125,5.6750000000000025,7.857395833333333,8.589375,8.0565177460224,8.659599574300213,8.146875338019791,8.806658863745282,4.711666666666666,6.469166666666668,5.342206826564266,5.856841716513261,6.536181411226453,7.104130806746573,8.6459375,8.954375,8.5699430136832,8.99671411944356,8.282480495095669,8.727333374547662,6.6049999999999995,6.553749999999999,6.519093786828801,6.464687635395325,6.589297038455083,7.04148855852315
1999-02-28,POMRB,7.51,4.4975000000000005,8.7725,6.7624999999999975,7.9959375,8.006041666666667,7.837910647613441,8.40934209390219,8.11429885494265,8.36142258042556,4.252291666666667,5.176041666666668,5.00432409593856,5.471557923633595,6.975519543507495,5.32765437845652,8.613750000000001,8.854375000000001,8.650965808209921,8.904942622384128,9.047219095886202,8.943077335269818,7.155208333333333,6.603124999999998,6.616456272097279,6.578672078448856,6.098653801179063,6.4711234792382575
1999-05-31,PREMON,7.2175,3.845,9.675,7.62,8.26625,7.70875,7.589746388568065,8.148507641302407,10.244311282312974,8.102417083867092,4.620625,4.247291666666668,4.540594457563136,5.007525562320241,6.058119187699525,4.964609023295112,9.162187500000002,8.4375,9.060579484925952,8.972364667303943,10.278148741924255,9.283414150064537,7.8801041666666665,6.606874999999998,7.017873763258367,6.998046565581328,7.330761346339424,6.592741983699445
1999-08-31,MONSOON,12.2325,5.36,9.3,10.756666666666666,8.141458333333333,8.283125,9.44684783314084,9.132098759695035,9.013090301938274,8.416383234722607,5.052395833333334,4.257291666666668,4.868356674537882,5.120214364069897,6.20258888395597,4.879136529788719,9.3298125,8.79,9.156347690955572,8.968784702193254,9.219396533156122,9.524874579804564,8.124479166666667,7.7035416666666645,8.513390924621685,8.533512391549177,7.0622580504385635,7.021511622819297
1999-11-30,POMKH,6.0375000000000005,6.2333333333333325,10.39,7.0875,8.948354166666666,8.249375,8.083108699884503,8.423983350592037,7.915877428434845,8.421886763592582,6.663958333333333,4.983958333333334,5.4143473380560625,5.455137128544149,4.8663697535653565,5.554944533777823,8.874208333333334,9.534374999999999,9.649808614573343,9.139692615098696,7.902396394103654,9.291717912509046,8.521875,8.056666666666663,7.943034554773011,7.928207157074954,8.256637542696591,8.580536016260778
2000-02-29,POMRB,6.6466666666666665,5.045,7.136,7.305,10.231354166666666,8.033541666666668,7.5085318865973685,8.025016643011302,7.906540372255942,8.622012226845307,8.883958333333334,5.120833333333334,5.266608402833638,5.346115529122685,6.526466711266156,5.27307633241726,8.768916666666668,9.12525,8.644285168744005,8.763139889153036,9.432568051853162,9.883771677738668,8.699791666666666,8.192291666666664,7.6878207328638055,7.661809400332131,7.654246793155122,7.9573546060503535
2000-05-31,PREMON,14.536,16.19,7.666666666666668,10.256666666666666,11.062770833333335,9.863166666666668,10.31951913195842,9.581060289561416,9.877849512400573,7.794927512884159,9.487499999999999,8.207083333333333,9.635965041700183,8.521648939255716,5.874893172224411,5.1889063128008495,8.404166666666667,8.623166666666666,8.25323776791307,8.533665401222713,10.202574015706237,8.231888497467354,8.695625,8.851458333333332,8.71535910638495,8.718179691203627,8.442113255219382,7.685066974487082
2000-08-31,MONSOON,15.178,10.775,10.466,9.543333333333333,12.020166666666666,10.599541666666667,12.262911479175052,10.92517679964033,10.507024326473928,10.162775586323313,9.701458333333335,9.560833333333333,10.09157902502011,9.19604083484045,9.361221256391213,9.174876354017947,8.100666666666667,8.914666666666665,9.138342660747842,8.788823803304723,8.703208173888324,8.858247705813259,8.985,8.548124999999997,9.046548797164304,9.045940907557142,8.842460188890728,8.758432242052455
2000-11-30,POMKH,9.743333333333334,5.646666666666667,6.306,8.2675,12.361833333333335,11.526,11.255080220838366,10.672814556934293,9.761210369057563,9.702332711374504,9.981250000000001,9.414166666666667,8.313614081678733,8.178082975538999,8.626879923629135,10.114685859616177,8.650333333333334,7.893666666666665,8.005405596448705,8.338016336382484,7.769698824488592,9.797288114825381,9.076666666666666,8.843124999999997,8.734929278298583,8.7142998984388,8.724174949511696,9.086043715568039
2001-02-28,POMRB,10.6,7.343333333333334,8.792,8.44,12.111583333333334,12.514333333333333,10.99304813250302,10.681562075561638,10.202268150198357,9.545055688135417,10.113125,9.98875,7.925501782340573,7.950462109469427,9.127383387597277,8.20877588130758,9.030583333333333,8.307666666666664,8.320043357869224,8.358542088554355,8.399086642641699,7.636215040191881,8.768958333333332,9.126874999999997,8.61695756697915,8.590259928290662,8.43419891081892,8.744390078964893
2001-05-31,PREMON,13.315999999999999,16.13,10.408,9.855,12.131333333333332,12.209333333333333,11.922228879501812,11.329223127469717,12.574854810834559,11.603644223170157,10.3425,9.973749999999999,11.207301069404345,10.353441316169821,8.395096850435124,6.831559812402223,8.8945,8.992999999999999,9.155226014721535,8.63347597713588,9.782217375604285,9.314705726249024,8.535520833333333,9.026458333333329,9.112174540187489,9.098829677133503,9.377753801413656,8.617340081060755
2001-08-31,MONSOON,14.395999999999995,11.89,10.766666666666667,7.4833333333333325,11.481958333333331,12.01383333333333,12.911737327701086,12.080486679615642,12.255790661304015,12.711971429677845,10.102083333333333,10.2525,11.480380641642608,10.822208052962674,11.193165056954866,10.728400468368859,8.6835,9.068166666666665,9.799802275499587,8.92005691302322,9.003626337553175,9.450061757149378,8.312395833333333,8.51145833333333,8.460638057445827,8.423142849040248,9.191691778114302,9.133929487004988
2001-11-30,POMKH,10.683333333333332,6.366666666666666,4.916666666666667,8.459999999999999,10.6085,12.24883333333333,12.020375729953983,11.780119842634745,10.897322121208795,11.58192256496289,8.618541666666665,10.4325,9.43489505165223,9.542948393308293,10.267581592177093,11.974221723588833,8.462666666666667,8.720833333333331,7.846548031966419,8.225847173396941,8.070173639723995,9.709750373397306,7.9498333333333315,8.55958333333333,8.460382834467495,8.427347064064545,8.016958947746016,8.444983781236983
2002-02-28,POMRB,4.465000000000002,4.7,8.493333333333332,6.4625,10.048666666666666,10.71508333333333,8.99822543797239,10.08242532712062,11.290904652651871,11.88871297373135,8.056666666666667,9.771666666666667,7.540937030991338,8.148108067461258,10.522491259385866,9.548002719862954,7.901458333333333,8.646166666666664,8.105262152513184,8.217318033856499,8.31433357439656,7.038961654312407,8.203416666666666,8.06520833333333,7.661229700680497,7.608971334737009,8.121508203676083,8.45125143151119
2002-05-31,PREMON,12.463333333333333,6.904999999999999,8.94,8.931999999999997,10.136000000000001,10.501916666666663,10.384268596116767,10.668799431944185,11.914774355137332,11.482400609797722,11.984583333333333,7.465416666666667,7.286562218594803,7.801238824126896,8.712965327057223,5.99982640561317,8.29375,8.279166666666663,8.439157291507911,8.281462195085226,9.648698130655905,9.282139965068462,8.859458333333333,7.8344583333333295,8.169537820408298,8.142768732594355,8.33504453779781,7.6211624023248605
2002-08-31,MONSOON,10.77,16.62,7.744999999999999,10.435,12.116708333333333,9.595416666666663,10.53856115767006,10.718603523785436,11.549088428207845,11.420381511651705,16.385,8.647916666666667,11.019937331156882,10.39049904152884,8.965508331211312,7.325942747016876,9.555416666666666,7.523749999999996,8.161494374904747,8.144328005497703,8.565883682835102,8.647788264663586,9.7608125,8.572374999999996,9.075722692244979,9.074154008006921,8.201475003631854,8.168295589325647
2002-11-30,POMKH,15.008,33.06,11.076666666666668,10.756666666666666,13.244541666666667,10.676583333333332,12.326336694602034,11.756912990057586,9.483908592611753,10.2996381881119,18.64078125,15.321250000000001,19.835962398694132,17.02751785877541,9.89585430611688,11.885092821543552,9.754583333333333,9.063749999999997,9.327563291609515,8.561446739256878,7.04337028066445,8.337706395129484,10.389833333333332,9.146541666666662,9.748100282013652,9.753773419677772,8.755257308097317,9.11439998120498
2003-02-28,POMRB,15.986,13.21,12.426666666666668,11.376666666666665,12.632250000000003,13.55683333333333,13.79020201676122,12.783512583967243,11.26658069705292,9.779296570977966,19.426562500000003,17.44875,17.18557743921648,15.946638258780952,17.370269730844704,19.02957553823351,9.662708333333333,10.047083333333331,10.567204641632376,9.124797396695634,8.925915643497254,9.911500730008033,10.186458333333333,10.375083333333329,10.399526835874859,10.408010171399807,9.543150768284194,9.799869033294646
2003-05-31,PREMON,9.965,16.441249999999997,6.6,9.05,11.412916666666666,12.932249999999998,12.260121210056733,12.149423211709417,14.685372843606896,12.502296049626327,16.985208333333333,19.8328125,16.88784646352989,16.122244322598213,16.00413530110063,15.071930336080229,9.941250000000002,9.462083333333332,8.980322784979425,8.665202310370221,11.017544395726697,10.191946851564323,9.787916666666668,10.40458333333333,9.859716101524915,9.836433319042476,11.288158253147769,10.45801182377626
2003-08-31,MONSOON,8.37,13.37,9.35,8.690000000000001,10.772583333333332,12.332249999999998,10.704072726034038,11.287025166598053,13.04417001809076,12.167427330585333,16.006354166666668,19.0203125,15.480707878117933,15.350518004163993,16.855545176510525,15.497513371706608,10.070416666666665,9.863333333333333,9.128193670987656,8.72051464354082,9.089219173172204,7.693967508900535,9.764583333333334,9.96833333333333,9.39182966091495,9.352543724964,9.911391897305927,9.870318887714767
2003-11-30,POMKH,7.653333333333332,16.77916666666667,11.7,9.313333333333333,12.396208333333334,10.493583333333333,9.483776968953755,10.456923359661676,10.036058568023822,12.08021040456831,17.839947916666667,14.950104166666666,16.000091393537428,15.797578315675365,14.814327138513692,14.30313008013039,11.024999999999999,10.019166666666667,10.156916202592594,9.141568432631418,7.813294314231544,9.639618886047636,10.659166666666668,9.607499999999996,9.360431129882304,9.324281664304145,8.950193804891205,9.377663172118906
2004-02-29,POMRB,18.218,21.66,12.836666666666664,12.633333333333335,13.876666666666667,11.051583333333333,12.977466181372254,12.313888795711083,9.904627665995143,10.973167903773291,18.61048611111111,17.062604166666667,18.264054836122455,17.539622378124996,16.633905314909974,16.947448630671538,12.309583333333334,10.121666666666666,11.228816388222222,9.674167477623415,9.662421193885342,10.060683669808489,11.432916666666667,9.921666666666663,10.669592011262717,10.67198134711497,9.01970625796485,9.350812409082797
2004-05-31,PREMON,20.722,22.66,13.826666666666668,14.95,15.473583333333332,13.740833333333335,16.075279708823352,14.328061556220648,14.193453432052724,12.24003692602026,18.758784722222224,18.617291666666667,20.022432901673472,19.068495116925305,17.71819993552562,16.498236422326357,12.109270833333333,11.928333333333333,12.2679564996,10.27642330102985,11.67961602755017,10.683621244633954,11.7871875,11.396666666666665,12.381755206757632,12.41611481519706,11.545292153382986,10.720910534027684
2004-08-31,MONSOON,9.456666666666663,13.315555555555555,12.4,8.98,17.105916666666666,14.012500000000001,13.427834491960677,13.213259317091664,15.275418657583252,13.01523784811434,18.55638888888889,18.603680555555556,17.339681963226305,17.42671262719697,19.77121812764762,18.917482067350416,10.840625000000001,12.690833333333332,12.32077389976,10.551243716089958,11.24783054728664,11.244110690439783,12.005416666666665,11.469166666666666,11.021053124054578,10.987959160826135,12.642921502865907,12.486098839377417
2004-11-30,POMKH,19.342,18.02,7.047499999999999,11.8575,17.074166666666667,16.934666666666665,15.793500695176405,14.691702047225965,11.9902237876634,12.668857208704758,17.875138888888888,18.913888888888888,17.611809177935783,17.634019278382873,16.937732156485936,16.196443850603252,9.803541666666668,11.527708333333333,10.211464339856,9.92659214978724,10.175116777131578,10.757288891275849,11.84,12.105208333333334,11.355631874432747,11.331012253853963,10.611113145615786,11.02268107097455
2005-02-28,POMRB,19.588,18.8,7.34,11.835,17.533145833333336,17.277166666666663,17.31130041710584,15.882889184415593,14.215346645472636,16.839644751060444,17.336944444444445,18.198888888888888,18.08708550676147,18.008886990206108,18.521887569627506,17.969161381137408,8.936041666666666,10.153541666666667,9.0628786039136,9.45214768656647,10.42517893531315,8.648672004104867,12.275625,11.905625,11.547379124659649,11.523400396904506,11.067929382252148,11.371127851884989
2005-05-31,PREMON,19.098000000000006,20.07,11.026666666666666,14.425,18.367875,16.87116666666666,18.02598025026351,16.680222317264416,17.79227541244653,16.488022739497218,16.07875,17.551388888888887,18.88025130405688,18.645755928429583,18.33967531975902,16.22245686515632,8.218020833333332,9.453541666666666,9.848393829014826,9.644504330327006,11.015404193420432,9.249346728506474,12.7440625,11.774375,12.698427474795789,12.70080623858193,12.345300815644721,11.56474439691635
2005-08-31,MONSOON,14.7525,11.6,8.26,12.99,18.257958333333338,18.195124999999994,16.716588150158103,16.265820747705995,17.609886131294033,15.031538124083696,14.18,17.122499999999995,15.968150782434126,16.625804349526767,19.536044219546156,18.78653288229923,7.949687499999999,8.418541666666666,9.213036297408895,9.363592284775564,10.096720152868697,10.506020059307115,12.631250000000001,12.776875,12.815056484877474,12.803148191566434,12.861914120233527,12.75859233546156
2005-11-30,POMKH,20.724,9.67,5.4433333333333325,11.595,18.14679166666667,18.540624999999995,18.31955289009486,17.357439557923602,15.04158651160607,16.58124459098747,11.868125,15.034999999999997,13.448890469460476,14.628150088994122,16.307671867843275,15.082181413161738,7.703854166666666,8.0175,7.705155111778669,8.679884152050105,8.342625116034776,8.877622977557913,12.356875,12.71125,12.327033890926485,12.290043872893142,12.492461775089664,12.855180054046897
2006-02-28,POMRB,17.32666666666667,11.96,6.797499999999999,11.195,19.024479166666666,17.975291666666664,17.922398400723587,17.39234992834962,16.86258564258163,18.032242458973485,10.427083333333334,13.325,12.853334281676286,13.878041688035363,15.832561647790296,14.156849402397551,7.574270833333332,7.881875,7.342093067067202,8.32554665568918,8.6447388366519,8.00857217787817,11.909375,12.55125,11.87422033455589,11.824084840687984,12.00920079791065,12.329190922831593
2006-05-31,PREMON,20.47,8.415,9.6025,12.87,19.957041666666665,18.31829166666666,18.941439040434155,18.16091077155018,19.251234286152506,19.376645187192736,10.759583333333333,10.411249999999999,11.07800056900577,12.310704498440836,14.54317229507766,11.374947970935837,8.072291666666665,7.525833333333333,8.246255840240321,8.477443484121203,9.51717899855538,8.56493472527579,11.571875,12.162499999999998,12.272532200733533,12.238530545206865,12.593185018074799,11.85578865288083
2006-08-31,MONSOON,20.402,11.726666666666668,8.6475,10.965000000000002,21.355083333333337,19.73066666666666,19.525663424260493,18.733916557455455,19.047793771724404,17.22642415423016,13.405000000000001,10.442916666666665,11.33746700807013,12.164356424761012,13.643315919163554,12.361890956100567,9.232604166666667,7.622708333333334,8.406753504144193,8.451804694956836,8.61537818234786,9.444533735922805,11.503541666666669,11.656249999999998,11.74951932044012,11.699291637628374,12.319233944787875,12.279112402234558
2006-11-30,POMKH,22.535,12.203333333333333,9.04,10.920000000000002,21.487375000000004,20.18341666666666,20.7293980545563,19.676462058540654,17.499047527610642,20.62847826246383,15.585625000000002,11.076249999999998,11.68381353817541,12.199564124068916,12.020595120675887,11.240640350660502,9.923645833333332,8.521875,8.660052102486516,8.493033772070817,7.28732561517103,8.73382595009192,10.792083333333334,11.487499999999999,11.417711592264073,11.363854300284526,11.29978464009945,11.730612337858132
2007-02-28,POMRB,26.70000000000001,30.59,12.483333333333334,11.323333333333332,21.490875000000003,22.526749999999996,23.117638832733782,21.381773900050167,19.163549672464796,19.794369990723997,16.45072916666667,15.733749999999999,19.24628812290525,17.591174581945726,13.364804300540776,12.222635110456588,10.403020833333334,9.943333333333333,10.189364594825243,9.076765004718137,8.649954449446833,9.136956345071567,10.088333333333333,11.519583333333332,11.379960288691777,11.332440961137301,11.043524987514925,11.392269195564166
2007-05-31,PREMON,12.155,7.23,9.445,7.05,22.334375,20.447999999999997,18.732583299640268,19.256271345833603,23.26429611207613,20.442879016890757,18.59770833333333,15.437499999999998,14.439772873743149,14.601468836308682,17.703164420891053,17.160305071981156,10.705833333333334,9.903958333333334,9.891618756895145,9.079012301967843,10.817412831731707,10.598352091459683,9.951083333333333,10.064583333333331,9.647976173215067,9.557906216740436,12.107232007871145,11.363495914977847
2007-08-31,MONSOON,28.745,19.8325,12.64,11.155,21.430625,22.533749999999998,22.737549979784163,21.542329698374946,20.076445907486956,19.638517067351327,18.672708333333333,17.46395833333333,16.59686372424589,16.156882422306936,15.64429731487692,15.206074297957917,9.798229166666667,10.902083333333334,10.990971254137087,9.590605250264908,9.583290432326871,8.967443028124656,9.576916666666666,10.11208333333333,10.25078570392904,10.20179544584374,9.494302349889052,9.56307702917351
2007-11-30,POMKH,20.94,21.273333333333326,7.4700000000000015,9.632,22.1321875,22.134999999999998,22.0185299878705,21.45252456862043,20.298376267000933,21.242289951391705,19.849374999999995,19.73145833333333,18.467451567880865,17.681900112545094,15.650023403401486,15.938848793776426,9.07375,10.509583333333333,9.582582752482253,9.192593961667272,8.94475728682476,11.057630042830008,9.77925,9.79008333333333,10.003271422357425,9.9543931255763,9.79689997266518,10.227533015203225
2008-02-29,POMRB,21.065,22.12,6.7925,9.618,22.6990625,20.726249999999993,21.637117992722303,21.413193722391913,20.899087731959863,22.332958976709918,23.820729166666663,17.61395833333333,19.92847094072852,19.011911712241414,18.44548515533388,16.426772102805643,8.34125,9.086875,8.466549651489352,8.752471579105597,9.571624092137762,8.18441349881322,10.007125,9.363749999999998,9.849162853414455,9.803225851345179,9.634867205555654,9.97896227146638
2008-05-31,PREMON,23.4025,25.11333333333333,9.34,10.374,21.754166666666666,23.538124999999994,22.34327079563338,21.934682446089774,23.215554897419356,20.346322816301033,25.81791666666666,22.08479166666666,22.002415897770444,20.83001113555695,19.169250805521315,19.56262579317952,7.3184375,9.060625,8.81592979089361,8.791722723566249,10.23162109301062,8.706534185599766,9.649562500000002,10.194749999999999,10.059097712048674,10.025043614846405,10.568482053301645,9.828299490413476
2008-08-31,MONSOON,22.0325,33.72,6.885,9.654,21.481145833333333,21.859999999999992,22.21896247738003,22.011060356027016,22.762328530660646,23.95825244541782,25.524791666666665,25.55666666666666,26.689449538662267,24.633086107168115,21.48962417251189,21.541811925891544,6.878125,7.621874999999999,8.043557874536166,8.432806190077637,9.107105446336345,9.456634565348299,9.205083333333333,9.819499999999998,9.897058627229203,9.859545394010356,10.087867320102266,10.056070542668587
2008-11-30,POMKH,20.093333333333334,23.36333333333333,5.0425,8.2725,21.060208333333335,21.648333333333326,21.36871081976135,21.61196969079725,20.709073660858206,22.654775759285172,24.209062499999998,26.079166666666662,25.359003056530693,24.310735820584654,23.64057048133281,24.82111600097388,6.4946875,7.015,6.8431347247217,7.8394385082918365,7.265153595074569,8.049900746892492,8.96414880952381,9.479624999999999,9.247235176337522,9.19456193805864,9.471998604146115,9.888249496186887
2009-02-28,POMRB,19.7275,17.685,5.6975,7.421666666666668,20.649895833333332,21.313958333333325,20.71222649185681,21.219757866941638,21.00539912100354,22.260353265999917,21.257708333333333,24.97041666666666,22.289401833918415,22.42447596741082,24.862082919029685,22.954672149261402,6.593749999999999,6.74125,6.3848808348330195,7.448924159997937,7.721521452246789,7.486496160943167,9.264755952380952,8.930541666666665,8.517007772469182,8.454069697175273,8.856294535022023,9.213848507985498
2009-05-31,PREMON,21.3725,19.0225,7.3675,10.642857142857142,19.797916666666666,20.806458333333325,20.976335895114083,21.307360567308457,22.972344621089324,19.66629279773948,18.586291666666668,23.447708333333328,20.98264110035105,21.47545592917947,22.691224624530825,21.84994718143986,7.3843749999999995,6.248124999999999,6.777928500899812,7.3895672525129905,8.553660238577054,7.633877105952212,9.657901785714285,8.99775595238095,9.367347520624365,9.342541687287222,9.168221603289568,8.46580606225095
2009-08-31,MONSOON,20.78,16.2,9.65,11.79,18.9790625,20.493333333333325,20.897801537068453,21.2346767244412,22.086567489993307,21.730861771322544,18.229458333333334,19.06770833333333,19.06958466021063,19.977754519383975,22.44741690365305,19.966641231874437,8.0140625,6.939375,7.926757100539887,7.7041907761875725,7.361998098529845,8.093800884664233,10.063214285714286,9.531755952380951,10.33640851237462,10.336156993046405,9.419514615191096,9.374489867253292
2009-11-30,POMKH,14.53,19.512,8.602500000000001,9.281666666666668,19.3965625,19.102499999999992,18.35068092224107,19.70401372319793,19.893694133259984,19.642705863024236,18.465604166666665,18.104874999999996,19.246550796126378,19.880950991675764,19.669479701563645,18.878138246984552,8.737187500000001,7.829375,8.197054260323933,7.799547871020162,6.5482216110433935,8.90687578949459,10.369773809523808,9.784047619047618,9.914511774091439,9.889401037269543,10.033354023847355,10.38270458394006
2010-02-28,POMRB,18.74,18.681666666666665,7.1750000000000025,9.655,20.3575,18.85562499999999,18.50640855334464,19.52438727306352,19.04062242567888,18.360657745769068,19.849249999999998,18.35404166666666,19.020597144342492,19.569858735385928,20.92293699932227,18.458517936731006,9.3434375,8.19875,7.788232556194361,7.651360566227978,7.979607524196754,8.256672667837258,10.007791666666666,10.342380952380951,9.810707064454864,9.780230519317934,9.614015100885764,9.923140114813659
2010-05-31,PREMON,25.70000000000001,19.915,11.675,10.862,21.294375000000002,19.937499999999993,21.38384513200679,21.02922532166356,21.244149643205635,21.466597795106356,21.143583333333332,18.577166666666656,19.378358286605494,19.708936376956114,20.06868862809212,19.072245477728586,9.611770833333335,9.275625,9.342939533716617,8.245649820862509,9.089737777775817,7.8513851932345435,9.744279761904764,10.397166666666667,10.231224238672919,10.212065083104527,10.57299808545841,9.811220563649615
2010-08-31,MONSOON,24.14,26.376666666666665,10.1925,8.675,22.051875,20.777499999999993,22.486307079204074,21.81443968066398,21.824351108570934,20.21079392662539,21.73395833333333,21.12133333333332,22.177681638629963,21.693692743171614,20.762503880650137,18.84466729237597,10.004166666666668,9.41125,9.682763720229971,8.504916774290821,8.757851993711073,9.988623916604386,9.845142857142857,9.618416666666667,9.608734543203752,9.567162463179255,10.304390979668453,10.249807542589595
2010-11-30,POMKH,18.665,19.69,10.206666666666667,10.288571428571428,21.863437500000003,21.811249999999994,20.957784247522444,21.12419589165713,20.508353437668887,20.77079949819392,22.717291666666668,21.16583333333332,21.18260898317798,21.15136506568186,21.14859960156401,21.320417603179386,9.951354166666667,9.812291666666669,9.892324898804649,8.723467517710969,7.749535247214453,8.835117290602726,9.944892857142857,9.870142857142858,9.880669297350824,9.85118830718758,9.164285367695342,9.592495400171584
2011-02-28,POMRB,20.665,23.22666666666667,8.709999999999999,9.455,20.824875,22.292499999999993,20.840670548513465,21.06715339956779,20.50749508145969,21.410767147275937,22.433333333333334,22.30208333333332,22.000232056573456,21.798531760028293,22.054987933124043,20.25009722667125,9.471666666666668,10.196041666666668,9.419394939282789,8.667018592386594,9.272760118786547,9.408472932385918,10.334267857142857,9.820142857142857,9.710401578410494,9.675583039881074,9.567560429640569,9.883031997907807
