Date,Season,Thanagazi,Reni,Ramgarh,Lachhmangarh,Kotkasim,Umren,Kishangarh Bas,Tijara,Behror,Rajgarh,Bansur,Mandawar,Kathumar,Neemrana,Thanagazi_Trend,Thanagazi_SMA,Thanagazi_EWMA,Thanagazi_DES,Thanagazi_TES,Thanagazi_ARIMA,Reni_Trend,Reni_SMA,Reni_EWMA,Reni_DES,Reni_TES,Reni_ARIMA,Ramgarh_Trend,Ramgarh_SMA,Ramgarh_EWMA,Ramgarh_DES,Ramgarh_TES,Ramgarh_ARIMA,Lachhmangarh_Trend,Lachhmangarh_SMA,Lachhmangarh_EWMA,Lachhmangarh_DES,Lachhmangarh_TES,Lachhmangarh_ARIMA,Kotkasim_Trend,Kotkasim_SMA,Kotkasim_EWMA,Kotkasim_DES,Kotkasim_TES,Kotkasim_ARIMA,Umren_Trend,Umren_SMA,Umren_EWMA,Umren_DES,Umren_TES,Umren_ARIMA,Kishangarh Bas_Trend,Kishangarh Bas_SMA,Kishangarh Bas_EWMA,Kishangarh Bas_DES,Kishangarh Bas_TES,Kishangarh Bas_ARIMA,Tijara_Trend,Tijara_SMA,Tijara_EWMA,Tijara_DES,Tijara_TES,Tijara_ARIMA,Behror_Trend,Behror_SMA,Behror_EWMA,Behror_DES,Behror_TES,Behror_ARIMA,Rajgarh_Trend,Rajgarh_SMA,Rajgarh_EWMA,Rajgarh_DES,Rajgarh_TES,Rajgarh_ARIMA,Bansur_Trend,Bansur_SMA,Bansur_EWMA,Bansur_DES,Bansur_TES,Bansur_ARIMA,Mandawar_Trend,Mandawar_SMA,Mandawar_EWMA,Mandawar_DES,Mandawar_TES,Mandawar_ARIMA,Kathumar_Trend,Kathumar_SMA,Kathumar_EWMA,Kathumar_DES,Kathumar_TES,Kathumar_ARIMA,Neemrana_Trend,Neemrana_SMA,Neemrana_EWMA,Neemrana_DES,Neemrana_TES,Neemrana_ARIMA
1996-02-29,POMRB,14.355,32.42,7.6657142857142855,23.732,8.2275,8.093333333333334,16.39,10.256666666666666,41.5,12.602999999999998,13.795,20.9,12.24,27.64,,,14.355,12.804072530083873,13.29678704859974,0.0,,,32.42,25.994084427441802,22.615434503844885,0.0,,,7.6657142857142855,6.8304843565497695,6.787829361034716,0.0,,,23.732,22.71351958534691,22.00587278214025,0.0,,,8.2275,8.415253286478233,8.1408738347446,0.0,,,8.093333333333334,6.785375862221657,8.124375,0.0,,,16.39,16.60217646516917,16.369976112036653,0.0,,,10.256666666666666,10.333505450087422,9.93352336397292,0.0,,,41.5,31.9938213218859,31.671856694316133,0.0,,,12.602999999999998,11.978822373352108,11.580454499057304,0.0,,,13.795,13.56905332308972,13.805000000000001,0.0,,,20.9,18.772897490648422,18.900695345417756,0.0,,,12.24,9.287514068812673,11.574083794521275,0.0,,,27.64,27.019542342258973,27.11385048646308,0.0
1996-05-31,PREMON,15.34,23.95,8.163999999999998,23.584,10.286666666666667,10.545,18.603333333333328,11.0,26.07500000000001,14.539000000000001,14.3,21.2525,12.986666666666665,27.905,,,14.748999999999999,13.280333168258775,13.88131526324625,14.354851621300599,,,29.032000000000004,25.571692481904854,28.831452992751807,32.419440463793805,,,7.86502857142857,7.240134355792732,8.300392273577923,7.665698952221646,,,23.6728,23.212177459128817,22.650352498071673,23.731927907021007,,,9.051166666666667,9.360958246492483,9.113159640755432,8.227488675706738,,,9.074,7.260178902448155,10.603471837488458,8.093281750640276,,,17.275333333333332,17.740443623174894,17.462816503956546,16.389980145421013,,,10.553999999999998,10.715233583722698,9.76401548707976,10.256642129100317,,,35.330000000000005,32.24060272791611,34.8996627482924,41.49853531440506,,,13.377399999999998,12.692880710888552,14.172594002735774,12.602871822051858,,,13.997,14.033826812198724,14.31745152354571,13.794985719048812,,,21.041,19.1035930428472,20.100944686803196,20.899934337475667,,,12.538666666666666,9.428164977326794,11.604320162170273,12.23997994747351,,,27.746000000000002,27.497154687030203,27.84045347738768,27.639174897955478
1996-08-31,MONSOON,10.475,11.2,2.9311111111111114,17.058,7.3566666666666665,5.9175,16.177500000000002,8.736666666666666,33.0,4.101428571428571,15.05,19.2625,9.87,27.24,13.10375,,13.0394,12.851273125477901,11.72315266511593,14.926211543254118,23.495,,21.8992,22.169996503210378,26.42070633802081,26.741343002397684,6.040855699855699,,5.8914615873015865,5.952102936876218,5.856936559542097,7.951609229681221,21.4175,,21.02688,21.115752709171918,22.472352820849153,23.63049645122153,8.348854166666667,,8.373366666666666,8.568722583625831,8.91383347033055,9.497858881394325,7.844479166666667,,7.811400000000001,6.953884863468562,5.999866734511961,9.955834470237628,16.16208333333333,,16.8362,17.161125459124527,17.33201850724445,17.804649068795538,9.261249999999999,,9.827066666666665,9.815062163214877,10.286308124557713,10.761638649907495,34.56833333333334,,34.398,32.530689820549476,31.566888867722888,32.086856445481416,10.881232142857142,,9.667011428571428,10.337820764145153,9.649668632891883,13.65778931028677,12.78875,,14.418199999999999,14.623338000970369,15.072560830564534,14.112645691263086,19.97375,,20.3296,19.210064897378423,19.637779575030553,21.103664503934677,10.94,,11.4712,9.563296214677722,10.859510555226093,12.760459938934428,27.623125,,27.5436,27.724182197016255,28.31070323070599,27.822234639685437
1996-11-30,POMKH,11.955,31.57,6.31,21.826,7.303333333333333,6.9875,12.6575,7.996666666666666,42.09,11.888,9.82,19.33,9.866666666666667,27.73,12.923125,13.03125,12.605640000000001,12.744868202299646,13.499341438736833,12.849723288201837,22.1925,24.785000000000004,25.767519999999998,24.501796784425984,20.508626931148523,19.319978784672713,5.693348800505051,6.267706349206349,6.0588769523809525,6.067061239848718,5.31726178801472,5.546052909301501,20.6845,21.549999999999997,21.346528,21.54270522684721,20.67692411501958,19.598875778938773,8.221250000000001,8.293541666666666,7.945353333333332,8.100477237606048,8.450715867752447,8.317952069903768,7.5809375,7.885833333333334,7.48184,6.8537719201497564,7.090333728419285,6.252112602048882,15.969479166666666,15.957083333333332,15.16472,15.149340918269699,16.609420021944068,16.852548587313873,8.7775,9.497499999999999,9.094906666666665,8.987578227079338,9.665377830578077,9.459310981458668,34.318125,35.666250000000005,37.4748,32.87753027043373,34.689025335141,33.62259766275292,10.844037698412697,10.782857142857143,10.555406857142856,10.77258238438217,9.555002816900737,9.58728236521619,11.940625000000002,13.241249999999999,12.57892,12.785890846789192,9.845594567992045,14.646756377534949,19.3866875,20.18625,19.929759999999998,19.314371938223186,20.134239324437026,20.20829660642118,10.338333333333333,11.240833333333333,10.829386666666668,9.700029947972528,11.332897952942323,10.880390081017135,27.513749999999998,27.62875,27.618160000000003,28.01236856812692,27.264075039171715,27.41956757892451
1997-02-28,POMRB,14.935,22.1,5.850909090909092,22.672,8.67,7.7625,18.03,8.366666666666665,32.71666666666667,13.389999999999995,10.175,19.2,9.833333333333334,27.595,12.650416666666665,13.17625,13.537384,13.162197122235755,13.667292936593176,13.151011770731685,22.69875,22.205000000000002,24.300511999999998,23.988887135806735,23.206780821587902,29.964658573708867,5.581303661616162,5.814005050505051,5.975689807792208,6.009393469916286,6.3838389680471685,6.138860299468557,20.61525,21.284999999999997,21.8767168,22.12801515804076,22.68324775794027,21.645618625218404,7.647499999999999,8.404166666666667,8.235211999999999,8.45479543454896,8.406799817124302,7.772728111956988,7.573125,7.803125000000001,7.594104000000001,6.90288983376751,8.203537571775852,8.709440031218296,15.412500000000001,16.36708333333333,16.310832,16.69963186808076,15.31182899779602,14.377520362536238,8.4325,9.024999999999999,8.803610666666666,8.73675577218945,10.013690718503618,8.684697994396682,34.069583333333334,33.47041666666667,35.57154666666667,33.167589292890575,33.18049538661965,37.62386144158153,11.538706349206349,10.979607142857141,11.68924411428571,11.501457861984191,11.208275817385756,10.75977587955308,11.01875,12.33625,11.617352,11.843840731349355,13.819223659623534,11.950015150259883,19.0149375,19.761250000000004,19.637856,19.395138948410185,19.55515352156986,19.80344050627432,10.083749999999998,10.639166666666666,10.430965333333333,9.838316009385416,12.362230023241061,11.092097020107335,27.340625,27.617500000000003,27.608896,28.208898139308655,27.698555464356147,27.69469116066653
1997-05-31,PREMON,13.315,23.85,7.19875,18.78,8.823333333333332,8.7675,15.4225,9.02,32.85666666666667,13.454444444444444,11.135,18.256,10.58,27.075,13.272708333333334,12.669999999999998,13.4484304,13.235047341811873,14.35281472536683,14.077382174859435,22.446250000000003,22.180000000000003,24.1203072,24.021249183112754,26.55218426505238,21.999509740139935,5.560192550505051,5.572692550505051,6.464913884675325,6.374657786999416,7.2602341383803894,6.159286658349802,21.122500000000002,20.083999999999996,20.63803008,21.061375585451408,22.702942141110352,21.97504394109628,7.294166666666666,8.038333333333332,8.470460533333332,8.7226536875058,9.4611430658075,8.252249147071469,7.89875,7.358750000000001,8.0634624,7.133328917069071,10.623227973373407,8.354773367785263,15.570937500000001,15.571874999999999,15.9554992,16.248473667919136,17.89814541459691,16.974825477324387,8.344166666666666,8.529999999999998,8.8901664,8.923444845093849,8.995323764859798,8.527343723788894,30.71270833333334,35.16583333333333,34.48559466666667,33.45929208693939,36.386051856868065,34.702039567612466,12.332819444444443,10.708468253968253,12.395324246349205,12.048004963356352,14.22278404075848,12.150352692870236,10.66,11.544999999999998,11.4244112,11.686233064077927,13.400189913984075,10.804402351274522,18.865249999999996,19.012125000000005,19.0851136,19.365103148633555,20.270561003957628,19.52978730192983,10.21375,10.0375,10.490579199999999,9.979973728573356,11.338120229409952,10.8715024561056,27.15,27.410000000000004,27.395337599999998,28.24722091687855,28.232778546756453,27.73448514200421
1997-08-31,MONSOON,10.318333333333333,15.35,3.0,21.308000000000003,4.23,7.6325,14.9025,7.956666666666668,24.23,10.743333333333334,10.84,19.285,10.24,26.685,12.963958333333332,12.630833333333332,12.196391573333333,12.786911964756857,11.318470265508584,12.430269294042024,22.1325,23.2175,20.612184319999997,21.992424538668892,24.714771222454054,19.19583761238559,5.467023358585859,5.5899147727272736,5.078948330805195,5.366779712436789,4.850556166947232,5.022975090192343,21.021500000000003,21.146499999999996,20.906018048,21.316375651775374,20.778442129488578,20.01969356582166,7.319583333333332,7.256666666666665,6.774276319999999,6.799633725176481,8.420062114315533,8.557083252857478,8.140625,7.7875000000000005,7.89107744,7.172298517852229,5.795391248633393,7.5462403047173545,15.429687500000002,15.253124999999999,15.53429952,15.759367909313035,15.765732463238809,15.574688853013587,8.541666666666666,8.334999999999999,8.516766506666666,8.504359901592204,8.995716562725658,9.18811419130238,28.364583333333336,32.97333333333333,30.3833568,33.69866244526189,33.064725512456214,34.28385873643203,12.130319444444442,12.368944444444443,11.734527881142856,11.698252205291634,9.286392609886594,10.191564919798765,10.861249999999998,10.4925,11.19064672,11.469316721572735,13.416699206059043,10.819691327243621,18.46425,19.017750000000003,19.16506816,19.437849917370386,19.10688996152218,18.954992399352754,10.34375,10.13,10.390347519999999,10.122534429320039,9.886917804300953,10.062007380420269,26.910000000000004,27.271250000000006,27.11120256,28.190152671176193,28.271197165297497,27.14291358638777
1997-11-30,POMKH,17.09,25.4,6.072222222222222,21.634,7.603333333333333,7.877499999999999,15.2,8.07,24.00500000000001,11.599,11.16,18.11,10.536666666666667,26.76,11.959583333333333,13.914583333333333,14.153834944,13.563199050175184,13.09214730369541,12.248651782878117,22.46875,21.675000000000004,22.527310592,22.8760667590698,20.343302383577615,25.32252993343114,5.445607638888889,5.53047032828283,5.476257887372006,5.5856228757591015,4.7957442067493545,5.161848619965802,21.4255,21.098499999999994,21.197210828800003,21.599626696171338,21.12053023547779,21.142651953699293,7.175833333333333,7.331666666666665,7.105899125333333,7.244027853412327,6.733385900309315,6.247968639751452,8.381875,8.010000000000002,7.885646464,7.257081192774768,7.075212450488484,6.683326815137738,14.766145833333333,15.888749999999998,15.400579711999999,15.646938287347133,15.204366373281456,14.453599732798326,8.742083333333333,8.353333333333332,8.338059904,8.341378691992357,8.594777875435256,8.52030921996755,28.210833333333333,28.452083333333327,27.832014080000004,33.93729248391274,36.164664572894566,30.419319529900093,11.95573263888889,12.296694444444443,11.680316728685714,11.680039175319546,11.74419716462612,12.196708792283555,10.89375,10.827499999999999,11.178388032,11.474409652658117,7.273971062168728,12.017018491274186,18.1575,18.712750000000003,18.743040896,19.376172578279714,19.667953931127162,19.10368508092663,10.486666666666668,10.297500000000001,10.448875178666666,10.267478781614283,10.803385144323796,10.25191692575847,26.79375,27.028750000000006,26.970721536,28.162028856541877,27.39233043699337,27.359622962002042
1998-02-28,POMRB,7.33,25.76,5.343333333333334,22.056,8.573333333333334,8.807500000000003,14.357500000000002,9.873333333333333,32.01666666666666,12.059000000000001,10.445,17.212,10.203333333333333,26.645000000000003,11.805416666666666,12.013333333333332,11.4243009664,12.553049309461047,14.698539455554258,14.645390363693481,22.374999999999996,22.590000000000003,23.8203863552,23.635633803906558,21.46171430681553,22.53032149118319,5.736388888888889,5.40357638888889,5.423088065756537,5.519502733019038,5.990265968823056,5.608749574837157,22.02175,20.944499999999994,21.54072649728,21.93641393312782,22.898280664781854,21.267267155397263,7.590833333333333,7.307499999999997,7.692872808533334,7.930989680166508,7.626963044038192,6.9712075538242395,8.653749999999999,8.271250000000002,8.254387878400001,7.501524774971364,8.180687466813575,8.416403465931001,14.380520833333334,14.970624999999998,14.9833478272,15.179193056340113,16.091821784007035,15.898323147529622,8.767083333333334,8.729999999999999,8.952169275733333,9.132029962924356,9.435961662314433,8.189854753281198,29.124166666666667,28.277083333333323,29.505875114666665,34.22589737686735,34.61384767663793,28.927653885649384,12.473354166666669,11.963944444444445,11.83179003721143,11.793448169406725,12.494493091470572,12.464003138897661,10.895624999999999,10.895,10.8850328192,11.178400898948542,10.914947193324359,11.443909646270397,18.087375,18.215750000000003,18.1306245376,19.21205321156896,18.875654320864136,18.656159527957435,10.595833333333333,10.39,10.350658440533334,10.413380669939322,12.228578182642394,10.570063691839582,26.79125,26.791250000000005,26.8404329216,28.114185543282787,27.486735751361067,27.219298891393688
1998-05-31,PREMON,12.885,22.88,7.535,22.628,7.77,9.6525,13.786666666666667,9.116666666666667,32.32666666666666,13.388750000000002,11.125,17.79,11.353333333333332,27.095,10.754999999999999,11.905833333333332,12.00858057984,12.654150593285706,13.471646696778373,11.65452475549304,20.631249999999998,22.347500000000004,23.44423181312,23.51802955401161,26.229111407794957,25.01276540160513,5.928298611111111,5.48763888888889,6.267852839453923,6.13280625326209,6.815254762293771,5.917415366983615,22.207500000000003,21.906499999999994,21.975635898368,22.362842974408032,22.619123517068157,21.658105275606825,8.015833333333333,7.044166666666664,7.7237236851199995,7.9535566588291555,8.998788971603885,7.826110610394155,8.8821875,8.492500000000003,8.81363272704,7.884909656705927,10.28166740206545,9.281678948713706,14.0465625,14.561666666666664,14.504675362986665,14.656718946811392,16.213598297448314,14.929002541150629,8.7825,8.754166666666666,9.017968232106666,9.17598499486874,9.315669801029753,8.924475764280393,31.108124999999998,28.14458333333332,30.634191735466665,34.51718889527891,37.814792182993614,31.045007907692007,13.052958333333333,11.947520833333336,12.45457402232686,12.241763841168005,14.555368603428306,12.690190959133734,10.84,10.8925,10.98101969152,11.28711394563699,11.463892116011513,10.926777996048816,17.97475,18.099250000000005,17.994374722559996,19.10660670405062,19.244120589000346,18.005842946216536,10.532916666666667,10.583333333333334,10.751728397653334,10.563676164131262,11.370682624903768,10.66029304890821,26.808125,26.796250000000004,26.942259752960002,28.177181899141882,27.62534745002546,27.041890799515688
