Date,Season,Sahara,Asind,Shahpura,Mandalgarh,Jahazpur,Banera,Raipur,Kotri,Hurda,Suwana,Mandal,Sahara_Trend,Sahara_SMA,Sahara_EWMA,Sahara_DES,Sahara_TES,Sahara_ARIMA,Asind_Trend,Asind_SMA,Asind_EWMA,Asind_DES,Asind_TES,Asind_ARIMA,Shahpura_Trend,Shahpura_SMA,Shahpura_EWMA,Shahpura_DES,Shahpura_TES,Shahpura_ARIMA,Mandalgarh_Trend,Mandalgarh_SMA,Mandalgarh_EWMA,Mandalgarh_DES,Mandalgarh_TES,Mandalgarh_ARIMA,Jahazpur_Trend,Jahazpur_SMA,Jahazpur_EWMA,Jahazpur_DES,Jahazpur_TES,Jahazpur_ARIMA,Banera_Trend,Banera_SMA,Banera_EWMA,Banera_DES,Banera_TES,Banera_ARIMA,Raipur_Trend,Raipur_SMA,Raipur_EWMA,Raipur_DES,Raipur_TES,Raipur_ARIMA,Kotri_Trend,Kotri_SMA,Kotri_EWMA,Kotri_DES,Kotri_TES,Kotri_ARIMA,Hurda_Trend,Hurda_SMA,Hurda_EWMA,Hurda_DES,Hurda_TES,Hurda_ARIMA,Suwana_Trend,Suwana_SMA,Suwana_EWMA,Suwana_DES,Suwana_TES,Suwana_ARIMA,Mandal_Trend,Mandal_SMA,Mandal_EWMA,Mandal_DES,Mandal_TES,Mandal_ARIMA
1996-02-29,POMRB,13.7,2.675,13.404000000000002,9.06,6.9433333333333325,12.665,10.04,7.77,6.716666666666668,7.973333333333333,7.278571428571429,,,13.7,11.773934763337165,12.17688719676106,0.0,,,2.675,8.69110919822922,2.638427239063302,0.0,,,13.404000000000002,11.747528204143538,13.414000000000001,0.0,,,9.06,7.335873370128078,8.861600005000264,0.0,,,6.9433333333333325,6.614934032445882,6.214218791963383,0.0,,,12.665,10.185863644639298,10.604575646781441,0.0,,,10.04,9.955330511706652,9.564589847823376,0.0,,,7.77,5.641612538290098,7.959587709697426,0.0,,,6.716666666666668,21.53535064491216,8.246603513697021,0.0,,,7.973333333333333,11.693663504749471,7.741151120002339,0.0,,,7.278571428571429,6.7858377388832665,7.654297224424578,0.0
1996-05-31,PREMON,11.925,6.0,13.844,14.5875,8.966666666666667,16.0,10.264,15.666666666666664,17.799999999999994,12.2375,8.30875,,,12.989999999999998,11.730118820584186,15.20213391329445,11.375622866689838,,,4.005,13.554426762417629,6.685778545364311,2.1133027176584678,,,13.580000000000002,12.201810865635208,13.862836565096952,13.402709194582586,,,11.271,8.331538214860693,12.416394690046252,9.059959440715607,,,7.752666666666666,7.118703879127251,8.103194220046687,3.0516924320822953,,,13.998999999999999,11.771975912932414,15.278552894488595,7.611261556449207,,,10.1296,10.043741552577373,11.41909979587858,7.0186950159497705,,,10.928666666666665,7.877466459058602,11.135502649282644,7.769951500302722,,,11.149999999999999,31.8518903602406,10.783390734763076,6.716610192921704,,,9.679,15.881120150686115,11.036741393892049,3.639819912990425,,,7.690642857142858,6.81163391458949,7.888107392216822,7.278548826134767
1996-08-31,MONSOON,5.9750000000000005,3.103333333333333,9.243333333333334,4.73,3.43,7.6999999999999975,8.651999999999997,2.73,2.6500000000000004,3.401666666666667,7.315,8.299375,,10.184,9.464856088818491,9.707785385692656,10.74220256542237,4.130625,,3.6443333333333334,13.004339952623939,2.6856784246636938,3.652671489102347,10.742333333333333,,11.845333333333336,11.828612725310478,9.269867583377454,13.843831518719119,8.4721875,,8.6546,7.5458642592922445,7.3585330021846955,13.146078258923193,5.927499999999999,,6.023599999999999,6.301549413842802,6.24646417528203,4.296211422082288,10.441875,,11.479399999999998,10.465479803346362,11.74996558764349,10.133907416527999,9.097571428571428,,9.538559999999999,9.77615938777733,8.388834301593167,8.96513506722417,7.686249999999999,,7.649199999999999,5.271855193893868,7.846569742583238,11.82073377474796,7.847083333333332,,7.749999999999999,14.299671839308461,8.425249513197333,13.012141133327107,7.1868750000000015,,7.168066666666667,13.177162290753033,5.233882928490025,5.874776449513283,7.365321428571429,,7.540385714285715,6.837528146025395,6.06059049434481,7.92307900041842
1996-11-30,POMKH,5.165,3.505,8.672857142857143,5.9325,5.18,7.625,8.195714285714287,5.423333333333335,5.153333333333333,5.9783333333333335,6.78125,7.259375,9.19125,8.1764,7.766405867220013,7.258269486308797,8.099195637330308,4.2375,3.8208333333333337,3.5886,10.747477299816723,2.723080135014694,4.183942453101734,9.860797619047618,11.291047619047621,10.576342857142858,11.363000446730206,8.705984786911676,9.245330694163115,8.118437499999999,8.5775,7.56576,7.049313506250309,7.909382720294891,5.994317798453536,5.7820833333333335,6.13,5.686159999999999,6.046711345931894,5.48059481877691,3.325259667864575,9.489999999999998,10.997499999999999,9.937639999999998,9.530786840083147,10.43360836720993,7.711091562403379,9.177785714285713,9.287928571428571,9.001421714285714,9.468409003778223,8.549194602554355,8.898331929488489,6.709583333333333,7.8975,6.758853333333333,4.484849605773506,6.894571866127018,8.53414180485385,6.183333333333333,8.08,6.711333333333332,6.769964173203366,6.897246882545488,8.15320309109369,6.5190625,7.397708333333334,6.692173333333333,11.891434998813848,6.089204874031234,3.641634679032844,7.21225,7.420892857142857,7.236731428571429,6.863520809411239,6.578956784590719,7.5089060564984536
1997-02-28,POMRB,6.565,5.153333333333333,9.014285714285714,8.2175,5.323333333333333,8.219999999999999,8.517142857142856,6.079999999999999,4.8533333333333335,6.286666666666666,6.8340000000000005,7.326875000000001,7.4075,7.53184,7.248066452946517,8.089721588167638,10.101142581066691,4.152916666666666,4.440416666666667,4.214493333333333,9.037980630208958,2.99946813017371,2.7057805758482316,9.595684523809522,10.193619047619048,9.95152,10.974749118803462,13.43476519443998,15.374721697341167,7.8571875,8.366875,7.826455999999999,7.0222340457969965,8.437590249790125,8.664685278834373,5.953333333333333,5.7250000000000005,5.5410293333333325,5.879287427239283,5.786521514543757,6.479156083436505,9.273749999999998,9.886249999999999,9.250583999999998,9.05080457876631,9.186933202358597,11.143454014626615,9.611440476190475,8.907214285714286,8.807710171428571,9.291725571494572,9.54736949029784,9.379702136736713,6.3875,7.4750000000000005,6.487311999999999,4.347098875160476,7.387389875240056,7.4241065491001725,5.25,7.614166666666666,5.968133333333332,3.9131861380720077,7.4043835121297334,5.995210129879425,6.425416666666667,6.976041666666668,6.529970666666666,10.659034928084644,7.694535371367515,7.273714333300614,6.730375,7.30975,7.075638857142858,6.889612283350341,8.238533815832472,7.21686122770266
1997-05-31,PREMON,10.74,4.376666666666666,11.18142857142857,12.6,9.423333333333334,12.829999999999998,12.428571428571427,9.543333333333333,6.353333333333333,8.581666666666667,7.52875,7.620625,7.111249999999999,8.815104,8.499724498341331,8.626117234504703,6.796716125309053,4.200625,4.034583333333333,4.279362666666667,6.740980355160863,7.9217979216223995,5.549168084566423,9.823749999999999,9.52797619047619,10.44348342857143,10.978468844323976,13.362514354949967,9.455926773950683,8.00875,7.870000000000001,9.7358736,7.822708880482596,11.913023997596058,11.195428666784728,6.025,5.839166666666667,7.093950933333334,6.644774169242783,7.32041666373597,7.701765623525501,9.60125,9.093749999999998,10.682350399999997,10.056632221108357,12.808169768274189,12.483372966662941,10.007559523809523,9.448357142857144,10.256054674285714,9.971003192445792,10.962123638516927,9.220504706728772,7.3025,5.944166666666668,7.709720533333333,5.814951853482665,10.27855952241013,11.784442985792783,5.930416666666666,4.7525,6.122213333333333,4.772331074018716,9.494783630368596,10.060490718864866,6.956666666666667,6.062083333333335,7.350649066666667,10.71483563194093,10.543106545228188,10.374064725515222,6.11459375,7.11475,7.256883314285714,6.915802948303328,8.156844517117023,7.1595827414731374
1997-08-31,MONSOON,7.7,4.05,9.785,4.6275,4.343333333333334,9.14,9.956666666666667,6.276666666666666,6.63,6.308333333333334,4.24,7.903124999999999,7.542499999999999,8.3690624,8.126223362043934,6.1366284428416975,6.225055365411589,3.855,4.27125,4.187617599999999,4.9118285074889485,2.7400603225797404,3.385099067807947,10.039642857142857,9.663392857142858,10.180090057142857,10.747170873382041,8.46205446148208,5.455421740163502,8.139375,7.844375,7.69252416,7.171695477841548,6.573717534680351,7.144643528427852,5.758958333333334,6.067500000000001,5.9937038933333335,6.131539425243771,5.832806132019301,3.620300042964329,10.084999999999999,9.45375,10.065410239999999,9.685880635900796,9.036295987604706,6.6925554735556725,10.493630952380952,9.77452380952381,10.136299471238095,9.991787939491745,8.69754132007533,8.763976733850745,8.113333333333333,6.830833333333334,7.136498986666666,5.849589903851639,5.648083482634986,3.6577520615612906,6.449166666666667,5.7475000000000005,6.325328,6.004339350658676,2.695972956225794,2.1500101110906167,7.266875,6.788750000000001,6.933722773333333,9.334150768133584,3.8783461076444157,2.252655114444937,6.0910803571428564,6.345999999999999,6.050129988571429,6.942093151335055,6.0077165927095315,7.38990130997244
1997-11-30,POMKH,5.79,2.94,9.955714285714283,7.247499999999999,4.84,8.805,10.060000000000002,9.196666666666667,6.616666666666667,7.321666666666666,4.93,8.316875,7.698749999999999,7.33743744,7.177906211677054,6.965113698738098,6.958985877580627,3.725833333333333,4.130000000000001,3.6885705599999996,3.252358264824952,3.14620182518261,3.4831530865272473,10.123214285714285,9.984107142857145,10.090339748571427,10.562387319025934,7.9761609314859445,4.007906457489645,7.832187499999999,8.173125,7.5145144959999985,7.041168603760692,7.253959026269806,5.979621968786091,5.680833333333333,5.982500000000001,5.532222336,5.83981204740333,5.462128750810637,5.154870260789927,10.609375,9.74875,9.561246143999998,9.329367161417395,9.164345939566768,8.785683271920878,10.666488095238096,10.240595238095239,10.105779682742858,10.029914649171074,9.148794508323974,9.165521452458632,8.60375,7.774166666666667,7.960566058666666,7.145648912604142,6.1595871993012565,5.806457839635696,7.103333333333333,6.113333333333334,6.441863466666667,6.718779455781929,5.412451030523824,5.113506669081172,7.588125000000002,7.1245833333333355,7.088900330666666,8.743953523815014,5.895391964425414,6.82065505970604,6.326629464285714,5.883187499999999,5.602077993142857,6.968483300806238,5.599302420982278,6.1339796615884055
1998-02-28,POMRB,8.2,2.953333333333333,9.45857142857143,7.9475,3.535,10.91,10.541428571428574,8.793333333333333,7.540000000000001,7.4250000000000025,8.497142857142856,9.160625,8.107499999999998,7.682462464,7.501045866724445,8.40925933242795,7.493112593023415,4.059166666666666,3.580000000000001,3.394475669333333,2.4909339442657004,3.0142450861126133,3.7536529064989663,10.234732142857142,10.095178571428574,9.837632420571428,10.31039079356477,9.416548926722301,6.23829648210409,8.393125,8.105625,7.687708697599999,7.064175833661389,8.15583039380545,8.793206391684143,6.571666666666666,5.535416666666667,4.7333334016,5.327082365060823,5.6722992631038744,4.859290981848288,11.309375000000001,10.42125,10.100747686399998,9.692678108491744,8.769383250241622,10.05873877135255,10.791934523809525,10.746666666666668,10.280039238217144,10.160995720120075,10.516349929727983,9.834646321637475,9.159166666666668,8.4525,8.293672968533333,8.117397116321929,7.800839490287945,6.977172905682739,7.410000000000001,6.785000000000002,6.88111808,7.975302054529543,7.208383727373182,5.180408517037188,8.320541666666669,7.40916666666667,7.223340198400001,8.311167882702302,7.919693435514311,6.977553658503133,6.725535714285714,6.298973214285714,6.760103938742857,6.994973798331989,6.991591529553331,6.151535189978279
1998-05-31,PREMON,12.415,5.543333333333332,11.405714285714286,10.4125,10.586666666666666,14.335,11.787142857142856,10.753333333333332,8.9,10.013333333333334,7.75,10.581249999999999,8.526249999999997,9.5754774784,9.285485076928227,10.26459106846915,10.538601436336641,4.4470833333333335,3.871666666666668,4.254018734933332,4.019203708330877,7.021310577173574,4.0907042489621634,10.339285714285715,10.151250000000005,10.46486516662857,10.413245507555386,11.594868783356368,10.137096482607575,10.0215625,7.55875,8.777625218559999,7.553561321035207,11.633494237048328,11.294758990018378,7.607916666666666,5.826250000000002,7.074666707626667,6.468354693566507,6.707626541406024,7.981991834258128,12.323125000000001,10.797500000000001,11.79444861184,10.94297497046066,13.471246797025772,14.01075427576268,10.973184523809524,10.586309523809526,10.882880685787429,10.52588420611495,12.239330218366206,11.83304417841048,9.57875,8.754999999999999,9.277537114453333,9.774158274406398,11.277874044571815,10.110907115563762,7.394583333333333,7.421666666666669,7.688670848,9.863922300570318,10.55896240369433,9.966621315702994,9.084416666666668,7.7670833333333364,8.339337452373334,9.32476344749032,11.017163459107293,9.55752149636346,7.1189285714285715,6.354285714285713,7.156062363245715,7.021564992883931,7.80232364732717,7.306890402324559
