Date,Season,Champua,Jhumpura,Kendujhargarh,Saharapada,Patana,Ghatgaon,Anandpur,Banspal,Joda,Harichadanpur,Telkoi,Hatadihi,Ghasipura,Champua_Trend,Champua_SMA,Champua_EWMA,Champua_DES,Champua_TES,Champua_ARIMA,Jhumpura_Trend,Jhumpura_SMA,Jhumpura_EWMA,Jhumpura_DES,Jhumpura_TES,Jhumpura_ARIMA,Kendujhargarh_Trend,Kendujhargarh_SMA,Kendujhargarh_EWMA,Kendujhargarh_DES,Kendujhargarh_TES,Kendujhargarh_ARIMA,Saharapada_Trend,Saharapada_SMA,Saharapada_EWMA,Saharapada_DES,Saharapada_TES,Saharapada_ARIMA,Patana_Trend,Patana_SMA,Patana_EWMA,Patana_DES,Patana_TES,Patana_ARIMA,Ghatgaon_Trend,Ghatgaon_SMA,Ghatgaon_EWMA,Ghatgaon_DES,Ghatgaon_TES,Ghatgaon_ARIMA,Anandpur_Trend,Anandpur_SMA,Anandpur_EWMA,Anandpur_DES,Anandpur_TES,Anandpur_ARIMA,Banspal_Trend,Banspal_SMA,Banspal_EWMA,Banspal_DES,Banspal_TES,Banspal_ARIMA,Joda_Trend,Joda_SMA,Joda_EWMA,Joda_DES,Joda_TES,Joda_ARIMA,Harichadanpur_Trend,Harichadanpur_SMA,Harichadanpur_EWMA,Harichadanpur_TES,Harichadanpur_ARIMA,Telkoi_Trend,Telkoi_SMA,Telkoi_EWMA,Telkoi_DES,Telkoi_TES,Telkoi_ARIMA,Hatadihi_Trend,Hatadihi_SMA,Hatadihi_EWMA,Hatadihi_DES,Hatadihi_TES,Hatadihi_ARIMA,Ghasipura_Trend,Ghasipura_SMA,Ghasipura_EWMA,Ghasipura_DES,Ghasipura_TES,Ghasipura_ARIMA
1996-02-29,POMRB,4.72,2.135,4.35,3.505,3.828333333333333,6.35,6.859999999999999,6.3975,5.1575000000000015,3.49,4.305,2.8625,3.45,,,4.72,1.6654311716249244,4.748958333333333,0.0,,,2.135,3.630612700329934,2.6465544937400547,0.0,,,4.35,9.274679389274604,4.97272252469501,0.0,,,3.505,9.818809386295253,4.226784893960329,0.0,,,3.828333333333333,7.97639833736197,4.501203678596984,0.0,,,6.35,12.143871606177525,7.073126862954753,0.0,,,6.859999999999999,6.240016681706308,6.954597828765443,0.0,,,6.3975,8.643004693262904,6.160980188143006,0.0,,,5.1575000000000015,7.4504139686460364,5.167525823150983,0.0,,,3.49,3.5,0.0,,,4.305,6.895167292090099,4.722093401699832,0.0,,,2.8625,5.820037203533939,3.794582215729058,0.0,,,3.45,2.6379202677368285,3.924655662889681,0.0
1996-05-31,PREMON,6.5200000000000005,3.8950000000000014,7.2200000000000015,7.486666666666667,6.2620000000000005,9.834,7.975,7.71,6.9460000000000015,3.3800000000000003,5.8375,4.609999999999999,6.2620000000000005,,,5.44,1.4943434770581514,6.5763123268698065,0.0,,,2.8390000000000004,2.5957041126927933,3.511068149340475,4.132817857832913e-07,,,5.498000000000001,12.464710384781382,7.151539684756813,9.117765552026061e-07,,,5.097666666666667,14.618066234850387,6.124106801363035,7.6750607642361905e-22,,,4.8018,10.627659425556427,6.170398373745855,6.939310318645926e-07,,,7.7436,15.66717113875781,9.027493480887557,2.0817125779256115e-06,,,7.305999999999999,6.635441445300857,8.099373227296816,6.859980283942537,,,6.922499999999999,9.783840500952552,7.670476468315053,4.198414209448851,,,5.872900000000001,9.078106196879588,6.965462555846827,1.221437983551864,,,3.446,3.398836565096953,3.4899945333630686,,,4.918,8.329878826506537,5.970377905700097,1.0577830374696123e-06,,,3.5614999999999997,7.683722253411756,4.434266913861626,2.8624947925169533,,,4.5748,1.7285667886089968,5.104538800459082,0.777985397357686
1996-08-31,MONSOON,0.455,0.7749999999999999,2.0775,1.933333333333333,1.3166666666666669,2.262,3.515,2.1775,1.5719999999999998,0.63,1.7000000000000002,1.014,1.754,3.854166666666667,,3.446,0.8359368919513749,0.5370706467108146,0.0,2.583125,,2.0134000000000003,1.5995467013606954,0.9786741062557374,8.017894981162113e-07,4.676875000000001,,4.1298,10.220993629270566,2.312994949351553,2.0225935300996026e-06,4.093958333333334,,3.8319333333333336,10.264847416676742,2.00340807796765,5.376423067218478e-22,3.99425,,3.4077466666666667,8.299708236674922,1.8481012191349904,1.1350619869384273e-06,6.386,,5.55096,11.92435838783814,2.5554279525639063,4.490332837318908e-06,6.385625,,5.7896,5.838909001536615,3.969883705578064,7.444230791390203,5.6465625,,5.0245,7.98040708008732,3.8861829326534982,5.338092851444564,4.7445625,,4.15254,7.331857685463462,1.6003846903398005,1.4362915703894334,2.406875,,2.3196000000000003,0.6565342500441216,3.4344370934954824,4.1803125,,3.6308000000000002,6.723918036318324,2.2840121742015094,1.434333882073004e-06,3.0940208333333334,,2.5425,5.968583966898971,1.7004985710063978,3.8610521963269884,3.7785,,3.4464799999999998,0.9166881183528979,2.1705812563054,1.4981672357201843
1996-11-30,POMKH,3.393333333333333,2.4850000000000003,4.260000000000002,3.1733333333333333,3.8366666666666656,6.226,6.76,6.26,4.994,2.255,4.205,3.5483333333333333,2.774,3.992916666666667,3.7720833333333332,3.4249333333333336,0.7980146272828964,3.4995792563292274,0.0,2.8893750000000002,2.3225000000000007,2.20204,1.225509691769656,1.7519931174604246,6.683417266678107e-08,4.929375,4.476875000000001,4.181880000000001,8.733748622330376,3.208577375146266,1.4091537396317134e-06,3.879583333333333,4.024583333333333,3.5684933333333335,6.827389381261089,3.216451415789989,3.3506714608570348e-21,4.08525,3.8109166666666665,3.5793146666666664,7.187518212431296,3.0639531673245246,-1.0633898670176603e-07,6.3585,6.167999999999999,5.820976,10.372016339000147,4.914729973606251,3.173754605033182e-06,6.514999999999999,6.2775,6.17776,5.964889332507538,5.460003809137966,5.933351660325653,5.604791666666666,5.63625,5.5187,7.867323162588923,4.515915046354749,3.5115138915260866,4.869750000000001,4.667375000000001,4.489124,7.082856295178958,5.0306652188586325,0.8814537972267493,2.41,2.43875,2.2937600000000002,2.2881276440545344,2.468158672485433,4.3846875,4.011875,3.86048,6.282938498056197,3.3617719801121484,-1.0471994275792854e-07,3.2100833333333334,3.0087083333333333,2.9448333333333334,5.62371706046468,2.5795436881415377,2.478139569394101,3.6315,3.5599999999999996,3.1774880000000003,0.6964006747381907,2.681217209777014,1.0389676306901532
1997-02-28,POMRB,5.376666666666668,4.22,5.95,4.06,5.295000000000001,8.094,7.725,6.48,5.775,3.235,5.6525,3.545,5.1979999999999995,4.097083333333334,3.9362500000000002,4.205626666666667,1.0824104332602813,4.84428213786155,4.719995988857553,2.9699999999999998,2.8437500000000004,3.009224,1.2744535358479392,2.624498351339601,2.1349992740964647,5.033437500000001,4.876875,4.889128000000001,8.080517568538207,5.031765949921816,4.349999071522379,3.604166666666666,4.163333333333333,3.7650959999999998,4.983069236994247,4.062054801261825,3.5049993657865253,4.019791666666666,4.177583333333334,4.2655888,6.8201311846580515,4.491465480917017,3.828331847522818,6.1057500000000005,6.603999999999999,6.7301856,9.850739975638042,7.192493326267037,6.349998969272737,6.493125,6.49375,6.796656,6.357408140562161,7.139641927029058,6.537291741657964,5.700833333333333,5.656875,5.903220000000001,7.72076562335278,6.295661792990296,6.301682468990617,4.9243749999999995,4.821750000000001,5.0034744,7.039503493416036,5.199907488715725,5.035702976184722,2.465,2.375,2.670256,3.5260283523347153,3.1837954585880697,4.4390624999999995,4.34875,4.577287999999999,6.469790460069576,4.66455416563104,4.304998501905037,3.2340833333333334,3.179333333333333,3.1849,5.041711015179892,3.86428499649697,2.9341045223212294,3.2655000000000003,3.997,3.9856928,0.9945026882947509,3.9752604762783537,3.31332952589943
1997-05-31,PREMON,6.973333333333334,4.26,7.6400000000000015,5.216666666666666,5.5233333333333325,7.87,8.145,7.293333333333332,7.33,3.66,6.125,4.856,3.338,4.01625,4.0495833333333335,5.312709333333334,1.5971831180012597,6.697658547966666,6.519994459184587,2.890625,2.935,3.5095343999999997,1.388410565893348,3.85603907698669,4.315079088526591,4.993125,4.981875,5.989476800000002,8.35524662790481,7.558291793537719,7.46077377987415,3.6833333333333336,3.5958333333333323,4.345724266666666,4.7988568357932655,6.716018659489186,7.486665311989098,3.982083333333333,3.992916666666667,4.768686613333333,6.470030858686406,6.196815518942199,6.574935125143005,5.93525,6.112999999999999,7.18611136,9.099826660613079,9.83321687314995,10.158804512357225,6.301875,6.536250000000001,7.335993599999999,6.846537570205748,8.485365259723306,7.8281345330692975,5.692708333333333,5.552708333333333,6.459265333333334,7.839952507682948,7.782592631241695,7.559555588844725,4.79175,4.917750000000001,5.93408464,7.610662861286139,7.028012151286919,6.838651289154358,2.415625,2.445,3.0661536000000003,3.3888630938331894,3.108340923893784,4.4590625,4.420624999999999,5.1963728,6.733054721629383,6.190889790420668,6.2236777864277695,3.0980416666666666,3.240833333333333,3.85334,5.2356256843523274,4.503969694866918,4.365216646989397,3.2359999999999998,3.266,3.72661568,1.009579111665559,5.394404561096978,6.336140328219768
1997-08-31,MONSOON,0.835,1.055,2.49,2.0,1.5316666666666665,2.204,3.17,3.3625,1.6250000000000002,0.79,1.8475,0.96,1.75,3.7533333333333334,4.144583333333334,3.5216256000000006,1.2154008044177314,0.6735395094864023,0.4549996133326667,2.469375,3.005,2.52772064,1.0517085644981292,1.1852318172623262,0.8123051888167532,4.732500000000001,5.084999999999999,4.589686080000002,5.453574289537154,2.722736374448311,2.2372562328775576,3.8449999999999998,3.612499999999999,3.4074345599999996,2.6207167938696765,1.7787923570040656,1.9333329835056436,3.7435416666666663,4.046666666666667,3.4738786346666664,3.9151393071469456,1.8563370120111435,1.0815862994513519,5.5920000000000005,6.098499999999999,5.1932668159999995,5.413291378129444,2.487347576701481,2.0680468931877667,6.047499999999999,6.450000000000001,5.669596159999999,5.979528777306876,4.292043432701757,4.678745987139251,5.4548958333333335,5.848958333333334,5.2205592,6.263086848200241,3.76963195771399,2.0684110535372398,4.589625,4.931000000000001,4.210450784,5.382535755218853,1.6802239338421288,1.6311938680092097,2.15125,2.485,2.15569216,0.6741771180517584,1.0997527791013213,4.3434375,4.4575,3.8568236799999998,4.720907864018555,2.5177807148556757,1.6691873727644408,2.998125,3.227333333333333,2.696004,3.0990620245712313,1.7702013518269708,1.5988908917836473,3.05,3.265,2.935969408,0.837666603575932,2.007427848062034,1.0684454508704473
1997-11-30,POMKH,2.3666666666666667,1.57,3.5250000000000004,3.74,3.32,4.92,5.5749999999999975,5.01,3.88,1.7,4.2175,2.5140000000000002,2.542,3.2066666666666666,3.887916666666668,3.059642026666667,1.151952470261696,3.6474397388851587,3.3933304496165175,1.855,2.77625,2.1446323840000003,0.9049865789471893,2.1868845986976755,2.358870038891368,4.377187500000001,4.901249999999998,4.163811648000001,4.031150742596662,3.61894125854777,4.344394042062766,3.894166666666666,3.754166666666666,3.540460736,2.828579325691191,3.036934973004943,3.1733327591334017,3.4470833333333335,3.9175000000000004,3.4123271808,3.179568903550342,3.0774943369828476,3.7545958515795297,5.61725,5.7719999999999985,5.0839600896,4.4742887489040255,5.164397422625346,6.072585555299323,5.925624999999998,6.1537500000000005,5.631757695999998,5.807893144686165,5.584997266246093,6.5897924161501855,5.262604166666666,5.536458333333334,5.13633552,5.604508442539967,4.962207491370133,6.679636026029012,4.3815,4.652500000000001,4.0782704704,4.557335081993034,5.1095239196313695,4.744339983181809,1.825,2.3462499999999995,1.9734152960000002,2.3197162565265033,2.2908479250167852,4.220625,4.460625,4.001094208,4.277521274339044,3.5784683546858704,4.063551024531133,2.9952916666666667,2.9687499999999996,2.6232024,2.4873255195475177,2.6492464693167403,3.3298612475436378,3.1790000000000003,3.207,2.7783816447999996,0.8862892713466667,2.5404977036168153,2.497702723518574
1998-02-28,POMRB,4.3,1.765,4.6000000000000005,4.786666666666666,3.9033333333333338,6.654000000000001,6.875,5.8275,5.272,1.6749999999999998,4.715,3.78,3.942,3.1435416666666662,3.6187500000000004,3.5557852160000003,1.416429204689205,5.030299591746831,5.0503497512981195,1.64,2.1625000000000005,1.9927794304000002,0.8517219776358295,3.1661287681172636,3.1687286871038616,4.510000000000001,4.563749999999999,4.338286988800001,3.8018370328899183,5.183684543962435,5.27439572538353,3.8775,3.935833333333333,4.0389431082666665,4.052929052619826,3.989119014851011,3.8980004725706268,3.4202083333333335,3.569583333333333,3.608729641813334,3.145182276901627,4.492285887561745,4.491763297043985,6.1545000000000005,5.411999999999999,5.71197605376,5.034837938293895,6.9922554279077165,6.981867204866912,6.099374999999999,5.94125,6.1290546176,6.006391918752761,6.8774919263022065,6.780169181488345,5.203437500000001,5.373333333333334,5.412801312,5.442190026244762,6.008408599502057,5.751016976788054,4.603375,4.526750000000002,4.55576228224,4.578007989602366,5.343645400585027,5.1861236413934435,1.6724999999999997,1.9562499999999998,1.8540491776,3.4221984777054746,3.105585217622452,4.4815625,4.22625,4.2866565248,4.244392874055218,4.840840971389325,5.024223206973557,3.2324583333333337,3.0274999999999994,3.08592144,2.8868448359852183,3.9339877773961445,3.127822030367571,3.5287499999999996,2.893,3.2438289868799997,1.2241516059011992,3.8216742847317393,4.221350158147476
1998-05-31,PREMON,3.6766666666666663,1.8,6.147500000000001,4.883333333333334,4.543333333333333,9.512,8.02,6.4075000000000015,6.167999999999998,2.61,6.08,4.598333333333334,5.626,3.26375,2.7945833333333336,3.6041377962666665,1.5876231564370038,6.772325888127396,6.748057334224582,1.653125,1.5475000000000008,1.9156676582400003,0.8430554982265254,3.895209725906291,3.782281624180853,4.635,4.190624999999999,5.061972193280001,4.730071080018821,7.371310417400266,7.32672599126186,3.703333333333333,3.8525,4.376699198293333,4.98306734025038,6.264436552684207,5.879256532332044,3.3945833333333333,3.324583333333333,3.9825711184213333,3.636083176015461,6.16337807523336,5.760284944864675,6.3475,5.822499999999999,7.231985632256,7.4801599156243315,8.775635059579201,8.493359749392164,6.253125,5.91,6.88543277056,6.510517212239543,8.049487458927532,7.457254466534005,5.2225,5.151875000000001,5.810680787200001,5.608817706936775,7.337391907722745,6.980210166575748,4.87125,4.236250000000002,5.2006573693439995,5.082166639279093,7.07729500187537,7.011256679591204,1.586875,1.6937499999999996,2.1564295065600003,3.257751820337157,2.938200755580465,4.641875,4.215,5.003993914880001,4.981474635598104,6.146763058241144,5.887783555219666,3.483416666666667,2.963083333333333,3.6908861973333336,3.7962660075040193,4.573672475909929,4.568618416690432,3.5465,3.465,4.196697392128,1.9055734448169332,5.085424629766596,4.593237363441165
