Date,Season,Narwana,Uchana,Jind,Pilukhera,Safidon,Julana,Alewa,Narwana_Trend,Narwana_SMA,Narwana_EWMA,Narwana_DES,Narwana_TES,Narwana_ARIMA,Uchana_Trend,Uchana_SMA,Uchana_EWMA,Uchana_DES,Uchana_TES,Uchana_ARIMA,Jind_Trend,Jind_SMA,Jind_EWMA,Jind_DES,Jind_TES,Jind_ARIMA,Pilukhera_Trend,Pilukhera_SMA,Pilukhera_EWMA,Pilukhera_DES,Pilukhera_TES,Pilukhera_ARIMA,Safidon_Trend,Safidon_SMA,Safidon_EWMA,Safidon_DES,Safidon_TES,Safidon_ARIMA,Julana_Trend,Julana_SMA,Julana_EWMA,Julana_DES,Julana_TES,Julana_ARIMA,Alewa_Trend,Alewa_SMA,Alewa_EWMA,Alewa_DES,Alewa_TES,Alewa_ARIMA
1996-02-29,POMRB,4.529999999999999,15.8925,8.228571428571428,4.0375,5.365,4.776666666666666,8.185,,,4.529999999999999,4.617051595214027,4.192760716071483,0.0,,,15.8925,11.220718251529721,15.9025,0.0,,,8.228571428571428,8.302729933752657,7.576047762562888,0.0,,,4.0375,3.2851016118637912,3.2293317964419863,0.0,,,5.365,5.295536915372228,4.7701975224039455,0.0,,,4.776666666666666,4.807403421792942,4.06783104840569,0.0,,,8.185,6.656960024487034,7.948036692838517,0.0
1996-05-31,PREMON,4.267142857142857,9.607500000000002,7.9075,2.835,5.396666666666667,3.43,8.615,,,4.424857142857142,4.548966872471299,4.917027057411998,4.529977895965965,,,13.378499999999999,11.038037585293397,9.62495152354571,15.892463228936025,,,8.100142857142856,8.347157826067432,7.889354851311919,8.228482946317229,,,3.5564999999999998,3.1541068535953727,4.899202487071801,4.037498514313476,,,5.377666666666666,5.417699660605251,5.731401830544422,5.3649921888505405,,,4.2379999999999995,4.8065408241012,4.964325729739871,4.776663626683714,,,8.357000000000001,7.249483376940763,8.857809135336426,8.184766964382316
1996-08-31,MONSOON,3.5814285714285714,9.53,8.888,2.203333333333333,5.5950000000000015,4.3325,1.96,5.303526785714285,,4.087485714285714,4.31985502622316,4.420033340273678,4.421744966206626,10.4328125,,11.839099999999998,10.871476666837504,9.552560830564529,12.562354486316886,8.090758928571427,,8.415285714285714,8.391823458996738,7.720329022586787,8.035303084677192,2.391770833333333,,3.0152333333333328,2.8553406695878683,3.2093971751769974,3.143752798041403,5.113958333333333,,5.464600000000001,5.572159659519992,5.750278783907112,5.3832117840334055,4.141145833333333,,4.275799999999999,4.81651214896326,4.528863159225935,3.9291775539607485,5.04125,,5.7982000000000005,5.7164660643709855,4.286825016326343,8.26643939342075
1996-11-30,POMKH,9.14625,9.615,7.5920000000000005,1.75,4.85,4.425,2.04,5.282205357142857,5.381205357142857,6.110991428571428,5.597011862640684,4.377783056445451,4.2104965398524685,9.932187500000001,11.16125,10.949459999999998,10.745542554043285,9.640594567992041,11.360190867785297,8.054812499999999,8.154017857142856,8.08597142857143,8.43672808759137,7.387627195628577,8.473452523287824,2.1708333333333334,2.706458333333333,2.5091399999999995,2.5032747372002975,1.9202186993740296,2.7123209123729777,5.09875,5.301666666666668,5.2187600000000005,5.369903026135249,5.949016765908475,5.4852262165796,4.36625,4.241041666666667,4.33548,4.827457690459533,4.021156792233192,4.307869452327041,4.34625,5.2,4.29492,4.585714905482991,4.473233996985291,7.555921191558148
1997-02-28,POMRB,3.908571428571429,10.065,7.7224999999999975,1.52,3.8633333333333333,3.9775,6.914999999999999,5.366925595238095,5.225848214285714,5.230023428571428,5.185552669528969,5.396683042626481,4.806670016837608,10.311875,9.704375,10.595675999999997,10.714579596251799,15.916197343834058,10.760556468991204,7.899374999999998,8.027499999999998,7.940582857142857,8.481873001428347,8.372410419899074,8.086090851375754,2.50375,2.077083333333333,2.1134839999999997,2.1898743280666335,1.7299004896142887,2.5245389978932327,5.1075,4.926250000000001,4.676589333333333,4.851353189358844,4.938763687723901,5.19895491119337,4.858020833333333,4.04125,4.192288,4.832788216575573,4.160533037911929,4.441593911107652,3.8187499999999996,4.8825,5.342952,5.1794180766874724,7.257557179454835,3.202195787626851
1997-05-31,PREMON,4.718,11.43,8.126,3.585,6.776666666666666,6.03,4.325,4.6963824404761905,5.338562499999999,5.025214057142857,5.089686503867122,5.687374368663157,5.741507566268382,9.6575,10.16,10.929405599999999,10.915913240871072,8.14432936579921,10.537977635348888,7.514374999999999,8.082124999999998,8.014749714285713,8.527259488322136,8.338216370089334,7.894601093633765,2.641666666666667,2.2645833333333325,2.7020904,2.6680052936104266,2.7223260702427714,1.8236163791307383,4.776562500000001,5.271250000000001,5.516620266666667,5.694946444996158,5.1931219156262305,4.607983761260147,4.961041666666667,4.69125,4.9273728000000006,4.863008561210623,5.057027719246108,3.8852429399540247,4.436875,3.81,4.9357712000000005,4.86757173874471,7.7077477585260965,3.8881784638055588
1997-08-31,MONSOON,3.8083333333333336,10.745,7.4259999999999975,4.116666666666667,4.285,5.666666666666668,2.03,3.924842261904762,5.39528869047619,4.538461767619047,4.781617323516288,5.114492253954873,5.401980549076498,8.894687499999998,10.46375,10.855643359999998,10.97114877415125,8.649877479625651,10.813536406324353,7.155919642857142,7.716624999999997,7.779249828571427,8.572888832640418,8.502134931688124,8.531369084948143,2.539583333333333,2.742916666666666,3.267920906666667,3.1667804572775347,2.980128138150468,3.163938304824109,4.513125,4.9437500000000005,5.0239721600000005,5.219992835457198,6.023819001302656,5.608587163993116,4.863229166666667,5.024791666666667,5.223090346666668,4.888689756419194,4.621565148732174,5.026193167980836,5.030625,3.8274999999999997,3.77346272,3.965687327548715,0.91731081066823,5.175647262467546
1997-11-30,POMKH,3.555,3.165,5.974,0.94,3.5125,3.915,6.915,3.7635,3.9974761904761897,4.145077060571428,4.486257378385735,4.961183981914235,4.955325131783471,8.94375,8.851249999999999,7.779386015999999,9.754960283699939,9.160797944168408,10.792730200593894,6.738714285714285,7.312124999999998,7.057149897142857,8.61876232826337,7.611276151202928,7.578412253041354,2.3512500000000003,2.540416666666666,2.336752544,2.442453309100345,3.1166839932451182,3.552976601420792,4.103125,4.609375,4.419383296,4.618910737447424,5.55239940160077,4.885071414771206,4.606666666666667,4.897291666666667,4.6998542080000005,4.89286966380432,4.113858781739431,4.956850167048605,5.385625,5.04625,5.030077631999999,4.737107748437356,2.2804926107553527,3.3071042571943803
1998-02-28,POMRB,3.3275,10.4125,6.472857142857142,1.5133333333333334,3.0933333333333333,3.705,6.79,3.677916666666667,3.852208333333332,3.818046236342857,4.207084341687199,4.513421107566117,4.407779941733088,8.749583333333334,8.938125,8.8326316096,9.939293821437838,12.053261087959923,8.496925473772016,6.301214285714285,6.999714285714285,6.8234327954285705,8.664881296293848,8.118048400891116,7.625912898922852,1.6860416666666667,2.5387499999999994,2.0073848597333335,2.1467627343006894,1.5912200330341268,1.8031491349782165,3.99125,4.416875,3.8889633109333337,4.081173441179685,4.143962794589246,4.096045625904539,4.146770833333333,4.8291666666666675,4.3019125248000005,4.894313759657679,4.253235027418167,4.319846068483433,6.383749999999999,5.015,5.734046579199999,5.296311882315646,8.69539775786433,4.3323427900713085
1998-05-31,PREMON,4.008333333333334,11.475,6.038000000000001,2.085,4.266666666666667,4.25,7.29,3.6808333333333336,3.674791666666666,3.894161075139048,4.176288406748376,4.875891648010475,3.9472289152452307,9.37875,8.949375,9.889578965759998,10.271322392925342,7.953148929596974,9.07104203504258,6.041870535714286,6.477714285714287,6.509259677257143,8.711247043240057,8.106660791858708,7.514003474540964,1.2452083333333333,2.1637499999999994,2.0384309158400002,2.1386714021727893,2.671490469643374,2.232695344878934,4.1759375,3.7893749999999997,4.0400446532266665,4.218262258364451,4.40881681311705,4.181757904887174,3.5666666666666664,4.384166666666667,4.281147514880001,4.902232869367362,5.149729708752346,4.399902644005382,7.665625,5.75625,6.35642794752,5.880914833597371,6.989308971108196,6.943243860701008
1998-08-31,MONSOON,3.8333333333333335,9.146666666666668,6.0139999999999985,0.295,5.9,3.7675,7.05,3.7428125,3.6810416666666654,3.869829978416762,4.107821816794917,4.327193868058825,3.714566336974249,10.076458333333333,8.549791666666668,9.592414046122666,10.16274438212493,8.042945966175605,9.790031572159707,5.876794642857142,6.124714285714287,6.311155806354286,8.757860892699389,7.787861563109922,7.661545875508089,1.2045833333333333,1.2083333333333326,1.341058549504,1.5361455680634597,1.964986952640356,2.438612375215434,4.08375,4.193124999999999,4.784026791936,4.954832008335758,4.50919615469199,3.7655116966034186,3.1739583333333337,3.909375,4.075688508928001,4.904101773534301,4.714267138238412,4.604017653811955,8.264999999999999,7.0112499999999995,6.6338567685120005,6.260427884464506,3.87917318585691,4.698963994880068
