Date,Season,Lakhipur,Lakhipur_Trend,Lakhipur_SMA,Lakhipur_EWMA,Lakhipur_DES,Lakhipur_TES,Lakhipur_ARIMA
1996-02-29,POMRB,2.57,,,2.57,2.410218309033624,2.526115722311192,0.0
1996-05-31,PREMON,2.569,,,2.5696,2.4212270871684947,2.5900850201066516,2.569999205150476
1996-08-31,MONSOON,1.7362499999999998,2.1461562499999998,,2.2362599999999997,2.43165980477802,1.6513242961976329,2.5692616036783886
1996-11-30,POMKH,1.71625,2.1838482142857143,2.147875,2.028256,2.44211709294839,1.8464464586210567,2.0710556688509776
1997-02-28,POMRB,2.5562500000000004,2.1951562499999997,2.1444375,2.2394536,2.453236896100856,2.582143030198886,2.4246986276073526
1997-05-31,PREMON,2.884285714285714,2.0989508928571428,2.223258928571428,2.4973864457142856,2.4646419988205577,2.6057180089641814,2.522095249146678
1997-08-31,MONSOON,1.5114285714285711,1.9322098214285715,2.167053571428571,2.103003296,2.4750719469829137,1.7691361887255859,1.9755089990360566
1997-11-30,POMKH,1.1714285714285717,1.7028794642857141,2.030848214285714,1.7303734061714284,2.4852891151088583,1.8087248182770903,1.6658813189306987
1998-02-28,POMRB,1.7671428571428571,1.5389732142857144,1.8335714285714282,1.7450811865599998,2.495986707519405,2.4884196297198686,2.3094400499057754
1998-05-31,PREMON,1.83875,1.6493303571428573,1.5721875,1.782548711936,2.506777814833531,2.5017249665848764,2.454458451707084
1998-08-31,MONSOON,1.2457142857142856,1.924330357142857,1.5057589285714288,1.5678149414473141,2.517169832672733,1.260355899083888,1.39861364972513
1998-11-30,POMKH,2.32,2.1696651785714285,1.792901785714286,1.8686889648683884,2.5283978858544027,1.190962073709784,1.3633911122708187
1999-02-28,POMRB,2.8185714285714285,2.304642857142857,2.0557589285714286,2.2486419503496045,2.5400381317437333,2.1808347068986893,2.3607812202782887
1999-05-31,PREMON,2.75,2.348392857142857,2.2835714285714284,2.4491851702097627,2.5516714841796224,2.4834439856076247,2.3072426532987604
1999-08-31,MONSOON,1.414285714285714,2.3528571428571428,2.3257142857142856,2.035225387840143,2.562358092564908,1.690696660523618,1.6369171809825396
1999-11-30,POMKH,2.501428571428572,2.287142857142857,2.3710714285714287,2.2217066612755145,2.57389138494725,2.041516613981053,1.9269955549021693
2000-02-29,POMRB,2.6728571428571426,2.236071428571429,2.3346428571428577,2.4021668539081658,2.5855953850161195,2.6983112545430705,2.7041712391943484
2000-05-31,PREMON,2.37,2.1383630952380956,2.239642857142858,2.3893001123448996,2.5971189655446794,2.718502779947091,2.486967987606252
2000-08-31,MONSOON,1.385714285714286,2.1678273809523807,2.232500000000001,1.987865781692654,2.607956037743822,1.5819398272869343,1.4722557122532944
2000-11-30,POMKH,1.7483333333333333,2.4004285714285714,2.0442261904761914,1.8920528023489256,2.619102991677735,2.25185085506833,2.2713209442789637
2001-02-28,POMRB,3.661666666666666,2.616075396825397,2.291428571428572,2.599898348076022,2.631711143834115,2.520565695934442,2.360107326085064
2001-05-31,PREMON,3.242,2.8613680555555554,2.509428571428572,2.8567390088456133,2.6440556552141286,2.635338827386811,2.8816123561488745
2001-08-31,MONSOON,2.2388888888888894,3.0629305555555555,2.7227222222222225,2.6095989608629235,2.655702796346652,1.7479762044780083,1.6699712304179144
2001-11-30,POMKH,2.8574999999999995,3.187347222222222,3.000013888888889,2.7087593765177536,2.6678527450632785,2.425380602495277,2.2401661465343703
2002-02-28,POMRB,4.164999999999999,3.3208611111111113,3.125847222222222,3.291255625910652,2.68101834103846,3.55447858877756,3.433420575416862
2002-05-31,PREMON,3.734,3.4644374999999994,3.2488472222222216,3.468353375546391,2.6939139959031184,3.3454403814655285,3.2056190863911724
2002-08-31,MONSOON,2.815,3.5177361111111107,3.392874999999999,3.2070120253278347,2.7061767463820723,2.367804605212867,2.282723065984828
2002-11-30,POMKH,3.43,3.3514722222222226,3.535999999999999,3.296207215196701,2.718941951280867,3.0124467040571603,2.812254599251413
2003-02-28,POMRB,4.018888888888889,3.178847222222223,3.499472222222222,3.585279884673576,2.732192142071291,4.212220951500703,3.993285747792049
2003-05-31,PREMON,2.55,3.1089444444444445,3.203472222222222,3.1711679308041454,2.744402921605517,3.7548009969698333,3.4421634020769467
2003-08-31,MONSOON,2.6180000000000003,3.012868055555556,3.1542222222222223,2.949900758482487,2.756710255968797,2.490307040058667,2.2730486506065093
2003-11-30,POMKH,3.0677777777777773,2.9686944444444445,3.0636666666666668,2.997051566200603,2.769397669817298,3.060367139668644,3.2437541760090847
2004-02-29,POMRB,3.6125,2.8860694444444444,2.9620694444444444,3.243230939720362,2.7825370178575404,3.928335933553579,3.7746335643995144
2004-05-31,PREMON,2.6030000000000006,2.7433472222222224,2.9753194444444446,2.987138563832217,2.794977259182403,3.0301765959808473,2.8376754588064372
2004-08-31,MONSOON,1.904,2.7826875,2.7968194444444445,2.55388313829933,2.8069460473712575,2.4665952831539943,2.558417964374771
2004-11-30,POMKH,2.64,3.0166875000000006,2.6898750000000002,2.5883298829795978,2.8195059239252624,2.852343580617676,2.819434410085584
2005-02-28,POMRB,4.355,3.2737812500000003,2.8755000000000006,3.2949979297877587,2.833385233863901,3.5442065742493165,3.53673086751338
2005-05-31,PREMON,3.7325,3.4828819444444443,3.1578750000000007,3.469998757872655,2.8468552651476164,2.8200803508988077,3.0297108135269486
2005-08-31,MONSOON,2.83125,3.596423611111111,3.389687500000001,3.2144992547235933,2.859707726423063,2.462180459063202,2.5372081658112204
2005-11-30,POMKH,3.3855555555555554,3.510520833333333,3.5760763888888896,3.282921775056378,2.873019853116158,3.1741274468933307,2.9617546218420086
2006-02-28,POMRB,4.517777777777777,3.286302083333333,3.6167708333333337,3.7768641761449375,2.8872220151960137,4.370345344217208,4.169427322314885
2006-05-31,PREMON,2.8825000000000003,3.1667460317460314,3.404270833333334,3.4191185056869626,2.9002649529799136,3.558612090842452,3.498208719424272
2006-08-31,MONSOON,1.8875,2.9946031746031747,3.168333333333334,2.806471103412177,2.9126191743823653,2.666717968740953,2.468762059235077
2006-11-30,POMKH,3.3728571428571428,2.7127628968253967,3.1651587301587307,3.033025519190163,2.926121729076055,3.089556562228508,2.9654565538036035
2007-02-28,POMRB,3.1533333333333333,2.7128844246031742,2.8240476190476196,3.0811486448474312,2.939512464688133,4.273431231584758,4.3598341596233965
2007-05-31,PREMON,1.992222222222222,2.799683531746032,2.6014781746031748,2.6455780757973475,2.9520925949434518,2.8748945846856917,2.6085977287714766
2007-08-31,MONSOON,2.77875,2.8839097222222225,2.824290674603175,2.6988468454784087,2.9653035984425062,1.9001901783186472,2.011675022363629
2007-11-30,POMKH,3.176,3.048385416666666,2.7750763888888894,2.8897081072870456,2.978859135361663,3.0844892813278353,3.530135940707987
2008-02-29,POMRB,4.024,3.0253203914141413,2.9927430555555565,3.3434248643722277,2.993094822835534,3.6525856957168683,3.3571965969071353
2008-05-31,PREMON,2.4373611111111106,2.8332493686868685,3.1040277777777785,2.980999363067781,3.006207487515422,2.6430335391767663,2.698657006257764
2008-08-31,MONSOON,2.1490909090909094,2.759953914141414,2.9466130050505055,2.648235981477032,3.0191558721317397,2.526283212828395,2.5243650369252477
2008-11-30,POMKH,2.269090909090909,2.744379734848485,2.719885732323233,2.496577952522583,3.0322421652798925,3.141117792287865,3.0418079485081053
2009-02-28,POMRB,4.344545454545455,2.6755555555555555,2.800022095959596,3.2357649533317314,3.046917224870459,3.636481253172774,3.4296945504422327
2009-05-31,PREMON,1.992222222222222,2.78165404040404,2.6887373737373736,2.7383478608879273,3.0599030223387667,2.4548250486564487,2.8125000229120087
2009-08-31,MONSOON,2.0436363636363635,2.910241161616162,2.662373737373737,2.460463261987302,3.0729760003436866,2.2172388142850536,2.0661833140572665
2009-11-30,POMKH,3.2233333333333336,3.0784218948943214,2.9009343434343426,2.7656112905257144,3.0869733219191358,2.667892338121567,2.6141212594845826
2010-02-28,POMRB,4.419,3.3401745978694506,2.9195479797979793,3.4269667743154284,3.1019103228373686,4.0930519631771425,4.206638634412921
2010-05-31,PREMON,3.2632135429929536,3.408386719081572,3.2372958099906626,3.3614654817864382,3.116046507866424,2.354374776700322,2.3293544409885114
2010-08-31,MONSOON,2.8666666666666667,3.3381506079704604,3.4430533857482386,3.1635459557385293,3.1299419711606187,2.50358941268287,2.6088193721955255
2010-11-30,POMKH,2.946,3.4582021979246242,3.373720052414906,3.0765275734431174,3.143948758122069,3.359441262379005,3.126347531878906
2011-02-28,POMRB,4.134444444444443,3.593267676767676,3.3025811635260167,3.4996943218436476,3.1588899035419784,4.500902130413946,4.100036458622369
2011-05-31,PREMON,4.508181818181818,3.5674621212121207,3.6138232323232327,3.9030893203789154,3.1741646780878416,2.8672777271917234,2.926707668720482
2011-08-31,MONSOON,2.7022222222222227,3.594156565656566,3.5727121212121213,3.422742481116239,3.1881576869452464,2.934482051104216,3.3047035744553046
2011-11-30,POMKH,2.904,3.590339646464647,3.5622121212121214,3.2152454886697432,3.202353203465322,3.3541212308797426,2.8147295988595338
2012-02-29,POMRB,4.3900000000000015,3.5563360953282834,3.626101010101011,3.6851472932018465,3.2177044846379705,4.507784166621531,4.120174265784683
2012-05-31,PREMON,4.222090909090909,3.5748439078282837,3.5545782828282837,3.8999247395574717,3.2329892113728933,3.7499351706156068,3.9653272883551285
2012-08-31,MONSOON,2.7162847222222224,3.506821180555556,3.558093907828284,3.4264687326233716,3.2472148301688954,2.8170696192031124,2.886316072815985
2012-11-30,POMKH,3.0380000000000003,3.457809816919192,3.591593907828284,3.271081239574023,3.261732791389985,3.172591765233132,2.9478312344475888
2013-02-28,POMRB,3.7118181818181815,3.4866918402777776,3.4220484532828293,3.4473760164716865,3.2768053496854206,4.524801906109633,4.238434236111688
2013-05-31,PREMON,4.508181818181818,3.503875,3.4935711805555565,3.8716983371557387,3.292525490249738,3.874365308554298,3.829315387767678
2013-08-31,MONSOON,2.6612500000000003,3.5348352272727275,3.4798125000000004,3.3875190022934434,3.3069351586680815,2.7369466578691757,3.0642925067958187
2013-11-30,POMKH,3.2305,3.4702102272727275,3.5279375,3.3247114013760664,3.3218214581812826,3.0834341721023706,2.9221708226999183
2014-02-28,POMRB,3.767,3.3954062499999997,3.541732954545455,3.50162684082564,3.3371618987428215,4.211057908512036,3.976334097196056
2014-05-31,PREMON,3.936,3.4670625,3.3986875000000003,3.675376104495384,3.352685625327379,4.22886216544279,4.168634787919102
2014-08-31,MONSOON,2.635,3.511125,3.3921250000000005,3.2592256626972302,3.367303048950638,2.6181663113054525,2.701394267359365
2014-11-30,POMKH,3.83,3.5733749999999995,3.5420000000000007,3.487535397618338,3.382861999580227,3.0745161495650977,3.163946715193176
2015-02-28,POMRB,3.52,3.6927499999999998,3.4802500000000007,3.500521238571003,3.3982497930265345,4.0772999824822325,4.020247387578919
2015-05-31,PREMON,4.680999999999999,3.634,3.666500000000001,3.9727127431426017,3.4145568057723694,4.13530735781383,3.817244410292342
2015-08-31,MONSOON,2.845,3.644,3.7190000000000007,3.5216276458855607,3.4295636709829456,2.8159221522627904,3.100156656595095
2015-11-30,POMKH,3.15,3.742982142857143,3.549000000000001,3.372976587531336,3.444853431862452,3.57906008229699,3.5009525921717186
2016-02-29,POMRB,4.28,3.656160714285714,3.7390000000000008,3.7357859525188015,3.46103904944722,3.8096236354903357,3.4830157130579575
