Date,Season,Manpur,Pali,Karkeli (umariya),Manpur_Trend,Manpur_SMA,Manpur_EWMA,Manpur_DES,Manpur_TES,Manpur_ARIMA,Pali_Trend,Pali_SMA,Pali_EWMA,Pali_DES,Pali_TES,Pali_ARIMA,Karkeli (umariya)_Trend,Karkeli (umariya)_SMA,Karkeli (umariya)_EWMA,Karkeli (umariya)_DES,Karkeli (umariya)_TES,Karkeli (umariya)_ARIMA
1999-08-31,MONSOON,4.22125,4.70625,6.6525,5.29705357142857,5.0353273809523795,5.149053964713165,4.669062653124353,3.8370926058427437,4.316135096510741,5.947447916666667,5.184270833333333,5.147000966027322,4.696681361639732,3.5487268784230808,3.6476164986254216,6.877562500000001,6.147500000000001,6.351578892936807,5.541114977319962,4.4854080203275934,4.2831669561669194
1999-11-30,POMKH,4.5771428571428565,5.927500000000001,7.944,5.14829613095238,5.301696428571427,4.920289521685041,4.6096022098286475,4.433485723371991,4.391647371343437,6.210625,5.745833333333334,5.459200579616393,4.794261787877853,4.698687243937945,4.701870502146015,6.844229166666667,6.947875000000002,6.9885473357620835,5.609291961148568,6.131826604543283,6.310068248146993
2000-02-29,POMRB,4.449999999999998,6.7062500000000025,5.075,5.071837797619048,5.292410714285713,4.732173713011024,4.534968942100381,5.565311889807674,5.4240235419956715,6.26125,6.149062500000001,5.958020347769837,4.94846659949887,6.749459883220725,6.02523049249467,6.701520833333333,6.8072500000000025,6.2231284014572505,5.617309320499324,8.002340790881215,7.481134585854794
2000-05-31,PREMON,6.7683333333333335,7.74875,7.853333333333333,5.1396428571428565,5.004181547619046,5.546637561139947,4.933090694861691,7.028853090807192,6.869914918205314,6.1921875,6.272187500000001,6.6743122086619024,5.176485537157539,8.484208086593783,7.3503309105594745,6.1710208333333325,6.881208333333336,6.8752103742076836,5.683045602075781,8.028392358245185,6.884556290871851
2000-08-31,MONSOON,4.7625,4.61875,5.215,5.341875,5.139494047619046,5.232982536683968,4.912149588532885,3.5500928581903066,3.7683485435813644,6.151138392857144,6.250312500000001,5.852087325197141,5.124615697353253,4.5615707996746675,4.177775452891525,5.958333333333333,6.521833333333336,6.211126224524611,5.693418158616114,5.002157450784342,5.033474572248979
2000-11-30,POMKH,4.578333333333333,5.4625,5.137499999999998,5.691354166666667,5.139791666666665,4.9711228553437135,4.854212322508485,4.478343240811968,4.6981978605846395,6.167537202380952,6.134062500000001,5.696252395118284,5.1473858402641826,5.042626449881093,4.916229770014123,6.024791666666667,5.820208333333336,5.781675734714765,5.701794866774809,5.568875012131471,5.921467913029783
2001-02-28,POMRB,6.066666666666667,6.8428571428571425,6.1800000000000015,5.661116071428572,5.5439583333333315,5.409340379872895,5.096425198921161,5.435282365197134,5.1655137213564215,6.163266369047619,6.168214285714285,6.154894294213827,5.283189590553802,6.6016407946833215,5.8738735973998715,5.727,6.096458333333337,5.94100544082886,5.731586678692087,6.1998536974956755,5.4261419212358515
2001-05-31,PREMON,7.9475,7.743333333333332,7.28,5.509315476190476,5.838749999999998,6.424604227923737,5.708088468133741,7.7672489367827655,7.5805501667597515,6.091860119047619,6.166860119047618,6.79026990986163,5.482531657560091,8.509293163133266,7.502359976945794,5.4521875,5.953125000000004,6.476603264497316,5.784059750957242,7.832259477814057,7.688866206934495
2001-08-31,MONSOON,3.341428571428571,4.59,3.406,5.550721726190476,5.483482142857142,5.19133396532567,5.354334305398831,4.66323739589551,4.587102996518776,5.931659226190475,6.159672619047617,5.910161945916978,5.402459987830119,4.56811371039111,4.250593182974842,5.463,5.500875000000004,5.248361958698389,5.75528444984819,4.597625527191285,4.753473201112837
2001-11-30,POMKH,4.785,4.92,4.747999999999998,5.475825892857143,5.535148809523808,5.028800379195403,5.2950619180163,4.347335822498545,4.011791734272152,5.795282738095238,6.024047619047618,5.514097167550187,5.356622244996966,5.027714619251892,4.987349216229262,5.625,5.403500000000004,5.048217175219033,5.754072205805113,4.388390132415921,4.7538875347529075
2002-02-28,POMRB,6.19125,6.10375,6.6560000000000015,5.615803571428572,5.566294642857142,5.493780227517242,5.514566548862815,5.517477694814866,5.4742413321271375,6.11483630952381,5.839270833333332,5.749958300530112,5.4132304261814355,6.266005408749876,5.718449392259247,6.1392500000000005,5.522500000000004,5.691330305131421,5.792343755136502,5.456379145962161,5.3474896805112975
2002-05-31,PREMON,7.22375,7.3914285714285715,8.1,5.875267857142857,5.385357142857142,6.185768136510345,5.9268760126651285,7.812115013122132,7.714423124433924,6.887752976190476,5.751294642857141,6.406546408889496,5.572300686887196,7.928385225389365,7.100567896020678,6.6440625,5.7275000000000045,6.654798183078853,5.860517456128315,7.7625310170149175,7.87405528041254
2002-08-31,MONSOON,5.1850000000000005,7.498333333333334,6.7,5.957879464285715,5.8462499999999995,5.785460881906207,5.896700048337798,4.1866078467572025,3.9796433315415656,7.5664806547619055,6.478377976190475,6.843261178667031,5.726860063167656,4.126417978480415,4.096252584187275,6.686875,6.551000000000005,6.672878909847311,5.899207112751161,5.019462118336392,4.978079981450022
2002-11-30,POMKH,5.017142857142859,8.195,5.4925,6.124441964285714,5.904285714285714,5.478133672000868,5.818759659521903,5.101502265310046,5.059484629522029,8.126904761904763,7.297127976190474,7.383956707200219,5.926403274154,6.622518744872405,6.6903830863280405,6.5220416666666665,6.737125000000005,6.200727345908387,5.912333560467405,6.397064990690332,6.580742700273215
2003-02-28,POMRB,6.62,8.258571428571429,6.254,6.222254464285715,6.011473214285714,5.934880203200521,6.05539343425136,6.072945276268799,5.7558687241208375,8.115684523809524,7.835833333333332,7.733802595748703,6.11441396340197,8.882209227809819,7.693106951106422,6.180208333333333,6.636625000000005,6.222036407545032,5.940985021715257,6.766611494249974,5.977545098289644
2003-05-31,PREMON,8.1275,9.72,7.183333333333334,6.1385491071428575,6.237410714285715,6.811928121920312,6.577868212271365,8.156042553925754,7.811310692570708,7.180684523809524,8.417976190476189,8.528281557449223,6.40827570678978,10.264112322362877,8.417205585492047,5.650645833333332,6.407458333333338,6.606555177860352,5.988718643431209,8.126774080246674,7.6861259307806655
2003-08-31,MONSOON,5.06375,5.08,4.882,5.95875,6.207098214285715,6.112656873152187,6.439942103581394,4.9713521240383916,4.711619200845636,6.069196428571429,7.813392857142855,7.148968934469534,6.290946279198903,6.457795110331967,5.977828740557606,5.054083333333333,5.952958333333338,5.916733106716212,5.988032256511128,4.6760168429189415,4.745195447607017
2003-11-30,POMKH,4.46875,3.1333333333333333,3.0740000000000003,5.8364062500000005,6.07,5.455094123891312,6.168481490515684,5.356667370113113,5.022853970960389,5.247708333333334,6.547976190476188,5.542714694015054,6.021395768311523,6.066522513939144,5.465675664487003,4.783416666666667,5.348333333333338,4.779639864029727,5.949103554745738,5.23894465940911,5.399250437706357
2004-02-29,POMRB,5.73,4.428333333333334,3.9,5.73296875,5.8475,5.565056474334788,6.149604447387677,6.055416911552346,5.708792677883689,4.688333333333333,5.590416666666664,5.096962149742366,5.882420641557472,5.587192819282117,4.774398072804438,4.827500000000001,4.759833333333338,4.427783918417836,5.926908496715469,4.912145449554813,4.675668796334935
2004-05-31,PREMON,8.03875,6.978333333333333,7.372000000000001,5.67453125,5.825312500000001,6.554533884600874,6.588896842023116,7.686341443443359,7.467638354799118,4.67275,4.904999999999998,5.849510623178753,5.967524221728074,6.643731903512997,6.315910299371174,5.14975,4.807000000000005,5.605470351050702,5.9768206828411685,5.996321092076179,6.290769323906252
2004-08-31,MONSOON,4.325,3.3466666666666662,5.045999999999999,5.808125,5.640625000000001,5.662720330760524,6.249745979864886,4.682947526581322,4.77733229247767,5.055113095238094,4.471666666666664,4.848373040573918,5.743012556057449,3.3715892888296284,4.232949811571682,5.702500000000001,4.848000000000004,5.381682210630421,5.977843638795126,3.826851611025824,4.871662923679555
2004-11-30,POMKH,4.74,4.742,5.488,5.863906249999999,5.7084375000000005,5.293632198456314,6.000205562597037,4.750303814641548,4.571313265556073,5.350819940476191,4.873833333333331,4.805823824344351,5.653633922100609,3.8027348180738976,4.13122383849229,6.02975,5.451500000000004,5.424209326378253,5.98769872999097,4.949541911674048,5.1564474298377405
2005-02-28,POMRB,6.5275,5.878571428571428,5.908,5.6853125,5.9078125,5.787179319073789,6.116316394040375,5.901850143924462,5.844764915290857,5.525038690476191,5.236392857142855,5.234922866035182,5.666443883601853,5.677490000199196,5.685247196717647,5.686499999999999,5.9535000000000045,5.617725595826952,6.005954585982882,6.116342583270496,5.9095958541864855
2005-05-31,PREMON,7.6875,7.8937500000000025,7.9819999999999975,5.5684375,5.82,6.547307591444273,6.457353331935938,8.031915691858156,7.962996318737832,5.601385912698413,5.465247023809523,6.298453719621111,5.845994165853682,7.560744144806831,7.25749912337924,4.994750000000001,6.106000000000003,6.563435357496171,6.067211775254849,7.644610357977651,7.552319471420771
2005-08-31,MONSOON,3.2475,3.825,1.6900000000000002,5.49296875,5.550625,5.227384554866564,5.88999335970057,4.63635980571551,4.548068125160363,5.858397817460317,5.584830357142856,5.309072231772666,5.671565377569227,4.287631572159516,4.6678632939884706,4.622999999999999,5.267000000000004,4.614061214497703,5.996722225391968,4.901497633922532,5.2421816600527755
2005-11-30,POMKH,4.882499999999999,4.874444444444444,3.31,5.34984375,5.58625,5.089430732919938,5.676946349206889,4.296634988078964,4.112844335921712,6.163385416666667,5.617941468253966,5.135221116841377,5.59924132391339,4.452691585493827,4.487848744571334,4.43025,4.722500000000004,4.092436728698622,5.959518957182154,3.5763054036213267,3.3267145264376756
2006-02-28,POMRB,5.781249999999999,7.802222222222222,5.112,5.377499999999999,5.3996875,5.366158439751962,5.658507702444856,5.7871872014035945,6.054547216818891,6.2755729166666665,6.098854166666666,6.2020215589937155,5.776836242480688,6.012848370929181,5.784615417315257,4.618,4.523500000000004,4.500262037219173,5.959512310702057,4.298483214783577,4.6888792575070415
2006-05-31,PREMON,7.2887499999999985,8.41,7.2360000000000015,5.520624999999999,5.299999999999999,6.135195063851177,5.946723066058528,7.5214301077814545,7.541109648192953,6.448784722222222,6.227916666666664,7.08521293539623,5.9900699949925595,8.861633629067764,8.469651142685567,5.1377500000000005,4.337000000000005,5.594557222331504,6.003530887693068,6.391316898867805,7.147934771252155
2006-08-31,MONSOON,3.8675,4.20625,3.938,5.6271875,5.454999999999999,5.228117038310707,5.543008229631769,4.045389388324601,4.100455935938474,6.4978125,6.323229166666664,5.933627761237738,5.835241728965684,5.1115346878878745,4.875294839710085,5.465750000000001,4.8990000000000045,4.931934333398903,5.978389717746937,3.9284781395843518,4.365451173995111
2006-11-30,POMKH,5.4075000000000015,5.8788888888888895,5.2200000000000015,5.675625000000001,5.58625,5.299870222986424,5.471448237996988,4.478798727792766,4.565437187657591,6.306284722222222,6.574340277777775,5.911732212298199,5.832763906482214,5.007503601535333,4.750415527925942,5.6145000000000005,5.376500000000005,5.0471606000393425,5.979623172762074,4.382863279255534,4.570674366052929
2007-02-28,POMRB,6.1087500000000015,7.19,5.8260000000000005,5.855468750000002,5.668125,5.6234221337918555,5.549698663471882,6.045790523879639,6.240389683944211,6.158003472222223,6.421284722222219,6.42303932737892,5.939682058106978,6.840994248030476,6.595511951097217,5.727,5.555000000000005,5.358696360023606,5.993177320072096,5.714680566266704,5.801513201291953
2007-05-31,PREMON,7.348750000000001,7.490000000000001,7.711999999999999,6.114375000000001,5.683125,6.313553280275114,5.876794528887051,7.782050775801899,7.634411586451863,5.930575396825398,6.1912847222222185,6.849823596427353,6.062567725199074,8.814172347204074,8.09652356786128,5.7989999999999995,5.674000000000005,6.300017816014163,6.045825932233255,7.419558043511693,7.549718554980505
2007-08-31,MONSOON,5.24625,3.94,4.362,6.2928125,6.0278125000000005,5.886631968165068,5.768230679074464,4.2251980663812,4.106301132976618,5.452678571428572,6.124722222222219,5.685894157856412,5.879453198692467,4.533652642050619,4.25554360482866,5.9355,5.780000000000006,5.524810689608498,6.028258169004274,4.651612205959608,4.583492765209445
2007-11-30,POMKH,6.1,4.325714285714286,5.372000000000001,6.520312500000001,6.200937499999999,5.971979180899041,5.8344868322990004,5.319041315058285,5.405318000815322,5.178571428571429,5.7364285714285685,5.141822208999562,5.743901557062571,4.619064276043352,4.707992662555867,6.14425,5.818000000000005,5.4636864137651,6.031404929278609,4.940729112890516,4.886506425952235
2008-02-29,POMRB,6.84375,4.920000000000001,6.766,6.6596874999999995,6.384687499999999,6.320687508539425,6.045460974088073,6.714374825910584,6.557337758600665,5.288035714285714,5.168928571428569,5.053093325399738,5.669271484657403,5.744506370646677,5.732683260850807,6.426000000000001,6.053000000000004,5.9846118482590605,6.0633415031433,6.048310049203974,5.887830959691619
2008-05-31,PREMON,8.43375,7.567142857142858,8.442,6.706875,6.6559374999999985,7.165912505123655,6.56506464029926,8.418211273345907,7.937555155657477,5.503601190476191,5.188214285714283,6.058713138096985,5.821384058196583,7.004300428141043,6.684838552621718,6.699749999999999,6.2355000000000045,6.9675671089554365,6.1300283084293445,8.088200477352746,8.090839223177056
2008-08-31,MONSOON,5.27625,4.738571428571428,5.886,6.779375,6.663437499999999,6.4100475030741935,6.415139146749014,5.23733122770467,4.909786355412569,5.603595238095238,5.38785714285714,5.5306564542867624,5.725111160116649,3.8709066875938083,4.27116765815698,6.82025,6.616500000000004,6.534940265373262,6.143107993779585,5.354154008878245,4.974743132571646
2008-11-30,POMKH,6.4475,5.251666666666666,6.037999999999999,6.7729687499999995,6.750312499999998,6.4250285018445155,6.494778090319653,5.87264723215202,5.607367107891582,5.5132023809523805,5.619345238095235,5.419060539238724,5.67968622002869,4.844660656702038,5.145242020503062,6.81625,6.783000000000003,6.336164159223957,6.159026867677017,6.097117414242918,5.801552963741872
2009-02-28,POMRB,7.07625,4.7940000000000005,7.064,6.8521875,6.808437499999998,6.68551710110671,6.68695364976181,7.0973465106312785,6.819293017373466,5.531863095238095,5.587845238095235,5.169036323543235,5.599978097932436,6.395852757191036,6.2021704257183,7.000187500000001,6.8575000000000035,6.627298495534374,6.196054157999632,6.933764283311374,6.369927473097458
2009-05-31,PREMON,8.15,6.9700000000000015,8.112,7.040729166666668,6.737499999999998,7.271310260664025,7.0767706382179485,8.72139577946296,8.18258935866071,5.552458333333334,5.438559523809521,5.8894217941259415,5.708204882957824,7.18309395856266,6.693413426753651,7.2853125,6.775000000000004,7.221179097320624,6.254700223500863,8.649092795762279,8.303263046464476
2009-08-31,MONSOON,6.19375,5.484999999999999,7.687500000000001,7.231927083333333,6.966874999999997,6.840286156398415,7.038393670769004,5.287146818669951,4.9140336788701955,5.715,5.625166666666663,5.727653076475565,5.683637168067284,3.5780045068776074,3.9620936238914255,7.449125,7.225375000000004,7.407707458392375,6.304236987166456,5.422838255269463,4.911828358673766
2009-11-30,POMKH,7.038333333333331,4.67,6.5175,7.341770833333333,7.11458333333333,6.919505027172381,7.154134871303197,6.367636318950796,6.2590416093649,6.057250000000001,5.4797499999999975,5.304591845885339,5.593269377024232,5.1835729727056545,5.599926944335094,7.55025,7.3452500000000045,7.051624475035425,6.329044707449234,7.123163042203834,6.848786837416763
2010-02-28,POMRB,8.015,6.676,7.895,7.465885416666666,7.34927083333333,7.357703016303429,7.446362339706963,7.560422226949267,7.197969903331162,6.111749999999999,5.950249999999998,5.853155107531204,5.67757807677445,6.175140385266797,5.724440391198879,7.406875,7.553000000000004,7.388974685021255,6.382296597784299,7.657849546731838,6.731043522188685
2010-05-31,PREMON,8.09,7.825999999999999,8.09,7.58,7.3342708333333295,7.6506218097820575,7.723820047988396,9.324046535330107,8.662596868212095,6.200916666666666,6.1642499999999965,6.6422930645187215,5.850547358440573,8.24063122711633,7.836041625708571,7.1828125,7.547500000000005,7.669384811012753,6.439348087796076,9.432247256653577,8.759013679307493
2010-08-31,MONSOON,7.246666666666666,5.065,6.5625,7.444125,7.597499999999995,7.4890397525359,7.797078092839772,5.783406940153876,5.228606447483251,6.48975,6.059249999999997,6.011375838711233,5.778999639979693,4.513026237049175,4.610345450384131,6.9982500000000005,7.266250000000005,7.226630886607651,6.464186645584807,5.761153865517715,5.238176245967965
2010-11-30,POMKH,6.8983333333333325,5.803333333333334,5.85,7.383041666666666,7.562499999999996,7.2527571848548735,7.773810208015835,7.077741463917231,6.978434543696088,6.738041666666666,6.34258333333333,5.928158836560073,5.774972342080971,5.294870039570338,5.262841444209877,6.936625,7.0993750000000055,6.67597853196459,6.473749461616587,6.653013081079919,6.197966265680497
2011-02-28,POMRB,7.0680000000000005,7.853333333333333,7.086,7.033458333333333,7.325749999999996,7.178854310912924,7.765234064362706,7.872612384415757,7.363876530471992,6.675041666666666,6.636916666666663,6.698228635269377,5.942005047500724,6.907738543071793,6.481050105627826,6.614812499999999,6.897125000000005,6.839987119178755,6.508725968939001,7.078665892736308,6.501124046759934
2011-05-31,PREMON,8.548333333333334,8.635,8.405999999999999,6.4513750000000005,7.440333333333329,7.726645919881088,8.038503582215148,8.877459627235861,8.14878580027301,6.2155,6.839166666666662,7.472937181161626,6.160048414969785,9.24358617978334,8.532926445337779,6.000249999999999,6.976125000000004,7.466392271507253,6.570947376769157,8.726092626947075,8.239499370557121
2011-08-31,MONSOON,3.991666666666666,3.752,3.6719999999999997,6.187666666666667,6.626583333333328,6.23265421859532,7.369416469168778,6.0657622822717645,5.933009557980961,5.600708333333333,6.510916666666661,5.984562308696975,5.953057442736149,5.398074979502592,5.13041977479473,5.51375,6.253500000000004,5.948635362904351,6.533920772687409,5.619728280888439,5.580522461994004
2011-11-30,POMKH,5.496666666666667,3.44,3.824,6.083125,6.276166666666661,5.938259197823859,7.026364241953902,5.612333494474914,5.476909238968883,5.279815476190476,5.920083333333328,4.966737385218185,5.737538335629681,4.843713673515657,4.527193418336729,5.075499999999999,5.747000000000003,5.09878121774261,6.499516998242436,4.992754525732526,4.548984176706617
2012-02-29,POMRB,6.359999999999999,5.298333333333333,5.219999999999999,6.2129055059523814,6.099166666666661,6.106955518694315,6.874374345968019,6.357653651325676,6.661888656550735,5.341781994047619,5.281333333333328,5.099375764464243,5.694951782175921,5.294159987351726,5.1949641623693195,5.055554315476191,5.2805000000000035,5.147268730645566,6.493766504823154,5.216339269598384,5.431428720131651
2012-05-31,PREMON,8.42,8.622857142857143,6.766,6.392477678571428,6.067083333333327,7.032173311216589,7.14492494915838,7.773679247380753,7.900660164646375,5.731427083333333,5.278297619047613,6.508768315821403,5.9328168752508965,7.057712696531567,7.020745698516835,5.459275297619047,4.870500000000003,5.7947612383873395,6.519891696661568,6.8617365018018806,7.204042258914927
2012-08-31,MONSOON,5.158244047619047,4.259874999999999,5.152434523809523,6.593727678571429,6.358727678571422,6.282601605777572,6.756011983481917,5.1719004610543395,5.493169582915635,6.148143353174603,5.405266369047614,5.6092109894928415,5.787282319477067,4.533623496213647,5.005099600252581,5.7827336309523805,5.2406086309523845,5.537830552556214,6.511948910470729,3.8793264057910504,4.4482862556143665
2012-11-30,POMKH,5.766666666666668,6.0492857142857135,5.573333333333332,6.623311011904761,6.426227678571423,6.076227630133211,6.5151380573832345,5.860477141855827,6.04033110407018,6.1690362103174605,6.057587797619042,5.78524087940999,5.803039060257422,4.813506500704005,4.735298978121683,5.941025297619047,5.6779419642857185,5.5520316648670605,6.512372601176252,5.031828853050366,5.290547659003433
2013-02-28,POMRB,7.6999999999999975,6.022777777777778,6.058333333333334,6.289006696428571,6.761227678571423,6.725736578079926,6.679799159448299,6.629946431389051,6.740644527034756,5.999186931022408,6.238698908730154,5.880255638757105,5.815259567067175,6.868514084458509,6.752883484769773,5.81630431547619,5.887525297619052,5.75455233225357,6.522530923136891,6.200312634259221,6.382343539202191
2013-05-31,PREMON,7.316666666666666,8.065555555555555,7.194,5.942678571428571,6.485394345238088,6.962108613514622,6.766627642179476,8.59184994718421,8.650477321656663,5.761490951643815,6.099373511904757,6.754375605476485,5.996568514273458,8.115402356024767,7.584203307746549,5.7162083333333324,5.994525297619052,6.330331399352142,6.556047586051314,7.765245372983897,7.62082218870922
2013-08-31,MONSOON,3.5871428571428567,3.458382352941176,3.7266666666666666,5.508206845238094,6.092619047619041,5.612122310965916,6.120095917755479,5.0694346676318,4.948490739714693,5.571943154454763,5.899000350140051,5.4359783044623615,5.778911151804622,4.609551689652292,4.611290873600446,5.783291666666667,5.638083333333338,5.2888655062779515,6.5168045277837034,4.520121933386893,4.771528753718377
2013-11-30,POMKH,4.567142857142857,4.949210526315788,6.198333333333334,5.138623511904761,5.7927380952380885,5.194130529436692,5.721039793012837,5.106866926975738,5.261161827500723,5.677751977984176,5.62398155314757,5.2412711932037315,5.703761469025807,4.356046063902375,4.367953736540917,6.075321428571429,5.794333333333338,5.652652637100104,6.528724953304393,4.530871148760479,4.522347353415363
2014-02-28,POMRB,5.42375,5.606470588235292,5.97,5.331116071428571,5.22367559523809,5.285978317662016,5.534949781985617,5.825695422862219,6.374452398862748,5.998816111971104,5.519904755761949,5.387350951216356,5.689684305689157,6.020404842064282,6.037109095244887,6.743630952380952,5.772250000000004,5.779591582260062,6.535527199022013,6.321434004742889,6.694066240967983
2014-05-31,PREMON,6.63625,9.328333333333337,9.61857142857143,5.860111607142858,5.0535714285714235,5.82608699059721,5.618204898798864,6.8546386278436175,7.284647029568517,5.965219943240454,5.835599200206395,6.963743904063149,5.986744400527303,7.52978779729753,7.374424482411199,7.29014880952381,6.378392857142862,7.315183520784609,6.618206389762856,7.770645353158156,7.519841829197318
2014-08-31,MONSOON,5.8075,4.764117647058823,6.6485714285714295,6.373125,5.608660714285709,5.818652194358325,5.5505398538837545,3.7679989240354708,4.340594383836004,5.9152369281045765,6.162033023735806,6.0838934012614185,5.878654805376245,5.147584315683679,5.268062544650117,7.751897321428571,7.108869047619054,7.048538683899338,6.638636338369255,5.862087165551896,6.026476493008163
2014-11-30,POMKH,6.578749999999999,3.374705882352941,7.6485714285714295,6.791718749999999,6.1115624999999945,6.122691316614995,5.6538081933308275,5.459748964560527,6.140378603861414,5.963525326797386,5.768406862745095,5.000218393698027,5.663972179936962,5.360769081886165,5.191137796772399,7.939002976190476,7.471428571428578,7.288551781768174,6.67960937081851,6.745735366580357,6.353049150493424
2015-02-28,POMRB,7.5162499999999985,6.781111111111112,8.21375,7.14109375,6.634687499999995,6.6801147899689965,5.949265353559685,6.9198494720110135,7.11553577298803,6.003968954248365,6.062066993464049,5.712575480663261,5.751072278736406,5.457202130125676,5.065573747973321,7.817068452380953,8.032366071428578,7.658631069060904,6.732086631733345,8.113850807576474,7.445363505892413
2015-05-31,PREMON,7.8925,8.54,8.871666666666668,7.49140625,6.948749999999994,7.165068873981398,6.311542225640488,8.407401152866385,8.138812954990332,6.487145424836601,5.864983660130714,6.843545288397957,5.97730476940357,8.023028905561624,8.22817815252994,7.747008928571429,7.845639880952389,8.14384530810321,6.798028961866168,9.812418725305687,9.022175586175061
