Date,Season,Barpeta,Barpeta_Trend,Barpeta_SMA,Barpeta_EWMA,Barpeta_DES,Barpeta_TES,Barpeta_ARIMA
2001-02-28,POMRB,2.8225,2.607916666666666,2.553458333333332,2.5404104200698425,2.6055488218670626,2.892039602472699,2.7197221224968726
2001-05-31,PREMON,3.7,2.5252083333333335,2.6239583333333325,3.0042462520419058,3.242209180513398,3.555129203343753,3.419724150265937
2001-08-31,MONSOON,1.415,2.4428124999999996,2.591874999999999,2.3685477512251434,2.556583707207382,1.672182968659569,1.6312999686296648
2001-11-30,POMKH,1.8966666666666665,2.2412500000000004,2.4585416666666657,2.1797953174017524,2.2215887405538863,2.1497223250481796,2.061970761236822
2002-02-28,POMRB,2.6966666666666668,2.0910416666666665,2.4270833333333326,2.3865438571077178,2.368249734313491,2.8657001321944278,2.7304452563339314
2002-05-31,PREMON,2.2133333333333334,2.22125,2.055416666666666,2.317259647597964,2.2635411151301765,3.601066890708444,3.497367105303094
2002-08-31,MONSOON,1.6999999999999995,2.3291666666666666,2.126666666666666,2.0703557885587784,1.945503730671131,1.483604761630543,1.4579290687208903
2002-11-30,POMKH,2.6533333333333333,2.395333333333333,2.3158333333333325,2.3035468064686,2.1908938768828397,1.983175351700584,2.1384352760171144
2003-02-28,POMRB,2.8033333333333332,2.4215000000000004,2.342499999999999,2.5034614172144933,2.490724401929154,2.7768421812339623,2.7179364840899343
2003-05-31,PREMON,2.636,2.2841041666666664,2.448166666666666,2.556476850328696,2.643124271722906,3.072185092446654,2.9361484973262817
2003-08-31,MONSOON,1.4866666666666666,2.2135833333333332,2.3948333333333327,2.1285527768638843,2.1664382444023116,1.5971262608698658,1.5276469266094383
2003-11-30,POMKH,1.7674999999999998,1.9946041666666667,2.173374999999999,1.9841316661183304,1.924026815760374,2.2470871424922563,2.225325614803162
2004-02-29,POMRB,3.125,1.8054166666666667,2.253791666666666,2.440478999670998,2.4456823437077384,2.7403288859157096,2.7043601681336207
2004-05-31,PREMON,0.5625,1.8917291666666665,1.735416666666666,1.689287399802599,1.6212769712885036,2.882284436883178,2.378566990501688
2004-08-31,MONSOON,2.0466666666666664,1.8602291666666666,1.8754166666666658,1.832239106548226,1.704051622981182,1.4210991650563898,1.5717954694106266
2004-11-30,POMKH,1.8980000000000001,1.9516874999999998,1.9080416666666657,1.8585434639289355,1.7279506021885092,1.968845725365115,2.1910547275217174
2005-02-28,POMRB,2.7425,1.9697083333333332,1.8124166666666657,2.2121260783573615,2.2084496524432957,2.798190127454563,2.911287189165522
2005-05-31,PREMON,1.6766666666666667,1.8299583333333336,2.090958333333332,1.9979423136810837,2.0456004141480486,1.915535921567234,1.6107842280861375
2005-08-31,MONSOON,1.0766666666666669,1.7778125,1.848458333333332,1.629432054875317,1.6060226953766386,1.649733639286175,1.728583689875852
2005-11-30,POMKH,1.75,1.93625,1.811458333333332,1.67765923292519,1.5971112635560325,1.875218654911427,1.8012738377025719
2006-02-28,POMRB,2.473333333333333,2.149583333333333,1.7441666666666653,1.9959288730884475,1.9858662486079468,2.7045344916720797,2.8939093646273735
2006-05-31,PREMON,3.2133333333333334,2.23375,2.128333333333332,2.4828906571864016,2.7333970134169894,1.7419183831782248,1.0819114202115
2006-08-31,MONSOON,1.2466666666666668,2.3783333333333334,2.170833333333332,1.9884010609785077,2.269478843242908,1.4445050812504254,1.554123584504648
2006-11-30,POMKH,2.2533333333333334,2.3639583333333336,2.2966666666666655,2.094373969920438,2.348072229582069,1.857278194539894,1.7976285727196832
2007-02-28,POMRB,3.1266666666666665,2.2511718750000003,2.459999999999999,2.5072910486189293,2.856357560257851,2.6789677174817124,2.5712376231943836
2007-05-31,PREMON,2.4450000000000003,2.206302083333333,2.267916666666666,2.4823746291713578,2.874796225303447,2.385234976966514,2.3787146530906753
2007-08-31,MONSOON,1.1127083333333334,2.19359375,2.234427083333333,1.934508110836148,2.1686790564788945,1.4004852204767544,1.1401596285865376
2007-11-30,POMKH,2.0283333333333333,2.3050520833333334,2.178177083333333,1.9720381998350223,2.044704612719003,2.0290357807600925,1.9608564282134862
2008-02-29,POMRB,3.25,2.3723177083333336,2.209010416666666,2.4832229199010136,2.5961322063148065,2.849476989200581,2.743818034613272
2008-05-31,PREMON,3.2133333333333334,2.34375,2.4010937499999994,2.7752670852739416,3.0403796994867602,2.4108127666800634,2.7978686893388023
2008-08-31,MONSOON,0.8825000000000001,2.3256249999999996,2.343541666666666,2.018160251164365,2.184901355307933,1.3396457488794256,1.1633133283415062
2008-11-30,POMKH,2.03,2.3072552083333333,2.3439583333333323,2.0228961506986187,2.050603068492625,2.0671120598721378,2.110795644623246
2009-02-28,POMRB,3.103333333333333,2.35253125,2.3072916666666656,2.4550710237525046,2.513698325977488,3.0354220434582797,3.1354247681220633
2009-05-31,PREMON,3.213041666666667,2.4040937499999995,2.307218749999999,2.7582592809181694,2.964755190526816,2.728400108877915,2.7704703990719977
2009-08-31,MONSOON,1.245,2.3930520833333335,2.397843749999999,2.152955568550902,2.2974933093436047,1.1765717524789405,0.9858420883115353
2009-11-30,POMKH,2.08,2.3757604166666666,2.410343749999999,2.123773341130541,2.1572596923996636,2.088068097215105,1.9968636093699619
2010-02-28,POMRB,2.965,2.3326354166666667,2.3757604166666657,2.460264004678325,2.509686726325945,3.0982979174748344,3.128757672893734
2010-05-31,PREMON,3.213041666666667,2.29409375,2.3757604166666657,2.7613750694736616,2.938349225698456,2.9353604791230827,3.1620878314855325
2010-08-31,MONSOON,0.9,2.3418020833333335,2.2895104166666655,2.016825041684197,2.102736019393765,1.2198633968113368,1.040368084416172
2010-11-30,POMKH,2.1166666666666667,2.458713541666667,2.2986770833333323,2.0567616916771847,2.0281247653730063,2.0822318077014152,2.021424302249391
2011-02-28,POMRB,3.31,2.56125,2.3849270833333325,2.5580570150063107,2.612196427655738,3.0481700771771436,2.988375515690564
2011-05-31,PREMON,3.8033333333333332,2.643333333333333,2.532499999999999,3.0561675423371195,3.384742272737039,3.058147561981349,3.1619391172652573
2011-08-31,MONSOON,1.13,2.7695833333333333,2.5899999999999985,2.2857005254022713,2.5772026534907155,1.1491045801581088,1.0615934237177607
2011-11-30,POMKH,2.543333333333333,2.837916666666666,2.696666666666665,2.3887536485746956,2.583359741462812,2.160666891577481,2.064306159961233
2012-02-29,POMRB,3.893333333333333,2.822552083333333,2.842499999999998,2.990585522478151,3.3008183430904836,3.2325080450634096,3.0814476771145456
2012-05-31,PREMON,3.7666666666666666,2.764166666666666,2.8333333333333317,3.3010179801535573,3.8100305897868747,3.446467873519987,3.441866019386059
2012-08-31,MONSOON,1.04375,2.6161458333333334,2.8117708333333313,2.398110788092134,2.7604179283904653,1.2371986816840979,0.9947558737621636
2012-11-30,POMKH,2.1625,2.5203125,2.716562499999998,2.3038664728552805,2.4385457331124956,2.3908495069036215,2.2853346525306595
2013-02-28,POMRB,3.09,2.5563020833333336,2.515729166666665,2.618319883713168,2.6646758375176143,3.5345620386850634,3.533982490386162
2013-05-31,PREMON,3.8033333333333332,2.5603124999999998,2.524895833333331,3.092325263561234,3.2461595930885103,3.5633355827497546,3.7254543649548557
2013-08-31,MONSOON,1.295,2.5374999999999996,2.5877083333333313,2.3733951581367405,2.443023006192496,1.158869520779962,1.0711263609903547
2013-11-30,POMKH,1.9433333333333327,2.5329166666666665,2.5329166666666647,2.201370428215377,2.122967046053589,2.3161859773483853,2.3222843105359763
2014-02-28,POMRB,3.1266666666666665,2.468125,2.5420833333333315,2.5714889235958927,2.4930562064528767,3.371412514487807,3.4504558470869533
2014-05-31,PREMON,3.73,2.483645833333333,2.5237499999999984,3.0348933541575356,3.1477432695507517,3.6622425613179,3.72414685435644
2014-08-31,MONSOON,0.85,2.3427083333333334,2.4124999999999983,2.1609360124945214,2.2130910356598457,1.209297851756734,1.146296700674585
2014-11-30,POMKH,2.5125,2.13,2.5547916666666652,2.301561607496713,2.2754664981567636,2.150498571881088,2.024173261982416
2015-02-28,POMRB,1.43,2.083125,2.1306249999999984,1.9529369644980275,1.8264548939512382,3.2911163049042105,3.0582423860516434
2015-05-31,PREMON,3.725,1.9290625000000003,2.1293749999999982,2.6617621786988166,2.680476571787062,3.607047962456708,3.7080663735758552
2015-08-31,MONSOON,0.48,1.9601041666666668,2.0368749999999984,1.78905730721929,1.7630904986489735,0.9945855219220539,1.0633763927156004
2015-11-30,POMKH,1.65,2.237083333333333,1.8212499999999985,1.733434384331574,1.609073452947978,2.188105961220017,2.1823341958868934
2016-02-29,POMRB,2.540833333333333,2.438958333333333,2.0989583333333317,2.056393963932278,1.9683669574250064,2.454552371092657,2.27234810512802
2016-05-31,PREMON,4.829999999999999,2.6735416666666665,2.375208333333332,3.1658363783593666,3.6488025379388933,3.599765550726135,3.6683042798875216
2016-08-31,MONSOON,0.99,2.9913541666666665,2.5027083333333318,2.2955018270156198,2.9034891326859302,0.8135322193701069,0.6610203420743073
2016-11-30,POMKH,3.016666666666667,3.002083333333333,2.8443749999999985,2.583967762876039,3.2205976370056235,2.037403511029328,2.063526395280296
2017-02-28,POMRB,3.716666666666667,2.9470833333333335,3.138333333333332,3.03704732439229,3.7994247107855372,2.6205997097668146,1.9340333433595605
2017-05-31,PREMON,3.74,2.8154166666666667,2.865833333333333,3.3182283946353746,4.208187525702157,4.2500666948158905,4.1897657243577635
2017-08-31,MONSOON,1.64,2.3741666666666665,3.028333333333333,2.6469370367812246,3.332879295735627,0.9888304663597833,0.7142168840282963
2017-11-30,POMKH,1.3133333333333332,2.2139583333333333,2.602499999999999,2.1134955554020682,2.4275264385284516,2.5395960754533013,2.2718550615288224
2018-02-28,POMRB,1.89,2.2820833333333335,2.1458333333333326,2.024097333241241,2.0277382115077196,3.0497763233563076,3.058023342715621
2018-05-31,PREMON,4.285,2.382916666666667,2.2820833333333326,2.928458399944745,2.9935574294806724,3.962556466813604,4.236282608410522
2018-08-31,MONSOON,1.64,,2.2820833333333326,2.413075039966847,2.4516642248611227,1.1690517211785707,1.2824959859782892
2018-11-30,POMKH,2.12,,2.4837499999999997,2.295845023980108,,2.014226991759827,2.160936172080768
