Date,Season,Karanja,Seloo,Samudrapur,Deoli,Wardha,Arvi,Hinganghat,Ashti,Karanja_Trend,Karanja_SMA,Karanja_EWMA,Karanja_DES,Karanja_TES,Karanja_ARIMA,Seloo_Trend,Seloo_SMA,Seloo_EWMA,Seloo_DES,Seloo_TES,Seloo_ARIMA,Samudrapur_Trend,Samudrapur_SMA,Samudrapur_EWMA,Samudrapur_DES,Samudrapur_TES,Samudrapur_ARIMA,Deoli_Trend,Deoli_SMA,Deoli_EWMA,Deoli_DES,Deoli_TES,Deoli_ARIMA,Wardha_Trend,Wardha_SMA,Wardha_EWMA,Wardha_DES,Wardha_TES,Wardha_ARIMA,Arvi_Trend,Arvi_SMA,Arvi_EWMA,Arvi_DES,Arvi_TES,Arvi_ARIMA,Hinganghat_Trend,Hinganghat_SMA,Hinganghat_EWMA,Hinganghat_DES,Hinganghat_TES,Hinganghat_ARIMA,Ashti_Trend,Ashti_SMA,Ashti_EWMA,Ashti_DES,Ashti_TES,Ashti_ARIMA
1998-08-31,MONSOON,2.7522222222222217,9.23,4.2,6.921666666666666,4.948,5.625,2.9160000000000004,4.53,4.483208333333333,5.055486111111112,4.836789423719434,4.266155142834107,3.7408322353908074,4.765891002851077,8.63675,8.942999999999998,9.1332872204288,8.82151228010105,7.014132429556884,7.912533429320366,4.2321875,4.661562499999999,4.788694563456,4.3909557601770395,2.4611400923107736,3.786781201094461,6.89115340909091,6.94884090909091,6.951720160193939,7.062971402289579,5.791951639316153,6.3084410915884614,5.248511363636363,5.737409090909092,5.822320390967855,5.674343810148411,3.284461608847873,5.024280651443723,5.010625,5.288124999999998,5.461445504256,5.36509604465726,2.547551953885202,3.1427149543300597,3.9525625000000004,4.267124999999999,4.119589449523201,2.730275066391212,1.8901301924647944,3.1718445094956182,5.395994543650793,5.843060515873017,5.8065396850285715,5.215573086933846,4.906116131418471,4.876706153582511
1998-11-30,POMKH,3.0,7.389999999999999,2.6475,6.364166666666666,3.939090909090909,3.6125,2.738,4.087777777777776,4.503048611111111,4.517986111111112,4.102073654231661,3.865997303488086,4.026417658076012,3.2150492732608438,8.7470625,8.572999999999999,8.435972332257279,8.004188362807808,8.486578866181544,8.733557920125884,4.146741071428572,4.239687499999999,3.9322167380736,3.385516409133574,4.040717211520202,4.37327215757084,7.119734848484848,6.794049242424244,6.71669876278303,6.9150117851349355,6.317495782923179,6.614593223817669,5.108193181818183,5.3537727272727285,5.069028598217076,5.152191888239984,5.043942102295606,5.103071838498157,5.2146875,4.858749999999999,4.7218673025535995,4.444240663732028,4.68693803609643,5.280020671828789,3.8625625000000006,4.004124999999999,3.5669536697139206,2.692039526578132,3.0513835259856203,2.9959969106918165,5.33265873015873,5.325560515873017,5.119034922128254,4.308469203893891,4.825031358058014,4.559535987287688
1999-02-28,POMRB,4.603999999999999,8.892000000000003,3.72625,7.3808333333333325,4.3909090909090915,4.862500000000002,3.9,5.272222222222221,4.873916666666667,4.448430555555556,4.302844192538997,3.841819986358545,5.385378480470223,4.850110561715214,8.521125,8.7005,8.618383399354368,8.01062512935659,9.49158252619169,8.934662404452899,3.8031696428571427,4.224687499999999,3.8498300428441596,3.2142676348370185,5.204133795087972,3.768735471485633,7.130691287878788,6.9882575757575776,6.982352591003151,7.13563130774172,6.9581106096077034,6.611230355529976,4.832761363636364,5.143250000000001,4.797780795293882,4.831449695508763,5.713144142763492,5.134437411523271,4.923125000000001,5.162499999999999,4.77812038153216,4.5117409972946305,5.655845371806345,4.395809508704303,3.780875,3.900999999999999,3.7001722018283525,2.856319222313887,4.598423777842005,3.9257015610230046,5.243353174603174,5.4664285714285725,5.1803098421658405,4.454334961588104,5.488099860803429,5.168382001833109
1999-05-31,PREMON,7.874444444444445,9.6625,5.701428571428571,8.33818181818182,7.014545454545455,6.9675,5.7425,6.905555555555555,5.168291666666667,4.557666666666668,5.731484293301176,4.510947399106254,7.083282809951739,7.630494072533589,8.079625000000002,8.793625,9.036030039612621,8.419809842584735,10.844735906562146,10.078804582275648,3.494888392857143,4.068794642857142,4.590469454277924,4.178601518319469,6.876735449063776,6.656107976380553,6.859232954545455,7.251212121212122,7.5246842818746185,7.671714324013677,8.290280592204766,7.848832688853561,4.43,5.073136363636365,5.684486658994511,5.369279495799193,7.53436713057998,7.316607886352088,4.4815625,5.266874999999999,5.653872228919296,5.937951879568519,7.536693593364516,7.256931988330187,3.621625,3.824124999999998,4.517103321097012,3.337207724148678,6.631110429438938,5.673222625230486,5.1646230158730155,5.19888888888889,5.870408127521726,5.68967335084015,7.670328719445493,8.053566179251545
1999-08-31,MONSOON,5.282222222222222,7.05,2.075,5.9575,3.025,2.875,2.5700000000000003,4.885714285714286,5.124666666666667,5.190166666666668,5.551779464869595,4.629026889433724,3.1627389339634924,4.794433177292126,7.890375000000001,8.248625,8.241618023767572,7.754086556292033,6.868606143502437,8.313379152423655,3.532544642857143,3.537544642857142,3.5842816725667546,3.2078757123488613,2.059431954980721,3.5696595879196344,6.66121212121212,7.010170454545456,6.897810569124771,7.244419967341911,6.426078706461756,6.961216908387968,4.296590909090909,4.592386363636365,4.620691995396706,4.663827068410674,2.6241352639424274,4.886572352682952,4.4459375,4.579374999999999,4.5423233373515775,4.52188379284344,2.8380857956455157,4.197692485870024,3.480625,3.7376249999999986,3.738261992658207,3.261209225194392,1.4666126631419507,2.9153513224564667,5.076150793650794,5.287817460317461,5.476530590798751,5.410382749638138,4.12149349795567,4.710052429313519
1999-11-30,POMKH,2.825,6.037999999999999,2.3062500000000004,5.156666666666666,2.64,2.8300000000000005,1.81,3.1022222222222213,4.990861111111111,5.146416666666668,4.461067678921757,4.246209342662955,4.4060763473419104,4.590129033876655,7.8373124999999995,7.910625,7.3601708142605435,6.847110870238065,7.830282538554446,7.8285723695239415,3.6181473214285713,3.4522321428571416,3.073069003540053,2.6069380676718352,3.3349226213947163,2.7005983813134424,6.582424242424242,6.708295454545456,6.201353008141529,6.552992312105291,6.338500023214385,6.292584726616178,4.355,4.267613636363638,3.828415197238024,3.947119722707699,3.7339379670550334,3.863069058623327,4.434687500000001,4.383749999999999,3.8573940024109463,3.460095616361097,3.824850866759182,3.3399554673705203,3.5153125000000007,3.5056249999999984,2.966957195594924,3.0527246290605246,2.6723795447357923,2.7208598946394615,5.253928571428572,5.041428571428572,4.52680724336814,4.1482308833688295,4.4981318848364715,4.26767789691363
2000-02-29,POMRB,4.43,8.73,4.36875,7.004166666666666,4.622727272727274,5.36,3.7,5.5500000000000025,4.563868686868687,5.102916666666668,4.448640607353054,4.218783675362056,5.594120336727471,4.596996758982524,7.535749999999999,7.870125,7.908102488556326,7.258778634304949,8.660624520107255,8.402876253168401,3.5496875,3.612857142857141,3.5913414021240317,3.2224871590939843,4.562665552329336,4.0652395317881265,6.371761363636362,6.61412878787879,6.522478471551584,6.6147762563282075,6.712770725797677,6.499350733334122,4.313529040404041,4.325568181818184,4.146140027433724,3.939168875659478,4.408755140595627,4.37925881284936,4.328625,4.508124999999999,4.458436401446567,4.2459753558755455,4.823928511096279,4.1578155864848805,3.41,3.455624999999998,3.2601743173569546,3.1688054481225967,3.90416515818149,3.441233097339902,5.215332341269842,5.110873015873017,4.936084346020885,4.69384443188086,4.8968205026170315,4.77546709800645
2000-05-31,PREMON,6.977999999999999,9.4,5.74375,8.084545454545452,7.25,6.38,6.2200000000000015,8.049999999999999,4.502806818181818,4.878805555555556,5.460384364411832,4.727682193483525,7.174083620346604,7.508072904066763,7.5489999999999995,7.804499999999999,8.504861493133795,7.967582221825515,10.181724876755007,9.589888040478186,3.764375,3.623437499999998,4.452304841274419,4.544936969366297,6.461832047997639,6.355302527066512,6.283719696969697,6.550719696969698,7.147305264749131,7.0844544488075405,7.9460950839978155,7.855874333399375,4.435467171717173,4.38443181818182,5.387684016460234,4.786315015301069,7.020395893316528,7.3494807151833115,4.591,4.361249999999998,5.227061840867941,5.584387759806547,7.208738825636691,7.4200155264755505,3.4122916666666674,3.5749999999999984,4.444104590414174,3.718251487364761,6.220674127411043,5.588596015834577,5.284652777777778,5.396984126984129,6.18165060761253,6.816313561600002,7.427882738445252,7.58307367588859
2000-08-31,MONSOON,2.7627272727272727,4.9,1.485,4.525833333333334,2.4577777777777783,2.6140000000000003,1.25,3.4325,4.993056818181817,4.248931818181818,4.381321527738008,4.3503570257198225,2.94932232991574,3.909138853488857,7.7139999999999995,7.266999999999999,7.062916895880277,6.7578306744399095,6.306146442495887,7.606513563406208,4.15609375,3.475937499999998,3.2653829047646514,3.3996662949259835,1.7252089536607231,2.550034882437847,6.357032196969696,6.192803030303032,6.098716492182812,6.225761749840405,6.018647103576112,6.211272468745808,4.811467171717172,4.242626262626265,4.215721520987252,4.114232872492391,2.495762700116046,4.52209740716999,4.92225,4.2959999999999985,4.181837104520764,4.2606371173596775,2.411741304565506,3.5374932903620024,3.680333333333334,3.2449999999999983,3.166462754248504,3.3959917552578514,1.5660635520170976,3.066627394118812,5.589652777777777,5.0336805555555575,5.081990364567519,5.488178681215368,4.4357355082191425,5.18946209941565
2000-11-30,POMKH,4.856,8.294,4.6137500000000005,5.8839999999999995,4.1827272727272735,5.19,3.148333333333333,5.11,5.368431818181818,4.756681818181819,4.571192916642804,4.422112358438045,3.482046865173695,3.3737563210619976,7.7867500000000005,7.830999999999999,7.555350137528166,7.152023301055279,6.869258816319677,6.711023997923217,4.296875,4.052812499999998,3.8047297428587914,4.012278956536369,2.955566046340791,2.5386719891262253,6.349484848484848,6.374636363636365,6.012829895309687,5.972162516154703,5.534903853381845,5.262187534466124,5.146015151515151,4.628308080808083,4.20252382168326,4.039086724460931,3.379766064409316,3.2958417144086067,5.364333333333333,4.885999999999998,4.585102262712459,4.750383322955573,3.4611860031695496,3.056713725740246,3.7683333333333335,3.5795833333333316,3.1592109858824355,3.396574550236959,1.9567271151516175,1.7412441434900352,5.674149305555556,5.535625000000002,5.093194218740511,5.358185241207873,4.10292945950056,4.086911284749448
2001-02-28,POMRB,6.3210000000000015,7.794,5.195,6.863333333333332,6.087999999999999,5.65,4.506,5.982222222222222,5.580563131313131,5.229431818181819,5.271115749985683,4.79759157324111,5.580676572124728,5.520535805754909,8.131,7.596999999999999,7.6508100825169,7.327443963423649,8.507258979480895,8.48233493744814,4.28359375,4.259374999999999,4.360837845715276,4.824784713778599,4.65742291140464,5.181985984161831,6.380517045454545,6.339428030303032,6.3530312705191445,6.1367924418895425,6.57035816475452,6.582073444899136,5.390931818181819,4.994626262626264,4.956714293009956,4.579981429165547,5.0305862290543635,5.151896322642307,6.004666666666667,4.958499999999999,5.011061357627476,5.41355288758513,5.492764353650862,5.612065255558382,3.8657916666666665,3.7810833333333322,3.6979265915294617,3.62507082792312,4.367990387548129,4.224476232120517,5.838524305555556,5.643680555555557,5.448805420133195,5.768474043901864,5.4661573066461715,4.916511177895621
2001-05-31,PREMON,8.089999999999998,10.918,6.0437499999999975,8.165000000000001,8.461111111111112,9.626666666666667,6.117999999999999,8.29375,5.575444444444443,5.507431818181819,6.398669449991409,5.533251176226111,7.747489937100147,8.55314260373293,8.171249999999999,7.9765,8.957686049510139,8.841818874672727,9.831873024897869,9.372232946733899,4.1096875,4.334374999999998,5.034002707429164,5.916772442136666,6.685666208982822,6.179741978426314,6.355367424242424,6.3595416666666695,7.077818762311487,6.790509791034019,7.778172507189238,8.033666550153358,5.585993686868687,5.297404040404042,6.358473020250418,5.867833104523957,8.076199210145692,8.00836745906597,6.263333333333334,5.7701666666666656,6.857303481243152,8.63266387999825,7.733963651642482,7.316147895502462,3.920958333333333,3.7555833333333313,4.665955954917677,4.12571454721244,6.880989276387073,6.192759652897928,5.971805555555555,5.704618055555557,6.5867832520799166,7.555197981727944,7.942182720784825,8.437367215256742
2001-08-31,MONSOON,3.3477777777777766,6.136,1.07875,4.693636363636363,3.2060000000000004,4.489999999999998,2.131666666666667,4.50375,5.5435694444444445,5.653694444444445,5.178312781105956,5.23741996865593,3.6886950840590673,4.688973729108663,8.193999999999999,8.2855,7.829011629706084,8.091832696259205,6.425232951195318,7.174283341701558,3.8989062499999996,4.232812499999998,3.4519016244574985,4.123533348021326,1.9624830898430519,2.2816094846479147,6.236075757575757,6.401492424242426,6.124145802841438,6.117767495176053,5.640858682263685,5.537980148135773,5.733277777777778,5.484459595959597,5.097483812150251,5.3708477716996965,3.631475836936686,4.645730095812832,6.454166666666667,6.239166666666665,5.91038208874589,7.5695416318284865,3.9686241211267035,4.950666708328797,3.916166666666667,3.975999999999998,3.652240239617273,3.9170748933560424,1.7886280098631762,2.5097411138455987,6.046875000000001,5.972430555555556,5.7535699512479495,6.4378567525231185,4.841438644158638,5.416286030315838
2001-11-30,POMKH,4.23,7.38,3.62875,5.5150000000000015,4.995,5.383333333333333,2.708,5.105,5.617819444444443,5.497194444444444,4.798987668663574,5.118006052072033,4.173865563890365,3.0248131195034795,8.195249999999998,8.057000000000002,7.64940697782365,7.900035744343296,7.268754920128332,7.501971483018064,3.919375,3.986562499999998,3.5226409746744993,3.8669176169867714,3.079286015673773,3.615343021066117,6.208534090909092,6.309242424242426,5.880487481704863,5.824282156228816,5.616045869269141,5.757118188600929,5.91154513888889,5.687527777777779,5.056490287290151,5.416349368765142,4.316105245965039,3.817603035933103,6.661249999999999,6.287499999999998,5.699562586580868,6.93240664847442,5.139041384061004,4.482712028117708,4.117416666666667,3.8659166666666653,3.2745441437703637,3.7970611545438,2.557773422441963,2.5938842829446216,6.200381944444445,5.971180555555557,5.494141970748769,5.81215804112288,4.775778391828325,4.43314030006334
2002-02-28,POMRB,6.6919999999999975,8.889999999999997,4.49375,6.278000000000001,6.4540000000000015,6.9833333333333325,4.908,6.587777777777778,5.601426767676767,5.589944444444443,5.556192601198143,5.505758082355104,5.866412389885521,5.053929781637089,8.357,8.331000000000003,8.145644186694188,8.35015699645246,8.576991933758984,8.40803907119499,4.0725,3.8112499999999976,3.9110845848047,4.10903862689217,4.585501776774611,4.877944448467409,6.153843434343436,6.162909090909094,6.039492489022918,5.865490033742995,6.52102691301035,6.5464878310393635,6.1799375,5.779027777777779,5.615494172374092,5.8884270332625315,5.903090056605375,5.697061324760025,6.778229166666666,6.620833333333332,6.213070885281853,7.259656609267481,6.607859577821896,5.703806956854846,4.2664583333333335,3.9664166666666656,3.9279264862622183,4.048525294787853,4.371036434674291,4.062905293074029,6.484253472222223,6.122569444444445,5.931596293560373,6.215000925329304,5.866922479874742,5.484050105335833
2002-05-31,PREMON,8.312999999999999,9.832,6.90875,8.53,9.52125,9.95,7.3260000000000005,8.91625,5.4866590909090895,5.645694444444443,6.658915560718885,6.214829147541368,8.059499721670058,8.643035564101329,8.8835,8.059500000000003,8.820186512016512,9.124413153171087,10.15925809727182,9.980013813602376,4.163281250000001,4.027499999999998,5.11015075088282,5.6312466042207925,6.502695758547041,6.127061253505489,6.180402777777778,6.254159090909093,7.035695493413751,6.758244089208307,7.600727016898266,7.80435999599734,6.2599375,6.044062500000002,7.177796503424455,7.306805860035889,8.688093904004779,8.258477882052233,6.712625,6.701666666666664,7.707842531169112,9.337133566181247,8.931789688854245,8.461291867680856,4.4045000000000005,4.268416666666666,5.287155891757331,4.71301576577171,7.113130034325069,6.387776950499967,6.885659722222223,6.278194444444446,7.125457776136224,8.017282211849974,8.425149302582156,8.710337131148744
2002-08-31,MONSOON,2.9936363636363637,8.516,1.43875,3.891111111111112,4.293,5.102500000000001,2.116,6.152222222222222,5.330909090909091,5.5571590909090895,5.192803881885876,5.761930254449705,3.973276702819662,4.654397359963447,9.265749999999999,8.654500000000002,8.698511907209907,9.181096049691723,6.397776991599568,6.996804695617893,4.24578125,4.117499999999998,3.6415904505296917,4.024371795414675,1.9644340816963863,2.2673932297393558,6.505777777777778,6.053527777777781,5.777861740492695,5.867972777066827,5.382963508425007,5.416218305146961,6.2146875,6.315812500000002,6.023877902054672,6.892310217839966,4.474003597871775,4.8756406101486265,6.524791666666668,6.854791666666665,6.6657055187014675,7.728717883426899,4.834943022478036,5.011392365942626,4.6295,4.264499999999999,4.018693535054399,4.4483569694694856,2.581144694007272,3.0569549443176447,7.218229166666666,6.690312500000001,6.7361635545706235,7.56078660209751,5.380412951364048,5.637804397991589
2002-11-30,POMKH,3.6660000000000004,9.212,3.995,6.530000000000001,4.548,4.246,3.8280000000000003,6.6677777777777765,5.227228535353536,5.4161590909090895,4.582082329131525,5.442752100942938,4.261626110405224,3.0922387404094884,9.566749999999999,9.112500000000002,8.903907144325945,9.450042276726832,7.84570902104461,7.908573380265357,4.2628125,4.209062499999998,3.7829542703178154,3.9484781124109563,3.144417165883857,3.332406705041489,6.728965277777778,6.307277777777781,6.078717044295617,6.027332236421981,5.355286628721133,5.438319590638346,6.110513392857143,6.204062500000002,5.433526741232804,6.493311021388626,5.284420207377137,4.52505872735404,6.367875000000001,6.570458333333331,5.697823311220881,5.895194051037571,5.909141327293281,4.964439785863018,4.7434375,4.544499999999999,3.942416121032639,4.4631220918039185,2.8862001290338077,2.6115830800139612,7.3496701388888885,7.081006944444446,6.7088092438534845,7.3541454651938505,5.760097301758513,5.409665133989165
2003-02-28,POMRB,6.0100000000000025,10.116,4.787499999999999,7.866,6.5390000000000015,6.617999999999999,5.587999999999999,7.685555555555558,5.528911616161617,5.245659090909091,5.153249397478916,5.610377656852218,5.753334383540701,4.754436448806302,9.520999999999999,9.419000000000004,9.388744286595568,10.002575393529545,9.469034817415844,9.217503829815957,4.2971875,4.282499999999997,4.184772562190689,4.309370738530586,4.703767375583503,4.799628997012625,6.760545138888889,6.70427777777778,6.7936302265773705,6.675673732282594,6.579000072009482,6.512882983842398,5.88742261904762,6.225312500000002,5.875716044739683,6.691796236508743,6.143189384120855,5.611643843947325,5.935062500000001,6.479124999999998,6.065893986732528,5.962955583642737,6.654880031270085,5.380631834584403,4.825375,4.714499999999999,4.600649672619584,4.767998527354997,5.154014984745263,4.871167590772619,7.456111111111112,7.35545138888889,7.099507768534314,7.731610963627769,7.083430681250878,6.852484726553985
