Date,Season,Karanja,Seloo,Samudrapur,Deoli,Wardha,Arvi,Hinganghat,Ashti,Karanja_Trend,Karanja_SMA,Karanja_EWMA,Karanja_DES,Karanja_TES,Karanja_ARIMA,Seloo_Trend,Seloo_SMA,Seloo_EWMA,Seloo_DES,Seloo_TES,Seloo_ARIMA,Samudrapur_Trend,Samudrapur_SMA,Samudrapur_EWMA,Samudrapur_DES,Samudrapur_TES,Samudrapur_ARIMA,Deoli_Trend,Deoli_SMA,Deoli_EWMA,Deoli_DES,Deoli_TES,Deoli_ARIMA,Wardha_Trend,Wardha_SMA,Wardha_EWMA,Wardha_DES,Wardha_TES,Wardha_ARIMA,Arvi_Trend,Arvi_SMA,Arvi_EWMA,Arvi_DES,Arvi_TES,Arvi_ARIMA,Hinganghat_Trend,Hinganghat_SMA,Hinganghat_EWMA,Hinganghat_DES,Hinganghat_TES,Hinganghat_ARIMA,Ashti_Trend,Ashti_SMA,Ashti_EWMA,Ashti_DES,Ashti_TES,Ashti_ARIMA
1996-02-29,POMRB,5.595,9.438,5.3137500000000015,6.493333333333332,5.575,5.522500000000001,3.55,6.748749999999999,,,5.595,5.543328133604124,6.025881354021022,0.0,,,9.438,11.894022855495,9.607896528325822,0.0,,,5.3137500000000015,8.614146993971623,5.246806733053766,0.0,,,6.493333333333332,5.8852171646223965,6.87450524807426,0.0,,,5.575,5.061480931291411,5.791038839909836,0.0,,,5.522500000000001,9.731369679242318,5.570817193294989,0.0,,,3.55,1.6129731254388764,3.5096516953202403,0.0,,,6.748749999999999,10.91285227521274,6.609504152451318,0.0
1996-05-31,PREMON,7.84375,10.9,7.26,8.671818181818184,7.851000000000001,8.1125,5.408,9.372857142857145,,,6.4945,5.444139688375171,7.831790588043991,3.21246186762362,,,10.0228,13.085091843737896,11.068925834292664,3.4423219456401692e-06,,,6.092250000000001,10.456176193439765,7.192003524004269,1.1581434877670066e-06,,,7.364727272727272,6.554341475781559,8.013717995003175,2.882790546755861e-06,,,6.4854,5.16799959299984,8.181427983390106,4.065307060736826e-06,,,6.5585,12.171660075871777,7.734094476114103,3.2401988680345113,,,4.293200000000001,1.6443261399023767,5.966569703387702,3.3961795890344088e-06,,,7.798392857142858,13.209030091029812,8.934277062036493,5.759728958919105
1996-08-31,MONSOON,5.011,7.6400000000000015,2.81875,5.737,4.7860000000000005,3.61,1.864,5.535,5.596042297979798,,5.9011,4.901896203825619,3.671137292055573,4.68186631174259,9.2535,,9.069680000000002,12.30973792303891,7.347195242953205,6.054942571796777e-06,4.797031250000001,,4.782850000000001,8.87065650278102,2.5940892783471705,1.5823326991093935e-06,6.661371212121213,,6.713636363636363,6.149420359999084,5.617418276877453,5.668831876593883e-06,5.9749204545454555,,5.80564,4.5403969117550576,3.368643999450182,6.768286277132449e-06,5.094375,,5.3791,10.085203914827073,3.394707355522117,4.895824463617359,3.399,,3.3215200000000005,1.272071776764396,0.991594021391438,6.230860678940947e-06,6.413092757936508,,6.893035714285714,11.51773671835335,5.8684593077904355,7.1772810137675425
1996-11-30,POMKH,3.8955555555555565,8.75,3.9025,5.6866666666666665,5.282000000000001,3.1875,2.414,4.28125,5.729508207070707,5.586326388888889,5.0988822222222225,4.288585598307722,4.674236369563015,4.031180560135903,9.334375,9.182,8.941808000000002,11.765441590402906,8.336842188781342,5.9243773404987516e-06,4.755000000000001,4.82375,4.43071,7.550563268925863,3.906475755577921,2.489885655596946e-07,6.498852272727274,6.647204545454546,6.302848484848484,5.817910632899248,6.05641482122048,5.142760168490844e-06,6.17855965909091,5.873500000000001,5.596184000000001,4.268627661193992,5.0014573766465,3.620596797735942e-06,4.999895833333333,5.108125,4.50246,7.428681374504994,4.4490930394784804,3.5449732960407445,3.5395625,3.309,2.9585120000000003,1.1140531623404186,2.0647225193031793,2.5379837473036432e-06,6.306185515873016,6.484464285714286,5.8483214285714284,8.68893867415154,5.8044966815143715,7.823913462235412
1997-02-28,POMRB,5.672727272727273,10.01,5.1000000000000005,6.606666666666667,6.386363636363638,5.4125,4.27,6.177777777777778,5.900910984848486,5.605758207070707,5.328420242424242,4.1525486578353,6.109536745735673,5.0724241976122855,9.4975,9.325,9.369084800000001,11.616787257064665,9.720876681282435,9.437994566840027,4.94125,4.7703125,4.698426,6.81547357872278,5.315033348269711,5.313749192073882,6.459814393939394,6.67553787878788,6.424375757575757,5.902523135832576,6.81706259131794,6.493334966014944,6.455028409090909,6.07634090909091,5.912255854545456,4.460193557302629,6.383479859298107,5.574998320438088,4.9366666666666665,5.0806249999999995,4.8664760000000005,6.479277959963872,5.347052709664831,5.187167968823143,3.862125,3.489,3.4831072,1.2960964454838433,3.9922882192581364,3.5499984473152173,6.322837301587302,6.341721230158731,5.980103968253968,7.427052822593878,6.152073122241388,6.063136029297959
1997-05-31,PREMON,8.83375,10.975,7.137500000000001,7.258333333333333,8.66875,7.466666666666666,5.8125,9.088571428571427,6.105369318181818,5.8532582070707075,6.730552145454546,4.710604221621401,7.913619243181003,7.196007691205808,9.666250000000002,9.34375,10.01145088,11.762000175287989,11.297146397949884,10.973601554896424,5.196875000000001,4.7396875000000005,5.674055600000001,7.1546841428416625,7.210473466832294,7.192632869006753,6.759545454545455,6.322166666666668,6.7579587878787875,6.254415916320497,8.178389534507119,8.707041654728426,6.653232954545455,6.28077840909091,7.014853512727273,5.412005396451694,8.886510271055013,8.195250730716559,5.221979166666666,4.919166666666666,5.906552266666667,6.973157783307606,7.553456411148363,7.682498727840464,4.306125,3.5901249999999996,4.4148643199999995,1.7304325797833255,6.585509468631249,5.752210941363129,6.609590773809524,6.270649801587302,7.223490952380953,8.222485964095599,8.431271401786876,8.117456071556996
1997-08-31,MONSOON,5.392222222222222,8.870000000000003,4.43125,6.838181818181818,6.18,3.75,4.04,5.9525000000000015,6.163361742424243,5.9485637626262635,6.195220176161616,4.5926754902489115,4.032816913429048,5.411275940340938,9.47775,9.651250000000001,9.554870528,10.905274199541239,7.53694862311708,7.684626007360199,5.086718750000001,5.1428125,5.1769333600000005,6.019051478872614,2.587684125565974,2.799456834119005,6.921295454545454,6.597462121212121,6.790048,6.435087684200649,5.266711107846125,5.358523647182125,6.533017045454545,6.62927840909091,6.680912107636363,5.561522744364859,4.131696698079098,5.0926747578844624,5.269166666666666,4.954166666666666,5.04393136,5.214257880928441,3.0377207063040754,3.3681500070920483,4.4834375,4.134124999999999,4.264918592,1.8780682922089535,1.4873942221609964,2.0029474923083894,6.660528273809524,6.375024801587302,6.715094571428573,6.992555907111569,5.453246284100911,5.6634298701648635
1997-11-30,POMKH,5.15,8.87,4.335,6.9833333333333325,5.4736363636363645,5.33,3.79,6.157777777777778,5.890017361111111,6.262174873737375,5.777132105696969,4.475729892730422,5.041937999564274,4.017921857453851,9.063624999999998,9.68125,9.2809223168,10.124041374292165,8.787757365046351,8.908135261877648,4.8209375,5.2509375,4.8401600160000005,5.081920754296967,4.185737317660853,4.479740693584179,6.92446590909091,6.921628787878788,6.867362133333333,6.651080601120521,6.01286908913995,5.8052939850272995,6.217127840909091,6.677187500000001,6.198001810036364,5.4951846045525485,6.089148548884966,5.749370626384926,4.933958333333333,5.489791666666665,5.158358816,4.905697612125179,4.280506610024594,3.2419813836964826,4.5184375,4.478124999999999,4.0749511552,2.001357762874805,3.5253580960412925,3.3766665713583075,6.337792658730158,6.8441567460317465,6.492167853968255,6.255274463567033,5.723528765727091,5.046193661255774
1998-02-28,POMRB,4.8822222222222225,8.382,3.78625,6.604000000000001,5.233,3.6475,4.3125,4.70875,5.385486111111112,6.064548611111112,5.419168152307071,4.350456410320088,6.750486188282899,5.854474076690978,8.898,9.27425,8.92135339008,9.282638333290468,10.08871309512452,9.888194421482277,4.69046875,4.922499999999999,4.4185960096,4.184457733471704,5.621334864596137,5.121018470898186,6.938405303030304,6.920962121212121,6.76201728,6.695504331800497,7.1606642571835115,7.073442563948994,5.89140909090909,6.388846590909092,5.812001086021818,5.371134661710291,7.010127985791976,6.113138474754089,5.053749999999999,5.048541666666665,4.5540152896,3.8933933015921913,6.054564658682247,6.178840421118773,4.407625000000001,4.488749999999999,4.16997069312,2.223877824056335,5.404322791220069,4.585658810357231,6.020873015873016,6.476899801587303,5.778800712380953,5.047185019609309,6.856830109760095,6.792060069591074
1998-05-31,PREMON,7.4375,9.29,6.325,7.286363636363637,7.295,6.549999999999999,6.0500000000000025,7.975714285714285,4.786736111111111,5.715486111111112,6.226500891384243,4.779461902714425,8.113469189277339,7.554232648849504,8.758,8.853,9.068812034048,9.003181877890952,11.163912957178312,10.80099511686423,4.450625,4.719374999999999,5.18115760576,4.833143087022562,7.230905984796389,6.708188254673905,6.871445075757576,6.927969696969697,6.971755822545455,6.970925777044279,8.308611649175727,8.00966215601944,5.545590909090909,6.045409090909092,6.405200651613091,5.907365976383504,8.597296960633654,7.906714284572619,5.073437499999999,4.819374999999998,5.35240917376,4.998724854017671,7.323675978043202,6.707289160728635,4.135625000000001,4.548124999999999,4.921982415872002,2.74513446940002,7.211104592020352,5.799781543816783,5.584310515873016,6.1986855158730165,6.657566141714286,6.237961064063984,8.263486585387284,8.72823918630411
