Date,Season,Tirumakudal Narsipur,Mysore,Heggadadevankote,Hunsur,Nanjangud,Krishnrajanagara,Piriyapatna,Tirumakudal Narsipur_Trend,Tirumakudal Narsipur_SMA,Tirumakudal Narsipur_EWMA,Tirumakudal Narsipur_DES,Tirumakudal Narsipur_TES,Tirumakudal Narsipur_ARIMA,Mysore_Trend,Mysore_SMA,Mysore_EWMA,Mysore_DES,Mysore_TES,Mysore_ARIMA,Heggadadevankote_Trend,Heggadadevankote_SMA,Heggadadevankote_EWMA,Heggadadevankote_DES,Heggadadevankote_TES,Heggadadevankote_ARIMA,Hunsur_Trend,Hunsur_SMA,Hunsur_EWMA,Hunsur_DES,Hunsur_TES,Hunsur_ARIMA,Nanjangud_Trend,Nanjangud_SMA,Nanjangud_EWMA,Nanjangud_DES,Nanjangud_TES,Nanjangud_ARIMA,Krishnrajanagara_Trend,Krishnrajanagara_SMA,Krishnrajanagara_EWMA,Krishnrajanagara_DES,Krishnrajanagara_TES,Krishnrajanagara_ARIMA,Piriyapatna_Trend,Piriyapatna_SMA,Piriyapatna_EWMA,Piriyapatna_DES,Piriyapatna_TES,Piriyapatna_ARIMA
2004-05-31,PREMON,5.7600000000000025,6.88,11.016000000000002,7.6560000000000015,7.150000000000001,8.765,8.155,4.5425,5.413333333333333,5.24911779602272,5.292280257814842,6.776887519324709,6.13961108502067,6.575041666666667,6.880000000000002,6.957082728220113,6.966432899197156,8.158681987283735,6.84752739767947,9.9259375,9.576625000000005,10.062872860959063,9.859337158183951,11.27329333858368,10.788456256180568,5.284375000000001,5.477000000000003,6.269463814299604,5.969515935247975,6.962553427872866,6.966900075349722,4.251666666666667,4.689166666666664,5.481325377163819,5.245806650015566,5.913129048539193,5.143935002098187,7.094479166666667,7.459583333333333,7.803028616312186,6.092883857343085,7.972916185644002,7.582237879187954,6.4199166666666665,6.6664999999999965,7.401944308553446,6.051415736494306,8.038231808064339,8.128107331470382
2004-08-31,MONSOON,4.666666666666667,6.2379999999999995,9.925999999999998,2.7775,3.4266666666666663,5.752500000000001,3.765,4.399270833333334,4.7225,5.016137344280299,5.2605608306337635,5.458878352517779,5.155509444917858,6.189333333333333,6.608500000000002,6.669449636932068,6.80918398026557,7.270743158846413,7.100970031275708,10.0830625,9.780000000000005,10.008123716575437,9.83202261399986,9.621486655335993,9.414768877937288,5.574839285714286,4.968875000000002,4.872678288579762,4.479505752134761,5.882769314202292,5.857070348454318,4.145333333333333,4.4708333333333306,4.659461892964958,5.2542221860163405,5.015346636635518,4.514223428790655,7.69625,6.940833333333334,6.982817169787312,6.102231029861989,7.311757741438826,7.129292147648035,7.204166666666667,6.341499999999996,5.947166585132067,6.1144636332873565,6.820012127501851,6.895203092495518
2004-11-30,POMKH,3.01,5.638333333333333,8.8075,5.81,1.01,6.656666666666666,5.453333333333332,4.341291666666668,4.3625,4.2136824065681795,4.929485172903105,3.404793822848327,3.1549484750216985,5.740083333333333,6.541583333333334,6.257003115492575,6.581715173817453,5.713248590810444,6.447085597146065,9.957875,10.071875000000004,9.527874229945262,9.404384536979755,8.692347534255909,8.021418869922014,5.658428571428572,5.599875000000002,5.247606973147857,4.915820701541158,3.8255963515336697,4.32413483698976,4.021604166666667,4.032499999999998,3.1996771357789746,5.262597265270378,3.9299387940739896,4.059798215435916,8.01,7.248125,6.852356968539054,6.1115925433110325,5.356835804261582,4.15810640111884,8.038124999999999,6.4983333333333295,5.749633284412573,6.178193540201781,4.888789405192822,4.565482960250342
2005-02-28,POMRB,4.3075,4.5920000000000005,10.6275,5.9557142857142855,5.4460000000000015,11.40333333333333,14.266666666666666,4.197458333333334,4.436041666666667,4.251209443940907,4.864946443780758,4.1231416488261114,3.7162002305671447,5.721333333333333,5.837083333333335,5.591001869295544,6.2239110468815575,6.512990206771498,5.989478517162956,9.627624999999998,10.094250000000002,9.967724537967158,9.803879493214833,10.093601292261006,9.091769400679496,6.185282738095238,5.549803571428573,5.530849898174428,5.230911219957402,5.715711044339245,6.2691397254104455,3.979520833333334,4.258166666666665,4.098206281467386,5.271084473843412,5.5119667212167585,4.358796777829352,7.936205357142856,8.144374999999998,8.672747514456765,6.120968425317073,6.778381182094298,6.453580282279589,8.8140625,7.909999999999997,9.156446637314211,6.2427211435398045,7.22290714547698,6.610955090657514
2005-05-31,PREMON,5.002000000000002,6.104000000000001,9.925,8.525,5.2575,7.689999999999999,9.18,3.994625000000001,4.246541666666667,4.551525666364546,4.929858190303554,6.17631545789089,5.9296790385171265,5.9972916666666665,5.643083333333336,5.796201121577328,6.168770566833819,7.096317703166397,6.932939822881291,8.83875,9.8215,9.950634722780295,9.796842264304669,11.714480975994352,10.86504562473819,6.419136904761905,5.767053571428572,6.728509938904657,6.513916723471809,7.018112916130403,5.020865103235042,4.574625000000001,3.7850416666666646,4.5619237688804315,5.279580975446421,5.978782239597313,5.099128665580154,7.577916666666666,7.875624999999998,8.279648508674057,6.13035868553577,8.601807688010298,9.050302489701373,9.237708333333332,8.166249999999996,9.165867982388527,6.307842906584703,9.045361022810958,10.413297307209692
2005-08-31,MONSOON,4.274,6.864,8.375,6.123333333333334,4.9825,6.2371428571428575,8.9475,3.8371875000000006,4.148375000000001,4.440515399818727,4.854257755173798,4.811490151921456,4.015342811806192,6.620375,5.799583333333336,6.223320672946397,6.24499512801291,6.279008045210106,6.837421304158616,7.6875,9.43375,9.320380833668176,9.223571937969831,9.091813740053876,8.80161293412404,6.200453869047619,6.6035119047619055,6.486439296676128,6.230221085120681,6.177192174690745,7.38904461260264,4.9197500000000005,4.173999999999999,4.730154261328259,5.288084857885718,5.080644970933318,4.241740703904052,6.378005952380952,7.9967857142857115,7.462646248061578,6.139763349334744,7.2417637347711254,6.555377276004959,7.918333333333333,9.461874999999996,9.078520789433115,6.373638993012285,7.829915996342916,7.505291533213972
2005-11-30,POMKH,1.78,7.22,4.047499999999999,4.335,4.215,3.3057142857142856,3.6600000000000006,3.7824999999999998,3.840875000000001,3.376309239891236,4.340117749625743,2.833155072398801,2.8319676695718266,7.243062500000001,6.195000000000003,6.6219924037678375,6.365759005532348,5.120513266668365,7.180864211349292,6.976875,8.24375,7.211228500200906,7.2755034450051514,7.515517469725223,7.157841813696377,6.220104166666667,6.234761904761906,5.625863578005676,5.307809076750194,5.016053015855641,4.777502549405566,4.8064375,4.975249999999998,4.524092556796955,5.296585161760255,3.9955069862014954,3.6948547566629197,5.448035714285715,7.159047619047616,5.799873463122661,6.149182436645741,6.07952842425753,4.625074791277982,6.5778125,9.013541666666663,6.91111247365987,6.440039382306713,6.546538949288635,7.113943583924685
2006-02-28,POMRB,4.2780000000000005,7.995,6.177500000000001,5.68125,5.002,5.155,5.505000000000001,3.795,3.833500000000001,3.736985543934742,4.331206001522697,3.355718512175487,3.6130681889797667,7.652375,7.0457500000000035,7.171195442260703,6.5910063086694,6.456551540170933,7.216343854187833,6.7015625,7.131250000000001,6.797737100120544,6.8343242714348245,6.646319312795111,6.365020012243753,6.365431547619047,6.166145833333335,5.648018146803405,5.35364131843153,6.123467611454225,6.594225342062563,4.7233125000000005,4.8642499999999975,4.715255534078173,5.305116509421359,5.578103541146175,4.875925137920795,5.271964285714286,5.596964285714284,5.541924077873597,6.15861597659606,8.16152249147602,5.78134616007997,6.0875,6.823124999999997,6.348667484195921,6.507159066200528,8.34483461458392,7.463222449607738
2006-05-31,PREMON,4.593999999999999,7.682500000000001,8.69,8.956666666666663,4.795,6.498571428571428,7.2175,3.982,3.7315000000000005,4.079791326360845,4.379654224881536,5.628336925912407,5.639347698370744,7.853125000000001,7.440375000000003,7.375717265356422,6.7285039399615645,7.89311841257253,6.8740194235437535,7.0094375,6.822500000000001,7.554642260072327,7.4794675737798055,7.63183334419824,8.039151275524791,6.660639880952381,6.274062500000001,6.971477554748709,6.787864265783221,7.225538209854459,6.343352140524747,4.776125,4.748624999999997,4.747153320446904,5.313656807984621,6.044826619151028,4.6304186366806865,5.429464285714285,5.2991071428571415,5.924583018152729,6.1680639906171875,8.104929695076423,6.582620051500765,6.179062500000001,6.332499999999998,6.696200490517553,6.57500351265017,8.632741769550195,7.645342451549183
2006-08-31,MONSOON,4.782,8.56,7.4075,6.854285714285715,4.779999999999999,6.0200000000000005,6.9875,4.1392500000000005,3.8585000000000003,4.360674795816507,4.455885400692949,4.305138637450744,4.132472228490673,7.8585,7.8643750000000034,7.849430359213853,6.984176918147589,7.268607841822016,7.391296973700115,7.658250000000001,6.580625000000001,7.495785356043396,7.41377418062091,6.813559179287876,8.002343097962488,7.106644345238095,6.4568005952380965,6.924600818563511,6.718496070484697,6.450465000905477,5.797371810401077,5.027749999999999,4.697999999999997,4.760291992268142,5.322210348624492,5.146593558583682,4.811063479993945,5.827946428571429,5.244821428571427,5.962749810891638,6.177526498245943,6.660661282614927,6.078368533952116,6.77875,5.842499999999998,6.812720294310531,6.6435506615935,7.176659138249614,6.877436577539375
2006-11-30,POMKH,2.768,7.13,7.478,5.965714285714286,4.84,4.782857142857143,6.352499999999999,4.41375,4.1055,3.7236048774899047,4.1639800882165865,2.62845282845042,2.5870505434033366,8.02575,7.8418750000000035,7.561658215528312,6.967376867375776,6.284340309086349,7.700913195681796,8.271749999999999,7.438250000000002,7.488671213626038,7.39840901569716,6.067813846573461,6.228878769651839,7.64688244047619,6.864479166666667,6.541046205423822,6.299721991526642,5.423721511198032,5.9229703917276275,5.653333333333333,4.854249999999997,4.792175195360885,5.33077882309673,4.061406884653583,4.757085911252926,6.283422619047619,5.614107142857142,5.49079274367784,6.187003520606422,5.029768122625408,4.39753854304665,7.281294642857143,6.515624999999997,6.6286321765863185,6.712801655295421,5.6903945203539275,5.940332627791319
2007-02-28,POMRB,4.548,8.128,7.9375,7.618571428571429,6.39,6.865714285714287,7.6099999999999985,4.765000000000001,4.173,4.053362926493943,4.224000240675916,3.505703750468923,4.016654182199169,8.120541666666668,7.875125000000003,7.788194929316987,7.113819515234848,7.311133440025268,7.260705911722707,8.838895833333334,7.878250000000001,7.668202728175622,7.557400898910271,8.289657137437397,8.440008816816528,7.883169642857144,7.348809523809525,6.972056294682865,6.769015845116385,6.890278340019278,7.600373611998464,6.273125,5.201249999999997,5.431305117216532,5.339395446687213,5.644104663788142,4.655383280433142,6.716934523809525,6.041785714285713,6.04076136049242,6.196495084827058,7.168281340724084,6.259345549441801,7.168348214285714,7.041874999999996,7.02117930595179,6.782792662490952,8.039659863527827,8.035715940711794
2007-05-31,PREMON,6.5200000000000005,8.887500000000003,11.838,11.341250000000002,8.411666666666667,8.431666666666667,9.132857142857144,4.897,4.6545000000000005,5.040017755896367,4.630891702693283,5.814012305193265,5.549409662510781,8.029291666666667,8.176375000000004,8.227916957590192,7.357977456563304,8.569728637879964,8.348815608679207,9.034791666666667,8.665250000000002,9.336121636905373,9.088697850124987,9.349093392908026,9.181837977245776,7.58358630952381,7.9449553571428595,8.71973377680972,8.653426855173928,8.336064464174871,8.796256243678604,6.362083333333333,6.105416666666663,6.6234497369965855,5.3480708034714,6.111067194271919,4.762558142713578,6.916577380952381,6.5250595238095235,6.9971234829621185,6.2060012124598245,7.614719727374924,7.205458840426344,6.482276785714286,7.520714285714281,7.865850440713932,6.853535430264671,8.701775602310764,8.330494430660497
2007-08-31,MONSOON,5.666,8.113333333333333,8.796666666666667,6.36,6.121666666666666,7.5550000000000015,4.168571428571428,4.8665,4.875500000000001,5.290410653537821,4.838198845656894,5.008354204946894,4.901585479610023,7.984958333333334,8.064708333333336,8.182083507887448,7.4370160095614395,8.075540644667822,8.177692663580224,9.014229166666667,9.01254166666667,9.12033964880989,8.933789261498815,9.437398130215767,9.865797188580544,7.323883928571429,7.82138392857143,7.775840266085832,7.603795202198733,7.935112737980328,7.417781227968511,6.1066666666666665,6.44083333333333,6.4227365088646176,5.356708940081551,5.213477340788065,4.905822208026779,6.806964285714285,6.908809523809524,7.220274089777272,6.2155219222700895,6.5510907054995595,6.786139899750489,5.795357142857143,6.815982142857137,6.38693883585693,6.9249389178805005,7.532356845003631,7.67629218124885
2007-11-30,POMKH,2.94,6.846666666666668,7.6560000000000015,4.0633333333333335,4.21,4.845,3.6828571428571424,4.638249999999999,4.918500000000001,4.350246392122692,4.532214698083613,3.38543032104647,3.213809723675653,8.052291666666667,7.993875000000002,7.647916771399136,7.299254759717621,6.782084098227932,7.446134686668353,9.066166666666668,9.057041666666668,8.534603789285935,8.417919280379694,7.909310884251242,7.206059386008298,6.8866443452380945,7.345788690476192,6.290837492984833,6.011769332285751,6.327263794412269,6.312671698444562,5.779375000000001,6.2833333333333306,5.53764190531877,5.365318224287711,4.128521725346556,5.004165069155115,6.5061607142857145,6.924345238095239,6.270164453866363,6.225057233944135,5.113894215689095,5.0041115564791845,5.073035714285714,6.148571428571422,5.305306158657015,6.99707825767073,5.553193360258014,5.124507497729682
2008-02-29,POMRB,4.132,8.056666666666667,7.5950000000000015,7.4433333333333325,4.976666666666668,5.926666666666666,4.784285714285715,4.3694999999999995,4.814500000000001,4.262947835273615,4.473525516369142,4.088719824409915,4.096032858490854,8.066458333333333,7.976041666666669,7.811416729506148,7.378962219609164,7.616231594854131,7.323612987869724,9.172583333333334,8.971416666666668,8.158762273571561,8.071696664287849,9.077090283944333,8.496080060802827,6.453392857142857,7.301979166666669,6.751835829124233,6.543404968636265,6.969873110395719,7.272436320950349,5.589791666666668,5.929999999999998,5.313251809857929,5.373958272548779,5.711093367521235,5.442328846971922,6.112738095238095,6.689583333333334,6.132765338986484,6.234607175434688,7.240065013656613,6.341493057865955,4.7664285714285715,5.442142857142851,5.096897980908495,7.06998529780937,7.509266707442842,7.003398843156798
2008-05-31,PREMON,5.109999999999999,9.4975,12.595999999999998,8.018571428571429,7.206666666666668,6.9642857142857135,6.1800000000000015,4.302,4.462000000000001,4.601768701164169,4.595990730501448,6.099939575982756,6.1030926558724286,8.128291666666666,8.128541666666669,8.485850037703688,7.677033897181201,8.781983357785998,7.642242734161598,9.166624999999998,9.160916666666667,9.933657364142935,9.689732486257482,9.420551891722692,9.228963091492187,6.895267857142857,6.471309523809525,7.258530068903111,7.102355135336108,8.340828639395237,9.069730865198839,5.7145833333333345,5.628749999999998,6.070617752581425,5.382661731556995,6.177787849069276,6.0005786373097045,6.0683630952380945,6.322738095238096,6.465373489106176,6.244171769121024,7.928571540424175,6.979037275044032,4.92875,4.703928571428565,5.530138788545098,7.14367251445955,7.81500626688581,7.162379726821424
2008-08-31,MONSOON,4.926,7.616666666666667,8.889999999999997,6.216666666666666,5.8100000000000005,5.875,4.668571428571427,4.38525,4.277,4.731461220698502,4.670730330535937,4.7899442465262085,4.604400869663237,8.110125,8.004375000000003,8.13817668928888,7.623093031921503,8.38589565386285,8.06084074512755,9.382874999999999,9.184249999999999,9.51619441848576,9.345340071031087,9.943879095791415,10.2255133746769,7.429464285714285,6.435476190476193,6.841784708008533,6.652860910158085,6.962787397453811,5.465331834028852,6.320208333333333,5.550833333333332,5.966370651548855,5.3913479146517265,5.279967689184831,5.416210301168696,6.5476190476190474,5.902738095238096,6.229224093463705,6.25375103436699,6.816120723832287,6.318925393088908,5.24625,4.828928571428565,5.185511844555629,7.21810372293252,6.324802557316897,5.980679551651622
2008-11-30,POMKH,3.14,7.837999999999999,7.515,7.741666666666667,5.5200000000000005,6.170000000000001,4.481428571428571,4.47625,4.327,4.094876732419101,4.41679395591522,3.011909175318695,2.8313142936262032,7.913354166666668,8.252208333333336,8.018106013573327,7.613717860334165,6.893394482818266,7.280640201159352,9.4415,9.149,8.715716651091455,8.624521559107503,8.154003589481654,7.30717689315723,7.599255952380952,7.355059523809526,7.201737491471787,7.0504982227725534,5.598368457168281,6.667787157937313,6.7625,5.878333333333332,5.787822390929313,5.400041446146257,4.194943607360631,4.872698456330757,6.984285714285715,6.233988095238097,6.205534456078222,6.263344995707297,4.9319447245232695,4.366588614183764,5.730178571428571,5.028571428571422,4.9038785353048056,7.293306850109018,4.610757388786872,4.707606396794971
2009-02-28,POMRB,4.598,6.92,9.466,8.038571428571428,8.511666666666667,8.435714285714285,6.525714285714287,4.5091875,4.4435,4.29612603945146,4.452304959070775,3.885753205064608,4.020666199955574,7.775333333333334,7.96804166666667,7.578863608143996,7.4583202377087625,7.944591710412386,7.95823491251086,9.0,9.61675,9.015829990654872,8.88805079210939,9.077391355085306,8.323122854850709,7.763809523809524,7.503869047619051,7.536471066311644,7.411857948695765,7.535141867072539,7.793556939677147,6.700416666666667,6.762083333333331,6.877360101224255,5.4088154406439255,5.777740571092504,4.990508053401851,7.2125892857142855,6.861250000000001,7.097606387932647,6.272953678572955,6.85707230431097,6.788689802274334,6.309285714285714,5.463928571428565,5.552612835468598,7.369323938692471,6.83714304975674,6.714090656959623
2009-05-31,PREMON,5.372000000000001,9.06,11.194,8.781666666666666,7.210000000000001,7.948571428571429,8.309999999999999,4.541375,4.509,4.7264756236708765,4.621983606218344,6.095911178478542,5.576671026315957,7.754333333333333,7.85866666666667,8.171318164886397,7.672841170156576,8.74900781837904,7.958516923610377,8.791875000000001,9.266250000000001,9.887097994392924,9.687659356897278,10.606208975282168,10.68161358743227,7.684910714285714,7.694642857142862,8.034549306453652,7.945496038798194,8.914897765807911,9.921343953296853,6.660416666666667,6.762916666666665,7.010416060734554,5.417574388092168,6.245063464520721,5.658254149737294,7.271071428571428,7.10732142857143,7.43799240418816,6.282577101517638,7.792187546943552,7.904634073712794,6.7875,5.996428571428565,6.655567701281159,7.446159498909195,7.51761558705901,7.408825305458046
2009-08-31,MONSOON,4.9275,6.95,6.76,6.7700000000000005,5.31,6.717142857142857,7.171428571428572,4.474875000000001,4.509375,4.806885374202526,4.691972093611883,4.8650277565766284,4.595844687218637,7.811979166666666,7.692000000000004,7.682790898931838,7.5124208193141175,8.25314780055246,8.340018984217373,8.642,8.73375,8.636258796635754,8.562324918093177,9.489884381233088,9.242303706892425,7.327857142857143,7.832976190476196,7.528729583872191,7.388781568717298,7.592363243574054,7.260462299955533,6.403208333333334,6.637916666666664,6.3302496364407315,5.426304935477519,5.347231904898898,5.52466160395184,6.853154761904762,7.317857142857143,7.149652585370038,6.292215286064472,6.750444125313778,6.638948764310347,6.944285714285714,6.622142857142851,6.861912049340123,7.523777505202415,6.404293441065403,6.489935437800464
2009-11-30,POMKH,3.3960000000000004,8.336666666666666,7.979999999999999,6.557142857142857,5.7,5.795714285714285,5.804285714285713,4.268625,4.573375,4.242531224521516,4.479229976176075,3.0651103179569854,3.0295311806549803,7.730208333333334,7.81666666666667,7.9443412060257685,7.601644656619815,6.628960365916319,7.356727915853596,8.195999999999998,8.85,8.373755277981452,8.303642457776588,6.638019219193284,6.0208256174734425,7.126160714285714,7.536845238095244,7.140094893180457,6.974046994128828,6.205556011328545,6.19203636474342,6.1388124999999985,6.682916666666665,6.078149781864439,5.435058049395158,4.262105237324435,5.5929180142718415,6.421666666666666,7.224285714285713,6.608077265507736,6.3018682553133125,5.495658900138444,4.845993111550657,6.811755952380952,6.952857142857136,6.43886151531836,7.602182618729174,5.066504996448351,5.581309485933233
2010-02-28,POMRB,3.81,6.8825,7.802000000000001,6.366666666666667,6.273999999999999,5.466666666666666,6.457142857142856,4.1699375,4.376375,4.06951873471291,4.364802093969719,3.999262961263168,4.312704036362868,7.826875000000001,7.80729166666667,7.519604723615461,7.442228822882355,7.868369524871039,7.730164992729525,8.334249999999999,8.434,8.145053166788873,8.075929168377368,8.816644620838606,8.706684439348317,7.155952380952381,7.118869047619054,6.830723602574941,6.651999397367433,7.616200943017574,7.53392239057357,6.245625,6.123499999999997,6.156489869118663,5.4438378646856505,5.8449228069352355,6.443522925189618,6.368273809523809,6.48202380952381,6.151513025971308,6.311536032812919,7.466591242073914,6.7983592461245745,6.879583333333333,6.935714285714278,6.446174052048159,7.681413818059637,7.427519829447057,7.3163457436567185
2010-05-31,PREMON,4.51,8.443333333333333,9.29,8.84,7.3325,7.465714285714286,7.3183333333333325,4.0555,4.160875000000001,4.245711240827745,4.388670190350827,5.941328687278865,5.537968179590619,7.837708333333333,7.653125000000003,7.88909616750261,7.5602900691693815,8.68233611161953,7.111554667443324,8.4695,7.957999999999998,8.603031900073324,8.479081599477169,9.456300096918849,9.706810575124024,6.977559523809524,7.133452380952388,7.634434161544965,7.5350261164115935,8.481206410945523,8.452703952756933,6.128375,6.154124999999997,6.626893921471197,5.452655216829819,6.311828311565836,5.917423860701403,6.152738095238095,6.361309523809523,6.677193529868499,6.3212186446896474,7.83471459929253,6.808424922612593,6.952619047619048,6.687797619047612,6.795037764562228,7.761482877164252,8.005682741393693,7.638394187853161
2010-08-31,MONSOON,5.0,8.34,9.77,6.95,6.042000000000002,6.772857142857142,8.705714285714285,3.92125,4.179,4.547426744496647,4.497350664537892,4.500072461920962,4.37661735458912,7.825312500000001,8.000625000000003,8.069457700501566,7.6420781937895494,8.050824791946233,7.740202829808031,8.112,8.710499999999998,9.069819140043995,8.908319920952847,7.862150640059303,7.8582484641462536,6.826011904761905,7.178452380952389,7.360660496926979,7.234343075968757,7.303152861288652,7.3824122762971545,5.722625,6.337124999999998,6.392936352882719,5.4614578391310875,5.414006940847655,5.504588321373744,5.906547619047618,6.375238095238095,6.715458975063957,6.330916109759546,6.709579045498261,6.466677798304097,6.774404761904761,7.07136904761904,7.559308373023051,7.842406536808252,6.662614143471696,6.342281769321922
2010-11-30,POMKH,2.4080000000000004,7.033333333333334,6.0520000000000005,4.95,4.029999999999999,4.015714285714286,4.854285714285714,3.963,3.9320000000000004,3.691656046697988,4.1318353310074345,2.830246094256543,3.108111908109797,7.909583333333335,7.674791666666669,7.655007953634273,7.500177971457042,6.819369481044254,7.974124689482294,7.84425,8.228499999999999,7.8626914840263975,7.8132601676948354,7.948954780329876,8.033556438595383,6.609821428571428,6.776666666666674,6.396396298156188,6.198974282955328,6.054127277039321,6.097835587983934,5.271979166666667,5.919624999999997,5.447761811729631,5.4702296353994635,4.329000881738964,5.623538184020307,5.891964285714286,5.930238095238095,5.6355610993240886,6.340628447786499,5.542046725156606,4.953413046677593,6.768541666666666,6.833869047619041,6.4772993095281155,7.924113851708815,5.52293459526798,6.254185299411407
2011-02-28,POMRB,3.7239999999999993,8.086666666666668,6.87,6.761428571428572,4.698,5.277142857142857,5.98142857142857,4.009,3.9105000000000003,3.7045936280187926,4.04484111029424,3.540430160213564,3.6575882986247317,7.777833333333334,7.975833333333336,7.827671438847231,7.551248958067563,7.6903605233056735,7.372801961361042,7.260916666666667,7.995499999999998,7.465614890415838,7.4260478229573845,8.075250094283437,7.449644675626202,6.402321428571429,6.875357142857151,6.542409207465141,6.378981002714345,7.0373079018608236,6.884436950440003,4.898916666666667,5.525624999999998,5.147857087037779,5.4790302560444,5.911503903384227,5.45934622425159,5.796547619047619,5.882857142857143,5.492193802451595,6.350355687471362,6.8009806067047975,6.021570067225614,6.749821428571428,6.7149404761904705,6.278951014288298,8.006688854007988,7.665584337444322,7.092362602922024
2011-05-31,PREMON,4.93,7.913333333333334,8.08,6.715714285714284,5.303333333333334,7.538571428571428,7.747142857142857,4.148,4.015500000000001,4.194756176811275,4.183957887789336,5.593369416251575,5.168751317382073,7.778416666666667,7.8433333333333355,7.861936196641672,7.565948962018898,8.845228284770416,8.430599379324395,6.948833333333333,7.692999999999998,7.711368934249503,7.627048810983669,8.59412967542936,9.09995610745184,6.802023809523809,6.344285714285722,6.611731238764799,6.465390127475782,8.188223034376565,7.96462461728853,4.802833333333334,5.018333333333332,5.210047585556001,5.4878583511671675,6.3781118894838125,5.876106912936547,5.804880952380952,5.901071428571429,6.3107448528995285,6.360097853139161,7.6140556596563576,6.794740552998631,6.811964285714287,6.822142857142851,6.866227751430122,8.090150307672287,8.13292451695792,7.54626915673881
2011-08-31,MONSOON,4.948,7.816,6.3133333333333335,7.4142857142857155,5.086666666666667,5.936666666666667,8.127142857142859,4.3107500000000005,4.002500000000001,4.496053706086765,4.310675783093718,4.3804900121097265,4.650850433471238,8.129916666666666,7.712333333333336,7.843561717985003,7.562553050849741,8.042821354198185,8.151286400071958,7.162791666666667,6.828833333333331,7.152154693883036,7.104856671898202,6.779580314411358,7.279776796116542,7.197261904761905,6.460357142857151,6.932753028973165,6.818832683043476,6.472415284132976,5.313747592858309,4.954958333333333,4.779499999999998,5.160695218000267,5.4966956536440925,5.479910902667354,5.612529468884849,6.059166666666665,5.6920238095238105,6.161113578406384,6.369854962031248,6.609642760387487,6.519819703013241,7.2405357142857145,6.677499999999995,7.370593793715217,8.174486321273026,6.836677934720143,6.710639381886495
2011-11-30,POMKH,3.572,7.5619999999999985,7.0120000000000005,7.683333333333333,4.216666666666667,4.918571428571427,5.9300000000000015,4.4575,4.293500000000001,4.126432223652059,4.177566784743977,2.7307614000211204,2.716504721758348,8.607416666666666,7.844500000000003,7.730937030791001,7.518887954466964,6.684100140609345,7.372065775474,7.561333333333333,7.068833333333332,7.096092816329821,7.03346434944372,5.362054004963531,5.752737390072045,7.478690476190477,7.143690476190485,7.232985150717232,7.142634722406002,5.6036678224191645,7.037389626028262,5.2290833333333335,4.826166666666664,4.783083797466827,5.505527624245839,4.3947197676404315,4.973758742742708,6.26514880952381,5.917738095238096,5.664096718472401,6.379627037927023,4.9745191349476645,4.5619382354182525,7.676785714285714,6.946428571428566,6.794356276229131,8.259666721876957,5.580142727143206,6.039450729505351
2012-02-29,POMRB,3.862,10.37,7.621666666666667,7.19,5.7283333333333335,6.408571428571428,8.334285714285715,4.582361111111112,4.328,4.020659334191236,4.112402200126069,3.8166823205517666,4.173120318481705,8.786781249999999,8.415333333333336,8.7865622184746,7.9339267974336956,7.718845016659487,7.89104798343524,8.101854166666667,7.256749999999999,7.306322356464559,7.212396819126661,7.735819517716419,7.987857283386321,7.912882846320347,7.250833333333342,7.215791090430339,7.119246318510578,7.521755758961659,6.88922185234393,5.416416666666666,5.083749999999997,5.1611836118134296,5.514407308620218,5.977244602906746,5.150034791847038,6.35842803030303,6.2005952380952385,5.9618866025120125,6.389414107459945,6.305048749698481,6.290790822994686,7.8604166666666675,7.534642857142852,7.4103280514517635,8.345770426027459,7.880927785138313,7.460129809094365
2012-05-31,PREMON,5.966,9.45,10.516666666666667,8.53857142857143,6.4659999999999975,8.055,8.884285714285713,4.635222222222222,4.587000000000001,4.798795600514742,4.431441015500907,5.828507948019909,5.407769487966596,8.760895833333333,8.799500000000004,9.05193733108476,8.1319445669025,9.429850926386715,8.490994165127297,8.507680555555556,7.865916666666667,8.590460080545402,8.387191129233845,8.94606564753008,9.475007133169278,8.340587121212122,7.70654761904763,7.744903225686776,7.690949177899365,8.656263014099295,8.385214254008385,5.87097619047619,5.374416666666662,5.683110167088056,5.523317541425302,6.4440272448397025,5.22394770224499,6.60748850108225,6.32970238095238,6.799131961507207,6.399216193860975,7.582978503600928,7.275409235911467,8.179226190476191,7.8189285714285655,7.999911116585343,8.43277878473105,8.680142644031584,8.525185298324907
2012-08-31,MONSOON,4.9108888888888895,7.71425,8.200833333333332,9.064967532467533,5.422666666666667,6.166471861471861,8.45904761904762,4.708972222222222,4.5777222222222225,4.843632915864401,4.524961054542801,4.853789860594848,4.898937108970725,8.461895833333333,8.774062500000003,8.516862398650856,8.017936180769269,8.862257076458496,7.84368094604306,9.395694444444445,8.337791666666668,8.434609381660575,8.274749079854328,8.452492094113133,8.691196673373398,8.881615259740261,8.119218073593084,8.272928948399079,8.255068072194762,7.338291604458086,7.348488365996696,6.326340201465201,5.458416666666663,5.5789327669195,5.5322186976076395,5.546024887924476,5.295233523270768,6.905640782828284,6.387153679653679,6.546067921493069,6.409033314991709,6.44972212025162,6.660298701294415,8.73017857142857,7.901904761904756,8.183565717570254,8.520686351818673,7.475488962972815,7.449975595435927
