Date,Season,Hata,Jabera,Patharia,Tendukheda,Patera,Damoh,Batiyagarh,Hata_Trend,Hata_SMA,Hata_EWMA,Hata_DES,Hata_TES,Hata_ARIMA,Jabera_Trend,Jabera_SMA,Jabera_EWMA,Jabera_DES,Jabera_TES,Jabera_ARIMA,Patharia_Trend,Patharia_SMA,Patharia_EWMA,Patharia_DES,Patharia_TES,Patharia_ARIMA,Tendukheda_Trend,Tendukheda_SMA,Tendukheda_EWMA,Tendukheda_DES,Tendukheda_TES,Tendukheda_ARIMA,Patera_Trend,Patera_SMA,Patera_EWMA,Patera_DES,Patera_TES,Patera_ARIMA,Damoh_Trend,Damoh_SMA,Damoh_EWMA,Damoh_DES,Damoh_TES,Damoh_ARIMA,Batiyagarh_Trend,Batiyagarh_SMA,Batiyagarh_EWMA,Batiyagarh_DES,Batiyagarh_TES,Batiyagarh_ARIMA
1996-02-29,POMRB,4.555,7.4766666666666675,2.77,6.835,4.543333333333333,5.765999999999999,13.79,,,4.555,3.070490173390058,4.209370253482387,0.0,,,7.4766666666666675,10.491057061943923,6.446570056827984,0.0,,,2.77,21.79333723308827,6.206600933873844,0.0,,,6.835,5.996577727657361,6.211710929274235,0.0,,,4.543333333333333,4.171020945108533,3.652104932316804,0.0,,,5.765999999999999,9.730423111647287,5.775999999999999,0.0,,,13.79,12.47849765300686,13.08041530801304,0.0
1996-05-31,PREMON,6.65,9.133333333333333,14.2,7.665,7.3566666666666665,8.078,15.0,,,5.393,3.4571521763751254,6.576074917153747,4.5549847826699175,,,8.139333333333333,12.114128617406516,10.049318149101769,2.846772405615357,,,7.342,48.01580726715173,10.330916980869327,0.6251051718485943,,,7.167,6.06047835358958,8.015564661998614,6.834838228422954,,,5.668666666666667,4.176092638161182,7.851753526522044,3.4033902545341368e-06,,,6.690799999999999,11.99957865755675,8.096836565096954,5.765972504815668,,,14.274,12.478009080154695,14.35534042838522,6.409451745518972
1996-08-31,MONSOON,0.625,2.273333333333333,0.69,0.945,0.7400000000000001,1.9140000000000004,10.52,3.7006250000000005,,3.4858,2.630545903310388,1.6268464613386264,5.934651115592761,5.843333333333334,,5.792933333333333,10.745219753054977,2.7783935076433615,3.87096836271963,5.41625,,4.6812,38.97358096871792,0.14404968736135615,3.227825888551401,4.946249999999999,,4.6781999999999995,6.125059864077464,1.726574053525157,7.332631864225861,3.5133333333333336,,3.6971999999999996,4.181170395232107,1.0746374653402593,6.170465610182093e-06,4.393249999999999,,4.78008,9.654229361932899,1.9405342500441227,6.967497526321455,12.270000000000001,,12.7724,12.477520522487676,10.214042337566905,7.583276056431898
1996-11-30,POMKH,2.95,5.1433333333333335,3.46,5.99,1.9766666666666663,2.5900000000000003,10.16,3.816875,3.6950000000000003,3.27148,2.4267959557817447,2.8091177545832275,2.6669156574589277,5.729166666666666,6.006666666666667,5.533093333333333,10.081712700874476,4.685570863495789,2.858853070094806,5.1425,5.28,4.19272,24.535347714386653,2.3218772597790123,-0.7134569340491187,4.73625,5.358750000000001,5.20292,6.190329604981364,5.27202170127891,4.208830294206667,3.2854166666666664,3.6541666666666663,3.0089866666666665,4.186254345583786,2.2502798941361277,4.6320162127796437e-07,4.2655,4.587,3.9040480000000004,7.401936538404428,2.6231276440545357,5.099938205003017,11.9225,12.3675,11.72744,12.477031983632784,10.90590231552371,8.108957235004059
1997-02-28,POMRB,4.6,6.169999999999999,3.86,3.535,3.4166666666666665,4.216,13.01,4.0218750000000005,3.7062500000000007,3.802888,2.634888973367444,4.193879870495403,4.163926380895642,5.82875,5.68,5.787856,9.579359375840347,6.672909151048763,7.079662883086677,4.77125,5.5525,4.059632,12.175189547267166,6.726428307258348,2.5867174554003465,4.993125,4.53375,4.5357520000000005,6.256294852678703,6.639064287302086,5.837774096852211,3.2575,3.3724999999999996,3.1720586666666666,4.191344499902556,3.844560942330459,4.5433284409894314,4.3245000000000005,4.1995000000000005,4.0288288,6.1556380590886235,5.8015020365452425,5.587915090911564,11.6825,12.1725,12.240464,12.476543466415627,13.352760424250917,13.229261445092092
1997-05-31,PREMON,7.535,9.526666666666667,10.92,9.285,6.66,8.606000000000002,13.0,4.015625,3.9275000000000007,5.2957328,3.51589692806828,6.5795271182000405,6.126951524340999,5.734999999999999,5.778333333333334,7.283380266666667,10.11855999539662,9.605776845840651,8.223528667818597,4.797499999999999,4.732500000000001,6.8037792,10.679334475679473,10.963367387021417,11.615631771988365,4.538125,4.938750000000001,6.435451200000001,6.322963081541882,8.442918020026465,5.177525115002723,3.3362499999999997,3.1983333333333333,4.5672352,4.196440893720856,7.448599231130202,7.005499131299573,4.2895,4.331500000000001,5.859697280000001,7.353135623542131,7.9352681091415445,7.532162260055268,11.75375,11.6725,12.5442784,12.476054968317182,14.479070231587274,14.128847344547598
1997-08-31,MONSOON,1.38,2.6766666666666667,1.0,1.38,1.2133333333333334,1.858,10.6,3.5931249999999997,4.116250000000001,3.7294396799999996,3.0220818927095507,1.9063556575365457,2.0403395873825936,5.447083333333334,5.879166666666667,5.440694826666666,8.192328740885507,2.564679400737724,2.5529397604527686,4.5125,4.8100000000000005,4.482267520000001,3.3641462665232638,0.0036954906176838165,0.3845756683579543,3.8668750000000003,5.0475,4.41327072,6.39034167792629,2.153927411553008,5.37450340811777,3.114583333333333,3.3166666666666664,3.2256744533333332,4.201543399750511,0.6483735265625206,0.559869303509354,4.07375,4.317500000000001,4.259018368,4.988028703978164,1.838324068557375,2.306563348308223,11.491249999999999,11.692499999999999,11.76656704,12.475566487232355,10.000138697726527,9.366653669628535
1997-11-30,POMKH,2.145,3.99,3.36,1.915,2.1333333333333333,2.366,10.65,3.133125,3.915000000000001,3.095663808,2.7431735192851274,3.237527059641568,3.19722601338802,5.13125,5.590833333333333,4.860416896,6.861655041894623,4.7789266990684265,5.181917771451042,4.3025,4.785,4.033360512000001,2.2159814646452123,2.2704790267019126,2.905579308539543,3.394375,4.0287500000000005,3.413962432,6.458438276365245,5.699375059306761,4.934370471821863,2.6941666666666664,3.355833333333333,2.7887380053333333,4.206652124238496,2.023835212568563,2.2691142587704594,3.62075,4.261500000000001,3.5018110208000004,3.4963159667083774,2.5134145610334793,2.862098881423076,11.02,11.814999999999998,11.319940224,12.475078025317654,10.539194763175752,10.24279124158427
1998-02-28,POMRB,2.025,5.0200000000000005,1.68,2.24,1.4866666666666664,2.7140000000000004,10.42,2.98,3.2712500000000007,2.6673982848,2.481146775499922,4.236046628747384,4.089092258742218,4.954583333333334,5.303333333333334,4.9242501376000005,6.0599461424121435,6.351206730816631,6.144666777781176,4.39125,4.24,3.0920163072000006,1.1588748979644234,6.6654300370465105,3.1861321192607037,3.0931250000000006,3.705000000000001,2.9443774592,6.52726052640186,7.066417645329937,5.312008787005119,2.5120833333333334,2.873333333333333,2.2679094698666664,4.211767050430132,3.6611487924843025,3.9016562310996408,3.3735,3.886000000000001,3.18668661248,2.7040787154948687,5.177983915601052,5.121065798121533,10.8284375,11.167499999999999,10.9599641344,12.474589582325795,13.170651482647576,13.326340632731958
1998-05-31,PREMON,6.43,8.15,11.42,6.8000000000000025,5.226666666666667,6.484,11.82,3.014375,2.995,4.17243897088,3.230207359936343,5.802127208530438,5.566296118165564,5.00875,4.959166666666667,6.214550082560001,6.43134314082609,9.229810616039249,8.474299947772865,4.2425,4.365,6.423209784320001,16.591887670270253,10.483814471938075,8.347780171558599,3.1018750000000006,3.083750000000001,4.486626475520001,6.596816193187051,8.870271378054316,5.762943870774965,2.54125,2.5149999999999997,3.4514123485866666,4.216888253950236,6.8207122817446315,6.188125095837176,3.63575,3.355500000000001,4.505611967488,4.108236109551152,7.9104879208914465,7.950586996379288,10.73296875,10.872499999999999,11.303978480640001,12.47410115969122,13.777536450801072,12.10793210002713
1998-08-31,MONSOON,1.26,2.64,1.21,1.455,1.19,2.002,10.2475,3.30125,2.965,3.007463382528,2.8118444718406668,1.0263676663498122,1.2768624921220404,5.2579166666666675,4.950000000000001,4.784730049536,5.070959337887385,2.0562269392419115,2.1647487456241787,4.30375,4.4175,4.3379258705920005,12.699867789451806,-0.28237177660517077,1.5300908604927124,3.1525000000000007,3.102500000000001,3.2739758853120007,6.667113016165359,2.581280769580859,1.7651065929620238,2.663125,2.5091666666666663,2.546847409152,4.2220156217321945,0.170171855566017,0.48968964853776253,4.24225,3.3915000000000006,3.5041671804928,3.1091108441869246,1.3426641737027487,1.9426377087984719,10.97140625,10.784374999999999,10.881387088384,12.473612754795901,9.613927608412503,9.605705146694465
1998-11-30,POMKH,2.54,4.46,1.96,1.91,2.39,4.32,10.23875,3.5374999999999996,3.0637499999999998,2.8204780295168,2.703225082269763,2.5955295681327324,2.77213336343117,5.753958333333333,5.067500000000001,4.6548380297216,4.544220890238163,4.16383459291754,4.517360194199692,4.8774999999999995,4.067500000000001,3.3867555223552,7.776129408333143,2.0823971721127696,2.602733980173209,3.2212500000000004,3.101250000000001,2.7283855311872003,6.738158937710824,6.126728417334612,4.778897843467875,3.248333333333333,2.5733333333333333,2.4841084454912,4.227149242547888,1.5331908170742108,2.25291247899002,4.559833333333334,3.880000000000001,3.8305003082956803,3.4925097791113027,1.9948864046200847,2.612207533200018,11.524999999999999,10.6815625,10.624332253030401,12.473124369016,10.068554537731574,10.61012707182584
1999-02-28,POMRB,3.925,6.543333333333334,3.57,2.65,2.205,5.612,12.73875,3.4162500000000002,3.53875,3.26228681771008,2.9150682966779637,3.9187852567782566,3.5633368090166035,6.616250000000001,5.448333333333334,5.410236151166293,4.835366726439565,5.80989371371232,5.736931199706755,6.2425,4.540000000000001,3.4600533134131197,5.275141365203189,6.237964720974073,1.186242341739367,4.1234375,3.203750000000001,2.6970313187123205,6.809961942532991,7.4937710033577885,2.528553036367521,3.6766666666666663,2.7529166666666667,2.37246506729472,4.232289102504272,2.791719743668727,2.812216632796648,4.424416666666667,4.604500000000002,4.543100184977408,4.543786643095678,4.1781346341564785,4.436742136275162,11.6453125,11.26125,11.470099351818241,12.472636004559671,12.188094686951946,11.765756216514946
1999-05-31,PREMON,6.42,10.595,14.12,6.94,9.19,6.126666666666666,13.93,3.504166666666667,3.53625,4.525372090626048,3.6982614334688204,6.179201996956909,6.708110429794948,7.438541666666667,6.059583333333334,7.484141690699776,6.556398578122784,9.09650112375509,8.784865023164357,7.453749999999999,5.215,7.724031988047871,15.760750522363502,10.51410521086787,9.67421870061637,5.8465625,3.238750000000001,4.3942187912273925,6.882530125470253,9.297624736082167,6.914416632014718,3.568333333333333,3.7437500000000004,5.099479040376832,4.23743532047095,6.4142662500761105,5.965462815916359,4.0763750000000005,4.515166666666667,5.176526777653112,5.7091438052477015,7.68171931412362,7.931112305741005,11.303281250000001,11.78875,12.454059611090944,12.472147660273752,13.368241680782488,13.139638316773135
