Date,Season,Ramnagar,Fatehganj West,Bhadpura,Bhuta,Bhojipura,Mirganj,Aalampur Jafarabad,Faridpur,Baheri,Shergarh,Kyara,Majhgawan,Ramnagar_Trend,Ramnagar_SMA,Ramnagar_EWMA,Ramnagar_DES,Ramnagar_TES,Ramnagar_ARIMA,Fatehganj West_Trend,Fatehganj West_SMA,Fatehganj West_EWMA,Fatehganj West_DES,Fatehganj West_TES,Fatehganj West_ARIMA,Bhadpura_Trend,Bhadpura_SMA,Bhadpura_EWMA,Bhadpura_DES,Bhadpura_TES,Bhadpura_ARIMA,Bhuta_Trend,Bhuta_SMA,Bhuta_EWMA,Bhuta_DES,Bhuta_TES,Bhuta_ARIMA,Bhojipura_Trend,Bhojipura_SMA,Bhojipura_EWMA,Bhojipura_DES,Bhojipura_TES,Bhojipura_ARIMA,Mirganj_Trend,Mirganj_SMA,Mirganj_EWMA,Mirganj_DES,Mirganj_TES,Mirganj_ARIMA,Aalampur Jafarabad_Trend,Aalampur Jafarabad_SMA,Aalampur Jafarabad_EWMA,Aalampur Jafarabad_DES,Aalampur Jafarabad_TES,Aalampur Jafarabad_ARIMA,Faridpur_Trend,Faridpur_SMA,Faridpur_EWMA,Faridpur_DES,Faridpur_TES,Faridpur_ARIMA,Baheri_Trend,Baheri_SMA,Baheri_EWMA,Baheri_DES,Baheri_TES,Baheri_ARIMA,Shergarh_Trend,Shergarh_SMA,Shergarh_EWMA,Shergarh_DES,Shergarh_TES,Shergarh_ARIMA,Kyara_Trend,Kyara_SMA,Kyara_EWMA,Kyara_DES,Kyara_TES,Kyara_ARIMA,Majhgawan_Trend,Majhgawan_SMA,Majhgawan_EWMA,Majhgawan_DES,Majhgawan_TES,Majhgawan_ARIMA
1996-02-29,POMRB,5.3742105263157915,4.56,8.22,4.17,3.305,4.996666666666666,10.76,4.73,4.455,4.395,5.6,7.571666666666667,,,5.3742105263157915,5.4654038277211265,4.952690550279765,0.0,,,4.56,3.3325287002957937,4.428102273199997,0.0,,,8.22,8.37386736941745,8.22,0.0,,,4.17,3.296889149433707,4.236139853210657,0.0,,,3.305,4.126799008954743,3.686556469217872,0.0,,,4.996666666666666,4.728904685545579,4.996666666666666,0.0,,,10.76,10.542566785835676,10.298439262771325,0.0,,,4.73,4.1431315500543855,4.73,0.0,,,4.455,2.1174169140744077,2.489233179092056,0.0,,,4.395,16.844326643237938,10.67380160218082,0.0,,,5.6,5.533226815407372,5.377168897039704,0.0,,,7.571666666666667,10.500689450910674,7.641631831005752,0.0
1996-05-31,PREMON,6.953684210526316,4.96,8.316666666666668,7.275,3.75,5.6575000000000015,10.66,5.854,2.8725,14.686666666666666,5.5,9.373333333333333,,,6.006000000000002,5.487766535944087,7.562579517708171,3.957256738020102e-11,,,4.72,3.3562420192058635,5.256751370739932,4.559997592501398,,,8.258666666666668,8.438516368919958,8.316666666666668,2.730389437608689e-06,,,5.412,3.3157229379859117,6.022550260486569,4.169995670185241,,,3.483,4.549802144272545,4.410635219513119,1.1308276384369829,,,5.261000000000001,4.995270973184713,5.6575000000000015,3.972206277705845e-08,,,10.719999999999999,10.560773490205014,11.159463199703634,10.651082665136064,,,5.179600000000001,4.294411037831986,5.854,1.5300885219981746e-09,,,3.822,1.5273717523265304,4.648868072176283,4.45499276819219,,,8.511666666666667,36.88806966115682,5.1985969963574075,4.39494264974636,,,5.5600000000000005,5.503111746471353,6.072815920509389,3.9263168132930515,,,8.292333333333334,11.982215095023218,9.774196904492017,7.571647415394938
1996-08-31,MONSOON,3.804444444444445,4.23,8.37,2.78,1.005,4.1419999999999995,10.59,1.525,1.4,15.14,5.3,6.3183333333333325,5.180116959064329,,5.125377777777779,5.510220739744419,3.358471199909668,-3.990293074522407e-11,4.2875,,4.524,3.3801236820995513,2.8930207441672136,4.869916838295576,8.279166666666667,,8.3032,8.49331397554542,8.37,5.799779246792707e-06,4.1175,,4.3591999999999995,3.3346643000459086,3.596410986405906,6.178392533255401,2.8518749999999997,,2.4918,4.127940248068465,2.4338822450221658,1.4380375368266722,4.886125,,4.813400000000001,4.671140374316434,4.1419999999999995,1.7917326480558396e-07,10.45375,,10.668,10.55517884532236,10.3819662477809,10.552901079733463,3.5580833333333337,,3.71776,3.9798055223145736,1.525,4.0849755906351276e-08,2.589375,,2.8532,1.0030992120880087,2.117306758290732,3.6457657249037307,13.742708333333333,,11.163,37.53772377281257,11.619350045193084,11.858497858893731,5.37875,,5.456,5.413162993739856,5.0818827755187534,4.222789810990717,8.107083333333332,,7.502733333333333,11.002374679805266,5.604896484570281,8.704132473666537
1996-11-30,POMKH,4.5244444444444465,3.55,8.21,2.68,3.41,4.748333333333333,10.13,2.546666666666667,2.4825,15.046666666666667,5.14,8.471666666666666,5.168910818713451,5.1641959064327505,4.885004444444446,5.532766820274681,4.6054008889634614,-5.889601815068934e-11,4.265000000000001,4.325,4.134399999999999,3.404174912424865,4.072691285655197,4.266713403825106,8.277083333333334,8.279166666666667,8.265920000000001,8.45195323468197,8.21,8.517680005294197e-06,3.7231250000000005,4.22625,3.6875199999999997,3.3537138659048575,3.891273450037642,3.7754045495718356,2.98375,2.8674999999999997,2.85908,4.282715927201901,3.3282664499049326,1.100516528425325,4.886125,4.886125,4.787373333333333,4.626650769820854,4.748333333333333,1.884253441485105e-07,10.36,10.535000000000002,10.4528,10.427096049810133,10.111331506454833,10.48430758220182,3.3339375,3.6639166666666667,3.249322666666667,3.7855830379448516,2.546666666666667,5.113519744794387e-08,2.4940625,2.8025,2.70492,0.9361992178543325,2.0649283761750894,2.8415598726206217,14.220625,12.317083333333333,12.716466666666667,30.685828901733764,12.640338774474007,12.868723114787262,5.473750000000001,5.385,5.3296,5.298799824813699,5.13356857685236,4.637815046791227,8.2975,7.93375,7.890306666666666,10.846818198541094,6.47904611345881,7.194006040877015
1997-02-28,POMRB,5.5015789473684205,4.26,8.22,3.3,3.18,4.996666666666666,10.11,3.8833333333333333,2.75,15.8,5.55,8.958333333333332,5.194463364293086,5.196038011695908,5.131634245614036,5.555405153915949,5.233065302021725,4.749916602092631,3.9575,4.250000000000001,4.18464,3.428397630805447,4.7025663345839845,4.274144646040444,8.275,8.279166666666667,8.247552,8.403605885345282,8.22,8.219549277974481,3.4749999999999996,4.008750000000001,3.5325119999999997,3.3728722562694493,4.011800241474206,3.873215419621032,3.6675000000000004,2.8362499999999997,2.9874480000000005,4.312380635872619,3.6865564692178694,3.0353109438557393,4.886125,4.886125,4.8710906666666665,4.699220533367648,4.996666666666666,4.996666533694582,10.29375,10.372500000000002,10.31568,10.328312834197781,10.35531411181899,10.031177434866352,3.3225000000000002,3.4522500000000003,3.5029269333333337,3.7439027654540493,4.73,4.536697263300503,2.568125,2.37625,2.7229520000000003,1.0192959567790152,2.48935064638956,3.4369013237011945,13.223333333333336,15.168333333333333,13.94988,25.444243501131904,15.649269250341572,13.301772132937376,5.561249999999999,5.3725000000000005,5.41776,5.369807152262171,5.323439998048255,5.358763681372643,7.946666666666665,8.280416666666666,8.317517333333331,10.675727756225756,8.226849097224228,7.770688110946384
1997-05-31,PREMON,6.736666666666667,5.08,8.3,4.99,4.93,5.6575000000000015,10.56,4.9075000000000015,3.815,7.105,6.31,9.51,5.307446922299622,5.141783625730996,5.773647214035089,5.5781361185907645,7.811893999311968,6.145911090669851,3.62875,4.280000000000001,4.542783999999999,3.4527931138862678,5.359124551163798,4.579848558165821,8.274999999999999,8.275,8.268531200000002,8.385443797301765,8.316666666666668,8.316210644179373,3.5075,3.4375000000000013,4.1155072,3.3921400966479354,5.764429701115281,6.093362572714112,4.125624999999999,3.1312499999999996,3.7644688000000004,4.759570270534759,4.410635219513115,3.2911470407471644,4.886125,4.886125,5.185654400000001,5.028375983638277,5.6575000000000015,5.6574997990805596,10.21875,10.347500000000004,10.413408,10.377592629998787,11.003396065352337,9.980870461528166,3.422916666666667,3.215625000000001,4.064756160000001,3.8180100972673885,5.755495844875346,5.614762321280624,2.5115625,2.611875,3.1597712000000002,1.3945731999119104,4.3074735016215495,2.5938609454790704,11.803541666666666,13.272916666666667,11.211928,10.97457352188329,13.085925025252617,14.106267526765969,5.5425,5.575,5.774656,5.683648511443633,6.020684245320013,5.249504215826668,7.336541666666666,8.314583333333331,8.7945104,10.616123436339038,10.550808904089743,9.430467308760717
1997-08-31,MONSOON,4.225882352941177,1.65,8.37,3.08,5.295,4.1419999999999995,10.16,2.38,1.05,14.743333333333334,5.19,3.375,5.365126902734778,5.247143102855179,5.154541269597524,5.6009600867503915,3.5131203260362307,3.3625020344670227,3.5662499999999997,3.6350000000000007,3.3856703999999995,3.477360407296332,3.0006743505029263,4.285063514231134,8.275,8.275,8.30911872,8.393597315677088,8.369076638965835,8.36954105312,3.4937500000000004,3.5125000000000015,3.7013043199999998,3.4115179993669433,2.3511070136713466,2.5389966629068446,4.476875,4.20375,4.37668128,5.246175848009767,2.433882245022164,1.4433552923580952,4.886125,4.886125,4.7681926400000005,4.742974096329117,4.1419999999999995,4.141999671965505,10.15,10.240000000000002,10.312044799999999,10.305695977956903,10.242789015308933,10.429032757878469,3.3382291666666672,3.4293750000000007,3.390853696,3.6240893114474595,1.3184557004115471,1.4626772374312043,2.445,2.524375,2.31586272,1.1340998244914042,2.033058958903369,2.170079956823537,9.155833333333334,13.173750000000002,12.624490133333335,16.986779272578445,12.500950391434547,9.192607473099674,5.5525,5.5475,5.540793600000001,5.490601028151713,5.399033626549423,5.5960299940693154,6.742249999999999,7.5787499999999985,6.626706240000001,7.4728230850856905,6.228682658648381,6.917909539975007
1997-11-30,POMKH,5.006875,3.5,8.21,2.64,2.785,4.748333333333333,9.96,2.495,2.38,4.085,5.1,6.533999999999999,5.385713848039216,5.367750741744068,5.095474761758514,5.6238774447051325,4.814208111770837,3.9988634007989483,3.41125,3.6225000000000005,3.4314022399999997,3.502103446238025,3.375210667031482,2.573278004871823,8.275,8.275,8.269471232,8.330369158926699,8.209081626650093,8.209549826298113,3.5025,3.5025000000000013,3.276782592,3.431006598441072,3.118691689901927,3.0621082025851285,5.21875,4.0475,3.740008768,4.984994285149508,3.328266449904937,4.34423710092973,4.886125,4.886125,4.7602489173333336,4.719119823120018,4.748333333333333,4.748332965588912,9.940000000000001,10.197500000000002,10.171226879999999,10.199357882711636,9.884545587660888,9.977117277004758,3.1174999999999997,3.416458333333334,3.0325122176000003,3.452458621765782,2.444848712054799,2.442591058082474,2.3331250000000003,2.49875,2.341517632,1.2562179836075755,1.92745399425915,2.438588787444517,7.854583333333333,10.433333333333335,9.20869408,5.703771379361297,12.943026865950596,13.348195554756243,5.56625,5.5375,5.364476160000001,5.334549425527233,5.267755096699829,4.955485260020263,6.023916666666667,7.094333333333331,6.589623744000001,6.586302676459394,6.25096579830893,7.031826947873945
1998-02-28,POMRB,5.4805882352941175,3.81,8.22,3.23,6.615,4.996666666666666,9.73,3.2575000000000003,2.3200000000000003,5.58,5.67,6.1416666666666675,5.356861213235295,5.362503063725493,5.249520151172756,5.64688857403778,5.497418034566993,5.092846679398394,3.24,3.5100000000000002,3.5828413439999998,3.5270226899040695,4.199049999459013,4.122388151429816,8.275,8.275,8.2496827392,8.279337551659129,8.219088895795151,8.219549277974481,3.26625,3.485000000000001,3.2580695551999996,3.450606529928162,3.560780633788556,3.450902247871281,4.95875,4.90625,4.890005260800001,5.699143422208607,3.686556469217873,3.0173611621419916,4.886125,4.886125,4.854816017066667,4.798660826853791,4.996666666666666,4.996666560865203,9.7775,10.102500000000003,9.994736128,10.059819576195812,10.145634624476752,9.843366227596148,2.974375,3.2600000000000007,3.1225073305600004,3.3724800727664817,4.448756046992613,4.212225605853292,2.32625,2.39125,2.3329105792,1.3815624200223862,2.358881161596364,3.0238979470897878,7.7700000000000005,7.878333333333335,7.757216448,5.129975230805775,10.850462156807996,7.347033504790711,5.535,5.5675,5.486685696,5.435160658112891,5.383016061129133,5.416423371040004,5.807875,6.390166666666665,6.410440913066667,5.880902911218737,7.59050118085103,7.722381863878007
1998-05-31,PREMON,6.922352941176469,4.29,8.3,5.13,7.43,5.6575000000000015,9.26,3.7675,3.35,6.914999999999999,6.3,6.580000000000001,5.330629595588235,5.408924632352943,5.918653267174241,5.669993860127751,8.018322040557802,6.404076524474624,2.9600000000000004,3.3125000000000004,3.8657048064,3.5521194793253477,4.871639981778298,3.6340961329129655,8.274999999999999,8.275000000000002,8.26980964352,8.271761296092523,8.299975499170445,8.299544891385425,2.949375,3.520000000000001,4.00684173312,3.4703184345241667,5.434896662567127,5.125998661632548,4.391875,5.53125,5.906003156480001,6.573029367488614,4.410635219513125,5.015714992537532,4.886125,4.886125,5.1758896102400005,5.125576115693202,5.6575000000000015,5.6574998597171495,9.69625,9.777500000000002,9.7008416768,9.831375833021154,10.742408503001613,9.685278200378976,3.066625,2.9750000000000005,3.3805043983360004,3.3549013909905767,5.427421866345569,5.263254740376106,2.3554166666666667,2.275,2.73974634752,1.7821794880271837,4.117012093333848,2.7088387880448628,8.949375,7.830833333333335,7.4203298688,6.7157963260324385,5.831922751599517,7.686872967449148,5.4087499999999995,5.565,5.8120114176,5.722200775409084,6.106142090397899,5.807526767366494,5.762166666666667,5.657666666666666,6.47826454784,5.711524179968078,9.393777428589082,8.428348843669012
