Date,Season,Charthawal,Baghara,Muzaffarnagar,Thana Bhawan,Shahpur,Purkaji,Un,Jansath,Morna,Khatauli,Shamli,Kairana,Budhana,Charthawal_Trend,Charthawal_SMA,Charthawal_EWMA,Charthawal_DES,Charthawal_TES,Charthawal_ARIMA,Baghara_Trend,Baghara_SMA,Baghara_EWMA,Baghara_DES,Baghara_TES,Baghara_ARIMA,Muzaffarnagar_Trend,Muzaffarnagar_SMA,Muzaffarnagar_EWMA,Muzaffarnagar_DES,Muzaffarnagar_TES,Muzaffarnagar_ARIMA,Thana Bhawan_Trend,Thana Bhawan_SMA,Thana Bhawan_EWMA,Thana Bhawan_DES,Thana Bhawan_TES,Thana Bhawan_ARIMA,Shahpur_Trend,Shahpur_SMA,Shahpur_EWMA,Shahpur_DES,Shahpur_TES,Shahpur_ARIMA,Purkaji_Trend,Purkaji_SMA,Purkaji_EWMA,Purkaji_DES,Purkaji_TES,Purkaji_ARIMA,Un_Trend,Un_SMA,Un_EWMA,Un_DES,Un_TES,Un_ARIMA,Jansath_Trend,Jansath_SMA,Jansath_EWMA,Jansath_DES,Jansath_TES,Jansath_ARIMA,Morna_Trend,Morna_SMA,Morna_EWMA,Morna_DES,Morna_TES,Morna_ARIMA,Khatauli_Trend,Khatauli_SMA,Khatauli_EWMA,Khatauli_DES,Khatauli_TES,Khatauli_ARIMA,Shamli_Trend,Shamli_SMA,Shamli_EWMA,Shamli_DES,Shamli_TES,Shamli_ARIMA,Kairana_Trend,Kairana_SMA,Kairana_EWMA,Kairana_DES,Kairana_TES,Kairana_ARIMA,Budhana_Trend,Budhana_SMA,Budhana_EWMA,Budhana_DES,Budhana_TES,Budhana_ARIMA
1996-02-29,POMRB,5.26,8.64,3.32,10.578333333333333,6.753636363636364,3.9350000000000014,7.06,4.12,12.535,4.84,7.16,21.68833333333333,9.52,,,5.26,5.0170218088573115,4.869105620869173,0.0,,,8.64,8.19956254108059,7.669806283624221,0.0,,,3.32,6.559671776111591,3.894283242903068,0.0,,,10.578333333333333,12.794946022165211,10.597272660182133,0.0,,,6.753636363636364,6.2071016671205195,6.648921379021508,0.0,,,3.9350000000000014,2.657561435462464,3.6364555505051537,0.0,,,7.06,6.513236182740252,5.664685367755338,0.0,,,4.12,3.7799821943150707,3.9516088203407596,0.0,,,12.535,11.103889575724084,10.288307530701786,0.0,,,4.84,3.7946506911953772,4.3337203818130545,0.0,,,7.16,7.3249948804051614,7.015762674862806,0.0,,,21.68833333333333,21.73732730764936,21.68833333333333,0.0,,,9.52,15.59488795314014,9.538590005586494,0.0
1996-05-31,PREMON,5.235,7.89,5.585,12.086666666666664,8.51818181818182,3.875,5.38,3.82,8.485,4.23,7.98,22.22285714285714,14.455000000000002,,,5.25,5.118505999508116,6.0707378951559585,5.259998465852547,,,8.34,7.624805499423885,9.47363728397705,8.639986777482433,,,4.226,8.65755357082072,4.8181038477123135,3.3199971256133765,,,11.181666666666665,13.825666838632129,12.093533683713604,2.8974239704878477,,,7.4594545454545464,6.962261629887058,8.331058954574818,3.3206039672306975,,,3.9110000000000005,2.692873991965775,4.501710389576162,3.934997963424754,,,6.388,6.0333917433268605,5.742837818296608,7.059963086441181,,,4.0,3.7828260669248803,4.960520500231812,2.036537477454853,,,10.915,9.90898449933497,12.260626028169948,12.53495307205044,,,4.596,3.398306570493941,4.544256436862303,4.839984336927581,,,7.488,7.651100250430392,8.126856033214858,7.159978735371211,,,21.902142857142852,21.962388424318416,22.22285714285714,21.688325762691836,,,11.494,19.58999954926086,14.491379078026984,9.51998129318456
1996-08-31,MONSOON,4.825,7.35,5.57,11.205,5.767272727272728,2.63,4.56,4.41,9.373333333333333,3.125,7.7,21.965,13.65,4.985,,5.08,5.058268556603024,4.660666381088245,5.245000026634257,7.736250000000001,,7.943999999999999,7.08800530486122,7.85368545221442,8.225696545156884,4.44625,,4.7636,9.074341752408897,4.0850365043024635,4.542691632700255,11.115,,11.190999999999999,13.602163210835075,11.151868101199002,3.761212484942356,6.720151515151516,,6.78258181818182,6.496994041231552,6.2541819030160966,4.566729933711442,2.87625,,3.3986,2.7061622386909217,3.086415890446766,3.8937794796492278,5.44375,,5.6568,5.488173295252119,4.815842862337952,6.112552029951176,3.9866666666666664,,4.164,3.785672079832701,3.298689569515811,2.2068539162309415,9.772708333333332,,10.298333333333332,9.473236599315454,9.260622067157282,10.322428569511997,3.6875,,4.0076,2.9453347592927757,2.9443439512363923,4.531847536384611,7.485000000000001,,7.5728,7.759231264662424,7.684446687418529,7.473531603821417,22.020297619047618,,21.92728571428571,22.037471646218673,21.965,21.86067888948357,13.0625,,12.3564,19.032056050073134,13.703131222594886,12.093948365891308
1996-11-30,POMKH,5.075,7.945,3.29,10.59,5.8525,2.095,6.01,3.66,8.254999999999999,3.19,7.08,22.205,14.625,4.908125,5.09875,5.078,5.096130805359235,4.660302284872193,5.025016971077835,7.70125,7.956250000000001,7.9444,6.873059993300804,7.201313381950546,7.840163483604559,4.484375,4.44125,4.1741600000000005,6.406799999056437,4.983199403353805,4.9702458530006215,11.114999999999998,11.114999999999998,10.950599999999998,12.669247448845148,10.595061218691903,5.2641557356129365,6.820549242424242,6.722897727272728,6.410549090909091,6.1480030404663255,5.940299695571327,4.495247165642712,2.639375,3.1337500000000005,2.87716,2.7100088771378448,2.781699740949719,3.168740783854698,5.130000000000001,5.7524999999999995,5.79808,5.290875403043013,5.622419814421349,5.581462689283307,4.262708333333333,4.0024999999999995,3.9623999999999997,3.788520233032477,3.779970475836671,3.0446396382030203,9.903958333333334,9.662083333333332,9.480999999999998,8.802531830374713,8.80239716592762,9.91552397116833,3.72125,3.84625,3.68056,2.6249117797888144,3.336038796833565,4.046915576411779,7.540000000000001,7.48,7.375680000000001,7.602158673519183,7.272427443183792,7.840212285278317,22.020297619047618,22.020297619047618,22.038371428571423,22.18073334174787,22.205,22.08028339485216,13.062499999999998,13.0625,13.263840000000002,17.913093295338268,14.69385357411316,12.456234444919385
1997-02-28,POMRB,4.35,6.88,3.36,10.578333333333333,6.7316666666666665,1.875,4.59,3.9933333333333336,13.42,3.57,7.2,21.68833333333333,9.52,4.700625,4.87125,4.7868,4.892060052095427,5.14874111825395,5.089892706648,7.699999999999999,7.516250000000001,7.5186399999999995,6.466952626381268,7.960471794910055,8.12488363567436,4.05875,4.45125,3.848496,4.4311155609446224,4.3217568026603566,4.097096405096235,11.114999999999998,11.114999999999998,10.801693333333333,11.755098637615509,10.602693782143131,10.564729925735671,7.069261363636364,6.717405303030303,6.538996121212121,6.244064638472613,6.568047145560064,6.648772891025798,2.6062499999999997,2.6187500000000004,2.4762959999999996,2.7099924133196946,3.1018527908757063,3.104176891397413,5.08625,5.135,5.314848,4.89855176104264,6.351912204554278,6.291606814277964,4.317083333333334,3.9708333333333323,3.9747733333333333,3.7913705294411724,3.9560742930155186,3.9640980725945636,10.068541666666667,9.883333333333333,11.0566,10.226642088010626,9.532423717481949,9.798244264880282,3.82875,3.5287499999999996,3.6363359999999996,2.462235201991501,4.880662586814394,4.272105426372888,7.4975,7.490000000000001,7.305408,7.5446356828315935,7.529004788831376,7.490379649338729,22.020297619047618,22.020297619047618,21.898356190476186,22.070418852964274,21.68833333333333,21.83792507552164,13.0625,13.0625,11.766304000000002,11.960305647653419,9.585948975246566,10.21035434644369
1997-05-31,PREMON,5.53,9.37,5.85,12.086666666666664,9.343333333333334,4.04,5.34,6.154999999999999,8.65,5.77,8.38,22.22285714285714,14.455000000000002,4.2562500000000005,4.945,5.08408,5.126060274506542,5.680104107678508,4.658803031615697,7.243749999999999,7.88625,8.259184,6.845180754019888,8.452481735634366,7.261777607681914,4.125,4.5175,4.649097599999999,5.2004673499288145,5.122194518888163,4.394754016041346,11.115,11.114999999999998,11.315682666666666,11.919949072493164,12.097634822016367,12.06633465802479,7.136642045454545,6.923693181818183,7.660731006060606,7.473291605179747,8.267025821291949,8.347038787490348,2.58875,2.66,3.1017776,2.747537958130058,2.9881611908271184,2.7049441015516216,4.915,5.125,5.324908799999999,4.713436795887137,5.5899266434432,5.152829907276107,4.099583333333333,4.554583333333332,4.846864,3.7942229728765646,4.934504577704606,3.624515601829218,9.605625,9.924583333333333,10.09396,9.42905356070862,12.169290273485274,10.202952479518844,3.7868749999999998,3.9137499999999994,4.4898016,2.7376785107847335,4.456445399383918,3.8871791590917066,7.390000000000001,7.590000000000001,7.7352448,7.939338668203834,8.39742498087359,7.3657577506274095,22.020297619047618,22.020297619047618,22.028156571428568,22.176084415352662,22.22285714285714,22.180624387015712,13.0625,13.0625,12.841782400000001,13.140229731199183,14.518771299631185,14.14666545796154
1997-08-31,MONSOON,2.87,5.86,1.9,11.205,6.9318181818181825,2.2,4.25,2.51,10.525,2.445,6.96,21.965,13.65,3.91625,4.456250000000001,4.198448,4.44284307591395,4.683743303874456,4.918198402759677,6.54625,7.51375,7.2995104,6.242779902765221,7.991297489552617,7.854644082679865,5.166250000000001,3.5999999999999996,3.5494585599999997,2.866950216572084,4.376679565266543,4.88421435051954,11.115,11.114999999999998,11.271409599999998,11.519764278280835,11.154970657367151,11.187902950026526,6.884155303030303,7.214829545454546,7.369165876363637,7.5021531336353275,6.444371086523024,6.062045817154926,2.7575,2.5525,2.74106656,2.7527093833147744,2.3584955486418338,3.2084796316343516,4.7525,5.0475,4.89494528,4.387612796882637,4.6854736145491165,5.026553018858512,4.247083333333333,4.079583333333331,3.9121183999999998,3.7970775579499696,3.821486900194846,5.2400354615373335,7.733749999999999,10.212499999999999,10.266376,9.596698687856602,9.27310074877622,9.84046032144815,3.78375,3.7437499999999995,3.67188096,2.462287158768151,3.27514333694051,3.6222142605178673,7.28875,7.405,7.42514688,7.674557941487994,8.03884759471261,7.435041559453114,22.020297619047618,22.020297619047618,22.002893942857142,22.147962408162734,21.965,21.963658294028882,13.0625,13.062500000000002,13.165069440000002,13.341637508781519,13.71251405161103,13.542250293270818
1997-11-30,POMKH,3.475,5.785,7.49,10.59,5.226999999999999,2.385,4.95,3.82,3.4,3.535,6.96,22.205,14.625,3.7025,4.056250000000001,3.9090688,4.1641840048227925,3.7830086945106443,4.001996325829459,5.748749999999999,6.973750000000001,6.69370624,5.7907890182745,7.007719736140229,7.350816419595592,5.61625,4.65,5.125675136,6.347181324153406,4.013339697757697,3.322347793794867,11.114999999999998,11.114999999999998,10.998845759999998,10.875444834546672,10.59740833650796,10.575458497471475,6.500689393939394,7.058454545454547,6.512299525818182,6.7594566003352465,6.409062186753477,6.256813788154162,2.755625,2.625,2.598639936,2.761028370020725,2.103620843791382,2.4173308215224285,4.7275,4.782500000000001,4.916967168,4.250730214009187,5.635559134154198,5.479698584273894,4.4468749999999995,4.119583333333331,3.87527104,3.7999342922493655,3.7395935945819607,2.801205494968452,6.4275,8.998749999999998,7.5198256,7.1683248914441595,9.276240118234771,9.837056950489213,3.3525000000000005,3.8299999999999996,3.6171285760000003,2.433725478245954,3.394794586753344,3.49271284803727,7.102499999999999,7.375,7.239088128000001,7.50355800273173,7.16373823491618,7.596580653804948,22.020297619047618,22.020297619047618,22.083736365714284,22.209037329247124,22.205,22.16511663754058,13.062499999999998,13.0625,13.749041664,14.437330536818873,14.687124475508366,14.336260430953452
1998-02-28,POMRB,3.23,3.46,7.49,10.578333333333333,5.337272727272726,2.935,4.35,5.013333333333334,3.3,3.2,6.51,21.68833333333333,9.52,3.6368750000000003,3.7762500000000014,3.63744128,3.89441705884408,3.820472337202457,3.4405052360009885,5.165,6.118750000000001,5.400223744,4.869465422876308,6.644422059009238,6.435715013483529,5.88875,5.682500000000001,6.0714050816,8.736415656011902,4.998131301262161,4.595750683400204,11.114999999999998,11.114999999999998,10.830640789333334,10.4552078559335,10.60446940254898,10.569486993430612,6.245170454545454,6.709856060606062,6.0422888064,6.155925869501157,6.723954543935738,6.3409677337522155,2.6125,2.89,2.7331839616,2.7787897080655353,2.657318839945209,2.7180702131911523,4.63375,4.722500000000001,4.6901803008,4.05213352232834,5.613198926742141,5.371134247504562,4.539583333333333,4.374583333333332,4.3304959573333335,3.8027931772509995,3.96227460207189,4.019834968129517,5.95625,6.4687499999999964,5.83189536,5.605293486015121,7.84811737873934,8.59265051397449,2.874375,3.7375,3.4502771456000003,2.381111477531601,4.231073752962859,3.678088965447245,6.90625,7.2025,6.9474528768,7.228433862596423,7.387179341275948,7.102164418818592,22.020297619047618,22.020297619047618,21.9255751527619,22.039559324813695,21.68833333333333,21.782537051651776,13.0625,13.0625,12.0574249984,10.524371059542219,9.581621169948887,10.336771966995917
1998-05-31,PREMON,4.94,6.41,5.32,12.086666666666664,7.669999999999999,2.9650000000000003,5.38,6.7333333333333325,8.32,2.69,7.58,22.22285714285714,14.455000000000002,3.4756250000000004,3.628750000000001,4.158464768,4.251406789002422,4.50975057019375,3.6989464056455628,4.330625,5.378750000000002,5.8041342464,4.965238084173079,6.791897722011435,5.946669192135669,5.7325,5.550000000000001,5.77084304896,7.778422683073908,6.898304166711137,6.546928371649644,11.115,11.114999999999998,11.333051140266665,11.136019018864747,12.098978098354731,12.074979425169236,6.0220056818181815,6.291522727272728,6.69337328384,6.629301066712414,7.979694350761438,8.557217764068994,2.5475,2.62125,2.82591037696,2.796858221433696,3.979026883718932,3.664739755784623,4.26875,4.732500000000001,4.96610818048,4.087224740121674,5.304427511395504,4.81255725248151,4.439166666666666,4.519166666666665,5.2916309077333334,3.8056542152082162,5.176360522037271,5.275179181595954,6.019375,6.386249999999997,6.827137216000001,6.407659350569679,7.068578824384465,5.765750203899069,2.58375,2.9675000000000002,3.1461662873600003,2.2720861319749175,5.465100320564489,4.653412981305863,6.496250000000001,7.0024999999999995,7.20047172608,7.442348870451612,8.111322936853629,7.205322402289213,22.020297619047618,22.020297619047618,22.044487948799997,22.107279561856117,22.22285714285714,22.18946289476628,13.0625,13.0625,13.01645499904,13.077616560657882,14.516041728029954,14.073630954062146
