Date,Season,Kanth,Tilhar,Bhawal Khera,Khutar,Banda,Kalan,Dadrol,Jaitipur,Sindhauli,Jalalabad,Powayan,Khudaganj Katra,Nigohi,Kanth_Trend,Kanth_SMA,Kanth_EWMA,Kanth_DES,Kanth_TES,Kanth_ARIMA,Tilhar_Trend,Tilhar_SMA,Tilhar_EWMA,Tilhar_DES,Tilhar_TES,Tilhar_ARIMA,Bhawal Khera_Trend,Bhawal Khera_SMA,Bhawal Khera_EWMA,Bhawal Khera_DES,Bhawal Khera_TES,Bhawal Khera_ARIMA,Khutar_Trend,Khutar_SMA,Khutar_EWMA,Khutar_TES,Khutar_ARIMA,Banda_Trend,Banda_SMA,Banda_EWMA,Banda_DES,Banda_TES,Banda_ARIMA,Kalan_Trend,Kalan_SMA,Kalan_EWMA,Kalan_DES,Kalan_TES,Kalan_ARIMA,Dadrol_Trend,Dadrol_SMA,Dadrol_EWMA,Dadrol_DES,Dadrol_TES,Dadrol_ARIMA,Jaitipur_Trend,Jaitipur_SMA,Jaitipur_EWMA,Jaitipur_DES,Jaitipur_TES,Jaitipur_ARIMA,Sindhauli_Trend,Sindhauli_SMA,Sindhauli_EWMA,Sindhauli_DES,Sindhauli_TES,Sindhauli_ARIMA,Jalalabad_Trend,Jalalabad_SMA,Jalalabad_EWMA,Jalalabad_TES,Jalalabad_ARIMA,Powayan_Trend,Powayan_SMA,Powayan_EWMA,Powayan_DES,Powayan_TES,Powayan_ARIMA,Khudaganj Katra_Trend,Khudaganj Katra_SMA,Khudaganj Katra_EWMA,Khudaganj Katra_DES,Khudaganj Katra_TES,Khudaganj Katra_ARIMA,Nigohi_Trend,Nigohi_SMA,Nigohi_EWMA,Nigohi_DES,Nigohi_TES,Nigohi_ARIMA
1996-02-29,POMRB,4.483333333333333,3.58,6.28,3.25,6.17,6.93,6.87,3.975,6.365,0.28,7.81,5.675000000000002,6.16,,,4.483333333333333,4.456793346298865,4.48476450880363,0.0,,,3.58,2.9609433148663693,2.8694410035614033,0.0,,,6.28,5.832478349384356,6.28,0.0,3.25,,3.25,3.25,0.0,,,6.17,5.802954100107669,6.010260615657603,0.0,,,6.93,4.500666277883073,6.974171283940949,0.0,,,6.87,6.561438458185007,6.410576034624892,0.0,,,3.975,4.377268263430227,3.975,0.0,,,6.365,5.629255301969716,5.62632762015015,0.0,,,0.28,0.5830640828701714,0.0,,,7.81,7.474179693445903,7.461805914601104,0.0,,,5.675000000000002,4.61842570728431,5.67358404912094,0.0,,,6.16,6.091810578931595,5.951078379466875,0.0
1996-05-31,PREMON,4.87,3.82,6.703333333333332,,7.788000000000001,5.39,7.47,4.2,6.795,3.325,8.48,8.03,6.76,,,4.638,4.549602437667136,4.865154817134151,4.341086266937491,,,3.676,3.1119469782677904,4.3105018372226445,3.5799974201876372,,,6.449333333333333,5.872338247275053,6.703333333333331,6.279991992545481,,,,,,,,6.817200000000001,5.996304832711809,7.399655741408541,3.1078041010404767,,,6.314,3.7246490040366553,5.4693266736002215,6.929981767217442,,,7.109999999999999,6.817545934985715,7.684264660220875,6.432489099390357,,,4.0649999999999995,4.5665070645300325,4.2,-3.362733990975464e-08,,,6.537,5.814194224305388,6.727516391366382,6.364995211317922,,,1.498,1.2397515401971473,0.2799999999999991,,,8.078,7.570228421296234,9.347050769606573,5.284679334972049,,,6.617000000000001,5.449024576436645,8.029947024513318,9.55525545837877e-22,,,6.4,6.331551291780618,7.067379100844702,6.040194761491069
1996-08-31,MONSOON,3.986666666666667,0.92,4.859999999999999,,2.052,3.14,5.85,2.67,3.55,1.42,7.69,4.865,5.7,4.404166666666667,,4.377466666666667,4.423799273103024,3.9930291921041654,4.587202904906112,2.6325,,2.5736,2.7187286222292215,2.2333222076242603,3.709607940832046,5.909166666666666,,5.813599999999999,5.528430917518399,4.859999999999998,6.493056637458363,,,,,,5.286250000000001,,4.91112,5.6473558571209725,3.5643681356011756,4.24129280316817,4.95,,5.0443999999999996,2.8416254742537084,3.2655653459798355,6.187048060968842,6.2162500000000005,,6.605999999999999,6.493150176544964,6.519811027822477,6.939955575655593,3.66125,,3.5069999999999997,4.304074311510695,2.67,-3.999509977122836e-08,5.000625,,5.3422,5.005297856341601,5.225428002506637,6.585864992224675,2.086875,,1.4667999999999999,2.037716918529771,3.3249999960960483,7.77375,,7.9228,7.4117041862808595,6.661573443393981,6.131805646998534,6.2175,,5.9162,4.977576477085859,4.866072062611828,-4.8804738892097155e-23,5.805,,6.12,6.080115027068929,6.092743864319961,6.4417513127933095
1996-11-30,POMKH,4.276666666666666,2.49,5.596666666666668,,5.2040000000000015,4.34,5.4,3.8,4.41,2.325,7.3,6.3,4.91,4.404166666666667,4.404166666666667,4.3371466666666665,4.391112258370202,4.275296776473654,4.441981754375467,2.60625,2.7025,2.54016,2.6759186996186934,2.296814216614073,2.5474162420375785,5.807499999999999,5.86,5.726826666666666,5.395028331798422,5.596666666666666,5.936817600576888,,,,,,5.33175,5.3035000000000005,5.028272000000001,5.601223685011506,4.84913723034509,2.814621896468699,4.9054166666666665,4.95,4.762639999999999,2.54913610305994,4.474777764534109,5.180372418798467,5.88625,6.397499999999999,6.1236,6.131168219620537,5.690644523957592,6.45514041871139,3.66125,3.66125,3.6241999999999996,4.313287804581237,3.8,-1.9101575686375356e-09,4.486875,5.28,4.96932,4.684753970118025,5.009732986009945,5.384277206675321,2.23625,1.8375000000000001,1.8100800000000001,2.2230554713285358,1.4199999988091505,7.69125,7.82,7.673679999999999,7.187772610546613,7.00824188369762,6.4160082447694275,6.2175,6.2175,6.06972,5.239770974174376,6.301997678250825,-2.4574367148880285e-22,5.67,5.8825,5.636,5.625874240007245,5.526730942908139,6.051404058328101
1997-02-28,POMRB,4.483333333333333,3.02,6.673333333333333,3.25,6.032,6.93,5.42,3.975,4.13,2.275,7.44,5.675000000000002,5.54,4.404166666666667,4.404166666666667,4.395621333333333,4.412029171102103,4.485244520465728,4.272265346894107,2.75625,2.5625,2.7320960000000003,2.7352943422305724,2.5434411607217435,2.960091248392705,5.269791666666666,5.958333333333333,6.105429333333333,5.5342929956789595,6.2799999999999985,6.065751671938676,3.25,,3.25,3.25,0.0,5.764,5.269,5.429763200000001,5.634097477142859,5.939373335301454,5.80096093389105,5.2370833333333335,4.95,5.6295839999999995,3.016453041124112,7.069434586503936,6.188270761473867,5.7775,6.034999999999999,5.84216,5.888538214953314,6.0875325850538164,6.345264465359149,3.66125,3.6612500000000003,3.76452,4.343464829799912,3.975,3.974999899620533,4.1625000000000005,4.7212499999999995,4.633592,4.380292417899917,4.980306913243485,5.422066926463799,2.269375,2.33625,1.996048,2.186365225573489,2.32500012686383,7.324999999999999,7.7275,7.580207999999999,7.080782051551819,7.786503518681969,7.316073722789203,6.2175,6.2175,5.911832,5.264782880920956,5.6733024952525195,5.674999236566215,5.6000000000000005,5.7275,5.5976,5.581894614467795,5.272373615767768,5.222816175378679
1997-05-31,PREMON,4.87,4.17,5.496666666666666,,8.290000000000001,5.033333333333333,6.28,4.2,4.92,2.525,8.19,8.03,6.3,4.404166666666667,4.404166666666667,4.5853728,4.5148610100382145,4.865380236633298,4.662480573545549,2.85125,2.65,3.3072576000000002,2.98912565697135,3.8972219131620394,3.1489414929356174,4.93125,5.656666666666666,5.861924266666666,5.42532893223823,6.775244690674051,6.36081116349515,,,,,,6.108,5.3945,6.573857920000002,5.878533851345172,7.31131612695931,7.189382205961243,5.387083333333333,4.860833333333334,5.391083733333333,3.0786776837864935,5.533766715158622,5.235852807414045,5.59875,5.7375,6.017296,5.9874275446339205,6.852262939717027,6.399214290681241,3.66125,3.661250000000001,3.938712,4.409893620734187,4.2,4.1999999132194565,3.9662499999999996,4.2524999999999995,4.748155199999999,4.398362544762853,5.3827141779177685,5.35429990055541,2.519375,2.1362500000000004,2.2076288,3.175231825489018,2.7896325717602597,6.733750000000001,7.655,7.824124799999999,7.252451822665892,9.390257335301646,7.632479456815474,6.217499999999999,6.217499999999999,6.7590992,6.330120995002269,8.029714990799127,8.029998919758006,5.68125,5.612500000000001,5.87856,5.841527610531009,6.424636104098164,5.610154003944578
1997-08-31,MONSOON,3.986666666666667,1.77,1.765,,5.008,6.15,6.17,2.67,2.83,2.4850000000000003,5.05,4.865,5.6,4.404166666666667,4.404166666666667,4.345890346666667,4.396836488948277,3.9931350519291353,4.186759483564185,2.7737499999999997,2.8625,2.69235456,2.769489514277217,2.104739244257341,1.605700697109517,4.8391666666666655,4.882916666666667,4.223154559999999,4.534152133137544,4.707960804475102,5.277323813563478,,,,,,5.929,6.1335,5.947514752000001,5.809569820126928,3.629543446998884,2.488135728693943,5.160833333333334,5.613333333333333,5.69465024,3.4803276647792036,3.271674044150089,3.8396740120601898,5.38375,5.817499999999999,6.0783776,6.021419197338164,5.526129435431033,5.542712976862414,3.66125,3.6612500000000012,3.4312272,4.061897522672332,2.67,2.669999960330696,3.78125,4.072499999999999,3.9808931199999997,3.8093585494076643,3.647462015458633,3.2543167655178724,2.681875,2.4025000000000003,2.3185772800000004,1.6533807009546775,2.2030377475099816,6.1937500000000005,6.995,6.714474879999999,6.412011126116357,6.569764915369399,7.177040667266452,6.2175,6.217499999999999,6.001459519999999,5.904802871847432,4.865880839366262,4.864999345532093,5.7075,5.587500000000001,5.767136,5.738341854739481,5.561946826553643,5.652242518266356
1997-11-30,POMKH,4.276666666666666,2.4,5.9833333333333325,,5.0,2.53,3.65,3.8,3.56,3.26,5.21,6.3,5.66,4.404166666666667,4.404166666666667,4.318200874666667,4.3701864709460185,4.275346489575474,4.310650207822221,2.69125,2.84,2.5754127359999996,2.701538881152368,2.533234428444485,2.716788819950829,4.87375,4.979583333333333,4.927226069333333,4.658703875647729,4.884509423187688,5.2813159416314415,,,,,,5.59,6.0825,5.568508851200001,5.740767596147535,5.666057345900655,6.1229479331635215,5.300416666666666,5.160833333333334,4.428790144,3.0274867675338335,4.653219068020884,4.662694923099227,5.43,5.379999999999999,5.1070265599999995,5.2663349078301005,5.2902503142112085,5.599089637576759,3.66125,3.661250000000001,3.57873632,4.0133899057248295,3.8,3.7999999197348755,3.67,3.8599999999999985,3.8125358719999998,3.60778946076033,3.809072586040884,4.033459462189932,2.7262500000000003,2.6362500000000004,2.6951463680000005,3.06782482858216,2.637953193236163,5.7625,6.472499999999999,6.112684928,5.8545966554009565,5.88390775149305,5.601568871544028,6.2175,6.217499999999999,6.120875711999999,6.111370333364848,6.301840087662008,6.299999152487602,5.60375,5.775000000000001,5.724281599999999,5.696974794572638,5.259834510802238,5.34608491819645
1998-02-28,POMRB,4.483333333333333,2.49,5.55,3.25,4.8039999999999985,6.93,5.45,3.975,3.5,2.64,5.21,5.675000000000002,5.0,4.404166666666667,4.404166666666667,4.3842538581333335,4.395788690267151,4.485267866361864,4.371478464201207,2.6187500000000004,2.7075,2.5412476416,2.661807307588266,2.6581093923177956,3.0878676502072135,5.551041666666666,4.69875,5.1763356416,4.709002781745621,5.673295744369414,5.9450264646824005,3.25,,3.25,3.25,0.0,5.35875,5.775499999999999,5.2627053107199995,5.654973983613774,6.490808174173665,5.820365445243159,5.251875000000001,5.160833333333334,5.4292740863999995,3.7554222528098444,7.131440589876896,6.519072636126191,5.333125,5.387499999999999,5.244215936,5.303362594893885,5.077626832523581,5.285675914766021,3.66125,3.6612500000000012,3.737241792,4.010233244998656,3.975,3.974999991935862,3.59125,3.702499999999999,3.6875215232,3.451833202268754,3.933855572898108,4.117541049913552,2.731875,2.7275000000000005,2.6730878208,3.1076544302507427,3.2515496553407623,5.265,5.914999999999999,5.7516109568000005,5.459567905586837,6.270882175690602,6.288858244280708,6.2175,6.217499999999999,5.9425254272,6.010008730376689,5.67317262195385,5.675000225353167,5.449999999999999,5.6400000000000015,5.43456896,5.4221434537362585,5.628414578422493,5.725263130632875
1998-05-31,PREMON,4.87,4.04,6.8966666666666665,,6.806,6.15,6.62,4.2,4.66,2.515,6.97,8.03,6.01,4.404166666666667,4.404166666666667,4.5785523148800005,4.502256790545588,4.865391200158806,4.796762798522745,2.5162500000000003,2.6750000000000003,3.14074858496,2.9056147844435807,3.7714343427092274,3.5097204004761164,5.904166666666667,5.048750000000001,5.864468051626666,5.079937460480175,6.006041949189136,5.5317968488239995,,,,,,5.3927499999999995,5.404499999999999,5.880023186432,5.758771255855111,7.400017649763425,7.1731822757688946,5.51625,5.440000000000001,5.7175644518399995,4.273359900438469,5.347876974307178,5.157780267094391,5.28625,5.472499999999999,5.7945295616,5.69023605202446,6.312001401144673,5.978999104693475,3.66125,3.6612500000000017,3.9223450752,4.063669701324799,4.2,4.199999996951411,3.4837500000000006,3.637499999999999,4.07651291392,3.6825628411078193,4.519404616880919,4.579434118664794,2.6199999999999997,2.7250000000000005,2.60985269248,3.6247615055770206,3.1161705399063324,4.6925,5.609999999999999,6.238966574080001,5.733135958516531,7.5851702034878254,6.551205924639264,6.217499999999999,6.217499999999999,6.777515256319999,6.917923332317088,8.029607959828345,8.030000318869762,5.2325,5.567500000000002,5.664741376,5.632932536414637,6.231774144860029,5.650514110638715
