Date,Season,Jhalrapatan,Dag,Bakani,Manohar Thana,Pirawa,Khanpur,Jhalrapatan_Trend,Jhalrapatan_SMA,Jhalrapatan_EWMA,Jhalrapatan_DES,Jhalrapatan_TES,Jhalrapatan_ARIMA,Dag_Trend,Dag_SMA,Dag_EWMA,Dag_DES,Dag_TES,Dag_ARIMA,Bakani_Trend,Bakani_SMA,Bakani_EWMA,Bakani_DES,Bakani_TES,Bakani_ARIMA,Manohar Thana_Trend,Manohar Thana_SMA,Manohar Thana_EWMA,Manohar Thana_DES,Manohar Thana_TES,Manohar Thana_ARIMA,Pirawa_Trend,Pirawa_SMA,Pirawa_EWMA,Pirawa_DES,Pirawa_TES,Pirawa_ARIMA,Khanpur_Trend,Khanpur_SMA,Khanpur_EWMA,Khanpur_DES,Khanpur_TES,Khanpur_ARIMA
1996-02-29,POMRB,9.893333333333333,8.15,9.314166666666667,8.316666666666666,15.352727272727275,7.901999999999999,,,9.893333333333333,7.262962961520266,9.453853346623436,0.0,,,8.15,12.38154657576763,8.420741870999743,0.0,,,9.314166666666667,8.200142996935023,9.119366896466046,0.0,,,8.316666666666666,6.838203267763783,8.50164647180437,0.0,,,15.352727272727275,14.881925864970004,15.355673162312401,0.0,,,7.901999999999999,7.011084615561122,7.32977763283381,0.0
1996-05-31,PREMON,15.846666666666666,10.69,10.743636363636362,10.623333333333333,18.07625,9.563999999999998,,,12.274666666666665,8.516623824718467,14.877672179371004,9.893247894707319,,,9.166,14.648727996923466,10.552908957331722,3.6398223583189213,,,9.885954545454545,8.541668727688624,10.58638647866119,9.314130541311572,,,9.239333333333333,7.5084493831616435,10.52401195495006,4.866228751880135,,,16.442136363636365,15.516293578886216,17.836875691722827,15.352663866431294,,,8.566799999999999,7.0392515848732575,8.51227207455816,7.901924453159762
1996-08-31,MONSOON,4.64,6.955,5.552222222222222,6.2316666666666665,10.165833333333332,3.736666666666667,7.460833333333333,,9.220799999999999,6.752886852476678,6.002104295543351,13.829422863071196,8.22125,,8.281600000000001,13.669047166735272,5.611944142430497,5.201230257554244,8.380899170274171,,8.152461616161617,8.279962814961568,6.238078270726078,10.234482434456991,8.070833333333333,,8.036266666666666,6.800884389313906,5.160274937760757,6.576504733578606,13.91349431818182,,13.931615151515151,14.100309362642111,10.697557011842118,17.680566364570517,6.182166666666666,,6.634746666666667,7.054652748058456,3.6629190915906795,8.994163834441254
1996-11-30,POMKH,2.22,7.19,7.913571428571429,7.213333333333334,12.059166666666668,4.448,6.3625,8.15,6.420479999999999,4.8489558466390665,7.009461054137592,7.47918219639071,8.15,8.24625,7.84496,12.213515240222822,7.242905702945528,5.0706757484578056,8.38089917027417,8.38089917027417,8.056905541125541,8.289081253041203,7.810703275866438,7.556551087364028,8.036666666666667,8.09625,7.707093333333333,6.576327082415456,7.619064779792281,5.586946543358346,13.91349431818182,13.91349431818182,13.182635757575758,13.488634829135435,11.941070544936279,10.510509784126308,5.393666666666666,6.4126666666666665,5.760048,7.071617390564445,5.204558532373405,5.864655307535282
1997-02-28,POMRB,4.38,7.95,9.314166666666667,8.113333333333335,15.352727272727275,6.057999999999999,5.764166666666666,6.771666666666668,5.604287999999999,4.030475260770707,7.560259750679323,8.900741119266023,8.003125,8.196250000000001,7.886976000000001,10.975537692007704,8.644522125691537,7.914703088040782,8.380899170274171,8.38089917027417,8.559809991341993,8.452814963133887,9.068516132507003,8.831389675113634,7.992708333333334,8.045416666666668,7.869589333333334,6.748945731205769,8.643065197777798,7.8718068922661,13.913494318181819,13.913494318181819,14.050672363636366,13.816847280424652,15.272135265632443,15.360666987470083,4.553166666666667,5.951666666666666,5.8792288,7.0921252989188535,7.823168170466265,6.949090725152925
1997-05-31,PREMON,12.573333333333332,10.32,10.743636363636362,10.553333333333333,18.07625,5.1000000000000005,5.720624999999999,5.953333333333335,8.391906133333332,5.800503459764517,11.57965353661275,12.399426290791476,7.86125,8.103750000000002,8.860185600000001,10.979927282875668,10.694688599446211,10.221460993241049,8.38089917027417,8.38089917027417,9.43334054025974,8.76997545938948,10.546732648818251,10.04344947015481,7.905833333333332,8.027916666666668,8.943086933333333,7.77867519704079,10.581371644688822,9.843003629981979,13.91349431818182,13.913494318181819,15.660903418181821,14.71540092891486,17.79272049327197,15.281615669917542,4.125916666666667,4.835666666666667,5.56753728,7.110543945470846,8.504921301558067,8.093069495594584
1997-08-31,MONSOON,3.1266666666666665,6.15,5.552222222222222,5.9499999999999975,10.165833333333332,1.4766666666666666,6.0304166666666665,5.575000000000001,6.285810346666666,4.7945463814491225,2.2257842714856286,3.977244378569713,7.66125,7.902500000000002,7.776111360000002,8.849328453826857,5.654695470729564,6.699836848414623,8.380899170274171,8.38089917027417,7.880893213044733,8.484489188178523,6.207155899088173,6.948118621203734,7.6012499999999985,7.9575000000000005,7.745852159999999,7.214522847147433,5.186581200883093,6.194561548641002,13.91349431818182,13.913494318181817,13.462875384242425,13.498073014934539,10.674218124609848,13.479961598901813,3.753416666666667,4.270666666666666,3.9311890346666667,7.121009136804444,2.411072415000886,2.9264245165626854
1997-11-30,POMKH,3.385,6.86,7.913571428571429,6.8,12.059166666666668,3.2900000000000005,5.843333333333333,5.866250000000001,5.125486208,4.071392009755936,3.462120900072745,2.5330372233853513,7.40875,7.820000000000001,7.409666816000001,7.568436993941677,7.121618882233024,6.733590322388555,8.38089917027417,8.38089917027417,7.8939644992554125,8.470522215063108,7.786589764725142,7.770107652502105,7.1499999999999995,7.854166666666667,7.367511296,6.995040259085771,7.570279663572111,6.808234921338338,13.91349431818182,13.913494318181815,12.901391897212122,13.035779357789647,11.9287344287744,11.133137985830277,3.844166666666668,3.981166666666666,3.6747134208000003,7.135443569624598,3.5779277477404197,3.8419753306466236
1998-02-28,POMRB,5.6933333333333325,6.68,9.314166666666667,6.09,15.352727272727275,4.2360000000000015,5.580625,6.194583333333334,5.352625058133333,4.167461356015184,6.323075989995916,6.446691731313045,7.51625,7.502500000000002,7.117800089600001,6.644646862636161,8.482849731342462,7.794236771571631,8.380899170274171,8.38089917027417,8.462045366219915,8.611889954051673,9.04971222489053,9.077437651853781,7.022083333333333,7.348333333333333,6.8565067776,6.593719686026849,8.505394254876162,7.791735707992136,13.913494318181819,13.913494318181815,13.881926047418183,13.476319713949378,15.265614827856432,15.419959874491475,4.401833333333334,3.525666666666666,3.8992280524800007,7.1519535739950335,6.157213094967473,6.01525687433215
1998-05-31,PREMON,9.763333333333334,9.57,10.743636363636362,8.966666666666667,18.07625,7.6480000000000015,6.044791666666667,5.492083333333335,7.116908368213333,5.543628554829576,12.28518010763774,13.074189710576029,7.489999999999999,7.315000000000003,8.09868005376,7.509753939935657,10.318557079863846,9.754356606012745,8.38089917027417,8.38089917027417,9.374681765186494,8.907342318759811,10.532069212225508,10.374575518311579,7.2475,6.951666666666666,7.700570733226667,7.212406604892715,9.983929805791877,9.18167997509352,13.91349431818182,13.913494318181815,15.55965562845091,14.459339048542814,17.78927401885223,16.42234885294323,4.590250000000001,4.1626666666666665,5.3987368314880015,7.175964954085871,6.549552668043489,5.873467887248823
