Date,Season,Balachaur,Saroya,Banga,Aur,Nawanshahr,Balachaur_Trend,Balachaur_SMA,Balachaur_EWMA,Balachaur_DES,Balachaur_TES,Balachaur_ARIMA,Saroya_Trend,Saroya_SMA,Saroya_EWMA,Saroya_DES,Saroya_TES,Saroya_ARIMA,Banga_Trend,Banga_SMA,Banga_EWMA,Banga_DES,Banga_TES,Banga_ARIMA,Aur_Trend,Aur_SMA,Aur_EWMA,Aur_DES,Aur_TES,Aur_ARIMA,Nawanshahr_Trend,Nawanshahr_SMA,Nawanshahr_EWMA,Nawanshahr_DES,Nawanshahr_TES,Nawanshahr_ARIMA
2000-11-30,POMKH,12.583333333333336,24.45,5.92,8.34,7.835,13.05875,13.60249999999999,13.327464587573857,13.395704794903423,13.588565958386392,13.97995044287908,24.90625,25.302499999999995,25.26041284805772,25.268578714305914,25.07560280714388,25.21575238871895,5.955,5.594999999999999,5.408583253813364,5.448598996067231,3.8114215535080227,4.642493598013656,8.3825,7.890000000000002,7.963845350674352,7.706790779152784,7.488649693512073,7.2888082054597545,7.9243749999999995,7.5574999999999966,7.605110563313078,7.798551661609389,8.078845750953937,7.42260025106989
2001-02-28,POMRB,12.79,24.72,5.51,8.425,7.86,13.017083333333334,13.294166666666657,13.112478752544312,13.181005523196012,13.616172617768278,13.283082705481224,23.97,25.399999999999995,25.044247708834632,25.26158572968175,23.551234560229446,25.092772794971456,5.94625,5.892499999999998,5.4491499522880185,5.856875267896544,5.445123340532701,4.972255713580582,8.3825,8.282500000000002,8.148307210404612,7.912455097352617,8.472059531575107,8.114883216805426,7.968125,7.808749999999997,7.707066337987847,7.82479699127752,7.7845209034987395,7.429393401386736
2001-05-31,PREMON,13.19,24.12,6.859999999999999,8.665,8.44,13.230416666666667,12.823333333333325,13.143487251526587,13.216651732812679,13.656762695406773,13.436262127977006,22.89625,24.412499999999994,24.67454862530078,25.180271862493637,27.287895895435422,25.03294130418837,5.889374999999999,6.017499999999998,6.013489971372811,6.604640194755752,7.613775879546764,6.531693776717258,8.210624999999999,8.482500000000002,8.354984326242766,8.132959428958705,9.071578024818999,8.608721084783017,7.846874999999999,8.039999999999997,8.000239802792708,7.851130652497269,7.772915383337876,7.470922907506662
2001-08-31,MONSOON,14.28,20.82,5.21,7.6999999999999975,7.4499999999999975,13.328333333333333,13.210833333333323,13.598092350915952,13.682679133503537,13.051836385212763,12.58823982916986,22.115000000000002,23.527499999999993,23.13272917518047,24.69545784431838,25.75115643484519,24.886472284322007,5.91375,5.874999999999998,5.692093982823687,6.66928081871866,5.717214074810917,6.127681703570631,8.071874999999999,8.2825,8.092990595745658,7.9544399958405885,9.23040685426053,8.765090787464386,7.7749999999999995,7.896249999999997,7.780143881675624,7.8775529276869465,7.461121808294205,7.645294046152632
2001-11-30,POMKH,12.74,19.4,6.035,7.7650000000000015,7.44,13.290833333333333,13.249999999999988,13.25485541054957,13.331152663297225,13.125373367728603,13.176814922378338,22.415,22.26499999999999,21.639637505108283,24.09228035084334,24.1710770588698,24.234255596582724,5.937916666666667,5.903749999999999,5.829256389694212,6.931642932295404,5.462858987678276,6.22445597840176,7.87625,8.138750000000002,7.9617943574473955,7.856910961003269,8.396654696282875,7.945512541994042,7.618125,7.797499999999996,7.644086329005374,7.904064124339292,8.197106716199041,7.4742370271430705
2002-02-28,POMRB,13.416666666666664,23.52,5.59,7.89,7.68,13.441666666666666,13.406666666666654,13.319579912996408,13.398391668517267,13.409400347046718,13.079262190621542,22.79375,21.96499999999999,22.391782503064967,24.079443257499502,22.00982785806939,23.459057220513692,6.281666666666666,5.923749999999998,5.7335538338165275,6.960821184027893,5.850787287979649,6.1209215977380875,8.026250000000001,8.005000000000003,7.933076614468437,7.834251893184797,8.443461483460126,7.92361846157894,7.545625,7.752499999999996,7.658451797403224,7.9306645440758,7.902781868729667,7.469748460476192
2002-05-31,PREMON,12.263333333333335,27.72,6.973333333333334,7.635,7.365,14.017083333333332,13.17499999999999,12.897081281131179,12.967663240321556,13.832766118428594,13.335033084715441,22.925625,22.864999999999988,24.523069501838982,24.594443399032578,25.79894047217168,23.468828275212665,6.89125,5.952083333333332,6.229465633623249,7.374975371547235,7.578660058232505,6.49275233211299,8.590625,7.747500000000002,7.813845968681062,7.733055921076733,8.69372830030905,8.30773274796936,7.678125,7.483749999999997,7.541071078441934,7.957354481917434,7.891176348560565,7.5250501959197535
2002-08-31,MONSOON,16.413333333333334,20.25,7.846666666666668,9.93,7.945,14.688750000000002,13.708333333333321,14.30358210201204,14.405341392574533,13.416574407515647,13.283631182400914,22.783749999999998,22.72249999999999,22.81384170110339,24.110181211942013,25.04403165083871,24.15035464534716,7.514375,6.611249999999998,6.876346046840617,7.961803077334807,5.8249750822234265,6.071494014450122,9.25375,8.305000000000003,8.660307581208636,8.44520570740651,8.034018712931468,7.492771159758583,7.804374999999999,7.607499999999998,7.702642647065161,7.98413424759558,7.57938277348393,7.462395174433606
2002-11-30,POMKH,15.21,21.025,8.275,10.05,8.004999999999999,15.580625000000001,14.325833333333323,14.666149261207224,14.76867798007596,13.541308818122442,13.963471520771444,21.61125,23.12874999999999,22.098305020662032,23.782521313217217,23.485019143920127,23.525115354497157,8.055833333333334,7.171249999999998,7.43580762810437,8.551974547332327,6.573742776366071,6.819409677390695,9.695625,8.876250000000002,9.216184548725181,8.966851497926134,8.707443086257914,8.377158283395394,8.013125,7.748749999999997,7.823585588239097,8.011004138497546,8.315367681399172,7.5935602052826
2003-02-28,POMRB,16.32,20.76,8.335,10.91,8.125,16.157291666666666,15.051666666666657,15.327689556724334,15.437618475774451,14.610762633618709,14.650136472337982,20.368125,22.43874999999999,21.56298301239722,23.461912062325855,21.678824318079613,23.1243596145211,8.362083333333334,7.857499999999999,7.795484576862623,9.020556770496809,6.806735756466471,6.723830422037347,9.620625,9.631250000000001,9.893710729235108,9.612302370242688,9.377314793777307,9.29978291642152,8.309375,7.859999999999998,7.944151352943458,8.037964458498497,8.021042833942138,7.637591478535247
2003-05-31,PREMON,16.495,21.1,8.56,8.149999999999999,8.59,16.434375,16.109583333333322,15.7946137340346,15.906598560036965,15.075727872057755,14.905944070428365,19.52875,20.78374999999999,21.377789807438333,23.22329375766665,25.094763324411236,22.745378647906737,8.529375,8.254166666666665,8.101290746117574,9.43162209443057,8.736221237202946,7.689960109898672,9.3384375,9.760000000000002,9.196226437541064,9.108910833330286,9.957910066383366,9.512079970155545,8.58,8.166249999999996,8.202490811766076,8.065015515192464,8.009437313782062,7.697274943733899
2003-08-31,MONSOON,16.795,16.925,8.71,8.815,9.09,16.823125,16.20499999999999,16.19476824042076,16.307753485074567,17.081855582642607,16.84111196804381,18.71625,19.95249999999999,19.596673884463,22.490863654053147,23.430989878099318,22.48164924224072,8.62125,8.469999999999999,8.344774447670545,9.76629144035106,8.273184339149575,8.11688412320661,9.006875,9.481250000000001,9.043735862524638,8.995695999934004,10.72713839638574,10.178940001126566,8.806249999999999,8.452499999999995,8.557494487059646,8.092157614275939,7.697643738736,7.844640507088511
2003-11-30,POMKH,17.044999999999998,17.634999999999994,8.75,8.9075,9.025,17.155625,16.663749999999993,16.534860944252458,16.64819338180345,15.726684593513045,16.43583996929772,18.95875,19.10499999999999,18.8120043306778,21.93738038374405,21.608964378557094,21.591018242356,8.728125,8.58875,8.506864668602326,9.999005510520597,8.5565063230502,8.460501185125707,8.75375,9.195625,8.989241517514785,8.951018573999779,9.974052091234542,9.289701875920493,8.786249999999999,8.707499999999996,8.744496692235789,8.119391056797973,8.433628646679605,8.026872659732055
2004-02-29,POMRB,17.595,17.65,8.595,9.4,8.915,17.819374999999997,16.982499999999995,16.958916566551473,17.074983191957443,16.696600391123393,17.0226475543999,19.693125,18.32749999999999,18.34720259840668,21.45377564255055,19.570177857142713,20.956947729608608,8.968125,8.653749999999999,8.542118801161397,10.083431430699163,8.407149221961536,8.506637739836831,8.82875,8.818124999999998,9.15354491050887,9.088694455431211,10.042948597004374,9.747783205687735,8.5175,8.904999999999996,8.812698015341473,8.146716149740168,8.13930379924748,8.100243828779792
2004-05-31,PREMON,17.88,26.15,9.155,7.635,7.64,18.509375,17.328749999999992,17.327349939930883,17.44494217907964,16.808290531727426,17.2941877649155,20.260624999999997,19.58999999999999,21.468321559044007,22.094635128357375,22.83227608232123,20.426915002358704,9.25375,8.802499999999998,8.787271280696839,10.270455351874347,9.285779019501945,8.681226135421193,9.1109375,8.689374999999998,8.546126946305321,8.58170713921352,8.12083675910428,7.6989322845519865,8.199375,8.667499999999997,8.343618809204884,8.174133190521616,8.12769827910596,8.151181142481015
2004-08-31,MONSOON,20.72,17.75,10.035,9.93,7.89,18.88375,18.30999999999999,18.68440996395853,18.82385268258851,18.15634875136433,17.61108545301871,21.812499999999996,19.79624999999999,19.980992935426404,21.604240619139635,22.291940768107786,21.344196832349116,9.490000000000002,9.133749999999997,9.286362768418103,10.650040282321012,9.112933221915277,9.105164013645984,9.442499999999999,8.968124999999999,9.099676167783192,9.020763808295504,9.219930521157734,8.637635275450299,7.863125,8.367499999999996,8.16217128552293,8.20164250301077,7.815904704030389,7.909866849010119
2004-11-30,POMKH,18.64,21.35,9.71,10.05,7.68,19.001875,18.70874999999999,18.66664597837512,18.794484434322175,18.23074138611218,18.86018760418969,22.215000000000003,20.724999999999994,20.528595761255843,21.625174370897287,20.771657697704885,20.768130485307285,9.710625,9.373749999999998,9.455817661050862,10.815086051447206,9.382228172503623,9.349549067903226,10.446840277777778,9.25375,9.479805700669916,9.358325544965243,9.708325796034142,9.297370713438196,7.69875,8.031249999999996,7.9693027713137585,8.229244393387177,8.551889611937579,7.947160452926672
2005-02-28,POMRB,18.995,26.35,9.525,10.91,7.57,18.691875,19.058749999999993,18.79798758702507,18.921910340385228,18.774217380689777,18.95474224464759,22.82625,22.89999999999999,22.857157456753505,22.270036410773724,19.432254948865037,20.8613903711362,9.795,9.606249999999998,9.483490596630517,10.842409841953783,9.257271916780958,9.328177049762017,12.15215277777778,9.63125,10.05188342040195,9.879674121057173,10.426920675564617,10.199884728936098,7.671250000000001,7.694999999999997,7.809581662788255,8.256939174158605,8.257564764465034,7.8921780996929325
2005-05-31,PREMON,17.424999999999994,20.67,9.99,14.159722222222225,7.67,18.48,18.944999999999993,18.24879255221504,18.356905027359673,18.723797185564315,19.06175402601183,24.377500000000005,21.529999999999994,21.982294474052104,22.123968789754265,24.052148309268702,21.74108238712975,9.610000000000001,9.814999999999998,9.68609435797831,10.960320343363538,10.005874270011379,9.552346391979912,13.572723214285714,11.262430555555556,11.69501894113006,11.34290878052964,8.922971182146918,8.495348565421278,7.641249999999999,7.702499999999997,7.753748997672952,8.284727159925184,8.245959244283092,7.848207308297521
2005-08-31,MONSOON,18.695,28.12,9.875,17.047777777777778,7.64,18.56375,18.43874999999999,18.427275531329023,18.53941726505601,19.788406855261627,19.36215235460099,24.230000000000004,24.122499999999995,24.437376684431264,22.929331731069833,22.48249264334015,21.569413930591796,9.5825,9.774999999999999,9.761656614786986,10.978273922128865,10.338818886247335,10.065384967491745,14.493258928571432,13.041875,13.836122475789148,13.32571376604999,12.368996981763337,12.335862907314546,7.6675,7.639999999999997,7.708249398603771,8.312608663129271,7.934165669205083,7.848953068379205
2005-11-30,POMKH,18.97,23.39,8.39,14.296785714285715,7.69,18.973125000000003,18.52124999999999,18.644365318797412,18.760117644912803,17.99830123171968,18.440831388881573,24.219375000000003,24.632499999999993,24.018426010658757,23.043081455056157,22.52610702786309,22.619312395154434,9.878750000000002,9.444999999999999,9.212993968872192,10.493414089124512,10.057105890518217,9.738909642153768,14.88294642857143,14.103571428571428,14.020387771187774,13.729489630422965,13.816631653606946,14.08938282571253,7.7299999999999995,7.6424999999999965,7.700949639162263,8.340583999251395,8.670150577102099,7.826892738523236
2006-02-28,POMRB,19.335,23.13000000000001,10.625,14.0275,7.77,19.626875000000002,18.60624999999999,18.920619191278448,19.040243861407376,18.662040626633793,18.754170568258928,24.381875000000004,23.827499999999993,23.663055606395258,23.110278276680408,21.230574237428097,22.74283464065681,10.348749999999999,9.719999999999999,9.777796381323316,10.744310103432682,9.503680389918856,9.218155058423331,14.88294642857143,14.88294642857143,14.023232662712665,13.910363533464064,14.654778921448756,14.055887023323862,7.79625,7.692499999999997,7.728569783497358,8.368653484360784,8.37582572962656,7.8232965586225935
2006-05-31,PREMON,20.36,23.805,11.26,14.159722222222225,7.97,20.119375,19.33999999999999,19.49637151476707,19.625041758707688,18.270138659811288,18.466329414005095,23.377500000000005,24.611249999999995,23.719833363837154,23.253797048978416,25.079488988068658,22.804887679933273,10.995624999999999,10.037499999999998,10.37067782879399,11.124326619948569,10.293819452712754,10.100131079226166,14.882946428571431,14.88294642857143,14.077828486516488,14.07729393623782,15.477640620200297,14.747007398810522,7.8725000000000005,7.7674999999999965,7.825141870098415,8.396817436441802,8.364220209446877,7.831329017734025
2006-08-31,MONSOON,20.99,26.285000000000004,12.364999999999998,17.047777777777778,7.87,20.459999999999997,19.913749999999986,20.09382290886024,20.229705834489458,20.488811299778266,19.587510491251592,22.005000000000003,24.152499999999996,24.745900018302294,23.690427671760784,23.833638994891224,22.96518090727305,11.5375,10.659999999999997,11.168406697276394,11.758046223130705,10.618774321169482,10.273016610802303,14.88294642857143,14.88294642857143,15.265808203021002,15.18047839944076,16.68850734821715,16.479160637269178,7.9887500000000005,7.824999999999996,7.843085122059049,8.425076170575597,8.052426634373889,7.8740170698823855
2006-11-30,POMKH,20.615,17.19,11.075,14.296785714285715,8.07,20.662499999999998,20.324999999999985,20.302293745316142,20.43602381992003,19.872239619041626,20.20330176375595,20.795624999999998,22.602499999999996,21.723540010981377,22.933811628094883,23.38775668871555,23.497265514246543,12.013124999999999,11.331249999999997,11.131044018365836,11.856373180444974,10.229579053496213,9.949008153827654,14.88294642857143,14.88294642857143,14.878199207526887,14.985620404757722,14.525398650976866,14.237258854050793,8.09875,7.9199999999999955,7.933851073235429,8.453430008579916,8.788411542273993,7.8581030348749445
2007-02-28,POMRB,20.415,18.35,12.275,14.0275,8.32,20.741875,20.594999999999985,20.347376247189686,20.477018951675333,20.366772664828076,20.475712846273474,20.08875,21.407499999999995,20.374124006588826,22.41549883041334,21.0073226544386,22.486367585747264,12.126875,11.743749999999997,11.5886264110195,12.274002879145714,11.459538754619562,11.24084427473266,14.88294642857143,14.88294642857143,14.537919524516132,14.759081406450914,14.537539916463098,14.035647381072515,8.270000000000001,8.057499999999997,8.088310643941258,8.481879270990465,8.494086694805686,7.906871390403423
2007-05-31,PREMON,20.9,18.91,13.415,14.159722222222225,8.3,20.83375,20.729999999999986,20.56842574831381,20.69931736672933,20.228049488570914,20.783341495625557,21.009375,20.183749999999996,19.788474403953295,22.031032154784533,24.156171235994698,21.823410739419025,11.8034375,12.282499999999997,12.3191758466117,12.943587809198343,12.117078464881473,11.77233472172175,14.882946428571431,14.88294642857143,14.386640603598568,14.648806010159698,15.009412287587217,14.328279385907159,8.545,8.139999999999997,8.172986386364755,8.510424276394351,8.482481174637929,7.980146373635002
2007-08-31,MONSOON,21.085,25.525,11.12,17.047777777777778,8.91,21.025625,20.753749999999986,20.775055448988287,20.906933108835805,21.4825258327429,21.030292924781783,22.9425,19.99375,22.08308464237198,22.522659397099122,22.300140446847298,21.356463503643212,11.5325,11.971249999999998,11.839505507967019,12.75272957214006,12.86633423184519,12.665499727299874,14.88294642857143,14.88294642857143,15.451095473270254,15.56321822360384,17.29362898946145,16.884578541277893,8.8025,8.399999999999997,8.467791831818854,8.539065352965206,8.170687599570789,8.003601805744907
2007-11-30,POMKH,21.255000000000006,25.315,9.7325,14.296785714285715,9.23,21.148333333333333,20.91374999999999,20.967033269392974,21.099701054622685,20.654700873303106,20.929959330013478,24.6275,22.025,23.37585078542319,22.927574021360513,21.973092914015716,22.02457611681324,11.294687500000002,11.635624999999997,10.996703304780212,12.125191035129617,11.362195489680705,11.193505983043154,14.88294642857143,14.88294642857143,14.989371569676438,15.23992224855026,14.624859499675527,14.27970086500983,9.098749999999999,8.689999999999996,8.772675099091312,8.56780282127754,8.906672507496355,8.173930704971495
2008-02-29,POMRB,21.31,25.69,11.45,14.0275,9.22,21.274166666666666,21.13749999999999,21.104219961635785,21.23671184210897,20.881032897113478,20.98765026082813,25.506249999999998,23.86,24.301510471253913,23.329729754014537,21.0582644523829,22.551949115933642,11.315624999999999,11.429374999999999,11.178021982868128,12.099109596599794,12.080957597033025,11.81483842428262,14.88294642857143,14.88294642857143,14.604622941805863,14.926098231710185,14.450763764044186,14.029838386017131,9.317499999999999,8.914999999999996,8.951605059454788,8.596637002606311,8.612347660056825,8.311501603546997
2008-05-31,PREMON,20.986666666666665,25.05,12.3375,14.159722222222225,9.77,21.440416666666668,21.159166666666657,21.057198643648135,21.186182916711633,21.064355309686256,21.265165738474504,24.738125,25.395,24.600906282752348,23.602286015272405,25.3269516962399,23.05490050126695,11.6390625,11.159999999999998,11.641813189720878,12.328519540086866,12.668981047460079,12.50448821157344,14.882946428571431,14.88294642857143,14.426662653972407,14.756550997065805,14.758569253351585,14.208099941530627,9.32375,9.282499999999995,9.278963035672874,8.625568227727438,8.600742139910663,8.385395359259586
